ngram,emotion,emoton,emotin,emotion
1903,1.0407316170000871e-05,1.7136686910771257e-11,3.6614923394827163e-11,1.0407316170000871e-05
1904,9.974931864625042e-06,1.7136686910771257e-11,4.974564807699469e-11,9.974931864625042e-06
1905,9.684560739385364e-06,1.7136686910771257e-11,3.1707479895638964e-11,9.684560739385364e-06
1906,9.441671084329886e-06,1.7136686910771257e-11,3.1707479895638964e-11,9.441671084329886e-06
1907,9.257465795339418e-06,1.7136686910771257e-11,3.1707479895638964e-11,9.257465795339418e-06
1908,9.043870964628045e-06,1.372445411286703e-11,3.1707479895638964e-11,9.043870964628045e-06
1909,8.94733096044677e-06,2.7505463184862577e-11,3.1707479895638964e-11,8.94733096044677e-06
1910,8.834078211553528e-06,2.7505463184862577e-11,5.925525942933924e-11,8.834078211553528e-06
1911,8.711038779957952e-06,2.7505463184862577e-11,9.743743708704296e-11,8.711038779957952e-06
1912,8.604662330721372e-06,2.7505463184862577e-11,1.1185154489120767e-10,8.604662330721372e-06
1913,8.437091439970703e-06,4.180338218441802e-11,1.9763905690599922e-10,8.437091439970703e-06
1914,8.293908000009001e-06,7.103636131703236e-11,2.707215017637234e-10,8.293908000009001e-06
1915,8.247030174451148e-06,1.2106679746017234e-10,2.8666022432772513e-10,8.247030174451148e-06
1916,8.229871387551871e-06,1.3738951345646352e-10,2.8666022432772513e-10,8.229871387551871e-06
1917,8.459075615974143e-06,1.3738951345646352e-10,2.730781791169891e-10,8.459075615974143e-06
1918,8.593729814622617e-06,1.3738951345646352e-10,2.1756876062666615e-10,8.593729814622617e-06
1919,8.790857334263689e-06,1.515952601544817e-10,2.7418338333878063e-10,8.790857334263689e-06
1920,9.14928399911982e-06,1.6049899603798323e-10,1.8839587132398909e-10,9.14928399911982e-06
1921,9.44797297311847e-06,1.3126601690536888e-10,1.1531342646626491e-10,9.44797297311847e-06
1922,9.753925301733293e-06,6.751112664936189e-11,9.937470390226316e-11,9.753925301733293e-06
1923,1.0017101625895261e-05,3.740740158107516e-11,1.4848159309220422e-10,1.0017101625895261e-05
1924,1.0148422396533923e-05,1.3509352267801082e-10,1.5893738904347388e-10,1.0148422396533923e-05
1925,1.0290381266843593e-05,1.3509352267801082e-10,1.4455714998045417e-10,1.0290381266843593e-05
1926,1.0460635166964494e-05,1.2088777597999264e-10,7.352841946417499e-11,1.0460635166964494e-05
1927,1.0390928634608696e-05,1.4316287837751977e-10,7.352841946417499e-11,1.0390928634608696e-05
1928,1.034415202281837e-05,1.6597236481999796e-10,7.352841946417499e-11,1.034415202281837e-05
1929,1.0226423390642075e-05,2.1654395935108032e-10,7.352841946417499e-11,1.0226423390642075e-05
1930,9.996864199430483e-06,2.1654395935108032e-10,5.1648923233520754e-11,9.996864199430483e-06
1931,9.758113914618402e-06,1.450908480661793e-10,2.7227392959286842e-11,9.758113914618402e-06
1932,9.666359931413484e-06,1.6873409415728092e-10,5.0870639050388484e-11,9.666359931413484e-06
1933,9.458323802391533e-06,1.6873409415728092e-10,9.720495638568646e-11,9.458323802391533e-06
1934,9.323114422191533e-06,1.4572521165958007e-10,9.720495638568646e-11,9.323114422191533e-06
1935,9.129619424389343e-06,1.2291572521710188e-10,9.720495638568646e-11,9.129619424389343e-06
1936,8.799660918157315e-06,1.5609386005976944e-10,9.720495638568646e-11,8.799660918157315e-06
1937,8.596053443657833e-06,1.5609386005976944e-10,1.1486239737124038e-10,8.596053443657833e-06
1938,8.248799011718283e-06,1.7336535183622359e-10,1.3661464816548475e-10,8.248799011718283e-06
1939,7.980991280679259e-06,1.4972210574512194e-10,1.1297140207438311e-10,7.980991280679259e-06
1940,7.658378958045173e-06,1.4972210574512194e-10,6.663708473908514e-11,7.658378958045173e-06
1941,7.384747212719438e-06,1.5483280134200227e-10,6.663708473908514e-11,7.384747212719438e-06
1942,7.185887235599304e-06,1.5483280134200227e-10,9.154513060303872e-11,7.185887235599304e-06
1943,7.294866073997193e-06,9.253639719565752e-11,1.3445178105784906e-10,7.294866073997193e-06
1944,7.371497174192752e-06,1.1150771972445739e-10,8.956694711300831e-11,7.371497174192752e-06
1945,7.594464477733709e-06,6.800321813596862e-11,6.781469631876393e-11,7.594464477733709e-06
1946,7.613695483347069e-06,6.800321813596862e-11,1.0091090463237862e-10,7.613695483347069e-06
1947,7.883166290412191e-06,6.800321813596862e-11,1.1746788066067738e-10,7.883166290412191e-06
1948,8.055859715178875e-06,4.042464775620504e-11,1.1746788066067738e-10,8.055859715178875e-06
1949,8.195891366215489e-06,4.042464775620504e-11,9.25598347967238e-11,8.195891366215489e-06
1950,8.179622584845805e-06,1.8971322528799864e-11,6.657315968336012e-11,8.179622584845805e-06
1951,8.186142492507185e-06,4.96472942122596e-11,8.312225808453683e-11,8.186142492507185e-06
1952,8.080595502438623e-06,4.96472942122596e-11,8.312225808453683e-11,8.080595502438623e-06
1953,7.981923707640298e-06,4.96472942122596e-11,5.002604977092215e-11,7.981923707640298e-06
1954,7.797709323702812e-06,7.867920600749097e-11,3.3469073742623376e-11,7.797709323702812e-06
1955,7.673718690576997e-06,7.867920600749097e-11,9.144608185764267e-11,7.673718690576997e-06
1956,7.5820333092581545e-06,9.214721148818685e-11,9.144608185764267e-11,7.5820333092581545e-06
1957,7.628245774477753e-06,9.214721148818685e-11,8.726983223374317e-11,7.628245774477753e-06
1958,7.671516154264932e-06,7.820534002135813e-11,9.452434965703408e-11,7.671516154264932e-06
1959,7.711129325928465e-06,8.949927901965741e-11,1.0581828865533335e-10,7.711129325928465e-06
1960,7.762979683840448e-06,1.0008713996478846e-10,1.1640614960046441e-10,7.762979683840448e-06
1961,7.824609123677614e-06,7.105522816955708e-11,1.1640614960046441e-10,7.824609123677614e-06
1962,7.939157122953994e-06,7.105522816955708e-11,7.883265369855254e-11,7.939157122953994e-06
1963,8.030978668622473e-06,7.739493569834468e-11,1.1844807971751947e-10,8.030978668622473e-06
1964,8.007527217809443e-06,9.538155582815883e-11,1.057043539999723e-10,8.007527217809443e-06
1965,8.037354876120975e-06,9.493645948742215e-11,9.953090137785177e-11,8.037354876120975e-06
1966,8.107338154721739e-06,8.364252048912287e-11,9.703003380926286e-11,8.107338154721739e-06
1967,8.170297795524156e-06,7.305465954399182e-11,1.0413153077910259e-10,8.170297795524156e-06
1968,8.080978724527605e-06,1.084808255129894e-10,1.661273202335778e-10,8.080978724527605e-06
1969,8.016557265883811e-06,1.084808255129894e-10,1.4572380802047036e-10,8.016557265883811e-06
1970,7.895172529970296e-06,9.744262143205975e-11,1.1487789093005724e-10,7.895172529970296e-06
1971,7.703104204535651e-06,9.73578023755195e-11,1.3277969200333117e-10,7.703104204535651e-06
1972,7.4497319084392596e-06,8.818381144351913e-11,1.412358642736779e-10,7.4497319084392596e-06
1973,7.133280892698427e-06,9.643790825432573e-11,1.4895098646558073e-10,7.133280892698427e-06
1974,6.909877811267506e-06,1.0458541126388634e-10,1.3940913156017055e-10,6.909877811267506e-06
1975,6.746592329623777e-06,6.915924529488876e-11,7.741334210569534e-11,6.746592329623777e-06
1976,6.564371947856021e-06,7.719567643845896e-11,7.741334210569534e-11,6.564371947856021e-06
1977,6.497374540361177e-06,9.250540016531822e-11,6.864383317714155e-11,6.497374540361177e-06
1978,6.448826557711332e-06,7.46035990920443e-11,5.074203210386763e-11,6.448826557711332e-06
1979,6.445336826540629e-06,5.6644964512615155e-11,7.342190199076195e-11,6.445336826540629e-06
1980,6.5661785291532785e-06,4.839086770180856e-11,6.475053578631445e-11,6.5661785291532785e-06
1981,6.656629921053536e-06,4.7873163270896664e-11,6.423283135540255e-11,6.656629921053536e-06
1982,6.7675264939940206e-06,5.528465829970511e-11,6.423283135540255e-11,6.7675264939940206e-06
1983,6.914988067105046e-06,7.685824992315865e-11,6.423283135540255e-11,6.914988067105046e-06
1984,7.0534369375049466e-06,1.0423317169700702e-10,6.423283135540255e-11,7.0534369375049466e-06
1985,7.265131184145243e-06,1.0423317169700702e-10,7.8700981247832e-11,7.265131184145243e-06
1986,7.4536116829092085e-06,9.610547080374232e-11,3.684333096546208e-11,7.4536116829092085e-06
1987,7.608154451840424e-06,1.1616787294015702e-10,4.2381438636329705e-11,7.608154451840424e-06
1988,7.843895153720431e-06,1.0853807436150831e-10,6.94086871311228e-11,7.843895153720431e-06
1989,8.10819704253975e-06,1.1443060289011747e-10,7.606069890983162e-11,8.10819704253975e-06
1990,8.278547868810295e-06,9.147804240296407e-11,8.271816118970194e-11,8.278547868810295e-06
1991,8.521203588835696e-06,6.63009617445682e-11,8.928742963241833e-11,8.521203588835696e-06
1992,8.685322817265323e-06,9.175034640770567e-11,8.118162590577325e-11,8.685322817265323e-06
1993,8.998732612651241e-06,1.175157838103783e-10,8.715578952989134e-11,8.998732612651241e-06
1994,9.348474642527954e-06,1.299690305775084e-10,7.378085444185802e-11,9.348474642527954e-06
1995,9.639776050919733e-06,1.5551755617420378e-10,5.189807016676389e-11,9.639776050919733e-06
1996,1.0050514382393366e-05,1.6742168960716596e-10,4.5246058388055084e-11,1.0050514382393366e-05
1997,1.0565237581821358e-05,1.7226927622499792e-10,4.43411205570359e-11,1.0565237581821358e-05
1998,1.1042598089261446e-05,1.6910335235273014e-10,4.9327427063618397e-11,1.1042598089261446e-05
1999,1.177760168502573e-05,1.8161667606328028e-10,5.92348134828161e-11,1.177760168502573e-05
2000,1.2364766007522121e-05,1.6104366798441738e-10,5.673695342909925e-11,1.2364766007522121e-05
2001,1.3088427035004965e-05,1.38669479173213e-10,6.687841352143969e-11,1.3088427035004965e-05
2002,1.3808432283570124e-05,1.1848950739230217e-10,5.947270453887654e-11,1.3808432283570124e-05
2003,1.4510427068411705e-05,1.2423017327147156e-10,5.947270453887654e-11,1.4510427068411705e-05
2004,1.531265674462442e-05,1.1777167039214324e-10,6.381327212677336e-11,1.531265674462442e-05
2005,1.6321895860268603e-05,1.0459770747951934e-10,5.225769717747448e-11,1.6321895860268603e-05
2006,1.731934584573277e-05,7.178157126237167e-11,4.1134536749032335e-11,1.731934584573277e-05
2007,1.8396694161180805e-05,6.658914193856193e-11,4.6851161343365784e-11,1.8396694161180805e-05
2008,1.9471051668265966e-05,5.644768184622149e-11,5.258294048198537e-11,1.9471051668265966e-05
2009,2.0270867545540178e-05,8.011988195904302e-11,4.721438666620083e-11,2.0270867545540178e-05
2010,2.1437800439473775e-05,4.917105908949385e-11,5.5402178876308634e-11,2.1437800439473775e-05
2011,2.2779397113481537e-05,4.8766910152954675e-11,4.995148392139548e-11,2.2779397113481537e-05
2012,2.3729122144037058e-05,4.416958069139046e-11,5.5291341445805135e-11,2.3729122144037058e-05
2013,2.4388200732313896e-05,3.902300853485054e-11,5.549579198960153e-11,2.4388200732313896e-05
2014,2.514842630521993e-05,3.902300853485054e-11,3.9394308747648616e-11,2.514842630521993e-05
2015,2.583479363238439e-05,4.988435111414573e-11,3.438241209598379e-11,2.583479363238439e-05
2016,2.673046947165858e-05,2.0843597185539663e-11,3.438241209598379e-11,2.673046947165858e-05
2017,2.7033768067970716e-05,2.4317530049796272e-11,3.056038986685531e-11,2.7033768067970716e-05
2018,2.6985228760167957e-05,2.268168014518679e-11,3.017311192565764e-11,2.6985228760167957e-05
2019,2.7145420972374268e-05,1.900734951376659e-11,2.837163923935515e-11,2.7145420972374268e-05
