ngram,engine,engin,engie,engne
1901,6.949186977830582e-05,7.160691493725477e-08,3.094719163471942e-10,1.892228619824822e-09
1902,7.249969348777086e-05,7.085261596476552e-08,3.055189989886742e-10,1.992992065031578e-09
1903,7.512016288403953e-05,6.944787399122885e-08,4.136517319151624e-10,1.888846864631485e-09
1904,7.749984485729198e-05,7.12203263982961e-08,6.432887833529577e-10,1.8747474445872977e-09
1905,8.009049322156767e-05,7.14340211110149e-08,6.681998962080168e-10,2.0229237808676105e-09
1906,8.123722467904113e-05,7.192068198134751e-08,6.810159618770533e-10,2.211787308858959e-09
1907,8.259993878060154e-05,7.175802758346045e-08,6.199632830915038e-10,2.409533794711649e-09
1908,8.277476652957765e-05,7.995497343569826e-08,6.33763260125621e-10,2.4030869199315977e-09
1909,8.358285724950423e-05,7.996688517713274e-08,7.13012034335238e-10,2.4858686379200125e-09
1910,8.428188344363921e-05,8.679703812828978e-08,6.81916106914926e-10,2.3483115610797458e-09
1911,8.409172837023757e-05,8.969138929972229e-08,4.804163852448592e-10,2.4795590977281077e-09
1912,8.330139306573463e-05,8.8415946817934e-08,4.1942893602708864e-10,2.4789836215534577e-09
1913,8.159205961939213e-05,8.599487953477234e-08,4.169948017837147e-10,2.246862124926403e-09
1914,8.032598998397589e-05,8.639864848955117e-08,4.900098798943375e-10,1.909604966218329e-09
1915,8.026536046859942e-05,8.216984426212548e-08,4.3954060034513883e-10,2.0012676753872985e-09
1916,7.879842762901847e-05,8.6663309417645e-08,4.032809859864729e-10,2.103214887963897e-09
1917,7.819279562681913e-05,7.958602970299061e-08,4.046238958967306e-10,2.3848317130616336e-09
1918,7.664895903352382e-05,7.729098072672969e-08,3.6389701767764697e-10,2.3221836041388754e-09
1919,7.520035641001803e-05,7.688400722421257e-08,4.207200044697197e-10,2.232990268881606e-09
1920,7.378873020310753e-05,7.672771624405478e-08,5.081324408858937e-10,2.0147522221997907e-09
1921,7.121531442472977e-05,7.426835629027145e-08,4.3392862319231133e-10,1.995650248228945e-09
1922,6.812022495848526e-05,6.828557782715247e-08,4.74505062226476e-10,1.6300324740774791e-09
1923,6.470394509960897e-05,6.015139066205068e-08,4.6340450127984363e-10,1.4351116168447626e-09
1924,6.079423370205664e-05,6.139613668259309e-08,4.1448742057629117e-10,1.0614727113151495e-09
1925,5.860664480548751e-05,6.174263995311386e-08,5.323829353555607e-10,1.0326801556738629e-09
1926,5.644076684672784e-05,6.351322008007238e-08,5.214058748251712e-10,1.031389156620171e-09
1927,5.4918980562693574e-05,6.637296122237655e-08,5.645662469268484e-10,1.0740862564441655e-09
1928,5.4391849906616176e-05,6.825876498948804e-08,5.592641250900294e-10,1.052877769096889e-09
1929,5.316378467666384e-05,7.168852077045682e-08,5.373818354589435e-10,9.81558382192763e-10
1930,5.2260284844253745e-05,7.116774674338038e-08,5.155023392282893e-10,8.940403972701461e-10
1931,5.174131209579562e-05,7.241082501861586e-08,5.453583100984665e-10,8.994748358835482e-10
1932,5.1158981347855714e-05,7.337081596249715e-08,4.788950624945443e-10,7.639960648247219e-10
1933,5.1790549020682063e-05,7.291764195623987e-08,4.562162949005101e-10,6.732809944485853e-10
1934,5.1794265995600396e-05,7.505489157162109e-08,3.195155231664312e-10,6.037133412232062e-10
1935,5.161625605459059e-05,7.712302263485071e-08,3.4115070292527e-10,6.013647278559273e-10
1936,5.162449451745488e-05,7.849498321174256e-08,3.5339140344195895e-10,6.179537952772612e-10
1937,5.2459046336090455e-05,8.097599289515398e-08,3.7104884442751285e-10,6.212563043371335e-10
1938,5.2341844691129934e-05,7.791546303386504e-08,3.7935881618584537e-10,6.948230284781992e-10
1939,5.3378890048147044e-05,1.0011771779870417e-07,3.8436193315418063e-10,6.500380947801635e-10
1940,5.4380019199535514e-05,1.0628206175462245e-07,4.385745596056724e-10,5.831627224767949e-10
1941,5.681651912579712e-05,1.1022993261024436e-07,6.367352478608979e-10,5.53559053754046e-10
1942,5.843790859216824e-05,1.1657272226882145e-07,7.66646904689797e-10,5.393938609258139e-10
1943,5.983661633633476e-05,1.2157021801937974e-07,8.111012337965105e-10,6.476922668831518e-10
1944,6.063945849226522e-05,1.3172304643863493e-07,9.179869800820687e-10,6.113654761013316e-10
1945,6.17062604370793e-05,1.385663515358309e-07,8.87286236547372e-10,6.467939299227763e-10
1946,6.161161218187772e-05,1.1783298045234655e-07,9.531911767827035e-10,8.617755457653229e-10
1947,6.0294670090245616e-05,1.106747861610659e-07,1.0413811559116327e-09,9.518811136136458e-10
1948,5.8405043611336236e-05,1.1161933701129913e-07,9.0625259677576e-10,9.546454103416734e-10
1949,5.7222650087039385e-05,1.0747170214082352e-07,8.169270815372442e-10,9.479459201726976e-10
1950,5.69703708086828e-05,1.0586303338706265e-07,8.281002867554272e-10,8.485325775353658e-10
1951,5.718222642566876e-05,9.861209804284954e-08,7.590751995221825e-10,8.222945816324259e-10
1952,5.722529489763214e-05,9.76753398163055e-08,7.341348382380478e-10,6.816522187972193e-10
1953,5.712782616943254e-05,9.82781987854001e-08,6.470999827249254e-10,4.796394987532133e-10
1954,5.672187606770811e-05,1.0283389327371748e-07,5.105621302720869e-10,4.798683157185885e-10
1955,5.6202468320926915e-05,1.6283191277872383e-07,5.12027640524921e-10,4.958280730438247e-10
1956,5.641769998224585e-05,1.8970940678692777e-07,4.5393284369461233e-10,5.220794629945402e-10
1957,5.5179300813636344e-05,2.604264039973714e-07,4.246990933535041e-10,6.11500512924325e-10
1958,5.317755858413875e-05,2.848960148428757e-07,4.2526625871579833e-10,6.689694869483581e-10
1959,5.234756255439217e-05,3.0461289769943634e-07,4.955438143161572e-10,6.670933963956064e-10
1960,5.0454880692996085e-05,3.411300884944727e-07,5.229762357299756e-10,6.572757536650795e-10
1961,4.8708280831176254e-05,3.8248226782603266e-07,5.952444430214397e-10,6.874705051261389e-10
1962,4.7100723479940954e-05,3.320254100864466e-07,6.102964899319068e-10,6.47221280537989e-10
1963,4.4705816045669576e-05,3.255654133584228e-07,6.328797605029532e-10,6.618876597601948e-10
1964,4.331733362050727e-05,2.7269005288742066e-07,5.526669915363008e-10,6.386197166324032e-10
1965,4.238170783667426e-05,2.6166807742811216e-07,5.310599024025261e-10,5.932090176217843e-10
1966,4.0291152669981655e-05,2.5260296102455217e-07,4.909659504345346e-10,6.095847636191008e-10
1967,3.9470556138050074e-05,2.336650075968854e-07,4.3815541671067745e-10,6.185582125871138e-10
1968,3.940415678828556e-05,1.9585065607381174e-07,3.7228146359297957e-10,5.69657773333684e-10
1969,3.925383186599772e-05,1.850510622196972e-07,3.5105587088095953e-10,6.161698611657179e-10
1970,3.9224167786804696e-05,1.698941787253716e-07,3.4538413399129043e-10,6.913871300870003e-10
1971,3.910037464395698e-05,1.8017354567031623e-07,3.5429262499965727e-10,7.355903108852146e-10
1972,3.8781789563862344e-05,1.624274921547502e-07,3.5345517187693586e-10,7.695346423578339e-10
1973,3.8866058665527294e-05,2.1562909121744918e-07,3.826987318314831e-10,9.06081471756843e-10
1974,3.87520064707912e-05,2.0422793970250756e-07,3.866631796491303e-10,9.500862557005568e-10
1975,3.824364986420343e-05,2.395272907002826e-07,4.0800351391074534e-10,9.58087799572484e-10
1976,3.849815922356876e-05,2.4369910026475085e-07,3.7543013340992e-10,9.307294855455593e-10
1977,3.8741993193980306e-05,2.3845714431607643e-07,3.476354105374264e-10,8.669659593404536e-10
1978,3.8694910472258925e-05,2.5447716264384977e-07,3.7869317998889025e-10,9.424876752055817e-10
1979,3.866394711492051e-05,2.9539592308732867e-07,3.9097437589040243e-10,9.850086936578707e-10
1980,3.9126656442281925e-05,2.3837390626470422e-07,3.3936345003989944e-10,9.201364273688942e-10
1981,3.9099754108714736e-05,2.5149584814698756e-07,3.1285012279193477e-10,9.820744614355954e-10
1982,3.832817674265243e-05,2.3337845383204175e-07,3.005525907516317e-10,1.1212302990821448e-09
1983,3.725276474142447e-05,2.3638981718119923e-07,3.1155404843298737e-10,1.65527394172368e-09
1984,3.6506132996042394e-05,2.995219412176604e-07,3.175530076988358e-10,1.777447363896353e-09
1985,3.558378947283407e-05,3.200091660866227e-07,3.1923196229323633e-10,1.6782568509502278e-09
1986,3.521265690713855e-05,4.512551145450873e-07,3.2898531121539065e-10,1.6575313661298147e-09
1987,3.418121559661813e-05,4.431854654691441e-07,3.299259793936622e-10,1.7449917225472893e-09
1988,3.3862704835233414e-05,4.5324445047916537e-07,3.2020101451265704e-10,1.7920098579641115e-09
1989,3.4005489266876664e-05,4.3298715419431186e-07,3.4890417340996803e-10,1.687122758957977e-09
1990,3.350488259457052e-05,4.2955457502102945e-07,3.2297143729273104e-10,1.2724386782332025e-09
1991,3.279540344790023e-05,3.954695029863485e-07,3.337659989658245e-10,1.4765793508532609e-09
1992,3.253258520479514e-05,3.2113026549041024e-07,3.340262431729611e-10,2.0453523478077986e-09
1993,3.172591017833578e-05,1.4667761253203286e-07,2.897717383503513e-10,2.2757403263438748e-09
1994,3.114869962571122e-05,1.3750408913080848e-07,2.7565945359686594e-10,2.5037698581087398e-09
1995,3.07517119446337e-05,9.857265886077065e-08,2.8041374975997154e-10,2.499671485673665e-09
1996,3.0231742389982435e-05,8.721916116322908e-08,2.828660976085727e-10,2.5364363466705088e-09
1997,3.1207839128910564e-05,7.029412023890863e-08,2.725888859871668e-10,2.4977831549120667e-09
1998,3.101698478401106e-05,3.174565245598972e-08,2.7440926911711673e-10,2.1492952893632987e-09
1999,3.1094767109607346e-05,2.8760462456034475e-08,2.452034765708179e-10,1.5732327345625257e-09
2000,3.1418046221785645e-05,2.8126097006975215e-08,2.5847961469617683e-10,1.5161753598645434e-09
2001,3.160046357412024e-05,2.6062918934144363e-08,2.831743946472644e-10,1.184086194174126e-09
2002,3.134054999723698e-05,2.4447829411704854e-08,2.791000843137072e-10,1.0806819407603386e-09
2003,3.108682514201584e-05,2.2991305113708094e-08,2.2926629642380395e-10,1.0125457218711021e-09
2004,2.9961393530746655e-05,2.1614548880880387e-08,2.8195439237345607e-10,1.0482903354893024e-09
2005,2.9928808674282793e-05,2.0543207516051813e-08,2.9697360047288765e-10,1.0047224718867653e-09
2006,3.0389086272667294e-05,2.0408801252155432e-08,3.370394915539318e-10,9.46616618424656e-10
2007,3.0337838584923054e-05,1.713736708097713e-08,3.3341964506788154e-10,6.880435467402992e-10
2008,3.1049930060232456e-05,1.6265373555971304e-08,3.8324285808347524e-10,6.349097160716712e-10
2009,3.135115496531528e-05,1.5648353343270368e-08,4.6548562226966794e-10,5.565793897195042e-10
2010,3.154986994299439e-05,1.59983857273005e-08,5.87075201944184e-10,5.342303226780437e-10
2011,3.2098392953879996e-05,1.5552907279519397e-08,5.253041989489964e-10,3.3741502845709345e-10
2012,3.2338872447975776e-05,1.557951253719888e-08,4.969776951080362e-10,2.8276050152114303e-10
2013,3.176162083816182e-05,1.5569126432524172e-08,4.4592087264768866e-10,2.3211258510474105e-10
2014,3.141455558112024e-05,1.6001593573987194e-08,4.080079250647271e-10,2.1030111878119128e-10
2015,3.0132467405305112e-05,1.6515700426314846e-08,4.2152151213947775e-10,1.468081618573512e-10
2016,2.9195978640927933e-05,1.6134733168574452e-08,3.4909696165565304e-10,1.177674079287451e-10
2017,2.9089303097862285e-05,1.5394535128147407e-08,2.353361440906217e-10,3.7094856121984897e-11
2018,2.826002564688679e-05,1.5854201684817326e-08,2.6290530585892925e-10,4.451382734638187e-11
2019,2.7538677841221215e-05,1.5771475014858538e-08,2.9125262965279397e-10,5.564228418297734e-11
