ngram,consideration,consideraton,considration,consideration
1878,0.0001351901176219274,4.510933912119494e-09,2.4973498824465423e-09,0.0001351901176219274
1879,0.00013568516754146134,4.4854687583243245e-09,3.136560757153818e-09,0.00013568516754146134
1880,0.00013521203072741628,4.539704929434103e-09,3.3361571917721123e-09,0.00013521203072741628
1881,0.00013416540501306633,4.225414748252174e-09,3.513971018926603e-09,0.00013416540501306633
1882,0.00013396966096479446,3.7626208498104626e-09,3.492442430490834e-09,0.00013396966096479446
1883,0.00013495158470634903,4.17615732471534e-09,3.392016889591787e-09,0.00013495158470634903
1884,0.00013755190801540657,4.478968624559749e-09,3.006974066569309e-09,0.00013755190801540657
1885,0.00013762654686745788,5.015836666645766e-09,3.0359472396363732e-09,0.00013762654686745788
1886,0.00013756981310767254,6.314690326192363e-09,2.4812270650796465e-09,0.00013756981310767254
1887,0.00013723872377470667,6.0833419888796564e-09,2.6669001927461166e-09,0.00013723872377470667
1888,0.00013710842800459692,6.347686662014748e-09,2.4855110985250964e-09,0.00013710842800459692
1889,0.0001358070834872446,7.63249285995471e-09,2.5402852202712924e-09,0.0001358070834872446
1890,0.00013426853443628976,7.505583900422965e-09,2.7249727236571583e-09,0.00013426853443628976
1891,0.00013148701899418875,6.915462171162647e-09,4.298844201246408e-09,0.00013148701899418875
1892,0.0001313791040697002,6.959546970465778e-09,4.204303968461229e-09,0.0001313791040697002
1893,0.0001295684071789895,7.490562075369261e-09,4.670918302933964e-09,0.0001295684071789895
1894,0.00013232715718913823,7.937554677032007e-09,4.554532227553563e-09,0.00013232715718913823
1895,0.0001319339873069631,8.04733930286667e-09,4.359046346102957e-09,0.0001319339873069631
1896,0.00013212044723331928,7.976168804800312e-09,4.548886680032029e-09,0.00013212044723331928
1897,0.00012995437178428153,8.233880751821029e-09,4.470238258922978e-09,0.00012995437178428153
1898,0.0001310357911279425,9.59889551970556e-09,3.265577253053209e-09,0.0001310357911279425
1899,0.00012957092258147895,1.0093987740893745e-08,3.7876315734613235e-09,0.00012957092258147895
1900,0.00013076433970127255,9.542562676553449e-09,3.813614471833862e-09,0.00013076433970127255
1901,0.00012851119806457843,1.0455560290572358e-08,4.052291359611461e-09,0.00012851119806457843
1902,0.00012982994043600878,1.1530661314651525e-08,4.492328001656379e-09,0.00012982994043600878
1903,0.00013162580060972168,1.2161716142092668e-08,4.418793838770593e-09,0.00013162580060972168
1904,0.00013449622825386802,1.3177442375373566e-08,4.498848151156056e-09,0.00013449622825386802
1905,0.00013483926470923637,1.3011702191891215e-08,4.464931218401651e-09,0.00013483926470923637
1906,0.00013765391486231238,1.3884536568095233e-08,4.86626999014155e-09,0.00013765391486231238
1907,0.0001381253345503605,1.3731008837883759e-08,4.6527814616987536e-09,0.0001381253345503605
1908,0.00014026165133275623,1.3122347399173253e-08,4.6638489261040055e-09,0.00014026165133275623
1909,0.00014176937942725739,1.2878683008921143e-08,4.595294621014188e-09,0.00014176937942725739
1910,0.00014332707671980773,1.3143824949070547e-08,4.839858323636901e-09,0.00014332707671980773
1911,0.00014443840440695306,1.2671724114454719e-08,4.807788326185605e-09,0.00014443840440695306
1912,0.00014645198409977769,1.264053306471169e-08,5.554505490477725e-09,0.00014645198409977769
1913,0.00014744157877950265,1.2430594077881909e-08,5.106994636707083e-09,0.00014744157877950265
1914,0.00015029072944474007,1.2500206964765376e-08,5.617359149263328e-09,0.00015029072944474007
1915,0.0001508916715725458,1.3375560214967663e-08,5.844072210286251e-09,0.0001508916715725458
1916,0.00015217832697089761,1.375276806722273e-08,6.434430068123577e-09,0.00015217832697089761
1917,0.00015211694075592926,1.4204737196012372e-08,6.723145088268925e-09,0.00015211694075592926
1918,0.00015345852131888802,1.4636452811649697e-08,7.326413380732382e-09,0.00015345852131888802
1919,0.000152917458243402,1.576023971645262e-08,6.810043005702125e-09,0.000152917458243402
1920,0.00015205682471527586,1.6465845956556028e-08,7.0839144708908665e-09,0.00015205682471527586
1921,0.00015062303490205004,1.82325465201773e-08,6.777045527936057e-09,0.00015062303490205004
1922,0.00015013369141213064,1.784386365650497e-08,6.826864026468879e-09,0.00015013369141213064
1923,0.00014801335263265564,1.799392089298278e-08,5.98941769196821e-09,0.00014801335263265564
1924,0.00014575819867396994,1.6564869856746815e-08,5.6851633559570504e-09,0.00014575819867396994
1925,0.00014394533770558025,1.6578977429000067e-08,5.825919714906393e-09,0.00014394533770558025
1926,0.0001431771878352655,1.492530251770826e-08,5.635112154678268e-09,0.0001431771878352655
1927,0.00014210380738534565,1.411887952583259e-08,5.206363689375897e-09,0.00014210380738534565
1928,0.00014157697816179798,1.2552738023633277e-08,5.182555939953204e-09,0.00014157697816179798
1929,0.00014109267794992775,1.2761985627004639e-08,4.5463539282459516e-09,0.00014109267794992775
1930,0.00014198526124736027,1.2035824527499374e-08,4.7578493525942835e-09,0.00014198526124736027
1931,0.00014288666092657616,1.192921482230856e-08,4.911691371083699e-09,0.00014288666092657616
1932,0.0001429044870227309,1.1368726404725749e-08,4.590860390253835e-09,0.0001429044870227309
1933,0.00014203225353932275,1.1660895614186626e-08,4.690122258819786e-09,0.00014203225353932275
1934,0.00014240445411165377,1.1277605262348191e-08,4.9532446715667385e-09,0.00014240445411165377
1935,0.0001413194404449314,1.0854027644922683e-08,4.712819594893907e-09,0.0001413194404449314
1936,0.0001415128686598369,1.1038291043113141e-08,5.280065464217744e-09,0.0001415128686598369
1937,0.00013924536636165743,1.1743443677809345e-08,5.0754563726432676e-09,0.00013924536636165743
1938,0.00013925814502207295,1.2328719759377042e-08,5.241084328438157e-09,0.00013925814502207295
1939,0.00013750722532027533,1.3024866391780116e-08,5.114355732566927e-09,0.00013750722532027533
1940,0.00013753340421577116,1.3157107149806637e-08,5.169971688851709e-09,0.00013753340421577116
1941,0.00013626661426055113,1.3580234460773357e-08,5.160906749576302e-09,0.00013626661426055113
1942,0.000137105182927501,1.38436952060569e-08,5.391663052530962e-09,0.000137105182927501
1943,0.0001362629866759692,1.366084553414534e-08,4.9209358810031745e-09,0.0001362629866759692
1944,0.00013761866180824915,1.328435165045708e-08,5.363739706355984e-09,0.00013761866180824915
1945,0.00013596289500128478,1.2990289352135927e-08,5.24828177742417e-09,0.00013596289500128478
1946,0.00013567669209026332,1.1991366122288127e-08,5.221231732680362e-09,0.00013567669209026332
1947,0.0001340244260583339,1.2174590478610168e-08,5.192497828535433e-09,0.0001340244260583339
1948,0.0001330384298593604,1.1347876289440656e-08,5.14511928300416e-09,0.0001330384298593604
1949,0.0001300660941134473,1.1123358615147287e-08,5.332014417293505e-09,0.0001300660941134473
1950,0.00012788111572652788,1.0435570883617272e-08,5.5582935714377464e-09,0.00012788111572652788
1951,0.00012502443236631474,9.6423836534346e-09,5.510645463756094e-09,0.00012502443236631474
1952,0.00012453096444785063,9.132260915732462e-09,5.305977942729864e-09,0.00012453096444785063
1953,0.00012304653916674267,9.483495766460237e-09,5.314396605322307e-09,0.00012304653916674267
1954,0.0001223483684173386,8.50438259496806e-09,5.164486869903482e-09,0.0001223483684173386
1955,0.00012129538351603384,8.377351384020976e-09,5.165787987847028e-09,0.00012129538351603384
1956,0.00012111559876107744,8.66634675134037e-09,4.995271878678003e-09,0.00012111559876107744
1957,0.00012020841885324833,8.540107668661027e-09,4.789990721525734e-09,0.00012020841885324833
1958,0.00011885830774969821,8.469382655513463e-09,4.671996979764361e-09,0.00011885830774969821
1959,0.00011654922959028877,8.408034712914514e-09,4.679613553802499e-09,0.00011654922959028877
1960,0.00011481923762143456,8.372810571850259e-09,4.688856192203161e-09,0.00011481923762143456
1961,0.00011279796100487667,8.326458570248211e-09,4.769036118393696e-09,0.00011279796100487667
1962,0.00011141087036646371,8.728846153819144e-09,4.7906684651012805e-09,0.00011141087036646371
1963,0.00010938545061175578,8.36255832835166e-09,4.7899418082713345e-09,0.00010938545061175578
1964,0.00010846771121058347,8.488922644188181e-09,4.983928888638697e-09,0.00010846771121058347
1965,0.0001071390080531793,9.101440553597025e-09,5.139426725467697e-09,0.0001071390080531793
1966,0.00010637015137555344,9.60868819431328e-09,5.202909214574447e-09,0.00010637015137555344
1967,0.00010547998057778127,9.509515080147984e-09,5.086244758700786e-09,0.00010547998057778127
1968,0.00010507447586860508,9.882012541595486e-09,5.057438150808074e-09,0.00010507447586860508
1969,0.0001041679726248341,9.613412542210296e-09,5.1259319328827195e-09,0.0001041679726248341
1970,0.00010377816423507673,9.77824665682192e-09,5.26349662268087e-09,0.00010377816423507673
1971,0.000102853484609763,1.013021806122489e-08,5.152947528992107e-09,0.000102853484609763
1972,0.00010280347903192575,9.99432663612814e-09,5.071420363021519e-09,0.00010280347903192575
1973,0.00010225164026321311,1.013273782340158e-08,4.944144522361122e-09,0.00010225164026321311
1974,0.00010204779287700408,1.084430615147117e-08,4.722153112979299e-09,0.00010204779287700408
1975,0.00010096968825174761,1.1595592168995544e-08,5.0487656277908854e-09,0.00010096968825174761
1976,0.00010021655907621607,1.2753519383425425e-08,4.888035024360907e-09,0.00010021655907621607
1977,9.837120887823403e-05,1.3494788270967156e-08,4.551082970800329e-09,9.837120887823403e-05
1978,9.603538637747988e-05,1.4223152814249066e-08,4.330684223928318e-09,9.603538637747988e-05
1979,9.337938848018114e-05,1.5203078542112636e-08,4.034620701024291e-09,9.337938848018114e-05
1980,9.077390132006258e-05,1.608355442479186e-08,4.215754412228989e-09,9.077390132006258e-05
1981,8.773736044531688e-05,1.6672364695174176e-08,4.417727739181032e-09,8.773736044531688e-05
1982,8.494474397074165e-05,1.6430461943376225e-08,3.993038312698007e-09,8.494474397074165e-05
1983,8.179776965075039e-05,1.6324247477582177e-08,3.694871995664682e-09,8.179776965075039e-05
1984,7.967134089475232e-05,1.5710711588821724e-08,3.541360760195289e-09,7.967134089475232e-05
1985,7.785825645052162e-05,1.4762210882273458e-08,3.5323370577750826e-09,7.785825645052162e-05
1986,7.572241988132841e-05,1.3740560943022371e-08,3.290944707222211e-09,7.572241988132841e-05
1987,7.38279933492387e-05,1.2633696247884733e-08,2.9285723845973166e-09,7.38279933492387e-05
1988,7.218762974454356e-05,1.1244233353936904e-08,2.677225028970197e-09,7.218762974454356e-05
1989,7.069366568300341e-05,1.0335369131959332e-08,2.448070968164018e-09,7.069366568300341e-05
1990,6.913885174851333e-05,8.721888735051055e-09,2.3360966018768993e-09,6.913885174851333e-05
1991,6.740102773099872e-05,7.841297516059903e-09,2.1795648619260533e-09,6.740102773099872e-05
1992,6.628649966192565e-05,7.142363970099755e-09,2.299395705586603e-09,6.628649966192565e-05
1993,6.528185102589694e-05,6.280434902298079e-09,2.313849048870712e-09,6.528185102589694e-05
1994,6.41904677779946e-05,5.486807896915025e-09,2.1851794342252008e-09,6.41904677779946e-05
1995,6.33340168860741e-05,4.605397713979593e-09,2.047207181554711e-09,6.33340168860741e-05
1996,6.245324142842687e-05,4.142916771548195e-09,1.948481994798864e-09,6.245324142842687e-05
1997,6.165355080156587e-05,3.851989552724636e-09,1.951647208921413e-09,6.165355080156587e-05
1998,6.088626313222838e-05,3.4579124643028892e-09,2.002222530629792e-09,6.088626313222838e-05
1999,5.9489212227552866e-05,2.972166877692116e-09,1.7737880846675174e-09,5.9489212227552866e-05
2000,5.855322368526166e-05,2.5720751401741334e-09,1.5902733733038792e-09,5.855322368526166e-05
2001,5.727045053000828e-05,2.164383656427e-09,1.4142593286946082e-09,5.727045053000828e-05
2002,5.579993687985864e-05,2.110399030133944e-09,1.3282549663326142e-09,5.579993687985864e-05
2003,5.4525952041980675e-05,1.8686972128431225e-09,1.1644231055564701e-09,5.4525952041980675e-05
2004,5.345071726229175e-05,1.6620251207046165e-09,9.99325963249983e-10,5.345071726229175e-05
2005,5.24053471703415e-05,1.520688575062934e-09,8.395065991579592e-10,5.24053471703415e-05
2006,5.106712446182168e-05,1.498498531609422e-09,7.100685515761183e-10,5.106712446182168e-05
2007,4.921273492592653e-05,1.3510632454075529e-09,6.863779148221941e-10,4.921273492592653e-05
2008,4.701665394739913e-05,1.223190564709447e-09,6.120797638572587e-10,4.701665394739913e-05
2009,4.520176714452516e-05,1.1004557106833853e-09,4.866523354931016e-10,4.520176714452516e-05
2010,4.3415920247623164e-05,1.0509255767208815e-09,4.70851788114679e-10,4.3415920247623164e-05
2011,4.1180465424466615e-05,9.915688429070916e-10,3.6447016981847446e-10,4.1180465424466615e-05
2012,3.896362042204211e-05,8.992509990614548e-10,3.07445895626955e-10,3.896362042204211e-05
2013,3.764479645594422e-05,8.434211979618006e-10,2.3065621287954308e-10,3.764479645594422e-05
2014,3.672166037306722e-05,7.987698042682162e-10,1.86861871710147e-10,3.672166037306722e-05
2015,3.6623743653763086e-05,8.067131248726664e-10,1.5539457766190956e-10,3.6623743653763086e-05
2016,3.638534794195688e-05,7.325334307393762e-10,1.6179493211468784e-10,3.638534794195688e-05
2017,3.593201533173366e-05,7.017835479405932e-10,1.4099863117345013e-10,3.593201533173366e-05
2018,3.614932793425396e-05,6.991544232448632e-10,1.626990014935714e-10,3.614932793425396e-05
2019,3.650831149570877e-05,6.963927629000111e-10,1.3796049372349906e-10,3.650831149570877e-05
