ngram,location,loation,locaton,locaion
1622,4.667527280486995e-06,0.0,0.0,0.0
1623,7.631083284260448e-06,0.0,0.0,0.0
1624,1.046839492703709e-05,0.0,0.0,0.0
1625,8.203420764272909e-06,0.0,0.0,0.0
1626,9.581151662782109e-06,0.0,0.0,0.0
1627,8.271545815270137e-06,0.0,0.0,0.0
1628,1.104115095326311e-05,0.0,0.0,0.0
1629,1.0209151022471425e-05,0.0,0.0,0.0
1630,8.539330053736194e-06,0.0,0.0,0.0
1631,6.5522182158669495e-06,0.0,0.0,0.0
1632,7.010348887044009e-06,0.0,0.0,0.0
1633,5.632617988534808e-06,0.0,0.0,0.0
1634,9.952253719802684e-06,0.0,0.0,0.0
1635,7.251189726632999e-06,0.0,0.0,0.0
1636,8.818704129355734e-06,0.0,0.0,0.0
1637,7.524969094317514e-06,0.0,0.0,0.0
1638,6.674769289410116e-06,0.0,0.0,0.0
1639,8.552745401045416e-06,0.0,0.0,0.0
1640,8.552745401045416e-06,0.0,0.0,0.0
1641,4.233109669777539e-06,0.0,0.0,0.0
1642,4.2020501983383185e-06,0.0,0.0,0.0
1643,2.5520064517487687e-06,0.0,0.0,0.0
1644,2.8269908430697148e-06,0.0,0.0,0.0
1645,2.8269908430697148e-06,0.0,0.0,0.0
1646,5.916224706327609e-07,0.0,0.0,0.0
1647,9.037591358459654e-07,0.0,0.0,0.0
1648,1.2247037700165362e-06,0.0,0.0,0.0
1649,1.2434874179234612e-06,0.0,0.0,0.0
1650,1.2874075545304159e-06,0.0,0.0,0.0
1651,1.01242316320947e-06,0.0,0.0,0.0
1652,1.2351087507665528e-06,0.0,0.0,0.0
1653,1.2097461186450737e-06,0.0,0.0,0.0
1654,8.97609453431869e-07,0.0,0.0,0.0
1655,5.766648192612982e-07,0.0,0.0,0.0
1656,6.138254897385715e-07,0.0,0.0,0.0
1657,6.255142181998963e-07,0.0,0.0,0.0
1658,2.9846021131366536e-06,0.0,0.0,0.0
1659,2.9549196329168936e-06,0.0,0.0,0.0
1660,2.8795438546629678e-06,0.0,0.0,0.0
1661,3.0139146726274442e-06,0.0,0.0,0.0
1662,3.0545145323555644e-06,0.0,0.0,0.0
1663,3.0454504594347654e-06,0.0,0.0,0.0
1664,2.989841594366486e-06,0.0,0.0,0.0
1665,6.307536994297282e-07,0.0,0.0,0.0
1666,6.774409696065829e-07,0.0,0.0,0.0
1667,1.5536534923350182e-06,0.0,0.0,0.0
1668,1.4192826743705415e-06,0.0,0.0,0.0
1669,1.4086369069283528e-06,0.0,0.0,0.0
1670,1.2231553288951806e-06,0.0,0.0,0.0
1671,1.262265521566925e-06,0.0,0.0,0.0
1672,1.3114667244248527e-06,0.0,0.0,0.0
1673,1.121262087622199e-06,0.0,0.0,0.0
1674,2.775800891998058e-07,0.0,0.0,0.0
1675,2.775800891998058e-07,0.0,0.0,0.0
1676,2.9057250726184846e-07,0.0,0.0,0.0
1677,2.1327417089521206e-07,0.0,0.0,0.0
1678,2.1400112107780194e-07,0.0,0.0,0.0
1679,1.8787168747686727e-07,0.0,0.0,0.0
1680,1.7458980445488643e-07,0.0,0.0,0.0
1681,3.434419032341144e-07,0.0,0.0,0.0
1682,4.442470640242391e-07,0.0,0.0,0.0
1683,4.013005536762648e-07,0.0,0.0,0.0
1684,1.0733968695473907e-06,0.0,0.0,0.0
1685,1.0941772237466857e-06,0.0,0.0,0.0
1686,1.0987346610948277e-06,0.0,0.0,0.0
1687,1.0625308034052848e-06,0.0,0.0,0.0
1688,9.543313370029085e-07,0.0,0.0,0.0
1689,8.535261762127837e-07,0.0,0.0,0.0
1690,1.3727834341027898e-06,0.0,0.0,0.0
1691,7.00687118231664e-07,0.0,0.0,0.0
1692,6.400696211780346e-07,0.0,0.0,0.0
1693,1.2081131249682845e-06,0.0,0.0,0.0
1694,1.256884226157646e-06,0.0,0.0,0.0
1695,1.613398386065715e-06,0.0,0.0,0.0
1696,1.6606362253566788e-06,0.0,0.0,0.0
1697,2.000986715497025e-06,0.0,0.0,0.0
1698,5.299050712892495e-06,0.0,0.0,0.0
1699,5.312120253263077e-06,0.0,0.0,0.0
1700,4.7814368063622425e-06,0.0,0.0,0.0
1701,4.732665705172881e-06,0.0,0.0,0.0
1702,4.3189238689527495e-06,0.0,0.0,0.0
1703,4.503551439581445e-06,0.0,0.0,0.0
1704,3.643943691551093e-06,0.0,0.0,0.0
1705,3.5503749882894097e-07,0.0,0.0,0.0
1706,7.628325064956698e-07,0.0,0.0,0.0
1707,7.099956960132658e-07,0.0,0.0,0.0
1708,7.485791653851135e-07,0.0,0.0,0.0
1709,7.246487011717104e-07,0.0,0.0,0.0
1710,5.960734351820715e-07,0.0,0.0,0.0
1711,6.057657638994637e-07,0.0,0.0,0.0
1712,6.074713791040917e-07,0.0,0.0,0.0
1713,1.9742484624885037e-07,0.0,0.0,0.0
1714,6.159948569006701e-07,0.0,0.0,0.0
1715,6.113784485657041e-07,0.0,0.0,0.0
1716,6.082083905718199e-07,0.0,0.0,0.0
1717,5.049182466417992e-07,0.0,0.0,0.0
1718,5.339346986131334e-07,0.0,0.0,0.0
1719,5.428258914110171e-07,0.0,0.0,0.0
1720,5.320078762289475e-07,0.0,0.0,0.0
1721,1.363256448680009e-07,0.0,0.0,0.0
1722,9.601207072559452e-07,0.0,0.0,0.0
1723,9.512657490924019e-07,0.0,0.0,0.0
1724,9.512657490924019e-07,0.0,0.0,0.0
1725,9.272628744838585e-07,0.0,0.0,0.0
1726,1.0480332162744941e-06,0.0,0.0,0.0
1727,1.0548759321287498e-06,0.0,0.0,0.0
1728,1.0651926188082989e-06,0.0,0.0,0.0
1729,2.392903790036728e-07,0.0,0.0,0.0
1730,3.211227575913459e-07,0.0,0.0,0.0
1731,3.629231949884927e-07,0.0,0.0,0.0
1732,4.4835367063456033e-07,0.0,0.0,0.0
1733,3.710516435059422e-07,0.0,0.0,0.0
1734,4.4679663346869347e-07,0.0,0.0,0.0
1735,6.92451383851481e-07,0.0,0.0,0.0
1736,6.60591500231281e-07,0.0,0.0,0.0
1737,5.856807498665668e-07,0.0,0.0,0.0
1738,5.658475775557495e-07,0.0,0.0,0.0
1739,4.721730288029643e-07,0.0,0.0,0.0
1740,4.388992158916543e-07,0.0,0.0,0.0
1741,5.167279744406577e-07,0.0,0.0,0.0
1742,2.4484842141094176e-07,0.0,0.0,0.0
1743,5.530530162088456e-07,0.0,0.0,0.0
1744,5.684516892756619e-07,0.0,0.0,0.0
1745,5.52796000213058e-07,0.0,0.0,0.0
1746,5.612680986644136e-07,0.0,0.0,0.0
1747,5.396372877441991e-07,0.0,0.0,0.0
1748,5.830457970392087e-07,0.0,0.0,0.0
1749,5.936453629625962e-07,0.0,0.0,0.0
1750,6.285088284739362e-07,0.0,0.0,0.0
1751,6.561564665576367e-07,0.0,0.0,0.0
1752,8.174842694838194e-07,0.0,0.0,0.0
1753,1.1596343613616357e-06,0.0,0.0,0.0
1754,1.2015248833969444e-06,0.0,0.0,0.0
1755,1.0323796816789712e-06,0.0,0.0,0.0
1756,1.1058539988490729e-06,0.0,0.0,0.0
1757,9.119969734326463e-07,0.0,0.0,0.0
1758,9.210731458811747e-07,0.0,0.0,0.0
1759,8.404036374746024e-07,0.0,0.0,0.0
1760,5.099332846774425e-07,0.0,0.0,0.0
1761,7.206277936282797e-07,0.0,0.0,0.0
1762,1.0320011085696024e-06,0.0,0.0,0.0
1763,9.486658305896916e-07,0.0,0.0,0.0
1764,8.388043113427557e-07,0.0,0.0,0.0
1765,7.856550163458971e-07,0.0,0.0,0.0
1766,9.265556327266365e-07,0.0,0.0,0.0
1767,9.293869851489944e-07,0.0,0.0,0.0
1768,8.186875451851197e-07,0.0,0.0,0.0
1769,5.152820940728426e-07,0.0,0.0,0.0
1770,6.626208204352224e-07,0.0,0.0,0.0
1771,6.785568241899195e-07,0.0,0.0,0.0
1772,7.886496068262463e-07,0.0,0.0,0.0
1773,5.997069832476752e-07,0.0,0.0,0.0
1774,7.012126559402532e-07,0.0,0.0,0.0
1775,5.856730313423344e-07,0.0,0.0,0.0
1776,5.728614606173974e-07,0.0,0.0,0.0
1777,4.873574194367134e-07,0.0,0.0,0.0
1778,4.376341874287196e-07,0.0,0.0,0.0
1779,3.447017589459327e-07,0.0,0.0,0.0
1780,3.198687369579797e-07,0.0,0.0,0.0
1781,2.558561327248299e-07,0.0,0.0,0.0
1782,2.514057315344027e-07,0.0,0.0,0.0
1783,2.3461726123790478e-07,0.0,0.0,0.0
1784,2.1116838055945664e-07,0.0,0.0,0.0
1785,2.444410297032716e-07,0.0,0.0,0.0
1786,1.0495666020103402e-06,0.0,0.0,0.0
1787,1.2172407244699052e-06,0.0,0.0,0.0
1788,1.1725140183216354e-06,0.0,0.0,0.0
1789,1.2086130851685084e-06,0.0,0.0,0.0
1790,1.2055091259201487e-06,0.0,0.0,0.0
1791,1.167885959115925e-06,0.0,0.0,0.0
1792,1.1714932424768319e-06,0.0,0.0,0.0
1793,4.882577440769507e-07,0.0,0.0,0.0
1794,3.7035985656075354e-07,0.0,0.0,0.0
1795,3.9655189303695284e-07,0.0,0.0,0.0
1796,4.222106347080106e-07,0.0,0.0,0.0
1797,6.282649098108907e-07,0.0,0.0,0.0
1798,7.794925766445106e-07,0.0,0.0,0.0
1799,8.073404030385843e-07,0.0,0.0,0.0
1800,7.187931154411282e-07,0.0,0.0,0.0
1801,7.835443471191996e-07,0.0,0.0,0.0
1802,8.328194545421346e-07,0.0,0.0,0.0
1803,8.219287670791735e-07,0.0,0.0,0.0
1804,6.922677999097817e-07,3.0507755052358986e-10,0.0,0.0
1805,7.728133003378648e-07,5.647550522474327e-10,0.0,0.0
1806,8.289542563488794e-07,5.647550522474327e-10,0.0,0.0
1807,9.188019427191258e-07,5.647550522474327e-10,0.0,0.0
1808,9.655252110210962e-07,5.647550522474327e-10,0.0,0.0
1809,1.0885749556369513e-06,5.647550522474327e-10,0.0,0.0
1810,1.1402179974798595e-06,7.826927042994417e-10,0.0,0.0
1811,1.1640415047103097e-06,4.776151537758519e-10,0.0,0.0
1812,1.0424471059065712e-06,2.17937652052009e-10,0.0,0.0
1813,1.1945705214852102e-06,2.17937652052009e-10,0.0,0.0
1814,1.2875819460792367e-06,2.17937652052009e-10,8.358325460327315e-10,0.0
1815,1.298424016178095e-06,2.17937652052009e-10,8.358325460327315e-10,0.0
1816,1.2819412436978643e-06,2.17937652052009e-10,8.358325460327315e-10,0.0
1817,1.362887628277219e-06,0.0,8.358325460327315e-10,0.0
1818,1.5834045744408546e-06,0.0,1.0148674123300339e-09,0.0
1819,1.7389090771757765e-06,0.0,1.0148674123300339e-09,0.0
1820,1.711371640210148e-06,0.0,1.0148674123300339e-09,0.0
1821,1.7082687366252815e-06,0.0,1.790348662973023e-10,0.0
1822,1.973120658606474e-06,1.2476890155964171e-10,1.790348662973023e-10,0.0
1823,2.3593806385438905e-06,1.2476890155964171e-10,6.004231873595651e-10,0.0
1824,2.718670966065214e-06,1.2476890155964171e-10,6.004231873595651e-10,1.3412001667997434e-10
1825,3.0712178776021962e-06,3.7800251024527094e-10,4.213883210622628e-10,1.3412001667997434e-10
1826,3.5442379839878413e-06,3.7800251024527094e-10,5.398865640263547e-10,2.5261825964406626e-10
1827,4.113054533913133e-06,3.7800251024527094e-10,5.398865640263547e-10,3.5718886578653807e-10
1828,4.7396755625024004e-06,3.7800251024527094e-10,5.398865640263547e-10,4.675181749672472e-10
1829,7.682672730879858e-06,3.937821656054195e-10,8.912579404655016e-10,8.18889551406394e-10
1830,7.947620815684786e-06,4.890867076414094e-10,4.698696194032387e-10,8.18889551406394e-10
1831,8.439047113435144e-06,4.890867076414094e-10,6.556589398394002e-10,6.847695347264196e-10
1832,8.863276694423153e-06,3.2100255786815524e-10,6.556589398394002e-10,9.402179114635446e-10
1833,9.25253224132965e-06,3.2100255786815524e-10,5.371606968753082e-10,8.217196684994527e-10
1834,9.45400682082566e-06,3.2100255786815524e-10,5.371606968753082e-10,7.17149062356981e-10
1835,9.968211803165364e-06,4.0478595872020916e-10,5.371606968753082e-10,7.743865548803797e-10
1836,7.792943441537708e-06,2.6423740180041884e-10,1.8578932043616144e-10,4.980763579354175e-10
1837,7.962194623749902e-06,1.6893285976442892e-10,4.1811354378751275e-10,5.755177683625894e-10
1838,7.952476737825367e-06,1.6893285976442892e-10,2.3232422335135132e-10,5.755177683625894e-10
1839,7.679376462225004e-06,1.5956483753346414e-10,2.3232422335135132e-10,3.9585082830687467e-10
1840,7.475381997729917e-06,1.5956483753346414e-10,2.3232422335135132e-10,3.9585082830687467e-10
1841,7.34369924819995e-06,1.5956483753346414e-10,2.3232422335135132e-10,4.658284393142611e-10
1842,6.8118104406624165e-06,7.578143668141024e-11,2.3232422335135132e-10,3.590770775956693e-10
1843,6.644595227304048e-06,7.578143668141024e-11,2.3232422335135132e-10,3.495904280345233e-10
1844,6.687815130135277e-06,7.578143668141024e-11,1.3356571404443685e-10,2.721490176073514e-10
1845,6.782921380883116e-06,7.578143668141024e-11,1.3356571404443685e-10,2.721490176073514e-10
1846,7.274500473743371e-06,1.304409992717938e-10,1.3356571404443685e-10,2.6158808056183803e-10
1847,7.7301313337687e-06,1.304409992717938e-10,1.3356571404443685e-10,3.827990107436412e-10
1848,8.332823199452832e-06,1.8512867429519376e-10,1.3356571404443685e-10,3.675090747596548e-10
1849,9.001467138399935e-06,2.388682109253994e-10,1.8730525067464247e-10,3.6043317140434436e-10
1850,9.159114987206912e-06,2.863381198814352e-10,1.8730525067464247e-10,2.948586414713057e-10
1851,9.44453742184643e-06,2.863381198814352e-10,1.0016813172570543e-10,3.4128723656680545e-10
1852,9.76130039426997e-06,3.3689969068463807e-10,1.507297025289083e-10,3.4128723656680545e-10
1853,9.811482803862808e-06,2.5471803238070427e-10,2.472483844646283e-10,2.760667369309086e-10
1854,9.89742290715055e-06,2.5471803238070427e-10,2.472483844646283e-10,2.558595280088838e-10
1855,9.936056682948089e-06,2.000303573573043e-10,2.9975013344467934e-10,2.0117185298548383e-10
1856,9.818658976915426e-06,1.462908207270987e-10,2.460105968144737e-10,1.9713112095079818e-10
1857,1.0138634154697814e-05,2.432235920605105e-10,2.460105968144737e-10,2.452653477139474e-10
1858,1.0170478812402248e-05,3.0082710528971697e-10,2.571855149481804e-10,3.140437790768605e-10
1859,9.996435567570319e-06,2.502655344865141e-10,2.675533326636424e-10,3.7497316759552545e-10
1860,9.904147581047645e-06,2.6300140240235036e-10,1.7103465072792241e-10,3.7497316759552545e-10
1861,9.780324554802583e-06,3.759747632273555e-10,1.7103465072792241e-10,3.304561267482496e-10
1862,9.666066294552625e-06,3.759747632273555e-10,1.1853290174787138e-10,4.976109405482479e-10
1863,9.901648159679358e-06,5.191884105177585e-10,1.1853290174787138e-10,7.34339430533534e-10
1864,1.0110423188182591e-05,4.218808516817266e-10,1.1853290174787138e-10,7.803954466772162e-10
1865,1.0508313347859907e-05,4.085038894454028e-10,6.09293885186649e-11,6.651884202188033e-10
1866,1.1083216772281698e-05,4.5274350934931817e-10,1.7695847961566154e-10,6.042590317001384e-10
1867,1.1794984077693829e-05,5.213856727312053e-10,3.930207587948027e-10,6.474714891219995e-10
1868,1.2384680693295585e-05,4.0841231190620013e-10,3.930207587948027e-10,6.806082047156841e-10
1869,1.3051234808309736e-05,4.0841231190620013e-10,4.326066449511501e-10,5.530392770720332e-10
1870,1.3627690870115267e-05,3.496715853376234e-10,4.326066449511501e-10,3.088484428521403e-10
1871,1.43949869847607e-05,3.4315252623556043e-10,5.137587696538556e-10,3.7696244935071984e-10
1872,1.4810110899686282e-05,3.398776855194947e-10,5.137587696538556e-10,5.817210086649688e-10
1873,1.5169449008161401e-05,3.3464681819290425e-10,3.75809042615519e-10,6.98747270362026e-10
1874,1.5353275167789044e-05,4.0371302332888245e-10,1.597467634363779e-10,6.952755276274608e-10
1875,1.5913757384363896e-05,4.839430840191434e-10,1.597467634363779e-10,6.45767161966404e-10
1876,1.645778476293864e-05,5.222750684311503e-10,1.9682484610404416e-10,8.361731743519332e-10
1877,1.6941002676113775e-05,5.077054927265274e-10,2.667281911212476e-10,9.686950804991108e-10
1878,1.742621316225268e-05,5.397001496503557e-10,2.5814678569372317e-10,9.152469139715538e-10
1879,1.8239533216858816e-05,5.685760671804627e-10,2.930605995971851e-10,8.152297924026084e-10
1880,1.883861763677227e-05,5.953406815148047e-10,3.1982521393152703e-10,7.639768976172182e-10
1881,2.0146690336072686e-05,4.5976829486450907e-10,3.82956404682793e-10,9.767609459349863e-10
1882,2.0805475547344292e-05,3.7953823417424815e-10,3.82956404682793e-10,9.366459155898558e-10
1883,2.1939825403803426e-05,4.054515057028141e-10,3.384150638290657e-10,8.030218989762972e-10
1884,2.2933125884654665e-05,4.881027011143552e-10,4.2106625924060685e-10,7.503071616391363e-10
1885,2.3512966695956754e-05,5.026018173077367e-10,4.64588651280121e-10,6.994976344186301e-10
1886,2.418035520739587e-05,4.879514213320033e-10,5.400293010390403e-10,6.223448125889216e-10
1887,2.5216326061386747e-05,5.327139285249416e-10,4.742559341273735e-10,6.394733532382497e-10
1888,2.5567529779177027e-05,5.235884226184595e-10,4.3812758579849943e-10,5.219627963975221e-10
1889,2.6106022882491482e-05,5.759302122511554e-10,4.642984806148474e-10,6.528172665141798e-10
1890,2.6182008046557064e-05,5.116849563105827e-10,4.827672329359751e-10,6.829278313493146e-10
1891,2.625839390800268e-05,4.359455732913123e-10,3.814227961251859e-10,7.145145169973333e-10
1892,2.6648374582042118e-05,3.7134731995751887e-10,2.878012669452598e-10,7.463542898790618e-10
1893,2.6728720643274884e-05,3.853551109164347e-10,3.619401921030528e-10,9.26320742333786e-10
1894,2.7313847957494935e-05,3.19002782522837e-10,4.2821551066956383e-10,9.759694719058132e-10
1895,2.749820954964629e-05,2.8616830532219543e-10,4.858974988237413e-10,1.0103249268946156e-09
1896,2.7710113239923624e-05,3.113482190318452e-10,4.984874556785662e-10,9.376117342847173e-10
1897,2.8229031678555267e-05,4.2280875031267383e-10,5.407798554195914e-10,8.297100427347357e-10
1898,2.8833223041146994e-05,4.3618443182743706e-10,7.240659361767194e-10,8.384232474956121e-10
1899,2.9173156040737274e-05,4.865684759864613e-10,9.201612329233302e-10,7.667508255299843e-10
1900,3.0507619417871217e-05,5.619482894887134e-10,9.344444900400666e-10,6.676193843789337e-10
1901,3.071481894169535e-05,6.034481803141034e-10,1.1594928350788791e-09,7.064356203187064e-10
1902,3.1912621644940895e-05,6.85586714383695e-10,1.3330823587866446e-09,6.403757008793016e-10
1903,3.334192505073068e-05,6.718215904223866e-10,1.6928001222993316e-09,8.213216019990557e-10
1904,3.424162553398803e-05,7.347521955937606e-10,2.3133346191020874e-09,9.929897301245001e-10
1905,3.501137403613289e-05,7.055488058872936e-10,2.4142694193025297e-09,1.1660771951202013e-09
1906,3.5978188991845984e-05,6.637231518359852e-10,2.4439423183610286e-09,1.3185281358804195e-09
1907,3.614125515533877e-05,6.363597069926539e-10,2.655370558356042e-09,1.4298571215931588e-09
1908,3.704964391155434e-05,6.192985370555095e-10,2.830678326658033e-09,1.3682858814233002e-09
1909,3.732460754690692e-05,5.986748517562899e-10,3.2201113838884308e-09,1.4165672444578702e-09
1910,3.765231044131464e-05,5.900138314426531e-10,3.193527791418254e-09,1.3840884153079207e-09
1911,3.841943855929587e-05,4.994902903985934e-10,2.81557989621563e-09,1.36157872278529e-09
1912,3.977127354508931e-05,5.394015987837873e-10,2.7251887413370923e-09,1.2856016727371055e-09
1913,4.072451286317248e-05,7.085424905525376e-10,2.8058011152560472e-09,1.4008951934993012e-09
1914,4.128805293086251e-05,7.228895061915454e-10,2.6879260087550196e-09,1.3565404513978967e-09
1915,4.135315767988297e-05,8.295931838312295e-10,2.460375411342649e-09,1.4220707627338974e-09
1916,4.147104534370426e-05,8.97425756723231e-10,2.0986533939242643e-09,1.4360501518087938e-09
1917,4.116115191469102e-05,1.0099190134964837e-09,2.313319202862374e-09,1.4249620848362709e-09
1918,4.0604285459266976e-05,1.1561352430966565e-09,2.308594315714174e-09,1.5016909620564028e-09
1919,3.954118385861095e-05,1.5382318752088509e-09,2.475521137285901e-09,1.38429448856162e-09
1920,3.878861908950577e-05,1.4076659758467868e-09,2.5178954635559794e-09,1.2839493595302137e-09
1921,3.81730127888399e-05,1.4728988267138326e-09,2.6753514165938394e-09,1.3615559632132852e-09
1922,3.835026135285651e-05,1.49078325081423e-09,2.750237434615396e-09,1.4035916873211818e-09
1923,3.8073240180632896e-05,1.5612456169148255e-09,2.7588933677285307e-09,1.7045366546802094e-09
1924,3.8358249314894367e-05,1.5890290432680437e-09,2.465390907297709e-09,1.8997608565639113e-09
1925,3.8606819933712746e-05,1.6350073120793444e-09,2.7097748172317485e-09,1.862343358892206e-09
1926,3.8795462647353164e-05,1.174934885495027e-09,2.4353459407830005e-09,2.018284412612965e-09
1927,3.90606744206577e-05,1.2644985673628183e-09,2.2687648743817998e-09,2.1055317013716846e-09
1928,3.9456546281663964e-05,1.181764739637587e-09,2.2523593942328344e-09,2.2174790099376604e-09
1929,3.9037686552286944e-05,1.190840749422582e-09,1.988964136247416e-09,2.1518321251840736e-09
1930,3.892244681732596e-05,1.1604515027479373e-09,1.8304597678867447e-09,1.9575905816994675e-09
1931,3.8318997082699623e-05,1.2011763548100011e-09,1.6947994595030634e-09,1.8029431915676598e-09
1932,3.8015780903931174e-05,1.1142602297191979e-09,1.474318746451177e-09,1.8796155742961673e-09
