ngram,stuff,stuf,stufff,suff
1872,8.128164024258564e-06,2.9068499861141717e-08,1.2238422973455598e-10,1.0024980667822092e-07
1873,8.194058084752345e-06,2.6012236935863646e-08,1.6139298231188093e-10,9.712125250059347e-08
1874,8.06853332895636e-06,2.924091280220864e-08,1.5792123957731567e-10,9.555076526826919e-08
1875,8.114750341649466e-06,2.2883508294618034e-08,1.9803626992244616e-10,9.041360828275304e-08
1876,8.150858580587997e-06,2.1730678082373548e-08,1.5719648202175814e-10,8.670022363535931e-08
1877,8.059182683999616e-06,2.1790198978521857e-08,1.5719648202175814e-10,9.300347260575239e-08
1878,7.972947254789428e-06,1.8876561393353442e-08,1.9348184165934867e-10,8.96218809641271e-08
1879,8.000828204655721e-06,1.9137482075239276e-08,1.9348184165934867e-10,1.0421421998379238e-07
1880,8.023065869825327e-06,1.9959493613441737e-08,1.5447308908202372e-10,1.0318210692210933e-07
1881,8.188364517991431e-06,2.0081005556806175e-08,1.1473237439472785e-10,1.0136792281757932e-07
1882,8.21137915149198e-06,1.971431931987614e-08,7.461734404959738e-11,1.0608823280173446e-07
1883,8.222297635386764e-06,1.8880698274667144e-08,3.6285359637590526e-11,1.0529358819764769e-07
1884,8.338282116580689e-06,1.9807469569294815e-08,3.6285359637590526e-11,9.41237447347833e-08
1885,8.453228084753001e-06,2.1171338079487408e-08,2.90232778286738e-11,9.313527422299167e-08
1886,8.45922607238338e-06,2.0229335286257666e-08,5.661189374426913e-11,7.426718135710481e-08
1887,8.458886181220546e-06,2.1349997198732192e-08,1.3951380130526403e-10,7.227868589357708e-08
1888,8.460689839141975e-06,1.9409017758066838e-08,1.3951380130526403e-10,7.282556729088746e-08
1889,8.572664618051412e-06,2.2082998160247565e-08,1.65684696121612e-10,6.956854698663456e-08
1890,8.684450351990694e-06,2.4117434145003765e-08,4.4393729168947157e-10,6.921807990270931e-08
1891,8.789155929532302e-06,2.358377163399642e-08,4.4393729168947157e-10,1.3559360212411775e-07
1892,8.825563782011159e-06,2.4194481085260122e-08,4.149140138607978e-10,1.4948647982951764e-07
1893,8.950255115840783e-06,2.3511170153613292e-08,3.873253979452025e-10,1.490152448419784e-07
1894,9.002344216111982e-06,2.245376608454665e-08,3.486070360952149e-10,1.9111007633552747e-07
1895,9.116300394193136e-06,2.2213904874287697e-08,3.486070360952149e-10,1.9860669401136226e-07
1896,9.327617460387825e-06,1.9714494037259556e-08,3.4181656711445337e-10,1.9743231506806425e-07
1897,9.557699221269494e-06,1.943786604690396e-08,1.1929423718700808e-10,1.9683797753649352e-07
1898,9.65332778183178e-06,2.0714216500802455e-08,1.7340874371361637e-10,1.3013466469504108e-07
1899,9.705014885444793e-06,2.2970393206581515e-08,1.916226502870647e-10,1.1770556897415321e-07
1900,9.805743632438992e-06,2.4834234351495913e-08,2.4583446389669916e-10,1.1768244892859262e-07
1901,9.904958850321627e-06,2.5339055679093495e-08,2.1878760509646307e-10,7.591520910312153e-08
1902,9.990006739306928e-06,2.6116814996360712e-08,2.1878760509646307e-10,6.644300348008464e-08
1903,9.963673489567424e-06,2.7505345302967854e-08,2.1534632410613597e-10,6.61601414922838e-08
1904,9.972266915221034e-06,2.691414963911549e-08,1.9132353836136063e-10,6.843603931169387e-08
1905,1.0034325636557437e-05,2.7755176442870574e-08,1.829496177568097e-10,6.813281519920825e-08
1906,1.0228440779818421e-05,2.5228056088621997e-08,1.957656834258462e-10,6.755231802506906e-08
1907,1.0234994208855954e-05,2.4482402137339576e-08,1.7085421767846854e-10,6.643682480346667e-08
1908,1.024270477500977e-05,2.4777426332889263e-08,1.9489089310629837e-10,6.411097938244633e-08
1909,1.0324984162122877e-05,2.3962663218769975e-08,2.0867190217829394e-10,6.275417823482193e-08
1910,1.031815294741786e-05,2.4528009845425913e-08,2.0650664709988475e-10,6.197572182437788e-08
1911,1.0388762997795961e-05,2.5834133055013808e-08,1.8877709911142253e-10,5.845686601446687e-08
1912,1.0379073371171086e-05,2.3136088600494986e-08,1.5745062099352987e-10,6.029806698393259e-08
1913,1.0402067346149124e-05,2.3357510972995702e-08,1.407185677506005e-10,5.711283941017038e-08
1914,1.0526809221898605e-05,2.3437866758513337e-08,1.4065119902095802e-10,5.5792266806520274e-08
1915,1.0716938829448606e-05,2.3008100567624623e-08,9.947783668235693e-11,5.577884313165019e-08
1916,1.1086151581756504e-05,2.275706049001006e-08,1.1580055267864812e-10,5.495991775969092e-08
1917,1.148266203797123e-05,2.2617366773098572e-08,1.1599239723476223e-10,5.444138701753738e-08
1918,1.1691453177523467e-05,2.1214155765392206e-08,1.1639470439060519e-10,5.402952345840666e-08
1919,1.1974958137476019e-05,2.1563539525410695e-08,1.0198059658644049e-10,6.836481856810548e-08
1920,1.2180062705218525e-05,2.1116408431355793e-08,8.768267758688505e-11,6.870563851180123e-08
1921,1.2483134404257206e-05,2.003502024600883e-08,8.656130673356799e-11,7.528677110307009e-08
1922,1.260694118952545e-05,1.9493273535025376e-08,1.1071260277598479e-10,7.855013858407542e-08
1923,1.2482315079458723e-05,1.7956953384563283e-08,8.060887770769805e-11,8.015272306189608e-08
1924,1.2274693420165153e-05,1.6261961301365446e-08,6.664314338473381e-11,8.030064638627924e-08
1925,1.213989188337499e-05,1.4470042497549684e-08,5.226290432171408e-11,7.93880537181784e-08
1926,1.2074838066057834e-05,1.3590582056569441e-08,5.226290432171408e-11,6.167544392659303e-08
1927,1.1903014637937304e-05,1.2125209471390365e-08,5.226290432171408e-11,6.308637675748027e-08
1928,1.1534464777339184e-05,1.1050168843443738e-08,2.4151296042416804e-11,5.69878813345375e-08
1929,1.1299278932191165e-05,1.0833768993023796e-08,0.0,5.5592896127823876e-08
1930,1.0983045025828428e-05,1.0883110349421291e-08,0.0,5.727826289460479e-08
1931,1.082763316974576e-05,1.0231108722129939e-08,0.0,6.531260662459967e-08
1932,1.0721052473984725e-05,1.0944838051735978e-08,0.0,6.586700657911543e-08
1933,1.0510773790883832e-05,1.1196045233776073e-08,2.316715866764899e-11,7.082050907618915e-08
1934,1.0339920533754463e-05,1.2034135212145105e-08,2.316715866764899e-11,7.209366817814303e-08
1935,1.0227924186827814e-05,1.2649812372192822e-08,2.316715866764899e-11,7.327240833124701e-08
1936,1.008037192410224e-05,1.202460391575804e-08,2.316715866764899e-11,7.783216306376874e-08
1937,1.0067213744540432e-05,1.2769518902595273e-08,2.316715866764899e-11,7.68759166801049e-08
1938,9.967366687695695e-06,1.259664385498484e-08,4.491940946189337e-11,6.982487172584634e-08
1939,9.979352398659103e-06,1.2787526720054693e-08,4.491940946189337e-11,7.243056085063212e-08
1940,1.0053228574439085e-05,1.2508010881008756e-08,2.175225079424438e-11,7.15081251355189e-08
1941,1.0279808131079854e-05,1.1674866280080615e-08,2.175225079424438e-11,7.936849298419344e-08
1942,1.047416143202489e-05,1.1660179488615086e-08,2.175225079424438e-11,7.902570483711965e-08
1943,1.0767265978626841e-05,1.1204929048095177e-08,4.3205576021649557e-11,7.58054581646255e-08
1944,1.0859224987923102e-05,1.0326862032172812e-08,4.3205576021649557e-11,7.491374580987603e-08
1945,1.0859419749717095e-05,9.954232359023405e-09,2.1453325227405173e-11,7.412284779612882e-08
1946,1.0506500724919274e-05,9.295048413499834e-09,3.800142938421252e-11,7.247368013655172e-08
1947,1.0222343397409922e-05,8.880306014345609e-09,3.800142938421252e-11,6.771103906138315e-08
1948,9.970624107934003e-06,8.924534761994046e-09,7.2201429359074e-11,5.971119573392311e-08
1949,9.724641001542165e-06,8.804458876251634e-09,7.2201429359074e-11,5.920374895091689e-08
1950,9.370331229417519e-06,9.706896366066888e-09,8.458805481456214e-11,5.7754979719350426e-08
1951,9.057085532861362e-06,9.679828748078632e-09,8.458805481456214e-11,5.6725534238109635e-08
1952,8.828327866337662e-06,9.786011366332202e-09,8.458805481456214e-11,5.744926667716754e-08
1953,8.793719514090168e-06,9.64229115599632e-09,8.372918727398267e-11,5.807679416745616e-08
1954,8.602022847169013e-06,1.0138579372867947e-08,9.824514317159836e-11,5.7840813789360775e-08
1955,8.288024738638861e-06,1.0901234327929745e-08,6.404514319673688e-11,5.8783244177058284e-08
1956,7.953862482931332e-06,1.4366625095923219e-08,7.751314867743275e-11,5.751019774688107e-08
1957,7.694984820513387e-06,1.3784621571184225e-08,8.190437415591032e-11,6.414179054559099e-08
1958,7.523688184716905e-06,1.3727838421573324e-08,9.380618206814414e-11,6.590385989316669e-08
1959,7.354965548854255e-06,1.4701142779318031e-08,1.5027587606836994e-10,6.558623764720193e-08
1960,7.1753099421454995e-06,1.5651839951098216e-08,1.5576236134240418e-10,6.599216411424485e-08
1961,7.0247150948229575e-06,1.540807874939836e-08,1.5250197434234026e-10,6.649548213642578e-08
1962,6.924420891404484e-06,1.491990645316069e-08,1.5250197434234026e-10,6.449697411069013e-08
1963,6.899444867615655e-06,1.1876323163002261e-08,1.8855325039408248e-10,6.644430072810792e-08
1964,6.911531662418773e-06,1.2862983313409262e-08,1.8629531449233993e-10,5.937458524840622e-08
1965,6.981046551248125e-06,1.4357454526857185e-08,2.0083875138362676e-10,6.009062250963585e-08
1966,7.02706711308565e-06,1.4447467095684324e-08,1.531621288131113e-10,6.38760988229998e-08
1967,7.1721446407277e-06,1.3886429656955507e-08,1.4083108588033459e-10,6.406578023643306e-08
1968,7.256465388698936e-06,1.3801867965972697e-08,1.384320584750322e-10,6.708116728759705e-08
1969,7.312306999145741e-06,1.3793178408962246e-08,1.7433960128717833e-10,6.663661267225507e-08
1970,7.368262361394175e-06,1.3009292436955938e-08,1.2482031975474024e-10,6.484686260981626e-08
1971,7.376476657684959e-06,1.2111830015117318e-08,9.779798003174887e-11,6.477883017298933e-08
1972,7.276973584729214e-06,1.079056831189616e-08,7.135273522822822e-11,6.357150691574784e-08
1973,7.218102707286432e-06,9.792378336775137e-09,6.255966379851787e-11,6.147980918009515e-08
1974,7.092240009244831e-06,9.690153441559751e-09,7.000999086015369e-11,6.164374052478447e-08
1975,7.061699372051018e-06,9.201856165930167e-09,8.548194890029797e-11,5.8636364335435635e-08
1976,7.027660493414649e-06,9.448587943796026e-09,7.368370001449774e-11,6.103983756539882e-08
1977,7.041265234875027e-06,9.841448544989362e-09,8.171011089963542e-11,6.176763532396632e-08
1978,7.087952131509415e-06,9.431127751773666e-09,7.275921036299847e-11,6.037366010299852e-08
1979,7.2374577289987684e-06,9.360339043545146e-09,8.088691125626316e-11,6.211534803972946e-08
1980,7.404518393221744e-06,9.513933006490203e-09,8.872373867342885e-11,6.187782984414167e-08
1981,7.631388923203173e-06,9.539334782410996e-09,9.531812938152434e-11,6.348761719518084e-08
1982,7.863859861702491e-06,9.973414221471039e-09,9.322411394428544e-11,6.576242077877786e-08
1983,8.214312336869106e-06,9.536377909569183e-09,7.651732570969548e-11,6.33867358601492e-08
1984,8.58578661271687e-06,9.105163226560568e-09,8.319210152112661e-11,6.503403936010597e-08
1985,8.9761550563188e-06,9.284929904294716e-09,9.042617646734134e-11,6.535208742418166e-08
1986,9.382010700522056e-06,9.238603532984208e-09,8.920703065129487e-11,6.372086959670145e-08
1987,9.764497268146702e-06,9.08124711937067e-09,1.0812007341019582e-10,6.057761073715742e-08
1988,1.0165361215643185e-05,8.832814479831086e-09,9.216208649417571e-11,5.764993967919249e-08
1989,1.0602899367638332e-05,8.339386768442734e-09,8.323162595643855e-11,5.6786197839236204e-08
1990,1.1002628655530447e-05,7.934462230098558e-09,7.582912026468262e-11,5.554374433407767e-08
1991,1.1462398625943543e-05,7.636305302379957e-09,6.769720201083018e-11,5.176108532266101e-08
1992,1.1864776752190664e-05,7.196575462537729e-09,7.9550164570698e-11,5.068122074395173e-08
1993,1.2340209390718623e-05,7.258027004805204e-09,8.552432819481609e-11,4.744545378798648e-08
1994,1.2910858588708965e-05,7.213498941029326e-09,7.828384815389278e-11,4.608455128618516e-08
1995,1.3489619440016603e-05,7.714974754285159e-09,8.412670114104387e-11,4.443356869744873e-08
1996,1.4176851826570263e-05,8.058807335739208e-09,9.603083457400606e-11,4.077052904806676e-08
1997,1.5198611825845937e-05,8.492889502775824e-09,1.0753588347170836e-10,3.983831575737895e-08
1998,1.614872936832918e-05,8.887124115984437e-09,1.3563334086815918e-10,3.956976460780684e-08
1999,1.7209252811361303e-05,9.642667362998379e-09,1.8704847888826948e-10,3.927069920044752e-08
2000,1.8285220773707677e-05,1.000066099773481e-08,2.3647491009010883e-10,3.896234496940971e-08
2001,1.936769980862404e-05,1.0098324335469248e-08,2.3217771058911144e-10,4.0177609049253856e-08
2002,2.049351574636863e-05,9.556642207745166e-09,2.3014055542233284e-10,4.002457895272268e-08
2003,2.1504757439418298e-05,9.346810309856274e-09,2.2556494767249953e-10,3.986103079358015e-08
2004,2.238725366104128e-05,9.090381653769392e-09,2.392926293623024e-10,4.0169198760915085e-08
2005,2.341792268063208e-05,9.242017944594799e-09,2.493432444643824e-10,4.053920983031796e-08
2006,2.513481402794631e-05,9.830007284352047e-09,1.8913421325126934e-10,4.7849639932857306e-08
2007,2.6982879717252217e-05,1.0455140372503787e-08,1.804966741546034e-10,7.101182423038413e-08
2008,2.9349102987907827e-05,1.1237311906394813e-08,2.922703973681376e-10,7.929575167915053e-08
2009,3.1025234940378664e-05,1.2795819895724695e-08,5.760895104210486e-10,8.022298660291329e-08
2010,3.251146751738686e-05,1.647741701812525e-08,5.882081300209333e-10,8.093747031320423e-08
2011,3.479758327427719e-05,1.656571299183237e-08,5.861873853382374e-10,8.11595555205713e-08
2012,3.656885019154288e-05,1.616112450213742e-08,6.909860630106251e-10,8.077996176731566e-08
2013,3.713912311858232e-05,1.536468844217812e-08,1.2800074849257064e-09,7.038491415097983e-08
2014,3.751753579958209e-05,1.542116491646896e-08,1.2782933759122476e-09,4.759993872076913e-08
2015,3.687767717305438e-05,1.6358571513259383e-08,1.1947528323817481e-09,3.748688699139231e-08
2016,3.6868460093890985e-05,1.5326687347843356e-08,9.252305548696732e-10,3.634214275548077e-08
2017,3.736068538273685e-05,1.2249981029555101e-08,1.0412259503674488e-09,3.523484822428221e-08
2018,3.651006554719061e-05,1.2873658228329532e-08,1.2169743601742057e-09,3.359867868368838e-08
2019,3.578452378860675e-05,1.4269846415615461e-08,1.2595649176438961e-09,3.2793769033645503e-08
