ngram,audience,audience,adience,audince
1875,1.879989992760654e-05,1.879989992760654e-05,2.4661204427773546e-10,1.9975840822742238e-10
1876,1.8956662253393525e-05,1.8956662253393525e-05,2.453581425333949e-10,1.6017252207107495e-10
1877,1.9045599141723608e-05,1.9045599141723608e-05,1.1864876145065547e-10,2.9997921210548183e-10
1878,1.923615439279404e-05,1.923615439279404e-05,1.1435805873689325e-10,2.5940314975412907e-10
1879,1.8929879453415716e-05,1.8929879453415716e-05,1.8418568654381724e-10,2.5940314975412907e-10
1880,1.9081654629969436e-05,1.9081654629969436e-05,2.499590534554841e-10,2.5940314975412907e-10
1881,1.8968462037654327e-05,1.8968462037654327e-05,2.1021833876818822e-10,1.7992172037953732e-10
1882,1.8855701325394746e-05,1.8855701325394746e-05,2.1021833876818822e-10,2.04625848011984e-10
1883,1.8713625779907617e-05,1.8713625779907617e-05,1.7188635435618138e-10,2.367484759822704e-10
1884,1.8379620606927866e-05,1.8379620606927866e-05,1.7188635435618138e-10,1.5796360053332847e-10
1885,1.815944883024453e-05,1.815944883024453e-05,1.3560099471859084e-10,1.5796360053332847e-10
1886,1.7892566185245024e-05,1.7892566185245024e-05,1.4853921664099394e-10,2.407294502626556e-10
1887,1.7889081521259088e-05,1.7889081521259088e-05,1.1039981825547836e-10,2.407294502626556e-10
1888,1.7857770736944595e-05,1.7857770736944595e-05,1.3740266067787032e-10,2.407294502626556e-10
1889,1.7988295959574835e-05,1.7988295959574835e-05,1.3740266067787032e-10,2.2825208191777436e-10
1890,1.810015705164655e-05,1.810015705164655e-05,1.3740266067787032e-10,2.2142514409319502e-10
1891,1.8134694983018562e-05,1.8134694983018562e-05,1.8861276429582574e-10,1.8600838131670779e-10
1892,1.7990770045019288e-05,1.7990770045019288e-05,1.8861276429582574e-10,1.062400102415571e-09
1893,1.8061935926587986e-05,1.8061935926587986e-05,1.0584691456649864e-10,9.79634252686244e-10
1894,1.7787842287881566e-05,1.7787842287881566e-05,1.0030471889585105e-10,9.79634252686244e-10
1895,1.7835781753612017e-05,1.7835781753612017e-05,9.447308411760145e-11,1.0431478756186711e-09
1896,1.7797138103300574e-05,1.7797138103300574e-05,9.447308411760145e-11,9.908060859859751e-10
1897,1.781715478240845e-05,1.781715478240845e-05,1.3162659454454432e-10,9.840871510537396e-10
1898,1.765444358170498e-05,1.765444358170498e-05,8.041649092658889e-11,1.1208256188245868e-09
1899,1.7601705881783607e-05,1.7601705881783607e-05,1.3505821064693383e-10,2.990756174460683e-10
1900,1.7478522100386078e-05,1.7478522100386078e-05,1.7119941972002347e-10,3.171462219826131e-10
1901,1.7529167442782117e-05,1.7529167442782117e-05,1.6624433377529106e-10,3.685562807323858e-10
1902,1.7163780025189874e-05,1.7163780025189874e-05,1.4507312613114872e-10,3.394792383712034e-10
1903,1.6819057886355688e-05,1.6819057886355688e-05,1.4507312613114872e-10,3.872966709244403e-10
1904,1.6436130473656313e-05,1.6436130473656313e-05,1.2377335565202533e-10,4.004273956066078e-10
1905,1.639525466349109e-05,1.639525466349109e-05,1.5426708026091062e-10,2.3808387602678293e-10
1906,1.622134992170946e-05,1.622134992170946e-05,1.1514034666180808e-10,2.4550210079140756e-10
1907,1.607635203981772e-05,1.607635203981772e-05,7.899913758871842e-11,2.567318441171196e-10
1908,1.569153209857177e-05,1.569153209857177e-05,8.931135890368123e-11,2.1904623948021396e-10
1909,1.5712297161891392e-05,1.5712297161891392e-05,1.5821640723747065e-10,2.397336951969515e-10
1910,1.571200170604113e-05,1.571200170604113e-05,2.133119663048712e-10,2.607857124692359e-10
1911,1.5589833700297667e-05,1.5589833700297667e-05,2.2541409017140523e-10,2.989678901269396e-10
1912,1.5384594397411483e-05,1.5384594397411483e-05,2.0933447336668465e-10,4.142807525602572e-10
1913,1.5421175573594936e-05,1.5421175573594936e-05,2.2241532524455313e-10,4.809020800625571e-10
1914,1.5354116190532556e-05,1.5354116190532556e-05,2.370318148108603e-10,5.246841770580244e-10
1915,1.5409861849288325e-05,1.5409861849288325e-05,3.0521524196913674e-10,6.544082299862555e-10
1916,1.5335473238207798e-05,1.5335473238207798e-05,2.513620561694907e-10,6.594916438348467e-10
1917,1.5442190747957545e-05,1.5442190747957545e-05,1.9626649710209014e-10,7.023480685930394e-10
1918,1.5576439182041213e-05,1.5576439182041213e-05,1.9707111141377609e-10,7.187398454178151e-10
1919,1.5885021769333563e-05,1.5885021769333563e-05,1.8265700360961138e-10,6.460442220872815e-10
1920,1.60487648567401e-05,1.60487648567401e-05,1.7726282049355747e-10,6.333712245152969e-10
1921,1.623642037884565e-05,1.623642037884565e-05,1.626463309272503e-10,6.446236044954645e-10
1922,1.6564324011726838e-05,1.6564324011726838e-05,6.70139955432398e-11,6.460828657787029e-10
1923,1.6917689728351043e-05,1.6917689728351043e-05,5.196213300909644e-11,6.840891940220115e-10
1924,1.737086053513589e-05,1.737086053513589e-05,1.2522672581433929e-10,6.700494405352333e-10
1925,1.7653769516203154e-05,1.7653769516203154e-05,1.4247659797992996e-10,6.52783529612019e-10
1926,1.785366345887139e-05,1.785366345887139e-05,2.3416845050329624e-10,6.330892536400765e-10
1927,1.80493534571724e-05,1.80493534571724e-05,2.564435529008234e-10,6.989880083471281e-10
1928,1.8239831790976625e-05,1.8239831790976625e-05,7.897621655856518e-09,6.83081644819212e-10
1929,1.843341280099204e-05,1.843341280099204e-05,7.998764844918682e-09,6.393170655570404e-10
1930,1.832982603186143e-05,1.832982603186143e-05,7.998764844918682e-09,5.411032871771582e-10
1931,1.8187634330908103e-05,1.8187634330908103e-05,8.712490534579231e-09,6.532812445764996e-10
1932,1.8395020950785173e-05,1.8395020950785173e-05,1.0818015515136535e-08,6.315522133037987e-10
1933,1.8647632844346974e-05,1.8647632844346974e-05,1.1398171256044826e-08,6.781307261759042e-10
1934,1.886326234463403e-05,1.886326234463403e-05,1.2049198622981244e-08,6.085630729505251e-10
1935,1.9053096756189397e-05,1.9053096756189397e-05,6.563586912073609e-09,6.73468606279418e-10
1936,1.9189555262398373e-05,1.9189555262398373e-05,6.839317493298072e-09,6.142002819041283e-10
1937,1.958994471351616e-05,1.958994471351616e-05,7.153511338842122e-09,7.712972046761532e-10
1938,1.9593334270341855e-05,1.9593334270341855e-05,6.605795815113018e-09,6.701943801510981e-10
1939,1.9407902332854326e-05,1.9407902332854326e-05,4.653412686929568e-09,6.726959386352657e-10
1940,1.9108807724218684e-05,1.9108807724218684e-05,4.1105314073165894e-09,8.095405615701371e-10
1941,1.916206695438762e-05,1.916206695438762e-05,3.689812994827386e-09,9.454083230561343e-10
1942,1.8997573403924305e-05,1.8997573403924305e-05,1.559154648643281e-09,1.0113386953288943e-09
1943,1.9343763207351522e-05,1.9343763207351522e-05,1.4397207890156798e-09,1.2912637189658023e-09
1944,1.961972624745353e-05,1.961972624745353e-05,3.2882576364182523e-09,1.3807939910507168e-09
1945,2.0108585626335946e-05,2.0108585626335946e-05,3.4806795560861558e-09,1.4034186788882052e-09
1946,2.0521776345309e-05,2.0521776345309e-05,3.959999615919609e-09,1.4860154614762929e-09
1947,2.1134748229607275e-05,2.1134748229607275e-05,4.162172830597071e-09,1.4286821487757046e-09
1948,2.1337018292147798e-05,2.1337018292147798e-05,5.45958710185257e-09,1.300175007339683e-09
1949,2.1875203986253056e-05,2.1875203986253056e-05,6.8291843925903456e-09,1.185941448219755e-09
1950,2.215418602905369e-05,2.215418602905369e-05,7.163943597073999e-09,1.0841012452824016e-09
1951,2.233521055521643e-05,2.233521055521643e-05,5.845216945386613e-09,9.367686388499813e-10
1952,2.231986140291805e-05,2.231986140291805e-05,5.554675814550032e-09,9.151703442685946e-10
1953,2.2511382537361768e-05,2.2511382537361768e-05,6.272545641624763e-09,9.867455820687455e-10
1954,2.254666157698791e-05,2.254666157698791e-05,6.2607571349460045e-09,9.974083067402058e-10
1955,2.2524864367109592e-05,2.2524864367109592e-05,5.368787018130863e-09,1.0806278332482172e-09
1956,2.2538245372873333e-05,2.2538245372873333e-05,5.092126165173738e-09,1.2110851131476507e-09
1957,2.2481268128363547e-05,2.2481268128363547e-05,5.162600775448263e-09,1.0675877800839624e-09
1958,2.2477675884147175e-05,2.2477675884147175e-05,4.675650961643336e-09,1.2301329637460461e-09
1959,2.2745001582994257e-05,2.2745001582994257e-05,4.9410772299093455e-09,1.323636224435733e-09
1960,2.2898446851676063e-05,2.2898446851676063e-05,4.0317767537244114e-09,1.2149669048611145e-09
1961,2.283175516432883e-05,2.283175516432883e-05,4.005070529191e-09,1.1903582246881277e-09
1962,2.3069225010528627e-05,2.3069225010528627e-05,3.772717915850876e-09,1.0690527510856133e-09
1963,2.3317923738172146e-05,2.3317923738172146e-05,3.120354673060076e-09,9.724109454164624e-10
1964,2.3362642293380175e-05,2.3362642293380175e-05,2.8983531447884e-09,1.0038683138726056e-09
1965,2.3756317854609472e-05,2.3756317854609472e-05,2.8674569385600535e-09,8.125491945953911e-10
1966,2.4129311766176086e-05,2.4129311766176086e-05,3.181906991857529e-09,7.587405069310802e-10
1967,2.44879590484613e-05,2.44879590484613e-05,2.8275355628310753e-09,7.961199398133698e-10
1968,2.4874387755906874e-05,2.4874387755906874e-05,2.809443558745731e-09,7.319054410156614e-10
1969,2.5148109021496827e-05,2.5148109021496827e-05,2.5131733598955056e-09,7.131295910932169e-10
1970,2.5070606820268688e-05,2.5070606820268688e-05,2.3809334583267473e-09,7.082869251424334e-10
1971,2.5122470885565106e-05,2.5122470885565106e-05,2.1013774767883066e-09,7.525325164601884e-10
1972,2.4966260233278653e-05,2.4966260233278653e-05,1.8013057910350382e-09,8.820071062398682e-10
1973,2.464673603494053e-05,2.464673603494053e-05,2.8879211601471967e-09,8.645904349600744e-10
1974,2.446928868136768e-05,2.446928868136768e-05,2.967086049077139e-09,9.030178152854721e-10
1975,2.446978942316491e-05,2.446978942316491e-05,2.7492997561091262e-09,9.94355490803654e-10
1976,2.441100800102244e-05,2.441100800102244e-05,2.9502956585706184e-09,1.0440273249098401e-09
1977,2.491084186268771e-05,2.491084186268771e-05,3.788910328341087e-09,1.002261408787421e-09
1978,2.527508435637823e-05,2.527508435637823e-05,3.742033111946747e-09,9.643350959035298e-10
1979,2.5794341386894564e-05,2.5794341386894564e-05,3.780968383620171e-09,8.618722640336379e-10
1980,2.6259472308863353e-05,2.6259472308863353e-05,2.028178938287947e-09,8.31685474457698e-10
1981,2.6692818209994584e-05,2.6692818209994584e-05,1.968939832603616e-09,7.674050918536426e-10
1982,2.702984680321866e-05,2.702984680321866e-05,2.2679250778954797e-09,7.312104969133973e-10
1983,2.748770072815075e-05,2.748770072815075e-05,1.995749684561129e-09,6.779205094112736e-10
1984,2.7792489553186378e-05,2.7792489553186378e-05,8.606466412557673e-10,6.718381486057825e-10
1985,2.8269915024533736e-05,2.8269915024533736e-05,8.042802416127362e-10,6.516421212156485e-10
1986,2.8495491278590634e-05,2.8495491278590634e-05,8.290698484879146e-10,6.02469598019541e-10
1987,2.895903734107768e-05,2.895903734107768e-05,8.277117959286175e-10,5.540905789747086e-10
1988,2.946811140905733e-05,2.946811140905733e-05,7.028414675655118e-10,5.027246753806582e-10
1989,3.0187181307285626e-05,3.0187181307285626e-05,4.003058162727058e-10,4.2329334482005265e-10
1990,3.062882387894206e-05,3.062882387894206e-05,3.2553571544762557e-10,4.3064791811962625e-10
1991,3.112376024156609e-05,3.112376024156609e-05,3.544754351159085e-10,4.3675452936804097e-10
1992,3.147069453137062e-05,3.147069453137062e-05,3.984003741987406e-10,4.0633502118581077e-10
1993,3.228292085363397e-05,3.228292085363397e-05,4.116509097881352e-10,4.0306464911741916e-10
1994,3.315867174283734e-05,3.315867174283734e-05,4.166793398414319e-10,3.9508681643723216e-10
1995,3.395829532694604e-05,3.395829532694604e-05,4.4005075179003635e-10,4.162811167202867e-10
1996,3.486840276829233e-05,3.486840276829233e-05,5.128754385471826e-10,4.579455862138307e-10
1997,3.6091413286547845e-05,3.6091413286547845e-05,5.867533165686873e-10,4.604012568013413e-10
1998,3.698635451395863e-05,3.698635451395863e-05,7.001720393949386e-10,4.3436160620683294e-10
1999,3.834290847797612e-05,3.834290847797612e-05,6.688766762685816e-10,4.41240318092641e-10
2000,3.917396991580192e-05,3.917396991580192e-05,6.385089361999568e-10,4.5845995254113955e-10
2001,4.020127692326371e-05,4.020127692326371e-05,6.053344155297426e-10,4.5350388523855504e-10
2002,4.124696663763773e-05,4.124696663763773e-05,7.15293976827347e-10,4.4128095225534226e-10
2003,4.196888507327198e-05,4.196888507327198e-05,6.924159440258038e-10,3.9431749928756487e-10
2004,4.287038089907063e-05,4.287038089907063e-05,6.572995183854299e-10,3.757526710414437e-10
2005,4.373215623283093e-05,4.373215623283093e-05,5.179368580846397e-10,3.6431052619079196e-10
2006,4.435065992376102e-05,4.435065992376102e-05,4.886072598107662e-10,3.1954121095166347e-10
2007,4.517723157602761e-05,4.517723157602761e-05,4.5348337981579844e-10,2.8406786645174265e-10
2008,4.552577541159865e-05,4.552577541159865e-05,5.60406721028528e-10,2.593752653133409e-10
2009,4.5229647054968935e-05,4.5229647054968935e-05,4.781750154566769e-10,2.032499778600475e-10
2010,4.583373395559777e-05,4.583373395559777e-05,5.142047343476008e-10,1.7426656794193385e-10
2011,4.6161516885539254e-05,4.6161516885539254e-05,4.873554080139389e-10,1.377282975167926e-10
2012,4.697767404390366e-05,4.697767404390366e-05,5.597436661001051e-10,1.0294814257024879e-10
2013,4.8048267802057255e-05,4.8048267802057255e-05,6.202405236236227e-10,9.861937308452973e-11
2014,4.794533586911192e-05,4.794533586911192e-05,6.917811462558987e-10,7.178356768127486e-11
2015,4.744512313793946e-05,4.744512313793946e-05,6.08380197410417e-10,5.591032845031485e-11
2016,4.7823370031047876e-05,4.7823370031047876e-05,5.733646910429816e-10,6.638842749349751e-11
2017,4.780002867240304e-05,4.780002867240304e-05,5.065342612945815e-10,6.312452875227119e-11
2018,4.766694692079909e-05,4.766694692079909e-05,5.818436898952228e-10,5.62513674529086e-11
2019,4.696022460848326e-05,4.696022460848326e-05,5.310648518164207e-10,7.031420931613575e-11
