ngram,machine,machne,mahin,macine
1923,0.00010712369216240145,1.6606993399495958e-09,7.550463904897648e-10,1.3771745172823963e-09
1924,0.00010266281190394823,1.4196978909935304e-09,6.15389041312499e-10,1.377026476972227e-09
1925,9.837500173099605e-05,1.3563895641586855e-09,5.923678293916015e-10,1.2533435955752736e-09
1926,9.586776286596432e-05,1.3725329999531815e-09,5.529792774477166e-10,1.1571320608043984e-09
1927,9.473519146143059e-05,1.0927233165932852e-09,3.8964113285062345e-10,1.0397339536957366e-09
1928,9.242483585174861e-05,1.0274968574387954e-09,3.281157944552098e-10,8.604600603463147e-10
1929,9.11773375784313e-05,1.081471959604333e-09,3.3038479690145854e-10,7.959476649206059e-10
1930,9.087786020245403e-05,9.85932127606226e-10,3.656340369362354e-10,6.785283327267625e-10
1931,9.015550936705299e-05,1.0212225410548876e-09,4.4433306835488043e-10,5.356221101569605e-10
1932,8.850705489749089e-05,9.57311585162276e-10,4.232421060449251e-10,5.618176400292083e-10
1933,8.611282724554517e-05,9.134192192299701e-10,4.0056333845089094e-10,7.013089831087171e-10
1934,8.485432460604767e-05,8.901398368399427e-10,4.2249020353641546e-10,8.353047182512491e-10
1935,8.416126781542386e-05,8.860297594821225e-10,4.2190305019459574e-10,8.341304115676098e-10
1936,8.473053146319996e-05,9.689751005538737e-10,4.760186193632419e-10,7.827544287345286e-10
1937,8.531192309289639e-05,1.0090749624769302e-09,5.915332093201339e-10,9.976086623453284e-10
1938,8.706057893245347e-05,9.386859028166177e-10,5.345864286957333e-10,1.0321516458982367e-09
1939,9.13373171767619e-05,9.486921367532882e-10,5.881268151058145e-10,1.0135115167754704e-09
1940,9.511599117623908e-05,1.0212874950494515e-09,6.165461811726201e-10,9.8293381767256e-10
1941,9.829453483689576e-05,1.3624517228702108e-09,5.76721129186275e-10,9.186158064381341e-10
1942,0.00010030803345476411,1.455975847822596e-09,5.794068419495702e-10,1.1232515949112708e-09
1943,0.00010069040373699474,1.439681453417409e-09,5.17626328704652e-10,1.0619869824804847e-09
1944,0.0001009955646752912,1.5051534542541235e-09,4.449727471410116e-10,9.065058941588283e-10
1945,0.00010024522946748351,1.4932221332435753e-09,4.419899168883745e-10,8.570357320650654e-10
1946,9.895506497871663e-05,1.4926471804597797e-09,3.671641046754104e-10,8.898444639867823e-10
1947,9.676563266631482e-05,1.483069191264365e-09,3.9836246206499075e-10,1.0165534882121209e-09
1948,9.565178645841246e-05,1.2337692137772853e-09,4.391838916349501e-10,1.1522606321471125e-09
1949,9.592309652362019e-05,1.1037318995274096e-09,5.673313029681231e-10,1.2433034086394607e-09
1950,9.63962239828626e-05,9.614118945400207e-10,5.921045538790994e-10,1.5342629190927072e-09
1951,9.701372619019821e-05,8.782599330332224e-10,6.389231504977388e-10,1.6190241647340287e-09
1952,9.732766193337739e-05,1.0854933460028145e-09,7.613092775241423e-10,1.8324285105159837e-09
1953,9.661281157085406e-05,9.653622821760776e-10,7.587326758936744e-10,1.9040037483161345e-09
1954,9.668693798760484e-05,8.331352909150626e-10,7.194956614624865e-10,1.7386628010334399e-09
1955,9.605696582834103e-05,7.543122991306359e-10,7.090726696277829e-10,1.465062801234548e-09
1956,9.468171837007893e-05,7.160771935727744e-10,6.637612562762233e-10,1.3000236442906044e-09
1957,9.4491067492137e-05,8.437294236290122e-10,8.254684198088264e-10,1.1103725875269026e-09
1958,9.378773808878447e-05,9.011983976530453e-10,7.220937062576585e-10,1.0188996789141568e-09
1959,9.332354758433732e-05,7.431206324895864e-10,8.745805706628878e-10,9.712473999659972e-10
1960,9.220330996738215e-05,9.823102688409436e-10,1.0392700747604726e-09,1.1908017587864655e-09
1961,9.096098386050601e-05,1.1250606993648153e-09,1.1533001736158915e-09,1.4123411805146345e-09
1962,8.959028803344284e-05,1.1895047645284406e-09,1.1565337021401945e-09,1.7285956317130464e-09
1963,8.835355298028194e-05,1.1681198706727157e-09,1.1874436513435528e-09,1.771396394646883e-09
1964,8.581837443801175e-05,1.106620747418471e-09,9.850365166398844e-10,1.8755272573096296e-09
1965,8.361635264009237e-05,1.1493608604545053e-09,1.0573086017817701e-09,2.015233265976032e-09
1966,8.078815361451624e-05,1.2009889511459854e-09,9.043553326838958e-10,2.0141829949947366e-09
1967,7.869421720637806e-05,9.98333955186987e-10,8.252683021086377e-10,1.900232336561812e-09
1968,7.644906561056684e-05,8.36877836870745e-10,9.422431287589968e-10,1.845974595404698e-09
1969,7.388897315000318e-05,8.31156278722846e-10,9.977321072504201e-10,1.7272116276905486e-09
1970,7.102535684160622e-05,9.120452805687153e-10,9.643122213441403e-10,1.728564513747699e-09
1971,6.840176761865482e-05,1.0547083682612067e-09,1.0626449006448775e-09,1.709390438721568e-09
1972,6.567860899459837e-05,9.83110989441879e-10,1.008199135288379e-09,1.749517863913752e-09
1973,6.408960689441301e-05,1.005347900167359e-09,1.1068788029002162e-09,1.712359159229087e-09
1974,6.255136135483294e-05,9.962846103661605e-10,1.2267812162950316e-09,1.6146304610791568e-09
1975,6.0950134606433236e-05,1.0367241509712244e-09,1.1063089333518406e-09,1.5096301351848395e-09
1976,5.915686675247603e-05,1.0486075341376022e-09,1.1905201982972562e-09,1.4567944152586522e-09
1977,5.876603816951891e-05,1.076850021851174e-09,1.2618671266625574e-09,1.438216958225626e-09
1978,5.854250100258339e-05,9.559926818423848e-10,1.316072949032941e-09,1.4568693870334722e-09
1979,5.907728544635964e-05,1.0727985008277381e-09,1.4387354958194415e-09,1.6657094433928217e-09
1980,5.939493972359092e-05,1.1333154732134127e-09,1.2620613046695643e-09,1.806263789332669e-09
1981,5.9587159090109966e-05,1.2562918879791392e-09,1.116305888996091e-09,1.7851736755503111e-09
1982,6.020299406372942e-05,1.2740717766516037e-09,1.0215173389711246e-09,1.8513440145996795e-09
1983,6.112243603898346e-05,1.3897715676693322e-09,9.686566707475412e-10,2.0842160378517096e-09
1984,6.137377152169523e-05,1.4637865205660967e-09,1.0346452187067916e-09,2.052619423637785e-09
1985,6.140115874586627e-05,1.505919611233253e-09,9.56403837079226e-10,2.0871729265538518e-09
1986,6.060838911383014e-05,1.5733798866942754e-09,7.966946150414092e-10,1.7986398243812524e-09
1987,5.9753827892044296e-05,1.4685763399009083e-09,8.343120083686983e-10,1.6334403670928817e-09
1988,5.8697897787039566e-05,1.3505849454682156e-09,8.106717440194342e-10,1.6437062980553411e-09
1989,5.750362886049386e-05,1.4610240319155666e-09,8.178999025673253e-10,1.5587752358722388e-09
1990,5.5834988805664966e-05,1.3698629690901092e-09,8.029990283819899e-10,1.3343690755515274e-09
1991,5.431671940771464e-05,1.2783865553446715e-09,6.523992021215516e-10,1.3229678622447442e-09
1992,5.2794135366899096e-05,1.3329414873451485e-09,5.8929622689544e-10,1.1082095558683542e-09
1993,5.155434389182899e-05,1.1992435774591366e-09,5.841570758859303e-10,9.84690567180329e-10
1994,5.051822154200636e-05,1.1885006788249696e-09,5.943982726654338e-10,9.808194732587238e-10
1995,4.9287887772412174e-05,1.2692120687773922e-09,5.942540626246995e-10,8.692284194010216e-10
1996,4.8520975334603076e-05,1.0976621833691524e-09,6.978890084877573e-10,8.608290905495356e-10
1997,4.8364721026570934e-05,1.0768486182120641e-09,8.351084189252487e-10,7.824902789213947e-10
1998,4.783959073912618e-05,1.07020014279107e-09,9.164722790190791e-10,7.114946489115783e-10
1999,4.767141893223327e-05,1.0137604010220157e-09,9.542236207542893e-10,7.091937116930427e-10
2000,4.794228672316032e-05,1.0978228088503223e-09,1.0599112540024942e-09,6.981500536415045e-10
2001,4.770084602309258e-05,1.1677246074854558e-09,1.0761262991820786e-09,6.579281960509117e-10
2002,4.7477483998851054e-05,1.040533306343302e-09,1.1702558604704499e-09,6.812479865939533e-10
2003,4.7267106960394555e-05,1.0852724235161609e-09,1.092947264437681e-09,5.918966824606084e-10
2004,4.6887221937400424e-05,1.0236160054498201e-09,8.881837130849033e-10,5.675793287743655e-10
2005,4.680485601836283e-05,1.0232605278976641e-09,8.490021186080554e-10,5.355670470600213e-10
2006,4.686475689855537e-05,8.906126154022737e-10,8.605684300087648e-10,5.362868680882014e-10
2007,4.659977691647198e-05,7.206603092058117e-10,7.484317729059395e-10,5.118973062894533e-10
2008,4.702960930964244e-05,5.764736862471206e-10,6.534099967441571e-10,4.737553127576177e-10
2009,4.7537292890150896e-05,5.701325483149183e-10,5.135858405225235e-10,4.273945522889225e-10
2010,4.79527869694201e-05,4.718018039743096e-10,4.657722303085571e-10,4.228114525162141e-10
2011,4.840563633479178e-05,4.3364693978555277e-10,4.5123350294368995e-10,4.744787301153813e-10
2012,4.846378266977679e-05,3.0557729561017256e-10,3.9183948942676597e-10,4.6254306337470806e-10
2013,4.857514899673073e-05,2.753112123197811e-10,3.5785798927331515e-10,4.446146268615487e-10
2014,4.838598397327587e-05,2.427654238349294e-10,3.5580105528509876e-10,8.535361822088155e-10
2015,4.802218453343292e-05,1.9027340318413166e-10,3.457772619817691e-10,8.659330316288358e-10
2016,4.795312738029419e-05,1.5722583849932447e-10,3.710240071524191e-10,8.746559944570822e-10
2017,4.785434005801411e-05,1.3566802195552619e-10,3.803230068840276e-10,9.535650232391408e-10
2018,4.757820934173651e-05,1.1730613563853965e-10,3.848946911189088e-10,1.0012921936031206e-09
2019,4.7884102968964726e-05,1.1859841754502387e-10,3.502918476117056e-10,1.1768572366621655e-09
