ngram,black,blak,blac,blackk
1599,2.9203260835077215e-05,6.138721054022816e-07,0.0,0.0
1600,3.0073295160296505e-05,6.138721054022816e-07,0.0,0.0
1601,3.6260884371586144e-05,6.415643838408869e-07,0.0,0.0
1602,4.671541059256664e-05,6.415643838408869e-07,0.0,0.0
1603,5.0582461491493245e-05,4.311461582671784e-07,0.0,0.0
1604,4.722711933676952e-05,4.311461582671784e-07,0.0,0.0
1605,4.984105752165695e-05,4.311461582671784e-07,0.0,0.0
1606,5.513020732905716e-05,5.156442901872132e-07,0.0,0.0
1607,5.225740642345045e-05,5.156442901872132e-07,0.0,0.0
1608,4.293410581470068e-05,3.203204284675719e-07,0.0,0.0
1609,3.295058143391673e-05,3.203204284675719e-07,0.0,0.0
1610,3.097472264406471e-05,3.203204284675719e-07,0.0,0.0
1611,3.0297392705896137e-05,3.203204284675719e-07,0.0,0.0
1612,2.95175612856318e-05,3.203204284675719e-07,0.0,0.0
1613,2.4542102437408175e-05,0.0,0.0,0.0
1614,2.6257928376643186e-05,0.0,0.0,0.0
1615,2.5385570292460864e-05,0.0,0.0,0.0
1616,2.3019941831340214e-05,0.0,0.0,0.0
1617,2.1161434363291066e-05,0.0,0.0,0.0
1618,2.100393001975525e-05,0.0,0.0,0.0
1619,2.67401603975616e-05,0.0,0.0,0.0
1620,2.4061363027223187e-05,0.0,0.0,0.0
1621,2.0998135888865882e-05,0.0,0.0,0.0
1622,2.0529589034725048e-05,0.0,0.0,0.0
1623,2.2947083120275886e-05,0.0,0.0,0.0
1624,2.40344383460719e-05,0.0,0.0,0.0
1625,2.4317052261072343e-05,0.0,0.0,0.0
1626,1.7872001470615423e-05,0.0,0.0,0.0
1627,1.8472597210867597e-05,0.0,0.0,0.0
1628,1.8628693266821627e-05,0.0,0.0,0.0
1629,1.9141524587342117e-05,0.0,0.0,0.0
1630,1.706270424100304e-05,0.0,0.0,0.0
1631,2.3830461421831778e-05,0.0,5.6679985911094784e-08,0.0
1632,2.317705509215427e-05,0.0,1.4830612014650667e-07,0.0
1633,2.0963161529964835e-05,0.0,1.4830612014650667e-07,0.0
1634,3.7006608571183665e-05,0.0,2.7172428320097553e-07,0.0
1635,4.682462453534494e-05,0.0,2.7172428320097553e-07,0.0
1636,4.8382965750144126e-05,0.0,2.7172428320097553e-07,0.0
1637,5.1588234782684594e-05,0.0,2.7172428320097553e-07,0.0
1638,4.4819924109365926e-05,0.0,2.1504429728988077e-07,0.0
1639,5.019739572682218e-05,0.0,1.2341816305446889e-07,0.0
1640,5.557746823926989e-05,0.0,1.2341816305446889e-07,0.0
1641,3.860957089532998e-05,0.0,0.0,0.0
1642,3.065801437125109e-05,0.0,0.0,0.0
1643,2.9789676903289675e-05,0.0,0.0,0.0
1644,2.75663227772124e-05,0.0,0.0,0.0
1645,2.7373946717749016e-05,0.0,0.0,0.0
1646,2.4312955247296486e-05,0.0,0.0,0.0
1647,2.4088681129796896e-05,0.0,1.040455523642387e-07,0.0
1648,2.6331751152091393e-05,0.0,1.040455523642387e-07,0.0
1649,2.8971277580629768e-05,0.0,1.040455523642387e-07,0.0
1650,4.208526401531084e-05,0.0,1.479656889711935e-07,0.0
1651,4.513814071417853e-05,0.0,1.9096577018119986e-07,0.0
1652,5.865352042227252e-05,5.567139688927065e-08,2.466371670704705e-07,0.0
1653,5.83441838638724e-05,5.567139688927065e-08,2.466371670704705e-07,0.0
1654,5.9109408279515007e-05,5.567139688927065e-08,1.4259161470623179e-07,0.0
1655,6.320910168662002e-05,5.567139688927065e-08,1.4259161470623179e-07,0.0
1656,6.522125425232974e-05,5.567139688927065e-08,1.4259161470623179e-07,0.0
1657,5.563252852880396e-05,5.567139688927065e-08,9.867147809927701e-08,0.0
1658,6.212511496934374e-05,5.567139688927065e-08,5.567139688927065e-08,0.0
1659,5.3731492308933025e-05,0.0,0.0,0.0
1660,5.705027069780044e-05,0.0,0.0,0.0
1661,5.49878937558138e-05,0.0,0.0,0.0
1662,5.8586827695502765e-05,0.0,0.0,0.0
1663,5.739291633030267e-05,0.0,0.0,0.0
1664,6.285024729939843e-05,0.0,7.860596237411041e-08,0.0
1665,5.475990941964223e-05,0.0,7.860596237411041e-08,0.0
1666,5.510519206706833e-05,0.0,1.1855435997988804e-07,0.0
1667,5.9026314764715994e-05,0.0,1.1855435997988804e-07,0.0
1668,6.703063315528977e-05,0.0,1.1855435997988804e-07,0.0
1669,6.272588819099058e-05,0.0,1.485084522658196e-07,0.0
1670,6.346492227748968e-05,0.0,1.871576204491378e-07,0.0
1671,5.83254591869523e-05,0.0,1.085516580750274e-07,0.0
1672,5.7741504601186276e-05,0.0,1.3315225950399118e-07,0.0
1673,5.321429905182283e-05,0.0,9.320386189821355e-08,0.0
1674,4.8229311817392174e-05,3.2530524306041893e-08,9.320386189821355e-08,0.0
1675,4.124211149506404e-05,3.2530524306041893e-08,1.2752236143244643e-07,0.0
1676,4.012663339381106e-05,3.2530524306041893e-08,9.756826914651486e-08,0.0
1677,3.7851598920367125e-05,3.2530524306041893e-08,9.250529891297837e-08,0.0
1678,4.7685266638706836e-05,5.2449095733209106e-08,9.250529891297837e-08,0.0
1679,5.1982873628730886e-05,5.2449095733209106e-08,6.790469748401457e-08,0.0
1680,5.424561511193003e-05,5.2449095733209106e-08,1.2221048401832896e-07,0.0
1681,5.600168619171849e-05,4.229441888777988e-08,1.669621789395543e-07,0.0
1682,5.807747792070066e-05,4.229441888777988e-08,1.72965745345469e-07,0.0
1683,6.19594003572794e-05,4.229441888777988e-08,3.0536911513731215e-07,0.0
1684,6.2996525230119e-05,4.229441888777988e-08,2.7178291718753046e-07,0.0
1685,5.3931650264920404e-05,2.237584746061267e-08,3.1219458053653527e-07,0.0
1686,4.8650500113061366e-05,2.237584746061267e-08,3.1219458053653527e-07,0.0
1687,4.410141770806929e-05,2.237584746061267e-08,2.578887940022209e-07,0.0
1688,4.159478482636457e-05,0.0,2.1313709908099554e-07,0.0
1689,3.7743746231301755e-05,0.0,1.7281503314084796e-07,0.0
1690,3.1058866105533e-05,0.0,4.041166334900481e-08,0.0
1691,3.1986891112215486e-05,0.0,4.041166334900481e-08,0.0
1692,2.91168080366333e-05,0.0,0.0,0.0
1693,3.3395736084327966e-05,0.0,0.0,0.0
1694,3.51583644909884e-05,0.0,0.0,0.0
1695,3.4903352310980805e-05,0.0,1.550680346034434e-08,0.0
1696,3.974049832322635e-05,0.0,1.550680346034434e-08,0.0
1697,4.1527560305049906e-05,0.0,1.550680346034434e-08,0.0
1698,3.89471047778248e-05,0.0,1.550680346034434e-08,0.0
1699,3.855439847809196e-05,0.0,1.550680346034434e-08,0.0
1700,3.80535262333329e-05,0.0,1.550680346034434e-08,0.0
1701,4.475845967785322e-05,1.9333518659030753e-08,1.550680346034434e-08,0.0
1702,4.5360063657946216e-05,1.9333518659030753e-08,1.1985159785256525e-08,0.0
1703,4.01735334370252e-05,1.9333518659030753e-08,1.1985159785256525e-08,0.0
1704,3.935442535813698e-05,2.799528532802599e-08,1.1985159785256525e-08,0.0
1705,4.203830290602387e-05,2.799528532802599e-08,1.1985159785256525e-08,0.0
1706,4.502096271608025e-05,2.799528532802599e-08,1.1985159785256525e-08,0.0
1707,4.3450119327254857e-05,8.057522781054363e-07,3.62900658095506e-08,0.0
1708,3.7341180879073886e-05,7.864187594464056e-07,4.593593315251253e-08,0.0
1709,3.748963795909991e-05,7.864187594464056e-07,3.3950773367256004e-08,0.0
1710,3.7794347788024296e-05,7.864187594464056e-07,3.3950773367256004e-08,0.0
1711,3.776499345674113e-05,7.777569927774104e-07,4.364310208464823e-08,0.0
1712,3.509674258696448e-05,7.994838325333018e-07,6.536994184053973e-08,0.0
1713,3.387262508372909e-05,7.994838325333018e-07,6.536994184053973e-08,0.0
1714,3.2965595372453595e-05,2.17268397558915e-08,4.1065035816245654e-08,0.0
1715,4.1370158734415395e-05,2.17268397558915e-08,3.141916847328373e-08,0.0
1716,4.428091441306086e-05,2.17268397558915e-08,5.7984042963913196e-08,0.0
1717,4.669501166582839e-05,2.17268397558915e-08,6.562544844054433e-08,0.0
1718,5.1389246956594956e-05,2.17268397558915e-08,5.59331197231521e-08,0.0
1719,5.429051348723338e-05,0.0,3.42062799672606e-08,0.0
1720,5.693481528266732e-05,1.812225645738051e-08,4.326740819595086e-08,0.0
1721,6.01829617932838e-05,4.440243068464562e-08,4.326740819595086e-08,0.0
1722,5.856729174930868e-05,1.5258864444993897e-07,5.099499489347181e-08,0.0
1723,5.844752688842293e-05,1.5258864444993897e-07,2.4430120402842348e-08,0.0
1724,5.792139303853868e-05,4.10909111435233e-07,2.2659634676561576e-08,0.0
1725,5.4535741323239305e-05,4.2561501751541595e-07,2.2659634676561576e-08,0.0
1726,5.253328968787433e-05,4.2561501751541595e-07,2.2659634676561576e-08,0.0
1727,5.088013546940472e-05,4.0749276105803543e-07,1.3598506447871322e-08,0.0
1728,4.97581012106301e-05,3.812125868307703e-07,2.6557626447194186e-08,0.0
1729,4.470503855762737e-05,2.9851427996163693e-07,3.794596992179322e-08,0.0
1730,4.5295617642945475e-05,2.9851427996163693e-07,4.612920788206663e-08,0.0
1731,4.528778403515129e-05,4.0193812976342865e-08,4.7225027697907403e-08,0.0
1732,5.161563136165829e-05,2.5487906896159984e-08,5.348355155579806e-08,0.0
1733,5.257055818219669e-05,2.5487906896159984e-08,5.348355155579806e-08,0.0
1734,5.444147505581246e-05,2.5487906896159984e-08,5.348355155579806e-08,0.0
1735,6.53896625278451e-05,2.5487906896159984e-08,5.345828364105338e-08,0.0
1736,6.636758345328937e-05,0.0,3.4342353468933395e-08,0.0
1737,6.602143496690718e-05,0.0,2.615911550865998e-08,0.0
1738,6.553667013317213e-05,5.491816271582398e-09,2.4684192214051237e-08,0.0
1739,5.764842093672736e-05,5.491816271582398e-09,1.8425668356160585e-08,0.0
1740,6.0228214091953956e-05,5.491816271582398e-09,1.8425668356160585e-08,0.0
1741,6.125109679747506e-05,5.491816271582398e-09,1.8425668356160585e-08,0.0
1742,5.480017768734667e-05,5.491816271582398e-09,5.491816271582398e-09,0.0
1743,5.626969920870449e-05,5.491816271582398e-09,5.491816271582398e-09,0.0
1744,5.967462493572384e-05,5.491816271582398e-09,9.955876631043533e-09,0.0
1745,6.208983177202754e-05,0.0,4.464060359461135e-09,0.0
1746,6.960605190085647e-05,0.0,4.464060359461135e-09,0.0
1747,7.241088314913213e-05,0.0,4.464060359461135e-09,0.0
1748,7.420678697859071e-05,0.0,1.1743523994515011e-08,0.0
1749,7.525606425977977e-05,4.955280376504691e-09,1.6698804371019704e-08,0.0
1750,7.316902182148104e-05,4.955280376504691e-09,1.6698804371019704e-08,0.0
1751,6.954136396026505e-05,4.955280376504691e-09,1.2234744011558568e-08,0.0
1752,6.784718581392164e-05,4.955280376504691e-09,1.6133334160680794e-08,0.0
1753,6.683143822426376e-05,4.955280376504691e-09,1.6133334160680794e-08,0.0
1754,6.727674969754714e-05,5.516410591813578e-08,2.45014715817758e-08,0.0
1755,6.67381334226645e-05,5.516410591813578e-08,1.722200794672192e-08,0.0
1756,6.325810318230651e-05,5.62797666248116e-08,1.530219811180749e-08,0.0
1757,6.938695982431195e-05,5.932488988946716e-08,1.530219811180749e-08,0.0
1758,6.793971000921115e-05,6.554005947480488e-08,1.530219811180749e-08,0.0
1759,6.743353307164008e-05,6.554005947480488e-08,1.1403607962685264e-08,0.0
1760,6.632766651039544e-05,7.086279347439423e-08,1.4064974962479937e-08,0.0
1761,6.402182095501172e-05,2.0653967932763147e-08,5.696837541384931e-09,0.0
1762,6.303969972317905e-05,2.0653967932763147e-08,8.379419570912563e-09,0.0
1763,6.385600603867456e-05,1.742170141483257e-08,5.343949029322305e-09,0.0
1764,6.222350358647028e-05,1.437657815017701e-08,8.154628718313818e-09,0.0
1765,6.698483619922107e-05,1.4056225389984839e-08,3.468130443146882e-08,0.0
1766,7.537771099513131e-05,2.7660433943310636e-08,3.808235656980027e-08,0.0
1767,7.611545879626647e-05,1.9606333623300998e-07,1.0314454331908759e-07,0.0
1768,8.048058433424947e-05,1.9606333623300998e-07,1.1387339350830774e-07,0.0
1769,8.235079232170912e-05,1.9606333623300998e-07,1.233758499807891e-07,0.0
1770,8.665308165031352e-05,1.9322466166776004e-07,1.233758499807891e-07,0.0
1771,8.93726828508079e-05,1.9322466166776004e-07,1.2319781410902969e-07,0.0
1772,9.168867628821837e-05,2.1369066364026627e-07,9.93072202248868e-08,0.0
1773,9.280841186409816e-05,2.052768367986703e-07,9.850135894242027e-08,0.0
1774,9.347093873657286e-05,5.560336851268792e-08,3.612273147268752e-08,0.0
1775,9.083512954280845e-05,6.426943599535662e-08,2.5393881283467375e-08,0.0
1776,9.087442283219258e-05,8.054365301697025e-08,4.846964785087948e-08,0.0
1777,8.774740022740193e-05,8.054365301697025e-08,5.138769816020223e-08,0.0
1778,8.626267455318677e-05,1.0001165914478147e-07,5.431734173555469e-08,0.0
1779,8.256037628078567e-05,7.621252606782036e-08,5.424294562723324e-08,0.0
1780,7.673754693574406e-05,7.806956503486617e-08,5.3996895082215294e-08,0.0
1781,7.732790774233373e-05,6.166746453167044e-08,4.8651968802866056e-08,0.0
1782,8.106074632710911e-05,5.300139704900175e-08,5.296823576575857e-08,0.0
1783,8.135083459949653e-05,4.325097740271693e-08,1.7707430696337464e-08,0.0
1784,8.077713261757578e-05,6.322464228349287e-08,5.6401182898671975e-08,0.0
1785,7.980101820846488e-05,6.155598342161284e-08,5.245701790406494e-08,0.0
1786,7.855574325990997e-05,6.83749864346542e-08,5.1235430501403046e-08,0.0
1787,8.083297559226464e-05,6.390584899358081e-08,4.888629019055608e-08,0.0
1788,8.119004633044824e-05,5.886888563923419e-08,5.803215470072993e-08,0.0
1789,7.834980663444315e-05,5.886888563923419e-08,5.371588773783742e-08,0.0
1790,7.98869680563387e-05,5.897417893712438e-08,6.144982668741608e-08,0.0
1791,8.128291873228071e-05,3.900051405634843e-08,2.852575407631873e-08,0.0
1792,8.0232198732639e-05,2.2289428842319533e-08,3.017241770716542e-08,0.0
1793,9.394159652791651e-05,1.3894762229682556e-08,3.5734474173360857e-08,0.0
1794,9.441892429354734e-05,1.8302377835510697e-08,3.97264164421683e-08,0.0
1795,9.854045492829755e-05,2.756181143632424e-08,3.332036817888755e-08,0.0
1796,9.888323360688187e-05,2.756181143632424e-08,3.426852979160344e-08,0.0
1797,0.0001017042574988279,2.4901186192392644e-08,3.163690382684032e-08,0.0
1798,0.00010270638761409958,3.9367602828426536e-08,3.9151561167675e-08,0.0
1799,0.00010748373357013666,5.870550769314166e-08,4.0692931881279396e-08,0.0
1800,9.632776761593829e-05,6.265945273753459e-08,3.873074426254318e-08,0.0
1801,9.67421178107283e-05,6.449602299848525e-08,4.2168249527106486e-08,1.3930214442276728e-09
1802,9.303135344193183e-05,6.130602108506927e-08,4.507208187628667e-08,1.3930214442276728e-09
1803,9.392592931232815e-05,8.552501843236574e-08,5.009091960265063e-08,1.3930214442276728e-09
1804,9.341193799627945e-05,8.460732863519687e-08,5.353077777873036e-08,1.3930214442276728e-09
1805,9.208759001921862e-05,9.221349982015323e-08,4.096387559319023e-08,1.3930214442276728e-09
1806,9.162962461622166e-05,7.411428372604081e-08,3.926031994743491e-08,1.3930214442276728e-09
1807,9.623200769835551e-05,1.3905420510289851e-07,4.352608660797484e-08,1.3930214442276728e-09
1808,9.279866000205012e-05,1.3846944771752794e-07,4.1509992649529133e-08,0.0
1809,9.058529602563275e-05,1.3539558096908877e-07,4.4731659899964275e-08,0.0
1810,9.015350328159652e-05,1.1422771071879976e-07,4.9443605273527935e-08,0.0
1811,8.509528769146917e-05,1.2805257882624638e-07,4.5589112929178555e-08,0.0
1812,8.542798293222274e-05,1.2077990290444112e-07,4.481812711430523e-08,0.0
1813,8.16502735168407e-05,1.2330243721286089e-07,4.5789093405801395e-08,0.0
1814,7.87866540901762e-05,6.658691096918443e-08,4.097148068435022e-08,0.0
1815,8.048182436531144e-05,6.182573208945996e-08,4.154548908072034e-08,0.0
1816,8.772123068670876e-05,6.363379892856561e-08,3.64836275476169e-08,0.0
1817,8.720503787377052e-05,6.298153769941045e-08,3.0088371920961824e-08,0.0
1818,9.105364941725773e-05,6.078675340859263e-08,3.847023855030329e-08,0.0
1819,9.366582630069129e-05,5.710885225036171e-08,4.312061133556913e-08,0.0
1820,9.679279901320115e-05,8.851901256434758e-08,4.995441698391849e-08,0.0
1821,9.861235490201839e-05,8.47391109662762e-08,5.147979135041883e-08,0.0
1822,9.975930151995271e-05,1.1382726126742324e-07,5.410148392773603e-08,0.0
1823,9.520789275744132e-05,1.1301227534740324e-07,5.5635614972158823e-08,0.0
1824,9.517880971543491e-05,1.3368205234850654e-07,5.8326166753529055e-08,0.0
1825,9.497238767965297e-05,1.3381535930128458e-07,5.3360096785581845e-08,0.0
1826,9.75789558391885e-05,1.337136846960415e-07,5.1414641940742256e-08,0.0
1827,9.671082807471976e-05,1.0602882939890281e-07,8.285836474085175e-08,0.0
1828,9.716882154212467e-05,1.1981352291253904e-07,8.102705376497202e-08,0.0
1829,9.68863137781487e-05,8.879487392984434e-08,7.67047304403182e-08,0.0
1830,9.722357935970649e-05,1.167886742235526e-07,7.746663577279378e-08,0.0
1831,9.859607858483546e-05,1.0988370213738108e-07,7.588028516636314e-08,0.0
1832,9.919436083042196e-05,1.0571321824264552e-07,7.297092682482084e-08,0.0
1833,9.473066061868199e-05,1.1160092558018927e-07,7.1442944512715e-08,0.0
1834,9.535062937564882e-05,1.0560100146709114e-07,3.3660159358208016e-08,0.0
1835,9.281145737207095e-05,8.988856998420098e-08,3.47725457316983e-08,0.0
1836,9.334164912745888e-05,1.0703276969487823e-07,3.6640831067659615e-08,0.0
1837,9.299982671758958e-05,8.598946596042164e-08,3.64268876649833e-08,0.0
1838,9.228186848174249e-05,9.47079887530273e-08,3.8289943406409425e-08,0.0
1839,9.271680755773559e-05,1.0005418944152617e-07,4.052240727097407e-08,0.0
1840,9.360143407580576e-05,9.146060239321027e-08,4.1167302202081505e-08,0.0
1841,9.295430105079763e-05,1.1617700477829982e-07,4.1637379512491993e-08,0.0
1842,9.522965722551038e-05,1.2660002214813305e-07,4.301087638428466e-08,0.0
1843,9.419650658466188e-05,1.1630332811104641e-07,4.065918243359842e-08,0.0
1844,9.381937291306843e-05,1.1777722416387146e-07,3.891417220204728e-08,0.0
1845,9.508450602879748e-05,1.0884559539395663e-07,3.593450717939309e-08,0.0
1846,9.410635539097711e-05,1.0042129007713032e-07,3.405166840561183e-08,0.0
1847,9.41284982088421e-05,1.0925818015396414e-07,3.724404911460104e-08,0.0
1848,9.561114503802466e-05,9.295913473904096e-08,4.0791626076952525e-08,0.0
1849,9.484337559635086e-05,8.545112503302984e-08,4.2230749183350524e-08,0.0
1850,9.590634207207975e-05,8.427301117259439e-08,4.834863734767428e-08,0.0
1851,9.76781707972155e-05,7.704687275479825e-08,5.210096125957924e-08,0.0
1852,9.750477225419932e-05,8.759057073299508e-08,5.4453245975797215e-08,1.0112314160640575e-10
1853,9.868672246479296e-05,8.253447855314075e-08,5.5569292913202976e-08,1.0112314160640575e-10
1854,0.0001004821398445139,7.053432174838495e-08,5.506385392095581e-08,1.0112314160640575e-10
1855,0.00010205336210284648,8.043779433007461e-08,5.435315131308016e-08,1.0112314160640575e-10
1856,0.00010302878113829397,7.856455955642819e-08,5.9217950670082635e-08,1.0112314160640575e-10
1857,0.00010478344276115032,7.799165706907323e-08,5.7479558636584575e-08,1.0112314160640575e-10
1858,0.00010640510507593197,8.084830278270211e-08,6.813502803229962e-08,1.0112314160640575e-10
1859,0.00011296286746593458,6.53213300592727e-08,6.955414174772809e-08,0.0
1860,0.00011329735363168376,8.373320069056587e-08,6.990880154132486e-08,0.0
1861,0.00011547247725372602,8.406121919181584e-08,6.903149848572607e-08,0.0
1862,0.0001181935180544055,7.726224587096503e-08,7.05726235545561e-08,0.0
1863,0.00011879000625672884,8.198714342354054e-08,6.805975364240372e-08,0.0
1864,0.00012111584406479128,8.857834948068038e-08,6.736505905483422e-08,0.0
1865,0.00012005263124592602,8.51748538366337e-08,5.589297710376481e-08,0.0
1866,0.00011625196202658117,9.659281070233711e-08,5.647702343886911e-08,0.0
1867,0.00011610511241347663,8.375218385481276e-08,5.7716153634146394e-08,0.0
1868,0.00011330338124285586,9.252309597838706e-08,5.888298559852956e-08,0.0
1869,0.00011011493500388627,9.556706207344437e-08,5.78588062540218e-08,0.0
1870,0.00011028411972802132,9.083319747154356e-08,5.4764357112649775e-08,0.0
1871,0.00010984290150060718,1.0007860597381426e-07,5.567547794222654e-08,0.0
1872,0.00011062740044768102,1.022852969307613e-07,5.547911691954661e-08,0.0
1873,0.00010927999496094085,8.883305418245463e-08,5.282073039276318e-08,0.0
1874,0.00010928283362383289,1.1039889815021655e-07,5.354855251279592e-08,0.0
1875,0.00011104534288668739,1.0509442966671096e-07,5.575404975794689e-08,4.011503034513047e-11
1876,0.00011062980463196124,1.0711973428913422e-07,5.548822252470538e-08,4.011503034513047e-11
1877,0.00010962139640469104,1.1240116443949383e-07,5.6507097667690687e-08,4.011503034513047e-11
1878,0.0001080226689477318,9.659853260148208e-08,5.529235380663522e-08,4.011503034513047e-11
1879,0.00010817232084394033,9.6705072394343e-08,5.783919628957587e-08,4.011503034513047e-11
1880,0.00010856062934700666,1.0641881686979104e-07,5.982943461292831e-08,4.011503034513047e-11
1881,0.00010868290493298056,8.785176776525207e-08,5.7003324473368725e-08,4.011503034513047e-11
1882,0.0001091020364713456,8.820766542580064e-08,5.371417139648267e-08,0.0
1883,0.00010803733104174691,7.504860377594014e-08,5.403604167294621e-08,0.0
1884,0.0001074303696181492,6.960712285928952e-08,5.493627851040271e-08,0.0
1885,0.00010771363823940712,7.091201784500559e-08,5.550099250025856e-08,0.0
1886,0.00010815334722532757,7.036710972637853e-08,5.415772719175038e-08,0.0
