ngram,meat,met,mat,meatt
1639,4.3418820496299304e-05,6.913199104019441e-05,6.580844098737414e-06,0.0
1640,4.4994764591267866e-05,7.108478998166643e-05,6.615036487086659e-06,0.0
1641,4.411107978999748e-05,6.64908360964286e-05,6.9495251214643105e-06,5.972208733900125e-08
1642,4.553399100716758e-05,6.912682614971086e-05,6.274679273181911e-06,1.6767192180720615e-07
1643,4.145599450566806e-05,6.564662648348271e-05,6.2017470229745546e-06,1.6767192180720615e-07
1644,3.8325323008133895e-05,6.590573892546152e-05,6.184936117798705e-06,1.6767192180720615e-07
1645,3.845621852503557e-05,6.511320212406904e-05,5.34208412058693e-06,1.6767192180720615e-07
1646,3.787721652770415e-05,6.634137857223063e-05,5.918717533859308e-06,1.6767192180720615e-07
1647,4.002495240586411e-05,7.412366176140495e-05,5.61524335093314e-06,1.6767192180720615e-07
1648,4.569166152837819e-05,7.603211010323971e-05,5.915722795180045e-06,1.0794983446820489e-07
1649,4.204346883592994e-05,7.453054110685895e-05,6.195818709134723e-06,0.0
1650,5.1227947031813006e-05,7.703612313239969e-05,6.756851787161265e-06,0.0
1651,4.9272330215899274e-05,7.934533745615877e-05,6.631222504438483e-06,0.0
1652,5.3156728037200605e-05,7.991958305605554e-05,7.050460258791905e-06,0.0
1653,5.158638123248238e-05,7.4590855677213e-05,6.443893425966962e-06,0.0
1654,5.4382255776934994e-05,7.024974599646936e-05,7.064790874470159e-06,0.0
1655,5.649307708413939e-05,7.066649102073695e-05,7.374302185780834e-06,0.0
1656,5.629722337679206e-05,6.933928878944633e-05,6.847575085495399e-06,0.0
1657,4.895692914682773e-05,6.487170425576291e-05,6.9818206611671485e-06,0.0
1658,5.519689433900307e-05,6.381334657947133e-05,7.109207282545478e-06,0.0
1659,5.2802083571025704e-05,6.532204653402525e-05,6.469624135466542e-06,0.0
1660,5.44851812134896e-05,7.64637890305104e-05,6.447037549150991e-06,0.0
1661,5.0170993095629714e-05,8.494638937658497e-05,6.350553608821688e-06,0.0
1662,4.6197235600889795e-05,0.0001184547867783944,5.152763573538063e-06,0.0
1663,4.51687239027316e-05,0.00014165637341128395,6.135915782579104e-06,0.0
1664,4.304142333109796e-05,0.000153339295398577,5.629589103201786e-06,0.0
1665,3.674297762959863e-05,0.0001573367730348504,5.735758967213249e-06,0.0
1666,3.8131645071968834e-05,0.00015776076491290172,6.675831043269552e-06,0.0
1667,3.761251069330943e-05,0.00015279206958699172,7.027096281880014e-06,0.0
1668,3.786317574849818e-05,0.00014806869148742408,7.224084194084364e-06,0.0
1669,3.511542594683955e-05,0.00012294862452628358,7.485738154043377e-06,0.0
1670,3.670823649112468e-05,0.00010654212902798983,6.975792920067241e-06,0.0
1671,3.7430123484227806e-05,9.423757105001382e-05,8.30284047229465e-06,0.0
1672,3.786311780069289e-05,8.942406566347927e-05,8.734111945938952e-06,0.0
1673,3.35619250628432e-05,8.947700241281251e-05,8.217124039739637e-06,2.4742870355761885e-08
1674,3.562323555732811e-05,8.875875417808337e-05,8.057443340346384e-06,2.4742870355761885e-08
1675,3.3618599575545106e-05,8.723078956661214e-05,7.709185216039519e-06,2.4742870355761885e-08
1676,3.5611124206168044e-05,8.099246978028012e-05,7.77631664407506e-06,2.4742870355761885e-08
1677,3.483699038042687e-05,7.842769576070298e-05,7.317088732504219e-06,2.4742870355761885e-08
1678,3.580718371917361e-05,8.189265333515192e-05,6.356053680584799e-06,2.4742870355761885e-08
1679,3.346498644012692e-05,0.00010503114338332255,6.167310792599372e-06,2.4742870355761885e-08
1680,3.3759544749045745e-05,0.00010407334879606165,6.538882449344133e-06,0.0
1681,3.1330154992506974e-05,0.00010433343829520579,6.22615393045375e-06,0.0
1682,2.988690123727013e-05,0.00010368803798753236,6.202947653426756e-06,0.0
1683,2.7435025393580353e-05,0.00010469473948303078,6.622728700936672e-06,0.0
1684,2.4676006822638946e-05,0.00010409747691093279,7.374132954802397e-06,0.0
1685,1.9751713417852962e-05,0.0001044118481721463,7.42775864637224e-06,0.0
1686,1.989356704663286e-05,8.420726849830576e-05,7.264548782716572e-06,0.0
1687,1.849986905913933e-05,8.340531037122543e-05,7.205322097953675e-06,0.0
1688,1.5798859359555146e-05,8.336167645341317e-05,6.8172759191449065e-06,0.0
1689,1.4583012021570799e-05,8.066528763655307e-05,6.998291805107978e-06,0.0
1690,1.3801696305953165e-05,7.969752186909318e-05,6.655649550728933e-06,0.0
1691,1.5057037671795115e-05,8.515408574437191e-05,6.021660803006463e-06,0.0
1692,1.6001374595881706e-05,8.357035923316809e-05,5.974834558790982e-06,2.3668044540110193e-08
1693,1.4656701750936918e-05,8.687021805339359e-05,5.710279895408478e-06,2.3668044540110193e-08
1694,1.3486374232992862e-05,9.133032290264964e-05,5.166316116498949e-06,2.3668044540110193e-08
1695,1.3297445808088274e-05,9.756134490349464e-05,5.398348808479828e-06,2.3668044540110193e-08
1696,1.352919545232518e-05,0.0001026713736272151,4.876354231393114e-06,2.3668044540110193e-08
1697,1.4982853567094675e-05,0.00010533701840488772,4.7252863168978365e-06,2.3668044540110193e-08
1698,1.3717501003286867e-05,9.931710519595072e-05,4.5638495781271815e-06,2.3668044540110193e-08
1699,1.2479291074539236e-05,0.00010531142262542354,4.189716589410507e-06,0.0
1700,1.266951007242564e-05,0.00011246920205719237,4.5352447354421855e-06,0.0
1701,1.2774578538353256e-05,0.00011507005443231069,4.495944754775597e-06,9.666759329515377e-09
1702,1.324518747683864e-05,0.00011304361396469176,4.706170297400344e-06,9.666759329515377e-09
1703,1.2636644831738003e-05,0.00011236173928149842,4.899337519808407e-06,9.666759329515377e-09
1704,9.845833964001421e-06,0.0001261109043428275,4.910856659989804e-06,9.666759329515377e-09
1705,9.494119629900005e-06,0.00013188759372237006,4.774607597417864e-06,9.666759329515377e-09
1706,1.0014848287807712e-05,0.00013393335081803213,4.845908344058054e-06,2.0742142226026772e-08
1707,9.335471856632336e-06,0.00012510399288398081,4.458614154957884e-06,3.289459523817381e-08
1708,8.724920007807668e-06,0.0001239145193332141,4.495965023514665e-06,2.3227835908658434e-08
1709,8.010553236610057e-06,0.00012572381820064038,4.282224998470545e-06,2.3227835908658434e-08
1710,8.874528767981766e-06,0.00012366259345851307,4.748463684986096e-06,2.3227835908658434e-08
1711,9.731108288438658e-06,0.00011136649014328473,4.518275708116042e-06,2.3227835908658434e-08
1712,1.222266343704957e-05,0.00010925611007093851,4.698362220421716e-06,2.3227835908658434e-08
1713,1.2711301418936013e-05,0.0001020913228525647,4.673131603080297e-06,1.2152453012147037e-08
1714,1.2837259548957394e-05,0.00010198333620792255,4.830160508260763e-06,0.0
1715,1.3051898349658586e-05,9.699394390086777e-05,4.448917902014468e-06,0.0
1716,1.3498172588047705e-05,9.683337598939293e-05,4.334689752535528e-06,0.0
1717,1.2725437305302226e-05,9.85284277703613e-05,3.739193256738612e-06,0.0
1718,1.1832350732480076e-05,0.00010056814997889367,3.726763420023157e-06,0.0
1719,9.155498446489219e-06,0.00010268984832302002,3.4028977162441672e-06,6.584871061120014e-09
1720,8.390919642157055e-06,0.00010940547612595506,3.2156576383256052e-06,6.584871061120014e-09
1721,8.226699070032087e-06,0.00011166622425662354,3.219357787591954e-06,6.584871061120014e-09
1722,8.434221334547537e-06,0.00011330995870853908,3.611117660641737e-06,6.584871061120014e-09
1723,7.884633045510522e-06,0.00011714231784156124,3.5440069560926143e-06,6.584871061120014e-09
1724,7.905155793456028e-06,0.00012008290650555864,3.548114266647774e-06,6.584871061120014e-09
1725,9.228092819414866e-06,0.0001196892189909704,3.537159175591244e-06,6.584871061120014e-09
1726,1.0001140513590404e-05,0.00012027123739244416,3.620537134858231e-06,0.0
1727,1.0197642300876656e-05,0.00011935972413214455,3.657562891541082e-06,0.0
1728,1.0515070243855007e-05,0.00012097179049825562,3.492643177846081e-06,0.0
1729,1.1188756356464832e-05,0.00011972109704012317,3.180291124798324e-06,0.0
1730,1.1710505272536206e-05,0.00011629113578237593,3.3823051970622534e-06,0.0
1731,1.1127159463545208e-05,0.00012131137295260228,3.418620151153716e-06,0.0
1732,1.1993114315243605e-05,0.00011849860103601324,3.6195739799690533e-06,0.0
1733,1.1199568234587787e-05,0.00012001506963445405,3.851925189987274e-06,0.0
1734,1.2799989040753904e-05,0.00011947742002251158,4.387877652334282e-06,0.0
1735,1.3308412560166158e-05,0.00011653863579600252,4.328664577509958e-06,0.0
1736,1.3191055001828187e-05,0.00011948398085743455,4.634677777305894e-06,0.0
1737,1.228298469868605e-05,0.00011669452734557646,4.490344086402079e-06,0.0
1738,1.2621000938192342e-05,0.0001120162570649492,4.537512560481056e-06,0.0
1739,1.0456156490233428e-05,0.00011645333454777886,4.243653393132263e-06,3.2309164867326346e-09
1740,1.2598583907674765e-05,0.00011430375681292,3.9548267847879155e-06,3.2309164867326346e-09
1741,1.1553919453685271e-05,0.00011063017882406712,3.2652239951858064e-06,3.2309164867326346e-09
1742,1.3512744577123417e-05,0.00010816374976587082,3.4565642376297286e-06,9.608288767789678e-09
1743,1.4488356685303319e-05,0.00010392212737185349,3.316634449999713e-06,9.608288767789678e-09
1744,1.5921895348063636e-05,0.00010554096037854574,3.3166965554950626e-06,1.4072349127250812e-08
1745,1.6254786649889346e-05,0.00010285679724932249,3.226047218569355e-06,1.4072349127250812e-08
1746,1.7630306631742443e-05,9.910401838299419e-05,3.4212869520290823e-06,1.0841432640518178e-08
1747,1.6120192282999468e-05,9.992251476173155e-05,3.399611841814476e-06,1.0841432640518178e-08
1748,1.5949224819321118e-05,0.00010532810535681034,3.5670918480588753e-06,1.0841432640518178e-08
1749,1.446815921164151e-05,0.00011035941757394799,3.3576198217945475e-06,4.464060359461135e-09
1750,1.3353965836618695e-05,0.00011837027497157189,3.4728557238850044e-06,4.464060359461135e-09
1751,1.2959957660184176e-05,0.0001190535310472894,3.5805399615388263e-06,0.0
1752,1.4987332178861834e-05,0.00012081941843332191,3.6715399736359748e-06,0.0
1753,1.6635445717838593e-05,0.00012265934804288139,3.7079324946327167e-06,0.0
1754,1.7406962797394954e-05,0.00012328546082634212,3.936388826072548e-06,0.0
1755,1.9309418868423173e-05,0.00012448065951632868,4.148258150442936e-06,0.0
1756,1.952755909379838e-05,0.0001278980354462484,4.48431865152088e-06,3.035470541590257e-09
1757,2.1536650820053183e-05,0.0001280453839821608,4.8015460509174905e-06,3.035470541590257e-09
1758,2.195483440508334e-05,0.0001294892083803591,4.809756059590395e-06,3.035470541590257e-09
1759,2.037551647455465e-05,0.0001331549563993966,4.76849910618122e-06,6.514265444528584e-09
1760,1.8135485723697847e-05,0.00013376452261582017,4.712610721721181e-06,6.514265444528584e-09
1761,1.901434396651374e-05,0.0001313148802312623,4.613642431650078e-06,6.514265444528584e-09
1762,1.8383073568527054e-05,0.00012555419587962597,4.525287230145685e-06,6.514265444528584e-09
1763,1.844449512386096e-05,0.00012203407511281381,4.3045869720767115e-06,3.4787949029383267e-09
1764,1.8425967937218957e-05,0.00011839722511857482,4.021345570695953e-06,6.28947459192984e-09
1765,2.0577711049034925e-05,0.00011630836836827387,3.943593323388736e-06,6.28947459192984e-09
1766,2.1314395910719342e-05,0.00011420009936305828,4.020048306431688e-06,2.810679688991513e-09
1767,2.355029885490824e-05,0.0001141732105419838,4.023164884919035e-06,5.7551819817750325e-09
1768,2.3092547572949635e-05,0.0001148405738474269,4.154884533948332e-06,5.7551819817750325e-09
1769,2.4103346212151727e-05,0.00011580435966607183,4.017518124653309e-06,5.7551819817750325e-09
1770,2.6028200798983952e-05,0.00011448354988325653,3.985829640181951e-06,5.7551819817750325e-09
1771,2.639077709838083e-05,0.00011367875101443912,3.841177983434006e-06,2.9445022927835194e-09
1772,2.4497148842783645e-05,0.00011367289802624978,3.965949417761294e-06,2.9445022927835194e-09
1773,2.5342181418506827e-05,0.00011395677263083468,3.896154924275054e-06,2.9445022927835194e-09
1774,2.438812277562517e-05,0.00011209023900197021,4.1359901063385355e-06,0.0
1775,2.5001501593838577e-05,0.00011294589577508824,4.095997090709196e-06,0.0
1776,2.4125913634114632e-05,0.00011456546989003462,4.033687283871197e-06,0.0
1777,2.4256057128825758e-05,0.00011867332692158275,4.1568027232382776e-06,0.0
1778,2.283555633247098e-05,0.00011916084414614099,4.189243489755816e-06,0.0
1779,2.244803960950646e-05,0.00011867467609200893,4.171165203713047e-06,0.0
1780,2.1183936041779816e-05,0.00011768629233951547,4.183167415508901e-06,2.349140310846971e-09
1781,2.178054611639319e-05,0.00012169750386549692,4.158720847564317e-06,4.261657185874615e-09
1782,2.242459933248548e-05,0.00012363392618551319,4.089337185827649e-06,8.577924148767124e-09
1783,2.2885113919203703e-05,0.00012441310536814854,4.2309714314926945e-06,1.0752523189288305e-08
1784,2.247368839951897e-05,0.00011828432512369805,4.290564902476035e-06,1.0752523189288305e-08
1785,2.296145482562549e-05,0.00011730260406953416,4.511388819342496e-06,1.2370645587265829e-08
1786,2.354219031985849e-05,0.00011664279424751709,4.324431172010788e-06,1.2370645587265829e-08
1787,2.47839969753321e-05,0.00011549845865894375,4.347569496790779e-06,1.0021505276418857e-08
1788,2.5410768492812557e-05,0.00011033010689841052,4.196887857688125e-06,9.415540474273193e-09
1789,2.5163968270395083e-05,0.00010569507659446182,4.225289103487739e-06,5.099273511380684e-09
1790,2.510208157348513e-05,0.00010270543758191966,4.346442210589885e-06,5.134371277344079e-09
1791,2.3761450003283763e-05,0.00010264778497262991,4.2819335703825345e-06,5.134371277344079e-09
1792,2.4485255510496374e-05,0.0001022541307195622,4.155057500351436e-06,4.604510931268838e-09
1793,2.6244519696254948e-05,0.00010003034445357375,4.322971043230999e-06,5.590533052363915e-09
1794,2.641292303451337e-05,9.982209615243067e-05,4.410094009342304e-06,5.590533052363915e-09
1795,2.524637472691081e-05,0.00010076060841259147,4.400548147844217e-06,5.197253104073849e-09
1796,2.4932434826041572e-05,0.00010225444670400716,4.526533367814929e-06,5.197253104073849e-09
1797,2.5243518653691615e-05,0.00010298226802011154,4.52646099802223e-06,2.987556297589273e-09
1798,2.6889542693554957e-05,0.00010339706724542859,4.446601971202264e-06,2.987556297589273e-09
1799,2.7232404525940573e-05,0.00010281215613109193,4.3351343330349275e-06,1.89929424568699e-09
1800,2.548422708059661e-05,0.00010242882022534363,4.165994239104163e-06,9.132721245919129e-10
1801,2.5595536759023423e-05,0.00010180331862232248,3.981928232730882e-06,1.8419530662632561e-09
1802,2.6493398243993787e-05,0.00010188477816492585,3.819218915980725e-06,1.7969345376757572e-09
1803,2.6805387928366793e-05,0.00010201369358193395,3.5780090651574677e-06,2.8499343837243683e-09
1804,2.7283961701739046e-05,0.00010117595125588455,3.536293336635156e-06,2.8499343837243683e-09
1805,2.6750238768207574e-05,0.00010215714948052275,3.4204250433893842e-06,3.369289387172054e-09
1806,2.6443184521797646e-05,0.0001023770944032419,3.376804313250302e-06,3.6278394891350476e-09
1807,2.7646458745169055e-05,0.00010431408424795206,3.4659703942452325e-06,3.6278394891350476e-09
1808,2.77063775554e-05,0.00010508593862011497,3.538481483441761e-06,4.111337619556415e-09
1809,2.7323802247078026e-05,0.0001060032393849854,3.547847070097175e-06,7.947129176955059e-09
1810,2.6918559472375948e-05,0.00010570779912606148,3.5529068814607205e-06,7.765879939114484e-09
1811,2.6476013642552842e-05,0.00010677714245892795,3.389167789334481e-06,1.5500549732649915e-08
1812,2.6361825283467105e-05,0.00010614652273943648,3.3790779525588732e-06,1.498119472920223e-08
1813,2.6161826099269092e-05,0.00010708059874429767,3.3555021283453764e-06,2.054202668284282e-08
1814,2.560130399485518e-05,0.00010738470778700762,3.3542170123317713e-06,2.2004733590819114e-08
1815,2.5219977812542182e-05,0.00010733771549504516,3.33418188347423e-06,2.0978835938275812e-08
1816,2.5077288228203543e-05,0.00010526091292766588,3.2714445816444434e-06,1.6274790784872754e-08
1817,2.4834178995141493e-05,0.00010691308852983639,3.2309188294935405e-06,1.6259778031927193e-08
1818,2.4730906651322065e-05,0.00010771753191615321,3.2962719030495336e-06,8.704143104689064e-09
1819,2.4759029786634657e-05,0.00010825008939718828,3.4086845386939657e-06,8.854440545848417e-09
1820,2.532913224838142e-05,0.00010877026008009645,3.441382075054987e-06,3.1824554261713647e-09
1821,2.5561976404528002e-05,0.00010899695085494645,3.427884881343094e-06,2.233965536367423e-09
1822,2.542322155412486e-05,0.00010937834408001177,3.3115446577929627e-06,1.8476841168180158e-09
1823,2.5366701135810998e-05,0.00011087635149514037,3.4069232047581214e-06,2.1286096536193052e-09
