ngram,sand,sand,sand,sand
1549,1.0167888880070158e-05,1.0167888880070158e-05,1.0167888880070158e-05,1.0167888880070158e-05
1550,1.1248580303150188e-05,1.1248580303150188e-05,1.1248580303150188e-05,1.1248580303150188e-05
1551,1.2914252806695004e-05,1.2914252806695004e-05,1.2914252806695004e-05,1.2914252806695004e-05
1552,2.1299664435251282e-05,2.1299664435251282e-05,2.1299664435251282e-05,2.1299664435251282e-05
1553,2.1019958239776315e-05,2.1019958239776315e-05,2.1019958239776315e-05,2.1019958239776315e-05
1554,1.7742817038067316e-05,1.7742817038067316e-05,1.7742817038067316e-05,1.7742817038067316e-05
1555,1.2696205301056449e-05,1.2696205301056449e-05,1.2696205301056449e-05,1.2696205301056449e-05
1556,1.2696205301056449e-05,1.2696205301056449e-05,1.2696205301056449e-05,1.2696205301056449e-05
1557,1.161551387797642e-05,1.161551387797642e-05,1.161551387797642e-05,1.161551387797642e-05
1558,9.254316734898436e-06,9.254316734898436e-06,9.254316734898436e-06,9.254316734898436e-06
1559,6.009850039845333e-07,6.009850039845333e-07,6.009850039845333e-07,6.009850039845333e-07
1560,1.4983654961854751e-06,1.4983654961854751e-06,1.4983654961854751e-06,1.4983654961854751e-06
1561,1.4983654961854751e-06,1.4983654961854751e-06,1.4983654961854751e-06,1.4983654961854751e-06
1562,8.973804922009419e-07,8.973804922009419e-07,8.973804922009419e-07,8.973804922009419e-07
1563,1.352002202890747e-06,1.352002202890747e-06,1.352002202890747e-06,1.352002202890747e-06
1564,1.352002202890747e-06,1.352002202890747e-06,1.352002202890747e-06,1.352002202890747e-06
1565,2.2599814915987997e-05,2.2599814915987997e-05,2.2599814915987997e-05,2.2599814915987997e-05
1566,2.2599814915987997e-05,2.2599814915987997e-05,2.2599814915987997e-05,2.2599814915987997e-05
1567,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05
1568,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05
1569,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05,2.1702434423787054e-05
1570,2.1247812713097248e-05,2.1247812713097248e-05,2.1247812713097248e-05,2.1247812713097248e-05
1571,2.1247812713097248e-05,2.1247812713097248e-05,2.1247812713097248e-05,2.1247812713097248e-05
1572,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06
1573,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06
1574,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06,1.0399215690475622e-06
1575,3.5544808270060457e-06,3.5544808270060457e-06,3.5544808270060457e-06,3.5544808270060457e-06
1576,4.455841722769297e-06,4.455841722769297e-06,4.455841722769297e-06,4.455841722769297e-06
1577,4.455841722769297e-06,4.455841722769297e-06,4.455841722769297e-06,4.455841722769297e-06
1578,5.660407298689409e-06,5.660407298689409e-06,5.660407298689409e-06,5.660407298689409e-06
1579,5.913995339921842e-06,5.913995339921842e-06,5.913995339921842e-06,5.913995339921842e-06
1580,5.913995339921842e-06,5.913995339921842e-06,5.913995339921842e-06,5.913995339921842e-06
1581,7.100610088985247e-06,7.100610088985247e-06,7.100610088985247e-06,7.100610088985247e-06
1582,5.424013579613529e-06,5.424013579613529e-06,5.424013579613529e-06,5.424013579613529e-06
1583,4.762963986390137e-06,4.762963986390137e-06,4.762963986390137e-06,4.762963986390137e-06
1584,6.561187157266042e-06,6.561187157266042e-06,6.561187157266042e-06,6.561187157266042e-06
1585,5.9227758616283865e-06,5.9227758616283865e-06,5.9227758616283865e-06,5.9227758616283865e-06
1586,5.3481600973879854e-06,5.3481600973879854e-06,5.3481600973879854e-06,5.3481600973879854e-06
1587,6.040319216741149e-06,6.040319216741149e-06,6.040319216741149e-06,6.040319216741149e-06
1588,5.523210282782591e-06,5.523210282782591e-06,5.523210282782591e-06,5.523210282782591e-06
1589,5.245426953998893e-06,5.245426953998893e-06,5.245426953998893e-06,5.245426953998893e-06
1590,5.78504256866706e-06,5.78504256866706e-06,5.78504256866706e-06,5.78504256866706e-06
1591,4.786419789784954e-06,4.786419789784954e-06,4.786419789784954e-06,4.786419789784954e-06
1592,5.4142090968006026e-06,5.4142090968006026e-06,5.4142090968006026e-06,5.4142090968006026e-06
1593,5.3651454306548525e-06,5.3651454306548525e-06,5.3651454306548525e-06,5.3651454306548525e-06
1594,5.175881077385773e-06,5.175881077385773e-06,5.175881077385773e-06,5.175881077385773e-06
1595,6.309563624589438e-06,6.309563624589438e-06,6.309563624589438e-06,6.309563624589438e-06
1596,1.900573202614656e-05,1.900573202614656e-05,1.900573202614656e-05,1.900573202614656e-05
1597,2.0162798591627507e-05,2.0162798591627507e-05,2.0162798591627507e-05,2.0162798591627507e-05
1598,2.002670693660288e-05,2.002670693660288e-05,2.002670693660288e-05,2.002670693660288e-05
1599,1.895067449757854e-05,1.895067449757854e-05,1.895067449757854e-05,1.895067449757854e-05
1600,1.9026386878197498e-05,1.9026386878197498e-05,1.9026386878197498e-05,1.9026386878197498e-05
1601,2.0867378452749108e-05,2.0867378452749108e-05,2.0867378452749108e-05,2.0867378452749108e-05
1602,2.0003796537691543e-05,2.0003796537691543e-05,2.0003796537691543e-05,2.0003796537691543e-05
1603,6.747448716331357e-06,6.747448716331357e-06,6.747448716331357e-06,6.747448716331357e-06
1604,5.321266176646791e-06,5.321266176646791e-06,5.321266176646791e-06,5.321266176646791e-06
1605,5.107505005850856e-06,5.107505005850856e-06,5.107505005850856e-06,5.107505005850856e-06
1606,8.433038504205928e-06,8.433038504205928e-06,8.433038504205928e-06,8.433038504205928e-06
1607,9.180490094097746e-06,9.180490094097746e-06,9.180490094097746e-06,9.180490094097746e-06
1608,9.831767816389661e-06,9.831767816389661e-06,9.831767816389661e-06,9.831767816389661e-06
1609,9.458183317942062e-06,9.458183317942062e-06,9.458183317942062e-06,9.458183317942062e-06
1610,1.0605217637151196e-05,1.0605217637151196e-05,1.0605217637151196e-05,1.0605217637151196e-05
1611,1.0606468094920274e-05,1.0606468094920274e-05,1.0606468094920274e-05,1.0606468094920274e-05
1612,1.0425721256979159e-05,1.0425721256979159e-05,1.0425721256979159e-05,1.0425721256979159e-05
1613,8.58038145322228e-06,8.58038145322228e-06,8.58038145322228e-06,8.58038145322228e-06
1614,9.394655567770574e-06,9.394655567770574e-06,9.394655567770574e-06,9.394655567770574e-06
1615,7.923264515089354e-06,7.923264515089354e-06,7.923264515089354e-06,7.923264515089354e-06
1616,8.078091631042688e-06,8.078091631042688e-06,8.078091631042688e-06,8.078091631042688e-06
1617,8.413553294823422e-06,8.413553294823422e-06,8.413553294823422e-06,8.413553294823422e-06
1618,8.492354741714994e-06,8.492354741714994e-06,8.492354741714994e-06,8.492354741714994e-06
1619,1.0924181944054518e-05,1.0924181944054518e-05,1.0924181944054518e-05,1.0924181944054518e-05
1620,1.0031249530584319e-05,1.0031249530584319e-05,1.0031249530584319e-05,1.0031249530584319e-05
1621,1.1649177200264863e-05,1.1649177200264863e-05,1.1649177200264863e-05,1.1649177200264863e-05
1622,1.0617843047709488e-05,1.0617843047709488e-05,1.0617843047709488e-05,1.0617843047709488e-05
1623,1.2591135828188271e-05,1.2591135828188271e-05,1.2591135828188271e-05,1.2591135828188271e-05
1624,1.2452629529694345e-05,1.2452629529694345e-05,1.2452629529694345e-05,1.2452629529694345e-05
1625,1.310773700424761e-05,1.310773700424761e-05,1.310773700424761e-05,1.310773700424761e-05
1626,1.3621614503530769e-05,1.3621614503530769e-05,1.3621614503530769e-05,1.3621614503530769e-05
1627,1.3555527435268491e-05,1.3555527435268491e-05,1.3555527435268491e-05,1.3555527435268491e-05
1628,1.3823075570534066e-05,1.3823075570534066e-05,1.3823075570534066e-05,1.3823075570534066e-05
1629,1.3825812792284914e-05,1.3825812792284914e-05,1.3825812792284914e-05,1.3825812792284914e-05
1630,1.2511654923790566e-05,1.2511654923790566e-05,1.2511654923790566e-05,1.2511654923790566e-05
1631,1.2584664870831017e-05,1.2584664870831017e-05,1.2584664870831017e-05,1.2584664870831017e-05
1632,1.1796825219789753e-05,1.1796825219789753e-05,1.1796825219789753e-05,1.1796825219789753e-05
1633,9.267583793968828e-06,9.267583793968828e-06,9.267583793968828e-06,9.267583793968828e-06
1634,1.0726607212875803e-05,1.0726607212875803e-05,1.0726607212875803e-05,1.0726607212875803e-05
1635,1.0896807972520556e-05,1.0896807972520556e-05,1.0896807972520556e-05,1.0896807972520556e-05
1636,1.1617453635283579e-05,1.1617453635283579e-05,1.1617453635283579e-05,1.1617453635283579e-05
1637,1.1408031696191756e-05,1.1408031696191756e-05,1.1408031696191756e-05,1.1408031696191756e-05
1638,1.1337732822929475e-05,1.1337732822929475e-05,1.1337732822929475e-05,1.1337732822929475e-05
1639,1.2203396116612047e-05,1.2203396116612047e-05,1.2203396116612047e-05,1.2203396116612047e-05
1640,1.41909414586345e-05,1.41909414586345e-05,1.41909414586345e-05,1.41909414586345e-05
1641,1.2809497742897033e-05,1.2809497742897033e-05,1.2809497742897033e-05,1.2809497742897033e-05
1642,9.849900769560399e-06,9.849900769560399e-06,9.849900769560399e-06,9.849900769560399e-06
1643,9.898593296903918e-06,9.898593296903918e-06,9.898593296903918e-06,9.898593296903918e-06
1644,9.186338599777497e-06,9.186338599777497e-06,9.186338599777497e-06,9.186338599777497e-06
1645,8.723740815444866e-06,8.723740815444866e-06,8.723740815444866e-06,8.723740815444866e-06
1646,8.407330986821243e-06,8.407330986821243e-06,8.407330986821243e-06,8.407330986821243e-06
1647,8.751642553761485e-06,8.751642553761485e-06,8.751642553761485e-06,8.751642553761485e-06
1648,9.181208335056518e-06,9.181208335056518e-06,9.181208335056518e-06,9.181208335056518e-06
1649,9.34241601109014e-06,9.34241601109014e-06,9.34241601109014e-06,9.34241601109014e-06
1650,1.0932710503246718e-05,1.0932710503246718e-05,1.0932710503246718e-05,1.0932710503246718e-05
1651,1.1936405891382102e-05,1.1936405891382102e-05,1.1936405891382102e-05,1.1936405891382102e-05
1652,1.1943045267668953e-05,1.1943045267668953e-05,1.1943045267668953e-05,1.1943045267668953e-05
1653,1.2066297780880372e-05,1.2066297780880372e-05,1.2066297780880372e-05,1.2066297780880372e-05
1654,1.0334955602177485e-05,1.0334955602177485e-05,1.0334955602177485e-05,1.0334955602177485e-05
1655,1.1396640340015957e-05,1.1396640340015957e-05,1.1396640340015957e-05,1.1396640340015957e-05
1656,1.0738231399695256e-05,1.0738231399695256e-05,1.0738231399695256e-05,1.0738231399695256e-05
1657,8.884382233580773e-06,8.884382233580773e-06,8.884382233580773e-06,8.884382233580773e-06
1658,8.60192345239089e-06,8.60192345239089e-06,8.60192345239089e-06,8.60192345239089e-06
1659,9.383874774877249e-06,9.383874774877249e-06,9.383874774877249e-06,9.383874774877249e-06
1660,8.734286926223181e-06,8.734286926223181e-06,8.734286926223181e-06,8.734286926223181e-06
1661,8.926387148936296e-06,8.926387148936296e-06,8.926387148936296e-06,8.926387148936296e-06
1662,8.098866763767936e-06,8.098866763767936e-06,8.098866763767936e-06,8.098866763767936e-06
1663,8.178144818365191e-06,8.178144818365191e-06,8.178144818365191e-06,8.178144818365191e-06
1664,9.338849232725416e-06,9.338849232725416e-06,9.338849232725416e-06,9.338849232725416e-06
1665,8.820679568088963e-06,8.820679568088963e-06,8.820679568088963e-06,8.820679568088963e-06
1666,8.865766988362469e-06,8.865766988362469e-06,8.865766988362469e-06,8.865766988362469e-06
1667,9.974881712488631e-06,9.974881712488631e-06,9.974881712488631e-06,9.974881712488631e-06
1668,1.1340761765105916e-05,1.1340761765105916e-05,1.1340761765105916e-05,1.1340761765105916e-05
1669,1.0649310687378083e-05,1.0649310687378083e-05,1.0649310687378083e-05,1.0649310687378083e-05
1670,1.0552816937498782e-05,1.0552816937498782e-05,1.0552816937498782e-05,1.0552816937498782e-05
1671,9.799119847489887e-06,9.799119847489887e-06,9.799119847489887e-06,9.799119847489887e-06
1672,1.0392376225354383e-05,1.0392376225354383e-05,1.0392376225354383e-05,1.0392376225354383e-05
1673,9.639567062030047e-06,9.639567062030047e-06,9.639567062030047e-06,9.639567062030047e-06
1674,8.862666618369985e-06,8.862666618369985e-06,8.862666618369985e-06,8.862666618369985e-06
1675,6.705077599430556e-06,6.705077599430556e-06,6.705077599430556e-06,6.705077599430556e-06
1676,7.089796261945074e-06,7.089796261945074e-06,7.089796261945074e-06,7.089796261945074e-06
1677,6.503141159035815e-06,6.503141159035815e-06,6.503141159035815e-06,6.503141159035815e-06
1678,6.369962810432688e-06,6.369962810432688e-06,6.369962810432688e-06,6.369962810432688e-06
1679,5.830556964221094e-06,5.830556964221094e-06,5.830556964221094e-06,5.830556964221094e-06
1680,5.861191149441376e-06,5.861191149441376e-06,5.861191149441376e-06,5.861191149441376e-06
1681,6.2785996500939035e-06,6.2785996500939035e-06,6.2785996500939035e-06,6.2785996500939035e-06
1682,6.600281299792446e-06,6.600281299792446e-06,6.600281299792446e-06,6.600281299792446e-06
1683,6.453442080913062e-06,6.453442080913062e-06,6.453442080913062e-06,6.453442080913062e-06
1684,6.852484213076033e-06,6.852484213076033e-06,6.852484213076033e-06,6.852484213076033e-06
1685,6.1030472612141495e-06,6.1030472612141495e-06,6.1030472612141495e-06,6.1030472612141495e-06
1686,6.5482490754220635e-06,6.5482490754220635e-06,6.5482490754220635e-06,6.5482490754220635e-06
1687,6.253044505553719e-06,6.253044505553719e-06,6.253044505553719e-06,6.253044505553719e-06
1688,5.6746549879400324e-06,5.6746549879400324e-06,5.6746549879400324e-06,5.6746549879400324e-06
1689,5.013886201205813e-06,5.013886201205813e-06,5.013886201205813e-06,5.013886201205813e-06
1690,7.888025753085717e-06,7.888025753085717e-06,7.888025753085717e-06,7.888025753085717e-06
1691,7.602630733215067e-06,7.602630733215067e-06,7.602630733215067e-06,7.602630733215067e-06
1692,8.521029842865704e-06,8.521029842865704e-06,8.521029842865704e-06,8.521029842865704e-06
1693,7.893573508356764e-06,7.893573508356764e-06,7.893573508356764e-06,7.893573508356764e-06
1694,7.485798570477138e-06,7.485798570477138e-06,7.485798570477138e-06,7.485798570477138e-06
1695,8.213621965426552e-06,8.213621965426552e-06,8.213621965426552e-06,8.213621965426552e-06
1696,8.905571543696819e-06,8.905571543696819e-06,8.905571543696819e-06,8.905571543696819e-06
1697,6.214016691176637e-06,6.214016691176637e-06,6.214016691176637e-06,6.214016691176637e-06
1698,6.9285623080109616e-06,6.9285623080109616e-06,6.9285623080109616e-06,6.9285623080109616e-06
1699,6.125219085463739e-06,6.125219085463739e-06,6.125219085463739e-06,6.125219085463739e-06
1700,6.424111364010189e-06,6.424111364010189e-06,6.424111364010189e-06,6.424111364010189e-06
1701,6.953159299882827e-06,6.953159299882827e-06,6.953159299882827e-06,6.953159299882827e-06
1702,6.100400859005666e-06,6.100400859005666e-06,6.100400859005666e-06,6.100400859005666e-06
1703,5.657393785440945e-06,5.657393785440945e-06,5.657393785440945e-06,5.657393785440945e-06
1704,5.4141621603776e-06,5.4141621603776e-06,5.4141621603776e-06,5.4141621603776e-06
1705,5.172000685758706e-06,5.172000685758706e-06,5.172000685758706e-06,5.172000685758706e-06
1706,5.329020723365829e-06,5.329020723365829e-06,5.329020723365829e-06,5.329020723365829e-06
1707,5.57872645653593e-06,5.57872645653593e-06,5.57872645653593e-06,5.57872645653593e-06
1708,5.490137839712718e-06,5.490137839712718e-06,5.490137839712718e-06,5.490137839712718e-06
1709,5.8406169825632655e-06,5.8406169825632655e-06,5.8406169825632655e-06,5.8406169825632655e-06
1710,6.328938070510048e-06,6.328938070510048e-06,6.328938070510048e-06,6.328938070510048e-06
1711,6.179993761179503e-06,6.179993761179503e-06,6.179993761179503e-06,6.179993761179503e-06
1712,6.215077389372579e-06,6.215077389372579e-06,6.215077389372579e-06,6.215077389372579e-06
1713,6.164092870416685e-06,6.164092870416685e-06,6.164092870416685e-06,6.164092870416685e-06
1714,6.097115276913558e-06,6.097115276913558e-06,6.097115276913558e-06,6.097115276913558e-06
1715,6.032048206959319e-06,6.032048206959319e-06,6.032048206959319e-06,6.032048206959319e-06
1716,6.2610917796389136e-06,6.2610917796389136e-06,6.2610917796389136e-06,6.2610917796389136e-06
1717,6.261624938425874e-06,6.261624938425874e-06,6.261624938425874e-06,6.261624938425874e-06
1718,6.403727573862332e-06,6.403727573862332e-06,6.403727573862332e-06,6.403727573862332e-06
1719,6.033466044235476e-06,6.033466044235476e-06,6.033466044235476e-06,6.033466044235476e-06
1720,6.2746859969463135e-06,6.2746859969463135e-06,6.2746859969463135e-06,6.2746859969463135e-06
1721,5.864539291776184e-06,5.864539291776184e-06,5.864539291776184e-06,5.864539291776184e-06
1722,7.329334364060612e-06,7.329334364060612e-06,7.329334364060612e-06,7.329334364060612e-06
1723,7.235193541938705e-06,7.235193541938705e-06,7.235193541938705e-06,7.235193541938705e-06
1724,7.776358675723064e-06,7.776358675723064e-06,7.776358675723064e-06,7.776358675723064e-06
1725,8.086143290191622e-06,8.086143290191622e-06,8.086143290191622e-06,8.086143290191622e-06
1726,8.075951460081601e-06,8.075951460081601e-06,8.075951460081601e-06,8.075951460081601e-06
1727,7.847829920137883e-06,7.847829920137883e-06,7.847829920137883e-06,7.847829920137883e-06
1728,7.96909661663189e-06,7.96909661663189e-06,7.96909661663189e-06,7.96909661663189e-06
1729,6.543572096364057e-06,6.543572096364057e-06,6.543572096364057e-06,6.543572096364057e-06
1730,6.35735019776413e-06,6.35735019776413e-06,6.35735019776413e-06,6.35735019776413e-06
1731,5.511380322786863e-06,5.511380322786863e-06,5.511380322786863e-06,5.511380322786863e-06
1732,5.506346139684735e-06,5.506346139684735e-06,5.506346139684735e-06,5.506346139684735e-06
1733,5.553489440249645e-06,5.553489440249645e-06,5.553489440249645e-06,5.553489440249645e-06
1734,7.839369702976131e-06,7.839369702976131e-06,7.839369702976131e-06,7.839369702976131e-06
1735,7.889690095908009e-06,7.889690095908009e-06,7.889690095908009e-06,7.889690095908009e-06
1736,8.317939643477854e-06,8.317939643477854e-06,8.317939643477854e-06,8.317939643477854e-06
1737,8.25973334680644e-06,8.25973334680644e-06,8.25973334680644e-06,8.25973334680644e-06
1738,8.023148309023651e-06,8.023148309023651e-06,8.023148309023651e-06,8.023148309023651e-06
1739,7.98342184030584e-06,7.98342184030584e-06,7.98342184030584e-06,7.98342184030584e-06
1740,8.478996603246611e-06,8.478996603246611e-06,8.478996603246611e-06,8.478996603246611e-06
1741,6.396073721199562e-06,6.396073721199562e-06,6.396073721199562e-06,6.396073721199562e-06
1742,7.1952535368576975e-06,7.1952535368576975e-06,7.1952535368576975e-06,7.1952535368576975e-06
1743,7.475529400835512e-06,7.475529400835512e-06,7.475529400835512e-06,7.475529400835512e-06
1744,8.10447954791016e-06,8.10447954791016e-06,8.10447954791016e-06,8.10447954791016e-06
1745,9.94656556940754e-06,9.94656556940754e-06,9.94656556940754e-06,9.94656556940754e-06
1746,1.0031855124127884e-05,1.0031855124127884e-05,1.0031855124127884e-05,1.0031855124127884e-05
1747,9.961032771700826e-06,9.961032771700826e-06,9.961032771700826e-06,9.961032771700826e-06
1748,1.0174167333129194e-05,1.0174167333129194e-05,1.0174167333129194e-05,1.0174167333129194e-05
1749,9.307561543079959e-06,9.307561543079959e-06,9.307561543079959e-06,9.307561543079959e-06
1750,9.293707600071294e-06,9.293707600071294e-06,9.293707600071294e-06,9.293707600071294e-06
1751,9.224176340337311e-06,9.224176340337311e-06,9.224176340337311e-06,9.224176340337311e-06
1752,8.460214043485134e-06,8.460214043485134e-06,8.460214043485134e-06,8.460214043485134e-06
1753,1.0881757979015155e-05,1.0881757979015155e-05,1.0881757979015155e-05,1.0881757979015155e-05
1754,1.2808325144370819e-05,1.2808325144370819e-05,1.2808325144370819e-05,1.2808325144370819e-05
1755,1.6869337222098174e-05,1.6869337222098174e-05,1.6869337222098174e-05,1.6869337222098174e-05
1756,1.8904797408530222e-05,1.8904797408530222e-05,1.8904797408530222e-05,1.8904797408530222e-05
1757,2.065758417302277e-05,2.065758417302277e-05,2.065758417302277e-05,2.065758417302277e-05
1758,2.0843258425884414e-05,2.0843258425884414e-05,2.0843258425884414e-05,2.0843258425884414e-05
1759,2.093996954499744e-05,2.093996954499744e-05,2.093996954499744e-05,2.093996954499744e-05
1760,1.9408595627672704e-05,1.9408595627672704e-05,1.9408595627672704e-05,1.9408595627672704e-05
1761,1.9600811096357313e-05,1.9600811096357313e-05,1.9600811096357313e-05,1.9600811096357313e-05
1762,1.7862252726834932e-05,1.7862252726834932e-05,1.7862252726834932e-05,1.7862252726834932e-05
1763,1.6736231892926818e-05,1.6736231892926818e-05,1.6736231892926818e-05,1.6736231892926818e-05
1764,1.6445566741042838e-05,1.6445566741042838e-05,1.6445566741042838e-05,1.6445566741042838e-05
1765,1.727831009442785e-05,1.727831009442785e-05,1.727831009442785e-05,1.727831009442785e-05
1766,1.733853566422892e-05,1.733853566422892e-05,1.733853566422892e-05,1.733853566422892e-05
1767,1.7299868756838676e-05,1.7299868756838676e-05,1.7299868756838676e-05,1.7299868756838676e-05
1768,1.8913769183979768e-05,1.8913769183979768e-05,1.8913769183979768e-05,1.8913769183979768e-05
1769,1.782222716428805e-05,1.782222716428805e-05,1.782222716428805e-05,1.782222716428805e-05
1770,1.9649274041252545e-05,1.9649274041252545e-05,1.9649274041252545e-05,1.9649274041252545e-05
1771,2.043140336484482e-05,2.043140336484482e-05,2.043140336484482e-05,2.043140336484482e-05
1772,2.1064038524595423e-05,2.1064038524595423e-05,2.1064038524595423e-05,2.1064038524595423e-05
1773,2.2755058385623022e-05,2.2755058385623022e-05,2.2755058385623022e-05,2.2755058385623022e-05
1774,2.4373888663831167e-05,2.4373888663831167e-05,2.4373888663831167e-05,2.4373888663831167e-05
1775,2.241395772476348e-05,2.241395772476348e-05,2.241395772476348e-05,2.241395772476348e-05
1776,2.3457546766232034e-05,2.3457546766232034e-05,2.3457546766232034e-05,2.3457546766232034e-05
1777,2.5836883911064694e-05,2.5836883911064694e-05,2.5836883911064694e-05,2.5836883911064694e-05
1778,2.45296139058025e-05,2.45296139058025e-05,2.45296139058025e-05,2.45296139058025e-05
1779,2.31211548192992e-05,2.31211548192992e-05,2.31211548192992e-05,2.31211548192992e-05
1780,2.1688089353639433e-05,2.1688089353639433e-05,2.1688089353639433e-05,2.1688089353639433e-05
1781,2.0922783083473666e-05,2.0922783083473666e-05,2.0922783083473666e-05,2.0922783083473666e-05
1782,2.2110479741448736e-05,2.2110479741448736e-05,2.2110479741448736e-05,2.2110479741448736e-05
1783,2.2078815293623067e-05,2.2078815293623067e-05,2.2078815293623067e-05,2.2078815293623067e-05
1784,1.880602251601106e-05,1.880602251601106e-05,1.880602251601106e-05,1.880602251601106e-05
1785,1.9761577927316205e-05,1.9761577927316205e-05,1.9761577927316205e-05,1.9761577927316205e-05
1786,2.0457370997714213e-05,2.0457370997714213e-05,2.0457370997714213e-05,2.0457370997714213e-05
1787,2.2270043180989368e-05,2.2270043180989368e-05,2.2270043180989368e-05,2.2270043180989368e-05
