ngram,drama,draam,draama
2010,1.5712053287383503e-05,8.523614626609888e-11,6.751689534837243e-11
2011,1.5475540489465596e-05,6.92882098422633e-11,6.630444853875491e-11
2012,1.5637087017239537e-05,9.287522313716767e-11,7.275809766179745e-11
2013,1.576823433424579e-05,7.743550617191262e-11,6.761152550525753e-11
2014,1.5744230560293155e-05,8.24598452516177e-11,7.783161416950537e-11
2015,1.560326966552696e-05,1.0975279241979115e-10,1.052641535445201e-10
2016,1.5805228421023848e-05,1.2852824979909487e-10,1.2403961092382383e-10
2017,1.566116300940242e-05,1.451734126430478e-10,1.2560803092087625e-10
2018,1.5536724276898894e-05,1.612093833425199e-10,1.3123157005523466e-10
2019,1.5192060118351947e-05,1.0806422250098091e-10,1.2666045989817576e-10
