ngram,people,peple,poeple,peoople
1673,0.0004344923862455679,2.4600601428963794e-08,5.990818457186314e-08,0.0
1674,0.0004119651816186628,2.4600601428963794e-08,5.990818457186314e-08,0.0
1675,0.0003920717489173902,2.4600601428963794e-08,5.990818457186314e-08,0.0
1676,0.00040157080262101123,2.4600601428963794e-08,8.589302069594851e-08,0.0
1677,0.0003931512307774808,2.4600601428963794e-08,8.589302069594851e-08,0.0
1678,0.0003905196457968226,2.4600601428963794e-08,8.589302069594851e-08,0.0
1679,0.0003829963347275874,0.0,8.589302069594851e-08,0.0
1680,0.00035171374578827193,0.0,8.589302069594851e-08,0.0
1681,0.00034449783769170087,0.0,8.589302069594851e-08,0.0
1682,0.00032488260019038407,0.0,1.6653715257624363e-07,0.0
1683,0.00031561773253737817,0.0,8.064413188029513e-08,0.0
1684,0.0003105961825765137,0.0,8.064413188029513e-08,0.0
1685,0.0002835485398203933,0.0,8.064413188029513e-08,0.0
1686,0.0003064651744872598,0.0,8.064413188029513e-08,0.0
1687,0.00029334235711888013,0.0,8.064413188029513e-08,0.0
1688,0.0002919600623759574,0.0,8.064413188029513e-08,0.0
1689,0.00026765898967693957,0.0,0.0,0.0
1690,0.00024299153925052712,0.0,0.0,0.0
1691,0.00027307612305906204,0.0,0.0,0.0
1692,0.00026243018302401263,0.0,0.0,0.0
1693,0.00022606165189894715,3.135119389493671e-08,0.0,0.0
1694,0.00021700654386742308,5.573674448961745e-08,0.0,0.0
1695,0.0001924553299821647,5.573674448961745e-08,0.0,0.0
1696,0.00019562524851478104,5.573674448961745e-08,0.0,0.0
1697,0.0002217824325530923,6.308381931116206e-08,0.0,0.0
1698,0.00015404769302611903,6.308381931116206e-08,0.0,0.0
1699,0.00013749349454883486,6.308381931116206e-08,0.0,0.0
1700,0.00016039824445864985,3.1732625416225346e-08,0.0,0.0
1701,0.0001481004806659517,7.347074821544603e-09,0.0,0.0
1702,0.00014178204634975242,7.347074821544603e-09,0.0,0.0
1703,0.00013306881062037843,7.347074821544603e-09,0.0,0.0
1704,9.336842725003538e-05,0.0,0.0,0.0
1705,9.898789669802812e-05,0.0,0.0,0.0
1706,0.00010536797084828972,0.0,0.0,0.0
1707,7.172877979298522e-05,0.0,1.2152453012147037e-08,0.0
1708,7.430160829764125e-05,9.645867342961928e-09,1.2152453012147037e-08,0.0
1709,7.14926521011096e-05,9.645867342961928e-09,1.2152453012147037e-08,0.0
1710,8.756320728155385e-05,9.645867342961928e-09,2.936747632377644e-08,0.0
1711,9.545893512300349e-05,9.645867342961928e-09,2.936747632377644e-08,0.0
1712,0.00010278060238176425,9.645867342961928e-09,2.936747632377644e-08,0.0
1713,0.00010881958587560803,9.645867342961928e-09,2.936747632377644e-08,0.0
1714,0.00011431849114679997,9.645867342961928e-09,1.72150233116294e-08,0.0
1715,0.00011421204700517202,0.0,1.72150233116294e-08,0.0
1716,0.00011535277371876873,0.0,1.72150233116294e-08,0.0
1717,0.00010454174532372105,0.0,0.0,0.0
1718,0.00010838565867743455,0.0,0.0,0.0
1719,9.55140582975998e-05,0.0,6.584871061120014e-09,0.0
1720,9.469056645424903e-05,0.0,6.584871061120014e-09,0.0
1721,0.00010385280776452939,7.008046460604029e-08,6.584871061120014e-09,0.0
1722,0.0001156260259449482,4.796425595746509e-07,3.749521785120383e-08,0.0
1723,0.00013179230258434212,4.919929119345008e-07,3.749521785120383e-08,0.0
1724,0.00013687125673251494,1.0673430281826768e-06,9.033349408176556e-08,0.0
1725,0.0001510604322122942,1.0673430281826768e-06,9.033349408176556e-08,0.0
1726,0.00016731696398762454,1.0801180242278211e-06,8.374862302064554e-08,0.0
1727,0.00017241394795876528,1.0801180242278211e-06,8.374862302064554e-08,0.0
1728,0.0001703841532746862,1.0100375596217809e-06,8.374862302064554e-08,0.0
1729,0.00017218585916063084,6.004754646531702e-07,5.283827623056173e-08,0.0
1730,0.00016404940106440336,5.881251122933204e-07,5.283827623056173e-08,0.0
1731,0.0001623586452166949,1.2774996045144299e-08,0.0,0.0
1732,0.00014804777622755085,1.2774996045144299e-08,0.0,0.0
1733,0.00014298305073420385,0.0,0.0,0.0
1734,0.0001532573951408267,1.1355809549838471e-07,5.161731613562941e-09,0.0
1735,0.0001579444028071261,1.1355809549838471e-07,5.161731613562941e-09,0.0
1736,0.00016006951253595098,1.7419367281945597e-07,5.161731613562941e-09,0.0
1737,0.0001676824446933876,1.7419367281945597e-07,5.161731613562941e-09,0.0
1738,0.00021264739708775387,1.9616093790578555e-07,5.161731613562941e-09,0.0
1739,0.0002219981064886919,2.1877735280538347e-07,8.392648100295576e-09,0.0
1740,0.00022583261098978774,2.1877735280538347e-07,8.392648100295576e-09,0.0
1741,0.0002122473919631115,2.418703327780999e-07,3.2309164867326346e-09,0.0
1742,0.00023562636384407857,2.4824770505915694e-07,3.2309164867326346e-09,0.0
1743,0.00025199662403403115,1.8761212773808567e-07,3.2309164867326346e-09,0.0
1744,0.0002656993393819513,1.8761212773808567e-07,3.2309164867326346e-09,0.0
1745,0.0002412660583753937,1.656448626517561e-07,3.2309164867326346e-09,0.0
1746,0.0002467700167991487,4.665969741373439e-07,0.0,0.0
1747,0.00027361044651895227,4.665969741373439e-07,0.0,0.0
1748,0.0002973621366046635,3.2994589866624277e-07,0.0,0.0
1749,0.00029316785055146156,3.433896478912045e-07,0.0,0.0
1750,0.0003031964650810031,3.433896478912045e-07,0.0,0.0
1751,0.0003233670244558847,3.433896478912045e-07,0.0,0.0
1752,0.0003501502942526713,3.589840084876934e-07,0.0,0.0
1753,0.00039146376574145895,4.0444834529093244e-08,0.0,0.0
1754,0.00040126235191045064,4.462890323964075e-08,0.0,0.0
1755,0.0004553546688319849,4.462890323964075e-08,0.0,0.0
1756,0.0004854732001799026,2.4807781733621985e-08,0.0,0.0
1757,0.0005238831467327795,2.7852904998277543e-08,0.0,0.0
1758,0.0005418765774395849,3.096048979094641e-08,6.215169585337727e-09,0.0
1759,0.0005504466535057873,1.5366129194457504e-08,2.114640708888211e-07,0.0
1760,0.0005404929065012506,1.2998143767666598e-08,2.327550068871785e-07,0.0
1761,0.0005452022763035659,8.814075057119096e-09,2.3553057434558662e-07,0.0
1762,0.0005154410734706159,1.4179239116174358e-08,2.3553057434558662e-07,0.0
1763,0.0005125589710327663,1.4179239116174358e-08,2.440465975338059e-07,5.677349130499871e-09
1764,0.0005178647406864911,1.6755475229501826e-08,2.440465975338059e-07,5.677349130499871e-09
1765,0.0005392927518447063,2.8384932499696854e-08,2.4077883636104094e-07,5.677349130499871e-09
1766,0.000546696234128571,3.8588088660925935e-08,3.552993505755759e-08,5.677349130499871e-09
1767,0.0005805127854858126,7.420525045225596e-08,2.3072505937550758e-08,5.677349130499871e-09
1768,0.0006171579090213137,1.0102737592530633e-07,4.711906395219298e-08,5.677349130499871e-09
1769,0.0006326864240691066,9.566221186625106e-08,4.711906395219298e-08,5.677349130499871e-09
1770,0.000646196147759578,1.0142805503424565e-07,3.8603040763973695e-08,0.0
1771,0.000648395432758012,9.843933947349472e-08,3.8603040763973695e-08,0.0
1772,0.0006483069986903242,4.316650957950482e-07,1.2001025087978894e-07,0.0
1773,0.0006571095270503845,4.2405713048968406e-07,1.2260544173565385e-07,0.0
1774,0.0006535184885641294,3.911235279779086e-07,1.1377193485730328e-07,0.0
1775,0.0006390485214069486,3.902996049528643e-07,8.98384985451425e-08,5.777378321779127e-09
1776,0.0006341137258069855,3.9572434396006884e-07,9.255086804874476e-08,5.777378321779127e-09
1777,0.0006413042927826089,3.9871265121251197e-07,1.0130501846918247e-07,5.777378321779127e-09
1778,0.0006233692734635302,4.155480135230911e-07,1.0408616216547476e-07,5.777378321779127e-09
1779,0.000604950199236295,1.495591582007754e-07,1.973154363708675e-08,5.777378321779127e-09
1780,0.0005955019649783415,1.6105880870246177e-07,1.713635278122183e-08,5.777378321779127e-09
1781,0.0005773713263416928,1.576263992981402e-07,1.713635278122183e-08,5.777378321779127e-09
1782,0.0005614999681711197,2.265860700337693e-07,3.15127314719023e-08,0.0
1783,0.0005671293724195234,2.385581233507342e-07,2.8800361968300033e-08,0.0
1784,0.0005551385526944484,2.647578885017765e-07,2.8368572253205978e-08,0.0
1785,0.0005608476598614029,2.582348615577855e-07,2.7205550954891222e-08,0.0
1786,0.0005511428462341428,2.2316436013422196e-07,2.854564927292001e-08,0.0
1787,0.0005521368168826614,2.155152269978089e-07,2.854564927292001e-08,0.0
1788,0.0005644033995590039,2.527992723092406e-07,3.115875341868397e-08,0.0
1789,0.000587741395325533,1.729654017473032e-07,1.5057070384167607e-08,0.0
1790,0.0005985447122449321,2.42851630360974e-07,1.6161918787409897e-08,1.1048484032422883e-09
1791,0.0006173038106810834,2.144135124686792e-07,1.2183423032346191e-08,1.1048484032422883e-09
1792,0.0006316646966817123,2.711173046066051e-07,1.3830086663192885e-08,1.1048484032422883e-09
1793,0.0006355954600231988,2.3506010598290622e-07,1.840612094485193e-08,1.1048484032422883e-09
1794,0.0006321201882591205,2.3659828229938284e-07,2.1400077519574878e-08,1.1048484032422883e-09
1795,0.0006147992847088192,4.1110739549107424e-07,2.0613517622994744e-08,1.1048484032422883e-09
1796,0.0006000270035916141,3.9787971609480823e-07,1.9450132805941067e-08,3.949333177948639e-09
1797,0.000583978120370635,3.145651605862554e-07,2.004605535534308e-08,2.844484774706351e-09
1798,0.0005631227146035858,4.509775596771094e-07,1.628084708319274e-08,2.844484774706351e-09
1799,0.0005392071325331926,4.023557232153101e-07,1.4217600239975679e-08,2.844484774706351e-09
1800,0.0005296546109353326,4.0221274171565416e-07,1.2418106606507503e-08,2.844484774706351e-09
1801,0.0005287457232563091,4.1280247677276195e-07,1.1745852481124887e-08,2.844484774706351e-09
1802,0.0005320828682410397,2.0343806931119195e-07,1.0787561827945474e-08,3.712738370710765e-09
1803,0.0005222066663139101,2.159327447007594e-07,1.359556150199686e-08,8.682535960044138e-10
1804,0.0005218669664048191,2.156252098777551e-07,1.3725255852494099e-08,8.682535960044138e-10
1805,0.0005201119222744767,9.788573075906828e-08,1.6003051772628396e-08,8.682535960044138e-10
1806,0.0005193904965251152,8.72008002314065e-08,1.7904113683694537e-08,8.682535960044138e-10
1807,0.0005262324786079782,2.6856263219648166e-07,2.508542091510841e-08,1.0774748236487751e-09
1808,0.0005264788716366249,2.8341058592015346e-07,2.4411260758837117e-08,1.0774748236487751e-09
1809,0.0005303920728952757,2.9661902521484406e-07,2.6437804199831916e-08,2.092212276443612e-10
1810,0.0005347752594389021,2.8636884203641397e-07,2.406567982988455e-08,2.092212276443612e-10
1811,0.0005393753194117121,2.9630217949058337e-07,2.481343787584324e-08,4.4360516847165496e-10
1812,0.0005378473683127335,3.768612228632102e-07,2.673115034086087e-08,6.823134279798637e-10
1813,0.0005393859880444195,3.797098181276429e-07,2.5568343347310522e-08,6.823134279798637e-10
1814,0.0005498811452915626,1.9370451071714407e-07,1.8867476184577673e-08,4.730922003355025e-10
1815,0.0005535286202627633,1.8365296407450516e-07,2.204845141383162e-08,4.730922003355025e-10
1816,0.0005431751363045935,1.8911415493911526e-07,2.3337454096201375e-08,6.632649191778179e-10
1817,0.000544023496331647,2.2249845749960124e-07,2.667122522836962e-08,6.632649191778179e-10
1818,0.000532199042416843,2.8356172673430334e-07,3.071729182124727e-08,4.2888097835052415e-10
1819,0.0005314134718251548,2.7535700449935317e-07,2.654431652260314e-08,1.901727188423154e-10
1820,0.0005290097615215927,3.12870949719419e-07,2.799465199337143e-08,3.375696547688481e-10
1821,0.0005147678104029703,3.434491264085539e-07,2.4040344254976683e-08,3.375696547688481e-10
1822,0.0005077966530474701,3.4603103163785167e-07,2.4077813711085938e-08,7.118763673779377e-10
1823,0.0005089796281286649,3.324311391241151e-07,2.1720030028506343e-08,5.217036485356224e-10
1824,0.0005006523486892027,3.5391882846624867e-07,2.6802304693112385e-08,5.217036485356224e-10
1825,0.0005024358563657318,2.897704862091034e-07,2.18240331838006e-08,5.217036485356224e-10
1826,0.0005006441414090139,2.1035767819707223e-07,2.584427478374047e-08,5.217036485356224e-10
1827,0.0005046075426175126,2.303428619906559e-07,2.977408744949831e-08,3.743067126090896e-10
1828,0.000517461374069431,2.2272150752249737e-07,3.7406014159151775e-08,4.846360217897988e-10
1829,0.0005057750718801149,2.0274288914379213e-07,3.415633553771613e-08,1.8060358764060425e-10
1830,0.0005171547776886395,2.025764242067193e-07,3.4236410278205246e-08,1.8060358764060425e-10
1831,0.000524683838843235,1.6400044192518441e-07,3.941158333020667e-08,1.8060358764060425e-10
1832,0.0005255281243340246,1.6966964417568825e-07,5.760538788836454e-08,1.8060358764060425e-10
1833,0.000529849693910884,1.6193167441867574e-07,5.686043483673789e-08,1.8060358764060425e-10
1834,0.0005300478577347738,1.0959824895248208e-07,5.41918636948984e-08,2.6366378128425284e-10
1835,0.0005231186182105116,1.244003604889648e-07,4.767661706698131e-08,1.5333447210354378e-10
1836,0.0005305132945068181,1.796769676535145e-07,5.0563979289311844e-08,1.581213731378333e-10
1837,0.0005229086382314563,2.0559082867878586e-07,5.136833777389224e-08,6.22769819840536e-10
1838,0.000521085541030126,1.9790040336634514e-07,3.940203883802594e-08,1.004398548459002e-09
1839,0.0005168032990435936,2.3037368736465525e-07,2.191144040811618e-08,1.3833057397962177e-09
1840,0.0005122148390260658,3.1469064205274275e-07,2.007578319458097e-08,1.3833057397962177e-09
1841,0.0005122069394149419,3.1977683891325016e-07,1.927318076561895e-08,1.3702231571599555e-09
1842,0.0005032515660527029,3.2004931378131527e-07,1.866922273917128e-08,1.4918540371309875e-09
1843,0.0005014774381249611,2.961112995438141e-07,1.705083147689785e-08,1.4167928576368028e-09
1844,0.0004979621361209345,2.888681324618249e-07,2.689555968414327e-08,1.0189272679563187e-09
1845,0.0004990717154994075,2.9681074969240786e-07,4.151945593682578e-08,8.375148273311237e-10
1846,0.0005015856170627688,2.7007315647356987e-07,4.373566639007517e-08,4.586076359939081e-10
1847,0.0005000167709243085,2.485147376773966e-07,4.490693493254737e-08,4.586076359939081e-10
1848,0.0004908682479123984,2.395644713715228e-07,5.150351193147376e-08,4.433177000099217e-10
1849,0.0004916819535927581,2.2148321322999565e-07,5.3357432504088006e-08,4.291658932993008e-10
1850,0.0004922640052557524,2.1160891451797526e-07,5.203866023809464e-08,4.766358022553366e-10
1851,0.0004892099573875644,1.9479011419727093e-07,4.12477693905495e-08,4.56281540328618e-10
1852,0.00047813884780875275,1.873482286133107e-07,3.2096751922949807e-08,2.5606525233534683e-10
1853,0.0004743669955392501,2.402361169678053e-07,2.8737800456773195e-08,3.043245933032068e-10
1854,0.0004643497980266277,1.8491247593439247e-07,2.699026475332695e-08,3.54826453933096e-10
1855,0.00046058240280087503,1.8617076692960056e-07,1.9275010032515638e-08,3.001387789096961e-10
1856,0.00045460578153974244,1.8262468971995206e-07,1.8054753121126462e-08,2.423585102448048e-10
1857,0.0004481537242619587,2.9641289955861794e-07,2.2312487730451787e-08,2.430228280519182e-10
1858,0.00044444066172997864,3.357771437403504e-07,2.757582961976368e-08,2.5419774618562485e-10
1859,0.0004423831414896995,3.5689418556980203e-07,2.2723048585606065e-08,4.3698591174161956e-10
1860,0.0004377538280095905,3.121628466828952e-07,2.3102440468595172e-08,3.8872657077375957e-10
1861,0.00043792783565420123,3.22014164412719e-07,2.1976806596768483e-08,3.382247101438704e-10
1862,0.0004372525353184236,4.007061055030395e-07,2.2144065819113782e-08,4.496612526772026e-10
1863,0.0004442031037927206,4.4082660671002874e-07,3.5105914048776706e-08,3.999624480816826e-10
1864,0.00044156166924429793,3.243728221897462e-07,3.4320850605951136e-08,6.343989500390279e-10
1865,0.0004427447565831244,3.1053172985398956e-07,3.375029849245996e-08,7.979281997043991e-10
1866,0.00044155905405724686,3.2691040173306517e-07,3.469705430906142e-08,6.151400341484045e-10
1867,0.0004414503470928009,3.165446449721847e-07,3.721636237281294e-08,6.151400341484045e-10
1868,0.0004416882625914046,3.271353615933289e-07,3.8266604995840225e-08,6.59951732151498e-10
1869,0.00044376588942083927,2.510607462876838e-07,4.039666239614397e-08,5.485151896181658e-10
1870,0.0004327059182937124,2.0558215193692115e-07,2.7166169758174874e-08,5.90751649979079e-10
1871,0.00042915870186074505,2.7352642056095125e-07,2.659035861337803e-08,3.8933304596128997e-10
1872,0.00042424245787385317,2.5508939367162906e-07,2.525224575476516e-08,2.9105541389716297e-10
1873,0.0004237645521893033,2.1874077812559074e-07,2.4082148338980654e-08,3.6907291905181287e-10
1874,0.0004222002213022539,2.3126561643493915e-07,2.3831814236327124e-08,3.6907291905181287e-10
1875,0.00041917150208194343,2.038675991197384e-07,2.488966835808729e-08,3.242612210487193e-10
1876,0.00041123207276021797,2.4752090053782793e-07,2.1663864099455817e-08,3.242612210487193e-10
1877,0.0004126760385198785,2.8029117008340367e-07,3.2516243285231535e-08,3.8687977424852905e-10
1878,0.00041453238476866057,2.0219786835338839e-07,3.0991990307427386e-08,3.0572764954582357e-10
1879,0.00041492050097856136,2.0147221541882182e-07,3.0691133317312895e-08,1.8287251871537284e-10
1880,0.00041100320439519625,2.2479901064441166e-07,3.3232357691101045e-08,1.7062838047238975e-10
1881,0.00040764589877133924,2.0588997326090715e-07,3.3986085437983804e-08,2.0219397584802275e-10
1882,0.0004082270440578993,2.1371912798226082e-07,3.9220138628845036e-08,2.346035548368113e-10
1883,0.0004087575777832951,1.6673136623726999e-07,4.0919901879630875e-08,2.667261828070977e-10
