ngram,branch,brnch,brnch,branch
1874,5.635909110424109e-05,2.939252254284343e-10,2.939252254284343e-10,5.635909110424109e-05
1875,5.6846071467069646e-05,2.0430182942224714e-10,2.0430182942224714e-10,5.6846071467069646e-05
1876,5.698847495036067e-05,2.0304792767790658e-10,2.0304792767790658e-10,5.698847495036067e-05
1877,5.655020764347033e-05,1.6081146731699343e-10,1.6081146731699343e-10,5.655020764347033e-05
1878,5.6533730198030495e-05,1.2023540496564067e-10,1.2023540496564067e-10,5.6533730198030495e-05
1879,5.675807603568371e-05,7.324579831546885e-11,7.324579831546885e-11,5.675807603568371e-05
1880,5.6279821105168336e-05,2.0479253213880255e-10,2.0479253213880255e-10,5.6279821105168336e-05
1881,5.6724282330833375e-05,2.363581275144355e-10,2.363581275144355e-10,5.6724282330833375e-05
1882,5.675967882520386e-05,2.363581275144355e-10,2.363581275144355e-10,5.675967882520386e-05
1883,5.6976855246050816e-05,1.9802614310242868e-10,1.9802614310242868e-10,5.6976855246050816e-05
1884,5.7296735446600777e-05,1.9802614310242868e-10,1.9802614310242868e-10,5.7296735446600777e-05
1885,5.7287241881048044e-05,2.850959785709912e-10,2.850959785709912e-10,5.7287241881048044e-05
1886,5.713560364841085e-05,3.605366283299105e-10,3.605366283299105e-10,5.713560364841085e-05
1887,5.7451892644166946e-05,2.566238630327281e-10,2.566238630327281e-10,5.7451892644166946e-05
1888,5.774747218570805e-05,2.5206111007948703e-10,2.5206111007948703e-10,5.774747218570805e-05
1889,5.7617502794268406e-05,2.5206111007948703e-10,2.5206111007948703e-10,5.7617502794268406e-05
1890,5.8011061420464625e-05,2.7735680022519405e-10,2.7735680022519405e-10,5.8011061420464625e-05
1891,5.769162973073045e-05,2.7735680022519405e-10,2.7735680022519405e-10,5.769162973073045e-05
1892,5.776945129452672e-05,2.3523012902616966e-10,2.3523012902616966e-10,5.776945129452672e-05
1893,5.8240221863213393e-05,1.4793733896631015e-10,1.4793733896631015e-10,5.8240221863213393e-05
1894,5.850719493797182e-05,1.6448691615116624e-10,1.6448691615116624e-10,5.850719493797182e-05
1895,5.825492085672782e-05,1.79826489017059e-10,1.79826489017059e-10,5.825492085672782e-05
1896,5.783792117394374e-05,1.992069148526454e-10,1.992069148526454e-10,5.783792117394374e-05
1897,5.7102057845830654e-05,1.9248797992040982e-10,1.9248797992040982e-10,5.7102057845830654e-05
1898,5.743822579721122e-05,3.548314995002347e-10,3.548314995002347e-10,5.743822579721122e-05
1899,5.77086398802099e-05,3.4631614837759324e-10,3.4631614837759324e-10,5.77086398802099e-05
1900,5.799921564175747e-05,3.232544747750714e-10,3.232544747750714e-10,5.799921564175747e-05
1901,5.897386290598661e-05,3.818910465636094e-10,3.818910465636094e-10,5.897386290598661e-05
1902,5.9547345569756415e-05,4.0842179241781397e-10,4.0842179241781397e-10,5.9547345569756415e-05
1903,6.0698212369711e-05,4.209196562727462e-10,4.209196562727462e-10,6.0698212369711e-05
1904,6.166763653579568e-05,4.499041218940038e-10,4.499041218940038e-10,6.166763653579568e-05
1905,6.21525442901267e-05,3.1805432692306416e-10,3.1805432692306416e-10,6.21525442901267e-05
1906,6.254859805007332e-05,3.1265648601865234e-10,3.1265648601865234e-10,6.254859805007332e-05
1907,6.305945031012275e-05,3.566070078120376e-10,3.566070078120376e-10,6.305945031012275e-05
1908,6.287375331989356e-05,3.224091569117452e-10,3.224091569117452e-10,6.287375331989356e-05
1909,6.303483782435901e-05,2.6731700484125144e-10,2.6731700484125144e-10,6.303483782435901e-05
1910,6.335976961833824e-05,2.354387151507328e-10,2.354387151507328e-10,6.335976961833824e-05
1911,6.35360598347948e-05,2.0185542622318054e-10,2.0185542622318054e-10,6.35360598347948e-05
1912,6.375139387923159e-05,2.0018991722262466e-10,2.0018991722262466e-10,6.375139387923159e-05
1913,6.362521422228642e-05,1.834578639796953e-10,1.834578639796953e-10,6.362521422228642e-05
1914,6.314530141285754e-05,1.687403213189244e-10,1.687403213189244e-10,6.314530141285754e-05
1915,6.349303086088704e-05,1.1605677728367323e-10,1.1605677728367323e-10,6.349303086088704e-05
1916,6.408443940537316e-05,1.1732763074582105e-10,1.1732763074582105e-10,6.408443940537316e-05
1917,6.422329481990476e-05,1.5922483470598436e-10,1.5922483470598436e-10,6.422329481990476e-05
1918,6.392028236794951e-05,1.7400738092484706e-10,1.7400738092484706e-10,6.392028236794951e-05
1919,6.365860567062295e-05,1.73590658712554e-10,1.73590658712554e-10,6.365860567062295e-05
1920,6.327009448016594e-05,1.8249439459605554e-10,1.8249439459605554e-10,6.327009448016594e-05
1921,6.322413277562841e-05,1.532614154634412e-10,1.532614154634412e-10,6.322413277562841e-05
1922,6.232173213252931e-05,1.6147398894185627e-10,1.6147398894185627e-10,6.232173213252931e-05
1923,6.167337154952943e-05,1.464221264077129e-10,1.464221264077129e-10,6.167337154952943e-05
1924,6.0814186976391026e-05,1.0452492244754958e-10,1.0452492244754958e-10,6.0814186976391026e-05
1925,6.011342026925247e-05,1.2177479461314026e-10,1.2177479461314026e-10,6.011342026925247e-05
1926,5.938670178043789e-05,9.336330121710392e-11,9.336330121710392e-11,5.938670178043789e-05
1927,5.949295310918907e-05,7.016164633404693e-11,7.016164633404693e-11,5.949295310918907e-05
1928,5.870505628990941e-05,2.2982805341393535e-10,2.2982805341393535e-10,5.870505628990941e-05
1929,5.765368249350493e-05,2.0567675737151855e-10,2.0567675737151855e-10,5.765368249350493e-05
1930,5.646737918141298e-05,2.601315432900922e-10,2.601315432900922e-10,5.646737918141298e-05
1931,5.524526412565527e-05,2.8636455310212684e-10,2.8636455310212684e-10,5.524526412565527e-05
1932,5.4343712690752e-05,3.8221367935710656e-10,3.8221367935710656e-10,5.4343712690752e-05
1933,5.339758562123669e-05,3.8221367935710656e-10,3.8221367935710656e-10,5.339758562123669e-05
1934,5.2273806691768444e-05,4.046815541399898e-10,4.046815541399898e-10,5.2273806691768444e-05
1935,5.1704957773576356e-05,2.450151470601014e-10,2.450151470601014e-10,5.1704957773576356e-05
1936,5.1010691095143557e-05,2.450151470601014e-10,2.450151470601014e-10,5.1010691095143557e-05
1937,5.0227787141921e-05,2.130027781139481e-10,2.130027781139481e-10,5.0227787141921e-05
1938,4.978453944204375e-05,1.867697683019135e-10,1.867697683019135e-10,4.978453944204375e-05
1939,4.9894335201575556e-05,6.980431708848909e-11,6.980431708848909e-11,4.9894335201575556e-05
1940,4.9492138974268786e-05,6.980431708848909e-11,6.980431708848909e-11,4.9492138974268786e-05
1941,4.880837669978584e-05,4.7336442305605835e-11,4.7336442305605835e-11,4.880837669978584e-05
1942,4.826760518231562e-05,4.7336442305605835e-11,4.7336442305605835e-11,4.826760518231562e-05
1943,4.7948040966210624e-05,4.7336442305605835e-11,4.7336442305605835e-11,4.7948040966210624e-05
1944,4.777117698852505e-05,4.3865347861985324e-11,4.3865347861985324e-11,4.777117698852505e-05
1945,4.7795478686956426e-05,6.263476840359265e-11,6.263476840359265e-11,4.7795478686956426e-05
1946,4.759491327734265e-05,7.083695138402187e-11,7.083695138402187e-11,4.759491327734265e-05
1947,4.762395890013847e-05,7.083695138402187e-11,7.083695138402187e-11,4.762395890013847e-05
1948,4.7652504040992684e-05,8.793695137145261e-11,8.793695137145261e-11,4.7652504040992684e-05
1949,4.760182387794235e-05,1.0494311372280914e-10,1.0494311372280914e-10,4.760182387794235e-05
1950,4.7709563140025626e-05,1.0494311372280914e-10,1.0494311372280914e-10,4.7709563140025626e-05
1951,4.7837060784721484e-05,1.02520889595186e-10,1.02520889595186e-10,4.7837060784721484e-05
1952,4.752921553777664e-05,8.375146905357868e-11,8.375146905357868e-11,4.752921553777664e-05
1953,4.707506793368209e-05,6.634449735619187e-11,6.634449735619187e-11,4.707506793368209e-05
1954,4.668984859433424e-05,6.634449735619187e-11,6.634449735619187e-11,4.668984859433424e-05
1955,4.646875926742463e-05,6.373874939751595e-11,6.373874939751595e-11,4.646875926742463e-05
1956,4.6066157145625244e-05,7.366859800755116e-11,7.366859800755116e-11,4.6066157145625244e-05
1957,4.550482948876119e-05,1.3738722758655745e-10,1.3738722758655745e-10,4.550482948876119e-05
1958,4.4878530648670024e-05,1.5654355193081163e-10,1.5654355193081163e-10,4.4878530648670024e-05
1959,4.485074168769643e-05,2.1301324593103743e-10,2.1301324593103743e-10,4.485074168769643e-05
1960,4.444399590803576e-05,2.1849973120507167e-10,2.1849973120507167e-10,4.444399590803576e-05
1961,4.415451725695415e-05,2.5226643888899755e-10,2.5226643888899755e-10,4.415451725695415e-05
1962,4.37147547407741e-05,2.785792112864576e-10,2.785792112864576e-10,4.37147547407741e-05
1963,4.3487389380710996e-05,2.615470568298076e-10,2.615470568298076e-10,4.3487389380710996e-05
1964,4.333092978673189e-05,2.427949775753367e-10,2.427949775753367e-10,4.333092978673189e-05
1965,4.3020418421032704e-05,2.2471971803225292e-10,2.2471971803225292e-10,4.3020418421032704e-05
1966,4.265161883917504e-05,1.6825002403202712e-10,1.6825002403202712e-10,4.265161883917504e-05
1967,4.2190387570631825e-05,1.8245301797170654e-10,1.8245301797170654e-10,4.2190387570631825e-05
1968,4.1896876999609436e-05,2.018255572587359e-10,2.018255572587359e-10,4.1896876999609436e-05
1969,4.1609464200779e-05,2.328336184568133e-10,2.328336184568133e-10,4.1609464200779e-05
1970,4.163089189595277e-05,2.93085833380502e-10,2.93085833380502e-10,4.163089189595277e-05
1971,4.1599420780715134e-05,3.107755878036958e-10,3.107755878036958e-10,4.1599420780715134e-05
1972,4.185131079533936e-05,3.1923176007404257e-10,3.1923176007404257e-10,4.185131079533936e-05
1973,4.16162952855562e-05,3.357399536956558e-10,3.357399536956558e-10,4.16162952855562e-05
1974,4.169608187761956e-05,3.248037473900313e-10,3.248037473900313e-10,4.169608187761956e-05
1975,4.1228784019559885e-05,3.527595041471646e-10,3.527595041471646e-10,4.1228784019559885e-05
1976,4.0517712477594614e-05,2.9701728081001274e-10,2.9701728081001274e-10,4.0517712477594614e-05
1977,3.9592117640755274e-05,2.3488762026672004e-10,2.3488762026672004e-10,3.9592117640755274e-05
1978,3.87738759205344e-05,1.8855117269099353e-10,1.8855117269099353e-10,3.87738759205344e-05
1979,3.748470511969312e-05,1.624648372182997e-10,1.624648372182997e-10,3.748470511969312e-05
1980,3.658976701054988e-05,1.8514077969124442e-10,1.8514077969124442e-10,3.658976701054988e-05
1981,3.564750763221777e-05,2.446260555233337e-10,2.446260555233337e-10,3.564750763221777e-05
1982,3.504747188084626e-05,1.7094254682405363e-10,1.7094254682405363e-10,3.504747188084626e-05
1983,3.476574836115885e-05,1.6967469592042506e-10,1.6967469592042506e-10,3.476574836115885e-05
1984,3.448215440065334e-05,1.9105065842842502e-10,1.9105065842842502e-10,3.448215440065334e-05
1985,3.424776722178129e-05,1.9643302659070168e-10,1.9643302659070168e-10,3.424776722178129e-05
1986,3.420007176048655e-05,2.1715869182235637e-10,2.1715869182235637e-10,3.420007176048655e-05
1987,3.396266298035958e-05,2.1141189196097595e-10,2.1141189196097595e-10,3.396266298035958e-05
1988,3.378749741906566e-05,1.4827833603815931e-10,1.4827833603815931e-10,3.378749741906566e-05
1989,3.3807351948261e-05,1.674748881241861e-10,1.674748881241861e-10,3.3807351948261e-05
1990,3.3796842347198564e-05,1.659848013004149e-10,1.659848013004149e-10,3.3796842347198564e-05
1991,3.364466257543037e-05,1.7599803757230503e-10,1.7599803757230503e-10,3.364466257543037e-05
1992,3.3474904090066305e-05,1.670205045695943e-10,1.670205045695943e-10,3.3474904090066305e-05
1993,3.328712669567072e-05,1.5273619868860777e-10,1.5273619868860777e-10,3.328712669567072e-05
1994,3.333710420910003e-05,1.4531138197477437e-10,1.4531138197477437e-10,3.333710420910003e-05
1995,3.308204031782225e-05,1.883884655416525e-10,1.883884655416525e-10,3.308204031782225e-05
1996,3.279900868489806e-05,2.374048933630389e-10,2.374048933630389e-10,3.279900868489806e-05
1997,3.241285230615176e-05,2.5860511351386405e-10,2.5860511351386405e-10,3.241285230615176e-05
1998,3.193220774327139e-05,2.249672913234857e-10,2.249672913234857e-10,3.193220774327139e-05
1999,3.133197060378734e-05,2.3935882095815764e-10,2.3935882095815764e-10,3.133197060378734e-05
2000,3.09222437603499e-05,2.6926446637852234e-10,2.6926446637852234e-10,3.09222437603499e-05
2001,3.025332236055484e-05,2.686055965943941e-10,2.686055965943941e-10,3.025332236055484e-05
2002,2.996767372159021e-05,2.1547139122549527e-10,2.1547139122549527e-10,2.996767372159021e-05
2003,2.9702840557937244e-05,1.6047946552982014e-10,1.6047946552982014e-10,2.9702840557937244e-05
2004,2.9325801733648404e-05,1.2596432081925434e-10,1.2596432081925434e-10,2.9325801733648404e-05
2005,2.9250314972679397e-05,1.2515512683759182e-10,1.2515512683759182e-10,2.9250314972679397e-05
2006,2.895318331346581e-05,1.3921148212367055e-10,1.3921148212367055e-10,2.895318331346581e-05
2007,2.8557748009916395e-05,1.0286447735263771e-10,1.0286447735263771e-10,2.8557748009916395e-05
2008,2.827255411830265e-05,7.75108276174219e-11,7.75108276174219e-11,2.827255411830265e-05
2009,2.7877053850845967e-05,6.677371998585282e-11,6.677371998585282e-11,2.7877053850845967e-05
2010,2.7327683710609563e-05,5.4328962955414135e-11,5.4328962955414135e-11,2.7327683710609563e-05
2011,2.6823100207756007e-05,5.4328962955414135e-11,5.4328962955414135e-11,2.6823100207756007e-05
2012,2.620940852336519e-05,6.537994203565617e-11,6.537994203565617e-11,2.620940852336519e-05
2013,2.5802015703188124e-05,2.420736478333677e-11,2.420736478333677e-11,2.5802015703188124e-05
2014,2.5410262034191483e-05,2.420736478333677e-11,2.420736478333677e-11,2.5410262034191483e-05
2015,2.4985531126731075e-05,2.420736478333677e-11,2.420736478333677e-11,2.4985531126731075e-05
2016,2.468174014731111e-05,2.420736478333677e-11,2.420736478333677e-11,2.468174014731111e-05
2017,2.4505498610475723e-05,1.868950133543379e-11,1.868950133543379e-11,2.4505498610475723e-05
2018,2.4444697555736638e-05,2.2427401602520548e-11,2.2427401602520548e-11,2.4444697555736638e-05
2019,2.429676715109963e-05,0.0,0.0,2.429676715109963e-05
