ngram,drop,drp,drpp,dropp
1874,2.252444755868055e-05,1.162283543219646e-09,3.242782471118184e-10,1.1000842332314115e-08
1875,2.2494903272932527e-05,1.0184551178595213e-09,3.6439327745694886e-10,1.0791260583533e-08
1876,2.262594664768715e-05,1.1284354760134262e-09,2.85221505144254e-10,1.1182818861397794e-08
1877,2.256678167863616e-05,9.507325601390955e-10,2.007485844224277e-10,1.043558344499778e-08
1878,2.2522929482095477e-05,1.055297936338105e-09,1.5588181935731272e-10,1.0349398163863758e-08
1879,2.2753880849839853e-05,1.1889152995436802e-09,2.2570944716423672e-10,1.0637627413854846e-08
1880,2.3093037920521704e-05,1.3020958279850804e-09,2.5859613062007014e-10,1.0729147348342849e-08
1881,2.3314739207437795e-05,1.3009609421489797e-09,2.738114913374596e-10,1.062423660158629e-08
1882,2.3506502787183437e-05,1.4151883474612858e-09,2.985156189699063e-10,1.1538055844084738e-08
1883,2.357030929748102e-05,1.3396002085386272e-09,3.6276087491047907e-10,1.2252284520286594e-08
1884,2.367654945244015e-05,1.2169821341144272e-09,3.6276087491047907e-10,1.1983695559690335e-08
1885,2.379680725945426e-05,1.3620734857460499e-09,3.8452207093023615e-10,1.2397033114349857e-08
1886,2.3730145715359997e-05,1.380624725655366e-09,3.4228305903890744e-10,1.249806746983495e-08
1887,2.359598433291207e-05,1.3162217506388986e-09,3.370303441092253e-10,1.121206226274905e-08
1888,2.3645589213369283e-05,1.3744165171049515e-09,2.4233355401724413e-10,1.0615384000394507e-08
1889,2.3927681987905608e-05,1.4416679913356996e-09,2.0368529085601494e-10,9.923363781488043e-09
1890,2.42320352949069e-05,1.6283675677694224e-09,1.9003141520685622e-10,8.9552302716202e-09
1891,2.483268924281999e-05,1.7879794946194595e-09,2.668465726163305e-10,8.736145330954872e-09
1892,2.5071489030129408e-05,1.7224625218200833e-09,2.3127159909375195e-10,7.784070531004415e-09
1893,2.5586965940809542e-05,1.8522056269684332e-09,2.0368298317815662e-10,6.581787115322868e-09
1894,2.589917494333349e-05,2.1061454802406843e-09,1.9814078750750904e-10,6.35424899998936e-09
1895,2.6407672651527848e-05,2.228862063167826e-09,2.404832027957937e-10,7.1918415984433585e-09
1896,2.6658961879937643e-05,2.257859502538143e-09,2.9183401132179144e-10,7.723592812932826e-09
1897,2.708416650420986e-05,1.989884693528613e-09,2.969728966707917e-10,7.620446178841739e-09
1898,2.697039989081012e-05,2.123107015591533e-09,2.2015773926131743e-10,8.776569883549103e-09
1899,2.736590977292508e-05,2.0623163573699597e-09,2.523278768468933e-10,9.721568819795071e-09
1900,2.7422389134049547e-05,2.1189356380624247e-09,2.7039848138343814e-10,1.052768507290937e-08
1901,2.764683215770804e-05,2.0076523380271485e-09,3.511268260274798e-10,1.0276834938593993e-08
1902,2.7719032784391728e-05,1.9099690797195835e-09,3.6043928159606205e-10,1.0053192246926658e-08
1903,2.7662142851373312e-05,1.9858630375045395e-09,2.8291757825371633e-10,9.614150237829172e-09
1904,2.7609989566761734e-05,2.0805011205890114e-09,2.430410525611215e-10,9.707636535897076e-09
1905,2.7836216759169474e-05,1.8790793207149446e-09,3.040285017788921e-10,8.98355555025075e-09
1906,2.8109267077525146e-05,2.366783578646091e-09,2.4938678205854714e-10,8.31027380243654e-09
1907,2.8363280892205823e-05,2.2949545280021813e-09,2.8991687324651597e-10,7.379318489597608e-09
1908,2.8706498726803276e-05,2.096289792546153e-09,2.2827011808557174e-10,7.106037789940598e-09
1909,2.9026033319366563e-05,2.241101986528398e-09,2.3173928351668697e-10,6.46584259149969e-09
1910,2.94790968057766e-05,2.1362055616488564e-09,2.730609518259668e-10,6.528761721723088e-09
1911,2.9719938798474948e-05,2.3354669785393055e-09,2.9914100958221875e-10,6.485074318821457e-09
1912,2.9980936233187094e-05,2.4967776893599793e-09,2.8139588278567173e-10,6.497186534813539e-09
1913,3.0256416201674646e-05,2.2168941761689455e-09,3.099917207847826e-10,6.049675681042897e-09
1914,3.066488092632166e-05,2.3623516952144185e-09,2.952404927679199e-10,6.2820236631669755e-09
1915,3.065749868775518e-05,2.491636896806426e-09,3.337607472144098e-10,6.191737662269199e-09
1916,3.0844868888380006e-05,2.3767021684051315e-09,3.5389602557968555e-10,6.3769661297539775e-09
1917,3.140900090719307e-05,2.338450005063513e-09,4.661974397793653e-10,6.419094081674562e-09
1918,3.2152769823109596e-05,2.278215711320237e-09,5.680660406356555e-10,6.2906821973740534e-09
1919,3.2627840222890624e-05,2.0597121310115897e-09,6.242639441092887e-10,6.40249015709011e-09
1920,3.268178209379714e-05,1.989587748520348e-09,7.116763805254627e-10,6.7227648844639785e-09
1921,3.253958025847429e-05,1.8457042719585308e-09,7.802733459350009e-10,6.730730512621059e-09
1922,3.259467900664147e-05,1.9930441741422555e-09,7.73033613312078e-10,6.7703907242438226e-09
1923,3.2369265941919624e-05,1.918538201322357e-09,6.977742986588201e-10,7.3555375124101374e-09
1924,3.182013694770701e-05,2.0125663358072643e-09,6.418373372467962e-10,7.295424455021151e-09
1925,3.115232773000441e-05,1.8284768302631198e-09,5.670504621413386e-10,7.585738513528538e-09
1926,3.071390554915914e-05,1.8097513963612398e-09,5.363791236564655e-10,7.510192467918841e-09
1927,3.0732846425962634e-05,1.8492055505906331e-09,5.340627464077232e-10,7.307901331695835e-09
1928,3.106947224296164e-05,1.7908822044379998e-09,4.672352861754905e-10,7.548804248358465e-09
1929,3.150063301810795e-05,1.9101774130701544e-09,4.706387938099457e-10,7.913823628159986e-09
1930,3.1842168807218384e-05,1.958796394926513e-09,5.795483656470931e-10,7.475257873019408e-09
1931,3.209942899827313e-05,2.0610446682667316e-09,4.818622445501575e-10,8.126654777689574e-09
1932,3.222178410006953e-05,2.0655111589361142e-09,4.837764593685583e-10,7.734256029274483e-09
1933,3.2301121141894586e-05,3.920349045394289e-09,4.3817473062622373e-10,7.561128485227592e-09
1934,3.226100930727885e-05,3.9612272351163824e-09,3.918864558257898e-10,7.821004796174487e-09
1935,3.2264210728629094e-05,4.088102539030152e-09,4.1293448026026777e-10,7.613868392906755e-09
1936,3.213149154492255e-05,3.8126983475146e-09,4.2082681783739417e-10,7.16694278527338e-09
1937,3.2529469275946864e-05,4.128712213383576e-09,3.1191724600024683e-10,7.209537919042727e-09
1938,3.2609807801366386e-05,4.209285824658642e-09,3.336694967944912e-10,6.840241071971929e-09
1939,3.337888015916438e-05,4.317617390598676e-09,2.8763378385437173e-10,7.057025757412865e-09
1940,3.408815453959895e-05,3.640698171507901e-09,3.418464103058635e-10,7.373668215698055e-09
1941,3.494834527373314e-05,3.975787112229869e-09,3.571784951139634e-10,7.425931679096363e-09
1942,3.52657625626307e-05,3.7225476907336893e-09,4.3995977694333277e-10,8.161432735980562e-09
1943,3.579552191825185e-05,3.856942455891601e-09,3.7766337279698803e-10,8.328630483690956e-09
1944,3.6164046053142685e-05,3.7701651086788755e-09,4.725199874235284e-10,8.598358342786533e-09
1945,3.68470188862245e-05,3.513865809434691e-09,5.258454187957134e-10,8.459910232667361e-09
1946,3.7254900754695495e-05,3.670282213073607e-09,5.5059570593295e-10,8.680362968099026e-09
1947,3.749367533600889e-05,2.917762959813481e-09,5.063298728704067e-10,8.54968819550907e-09
1948,3.7549026144136277e-05,2.799220133464786e-09,4.5779416567105965e-10,8.35946676959663e-09
1949,3.7909025974970844e-05,3.1338462935792677e-09,3.42358211224969e-10,8.06812686501449e-09
1950,3.8070740889192424e-05,3.2259791028975216e-09,3.7166481400444494e-10,8.428232080502442e-09
1951,3.823865803756884e-05,3.1654235106109193e-09,2.933572977790812e-10,8.47139234951198e-09
1952,3.826705298186945e-05,3.5017271304838005e-09,2.653314621586007e-10,8.44001808124923e-09
1953,3.799471180952553e-05,3.871627494790784e-09,2.1568714968817863e-10,8.187332209022965e-09
1954,3.790114455374091e-05,3.773200894587246e-09,2.841848849498087e-10,7.913817157145786e-09
1955,3.817604946172131e-05,3.783459482217413e-09,2.7897338903245684e-10,7.85746655042528e-09
1956,3.7993242066087464e-05,4.065033389265084e-09,2.7189707529113553e-10,7.786363934566713e-09
1957,3.78846432015832e-05,4.309098982397635e-09,2.8485577686326076e-10,7.358236750068922e-09
1958,3.7535143097297153e-05,4.371443841831381e-09,3.2781571901452367e-10,6.801239127440795e-09
1959,3.73670289783539e-05,4.209013486950701e-09,3.372335664688007e-10,6.8396604570507085e-09
1960,3.7082466276063186e-05,3.89590404381579e-09,3.4782142741393175e-10,7.566471956924455e-09
1961,3.679961706179061e-05,4.03919418547259e-09,3.024875835921925e-10,7.660233146213256e-09
1962,3.592482036245721e-05,4.144558537636353e-09,3.143061039608977e-10,7.959487481810714e-09
1963,3.550235019896978e-05,3.98814575015243e-09,3.0717780600898944e-10,7.673188180084317e-09
1964,3.485926156697262e-05,3.736906339923962e-09,3.064123468843327e-10,8.070194100286341e-09
1965,3.422823907125608e-05,3.710403191042084e-09,2.7334855113541375e-10,8.030424833041901e-09
1966,3.347333040437661e-05,3.6530433915921937e-09,2.6963728571345007e-10,7.854474023564047e-09
1967,3.3179110427486845e-05,3.7409059025098455e-09,3.0327281955574593e-10,7.156378664266835e-09
1968,3.27014089894614e-05,3.983333123664628e-09,3.089907655137328e-10,7.115937616930523e-09
1969,3.2425129964914436e-05,4.400297808666258e-09,3.1306817059397115e-10,6.740453592105464e-09
1970,3.192778214205256e-05,4.50876152286688e-09,3.195689843701491e-10,6.5534597431288995e-09
1971,3.18990015719984e-05,4.560346449673196e-09,3.192721186635288e-10,6.350941867643607e-09
1972,3.1943092316006573e-05,4.519463184645847e-09,3.884767745583011e-10,6.392347286419766e-09
1973,3.1910657136385066e-05,4.530381593679879e-09,3.769888290428014e-10,6.2912506315626615e-09
1974,3.15709021379007e-05,4.476917661985372e-09,3.490604402744957e-10,5.836290308179417e-09
1975,3.143341668224561e-05,4.088931225356061e-09,3.1950265151823945e-10,5.497599899127538e-09
1976,3.11865634492798e-05,3.3435923236473694e-09,2.906910842989266e-10,5.2683032539643395e-09
1977,3.143381530078061e-05,3.1163329377343577e-09,2.7240896839840293e-10,5.077312792423072e-09
1978,3.138097521774138e-05,3.4800349268948594e-09,2.423923779946792e-10,4.598629286890952e-09
1979,3.135210837561837e-05,3.4696063482592923e-09,1.6299787908291563e-10,4.340933327081789e-09
1980,3.163367494250581e-05,4.74390571270078e-09,1.6874836250568848e-10,4.202660822524454e-09
1981,3.1873156331130303e-05,4.512397852199765e-09,1.9060234838854028e-10,4.36531395158519e-09
1982,3.196194847987499e-05,5.606570255675283e-09,2.2486779997578565e-10,4.47671442773055e-09
1983,3.244801129247727e-05,6.0054871551886075e-09,2.38404960455669e-10,4.5124993265842156e-09
1984,3.2434414606541395e-05,6.583739553533974e-09,2.671315153206828e-10,4.6421987523867105e-09
1985,3.231674366231475e-05,6.507301269260373e-09,2.4895995086910665e-10,4.758413663097372e-09
1986,3.19943943135773e-05,6.951887636980863e-09,2.603387693914502e-10,4.706397081579082e-09
1987,3.156964079867716e-05,5.968213225214316e-09,2.400676730819816e-10,4.518107634053438e-09
1988,3.140107245209427e-05,6.2674507488631144e-09,2.0885009099120515e-10,4.368583812157973e-09
1989,3.1268317668166545e-05,5.170025645690706e-09,1.953627329354113e-10,4.155981209968169e-09
1990,3.07778235375216e-05,5.051106295133374e-09,2.1235494811002098e-10,4.02756799340003e-09
1991,3.056583747300985e-05,4.355493299357249e-09,1.9530978719238335e-10,3.5579420045093814e-09
1992,3.0488395298432026e-05,4.196851437805143e-09,2.2537805946917392e-10,3.2284794520316088e-09
1993,3.062706673517823e-05,3.804902900686866e-09,2.2995063591364177e-10,3.0319385732216884e-09
1994,3.089811148778868e-05,3.890703537123841e-09,2.2271015587271847e-10,2.8152258619534062e-09
1995,3.0972171381498424e-05,4.349023205055655e-09,2.349401407546787e-10,2.5975981683095436e-09
1996,3.119698885711841e-05,4.76601786607895e-09,1.9432812502019813e-10,2.495725753044147e-09
1997,3.148523475309568e-05,4.508700841248421e-09,1.5347841152741585e-10,2.3606350207927562e-09
1998,3.18005025162295e-05,4.6169748024738055e-09,1.3954839416955141e-10,2.3473380699507676e-09
1999,3.2180806946208964e-05,4.464348002386487e-09,1.1128170458531348e-10,2.29871613807323e-09
2000,3.256514225670669e-05,4.626159487232582e-09,9.984462512721163e-11,2.3129071673772775e-09
2001,3.298931707312087e-05,4.238321376399361e-09,9.047669508440873e-11,2.3311279256128206e-09
2002,3.3276466378343427e-05,3.7062130190232014e-09,1.1426373091752825e-10,2.290193241399103e-09
2003,3.36643481984668e-05,3.134559659453576e-09,1.0165965242233836e-10,2.197494884472105e-09
2004,3.4181612136308104e-05,3.1500402921023708e-09,1.1104676553297388e-10,2.2452680032663305e-09
2005,3.471333755961885e-05,3.3792609662900273e-09,1.2017475903292052e-10,2.2743685982159636e-09
2006,3.558112231465722e-05,3.720320464393824e-09,1.193447434131935e-10,2.236185490746477e-09
2007,3.674727901982676e-05,3.3867061853344792e-09,9.857502611795458e-11,2.1994133181379993e-09
2008,3.796865452646411e-05,3.285947260321466e-09,9.90157251824973e-11,2.3098568771981067e-09
2009,3.906886455037498e-05,3.450949462699019e-09,5.6067294656220974e-11,2.2420329719758617e-09
2010,3.9893017986157376e-05,3.4250042801886593e-09,6.016119076127487e-11,2.269308455434985e-09
2011,4.0746137528913096e-05,3.651030017997365e-09,4.50215532017882e-11,2.0331152317254464e-09
2012,4.1486631484336355e-05,3.3711933244973125e-09,3.011577222719211e-11,2.014157285401552e-09
2013,4.1447475918435627e-05,2.793684363209893e-09,2.0027077962273385e-11,2.0490904211507247e-09
2014,4.1184317524312064e-05,2.7691837553181895e-09,2.5222828042451415e-11,2.0652987574111746e-09
2015,4.05440348133977e-05,2.79231575956678e-09,1.4640668885568253e-11,1.9036617361832343e-09
2016,4.0241843505230334e-05,2.487441538459986e-09,1.4640668885568253e-11,1.9426313256433657e-09
2017,4.0193581905138366e-05,2.577232705025523e-09,1.2304568243933408e-11,1.8795300131084027e-09
2018,3.986093943240121e-05,2.1827694096643313e-09,1.476548189272009e-11,2.0279585566385095e-09
2019,3.9389807170664426e-05,2.0182606974561423e-09,1.845685236590011e-11,2.011642130650415e-09
