ngram,price,prce,prcie,priice
1567,8.455603567979e-05,0.0,0.0,0.0
1568,8.455603567979e-05,0.0,0.0,0.0
1569,0.0001053517848309379,0.0,0.0,0.0
1570,3.6837873916998175e-05,0.0,0.0,0.0
1571,4.419342894834699e-05,0.0,0.0,0.0
1572,3.765890622681971e-05,0.0,0.0,0.0
1573,0.00017418026280730764,0.0,0.0,0.0
1574,0.00017635910899116425,0.0,0.0,0.0
1575,0.00018013094774817416,0.0,0.0,0.0
1576,0.00016113792038855275,0.0,0.0,0.0
1577,0.00016019682308459387,0.0,0.0,0.0
1578,0.0001550094860119446,0.0,0.0,0.0
1579,0.0001676782095663449,0.0,0.0,0.0
1580,3.6186408189158623e-05,0.0,0.0,0.0
1581,5.3586704520317395e-05,0.0,0.0,0.0
1582,5.8613474461058755e-05,0.0,0.0,0.0
1583,6.594258255583034e-05,0.0,0.0,0.0
1584,6.26378539111881e-05,0.0,0.0,0.0
1585,6.518758826652109e-05,0.0,0.0,0.0
1586,7.324469165074074e-05,0.0,0.0,0.0
1587,7.392521612408538e-05,0.0,0.0,0.0
1588,5.7693602684594225e-05,0.0,0.0,0.0
1589,5.972512904658548e-05,0.0,0.0,0.0
1590,5.5012885241012555e-05,0.0,0.0,0.0
1591,5.5613463181154134e-05,0.0,0.0,0.0
1592,5.447734162901595e-05,0.0,0.0,0.0
1593,3.933648752406173e-05,0.0,0.0,0.0
1594,3.809273740833825e-05,0.0,0.0,0.0
1595,3.7449991006204595e-05,0.0,0.0,0.0
1596,4.55574959882402e-05,0.0,0.0,0.0
1597,5.445473964625437e-05,0.0,0.0,0.0
1598,6.24066752996961e-05,0.0,0.0,0.0
1599,6.849355902107033e-05,0.0,0.0,0.0
1600,7.764413489245012e-05,0.0,0.0,0.0
1601,8.201694695994124e-05,0.0,0.0,0.0
1602,8.265298726785528e-05,0.0,0.0,0.0
1603,6.866066853815158e-05,0.0,0.0,0.0
1604,6.0281677828502976e-05,0.0,0.0,0.0
1605,5.3753795457721155e-05,0.0,0.0,0.0
1606,5.0411409184952e-05,0.0,0.0,0.0
1607,4.382044036382078e-05,0.0,0.0,0.0
1608,3.8668600869381665e-05,0.0,0.0,0.0
1609,4.004462737481974e-05,0.0,0.0,0.0
1610,3.854040915030055e-05,0.0,0.0,0.0
1611,4.1590728090211216e-05,0.0,0.0,0.0
1612,4.503089361865672e-05,0.0,0.0,0.0
1613,4.605584737354158e-05,0.0,0.0,0.0
1614,4.0965921600997846e-05,0.0,0.0,0.0
1615,3.8803438136320824e-05,0.0,0.0,0.0
1616,5.1026541768806055e-05,0.0,0.0,0.0
1617,5.4750836040641714e-05,0.0,0.0,0.0
1618,5.2080443700625824e-05,0.0,0.0,0.0
1619,4.875613116642593e-05,0.0,0.0,0.0
1620,5.268760807146984e-05,0.0,0.0,0.0
1621,5.485295540503492e-05,0.0,0.0,0.0
1622,5.59267643568871e-05,0.0,0.0,0.0
1623,4.2758609976902206e-05,0.0,0.0,0.0
1624,3.962518193085478e-05,0.0,0.0,0.0
1625,3.721468056028243e-05,0.0,0.0,0.0
1626,4.383857646774102e-05,0.0,0.0,0.0
1627,3.8786899884663785e-05,0.0,0.0,0.0
1628,3.5282597309560515e-05,0.0,0.0,0.0
1629,4.068382025122576e-05,0.0,0.0,0.0
1630,4.036198151879944e-05,0.0,0.0,0.0
1631,4.239477077914801e-05,0.0,0.0,0.0
1632,4.4343691635211666e-05,0.0,0.0,0.0
1633,3.9950264181243256e-05,0.0,0.0,0.0
1634,3.989008993292893e-05,0.0,0.0,0.0
1635,4.097745347410507e-05,0.0,0.0,0.0
1636,3.541615296853706e-05,0.0,0.0,0.0
1637,5.223154767008964e-05,0.0,0.0,0.0
1638,5.1553592129494064e-05,0.0,0.0,0.0
1639,5.0590918492941584e-05,0.0,0.0,0.0
1640,4.7814408389967866e-05,0.0,0.0,0.0
1641,4.361432924529903e-05,0.0,0.0,0.0
1642,4.993841801998704e-05,0.0,0.0,0.0
1643,4.8757483065336214e-05,0.0,0.0,0.0
1644,3.1791941182746086e-05,0.0,0.0,0.0
1645,3.12185874073683e-05,0.0,0.0,0.0
1646,3.5988579449102485e-05,0.0,0.0,0.0
1647,4.487328871099245e-05,0.0,1.040455523642387e-07,0.0
1648,4.945890058089779e-05,0.0,1.040455523642387e-07,0.0
1649,4.190097804114755e-05,0.0,1.040455523642387e-07,0.0
1650,4.427362988021092e-05,0.0,1.040455523642387e-07,0.0
1651,4.471482420090719e-05,0.0,1.040455523642387e-07,0.0
1652,6.512051757973885e-05,0.0,1.040455523642387e-07,0.0
1653,6.082880905263924e-05,0.0,1.040455523642387e-07,0.0
1654,5.352941661840305e-05,0.0,0.0,0.0
1655,5.0110540282081016e-05,0.0,0.0,0.0
1656,5.14215475310006e-05,0.0,0.0,0.0
1657,5.383967774313143e-05,0.0,2.7804432534139778e-08,0.0
1658,5.7926553251620915e-05,0.0,2.7804432534139778e-08,0.0
1659,3.904434613234896e-05,0.0,2.7804432534139778e-08,0.0
1660,4.4534051474849025e-05,0.0,2.7804432534139778e-08,0.0
1661,5.259003851928615e-05,0.0,2.7804432534139778e-08,0.0
1662,5.3553059842670336e-05,0.0,2.7804432534139778e-08,0.0
1663,5.6207999088136216e-05,0.0,2.7804432534139778e-08,0.0
1664,5.422998479584099e-05,0.0,0.0,0.0
1665,5.023807274743116e-05,0.0,0.0,0.0
1666,4.9014532123692334e-05,0.0,0.0,0.0
1667,4.6974039703075376e-05,0.0,0.0,0.0
1668,4.5534672348627024e-05,0.0,0.0,0.0
1669,4.6855777327436954e-05,0.0,0.0,0.0
1670,4.737460611587656e-05,0.0,0.0,0.0
1671,4.617199634334871e-05,0.0,0.0,0.0
1672,4.742834997679373e-05,0.0,0.0,0.0
1673,4.6496500155106855e-05,0.0,0.0,0.0
1674,4.482376113758489e-05,0.0,0.0,0.0
1675,3.823965978101894e-05,0.0,0.0,0.0
1676,3.8057443297085615e-05,0.0,0.0,0.0
1677,3.7664589399355464e-05,0.0,0.0,0.0
1678,3.679718585252496e-05,0.0,0.0,0.0
1679,3.4081253813513156e-05,0.0,0.0,0.0
1680,3.549320458010438e-05,0.0,0.0,0.0
1681,3.368585021235049e-05,0.0,0.0,0.0
1682,3.182047034247911e-05,0.0,0.0,0.0
1683,3.134751750621945e-05,0.0,0.0,0.0
1684,3.24838568173748e-05,0.0,0.0,0.0
1685,3.152986807565737e-05,0.0,0.0,0.0
1686,3.2993935487216473e-05,0.0,0.0,0.0
1687,3.217964980909268e-05,0.0,0.0,0.0
1688,3.1892202709319205e-05,0.0,0.0,0.0
1689,3.307233185166426e-05,0.0,0.0,0.0
1690,3.391378907378696e-05,0.0,0.0,0.0
1691,2.8908266488412793e-05,0.0,0.0,0.0
1692,2.8632704145690824e-05,0.0,0.0,0.0
1693,3.074897124731381e-05,0.0,0.0,0.0
1694,2.940812373708468e-05,0.0,0.0,0.0
1695,2.9696561146660576e-05,0.0,0.0,0.0
1696,2.8142597459788832e-05,0.0,0.0,0.0
1697,2.6215503437145215e-05,0.0,0.0,0.0
1698,2.92316144623328e-05,0.0,0.0,0.0
1699,2.9706884691092584e-05,0.0,0.0,0.0
1700,2.667467483011673e-05,1.29978526989102e-08,0.0,0.0
1701,2.503432941531563e-05,1.29978526989102e-08,0.0,0.0
1702,2.4084224735686022e-05,1.29978526989102e-08,0.0,0.0
1703,2.3013284589978866e-05,1.29978526989102e-08,0.0,0.0
1704,2.1445871035601677e-05,1.29978526989102e-08,0.0,0.0
1705,1.7962619365010012e-05,1.29978526989102e-08,0.0,0.0
1706,1.9364842695982327e-05,1.29978526989102e-08,0.0,0.0
1707,1.7716333396882484e-05,0.0,0.0,0.0
1708,1.7963240030180066e-05,0.0,0.0,0.0
1709,1.6675817667939035e-05,0.0,0.0,0.0
1710,1.73339295932757e-05,0.0,0.0,0.0
1711,1.7750156205563273e-05,0.0,0.0,0.0
1712,1.6006106826742844e-05,0.0,0.0,0.0
1713,1.4299262277615656e-05,0.0,0.0,0.0
1714,1.498543484298612e-05,0.0,0.0,0.0
1715,1.4242581658306466e-05,0.0,0.0,0.0
1716,1.3466447593860461e-05,0.0,0.0,0.0
1717,1.2934285223309416e-05,0.0,0.0,0.0
1718,1.2386477205187216e-05,0.0,0.0,0.0
1719,1.2615471210405563e-05,6.584871061120014e-09,0.0,0.0
1720,1.0848607481810696e-05,6.584871061120014e-09,0.0,0.0
1721,1.121660268056855e-05,6.584871061120014e-09,0.0,0.0
1722,1.2101439032059197e-05,6.584871061120014e-09,0.0,0.0
1723,1.3552024613870475e-05,6.584871061120014e-09,0.0,0.0
1724,1.4696414122486853e-05,1.2455790811470382e-08,0.0,0.0
1725,1.4111585512312428e-05,1.9808743851561824e-08,0.0,0.0
1726,1.4191894414190237e-05,1.322387279044181e-08,0.0,0.0
1727,1.4536905057736607e-05,2.0066588644697603e-08,0.0,0.0
1728,1.3606314756283869e-05,2.0066588644697603e-08,0.0,0.0
1729,1.3706947486623125e-05,2.0066588644697603e-08,0.0,0.0
1730,1.760564022593566e-05,2.0066588644697603e-08,0.0,0.0
1731,1.6481140846735798e-05,1.4195668894347234e-08,0.0,0.0
1732,1.9339876026996145e-05,1.3101239712146447e-08,0.0,0.0
1733,2.2062627067498397e-05,1.3101239712146447e-08,0.0,0.0
1734,2.3555720612681137e-05,6.258523857890655e-09,0.0,0.0
1735,2.4497162745059802e-05,6.258523857890655e-09,0.0,0.0
1736,2.530203723186527e-05,6.258523857890655e-09,0.0,0.0
1737,2.2895159807896042e-05,6.258523857890655e-09,0.0,0.0
1738,2.7902760588663762e-05,6.258523857890655e-09,0.0,0.0
1739,2.5255960801067496e-05,0.0,0.0,0.0
1740,2.4946683489750804e-05,0.0,0.0,0.0
1741,2.5185162355358314e-05,0.0,0.0,0.0
1742,2.54014615036015e-05,0.0,0.0,0.0
1743,2.662391151326509e-05,0.0,0.0,0.0
1744,2.447815963283314e-05,4.464060359461135e-09,0.0,0.0
1745,2.0628683029956717e-05,4.464060359461135e-09,0.0,0.0
1746,2.3465020214124316e-05,4.464060359461135e-09,0.0,0.0
1747,2.1772661576895708e-05,4.464060359461135e-09,0.0,0.0
1748,2.509652689955796e-05,4.464060359461135e-09,0.0,0.0
1749,2.624575037251426e-05,9.419340735965826e-09,0.0,0.0
1750,2.584648037944654e-05,9.419340735965826e-09,0.0,0.0
1751,2.8404297284266378e-05,4.955280376504691e-09,0.0,0.0
1752,3.0261528861176756e-05,2.0549640972993595e-08,0.0,0.0
