ngram,sentence,sentnce,senence,sentnce
1636,3.9118045086589905e-05,0.0,0.0,0.0
1637,3.7638035532186874e-05,0.0,0.0,0.0
1638,4.076621241568189e-05,0.0,0.0,0.0
1639,3.983129032089242e-05,0.0,0.0,0.0
1640,3.726021168404259e-05,0.0,0.0,0.0
1641,4.673626634550081e-05,0.0,0.0,0.0
1642,4.627364952674335e-05,0.0,0.0,0.0
1643,4.887930143533075e-05,0.0,0.0,0.0
1644,4.96916698986232e-05,0.0,0.0,0.0
1645,4.6759261489829183e-05,0.0,0.0,0.0
1646,4.679514001639161e-05,0.0,0.0,0.0
1647,4.696229786661986e-05,0.0,0.0,0.0
1648,4.322489309873033e-05,0.0,0.0,0.0
1649,3.606595445100018e-05,0.0,0.0,0.0
1650,3.443042675956219e-05,0.0,0.0,0.0
1651,4.1665634073849234e-05,0.0,0.0,0.0
1652,4.1364972275914624e-05,0.0,0.0,0.0
1653,4.4726535114542844e-05,0.0,0.0,0.0
1654,4.8608399863171924e-05,0.0,0.0,0.0
1655,4.719944289328331e-05,0.0,0.0,0.0
1656,4.580473120898075e-05,0.0,0.0,0.0
1657,4.511478437052574e-05,0.0,0.0,0.0
1658,4.267572486631772e-05,0.0,0.0,0.0
1659,4.2354321392070104e-05,0.0,0.0,0.0
1660,4.0304204698518985e-05,0.0,0.0,0.0
1661,3.1818196021049516e-05,0.0,0.0,0.0
1662,3.13537181162766e-05,0.0,0.0,0.0
1663,3.814066303675645e-05,0.0,0.0,0.0
1664,4.076649065609672e-05,0.0,0.0,0.0
1665,3.7564699271440206e-05,0.0,0.0,0.0
1666,3.621096266215318e-05,0.0,0.0,0.0
1667,3.7421309636036835e-05,0.0,0.0,0.0
1668,4.606577931554057e-05,0.0,0.0,0.0
1669,4.3146967592682426e-05,0.0,0.0,0.0
1670,3.786100023717154e-05,0.0,0.0,0.0
1671,3.853028179686849e-05,0.0,0.0,0.0
1672,3.747380625489833e-05,0.0,0.0,0.0
1673,3.75901521952723e-05,0.0,0.0,0.0
1674,3.551961708581075e-05,0.0,0.0,0.0
1675,3.351603715730432e-05,0.0,0.0,0.0
1676,3.3107526438210956e-05,0.0,0.0,0.0
1677,3.192258788788292e-05,0.0,0.0,0.0
1678,2.806289090325923e-05,0.0,0.0,0.0
1679,2.703995310834476e-05,0.0,0.0,0.0
1680,2.559661931757416e-05,0.0,0.0,0.0
1681,2.648687612755956e-05,0.0,0.0,0.0
1682,2.1116347852512263e-05,0.0,0.0,0.0
1683,1.969893258189716e-05,0.0,0.0,0.0
1684,1.913515214775024e-05,0.0,0.0,0.0
1685,1.767573069498342e-05,0.0,0.0,0.0
1686,1.886720981149535e-05,0.0,0.0,0.0
1687,1.822191734390799e-05,0.0,0.0,0.0
1688,1.550280597127442e-05,0.0,0.0,0.0
1689,1.456278174113582e-05,0.0,0.0,0.0
1690,1.4303239887729952e-05,0.0,0.0,0.0
1691,1.4446784397088258e-05,0.0,0.0,0.0
1692,1.3820855851268529e-05,0.0,0.0,0.0
1693,1.0535698298294197e-05,0.0,0.0,0.0
1694,1.0027125491823036e-05,0.0,0.0,0.0
1695,1.1436963632149855e-05,0.0,0.0,0.0
1696,1.1560077122599718e-05,0.0,0.0,0.0
1697,1.2456942191160384e-05,0.0,0.0,0.0
1698,1.7127153569163056e-05,0.0,0.0,0.0
1699,1.581195523872988e-05,0.0,0.0,0.0
1700,1.909421644086251e-05,0.0,0.0,0.0
1701,1.800172308971274e-05,0.0,0.0,0.0
1702,1.752704013467467e-05,0.0,0.0,0.0
1703,1.8111246520545266e-05,0.0,0.0,0.0
1704,1.66559800943235e-05,0.0,0.0,0.0
1705,1.166965304426932e-05,0.0,0.0,0.0
1706,1.2659105972748616e-05,0.0,0.0,0.0
1707,9.555048823780713e-06,0.0,0.0,0.0
1708,9.418836725672008e-06,0.0,0.0,0.0
1709,8.138058774420642e-06,0.0,0.0,0.0
1710,7.757453691478336e-06,0.0,0.0,0.0
1711,8.653636963832209e-06,0.0,0.0,0.0
1712,6.965714841758849e-06,0.0,0.0,0.0
1713,7.028847026698973e-06,0.0,0.0,0.0
1714,7.220729035647569e-06,0.0,0.0,0.0
1715,7.31378616235036e-06,0.0,0.0,0.0
1716,7.980760041651333e-06,0.0,0.0,0.0
1717,7.388603307845187e-06,0.0,0.0,0.0
1718,7.006654381517105e-06,0.0,0.0,0.0
1719,7.159507504184148e-06,0.0,0.0,0.0
1720,7.906753808128997e-06,0.0,0.0,0.0
1721,8.839163748624352e-06,0.0,0.0,0.0
1722,1.0095142377914662e-05,0.0,0.0,0.0
1723,1.023192986135005e-05,0.0,0.0,0.0
1724,1.0153383820059908e-05,0.0,0.0,0.0
1725,1.1000608537869994e-05,0.0,0.0,0.0
1726,1.097270738422854e-05,0.0,0.0,0.0
1727,1.0509465352827516e-05,0.0,0.0,0.0
1728,1.0669503678530288e-05,0.0,0.0,0.0
1729,1.1183765244433224e-05,0.0,0.0,0.0
1730,1.145815992588593e-05,0.0,0.0,0.0
1731,1.2518738523275325e-05,0.0,0.0,0.0
1732,1.155672621929885e-05,0.0,0.0,0.0
1733,1.2875960497435049e-05,0.0,0.0,0.0
1734,1.347665030542495e-05,0.0,0.0,0.0
1735,1.4377762324459451e-05,0.0,0.0,0.0
1736,1.4391441124774116e-05,0.0,0.0,0.0
1737,1.4578352940069245e-05,0.0,0.0,0.0
1738,1.4729713127183328e-05,0.0,0.0,0.0
1739,1.4738653590029571e-05,0.0,0.0,0.0
1740,1.3628042974492668e-05,0.0,0.0,0.0
1741,1.3138129751106525e-05,0.0,0.0,0.0
1742,1.2502316816867928e-05,0.0,0.0,0.0
1743,1.373567296728392e-05,0.0,0.0,0.0
1744,1.5004212270598924e-05,0.0,0.0,0.0
1745,1.5858843263621175e-05,0.0,0.0,0.0
1746,1.865198451663933e-05,0.0,0.0,0.0
1747,2.179620670566302e-05,0.0,0.0,0.0
1748,2.4953613059811426e-05,0.0,0.0,0.0
1749,2.697436502785422e-05,0.0,0.0,0.0
1750,2.7707672415999696e-05,0.0,0.0,0.0
1751,2.86177996063738e-05,0.0,0.0,0.0
1752,2.945451914066715e-05,0.0,0.0,0.0
1753,2.9354694821189957e-05,0.0,0.0,0.0
1754,3.1458396084157615e-05,0.0,0.0,0.0
1755,3.2855167903887506e-05,0.0,0.0,0.0
1756,3.4854092778654634e-05,0.0,0.0,0.0
1757,3.674124984952089e-05,0.0,0.0,0.0
1758,4.073815398442093e-05,0.0,0.0,0.0
1759,4.364852221832345e-05,0.0,0.0,0.0
1760,4.608069918633971e-05,0.0,0.0,0.0
1761,4.529669864236244e-05,0.0,0.0,0.0
1762,4.461400645336003e-05,0.0,0.0,0.0
1763,4.296832672220522e-05,0.0,0.0,0.0
1764,4.220080154482275e-05,0.0,0.0,0.0
1765,3.990258223244122e-05,0.0,2.9474084125727782e-09,0.0
1766,4.074805578316695e-05,0.0,2.9474084125727782e-09,0.0
1767,4.0235113244437214e-05,0.0,2.9474084125727782e-09,0.0
1768,4.128052283444309e-05,0.0,2.9474084125727782e-09,0.0
1769,4.1403072827961296e-05,0.0,5.993668038075027e-09,0.0
1770,4.355395191981058e-05,0.0,5.993668038075027e-09,0.0
1771,4.4006329387359854e-05,0.0,5.993668038075027e-09,0.0
1772,4.448923053652314e-05,0.0,3.046259625502249e-09,0.0
1773,4.456357886998116e-05,0.0,8.236641337232089e-09,0.0
1774,4.485961419829566e-05,0.0,8.236641337232089e-09,0.0
1775,4.407897462702489e-05,0.0,8.236641337232089e-09,0.0
1776,4.4245981760988275e-05,0.0,5.190381711729839e-09,0.0
1777,4.28427525288758e-05,0.0,5.190381711729839e-09,0.0
1778,4.748742035839574e-05,0.0,7.97152540802212e-09,0.0
1779,4.75606689828315e-05,0.0,7.97152540802212e-09,0.0
1780,4.802639055664518e-05,2.349140310846971e-09,2.7811436962922797e-09,2.349140310846971e-09
1781,4.675806173638973e-05,2.349140310846971e-09,2.7811436962922797e-09,2.349140310846971e-09
1782,4.6299624955281615e-05,2.349140310846971e-09,2.7811436962922797e-09,2.349140310846971e-09
1783,4.603556850010396e-05,2.349140310846971e-09,2.7811436962922797e-09,2.349140310846971e-09
1784,4.7379227908095345e-05,2.349140310846971e-09,2.7811436962922797e-09,2.349140310846971e-09
1785,4.435552961824994e-05,2.349140310846971e-09,0.0,2.349140310846971e-09
1786,4.5562617742689326e-05,2.349140310846971e-09,0.0,2.349140310846971e-09
1787,4.4643073384317434e-05,0.0,0.0,0.0
1788,4.560502410250982e-05,0.0,0.0,0.0
1789,4.703501326730475e-05,1.163384817053676e-09,0.0,1.163384817053676e-09
1790,4.8743258438272665e-05,1.163384817053676e-09,0.0,1.163384817053676e-09
1791,4.9217955425514705e-05,1.163384817053676e-09,0.0,1.163384817053676e-09
1792,4.848969911108725e-05,1.163384817053676e-09,0.0,1.163384817053676e-09
1793,4.6933197674141934e-05,1.163384817053676e-09,9.860221210950775e-10,1.163384817053676e-09
1794,4.584788205517855e-05,1.163384817053676e-09,9.860221210950775e-10,1.163384817053676e-09
1795,4.6017269986415545e-05,1.163384817053676e-09,1.89929424568699e-09,1.163384817053676e-09
1796,4.6379005652852356e-05,0.0,1.89929424568699e-09,0.0
1797,4.561984003105733e-05,0.0,2.4662178965684234e-09,0.0
1798,4.5611113039610374e-05,0.0,2.4662178965684234e-09,0.0
1799,4.628709055915741e-05,0.0,2.4662178965684234e-09,0.0
1800,4.6327998071709385e-05,0.0,1.4801957754733458e-09,0.0
1801,4.7705987006858254e-05,0.0,1.4801957754733458e-09,0.0
1802,4.9698324021717e-05,0.0,1.435177246885847e-09,0.0
1803,5.025944795176786e-05,0.0,1.7861772061422698e-09,0.0
1804,5.059197012867246e-05,0.0,1.8294086563080165e-09,0.0
1805,5.022437367837743e-05,0.0,2.0890861580318595e-09,0.0
1806,5.098828478367068e-05,0.0,2.606186361957847e-09,0.0
1807,5.368305729851792e-05,0.0,3.2338500607512597e-09,0.0
1808,5.5433063347923704e-05,0.0,3.939939596797615e-09,0.0
1809,5.525767119252123e-05,0.0,3.071686000793201e-09,0.0
1810,5.594558647966811e-05,0.0,2.938623693588787e-09,0.0
1811,5.7862418803519434e-05,0.0,2.562852533368901e-09,0.0
1812,5.858516929687799e-05,0.0,2.541883291153267e-09,0.0
1813,6.073481407448915e-05,0.0,2.412741895163606e-09,0.0
1814,6.0791102961437513e-05,0.0,3.665701472524826e-09,0.0
1815,5.918511721704688e-05,0.0,2.959611936478471e-09,0.0
1816,5.9201821256595266e-05,0.0,2.959611936478471e-09,0.0
1817,5.936248531465286e-05,0.0,3.0843694265314525e-09,0.0
1818,5.81579801551665e-05,0.0,2.8499854857041586e-09,0.0
1819,5.9073008222705016e-05,0.0,2.61127722619595e-09,0.0
1820,5.752492247016302e-05,0.0,2.370715354186156e-09,0.0
1821,5.6570089197651085e-05,1.2855425454308796e-10,4.900920780315232e-10,1.2855425454308796e-10
1822,5.746023297043783e-05,1.2855425454308796e-10,4.900920780315232e-10,1.2855425454308796e-10
1823,5.771537066071427e-05,1.2855425454308796e-10,6.305548464321678e-10,1.2855425454308796e-10
1824,5.658206074648271e-05,1.2855425454308796e-10,8.243397710470748e-10,1.2855425454308796e-10
1825,5.619286561600997e-05,1.2855425454308796e-10,1.077573379732704e-09,1.2855425454308796e-10
1826,5.462051454482467e-05,2.470524975071799e-10,1.196071622696796e-09,2.470524975071799e-10
1827,5.30716435085716e-05,2.470524975071799e-10,1.2578158990552068e-09,2.470524975071799e-10
1828,5.2575978250908e-05,1.1849824296409191e-10,1.4784745174166248e-09,1.1849824296409191e-10
1829,5.2017903466808745e-05,1.1849824296409191e-10,1.6892973527963103e-09,1.1849824296409191e-10
1830,5.1238345414666196e-05,2.1380278500008184e-10,1.6441391264316557e-09,2.1380278500008184e-10
1831,5.042256244840766e-05,3.0669744521816256e-10,1.7579216970986522e-09,3.0669744521816256e-10
1832,4.967115559598564e-05,3.0669744521816256e-10,1.845285924062523e-09,3.0669744521816256e-10
1833,4.934365331012357e-05,2.7067746456919753e-10,2.1391790085343943e-09,2.7067746456919753e-10
1834,4.887999914769482e-05,2.7067746456919753e-10,2.1792183771803965e-09,2.7067746456919753e-10
1835,4.8430941075951394e-05,2.7067746456919753e-10,2.1261265605230862e-09,2.7067746456919753e-10
1836,4.773359510831402e-05,2.7067746456919753e-10,2.290609606753995e-09,2.7067746456919753e-10
1837,4.7665469277749904e-05,1.7537292253320758e-10,2.4276292880693565e-09,1.7537292253320758e-10
1838,4.807303983917726e-05,8.247826231512688e-11,2.0063439005418057e-09,8.247826231512688e-11
1839,4.832988114295793e-05,1.5825969899653713e-10,1.817308938255126e-09,1.5825969899653713e-10
1840,4.839782403515918e-05,7.578143668141024e-11,1.631675508991951e-09,7.578143668141024e-11
1841,4.924553442314001e-05,7.578143668141024e-11,1.8023605941053233e-09,7.578143668141024e-11
1842,4.978221737214231e-05,7.578143668141024e-11,2.4862099363381115e-09,7.578143668141024e-11
1843,4.931379485891999e-05,7.578143668141024e-11,2.373202174459672e-09,7.578143668141024e-11
1844,4.879181558083344e-05,7.578143668141024e-11,2.675140807286068e-09,7.578143668141024e-11
1845,4.8505581487136495e-05,7.578143668141024e-11,2.646379845419996e-09,7.578143668141024e-11
1846,4.834683256506521e-05,0.0,2.755698970600763e-09,0.0
1847,4.846079017235232e-05,0.0,3.0137847931551877e-09,0.0
1848,4.7315939030210886e-05,0.0,2.976732844344505e-09,0.0
1849,4.5993145509523205e-05,0.0,2.3402748469284316e-09,0.0
1850,4.593683999181459e-05,1.424097347982719e-10,2.1729165451083485e-09,1.424097347982719e-10
1851,4.536648495039637e-05,1.424097347982719e-10,2.056511056685346e-09,1.424097347982719e-10
1852,4.507521277576286e-05,1.424097347982719e-10,2.0585410519048862e-09,1.424097347982719e-10
1853,4.447991627135447e-05,1.424097347982719e-10,2.135474448066483e-09,1.424097347982719e-10
1854,4.3810336397395334e-05,2.434134560580503e-10,1.8526381698588272e-09,2.434134560580503e-10
1855,4.298842343684685e-05,2.434134560580503e-10,1.6798314485453959e-09,2.434134560580503e-10
1856,4.263473342039755e-05,2.434134560580503e-10,1.4648733020245735e-09,2.434134560580503e-10
1857,4.1509661969030276e-05,1.010037212597784e-10,1.6106046179282479e-09,1.010037212597784e-10
1858,4.133804759476334e-05,1.010037212597784e-10,1.3079542766319158e-09,1.010037212597784e-10
1859,4.114293395624762e-05,1.010037212597784e-10,1.410354936012429e-09,1.010037212597784e-10
1860,4.136966474886451e-05,1.010037212597784e-10,1.1335347501909406e-09,1.010037212597784e-10
1861,4.1172311154826146e-05,0.0,1.1574740293213942e-09,0.0
1862,4.105609176414353e-05,0.0,1.1146218472011883e-09,0.0
1863,4.098504879428739e-05,4.7737881108440257e-11,1.1146218472011883e-09,4.7737881108440257e-11
1864,4.105252238722252e-05,4.7737881108440257e-11,1.5332824137332629e-09,4.7737881108440257e-11
1865,4.075457140321045e-05,4.7737881108440257e-11,1.6392081501694277e-09,4.7737881108440257e-11
1866,4.035782071046664e-05,4.7737881108440257e-11,1.5557593150258446e-09,4.7737881108440257e-11
1867,3.958281013183296e-05,9.095033853030138e-11,1.5379765635640093e-09,9.095033853030138e-11
1868,3.905847292376815e-05,9.095033853030138e-11,1.4464649398883621e-09,9.095033853030138e-11
1869,3.897056376445107e-05,9.095033853030138e-11,1.3584818984010587e-09,9.095033853030138e-11
1870,3.876438391411544e-05,4.321245742186111e-11,1.4429548191228848e-09,4.321245742186111e-11
1871,3.906184013300974e-05,8.378851977321387e-11,9.865034344969104e-10,8.378851977321387e-11
1872,3.920836336744417e-05,8.378851977321387e-11,1.3386945996174404e-09,8.378851977321387e-11
1873,3.878387828340887e-05,8.378851977321387e-11,1.3125402510892415e-09,8.378851977321387e-11
1874,3.875902153335379e-05,4.057606235135276e-11,1.3090685083546764e-09,4.057606235135276e-11
1875,3.8466485940651705e-05,4.057606235135276e-11,1.4554386307263911e-09,4.057606235135276e-11
1876,3.8432172524543216e-05,4.057606235135276e-11,1.606258756955573e-09,4.057606235135276e-11
1877,3.87176348470218e-05,4.057606235135276e-11,1.7664475398288764e-09,4.057606235135276e-11
1878,3.7934126469606e-05,3.6285359637590526e-11,1.599852583744621e-09,3.6285359637590526e-11
1879,3.738876070461369e-05,3.6285359637590526e-11,1.0265286557295132e-09,3.6285359637590526e-11
1880,3.722487755502308e-05,6.917204309342395e-11,9.301449451929297e-10,6.917204309342395e-11
1881,3.645587535824494e-05,6.917204309342395e-11,1.0797978106895962e-09,6.917204309342395e-11
1882,3.5893949513722744e-05,1.0158162208221252e-10,8.638117483210956e-10,1.0158162208221252e-10
1883,3.5526974118381206e-05,1.337042500524989e-10,7.623103616603646e-10,1.337042500524989e-10
1884,3.5077417123829946e-05,1.337042500524989e-10,7.312250051492799e-10,1.337042500524989e-10
1885,3.499592172114977e-05,9.741889041490838e-11,8.400560406026817e-10,9.741889041490838e-11
1886,3.465004452404433e-05,9.741889041490838e-11,9.779991261282817e-10,9.741889041490838e-11
1887,3.442904770573867e-05,6.453220695907496e-11,1.0175089183915377e-09,6.453220695907496e-11
1888,3.44482167357845e-05,6.453220695907496e-11,1.044138077586711e-09,6.453220695907496e-11
1889,3.439456590318254e-05,5.829352278663436e-11,1.0840024988745256e-09,5.829352278663436e-11
1890,3.391717681162325e-05,2.6170894816347966e-11,1.0061033672847941e-09,2.6170894816347966e-11
1891,3.327502989642588e-05,2.6170894816347966e-11,8.949472274366599e-10,2.6170894816347966e-11
1892,3.284458268483702e-05,4.8642476951117026e-11,8.397171608847437e-10,4.8642476951117026e-11
1893,3.270129829096342e-05,7.170415055363882e-11,1.0938225325496376e-09,7.170415055363882e-11
1894,3.2285482510425414e-05,7.170415055363882e-11,1.0219280104679334e-09,7.170415055363882e-11
1895,3.202547876363886e-05,7.170415055363882e-11,8.694188940212249e-10,7.170415055363882e-11
1896,3.2144641798887665e-05,8.429410740846371e-11,8.034961664270059e-10,8.429410740846371e-11
1897,3.220376986843933e-05,1.2144761783540658e-10,7.529047861355918e-10,1.2144761783540658e-10
1898,3.2315371104881964e-05,1.2144761783540658e-10,7.767517581517122e-10,1.2144761783540658e-10
1899,3.211906524874004e-05,9.897603570063751e-11,7.961488690533258e-10,9.897603570063751e-11
1900,3.155236117891036e-05,7.591436209811572e-11,4.944534385106384e-10,7.591436209811572e-11
1901,3.134593212702644e-05,7.591436209811572e-11,4.281781199441273e-10,7.591436209811572e-11
1902,3.091548855341638e-05,9.313265238373804e-11,4.851925290110565e-10,9.313265238373804e-11
1903,3.0525198391322715e-05,1.5000666581903895e-10,6.058231297575592e-10,1.5000666581903895e-10
1904,3.0153727753453756e-05,1.4456063528773504e-10,6.850918324704683e-10,1.4456063528773504e-10
1905,2.9774350228503215e-05,1.5980749759217768e-10,6.655526923233473e-10,1.5980749759217768e-10
1906,2.9691172000769128e-05,2.063524559559049e-10,6.028142112463846e-10,2.063524559559049e-10
1907,2.9938024454168044e-05,2.796033216464647e-10,7.61514137462679e-10,2.796033216464647e-10
1908,2.9658002988851096e-05,2.9332777575933177e-10,8.987586706611848e-10,2.9332777575933177e-10
1909,2.950616180896759e-05,2.761094854737094e-10,8.60916695076343e-10,2.761094854737094e-10
1910,2.9157553529200542e-05,1.8047462036723568e-10,9.770030419607524e-10,1.8047462036723568e-10
1911,2.8881884905526283e-05,1.907009381756681e-10,1.0235357244298931e-09,1.907009381756681e-10
1912,2.8646737389083554e-05,1.7545407587122545e-10,1.10419107984023e-09,1.7545407587122545e-10
1913,2.820334442990965e-05,1.5750495550660914e-10,1.1434336334912943e-09,1.5750495550660914e-10
1914,2.7900276888561037e-05,1.42720048081278e-10,1.0697785514577974e-09,1.42720048081278e-10
1915,2.775194090125816e-05,1.9275048422441798e-10,9.962889085152987e-10,1.9275048422441798e-10
1916,2.7628798436905656e-05,1.9275048422441798e-10,1.0490696168906156e-09,1.9275048422441798e-10
1917,2.7400088583817706e-05,1.9275048422441798e-10,8.71351958840551e-10,1.9275048422441798e-10
1918,2.7269873888664214e-05,2.5147835599640244e-10,8.174517729386821e-10,2.5147835599640244e-10
1919,2.7191545606391238e-05,2.6568410269442056e-10,7.153028566290029e-10,2.6568410269442056e-10
1920,2.7665397283271886e-05,3.0669322934448063e-10,8.151285836786672e-10,3.0669322934448063e-10
1921,2.7825273199206485e-05,2.48227271079252e-10,9.489584039203335e-10,2.48227271079252e-10
1922,2.8372387792582492e-05,2.3277497290807858e-10,9.818086978339936e-10,2.3277497290807858e-10
1923,2.9408397624917727e-05,3.555421978654724e-10,9.200022648465328e-10,3.555421978654724e-10
