ngram,web,wb,webb,webb
1627,7.348661321365009e-07,7.875618166508502e-07,5.061681836845569e-07,5.061681836845569e-07
1628,1.0624242544768743e-06,4.962374516383404e-07,2.148438186720471e-07,2.148438186720471e-07
1629,1.1449535983436881e-06,2.148438186720471e-07,2.148438186720471e-07,2.148438186720471e-07
1630,1.4899495925289687e-06,2.148438186720471e-07,3.010928172183672e-07,3.010928172183672e-07
1631,2.0567494191579627e-06,1.7887159791436196e-07,1.517606246384925e-07,1.517606246384925e-07
1632,2.4660611757099105e-06,3.621238663851857e-07,2.433867588739044e-07,2.433867588739044e-07
1633,8.772330090778269e-06,4.992166639437658e-07,2.433867588739044e-07,2.433867588739044e-07
1634,9.563550820855329e-06,6.226348269982347e-07,3.6680492192837324e-07,3.6680492192837324e-07
1635,9.482951838890585e-06,6.394429143646059e-07,4.65932722753288e-07,4.65932722753288e-07
1636,9.834644531890393e-06,7.262873233620277e-07,4.65932722753288e-07,4.65932722753288e-07
1637,1.0001769412935704e-05,7.994474507151088e-07,3.796837242069679e-07,3.796837242069679e-07
1638,1.0108319965443765e-05,7.53422515994576e-07,4.470187613086247e-07,4.470187613086247e-07
1639,9.595165676858284e-06,7.259107072903654e-07,3.553926270732128e-07,3.553926270732128e-07
1640,3.2888967617899264e-06,8.972420825362601e-07,3.553926270732128e-07,3.553926270732128e-07
1641,2.2378554384821266e-06,8.932680941597937e-07,2.3197446401874394e-07,2.3197446401874394e-07
1642,2.0988461325747006e-06,8.109483807012501e-07,6.733503710165678e-08,6.733503710165678e-08
1643,2.025913882367344e-06,7.241039717038282e-07,6.733503710165678e-08,6.733503710165678e-08
1644,1.972100347659632e-06,6.509438443507471e-07,1.5899650358213486e-07,1.5899650358213486e-07
1645,1.691684616389466e-06,5.836088072490904e-07,9.166146648047808e-08,9.166146648047808e-08
1646,1.3802036968562398e-06,4.2786834748247724e-07,9.166146648047808e-08,9.166146648047808e-08
1647,1.4842492492204786e-06,1.194441746780025e-07,9.166146648047808e-08,9.166146648047808e-08
1648,1.6537733407468686e-06,4.584923577307823e-08,9.166146648047808e-08,9.166146648047808e-08
1649,1.5458235062786635e-06,4.584923577307823e-08,9.166146648047808e-08,9.166146648047808e-08
1650,1.4480545473816164e-06,1.336895089869878e-07,9.166146648047808e-08,9.166146648047808e-08
1651,1.3337478565387885e-06,3.0568983382701323e-07,0.0,0.0
1652,1.1634987962289806e-06,3.0568983382701323e-07,5.567139688927065e-08,5.567139688927065e-08
1653,1.6911292521269518e-06,3.0568983382701323e-07,5.567139688927065e-08,5.567139688927065e-08
1654,1.8359828085782022e-06,3.0568983382701323e-07,9.715458304526692e-08,9.715458304526692e-08
1655,1.9553549139215775e-06,3.760466873765316e-07,1.552576277065652e-07,1.552576277065652e-07
1656,2.2725062405827756e-06,4.213540185966329e-07,1.552576277065652e-07,1.552576277065652e-07
1657,2.509465210615807e-06,3.6131817791686315e-07,2.3867092733910666e-07,2.3867092733910666e-07
1658,2.433542736720743e-06,1.893178530768377e-07,2.3867092733910666e-07,2.3867092733910666e-07
1659,2.6611977383644055e-06,2.2148503830976551e-07,1.82999530449836e-07,1.82999530449836e-07
1660,2.1335672824664343e-06,3.016598384419922e-07,1.82999530449836e-07,1.82999530449836e-07
1661,2.0190389916154217e-06,3.016598384419922e-07,1.4151634429383974e-07,1.4151634429383974e-07
1662,1.9952195852316175e-06,2.2605360884751592e-07,1.646130190887821e-07,1.646130190887821e-07
1663,1.809458215770324e-06,2.464412562273667e-07,1.646130190887821e-07,1.646130190887821e-07
1664,1.5054933279705956e-06,2.9724278606733735e-07,8.119971945624066e-08,8.119971945624066e-08
1665,1.325598386106971e-06,4.2951763288913624e-07,1.252913364169217e-07,1.252913364169217e-07
1666,1.1948449777524469e-06,4.772472428677637e-07,1.252913364169217e-07,1.252913364169217e-07
1667,1.3246542412811583e-06,3.97072442735537e-07,1.252913364169217e-07,1.252913364169217e-07
1668,1.4965559265484835e-06,4.4082565864300705e-07,1.690445523243917e-07,1.690445523243917e-07
1669,1.2017111410094522e-06,4.0022579891488673e-07,8.784483286815106e-08,8.784483286815106e-08
1670,1.418163701519656e-06,4.1182915668157095e-07,1.6514316923478744e-07,1.6514316923478744e-07
1671,1.4171997508226144e-06,3.3322319430746053e-07,1.6514316923478744e-07,1.6514316923478744e-07
1672,1.5504219257016821e-06,2.0094834748566166e-07,1.210515522741064e-07,1.210515522741064e-07
1673,1.3545490946041485e-06,1.457944226298683e-07,1.210515522741064e-07,1.210515522741064e-07
1674,1.5825755842310433e-06,2.1085547124195208e-07,1.210515522741064e-07,1.210515522741064e-07
1675,1.3106215805334744e-06,1.6710225533448204e-07,7.729833636663638e-08,7.729833636663638e-08
1676,1.4095070192914655e-06,1.6710225533448204e-07,7.729833636663638e-08,7.729833636663638e-08
1677,1.162423099490947e-06,1.5697631486740908e-07,0.0,0.0
1678,1.166057846343652e-06,1.9681345772174348e-07,1.991857142716721e-08,1.991857142716721e-08
1679,1.0369395145711939e-06,2.1988522697873642e-07,1.991857142716721e-08,1.991857142716721e-08
1680,9.856328802015923e-07,3.761616531911776e-07,1.991857142716721e-08,1.991857142716721e-08
1681,9.85810686415789e-07,3.3347645203970646e-07,6.467026634839255e-08,6.467026634839255e-08
1682,1.0926194217323167e-06,3.3347645203970646e-07,8.483129931846634e-08,8.483129931846634e-08
1683,1.007914347285675e-06,3.3347645203970646e-07,8.483129931846634e-08,8.483129931846634e-08
1684,9.071557493760858e-07,2.9552563570892486e-07,1.140528788872481e-07,1.140528788872481e-07
1685,7.079700432249021e-07,2.556884928545904e-07,9.413430746008089e-08,9.413430746008089e-08
1686,7.261997926174704e-07,2.326167235975975e-07,9.413430746008089e-08,9.413430746008089e-08
1687,8.59792529744092e-07,1.339976064075797e-07,9.413430746008089e-08,9.413430746008089e-08
1688,5.48370548715736e-07,1.5821333728841376e-07,4.938261253885555e-08,4.938261253885555e-08
1689,5.335279930867338e-07,1.897845070938534e-07,2.9221579568781764e-08,2.9221579568781764e-08
1690,5.724747000255905e-07,1.897845070938534e-07,4.99918704528162e-08,4.99918704528162e-08
1691,7.192710102442237e-07,1.850289805815919e-07,2.0770290884034433e-08,2.0770290884034433e-08
1692,7.192710102442237e-07,2.323650696618123e-07,4.443833542414463e-08,4.443833542414463e-08
1693,7.655101593887334e-07,2.63716263556749e-07,4.443833542414463e-08,4.443833542414463e-08
1694,6.57051909261749e-07,2.0570163477324449e-07,4.443833542414463e-08,4.443833542414463e-08
1695,6.259671343806466e-07,1.9012366335248642e-07,4.443833542414463e-08,4.443833542414463e-08
1696,6.099040774643072e-07,1.7429843930066064e-07,4.443833542414463e-08,4.443833542414463e-08
1697,8.427471373449537e-07,2.2572796102135077e-07,2.3668044540110193e-08,2.3668044540110193e-08
1698,7.374359094163603e-07,2.012619079648305e-07,2.3668044540110193e-08,2.3668044540110193e-08
1699,8.027836112692707e-07,1.9313443999635638e-07,0.0,0.0
1700,8.149997167298093e-07,2.1377465689706048e-07,0.0,0.0
1701,7.561245516691477e-07,2.47389662279472e-07,0.0,0.0
1702,8.00543546120025e-07,3.3622765118122645e-07,0.0,0.0
1703,7.013631336657713e-07,3.425641251299437e-07,0.0,0.0
1704,3.9410067691798236e-07,3.1711990240117824e-07,0.0,0.0
1705,4.5335144704949926e-07,3.7206673247120694e-07,0.0,0.0
1706,4.876821882200082e-07,3.550088771524835e-07,0.0,0.0
1707,4.645395433401843e-07,3.637797314175779e-07,0.0,0.0
1708,4.6445597539397046e-07,3.733002488713412e-07,0.0,0.0
1709,6.330054783835035e-07,3.3762376818101204e-07,0.0,0.0
1710,7.424694337438658e-07,3.8440144172519855e-07,1.72150233116294e-08,1.72150233116294e-08
1711,8.598079424310916e-07,4.165701150376273e-07,1.72150233116294e-08,1.72150233116294e-08
1712,8.45979449033101e-07,4.376672251282798e-07,1.72150233116294e-08,1.72150233116294e-08
1713,8.003910839501518e-07,4.804245504276748e-07,1.72150233116294e-08,1.72150233116294e-08
1714,1.4202905081869436e-06,4.866635582142667e-07,2.678663386339914e-08,2.678663386339914e-08
1715,1.4383188045030693e-06,4.5310954582029286e-07,2.678663386339914e-08,2.678663386339914e-08
1716,1.2452633362564875e-06,4.132092215058947e-07,2.678663386339914e-08,2.678663386339914e-08
1717,1.2317378507629786e-06,4.0548037207242616e-07,9.571610551769742e-09,9.571610551769742e-09
1718,1.1908968937340042e-06,3.550681562103364e-07,9.571610551769742e-09,9.571610551769742e-09
1719,1.2751961792543755e-06,3.185334414013141e-07,9.571610551769742e-09,9.571610551769742e-09
1720,1.320778510814437e-06,2.7174760676627686e-07,9.571610551769742e-09,9.571610551769742e-09
1721,6.163700569621662e-07,2.397865662219699e-07,1.7520116151510072e-08,1.7520116151510072e-08
1722,6.524893316444442e-07,2.29002265277651e-07,1.7520116151510072e-08,1.7520116151510072e-08
1723,6.726460851171266e-07,2.2177853052442386e-07,2.9870468511359963e-08,2.9870468511359963e-08
1724,5.832791641426281e-07,1.7826004545489533e-07,3.574138826171033e-08,3.574138826171033e-08
1725,5.495905181110825e-07,1.778712420527232e-07,3.574138826171033e-08,3.574138826171033e-08
1726,4.678088438530332e-07,1.6391200879135275e-07,3.574138826171033e-08,3.574138826171033e-08
1727,4.570917399502962e-07,1.8000333109772067e-07,4.9426819970221914e-08,4.9426819970221914e-08
1728,4.3464869138785745e-07,1.7088133879334627e-07,3.190670381871184e-08,3.190670381871184e-08
1729,4.693571854984059e-07,1.7955846232098338e-07,3.190670381871184e-08,3.190670381871184e-08
1730,5.692621130037878e-07,1.7524035809758841e-07,1.9556351458861953e-08,1.9556351458861953e-08
1731,6.143500083258655e-07,1.854945576188324e-07,1.3685431708511584e-08,1.3685431708511584e-08
1732,7.193424380602664e-07,2.3446832082234842e-07,1.3685431708511584e-08,1.3685431708511584e-08
1733,8.757844024590408e-07,2.440421777042242e-07,1.3685431708511584e-08,1.3685431708511584e-08
1734,8.384464129968754e-07,2.4079898862185344e-07,0.0,0.0
1735,8.707052399716173e-07,2.342815272576055e-07,0.0,0.0
1736,9.527340612943849e-07,2.2998326950788135e-07,5.512325072589062e-09,5.512325072589062e-09
1737,8.733904581146947e-07,2.2493683055862285e-07,5.512325072589062e-09,5.512325072589062e-09
1738,8.436407016785909e-07,1.970698722938583e-07,5.512325072589062e-09,5.512325072589062e-09
1739,1.0748875902371374e-06,1.568977389914445e-07,4.751423990764384e-08,4.751423990764384e-08
1740,9.787662297152825e-07,1.4423572533165237e-07,4.751423990764384e-08,4.751423990764384e-08
1741,1.0756826834982088e-06,1.3703073875603877e-07,7.127964301340789e-08,7.127964301340789e-08
1742,1.1512260686328903e-06,1.3038470468375506e-07,7.765701529446492e-08,7.765701529446492e-08
1743,1.0091774669263032e-06,1.0282307881327921e-07,7.214469022187586e-08,7.214469022187586e-08
1744,1.1919550603676856e-06,1.24241228352925e-07,7.214469022187586e-08,7.214469022187586e-08
1745,1.3104819832473628e-06,1.621106834802179e-07,7.214469022187586e-08,7.214469022187586e-08
1746,1.1418029868894206e-06,1.8080194053027299e-07,3.0142775386821086e-08,3.0142775386821086e-08
1747,1.1584234828530628e-06,1.999316227495131e-07,5.5097685905788496e-08,5.5097685905788496e-08
1748,1.130000863927957e-06,1.9800461054891067e-07,3.1332282800024455e-08,3.1332282800024455e-08
1749,1.1171138599560696e-06,2.1498154824582472e-07,6.955243390750963e-08,6.955243390750963e-08
1750,1.2740078513421134e-06,2.314752052257063e-07,7.2851165354239e-08,7.2851165354239e-08
1751,1.1507196161021836e-06,2.073545124809633e-07,7.998944262510577e-08,7.998944262510577e-08
1752,1.1863741308713673e-06,1.928765992634648e-07,8.778662292335021e-08,8.778662292335021e-08
1753,1.2841923486511014e-06,1.9323622727337613e-07,9.784532777652138e-08,9.784532777652138e-08
1754,1.4190792155334618e-06,1.6838098458395378e-07,7.707448596810146e-08,7.707448596810146e-08
1755,1.5070466799573166e-06,1.9663559669425013e-07,8.478110150430698e-08,8.478110150430698e-08
1756,1.5887725258575562e-06,2.2457785624802845e-07,4.018357811576477e-08,4.018357811576477e-08
1757,1.5989332707379487e-06,2.568061715026358e-07,4.906533972765763e-08,4.906533972765763e-08
1758,1.7305582917158193e-06,2.5046771006438054e-07,4.503464724945973e-08,4.503464724945973e-08
1759,1.637353420846921e-06,2.583853222810311e-07,5.1152646562968584e-08,5.1152646562968584e-08
1760,1.5733340725481476e-06,2.7108445875358355e-07,1.2093494916598502e-07,1.2093494916598502e-07
1761,1.5329844700318063e-06,2.8210385900300547e-07,1.1675088045543752e-07,1.1675088045543752e-07
1762,1.5743859843756321e-06,2.722495854154009e-07,1.4391783231815225e-07,1.4391783231815225e-07
1763,1.654089714975271e-06,2.4863973635547154e-07,1.5811120565193244e-07,1.5811120565193244e-07
1764,1.7625181466688185e-06,2.2802456101089774e-07,1.5436275166028475e-07,1.5436275166028475e-07
1765,2.1142216317977206e-06,2.476953621258612e-07,1.512551668676159e-07,1.512551668676159e-07
1766,2.326388864405869e-06,2.401935737290322e-07,1.373399872558626e-07,1.373399872558626e-07
1767,2.4033432737269322e-06,2.3351200338441102e-07,5.7498979799675e-08,5.7498979799675e-08
1768,2.4562588123444584e-06,2.406250924228256e-07,7.359225508350522e-08,7.359225508350522e-08
1769,2.4200168614437904e-06,2.247564399989902e-07,4.481120693558946e-08,4.481120693558946e-08
1770,2.5514671051496407e-06,2.166386415020887e-07,4.503244152179572e-08,4.503244152179572e-08
1771,2.445502121060729e-06,2.1749092736302244e-07,3.660040245482118e-08,3.660040245482118e-08
1772,2.2377751227915203e-06,2.0026327263167332e-07,4.450864768809229e-08,4.450864768809229e-08
1773,2.320959067349447e-06,2.0500300682410204e-07,5.2294220255687055e-08,5.2294220255687055e-08
1774,2.2290240134939917e-06,1.9050460358422632e-07,5.763914653503629e-08,5.763914653503629e-08
1775,2.224294868418448e-06,1.787453527413163e-07,4.73232495729852e-08,4.73232495729852e-08
1776,2.564380078443459e-06,1.8421134078445383e-07,4.936783883278752e-08,4.936783883278752e-08
1777,2.5433167008616564e-06,1.8160944900306015e-07,4.370738133323877e-08,4.370738133323877e-08
1778,2.6901765945045294e-06,1.9158637850783373e-07,4.370738133323877e-08,4.370738133323877e-08
1779,2.6734474139240253e-06,2.0636132498046728e-07,4.092250754134901e-08,4.092250754134901e-08
1780,2.5919061467253153e-06,2.0600390777352523e-07,3.313693497375425e-08,3.313693497375425e-08
1781,2.646672003590668e-06,2.0605451262716607e-07,3.352955906572268e-08,3.352955906572268e-08
1782,2.758418304438237e-06,2.1100073459885088e-07,2.7752180743943555e-08,2.7752180743943555e-08
1783,2.6313163224196094e-06,2.0943445682470546e-07,2.1789671273657925e-08,2.1789671273657925e-08
1784,2.6118648293049773e-06,2.1937949717149812e-07,1.3035520853220208e-08,1.3035520853220208e-08
1785,2.550073369483081e-06,2.0795156631590673e-07,1.6271765649175255e-08,1.6271765649175255e-08
1786,2.4798775614596835e-06,1.908493426786403e-07,1.382859084385148e-08,1.382859084385148e-08
1787,2.5459912649239413e-06,1.8586420935662318e-07,1.6406874081553724e-08,1.6406874081553724e-08
1788,2.705443193917745e-06,1.7476759848835043e-07,1.458897992888199e-08,1.458897992888199e-08
1789,2.623152145783284e-06,1.7463309883883733e-07,1.5752364745935665e-08,1.5752364745935665e-08
1790,2.7736615980497196e-06,1.8834755215786053e-07,2.0206856378633476e-08,2.0206856378633476e-08
1791,2.742615054428045e-06,1.7677743358035514e-07,2.0206856378633476e-08,2.0206856378633476e-08
1792,2.8450308816120795e-06,1.8409373784119713e-07,2.0235397611502648e-08,2.0235397611502648e-08
1793,2.9358424009322855e-06,1.978710904333119e-07,2.2485311390596507e-08,2.2485311390596507e-08
1794,2.9432218135687956e-06,1.9063431011545617e-07,2.0905013720096122e-08,2.0905013720096122e-08
1795,3.0610365878861297e-06,2.1148657123961e-07,1.9725173748343294e-08,1.9725173748343294e-08
1796,3.1567496340098193e-06,2.1201018439244634e-07,1.9509950544005505e-08,1.9509950544005505e-08
1797,3.189461689804115e-06,1.9100211951743923e-07,1.798317285560204e-08,1.798317285560204e-08
1798,3.2787590628556373e-06,1.9011443644753205e-07,2.4348396378469162e-08,2.4348396378469162e-08
1799,3.3848164093797095e-06,1.8052237343064397e-07,2.40874581867802e-08,2.40874581867802e-08
1800,3.372308421083809e-06,1.6445019923594373e-07,1.956901168093899e-08,1.956901168093899e-08
1801,3.427557982961714e-06,1.6334132522745547e-07,2.1357069002192475e-08,2.1357069002192475e-08
1802,3.3204553671696757e-06,1.524239193275077e-07,2.33926475650443e-08,2.33926475650443e-08
1803,3.3786502951573183e-06,1.450390679938859e-07,2.3848485789354105e-08,2.3848485789354105e-08
1804,3.355261339623082e-06,1.5487572418188783e-07,2.3627413612916015e-08,2.3627413612916015e-08
1805,3.5660193264318096e-06,1.5793441373749113e-07,1.9599287716585778e-08,1.9599287716585778e-08
1806,3.542556539416962e-06,1.5105914741297966e-07,2.073224151085843e-08,2.073224151085843e-08
1807,3.66781439099993e-06,1.481919714560068e-07,2.220356863448712e-08,2.220356863448712e-08
1808,3.57496459660719e-06,1.4933777338553356e-07,2.2241883890217196e-08,2.2241883890217196e-08
1809,3.4085402863378737e-06,1.3783642925448346e-07,2.235145922315139e-08,2.235145922315139e-08
1810,3.3334379492901334e-06,1.3464731856467032e-07,2.7921464251789985e-08,2.7921464251789985e-08
1811,3.088881385338027e-06,1.1766313942221781e-07,2.9602973786576773e-08,2.9602973786576773e-08
1812,2.8898865431464012e-06,1.1072109527633853e-07,3.275616628733198e-08,3.275616628733198e-08
1813,2.7547282895414227e-06,1.1040412419203807e-07,3.6184561378961785e-08,3.6184561378961785e-08
1814,2.7241834946575442e-06,1.0683473509029032e-07,3.764490053015379e-08,3.764490053015379e-08
1815,2.8054627949001898e-06,1.0048707313866803e-07,4.080790435726353e-08,4.080790435726353e-08
1816,3.016678939664936e-06,9.455236390668428e-08,3.8395179607115485e-08,3.8395179607115485e-08
1817,3.0717335773390786e-06,9.398758190773801e-08,3.3648693228574955e-08,3.3648693228574955e-08
1818,3.2383371230285514e-06,9.125909069699187e-08,3.174084944086124e-08,3.174084944086124e-08
1819,3.3439774662318607e-06,8.663519425665203e-08,3.075948232630513e-08,3.075948232630513e-08
1820,3.496557253259068e-06,7.640714676832821e-08,2.967975072059354e-08,2.967975072059354e-08
1821,3.5409645014234618e-06,7.306197703980746e-08,3.096437366829312e-08,3.096437366829312e-08
1822,3.6617941207493587e-06,7.388552956756809e-08,3.0217305483201274e-08,3.0217305483201274e-08
1823,3.6497757654225486e-06,7.61023472810913e-08,2.9992464385080505e-08,2.9992464385080505e-08
1824,3.6328420784619605e-06,6.69775635588264e-08,2.9508506114796418e-08,2.9508506114796418e-08
1825,3.6700796824464177e-06,7.081818509391269e-08,2.8272253363833703e-08,2.8272253363833703e-08
1826,3.7718579863264623e-06,6.809215236103228e-08,3.028073385686574e-08,3.028073385686574e-08
1827,3.7771743726417687e-06,6.948232820848586e-08,2.7455239859364156e-08,2.7455239859364156e-08
1828,3.946960435184467e-06,7.294780398784237e-08,2.7019800492260922e-08,2.7019800492260922e-08
1829,3.917385843773705e-06,6.85810788476309e-08,2.515267207213258e-08,2.515267207213258e-08
1830,4.0673308896137835e-06,6.705015666495586e-08,2.3953617755978485e-08,2.3953617755978485e-08
1831,4.153156494014963e-06,6.620751388400744e-08,2.4532424092171823e-08,2.4532424092171823e-08
1832,4.3587510195460965e-06,5.978167649800525e-08,2.2816759529372836e-08,2.2816759529372836e-08
1833,4.355316897480017e-06,5.785379743526521e-08,2.199035620265022e-08,2.199035620265022e-08
1834,4.405322345389452e-06,5.5047218592920085e-08,2.0656070631730472e-08,2.0656070631730472e-08
1835,4.2399926444756734e-06,5.1013110180520016e-08,2.2160828093222207e-08,2.2160828093222207e-08
