ngram,group,grup,grop,grooup
1926,0.00017356602516624013,4.0113397048457955e-09,6.9796641482306705e-09,2.3005175145815062e-11
1927,0.0001830487121229193,4.437346299925236e-09,6.870642848306423e-09,1.1395868970698331e-10
1928,0.0001914073945954442,4.694654633295516e-09,7.00440137636958e-09,1.1395868970698331e-10
1929,0.0002005500885258828,4.242586996002931e-09,6.941831236823808e-09,1.1395868970698331e-10
1930,0.00020999650795212283,3.988054854607372e-09,6.795720811477882e-09,1.1395868970698331e-10
1931,0.0002177126526865842,3.855145234789501e-09,6.603166140856891e-09,1.1395868970698331e-10
1932,0.00022472916628300612,3.474904443555106e-09,6.4912959452101404e-09,9.095351456116824e-11
1933,0.00023124316690622697,3.68902535503273e-09,6.432294887202618e-09,1.1412067322881723e-10
1934,0.00023558240250817368,3.5680298874193485e-09,6.580102367743328e-09,2.316715866764899e-11
1935,0.00024216098868886808,3.1053814916351794e-09,6.129107570680097e-09,2.316715866764899e-11
1936,0.0002479404003159808,3.2049158882330175e-09,6.04053150356419e-09,4.4104591011086465e-11
1937,0.0002528010268828699,3.290238177149669e-09,6.1085339326487946e-09,6.654700798350684e-11
1938,0.0002562550798757002,2.91336294771278e-09,5.8550852420426375e-09,8.829925877775123e-11
1939,0.00025933527545670846,2.884838146144375e-09,5.757003064741996e-09,8.829925877775123e-11
1940,0.0002607233868080324,2.556181266655244e-09,5.578321296947511e-09,6.513210011010223e-11
1941,0.0002632724229312901,2.2804914464761137e-09,5.627499101633151e-09,6.513210011010223e-11
1942,0.0002622668648005596,2.434574510244504e-09,6.056783138522601e-09,6.513210011010223e-11
1943,0.0002598323834328247,2.655298489021415e-09,6.330731621468593e-09,4.419466776666476e-11
1944,0.00025784032602262286,2.578934399366517e-09,6.486870976881878e-09,4.0723573323044244e-11
1945,0.0002589700909863625,2.9116907615137475e-09,6.501926552715531e-09,3.7740743070407183e-11
1946,0.00026046341684247764,3.018175392150673e-09,6.540781376835574e-09,3.7740743070407183e-11
1947,0.0002636209163548691,2.969736678792856e-09,6.504726788948898e-09,7.085469512700473e-11
1948,0.00026645907616641907,3.2372938298306865e-09,6.401098254623808e-09,7.085469512700473e-11
1949,0.0002699946094903031,3.3999684337767835e-09,6.444557078464998e-09,8.786085747836125e-11
1950,0.00027648764911905995,3.604794272606325e-09,6.2620096409814e-09,1.3862078548524234e-10
1951,0.00028195097859549733,3.634250836778311e-09,5.8878174716677935e-09,1.361985613576192e-10
1952,0.00028541500796563923,3.6450468040730553e-09,5.8399894444148364e-09,1.3311308999508498e-10
1953,0.00028954992220470946,3.839788962979794e-09,5.698616308994328e-09,2.2724851167499338e-10
1954,0.00029179312072561255,4.259397089003057e-09,5.8576236559661405e-09,2.6671434307155653e-10
1955,0.00029537513286673596,4.153701668333351e-09,5.577182208124246e-09,2.9570284712906615e-10
1956,0.0002992450899910182,4.279366607105674e-09,5.191977641467409e-09,2.921646902584055e-10
1957,0.00030149227157900374,4.074085449953405e-09,5.309895824621793e-09,2.5414848796907156e-10
1958,0.0003023062225630773,4.436582751970215e-09,5.542607579250054e-09,2.6140300539236247e-10
1959,0.00030335388146340847,4.449827554050703e-09,5.382090709612644e-09,2.908948122064865e-10
1960,0.00030349519719103616,4.643395001835415e-09,5.322704816584129e-09,2.073472514717091e-10
1961,0.00030625261050382894,4.489845257487397e-09,5.183359455937112e-09,1.3476746801854844e-10
1962,0.0003046933187371386,5.058023365224682e-09,5.084688701830129e-09,1.1598072006759251e-10
1963,0.00030408764723688364,5.173367480436144e-09,5.291154466949674e-09,2.11455133165244e-10
1964,0.0003013489809485951,5.556214091991965e-09,5.464054700762436e-09,1.9871140744769685e-10
1965,0.0002994840864890388,5.4520976939491965e-09,5.438828911051376e-09,2.1898320161163808e-10
1966,0.00029785230539606085,5.695072857747618e-09,5.539984566332074e-09,2.0018665990757205e-10
1967,0.00029752117448619435,5.6848020893848374e-09,5.520482832770719e-09,2.0728815687741176e-10
1968,0.00029647976459403125,6.347545283042726e-09,5.426541850793245e-09,2.60427403848367e-10
1969,0.00029892004593940716,6.094482315635982e-09,5.473020957071282e-09,2.7715630385965236e-10
1970,0.0002981540040179555,6.449845039010629e-09,5.406836819535751e-09,1.857529031384126e-10
1971,0.000299565660368119,6.517423362899828e-09,5.088593356207736e-09,2.2155650528496044e-10
1972,0.0003013404036339905,7.325224300152351e-09,4.903558257853189e-09,2.2095832108437463e-10
1973,0.0003024960793222168,7.3603355156746735e-09,4.9397474682117655e-09,2.853741687403044e-10
1974,0.00030225731149714975,7.569724529738714e-09,5.211267861682245e-09,3.002748228635761e-10
1975,0.0003006455288933856,7.3876710463390995e-09,5.49807989612207e-09,2.9579257495740817e-10
1976,0.00029788226571067104,7.696815248639917e-09,6.0907225929440756e-09,4.135176823976445e-10
1977,0.0002973220627089696,7.847545089946704e-09,5.886503982667688e-09,4.1203148631081225e-10
1978,0.0002948742559445756,8.280150406595307e-09,5.952203174786064e-09,4.0886759850827e-10
1979,0.0002925362246709743,7.791233245870087e-09,6.219610477436228e-09,3.8164577450697633e-10
1980,0.0002914257098122367,8.244060989426316e-09,6.179552615646701e-09,3.0652436739624685e-10
1981,0.0002889598503575793,7.962607398833858e-09,5.805641745126877e-09,2.8919395251530185e-10
1982,0.00028684927383437753,7.844746185980966e-09,5.58525073809538e-09,2.7759442958582726e-10
1983,0.000285006090832342,7.778838081610014e-09,5.2651217354236584e-09,1.847562043831376e-10
1984,0.00028303880909723896,7.514317358823876e-09,5.4348698240249044e-09,2.422093141131652e-10
1985,0.00028220360400155187,7.425732346482456e-09,5.430945027029566e-09,2.746762737894569e-10
1986,0.0002808537766603487,7.2513942786908305e-09,5.323254091495398e-09,2.860550923118004e-10
1987,0.000279299943940714,7.093097157248199e-09,5.306540032786902e-09,3.105062417502984e-10
1988,0.0002787184119889779,7.58953864833854e-09,5.2666268806384716e-09,3.229722838377873e-10
1989,0.0002796297277589994,7.720588295662928e-09,5.287604132320212e-09,3.524349264808332e-10
1990,0.0002808043749869934,7.4416981148723545e-09,5.090982429274098e-09,3.5387708636441014e-10
1991,0.00028156466682308486,7.265057317645025e-09,4.8156278964484045e-09,3.0007895969662105e-10
1992,0.00028176189516671,6.590792419761524e-09,4.5097803269555925e-09,3.2404513001476383e-10
1993,0.00028213824511372617,6.720126804233522e-09,4.095336672956965e-09,3.737072219139088e-10
1994,0.0002825210020611329,6.715723596276543e-09,4.595310005533244e-09,3.400855475209154e-10
1995,0.00028361703984306326,6.4936766440228306e-09,4.552312051129905e-09,3.2513417107447676e-10
1996,0.0002833699358494154,6.5164577860749824e-09,4.287291632820711e-09,3.1533240453320207e-10
1997,0.00028156952716277113,6.474762757692685e-09,4.051756898247407e-09,2.678252307430906e-10
1998,0.00028072517099125046,6.560954256075644e-09,3.9755372961889995e-09,2.596730008598756e-10
1999,0.00028095749855440644,6.554966474376605e-09,4.1960816091598676e-09,2.139861100813878e-10
2000,0.0002807079831005207,6.323589651913153e-09,4.205473620138329e-09,1.6265194498805384e-10
2001,0.00028041791769542864,6.264060381511172e-09,3.395820196467574e-09,1.9164392592704464e-10
2002,0.0002799326237956328,6.11108217997623e-09,3.3851437526115954e-09,2.110809860234042e-10
2003,0.0002790964374850903,5.588245612285294e-09,3.296480770893189e-09,1.6467890840659345e-10
2004,0.00027847752374197753,5.675215472170489e-09,3.2225355400023706e-09,1.6397292997611627e-10
2005,0.0002763008025275277,5.859688480467997e-09,2.997300090663251e-09,1.6732313600141347e-10
2006,0.00027316471511897234,5.937885865543129e-09,2.6625548749897074e-09,1.3423032675454116e-10
2007,0.0002708190794302417,5.7644622408759005e-09,2.5844180129297456e-09,1.1900250180115916e-10
2008,0.00026726994214446416,5.9524930381574646e-09,2.3912842023981237e-09,8.350739098233234e-11
2009,0.0002649849006307444,5.8666458992360864e-09,2.2043795201907658e-09,6.789078475986722e-11
2010,0.00026541512176793603,5.995788183404167e-09,2.2260076797715148e-09,6.985619870257333e-11
2011,0.0002616567986219057,6.631318034371654e-09,2.1490757744808367e-09,7.409444684786898e-11
2012,0.00025888069649226964,6.994010006065667e-09,2.2182965305920075e-09,6.452852339768254e-11
2013,0.00025791254925674627,7.56083747991251e-09,2.061988706764899e-09,1.0239458190072374e-10
2014,0.0002527990686108491,8.612821059525037e-09,2.639166662987691e-09,1.4361776153247264e-10
2015,0.0002466547240536394,1.5455268049484923e-08,3.57938413829219e-09,2.0335514720550207e-10
2016,0.000240496255823278,1.7312461496134446e-08,3.5102043335502995e-09,1.9927740211946243e-10
2017,0.00023398612393066287,1.9319048731129367e-08,3.63672201612412e-09,2.181616658158969e-10
2018,0.00023167380131781102,2.114856005874799e-08,4.019600563509585e-09,2.487952871499388e-10
2019,0.00022875021386425942,2.3809825222542713e-08,4.407747167256559e-09,3.016493582697066e-10
