ngram,status,sttus,statys,stattus
1931,3.408296210441871e-05,1.2372712576702583e-10,1.1843659981319073e-10,1.534672525964937e-09
1932,3.537148742387737e-05,1.243651967123124e-10,1.8936633808649565e-10,1.5583157720560387e-09
1933,3.713541082106531e-05,1.0144223358147083e-10,1.8961053362330305e-10,1.4900352717545878e-09
1934,3.863359961542301e-05,1.0144223358147083e-10,1.8906952590848546e-10,1.1478775648253249e-09
1935,4.0343549959028936e-05,1.2366456668212932e-10,2.1070470566732424e-10,8.969732199056882e-10
1936,4.2139099345409446e-05,9.403040449448445e-11,2.1070470566732424e-10,2.3954247514128875e-10
1937,4.468427401401901e-05,6.68030115351976e-11,1.834773127080374e-10,2.7964233706434527e-10
1938,4.7541675615190927e-05,8.855526232944198e-11,1.834773127080374e-10,2.9243306982300917e-10
1939,5.001724431557315e-05,8.98060415715258e-11,1.6233562510110337e-10,3.185778743982784e-10
1940,5.1813407480949536e-05,8.98060415715258e-11,2.1654825155259516e-10,3.2383008179743504e-10
1941,5.37393955580358e-05,1.4496318233105298e-10,1.7161250198682865e-10,2.615371530456656e-10
1942,5.5937267981270065e-05,1.4764889509434808e-10,1.5207588164946528e-10,3.6116933650147994e-10
1943,5.74189200831045e-05,1.6961811320572095e-10,1.5207588164946528e-10,3.826226617288851e-10
1944,5.857921340585952e-05,1.6961811320572095e-10,1.7104720417826513e-10,3.342667293753416e-10
1945,5.873879750392267e-05,1.6663528295308387e-10,2.0858604526147976e-10,2.6900997699260843e-10
1946,5.902330927451008e-05,1.5828936177670576e-10,1.5879799459510886e-10,2.1922192632623753e-10
1947,5.915344757210862e-05,1.7484633780500454e-10,1.4764611358916317e-10,1.6763540159178295e-10
1948,5.926335091187086e-05,1.5388919702033884e-10,1.647461135765939e-10,1.4005683121201936e-10
1949,5.911528621384475e-05,1.2898115115638527e-10,1.3983806771264033e-10,7.44369724589181e-11
1950,5.9793453796633654e-05,1.0299447604302157e-10,1.905979957195214e-10,1.03743575238394e-10
1951,6.028341158526018e-05,1.5264177025528117e-10,2.2127396740298114e-10,1.1787044951194758e-10
1952,6.104651038185693e-05,1.6524024807182006e-10,1.994190754988396e-10,4.1586547499290154e-10
1953,6.19524970326373e-05,1.4869214391501273e-10,2.6217602196375115e-10,5.570686035476819e-10
1954,6.300510670241368e-05,1.901989914771767e-10,3.120757650314816e-10,5.570686035476819e-10
1955,6.422148622472637e-05,2.5745875272978735e-10,2.9497576504405083e-10,7.02011121852689e-10
1956,6.550899498896407e-05,2.5745875272978735e-10,3.084437705247467e-10,6.814668026306719e-10
1957,6.647298765268974e-05,2.5328250310588784e-10,2.576838425178656e-10,6.689380507851617e-10
1958,6.71845004295132e-05,2.1553701680586202e-10,2.1993835621783982e-10,7.667597400261097e-10
1959,6.791934720240533e-05,1.8416911844771581e-10,2.0425440703876673e-10,4.80058653543455e-10
1960,6.868105265311897e-05,1.8416911844771581e-10,2.0502462822718266e-10,3.494433859338056e-10
1961,6.954743626660534e-05,1.3736086375480483e-10,8.889698104625715e-11,3.9446566152401275e-10
1962,7.004465130324076e-05,4.610285863388646e-11,2.2151981439653768e-10,2.5972489932555934e-10
1963,7.095840244021798e-05,6.591057164336992e-11,2.1795566542058354e-10,2.561607503496052e-10
1964,7.140243542380631e-05,7.115346605563694e-11,3.3486870022945784e-10,2.628961245127697e-10
1965,7.190587764073695e-05,7.688182134575022e-11,3.317819739183976e-10,1.5842148327298895e-10
1966,7.292039975124811e-05,8.567489277546057e-11,3.757473290844082e-10,2.5264440143121393e-10
1967,7.43424181044767e-05,1.918110402652852e-10,3.2106484038856616e-10,2.5974589840105367e-10
1968,7.576644358258429e-05,1.8055547136773343e-10,3.564910063575637e-10,2.2358016430309594e-10
1969,7.799296664805817e-05,2.511456836146968e-10,2.687526025137364e-10,2.672397204322203e-10
1970,7.966716865277184e-05,2.48876988462321e-10,3.640828531516403e-10,2.7487488178458616e-10
1971,8.172523770813964e-05,2.7564487002442103e-10,2.7402252094394745e-10,2.74662833151965e-10
1972,8.422906830674037e-05,3.0149193260989703e-10,2.825983296579031e-10,3.1778114960896124e-10
1973,8.699906798678317e-05,3.0920705480179985e-10,2.5514116811350563e-10,2.6178887529981765e-10
1974,8.939079478815464e-05,2.275134168362923e-10,2.951815082046545e-10,2.766895294230893e-10
1975,9.192439444762255e-05,2.680609187003366e-10,2.7597434258476635e-10,3.0838048979488416e-10
1976,9.380133269587532e-05,1.9530538149038967e-10,2.5519920700465907e-10,3.348834880036376e-10
1977,9.621173999870994e-05,2.2592482894410815e-10,1.7404433251742646e-10,4.6181987004409054e-10
1978,9.811362646619923e-05,2.6276961013839614e-10,2.2063098768589284e-10,4.741848679585508e-10
1979,9.998457036480042e-05,2.5993088881689653e-10,2.1949549915729298e-10,4.2900440937782795e-10
1980,0.0001014243410151851,3.2179096738439913e-10,2.3433461520434255e-10,3.9515348136477865e-10
1981,0.00010204880527453497,3.5838684648927174e-10,2.0833899288292505e-10,5.380488415918094e-10
1982,0.0001024736016656139,3.1783934462522746e-10,1.9211999253381558e-10,6.160852601887003e-10
1983,0.00010313530219718814,3.6162045183704295e-10,1.9021821617837276e-10,5.505259611277807e-10
1984,0.00010349721872314279,3.3551376756234067e-10,1.8084017021952851e-10,4.134011545785045e-10
1985,0.00010438041915352057,2.756167100104179e-10,1.2186896234231019e-10,3.779838803064095e-10
1986,0.00010457877007346334,2.9715519925651735e-10,1.3324778086465372e-10,3.8123499793548833e-10
1987,0.00010472111794764974,2.6559919937988296e-10,1.286503413720576e-10,3.789362781891903e-10
1988,0.00010603589492218037,2.808063206563968e-10,1.4041799171828273e-10,2.3117654516870345e-10
1989,0.00010786732413440145,3.2737040261172316e-10,2.0028609822229726e-10,1.4585268409694763e-10
1990,0.00010992142155633442,3.4212748308995854e-10,2.3133827889035682e-10,1.5102005955304675e-10
1991,0.00011082938207047326,3.332142389392675e-10,2.494834349030052e-10,1.5680800309019512e-10
1992,0.00011159360292367637,3.496860886171531e-10,2.7318936002274086e-10,1.6055516241905313e-10
1993,0.00011267165973549709,3.132745323074028e-10,2.8420329581787685e-10,1.329209421101802e-10
1994,0.00011350240674801171,2.989779088984663e-10,3.029753333137565e-10,1.195460070221469e-10
1995,0.00011399173984370594,2.6105518837907637e-10,2.874796809334715e-10,1.0459463057570823e-10
1996,0.00011345028074824118,2.3969926341412974e-10,2.5281973141983675e-10,7.763661043412386e-11
1997,0.00011224931638155664,1.903822169357916e-10,2.1681760553615703e-10,6.341674804336402e-11
1998,0.00011170328694528766,1.8302146752500826e-10,2.1286019970455173e-10,6.183378610723013e-11
1999,0.00011121383223715904,1.8823334607279537e-10,2.1264883306607426e-10,3.638440144409267e-11
2000,0.00011045425240549125,1.7804519614591666e-10,1.8438553560968478e-10,4.6769260091712135e-11
2001,0.0001095786168921872,1.5060027728854208e-10,1.4900508803007894e-10,5.691072018405257e-11
2002,0.00010872081994810807,1.2838314934958206e-10,1.3521224715270667e-10,4.9505011201489424e-11
2003,0.00010749605176637747,1.0833312966933889e-10,1.4095291303187603e-10,5.3519246574167716e-11
2004,0.00010616394034254231,1.314479254610479e-10,1.3883497823607982e-10,5.2813268143690555e-11
2005,0.00010457683986585055,1.2567013798639844e-10,1.2485182233306398e-10,4.125769319439167e-11
2006,0.00010207133995468862,9.257732873952612e-11,1.0747540258553606e-10,4.125769319439167e-11
2007,9.959822637028992e-05,1.1457017081083011e-10,1.1855918826052048e-10,4.697431778872512e-11
2008,9.646922470502821e-05,1.094994407646599e-10,1.2429096739914007e-10,4.741501685326785e-11
2009,9.294535370177723e-05,1.0998849598954839e-10,1.3551713025559764e-10,6.278985813433304e-11
2010,9.111014618870936e-05,1.0892425478446567e-10,1.373194762264797e-10,6.475527207703915e-11
2011,8.832429011818022e-05,7.31942837193086e-11,1.3146463283066267e-10,7.827831438600441e-11
2012,8.634742698632181e-05,7.853414124371825e-11,1.2723856690488589e-10,8.361817191041406e-11
2013,8.62765165428365e-05,6.82409969306384e-11,1.3875841348947356e-10,9.43202173110867e-11
2014,8.46358816488646e-05,6.184536687333812e-11,1.3287701891176847e-10,7.821873406913379e-11
2015,8.31038414617069e-05,6.727603816298572e-11,1.3329579305411598e-10,6.763657491225063e-11
2016,8.25257905359779e-05,5.068132149074359e-11,1.229595621749751e-10,4.6893179815400894e-11
2017,8.137032637023367e-05,5.4351996283304636e-11,1.0524312555696784e-10,4.0380073127825135e-11
2018,8.134475501719862e-05,5.872303962539682e-11,1.1329303883922392e-10,2.245866409511521e-11
2019,8.094559598248452e-05,6.405904886402913e-11,1.2292679721359612e-10,1.872857945117712e-11
