ngram,spirit,spiritt,spirt,sprit
1846,0.00021453581783654436,2.651528539589419e-08,6.4325585619989e-08,1.2585218911453921e-07
1847,0.00021661088352889886,3.051661279229734e-08,6.370733984795152e-08,1.150986455351293e-07
1848,0.00021396038521613394,3.3704918792462224e-08,6.394889900158368e-08,1.0904747682616289e-07
1849,0.00021171994532258914,3.3110356424868673e-08,6.084082977102818e-08,1.0093686191631995e-07
1850,0.0002094041057197111,2.9493610411078308e-08,5.9196413612231224e-08,1.0096980876791609e-07
1851,0.00020738250792159567,2.827302271666911e-08,6.053497208264552e-08,9.918086720160448e-08
1852,0.00020330918778199703,2.9326758418538442e-08,6.490375525913805e-08,9.667568231666987e-08
1853,0.00020106110605411232,2.809646635983297e-08,7.031469146616992e-08,9.982310444911491e-08
1854,0.0001952950530851792,2.5359020026728884e-08,7.579879885659985e-08,9.979221208108616e-08
1855,0.00019200599178605313,1.9739344381264345e-08,7.65581843000161e-08,9.818472688851085e-08
1856,0.0001888720559821065,1.3759302713063043e-08,8.488532594291038e-08,9.973908886097758e-08
1857,0.0001854924443510494,1.226750250588842e-08,8.794441238738468e-08,9.776672576273476e-08
1858,0.00018071505058157657,1.6943634368565038e-08,9.352040056650626e-08,9.571218839710127e-08
1859,0.00017595714390543954,2.1115233688513106e-08,9.829033485532688e-08,9.093026116196207e-08
1860,0.0001714968155803425,2.305103048121688e-08,9.376680257641315e-08,8.63967315467562e-08
1861,0.00016885937449322746,2.496706936432653e-08,9.501049902382874e-08,8.420523300856075e-08
1862,0.0001656745672724875,2.9764236472321467e-08,1.0630564365296128e-07,8.242909846753069e-08
1863,0.00016326106768766685,3.144946449294496e-08,9.631307002726836e-08,8.343314407609017e-08
1864,0.0001603943154415382,3.1312670932339056e-08,9.535102256969757e-08,7.754548444641582e-08
1865,0.00015690630451509996,2.637815730923064e-08,9.388996094880245e-08,7.661540532158792e-08
1866,0.0001550208731454664,2.214328238230629e-08,9.119251741042587e-08,7.588575609166323e-08
1867,0.00015229194416731064,1.8300764649735257e-08,9.284883922029102e-08,7.318350014884345e-08
1868,0.00015004930693456636,1.9311008474837925e-08,8.916829484308306e-08,7.300856046705511e-08
1869,0.00014732219070927904,1.4783056493225137e-08,7.715135248125599e-08,7.694142770528093e-08
1870,0.00014439706241578927,1.3688988418993274e-08,8.19107575417937e-08,7.660583329587617e-08
1871,0.00014160234215004102,1.3353592961554535e-08,8.077004005307182e-08,8.122612626948467e-08
1872,0.00014085750029023205,2.0330168849978592e-08,7.412642690139495e-08,7.873987430327491e-08
1873,0.00013859945673695101,2.3231172858422562e-08,6.762114068692426e-08,8.202083380735661e-08
1874,0.00013565411791205406,2.3227332438377094e-08,6.479047190818424e-08,8.092139682146029e-08
1875,0.00013245917008524493,2.344685969189543e-08,6.859018140760651e-08,8.919658560963789e-08
1876,0.00013029856407748803,2.7508257132475526e-08,6.651218090577718e-08,8.437085747508328e-08
1877,0.00012929069842877134,2.6980961020939276e-08,6.281940504290365e-08,8.577661044942683e-08
1878,0.00012922432922225977,2.7439056170054854e-08,6.015679484708666e-08,7.903065021456054e-08
1879,0.00012744234533913965,2.1307315721332187e-08,6.30708889559628e-08,8.318981922375965e-08
1880,0.00012647559300863316,1.848856198297507e-08,6.207982039541093e-08,8.590066664331581e-08
1881,0.00012558265214985504,1.852853369145789e-08,6.230126103901057e-08,9.623286954609154e-08
1882,0.00012473331194736863,1.5134633927057654e-08,5.460716019050389e-08,9.125575622143905e-08
1883,0.00012345601966704374,1.1605355343391466e-08,5.4619147553986684e-08,9.484900128800941e-08
1884,0.00012087570212315768,1.2100113546052528e-08,5.385560137532204e-08,9.454709370970704e-08
1885,0.0001180852424503038,1.2288426657188926e-08,5.3600426700281134e-08,9.723774395199922e-08
1886,0.00011559185908741451,1.288091956906458e-08,5.204035348681048e-08,9.29660960277293e-08
1887,0.00011415482211824772,1.1741990364149452e-08,5.404644706378089e-08,8.946161703501535e-08
1888,0.00011261369114176237,2.1442894190418623e-08,5.131259125537976e-08,8.093436321132685e-08
1889,0.0001121144461129526,2.0319662206804068e-08,5.086367492270126e-08,7.85737077941511e-08
1890,0.0001117088457769049,1.9734988183322296e-08,4.858397874483801e-08,7.727357598241724e-08
1891,0.00011132940562674776,2.4655934500421902e-08,4.7468540844062904e-08,7.239690497889179e-08
1892,0.00010955107947146254,2.5047500898775103e-08,4.999624891866006e-08,7.457002380663522e-08
1893,0.00010896749985736928,2.3511335037592777e-08,4.926493143589791e-08,7.742940815497995e-08
1894,0.00010762811871245503,2.3836630383807948e-08,4.598980396508523e-08,7.574781234000381e-08
1895,0.00010680505615060351,1.4353939941409116e-08,5.084624226420991e-08,7.474184420581359e-08
1896,0.00010625382752290793,1.6531191780545995e-08,5.2074225059024163e-08,7.881291606638894e-08
1897,0.00010582311473886616,1.615295256282171e-08,5.2112633954136204e-08,7.680162131659277e-08
1898,0.00010487323639348947,1.3291832967610162e-08,4.941255734739311e-08,8.278057553720178e-08
1899,0.0001054313636684258,1.2082159209622238e-08,4.507320332842417e-08,8.224392189504215e-08
1900,0.00010467338350801063,1.195032155771563e-08,4.282551963845955e-08,8.021443623614946e-08
1901,0.00010452348526866575,1.2657266536462787e-08,4.3968537763053716e-08,8.045460171095848e-08
1902,0.00010360441020955997,1.2192300819740304e-08,3.850018513519769e-08,7.916406222615738e-08
1903,0.00010133679045663615,1.0585724741218883e-08,3.5701100996123255e-08,7.604569317111651e-08
1904,0.00010003139634916027,1.0209529222038327e-08,3.512968760333024e-08,7.612705944991052e-08
1905,9.877498918545566e-05,7.462803327687847e-09,3.479307255003862e-08,6.635608735499382e-08
1906,9.724949839957324e-05,6.893422467766998e-09,3.5385158168667526e-08,6.165529851744265e-08
1907,9.65028749695713e-05,6.499681301111845e-09,3.52488156758162e-08,5.749256968913739e-08
1908,9.40980961396625e-05,1.4630009838510562e-08,3.441804301879918e-08,6.537483443480596e-08
1909,9.285036191743399e-05,1.628411348621382e-08,3.5880934287238886e-08,6.393894328279462e-08
1910,9.183629611340751e-05,1.5560537969250277e-08,3.5899600752437825e-08,6.05728693869878e-08
1911,9.067610517377034e-05,1.6065256839123014e-08,3.5273261898640026e-08,5.811542586846892e-08
1912,9.003435531797419e-05,1.5968460934498045e-08,3.429606795383019e-08,5.6441236953982555e-08
1913,8.906921617121302e-05,1.5951718454080118e-08,3.324189609291547e-08,5.5040549641814455e-08
1914,8.86355503878024e-05,1.5803633544665885e-08,3.1827226822299185e-08,5.495476784744824e-08
1915,9.030315829607259e-05,6.397534851083313e-09,3.078432899071361e-08,4.203672686133229e-08
1916,9.178225653678445e-05,4.308301683662665e-09,3.0525620380623357e-08,4.1767492068142276e-08
1917,9.291930889178599e-05,6.659341205456875e-09,3.0784449275448167e-08,3.9787124198450586e-08
1918,9.248512963365232e-05,6.09751055995795e-09,2.997726511466681e-08,4.211001325415964e-08
1919,9.206176868506841e-05,6.14537405090638e-09,3.123043639569849e-08,4.5437261064762424e-08
1920,9.22743191560065e-05,5.610697144981762e-09,3.0767189431100764e-08,5.643784309735825e-08
1921,9.169685238573168e-05,5.457842717453738e-09,3.123422105082747e-08,5.797218806589756e-08
1922,8.98363214218989e-05,5.890190589243259e-09,3.206337443170274e-08,7.176729661344844e-08
1923,8.866057136661507e-05,6.063571391022395e-09,3.0659522666707876e-08,7.524845762369686e-08
1924,8.766607061261311e-05,4.662525762303257e-09,3.044655778288481e-08,8.310124753409451e-08
1925,8.699063203364079e-05,5.180086106091965e-09,3.165382419670745e-08,8.351126824988699e-08
1926,8.64311192084902e-05,5.704410055429321e-09,3.021194951356522e-08,8.410405578323272e-08
1927,8.508286763182176e-05,1.1566742294125528e-08,2.9561953646910817e-08,7.415586874718169e-08
1928,8.325796911127068e-05,1.2492428869137484e-08,2.8661591195649246e-08,7.206542004415237e-08
1929,8.205334389848369e-05,1.2766515590710372e-08,2.726793140490307e-08,6.120037556099436e-08
1930,7.958519771429045e-05,1.3563156058588838e-08,2.559025626323676e-08,5.634312775068143e-08
1931,7.761383208812081e-05,1.2950873199254635e-08,2.4619164104170262e-08,4.881458589725948e-08
1932,7.621525375205758e-05,1.2739963560294752e-08,2.3192704899445615e-08,4.790555254073427e-08
1933,7.446869962482847e-05,1.2289318578646252e-08,2.2581630533734043e-08,5.124077213330176e-08
1934,7.294812218918066e-05,7.229225789424325e-09,2.254078447703835e-08,5.140974325610971e-08
1935,7.192275474413432e-05,6.347199337548253e-09,2.2481979706461582e-08,5.543966910944878e-08
1936,6.979129830142483e-05,5.878531883496407e-09,2.1459612753460533e-08,5.219700176845825e-08
1937,6.851895679054516e-05,4.786471219375699e-09,2.2135248554734843e-08,5.465819644509143e-08
1938,6.644431570228855e-05,4.300183193655422e-09,2.1081858798359983e-08,5.457836544613721e-08
1939,6.548208174146046e-05,3.6655678889044705e-09,2.0440468111766156e-08,5.196906118141799e-08
1940,6.429224231396802e-05,3.6722233904511778e-09,1.9791213239679043e-08,4.6927401139588e-08
1941,6.311649641637424e-05,3.3782118451825785e-09,1.879789961784744e-08,4.766083096439745e-08
1942,6.174003491261309e-05,3.323500117970367e-09,1.934556997135977e-08,4.395545667128837e-08
1943,6.188095981737465e-05,4.093970472153683e-09,2.0540891908029024e-08,4.482704188798639e-08
1944,6.124614498860735e-05,4.393801108662895e-09,2.032723982787437e-08,4.261984492310538e-08
1945,6.115929292198936e-05,4.404494475489835e-09,2.0331884747244137e-08,4.6091291799094895e-08
1946,5.9821098797588744e-05,4.8262555380722864e-09,2.0613499225013195e-08,4.483437265889734e-08
1947,5.9280980037458774e-05,6.429341456052182e-09,2.0943137256170174e-08,4.346836541507011e-08
1948,5.87449425698391e-05,5.934598653770504e-09,2.1006201730447823e-08,4.339887281292119e-08
1949,5.8642149919510954e-05,5.802671422726137e-09,1.9750489751605268e-08,4.302284141642433e-08
1950,5.740982305724174e-05,5.860896339677473e-09,1.8964113834840646e-08,4.471360627787492e-08
1951,5.648231724210616e-05,5.4737967650605614e-09,1.834930861223581e-08,4.6325596311394945e-08
1952,5.590425592215199e-05,5.84763922998174e-09,1.8287329999517558e-08,4.350500658136168e-08
1953,5.587064879364334e-05,6.025833260941178e-09,1.8317569175759933e-08,4.763191390517412e-08
1954,5.4857652035674877e-05,3.921514018274357e-09,1.8868086267990033e-08,4.7703001675764815e-08
1955,5.4090899149222036e-05,3.960110556937886e-09,1.934801931367604e-08,4.6342804641394e-08
1956,5.291952038533054e-05,4.579069219039817e-09,1.9391397440163668e-08,4.753325301619173e-08
1957,5.283782749237227e-05,3.324319581515007e-09,1.87829548739923e-08,4.62904817969242e-08
1958,5.294001935648599e-05,3.773075296642503e-09,1.9338158503095267e-08,4.5033123135291523e-08
1959,5.260131209589807e-05,3.554175255691762e-09,1.9640917463854228e-08,4.52140105673087e-08
1960,5.2347261641573694e-05,3.3454039697186235e-09,1.914926503080291e-08,4.288124141485891e-08
1961,5.263821263464966e-05,4.51683439856814e-09,1.900453965626119e-08,4.23510836558957e-08
1962,5.34757346031256e-05,9.836298410702073e-09,1.9153338724566182e-08,4.10916045317273e-08
1963,5.445907351843614e-05,9.469948729951788e-09,1.987852422351872e-08,4.067698863455657e-08
1964,5.49055403098464e-05,1.0260517673594499e-08,2.1057602138187448e-08,4.0114842749159966e-08
1965,5.571736515516282e-05,1.1472073925742978e-08,2.1213255406239895e-08,3.9940817129848124e-08
1966,5.690027943014034e-05,1.2280146360106009e-08,2.1680880075385696e-08,3.987937903713958e-08
1967,5.7483953631682585e-05,1.2716437744078997e-08,2.287412012183917e-08,4.182568551820103e-08
1968,5.7464533581099075e-05,1.210418133977344e-08,2.2552415300326955e-08,4.229121992287739e-08
1969,5.612224205313916e-05,6.8918731039551466e-09,2.245058615203886e-08,4.3494178925129745e-08
1970,5.4539357474173554e-05,8.475577699990872e-09,2.1844317339108395e-08,4.22821199005544e-08
1971,5.271478377315881e-05,7.754034811061468e-09,2.15868666434257e-08,4.068903664793717e-08
1972,5.0396800361340865e-05,6.772531805207141e-09,2.119526192651782e-08,3.916635523840536e-08
1973,4.749008959541763e-05,6.964979260004611e-09,2.015230674398286e-08,3.766884125257418e-08
1974,4.4847560015374e-05,8.694465465047024e-09,1.93820573559021e-08,3.390459392603264e-08
1975,4.278791623489399e-05,8.334542706783005e-09,1.889619965262617e-08,3.343619907931432e-08
1976,4.111174764277946e-05,8.207583327265614e-09,1.8084769491468122e-08,3.265622363000732e-08
1977,3.987291087729058e-05,6.317237288833155e-09,1.8134142568523463e-08,3.271735771193107e-08
1978,3.885825935867615e-05,6.621196686167658e-09,1.766541909578986e-08,3.403920193331292e-08
1979,3.80342233776381e-05,6.01230636705046e-09,1.761037766405999e-08,3.350426780457383e-08
1980,3.7519498749004144e-05,4.908995733719581e-09,1.8022365060638938e-08,3.366359889257962e-08
1981,3.732879693935891e-05,2.368909846062195e-09,1.7831332093416156e-08,3.520524367266782e-08
1982,3.7133774250313376e-05,2.0192367619234884e-09,1.784969480159556e-08,3.411538302649271e-08
1983,3.71764472220093e-05,1.9854139760815723e-09,1.853659169017062e-08,3.27866886656076e-08
1984,3.7358472971910874e-05,1.876173105763712e-09,1.8399159275515686e-08,3.322752612738051e-08
1985,3.754323500158664e-05,1.5097914823109753e-09,1.7856001629671222e-08,3.169050089013581e-08
1986,3.7696441203089694e-05,1.4719979679611583e-09,1.8675685252235652e-08,3.1096370938550015e-08
1987,3.7975961147042525e-05,1.801879788234016e-09,1.8447700763804927e-08,3.014166084978699e-08
1988,3.7973161982206095e-05,1.945990130940751e-09,1.8009778557370737e-08,2.82440531914777e-08
1989,3.830635458663372e-05,2.9538746052334577e-09,1.771617278275731e-08,2.854645688086878e-08
1990,3.852358297860649e-05,3.119422355344982e-09,1.6975133552778387e-08,2.8588789240708527e-08
1991,3.8540674722753465e-05,3.2003095887641766e-09,1.675358658153365e-08,2.7378653503059728e-08
1992,3.8604484871029854e-05,3.180429078827477e-09,1.6859691928264705e-08,2.715030054746746e-08
1993,3.925213968614116e-05,3.3978349340506905e-09,1.5489045094138224e-08,2.7812588803450515e-08
1994,3.953337987435849e-05,3.251550647779108e-09,1.4752492434005099e-08,2.873745863496424e-08
1995,4.0356936161905264e-05,3.341626404156679e-09,1.447638516996871e-08,2.9598386471921652e-08
1996,4.1017189817336786e-05,2.7604617639350894e-09,1.4476075830113392e-08,3.085328361050545e-08
1997,4.2026111519330046e-05,2.6982801707272787e-09,1.4555562215840773e-08,3.434704254345888e-08
1998,4.306866945366242e-05,2.8748587003032557e-09,1.4436681183838118e-08,3.803413990104738e-08
1999,4.413927880315376e-05,2.7951527759029204e-09,1.4374884774578537e-08,4.124725247070923e-08
2000,4.5487029897880605e-05,2.732244208658585e-09,1.4176414201269187e-08,4.4785120374107075e-08
2001,4.7241473242008525e-05,2.923872604349802e-09,1.4221222548777795e-08,4.909450319295112e-08
2002,4.84350483540246e-05,3.1457214293746053e-09,1.4288752022853909e-08,5.27899923140142e-08
2003,5.041440765905593e-05,3.0301449920650772e-09,1.4868326633380287e-08,5.7084779570004685e-08
2004,5.194859217486477e-05,3.239302921136706e-09,1.4784659084300853e-08,5.855169657057299e-08
2005,5.4336757914695356e-05,3.3452313617589523e-09,1.5626301903231317e-08,6.167290931914846e-08
2006,5.657299802156298e-05,3.4289059528244283e-09,1.5461510928714362e-08,6.511732613440862e-08
2007,5.7896709352332565e-05,3.956559365850662e-09,1.4960912001324037e-08,6.78134186265262e-08
2008,5.8612501951366926e-05,3.6084364385402523e-09,1.449107005819477e-08,6.84457204564686e-08
2009,5.8798335625657015e-05,3.276575249217777e-09,1.3309560057247642e-08,6.873663644617928e-08
2010,5.872204045382594e-05,3.163842949532076e-09,1.2072877301047162e-08,6.734774160577217e-08
2011,5.899811107415839e-05,3.191851592556004e-09,1.1294980696772785e-08,6.729101694905434e-08
2012,5.9012243062690164e-05,2.904960890884719e-09,1.0394512806044531e-08,6.607802000806779e-08
2013,5.810474041416975e-05,3.09585615873179e-09,1.1044763326140128e-08,6.325964158853431e-08
2014,5.8585608452891135e-05,2.7139195176876083e-09,1.3089798451509133e-08,6.039202763271792e-08
2015,6.023190508130938e-05,2.688873425503248e-09,1.6082737046880472e-08,5.8430104437385514e-08
2016,6.287650415158299e-05,2.792324879255911e-09,1.9870576168606087e-08,5.800397165752916e-08
2017,6.384559007225714e-05,2.9138250701166157e-09,2.1706489346703013e-08,5.7803646313914214e-08
2018,6.49571382382419e-05,2.7296660487508007e-09,2.4169473356039362e-08,5.700910037376161e-08
2019,6.558489531016676e-05,2.879431748592509e-09,2.6614112691447644e-08,5.502019817527071e-08
