ngram,noise,noie,nise,nois
1584,1.4149254379195294e-05,0.0,0.0,0.0
1585,1.0535557781362773e-05,0.0,0.0,0.0
1586,7.948538560802782e-06,0.0,0.0,0.0
1587,1.487013001419005e-05,0.0,0.0,0.0
1588,1.3835912146272936e-05,0.0,0.0,0.0
1589,1.2674637673626421e-05,0.0,0.0,0.0
1590,1.2552312455227366e-05,0.0,0.0,0.0
1591,1.155368967634526e-05,0.0,0.0,0.0
1592,1.3344605057292419e-05,0.0,0.0,0.0
1593,1.7363586266583297e-05,0.0,0.0,2.2327672663128135e-07
1594,1.1615415912404257e-05,0.0,1.67631583281036e-07,2.2327672663128135e-07
1595,1.0727201372771691e-05,0.0,1.67631583281036e-07,2.2327672663128135e-07
1596,1.1266496585449204e-05,0.0,1.67631583281036e-07,2.2327672663128135e-07
1597,1.2854257095438828e-05,0.0,1.67631583281036e-07,2.2327672663128135e-07
1598,1.2408528034159514e-05,0.0,1.67631583281036e-07,2.67510642970592e-07
1599,1.2032546432497579e-05,0.0,1.67631583281036e-07,2.67510642970592e-07
1600,1.1208747699648874e-05,0.0,1.67631583281036e-07,4.423391633931065e-08
1601,1.1793241355917417e-05,0.0,0.0,4.423391633931065e-08
1602,1.4161263542129226e-05,0.0,0.0,4.423391633931065e-08
1603,1.3512556181792337e-05,0.0,0.0,4.5634402567884536e-07
1604,1.1046023116380508e-05,3.4054063949692394e-07,0.0,4.5634402567884536e-07
1605,1.4177695382906158e-05,3.4054063949692394e-07,0.0,4.121101093395347e-07
1606,1.692692727114523e-05,3.4054063949692394e-07,8.008010711689297e-08,4.121101093395347e-07
1607,1.3731744794703055e-05,3.4054063949692394e-07,8.008010711689297e-08,4.121101093395347e-07
1608,2.2157387125584398e-05,3.4054063949692394e-07,8.008010711689297e-08,4.121101093395347e-07
1609,2.4998787336828953e-05,3.4054063949692394e-07,8.008010711689297e-08,7.894580643811164e-07
1610,2.8635256122860092e-05,3.4054063949692394e-07,8.008010711689297e-08,3.773479550415816e-07
1611,2.846623624463973e-05,0.0,8.008010711689297e-08,4.797602335721811e-07
1612,2.7939700657952926e-05,0.0,8.008010711689297e-08,4.797602335721811e-07
1613,2.5213829271056705e-05,0.0,0.0,4.797602335721811e-07
1614,2.8180316966037416e-05,0.0,0.0,4.797602335721811e-07
1615,1.8758646384802497e-05,0.0,0.0,4.797602335721811e-07
1616,1.3458851429147347e-05,0.0,0.0,1.0241227853059951e-07
1617,1.48046052735091e-05,0.0,0.0,1.0241227853059951e-07
1618,1.51788381442332e-05,0.0,0.0,0.0
1619,1.4808123686244861e-05,0.0,0.0,0.0
1620,1.6694213659970307e-05,0.0,0.0,0.0
1621,1.4441397947198961e-05,0.0,0.0,0.0
1622,1.4594040716734266e-05,0.0,0.0,0.0
1623,1.5580687106973657e-05,0.0,0.0,0.0
1624,1.2014227065394931e-05,0.0,0.0,1.493321925798747e-07
1625,1.4865843760552317e-05,0.0,0.0,1.493321925798747e-07
1626,1.2736793840823729e-05,0.0,0.0,1.493321925798747e-07
1627,1.0211266271653585e-05,0.0,0.0,1.493321925798747e-07
1628,1.1528454641458146e-05,0.0,0.0,1.493321925798747e-07
1629,1.1191630749505879e-05,0.0,8.252934386681382e-08,1.493321925798747e-07
1630,1.1138294861926365e-05,0.0,8.252934386681382e-08,1.493321925798747e-07
1631,1.2129071365052368e-05,0.0,8.252934386681382e-08,1.1335997182218957e-07
1632,9.58230014345775e-06,0.0,8.252934386681382e-08,1.1335997182218957e-07
1633,9.534334887056112e-06,0.0,8.252934386681382e-08,1.1335997182218957e-07
1634,1.8608930856446803e-05,0.0,8.252934386681382e-08,1.1335997182218957e-07
1635,1.9047662005635046e-05,0.0,8.252934386681382e-08,1.9567968528073315e-07
1636,1.9946311567764496e-05,0.0,0.0,1.9567968528073315e-07
1637,2.1066860621691115e-05,0.0,0.0,1.9567968528073315e-07
1638,1.8509451690208933e-05,0.0,0.0,8.231971345854358e-08
1639,1.9732289144615477e-05,0.0,0.0,8.231971345854358e-08
1640,2.1068747758233387e-05,0.0,1.028080548946621e-07,8.231971345854358e-08
1641,1.2031404302043874e-05,0.0,1.028080548946621e-07,8.231971345854358e-08
1642,1.2260558768113177e-05,0.0,1.028080548946621e-07,0.0
1643,1.2048718092825896e-05,0.0,1.028080548946621e-07,0.0
1644,1.0734371569144838e-05,0.0,1.028080548946621e-07,0.0
1645,1.1043357842156962e-05,0.0,1.028080548946621e-07,4.9116830983361326e-08
1646,1.0543410423581787e-05,0.0,1.028080548946621e-07,4.9116830983361326e-08
1647,1.2749404374647253e-05,0.0,0.0,4.9116830983361326e-08
1648,1.374726460718583e-05,0.0,0.0,4.9116830983361326e-08
1649,1.2300163039721415e-05,0.0,0.0,2.055723809592434e-07
1650,1.8589912282810212e-05,0.0,0.0,2.055723809592434e-07
1651,1.9252978095859623e-05,0.0,0.0,2.055723809592434e-07
1652,2.122122545448032e-05,0.0,0.0,3.7914113753296466e-07
1653,2.1719220577714233e-05,0.0,0.0,3.7914113753296466e-07
1654,2.0835245517706164e-05,4.1483186155996266e-08,0.0,3.7914113753296466e-07
1655,2.2777973884201075e-05,4.1483186155996266e-08,0.0,3.7914113753296466e-07
1656,2.487907204340445e-05,4.1483186155996266e-08,0.0,2.226855875570826e-07
1657,1.957696765332782e-05,4.1483186155996266e-08,0.0,2.5049002009122236e-07
1658,2.1995983843225986e-05,9.509882050094478e-08,0.0,2.5049002009122236e-07
1659,2.235861990941755e-05,1.272660057338726e-07,0.0,9.213880299999541e-08
1660,2.0988867423251838e-05,1.272660057338726e-07,0.0,9.213880299999541e-08
1661,2.0606527803985436e-05,8.578281957787632e-08,0.0,9.213880299999541e-08
1662,2.1783012990843937e-05,8.578281957787632e-08,0.0,9.213880299999541e-08
1663,2.072959465034988e-05,1.5147779817782846e-07,0.0,2.235287601998997e-07
1664,2.397985300766387e-05,1.5147779817782846e-07,0.0,4.315422066676027e-07
1665,2.447154481290324e-05,9.786216383287996e-08,0.0,4.315422066676027e-07
1666,2.6151874213350572e-05,6.569497859995213e-08,0.0,5.270014266248577e-07
1667,2.9101236577844247e-05,6.569497859995213e-08,0.0,5.270014266248577e-07
1668,3.0395363085387673e-05,6.569497859995213e-08,0.0,5.270014266248577e-07
1669,2.8108094349071117e-05,6.569497859995213e-08,0.0,5.569555189107891e-07
1670,3.0060178687563166e-05,0.0,0.0,4.255655617108849e-07
1671,2.8859882409700992e-05,0.0,0.0,1.8974768270904212e-07
1672,2.6572429435743417e-05,0.0,0.0,2.143482841380059e-07
1673,2.479545323045126e-05,0.0,0.0,5.4554693714895363e-08
1674,2.3113485700118224e-05,0.0,0.0,5.4554693714895363e-08
1675,2.1946059860056266e-05,0.0,0.0,8.887319324912824e-08
1676,2.1556310717382337e-05,0.0,0.0,5.8919100963196665e-08
1677,1.9958211851189844e-05,0.0,0.0,5.8919100963196665e-08
1678,1.8643876371373024e-05,0.0,0.0,5.8919100963196665e-08
1679,1.8610938371109243e-05,0.0,2.3071769256992932e-08,3.431849953423287e-08
1680,1.7313169597140847e-05,1.8101928844771464e-08,2.3071769256992932e-08,7.052235722377581e-08
1681,1.7666228164411484e-05,4.047777630538414e-08,4.54476167176056e-08,1.1527405214500114e-07
1682,1.819884281368494e-05,4.047777630538414e-08,6.560864968767938e-08,1.0111658558084205e-07
1683,1.989477888335906e-05,4.047777630538414e-08,6.560864968767938e-08,1.0111658558084205e-07
1684,2.0485064591671937e-05,6.96993558741659e-08,6.560864968767938e-08,1.0111658558084205e-07
1685,1.9396627067180816e-05,6.96993558741659e-08,6.560864968767938e-08,1.2132241725534447e-07
1686,1.988911507006768e-05,6.96993558741659e-08,4.2536880430686456e-08,1.489516238604795e-07
1687,2.0442315872060135e-05,5.1597427029394435e-08,4.2536880430686456e-08,1.5394785586002919e-07
1688,2.0109169002223227e-05,2.9221579568781764e-08,2.016103297007378e-08,1.0919616093880385e-07
1689,1.8877705770137254e-05,2.9221579568781764e-08,0.0,8.903512796873006e-08
1690,1.6359524904276312e-05,2.9221579568781764e-08,0.0,1.0980541885276449e-07
1691,1.612525414072609e-05,0.0,0.0,1.0980541885276449e-07
1692,1.656904234031182e-05,0.0,0.0,8.959958717826209e-08
1693,1.6199978225423755e-05,0.0,0.0,6.197038057312706e-08
1694,1.5483732568100095e-05,0.0,0.0,2.0770290884034433e-08
1695,1.5433653710975443e-05,0.0,0.0,6.729070126506745e-08
1696,1.5239390709861514e-05,0.0,1.5745945753613862e-08,6.729070126506745e-08
1697,1.7260636663455182e-05,0.0,1.5745945753613862e-08,6.121456002412223e-08
1698,1.6169997122363255e-05,1.0371270572509924e-08,2.6117216326123786e-08,7.158583059663215e-08
1699,1.6048682482505683e-05,1.0371270572509924e-08,2.6117216326123786e-08,1.238639920789605e-07
1700,1.6080523892014753e-05,1.0371270572509924e-08,2.6117216326123786e-08,1.238639920789605e-07
1701,1.8114133906367768e-05,1.0371270572509924e-08,2.6117216326123786e-08,1.3353075140847587e-07
1702,1.7524541362945456e-05,1.0371270572509924e-08,2.6117216326123786e-08,9.899550081269939e-08
1703,1.745845929690404e-05,1.0371270572509924e-08,1.0371270572509924e-08,9.899550081269939e-08
1704,1.80803086290585e-05,1.0371270572509924e-08,1.9033037241505165e-08,1.1028665016153485e-07
1705,1.9183699026013657e-05,2.7473415035014374e-08,1.7819571342313012e-08,9.991537958902491e-08
1706,2.024019067903282e-05,2.7473415035014374e-08,3.9970337135335806e-08,4.7637218106696566e-08
1707,1.891039287979116e-05,2.7473415035014374e-08,3.9970337135335806e-08,5.978967111884361e-08
1708,1.6259235573150882e-05,2.7473415035014374e-08,4.961620447829773e-08,5.012291178932823e-08
1709,1.668573090033273e-05,2.7473415035014374e-08,4.961620447829773e-08,3.81377520040717e-08
1710,1.67588902643599e-05,2.7473415035014374e-08,4.961620447829773e-08,3.81377520040717e-08
1711,1.417387790882328e-05,2.7473415035014374e-08,4.0954437809302494e-08,2.1844781729539265e-08
1712,1.2238144401115797e-05,0.0,3.1796633135984716e-08,3.2708201607485014e-08
1713,1.055007922851863e-05,0.0,9.645867342961928e-09,3.2708201607485014e-08
1714,1.256820938319184e-05,0.0,9.645867342961928e-09,2.055574859533798e-08
1715,1.2177272375473486e-05,0.0,0.0,3.187810193594487e-08
1716,1.2141784671777195e-05,0.0,0.0,3.187810193594487e-08
1717,1.1726700254907233e-05,0.0,0.0,3.187810193594487e-08
1718,1.1933366944763943e-05,0.0,0.0,4.5411042037812877e-08
1719,1.1749152300970828e-05,6.584871061120014e-09,6.584871061120014e-09,5.430223483569664e-08
1720,1.1753662615124735e-05,6.584871061120014e-09,1.5645999289810268e-08,6.33633630643869e-08
1721,9.879513397338866e-06,6.584871061120014e-09,2.4406057365565304e-08,6.33633630643869e-08
1722,1.205326582619039e-05,1.1477108482641338e-07,3.213364406308626e-08,5.204100972378001e-08
1723,1.2745004758991335e-05,1.2712143718626327e-07,3.83088202430112e-08,5.204100972378001e-08
1724,1.2981540554132412e-05,1.2712143718626327e-07,3.83088202430112e-08,5.204100972378001e-08
1725,1.356434488895632e-05,1.4182734326644614e-07,3.83088202430112e-08,4.352164698470265e-08
1726,1.4380454558704514e-05,1.3524247220532614e-07,3.811144720446334e-08,4.292952736152854e-08
1727,1.4106340131547768e-05,1.3524247220532614e-07,2.9050318975773085e-08,3.386839913283828e-08
1728,1.4351624875936458e-05,1.4172203220498757e-07,2.029026090001805e-08,4.034795913249971e-08
1729,1.243736941043088e-05,3.3535818439694206e-08,1.2562674202497095e-08,4.671993585653971e-08
1730,1.1718708005251496e-05,3.7551942000391136e-08,6.3874980225721495e-09,4.671993585653971e-08
1731,1.1209253638558689e-05,3.7551942000391136e-08,6.3874980225721495e-09,6.762015455511314e-08
1732,1.059132227965165e-05,2.9104559778098908e-08,6.3874980225721495e-09,5.291424847493025e-08
1733,1.055200521347745e-05,4.3154098960940246e-08,1.4049539182841336e-08,4.077652501369552e-08
1734,1.1543816851501885e-05,4.3154098960940246e-08,1.921127079640428e-08,4.593825662725846e-08
1735,1.1243280823691748e-05,3.667453896127881e-08,1.921127079640428e-08,5.8859475261994835e-08
1736,1.1686249958334624e-05,4.2186864033867873e-08,2.4723595868993342e-08,6.90244732481915e-08
1737,1.1251918294874486e-05,2.5820388113321054e-08,2.4723595868993342e-08,7.594610147115028e-08
1738,1.1137660944119229e-05,2.5820388113321054e-08,2.4723595868993342e-08,5.5045882772576856e-08
1739,1.0623709775765227e-05,2.925461320809778e-08,2.4723595868993342e-08,9.381687858324637e-08
1740,9.978034280980605e-06,1.520507402525644e-08,1.0674056686152004e-08,9.427938759845997e-08
1741,9.269743194246466e-06,1.520507402525644e-08,1.1453675849030072e-08,8.911765598489702e-08
1742,1.0208796473827014e-05,1.520507402525644e-08,1.1453675849030072e-08,8.247162191261331e-08
1743,1.0425286096246314e-05,9.69274895266738e-09,5.9413507764410105e-09,6.593464720237665e-08
1744,1.2046532771949256e-05,1.4156809312128514e-08,2.3797592214285553e-08,6.3477079338879e-08
1745,1.297828423828053e-05,1.4156809312128514e-08,3.642074426173687e-08,7.610023138633032e-08
1746,1.4252879217175568e-05,4.464060359461135e-09,3.642074426173687e-08,5.724114414208868e-08
1747,1.5993789020285476e-05,1.2782363865783606e-08,3.642074426173687e-08,7.470877605442183e-08
1748,1.6187651843730627e-05,1.6422095683310545e-08,3.0479393485295855e-08,7.470877605442183e-08
1749,1.617627016717701e-05,1.6422095683310545e-08,3.543467386180055e-08,6.690931186881244e-08
1750,1.7158920335142674e-05,1.9720827130039912e-08,3.873340530852991e-08,7.020804331554181e-08
1751,1.6591297415808575e-05,3.6671599090709606e-08,2.4446302506118756e-08,6.574398295608067e-08
1752,1.7445970375514923e-05,4.446877938895406e-08,1.572174060778967e-08,6.481660186352656e-08
1753,1.851227157853178e-05,4.446877938895406e-08,2.0751093034375245e-08,7.005145441496552e-08
1754,1.8503786772531123e-05,4.8702682268039355e-08,2.0751093034375245e-08,5.3464681317093114e-08
1755,2.049356070139246e-05,5.66228737548207e-08,2.0751093034375245e-08,6.502460462140139e-08
1756,2.1607034536178355e-05,5.965834429641096e-08,2.186675374105107e-08,6.917573536213695e-08
1757,2.418053944503689e-05,6.549498264364826e-08,2.161314555897726e-08,9.328311228224656e-08
1758,2.4655237991412703e-05,5.340290444775876e-08,1.8044006923543876e-08,1.0882103649935613e-07
1759,2.4901737041156074e-05,6.299969866420594e-08,1.4145416774421652e-08,1.5278598399147215e-07
1760,2.431076869210561e-05,7.630653391694458e-08,1.443879834742542e-08,1.4626879263346382e-07
1761,2.4653734726598486e-05,6.930546244835309e-08,1.443879834742542e-08,1.4622735733382797e-07
1762,2.4447180424301352e-05,7.384103132121059e-08,1.443879834742542e-08,1.4271518011810258e-07
1763,2.376713018747978e-05,8.499893411340054e-08,1.1206531829494842e-08,1.4212479218908163e-07
1764,2.296594331190655e-05,8.991696276439143e-08,1.378276794282231e-08,1.2315072288921719e-07
1765,2.369085450482089e-05,9.238384229044122e-08,2.2624993180540643e-08,1.1056020708468037e-07
1766,2.347742000503266e-05,7.498986777574959e-08,2.2624993180540643e-08,6.510264479889624e-08
1767,2.4839206681852894e-05,6.757203710857798e-08,2.3191263766518333e-08,4.941757733182125e-08
1768,2.530864263202862e-05,7.543196492828688e-08,2.587347631382337e-08,5.181972539958224e-08
1769,2.5096558601944707e-05,6.54289920021256e-08,2.891973593932562e-08,4.986449856200384e-08
1770,2.6086012439918704e-05,6.565022658833186e-08,2.8963982958072976e-08,4.711431854177915e-08
1771,2.6021838753617237e-05,5.9494759341305326e-08,2.334262358008995e-08,3.868227947480461e-08
1772,2.574983201546794e-05,6.08855350898401e-08,1.7136480171383743e-08,3.8370952891243956e-08
1773,2.6256124588793943e-05,7.645668022502963e-08,2.232686188311358e-08,3.0762987585879794e-08
1774,2.4850388789283378e-05,8.125752819816106e-08,2.178278357689578e-08,3.850833785179475e-08
1775,2.4475873682864142e-05,7.3623843783415e-08,2.198926019048031e-08,3.6445555145243295e-08
1776,2.531088336711816e-05,7.295606353961506e-08,1.894300056497806e-08,3.306540539784107e-08
1777,2.5810185824021964e-05,7.313170767377284e-08,1.8978129290303514e-08,2.7299562229846482e-08
1778,2.449295035538463e-05,8.192063916112602e-08,2.7321560632945615e-08,3.564299357248858e-08
1779,2.3750903762577635e-05,8.66720303146654e-08,2.7247164524624168e-08,5.0938712295841726e-08
1780,2.2946781038107084e-05,8.049744642286377e-08,2.44059231237413e-08,6.24383627975281e-08
1781,2.407984590848043e-05,8.128269460680063e-08,2.4798547215709732e-08,5.174851023882963e-08
1782,2.459259537447776e-05,9.277038413659153e-08,2.1909858054820168e-08,4.52405762376072e-08
1783,2.3652495656278916e-05,1.0039323988004461e-07,3.0608254216904895e-08,5.775040027141845e-08
1784,2.251786073819468e-05,8.913193205728476e-08,2.7690203907582145e-08,6.440828873418728e-08
1785,2.2817875235757257e-05,7.891755896391065e-08,2.258301736089509e-08,5.930110218750022e-08
1786,2.254274347381267e-05,6.098575841154538e-08,2.1361429958233202e-08,8.291234797143585e-08
1787,2.3975395639094392e-05,6.319147186470023e-08,2.4168856122790723e-08,7.52632148350228e-08
1788,2.343957567063626e-05,5.9555683559356764e-08,2.3657514043000967e-08,8.310252727231468e-08
1789,2.3266940063747044e-05,5.043430942716246e-08,2.3657514043000967e-08,8.443454824202945e-08
1790,2.3474300698061207e-05,5.39594408520218e-08,2.4902753383214205e-08,7.363174831758507e-08
1791,2.3450824560963417e-05,5.931822652119731e-08,2.7074685858354186e-08,7.240369091578356e-08
1792,2.4285593099193648e-05,5.9375308986935645e-08,2.8191489270008267e-08,7.460875650622256e-08
1793,2.5248605327630814e-05,6.726348595569626e-08,3.2767523551667314e-08,5.278615183052742e-08
1794,2.5205323774051586e-05,9.757660635045795e-08,3.0604913650985766e-08,4.9334400184112126e-08
1795,2.5143579737881998e-05,1.0891600764141782e-07,3.1771610104718613e-08,5.519416999634684e-08
1796,2.5497801938659643e-05,1.0456496037290566e-07,3.4616094879424963e-08,5.928930844691292e-08
1797,2.643023097854374e-05,9.252762340444016e-08,2.977477236194253e-08,6.223992242228502e-08
1798,2.7523884325221714e-05,9.020511702674736e-08,2.876015324306179e-08,6.259665801573127e-08
1799,2.6942514003686873e-05,9.028401061682092e-08,2.6810183406666965e-08,6.977150895132972e-08
1800,2.7281076264833765e-05,8.73358008135483e-08,2.3364034389723136e-08,5.6637689839687614e-08
1801,2.7556554414331913e-05,5.052815080627429e-08,2.594216359191088e-08,6.060884010545514e-08
1802,2.8264044106305975e-05,3.5690704994603295e-08,2.4324653656395056e-08,6.123594177763283e-08
1803,2.866309322208898e-05,3.8567057864773753e-08,2.6043168256860228e-08,6.909464746383622e-08
1804,2.8303033364604096e-05,4.043829702839373e-08,2.5822096080422137e-08,7.423281900287293e-08
1805,2.946678354679274e-05,3.692952610379052e-08,2.8819622751744386e-08,8.454625748705829e-08
1806,3.0468015860865956e-05,3.626771289637938e-08,3.288029683444295e-08,7.994514916731532e-08
1807,3.1126389200965476e-05,3.8232046354177585e-08,3.5222401503379585e-08,8.758557054225743e-08
1808,3.102517751228463e-05,3.6184022635308925e-08,3.7417301003626694e-08,9.521298137217724e-08
1809,3.063638152005816e-05,3.6184950401109613e-08,3.716502635800875e-08,9.463708343966054e-08
1810,3.0174706937811736e-05,3.387470393079184e-08,4.2845096359656054e-08,9.248728157932159e-08
1811,2.945868722495756e-05,3.192137068960424e-08,4.616729373399916e-08,8.888569271091131e-08
1812,2.8020061238618966e-05,3.2406833787896564e-08,4.630920256788938e-08,8.376626782689658e-08
1813,2.7357588675970745e-05,3.1697625349888115e-08,4.6052791040957734e-08,1.0639996008064503e-07
1814,2.628702454135886e-05,2.6882906059963067e-08,4.7300488859036705e-08,1.0429248829625846e-07
1815,2.6038960641017184e-05,2.6720295309701214e-08,4.841797667560448e-08,1.0379924272488747e-07
1816,2.622542238636275e-05,2.504051772283284e-08,4.75081381219005e-08,1.0279052885055404e-07
1817,2.7052523104690147e-05,2.4965453958105044e-08,3.949258723220542e-08,9.87491008329146e-08
1818,2.8341870347503573e-05,2.409285621800856e-08,3.5944055604935395e-08,1.0935731101621318e-07
1819,2.9056676274714327e-05,2.556045863855161e-08,3.856098906851457e-08,1.123543924563819e-07
1820,2.966763453774287e-05,2.1354793171874624e-08,3.721774710641057e-08,9.659273761794143e-08
1821,3.0455857735692655e-05,2.1322079911202862e-08,3.617157697176156e-08,9.244352940283664e-08
1822,3.089901734451165e-05,2.0296502827627753e-08,3.090540192017345e-08,9.05716096407819e-08
1823,3.132266881168887e-05,1.9600563521444362e-08,3.178692889857107e-08,8.990983551322123e-08
1824,3.088736178012498e-05,1.8267514802415363e-08,3.3448890895166576e-08,8.91066278541075e-08
1825,3.0080764190643094e-05,1.873855515199807e-08,3.499820750667888e-08,8.238012481699895e-08
1826,2.9434612640346002e-05,1.6299001830739305e-08,3.5312918050018586e-08,7.918580280374954e-08
1827,2.853116711776238e-05,1.850891211725119e-08,3.41087902049659e-08,7.15140840514193e-08
1828,2.806749606471775e-05,1.8658630196455306e-08,3.317735876505269e-08,7.898982293649429e-08
1829,2.6596217139740475e-05,1.8333130822968868e-08,3.3283597592311965e-08,9.698040973457214e-08
1830,2.6222151583559545e-05,1.8558656579768596e-08,3.507888887302865e-08,1.0215073383993253e-07
1831,2.560386279323471e-05,1.755880406152853e-08,3.5369668083262695e-08,1.107937898885731e-07
1832,2.5428786102565937e-05,1.691304480593609e-08,3.461501028669188e-08,1.1392844153793444e-07
1833,2.493434268607026e-05,1.6275123471132247e-08,3.4892139209676184e-08,1.25001841005152e-07
1834,2.4658805289488684e-05,1.718644426773608e-08,3.679720122257939e-08,1.3655807253241748e-07
1835,2.419892319137164e-05,1.6990659799733165e-08,3.8244721167757234e-08,1.3217137860367855e-07
1836,2.5033335467534406e-05,1.829695049439449e-08,3.9324099785988306e-08,1.1283731079661915e-07
1837,2.4580807283720268e-05,1.866051237340928e-08,3.930675391521683e-08,1.0821013875426746e-07
1838,2.4688946723472327e-05,1.9839080093017207e-08,4.1537856836677227e-08,1.0584839113140074e-07
1839,2.4613929781480692e-05,1.8554981804998405e-08,4.05593963494409e-08,1.0326297480592725e-07
1840,2.4742492574400137e-05,1.9544033058593868e-08,4.099040091481194e-08,9.667460127665046e-08
1841,2.4917252501057063e-05,1.7560329444523048e-08,4.0113867783020396e-08,9.25283184674949e-08
1842,2.5033684713499887e-05,1.7860514464221718e-08,4.121304643587921e-08,1.1199826133179158e-07
1843,2.4515456971130334e-05,1.756559634255187e-08,4.342560546076259e-08,1.1626210648176181e-07
1844,2.414250281747497e-05,1.6479252756036137e-08,4.269582884067599e-08,1.1392371642874163e-07
1845,2.3710740476547342e-05,1.535206019452419e-08,4.335877536375067e-08,1.0893670625884105e-07
1846,2.3299799327755215e-05,1.7208630584012293e-08,4.527927950042405e-08,1.1040422671320422e-07
1847,2.3245744159794413e-05,1.872991831472096e-08,4.2979061325760474e-08,1.0871148552788717e-07
1848,2.2776720080790775e-05,1.929499595019836e-08,4.589214798654341e-08,1.057893277740212e-07
