ngram,dsh,dis,dish
1923,1.9288833387674588e-09,8.541117689933994e-06,7.738372070369743e-06
1924,2.288038409530608e-09,8.28332206635553e-06,7.669855416939494e-06
1925,1.9889069914823055e-09,7.983481801992249e-06,7.71271236642081e-06
1926,2.0563848877687617e-09,7.677530837619478e-06,7.752070749640033e-06
1927,1.890267101575408e-09,7.547020946471353e-06,7.631711598930582e-06
1928,2.1952945334596005e-09,7.547833255167851e-06,7.5659283668626036e-06
1929,2.2549421377756775e-09,7.497848140961391e-06,7.4849705405150805e-06
1930,2.1508925592986625e-09,7.411590559058823e-06,7.52277875497904e-06
1931,1.750218351200975e-09,7.322422983894025e-06,7.4942150994112514e-06
1932,1.7546848418703576e-09,7.323586097689778e-06,7.486953758676204e-06
1933,1.7342038281599669e-09,7.358289232277977e-06,7.4347820243149594e-06
1934,1.7994434196668051e-09,7.3326677271065166e-06,7.442297568819153e-06
1935,1.675414378660938e-09,7.358569616501752e-06,7.440563162422872e-06
1936,1.6109932911488401e-09,7.389718056011978e-06,7.500388814410794e-06
1937,1.869249866004452e-09,7.434698675621933e-06,7.528900498852766e-06
1938,1.876908295450619e-09,7.4549310349019445e-06,7.458736945409328e-06
1939,1.985239861390653e-09,7.428320584170121e-06,7.506739231238109e-06
1940,1.9341211172323777e-09,7.471769874557919e-06,7.424300877443914e-06
1941,1.9351816339861573e-09,7.669355389745241e-06,7.417448939252479e-06
1942,1.955930718976008e-09,7.736431078748346e-06,7.313828064070549e-06
1943,2.0463870598064204e-09,7.743767972507548e-06,7.3496648188406e-06
1944,2.071821793490715e-09,7.764729811502288e-06,7.246947656572697e-06
1945,2.154610014213988e-09,7.729048190542795e-06,7.273494637567117e-06
1946,2.790921462190811e-09,7.62882232915477e-06,7.221493628354178e-06
1947,3.007736028491438e-09,7.524212378484663e-06,7.247646603251009e-06
1948,3.2383288748962157e-09,7.334808482742769e-06,7.10515951141133e-06
1949,3.1969295464863633e-09,7.246304643818543e-06,7.199758134187764e-06
1950,3.5948353183101744e-09,7.290702277324661e-06,6.987115154645705e-06
1951,3.3522396446018986e-09,7.1940129211205724e-06,6.888147059466324e-06
1952,3.569499251732111e-09,7.209471667530514e-06,6.820144595362113e-06
1953,2.9888274870921397e-09,7.271916599295634e-06,6.650910238801901e-06
1954,3.0414547229946312e-09,7.220050065370742e-06,6.45176182193349e-06
1955,2.99748230998225e-09,7.1341809026697386e-06,6.431871757480881e-06
1956,2.9231810147071056e-09,7.078480588721245e-06,6.191752228395282e-06
1957,2.7178998575548364e-09,6.870089886693417e-06,6.141431965391218e-06
1958,3.283633587258805e-09,6.831012927120485e-06,6.139907132559788e-06
1959,4.414978287720877e-09,6.765270427422365e-06,6.066502204963139e-06
1960,6.0019070983027436e-09,6.670573579218139e-06,6.055497059216057e-06
1961,7.31903680519151e-09,6.603273245023697e-06,5.983661789546854e-06
1962,9.036779673771938e-09,6.566397262629055e-06,5.868918183945685e-06
1963,1.0378183994725582e-08,6.4659922957486875e-06,5.807386774644588e-06
1964,1.1498481976092632e-08,6.431261226680363e-06,5.699111430398521e-06
1965,1.3583592663378243e-08,6.428781424412071e-06,5.575592889986833e-06
1966,1.4036221708733722e-08,6.39671900769047e-06,5.378710739023518e-06
1967,1.5277369337850033e-08,6.370007732974565e-06,5.342356611695972e-06
1968,1.5874941615225324e-08,6.35796011140753e-06,5.3016662734860025e-06
1969,1.586784684600876e-08,6.355623034843509e-06,5.232299112581781e-06
1970,1.57782784932741e-08,6.319804534931401e-06,5.25256889107238e-06
1971,1.5752870246339105e-08,6.254071260108114e-06,5.243199081762993e-06
1972,1.4296391499207012e-08,6.1100874648088525e-06,5.233419545090458e-06
1973,1.67098384652929e-08,5.990625400694885e-06,5.365230273517747e-06
1974,1.5581016350146067e-08,5.8511033915108006e-06,5.3517014099010595e-06
1975,1.5186928286376703e-08,5.803213947988947e-06,5.360915435760814e-06
1976,1.4592483792747707e-08,5.684635133158216e-06,5.525563665287336e-06
1977,1.5184818608864655e-08,5.517504957554463e-06,5.602062693859418e-06
1978,1.511167800418077e-08,5.420232420354816e-06,5.773254737765196e-06
1979,1.510797265069641e-08,5.28385596356072e-06,5.959298895114833e-06
1980,1.2230878532193401e-08,5.284789105124739e-06,6.122486800969844e-06
1981,1.1705220538869656e-08,5.152179515529756e-06,6.312213372439146e-06
1982,1.1439255891738348e-08,4.95487652837515e-06,6.621257138509204e-06
1983,1.0421205105209147e-08,4.788320828603381e-06,6.767290999830168e-06
1984,9.411496344163034e-09,4.747922178337051e-06,6.943053124684541e-06
1985,8.786318339559784e-09,4.598550406496672e-06,7.060364298792722e-06
1986,7.81993527075388e-09,4.510419265508452e-06,7.096351445008102e-06
1987,7.171783516264034e-09,4.25835553739619e-06,7.052749164618685e-06
1988,6.6321791550702105e-09,4.1472842765090586e-06,6.996288253243879e-06
1989,5.67921256054506e-09,4.069177651087687e-06,6.915632249209531e-06
1990,6.464409737664109e-09,3.9848463789634736e-06,6.8625482916624085e-06
1991,6.5230186014580175e-09,3.8520751916491595e-06,6.818442995739003e-06
1992,7.054645788175305e-09,3.821870352892022e-06,6.828665131511766e-06
1993,8.647033375045306e-09,3.7959052211330605e-06,6.933602825094047e-06
1994,1.0206515061688443e-08,3.779890351194938e-06,7.070370234682091e-06
1995,1.1925644345061365e-08,3.8016314322573763e-06,7.188551990111591e-06
1996,1.269906046985625e-08,3.8185884412606744e-06,7.334034762607189e-06
1997,1.2289781763692126e-08,3.85061220445745e-06,7.49101822553452e-06
1998,1.1870772936057555e-08,3.983451019199233e-06,7.700568273451478e-06
1999,1.1712979665544156e-08,3.96132294814119e-06,7.786274571636958e-06
2000,1.084330885398848e-08,4.007553310917242e-06,7.939339151822164e-06
2001,9.658108344824865e-09,4.024550240241556e-06,8.106560666679538e-06
2002,8.263966019431531e-09,4.0478312907258185e-06,8.316748010526811e-06
2003,8.085146393658046e-09,4.037186239916732e-06,8.485959889575107e-06
2004,8.003881049997323e-09,4.027396763766384e-06,8.700989253286804e-06
2005,8.672977193567379e-09,3.9871298603039965e-06,9.023830508730108e-06
2006,7.883952665313894e-09,4.003324128072043e-06,9.516411150148737e-06
2007,7.188315752161754e-09,3.953536049396332e-06,1.0018224332140693e-05
2008,6.596787021402e-09,3.934024562113336e-06,1.077163986857548e-05
2009,5.938933376827192e-09,3.962820723505242e-06,1.1301061152023197e-05
2010,5.272246290337941e-09,4.0796526588694955e-06,1.1729452645730426e-05
2011,4.941349266271036e-09,4.030299903336397e-06,1.2178850218853249e-05
2012,3.969250832775677e-09,3.832355235187736e-06,1.2500576823575621e-05
2013,4.062156769687622e-09,3.732504312990516e-06,1.2502384769114932e-05
2014,3.994772290738524e-09,3.7028733004262904e-06,1.2455755625394107e-05
2015,3.8468018928991145e-09,3.845834856162712e-06,1.2183286474152868e-05
2016,3.929670017959503e-09,3.672821808972263e-06,1.2170435573872445e-05
2017,3.791763828845755e-09,3.4847140189716206e-06,1.220260446643806e-05
2018,3.854685504123267e-09,3.460052812442882e-06,1.2118794984417036e-05
2019,4.024053090745383e-09,3.619499977958185e-06,1.1959083622059552e-05
