ngram,party,paty,pary,patty
1591,3.054570178002385e-05,0.0,2.6653346399793267e-07,0.0
1592,3.0041182591438493e-05,0.0,2.6653346399793267e-07,0.0
1593,3.239909931705499e-05,0.0,2.6653346399793267e-07,0.0
1594,3.233420102333184e-05,0.0,2.6653346399793267e-07,0.0
1595,2.9901645445664015e-05,0.0,2.6653346399793267e-07,0.0
1596,2.456326806818002e-05,0.0,2.6653346399793267e-07,0.0
1597,2.064188343605825e-05,0.0,2.6653346399793267e-07,0.0
1598,3.596845428026947e-05,0.0,0.0,0.0
1599,4.574024777476942e-05,0.0,0.0,0.0
1600,5.5151298251335644e-05,0.0,0.0,0.0
1601,5.743684414483141e-05,0.0,0.0,0.0
1602,5.83148802044369e-05,0.0,1.0440071816576944e-07,0.0
1603,5.555326411662723e-05,0.0,1.0440071816576944e-07,0.0
1604,6.592494212652258e-05,0.0,1.0440071816576944e-07,0.0
1605,5.24636633209801e-05,0.0,1.0440071816576944e-07,0.0
1606,4.4701130458893855e-05,0.0,1.0440071816576944e-07,0.0
1607,3.373386672527496e-05,0.0,1.0440071816576944e-07,0.0
1608,3.143351776608532e-05,0.0,1.0440071816576944e-07,0.0
1609,3.339569359793261e-05,0.0,0.0,0.0
1610,3.572791462959556e-05,0.0,0.0,0.0
1611,3.609971606368033e-05,0.0,0.0,0.0
1612,3.1593762287229765e-05,0.0,0.0,0.0
1613,3.3824114325398114e-05,0.0,0.0,0.0
1614,3.553994026463313e-05,0.0,0.0,0.0
1615,3.659071028648343e-05,0.0,0.0,0.0
1616,3.5100758395856246e-05,0.0,0.0,0.0
1617,3.363240973288027e-05,0.0,0.0,0.0
1618,4.072325763055622e-05,0.0,0.0,0.0
1619,4.185942335815136e-05,0.0,0.0,0.0
1620,4.2167985286921195e-05,0.0,0.0,0.0
1621,4.0888938201533165e-05,0.0,0.0,0.0
1622,4.199194816984735e-05,0.0,0.0,0.0
1623,5.6707867640527964e-05,0.0,0.0,2.6941419101993755e-07
1624,6.640490781657198e-05,0.0,0.0,2.6941419101993755e-07
1625,4.8589142222356584e-05,0.0,0.0,2.6941419101993755e-07
1626,5.027389280647705e-05,0.0,0.0,4.990360074381377e-07
1627,5.411805458217194e-05,0.0,0.0,4.990360074381377e-07
1628,5.799294714441723e-05,0.0,0.0,4.990360074381377e-07
1629,6.556155780604708e-05,0.0,0.0,4.990360074381377e-07
1630,5.146759394847322e-05,0.0,0.0,3.158708149645203e-07
1631,4.652862922479731e-05,0.0,0.0,3.158708149645203e-07
1632,5.278999014990404e-05,9.162613423541188e-08,0.0,3.158708149645203e-07
1633,6.537531485914119e-05,9.162613423541188e-08,0.0,2.2334179610490018e-07
1634,6.640299709813138e-05,9.162613423541188e-08,0.0,4.701781222138379e-07
1635,6.701364951108449e-05,9.162613423541188e-08,0.0,5.524978356723815e-07
1636,6.128674691093952e-05,9.162613423541188e-08,0.0,5.524978356723815e-07
1637,6.159647403235015e-05,9.162613423541188e-08,0.0,5.394089644791425e-07
1638,6.773385757696815e-05,9.162613423541188e-08,0.0,7.414140717238687e-07
1639,7.138789442251436e-05,0.0,0.0,7.414140717238687e-07
1640,6.819881413580983e-05,0.0,0.0,6.043212741652886e-07
1641,7.054454441198946e-05,0.0,0.0,4.172070353953521e-07
1642,7.417771329138694e-05,0.0,1.0794983446820489e-07,4.4283715640501343e-07
1643,7.830156339748231e-05,0.0,1.0794983446820489e-07,4.4283715640501343e-07
1644,9.658934141043574e-05,0.0,1.0794983446820489e-07,3.696770290519323e-07
1645,0.00011949808166329084,0.0,1.0794983446820489e-07,2.1678875279056748e-07
1646,0.00013480617677227462,0.0,1.0794983446820489e-07,2.1678875279056748e-07
1647,0.00013290470295552432,0.0,1.0794983446820489e-07,2.1678875279056748e-07
1648,0.00014144830285139115,0.0,1.0794983446820489e-07,2.487651369977227e-07
1649,0.0001354252131672443,0.0,0.0,1.408153025295178e-07
1650,0.00013734321692027152,0.0,0.0,1.408153025295178e-07
1651,0.0001251405306642742,0.0,0.0,1.8381538373952416e-07
1652,0.0001023745779613299,0.0,0.0,1.9036994964543347e-07
1653,0.00010364188762780811,0.0,0.0,1.9036994964543347e-07
1654,0.00011162668462410303,0.0,0.0,2.73336321957426e-07
1655,0.0001065084506990388,0.0,0.0,1.8163785041126956e-07
1656,0.00012207954776905744,0.0,4.530733122010133e-08,2.722525128514722e-07
1657,0.0001261720005589138,0.0,4.530733122010133e-08,3.278613779197518e-07
1658,0.00013887378216687857,0.0,4.530733122010133e-08,3.920925653996424e-07
1659,0.0001395672225044109,0.0,4.530733122010133e-08,3.685883537432996e-07
1660,0.00012655371392611414,0.0,4.530733122010133e-08,3.685883537432996e-07
1661,0.00011685037108171465,0.0,4.530733122010133e-08,2.8562198143130703e-07
1662,0.00011309186915501154,4.059985972812033e-08,4.530733122010133e-08,2.8562198143130703e-07
1663,0.00010378563456470147,4.059985972812033e-08,0.0,1.950073189911044e-07
1664,0.00010522749549376645,4.059985972812033e-08,0.0,1.3939845392282484e-07
1665,9.729266873494322e-05,4.059985972812033e-08,0.0,7.625880219360884e-08
1666,9.772235664838393e-05,4.059985972812033e-08,0.0,8.404001456645866e-08
1667,0.00010702691880786526,4.059985972812033e-08,3.245231588217783e-08,8.404001456645866e-08
1668,0.0001039216216927993,4.059985972812033e-08,3.245231588217783e-08,8.404001456645866e-08
1669,0.00010114996101557543,0.0,3.245231588217783e-08,8.404001456645866e-08
1670,0.0001041042035337471,0.0,7.110148406549602e-08,1.6133835093309505e-07
1671,9.893370328687265e-05,0.0,7.110148406549602e-08,1.6133835093309505e-07
1672,8.986808305572984e-05,0.0,7.110148406549602e-08,1.1724673397241401e-07
1673,9.267908587519611e-05,0.0,7.110148406549602e-08,2.010126861153237e-07
1674,7.813278872552993e-05,0.0,7.117969248936009e-08,2.335432104213656e-07
1675,7.835896966363569e-05,0.0,7.117969248936009e-08,2.335432104213656e-07
1676,8.194633171245056e-05,0.0,7.117969248936009e-08,2.7648972076933986e-07
1677,7.880367411416955e-05,0.0,3.2530524306041893e-08,1.9919138440270346e-07
1678,7.584714590588451e-05,0.0,3.2530524306041893e-08,2.191099558298707e-07
1679,7.859199623843389e-05,0.0,3.2530524306041893e-08,2.421817250868636e-07
1680,7.113154008818259e-05,1.8101928844771464e-08,3.2530524306041893e-08,1.3656930418294776e-07
1681,7.279044179345615e-05,1.8101928844771464e-08,2.237584746061267e-08,1.7116632225874388e-07
1682,7.162022042653657e-05,1.8101928844771464e-08,2.237584746061267e-08,1.7116632225874388e-07
1683,6.713725763672431e-05,1.8101928844771464e-08,6.651030405789373e-08,1.7235426850805068e-07
1684,6.911718914385087e-05,1.8101928844771464e-08,6.651030405789373e-08,6.398995416085589e-07
1685,6.58385646862111e-05,1.8101928844771464e-08,6.651030405789373e-08,7.008042968794013e-07
1686,7.075173821898975e-05,1.8101928844771464e-08,6.651030405789373e-08,7.053617342275434e-07
1687,6.616602487546126e-05,0.0,6.651030405789373e-08,6.872598053827719e-07
1688,6.127686668021073e-05,0.0,4.413445659728106e-08,6.20132263000934e-07
1689,5.6880461280733084e-05,0.0,4.413445659728106e-08,6.20132263000934e-07
1690,5.7558581569797494e-05,0.0,2.0770290884034433e-08,6.590789699397906e-07
1691,5.096915213341292e-05,0.0,4.523634394055469e-08,1.915336968392824e-07
1692,4.788321919997023e-05,0.0,4.523634394055469e-08,1.3437841468138296e-07
1693,3.7633632798263405e-05,0.0,7.658753783549141e-08,1.3810040197118463e-07
1694,3.7094163157494874e-05,0.0,7.658753783549141e-08,1.3810040197118463e-07
1695,3.302056315338372e-05,0.0,7.658753783549141e-08,1.3810040197118463e-07
1696,3.480846602802298e-05,1.5745945753613862e-08,7.658753783549141e-08,1.538463477247985e-07
1697,3.2892826441509116e-05,1.5745945753613862e-08,6.316432177300157e-08,1.0015348347483918e-07
1698,3.379978807060979e-05,1.5745945753613862e-08,3.8698268716481314e-08,1.3126729519236896e-07
1699,3.452617862162047e-05,1.5745945753613862e-08,3.8698268716481314e-08,1.2066879102284084e-07
1700,3.473373596664585e-05,1.5745945753613862e-08,7.347074821544603e-09,8.931759712790413e-08
1701,3.15034734999894e-05,1.5745945753613862e-08,7.347074821544603e-09,9.898435645741951e-08
1702,3.113188878549928e-05,1.5745945753613862e-08,7.347074821544603e-09,1.1096951624267604e-07
1703,2.8302297713318175e-05,0.0,7.347074821544603e-09,1.0626478034022771e-07
1704,2.2693992962428767e-05,8.66176666899524e-09,0.0,7.68764810540493e-08
1705,1.8790050619697596e-05,8.66176666899524e-09,0.0,5.4920474009837305e-08
1706,1.7755659947787145e-05,1.9737149565506636e-08,0.0,4.185093363925521e-08
1707,1.5360672218126376e-05,1.9737149565506636e-08,1.2152453012147037e-08,4.185093363925521e-08
1708,1.5618394692345256e-05,1.9737149565506636e-08,1.2152453012147037e-08,4.1830041652701766e-08
1709,1.4244286311233217e-05,1.9737149565506636e-08,1.2152453012147037e-08,2.984488186744524e-08
1710,1.4166071455942334e-05,1.9737149565506636e-08,1.2152453012147037e-08,3.6018695327909104e-08
1711,1.3700296221941244e-05,1.1075382896511395e-08,1.2152453012147037e-08,4.571102404530133e-08
1712,1.074088218696748e-05,1.1075382896511395e-08,1.2152453012147037e-08,4.741663924992931e-08
1713,1.0168093597582941e-05,0.0,1.2152453012147037e-08,4.741663924992931e-08
1714,1.0730486402670586e-05,0.0,0.0,4.741663924992931e-08
1715,1.037096522590478e-05,0.0,0.0,3.777077190696738e-08
1716,1.0454292220986514e-05,0.0,0.0,3.777077190696738e-08
1717,1.0108242869526813e-05,0.0,0.0,2.055574859533798e-08
1718,1.2687546066964777e-05,0.0,0.0,2.6346932762472923e-08
1719,1.3689146986247838e-05,0.0,1.3169742122240028e-08,2.86532550067672e-08
1720,1.3957716873846948e-05,0.0,1.3169742122240028e-08,2.86532550067672e-08
1721,2.8382191885611974e-05,2.1024139381812086e-07,1.3169742122240028e-08,3.741331308252224e-08
1722,2.9777415485503817e-05,2.1024139381812086e-07,1.3169742122240028e-08,4.5140899780043194e-08
1723,3.211186672810332e-05,2.1024139381812086e-07,2.5520094482089917e-08,4.5140899780043194e-08
1724,3.328439301445282e-05,2.1024139381812086e-07,3.726193398279065e-08,5.101181953039356e-08
1725,3.3344165525964596e-05,2.1024139381812086e-07,5.196784006297353e-08,4.2881259685957825e-08
1726,3.469176486500406e-05,2.1024139381812086e-07,3.879809794073351e-08,2.97115175637178e-08
1727,3.638750916122392e-05,2.1024139381812086e-07,4.56408137949893e-08,4.339694927222938e-08
1728,2.2863795623249773e-05,0.0,4.56408137949893e-08,3.463689119647435e-08
1729,2.2378212504138772e-05,0.0,5.2012790519029295e-08,3.3281281222993387e-08
1730,2.1160962205613032e-05,0.0,3.96624381591794e-08,4.14645191832668e-08
1731,2.1141909331033404e-05,0.0,2.7920598658478672e-08,4.2560338999107575e-08
1732,1.995936561018295e-05,6.258523857890655e-09,2.57317402940771e-08,4.146590981690679e-08
1733,2.9445444462388487e-05,6.258523857890655e-09,3.2756509885497765e-08,1.1171360776123557e-07
1734,2.99254700491604e-05,6.258523857890655e-09,3.1075525644804914e-08,1.0318990766628694e-07
1735,3.173034695334666e-05,6.258523857890655e-09,3.1075525644804914e-08,1.1612375975086512e-07
1736,3.796187593252398e-05,6.258523857890655e-09,2.470354892076492e-08,1.2077643317200325e-07
1737,4.100833731562099e-05,6.258523857890655e-09,2.470354892076492e-08,1.1951482343468861e-07
1738,5.122042447120683e-05,6.258523857890655e-09,2.470354892076492e-08,1.1803990014007987e-07
1739,5.939209534387503e-05,0.0,1.218650120498361e-08,1.1824320925565449e-07
1740,5.1587039706646465e-05,0.0,5.161731613562941e-09,4.7995511311325704e-08
1741,5.072534206971925e-05,0.0,5.9413507764410105e-09,4.877513047420377e-08
1742,5.010388278086404e-05,6.377372281057043e-09,2.5073467112081615e-08,4.221865067068263e-08
1743,4.726883344119415e-05,6.377372281057043e-09,2.5073467112081615e-08,5.0456787700373495e-08
1744,4.770534568316569e-05,6.377372281057043e-09,2.953752747154275e-08,5.246328019633698e-08
1745,4.0303925613573354e-05,1.26889483047827e-08,2.953752747154275e-08,5.328303994848024e-08
1746,3.758516946358473e-05,2.264490258799664e-08,2.953752747154275e-08,9.16230012494777e-08
1747,4.420274828070043e-05,2.264490258799664e-08,2.953752747154275e-08,9.994130475580018e-08
1748,5.044787082754608e-05,2.264490258799664e-08,2.3596176695101738e-08,1.0127941761441304e-07
1749,6.199590747460857e-05,2.122281068344429e-08,4.464060359461135e-09,1.2463372759238416e-07
1750,6.970344371178985e-05,2.122281068344429e-08,7.762791806190502e-09,1.1856586620443263e-07
1751,7.966139673953876e-05,2.122281068344429e-08,6.867870082162751e-09,1.3819085456897744e-07
1752,8.643082401249558e-05,1.8809824808840858e-08,1.0766460231284976e-08,1.4357504950014898e-07
1753,8.860631974779867e-05,1.3883222952212496e-08,1.0766460231284976e-08,1.440374260498954e-07
1754,9.18014848139137e-05,1.3883222952212496e-08,1.495052894183248e-08,1.6082353531438847e-07
1755,9.926011989591643e-05,1.3883222952212496e-08,1.495052894183248e-08,1.8437053382415668e-07
1756,0.00010364124942238309,8.927942575707805e-09,1.495052894183248e-08,1.9106449603408952e-07
1757,0.00010779337441947843,8.927942575707805e-09,1.4696920759758671e-08,2.2659154248166097e-07
1758,0.00011739324171295655,8.927942575707805e-09,1.1127782124325286e-08,2.53974960173764e-07
1759,0.00012833123660779426,8.508147329523906e-09,7.229191975203061e-09,2.944611147930638e-07
1760,0.00013905719970352948,3.4787949029383267e-09,9.890558974997735e-09,2.891174476969484e-07
1761,0.00014422197689002912,3.4787949029383267e-09,5.706490264450232e-09,2.86217574593398e-07
1762,0.00014753489501474957,6.161376932465958e-09,5.706490264450232e-09,2.822169327438522e-07
1763,0.00014641788376528502,9.000051497715894e-09,8.545164829700167e-09,2.826940561005488e-07
1764,0.00014569709622134854,9.000051497715894e-09,8.310721254036122e-09,2.5083616200000894e-07
1765,0.00014571181028648944,9.000051497715894e-09,8.310721254036122e-09,2.2437371935016666e-07
1766,0.00014228546414025395,8.922308733109015e-09,8.310721254036122e-09,2.0280126225965693e-07
1767,0.00013799331126002862,8.922308733109015e-09,1.4482861132592006e-08,1.834922755961088e-07
1768,0.00014110227389859835,8.922308733109015e-09,1.7165073679897043e-08,1.9079207293413803e-07
1769,0.00013315602180747583,6.239726703581385e-09,2.325759293090154e-08,1.7919755025884244e-07
1770,0.00013768722211742506,3.4010521383314493e-09,2.618476153364619e-08,1.8553860822326636e-07
1771,0.00013695955775412067,3.4010521383314493e-09,2.3374081844654678e-08,2.002662548810414e-07
1772,0.0001384950030894418,3.4010521383314493e-09,2.8646245502678928e-08,2.1560556108722396e-07
1773,0.0001351383949180932,2.5951908558649197e-09,3.124143635854385e-08,1.9797204637533078e-07
1774,0.00013597098586615175,2.5951908558649197e-09,2.508039261986791e-08,2.3615471686103513e-07
1775,0.00013771549440986876,2.5951908558649197e-09,2.5286869233452436e-08,2.4709202810819466e-07
1776,0.00014118669891364073,2.5951908558649197e-09,1.919434998244794e-08,2.616967955353695e-07
1777,0.00013693880568358248,5.5132411651876674e-09,1.9264607433098846e-08,2.7389592511488967e-07
1778,0.0001374975929918167,1.1075528557772226e-08,1.9264607433098846e-08,2.7567792569373394e-07
1779,0.00013002244876198738,1.3637214278462904e-08,1.6554129495765276e-08,2.692898216797143e-07
1780,0.00014270684291009923,1.1042023422597985e-08,1.6308078950747325e-08,3.2208979559657435e-07
1781,0.00014655257109552622,1.295454029762563e-08,2.1285683311183286e-08,3.22583630918416e-07
1782,0.00013944089628889093,1.295454029762563e-08,2.0555127631739978e-08,3.2314651881344094e-07
1783,0.00014066305863837312,1.295454029762563e-08,2.2729726672261156e-08,3.0635804851694305e-07
1784,0.00014244655176298693,1.1700962103995088e-08,1.6893626053615662e-08,3.1416503328988e-07
1785,0.00014319354210913713,6.138674711410528e-09,1.8511748451593187e-08,3.1315375638639254e-07
1786,0.00014334350583210056,3.5769889907198505e-09,2.1310456003017667e-08,3.042106340801963e-07
1787,0.00013682224796087082,6.155272228422096e-09,2.669616515151217e-08,2.706632459746418e-07
1788,0.0001369811236924891,5.54930742627643e-09,1.904609765140159e-08,2.5710454362329725e-07
1789,0.00014644056916170354,6.712692243330107e-09,1.921473380406269e-08,3.0219048596791254e-07
1790,0.00015312519514866705,1.997087358976809e-08,1.9249831570026084e-08,3.7311137240132144e-07
1791,0.00015547408215102872,1.9392367711645875e-08,2.359369652030604e-08,3.695895734218928e-07
1792,0.00016124536549406393,2.2657153740470093e-08,2.197557412232852e-08,3.9164022780369123e-07
1793,0.00015994124779743806,2.2657153740470093e-08,1.7601202971308438e-08,4.1343121332764507e-07
1794,0.00015871126379352063,2.1076856069969707e-08,1.1862324646370683e-08,4.390858358809575e-07
1795,0.00015787452866788954,2.068357612167964e-08,1.5515413144738333e-08,4.2806085584093777e-07
1796,0.0001513172423333994,1.9520191304625963e-08,1.413680512334687e-08,3.95067429183525e-07
1797,0.0001475186540379322,6.8289336090694115e-09,1.5328650222150893e-08,3.496497567669264e-07
1798,0.00014579645358026028,6.3216240496290405e-09,1.329941198438941e-08,3.246410155302978e-07
1799,0.00014422737045346627,3.0568380208048242e-09,1.510172076280014e-08,2.9546023532540336e-07
1800,0.00014343741973529438,3.4685019301150533e-09,1.5350690433077067e-08,2.6929858368670724e-07
1801,0.00014160459769690142,2.9348568337488653e-09,1.474774074290102e-08,2.415975513615974e-07
1802,0.00014068492912753885,3.323965134884231e-09,1.2831159436542196e-08,2.338090731817439e-07
1803,0.0001398479861174045,3.674965094140654e-09,1.4690997497877691e-08,2.052820186853361e-07
1804,0.0001397065061610192,4.93850674640076e-09,1.4035153610742718e-08,1.8717140497821155e-07
1805,0.00013953222410886416,5.138882589302998e-09,1.5875366925805727e-08,1.763423357812956e-07
1806,0.0001381278769778354,5.655982793228986e-09,1.5624358695731644e-08,1.6998416997791666e-07
1807,0.00014056884018438204,7.12730991685768e-09,1.6481579149082596e-08,1.6453946776502043e-07
1808,0.00014561066927853972,1.2782412176345507e-08,1.885436873294566e-08,1.5954119955300223e-07
1809,0.0001463096372650138,1.7993325274190397e-08,2.1460057223318278e-08,1.4329990096127533e-07
1810,0.00014749675964204862,1.8296138255229673e-08,2.2574935317923713e-08,1.3028059900729465e-07
1811,0.00015003706669501428,1.7403208715397308e-08,2.1938692767215732e-08,1.210908331066613e-07
1812,0.00014944046311679164,1.7101592713381867e-08,1.9932227170370098e-08,1.0531658339069899e-07
1813,0.0001530129458322855,1.852428661257883e-08,1.9156844237906105e-08,9.769323229745299e-08
1814,0.00015867031886175807,1.747712812567264e-08,1.810942265986374e-08,9.139975734992081e-08
1815,0.00015708019574438886,1.2516529590556047e-08,1.5695596568475268e-08,7.683863450275957e-08
1816,0.00015902945181421404,6.76392694235314e-09,1.7058582483083943e-08,7.510218884882696e-08
1817,0.0001634755462873727,6.624156715214927e-09,1.3821094998637103e-08,7.383234747391856e-08
1818,0.00016373115691489408,6.044690684500356e-09,1.2248744114223037e-08,7.31449755367716e-08
1819,0.0001672972846011232,6.16846393012135e-09,1.0851856873423621e-08,7.600060821947149e-08
1820,0.00016995038770671402,4.818257570704532e-09,1.125511474496323e-08,7.580457252385844e-08
1821,0.0001709546777419746,5.396521800855274e-09,1.239574646102629e-08,7.554378608379661e-08
1822,0.00017432620058700974,4.86152213723707e-09,1.5161135394744666e-08,7.964377804877845e-08
1823,0.0001792960226469274,5.084070656532649e-09,1.0017804871357124e-08,8.362823474986466e-08
1824,0.00018399609169656678,6.313588160214831e-09,1.0673614753946886e-08,8.702762244183759e-08
1825,0.00018753127161679522,8.108004109378238e-09,1.1909145415854385e-08,8.83665448116387e-08
1826,0.00019047339031073664,7.980807316597196e-09,1.1750149424878081e-08,9.279960266894705e-08
1827,0.00019281587031270777,7.809501997460951e-09,1.203496248690174e-08,9.648928767092002e-08
1828,0.00019471137784421444,7.27803969472315e-09,1.0511515975102676e-08,9.264441506015178e-08
1829,0.00020036151857181852,7.146115128214043e-09,8.924016065796941e-09,8.375444947107877e-08
1830,0.00020169258849429234,6.4487893755175006e-09,9.887037664770202e-09,8.074354695963848e-08
1831,0.0002023309830942058,5.169702443907909e-09,1.0775309470087028e-08,7.588829780453515e-08
1832,0.00020591782023464994,3.6984124334488958e-09,9.939318257323748e-09,7.199036744509613e-08
1833,0.0002112470642064831,4.8739847713363815e-09,1.1078870519400295e-08,6.656546602812341e-08
1834,0.00021403720061893443,5.120183895915684e-09,1.1774446941257923e-08,6.710408685860005e-08
1835,0.00021941473823972046,5.745650621946652e-09,1.4044890076344733e-08,6.914718448618779e-08
1836,0.00022021965872097229,5.6290365384776516e-09,1.30162396416722e-08,7.367286260416352e-08
1837,0.00022320493215894594,7.201716683320163e-09,1.3659726429336518e-08,7.320904263760245e-08
1838,0.00022629965886673226,7.347849376567897e-09,1.3262072456094692e-08,7.995450295490108e-08
1839,0.00022738255834805647,6.969779451994538e-09,1.5508248780398455e-08,8.377235819320309e-08
1840,0.0002294608233829162,5.924901870711454e-09,1.747991770376497e-08,8.588624211824936e-08
1841,0.00023068904244740094,6.170129264658288e-09,1.671990495261915e-08,7.970025604566087e-08
1842,0.00022803586450338895,1.4574944774890599e-08,1.5247056442798827e-08,7.945790717453097e-08
1843,0.00022957029952002422,1.4789809662677352e-08,1.5122897981508946e-08,7.906679298587602e-08
1844,0.00022865580311710282,1.3331913002139523e-08,1.522515573932586e-08,7.816714640642073e-08
1845,0.00022689885268586555,1.3321955887641529e-08,1.439441924385879e-08,6.620058685362957e-08
1846,0.00022803449454451247,1.367103516106535e-08,1.264644985557847e-08,6.135727583154806e-08
1847,0.00022251497388684323,1.3733007556534664e-08,1.015484674127265e-08,5.871797397511662e-08
1848,0.00021973146483235593,1.3096736996485805e-08,1.1270927683223623e-08,5.782403559148211e-08
1849,0.0002199339443385335,3.506257506558086e-09,1.169224095320942e-08,5.642874180620895e-08
1850,0.00021591996690923615,3.390785810860767e-09,1.1881682939117257e-08,5.4578767156548176e-08
1851,0.0002132651986487742,3.222231656100202e-09,1.1561066770582329e-08,5.972699744307062e-08
1852,0.00021092724221359407,3.329444751644571e-09,1.2076832359550086e-08,6.385902448105948e-08
1853,0.00021085021684744528,3.401129822222515e-09,1.1993242970171586e-08,6.580840862722783e-08
1854,0.00021006183357842798,3.188986439996354e-09,1.2498197017001594e-08,6.44847558208182e-08
1855,0.00021000673586968333,3.545569044709802e-09,1.176762332022463e-08,6.415686673985224e-08
1856,0.00020646858112221316,3.620722261692728e-09,1.1427402516314293e-08,6.46223057287898e-08
1857,0.0002071674243779853,3.819902362676788e-09,1.1689996145694944e-08,6.71907497259586e-08
1858,0.00020640462961247458,4.106191006262147e-09,1.1064875872688975e-08,6.334451490325981e-08
1859,0.0002028943397038217,3.824834766368619e-09,1.3752156619822081e-08,6.71851780558492e-08
