ngram,task,tsk,tas,taskk
1587,3.5787312039506754e-06,0.0,1.2526000513649445e-06,0.0
1588,3.6549296445238203e-06,0.0,6.592926768332421e-07,0.0
1589,3.6549296445238203e-06,0.0,2.403113025398592e-07,0.0
1590,4.533178266033896e-06,0.0,0.0,0.0
1591,6.931979377051383e-06,0.0,0.0,0.0
1592,8.125922964349489e-06,0.0,0.0,0.0
1593,6.911411998901583e-06,0.0,0.0,0.0
1594,7.57112197139317e-06,0.0,0.0,0.0
1595,7.352413246865451e-06,0.0,0.0,0.0
1596,1.0508686760398892e-05,0.0,0.0,0.0
1597,8.792067839229795e-06,0.0,0.0,0.0
1598,1.0064681678808743e-05,0.0,4.423391633931065e-08,0.0
1599,9.106560388058174e-06,0.0,4.423391633931065e-08,0.0
1600,1.080039325123445e-05,0.0,4.423391633931065e-08,0.0
1601,1.1552518474543052e-05,0.0,6.302055014982346e-07,0.0
1602,1.371173938683309e-05,0.0,8.390069378297735e-07,0.0
1603,1.0555465873299649e-05,0.0,8.390069378297735e-07,0.0
1604,1.138417188225763e-05,0.0,8.390069378297735e-07,0.0
1605,8.16250449783443e-06,0.0,9.072099130337717e-07,0.0
1606,1.0809566025013087e-05,0.0,9.072099130337717e-07,0.0
1607,9.638953510407841e-06,0.0,9.072099130337717e-07,0.0
1608,7.881038754931069e-06,0.0,7.205935211069508e-07,0.0
1609,7.157760494789857e-06,0.0,7.004660622962027e-07,0.0
1610,8.177346606836572e-06,0.0,1.2102591183195597e-06,0.0
1611,8.828875349666174e-06,0.0,1.3126713968501593e-06,0.0
1612,8.64812851172506e-06,0.0,1.2002345053068503e-06,0.0
1613,7.363349530870826e-06,0.0,1.2002345053068503e-06,0.0
1614,7.605681730638025e-06,0.0,1.2002345053068503e-06,0.0
1615,8.36756823576122e-06,0.0,8.008793120747473e-07,0.0
1616,7.562102057688337e-06,0.0,9.726298669322984e-07,0.0
1617,6.91313994138909e-06,0.0,4.6283681090894137e-07,0.0
1618,7.433170302257557e-06,0.0,4.589016709490222e-07,0.0
1619,9.414859472859202e-06,0.0,6.839706705769848e-07,0.0
1620,8.924882714771748e-06,0.0,8.854484982683581e-07,0.0
1621,8.292889430906922e-06,0.0,1.2422844893730404e-06,0.0
1622,8.164138567475934e-06,0.0,1.594026530580907e-06,0.0
1623,1.1662906217679847e-05,0.0,1.5030161892225027e-06,0.0
1624,1.2636271906428323e-05,0.0,1.5030161892225027e-06,0.0
1625,1.0272820515768086e-05,0.0,1.4045390506518224e-06,0.0
1626,8.481374249770721e-06,0.0,1.40909186744206e-06,0.0
1627,7.692788845555956e-06,0.0,1.2076140397506866e-06,0.0
1628,7.597999358819964e-06,0.0,1.04731293504301e-06,0.0
1629,7.707627836290548e-06,0.0,1.0256882693023987e-06,0.0
1630,3.9038276164709325e-06,0.0,7.562740782824611e-07,0.0
1631,2.8432378452894876e-06,5.6679985911094784e-08,8.129540641935559e-07,0.0
1632,5.775274140822668e-06,5.6679985911094784e-08,8.129540641935559e-07,0.0
1633,5.864401698220588e-06,5.6679985911094784e-08,1.131703438009676e-06,0.0
1634,7.025876941822519e-06,5.6679985911094784e-08,1.131703438009676e-06,0.0
1635,7.340068415422658e-06,5.6679985911094784e-08,1.017488265071214e-06,0.0
1636,7.986814840218617e-06,5.6679985911094784e-08,7.742152986013804e-07,0.0
1637,8.600616313612721e-06,5.6679985911094784e-08,7.742152986013804e-07,0.0
1638,8.721226614787675e-06,0.0,8.522053868935992e-07,0.0
1639,7.580205614691035e-06,0.0,1.0079458466602124e-06,0.0
1640,7.648682770065665e-06,0.0,5.623827113205542e-07,0.0
1641,6.9440520097227165e-06,0.0,6.221047986595554e-07,0.0
1642,8.634760498742772e-06,0.0,5.397850852010119e-07,0.0
1643,7.425894848113655e-06,0.0,5.432631228684061e-07,0.0
1644,8.327388984850717e-06,0.0,5.432631228684061e-07,0.0
1645,9.937168816317613e-06,0.0,6.050603725985379e-07,0.0
1646,9.254276018769555e-06,0.0,5.5005832320733e-07,0.0
1647,9.677883180562016e-06,0.0,4.472502683126679e-07,0.0
1648,1.0276973057443684e-05,0.0,4.792266525198232e-07,0.0
1649,8.94875985782814e-06,0.0,6.356822024957052e-07,0.0
1650,1.043708009871937e-05,0.0,6.332000290447988e-07,0.0
1651,1.0424547781440197e-05,0.0,7.192001914648114e-07,0.0
1652,9.858214005881954e-06,5.567139688927065e-08,8.010898600982078e-07,0.0
1653,1.0031479762671682e-05,5.567139688927065e-08,7.757272279767286e-07,0.0
1654,1.0235519896793579e-05,5.567139688927065e-08,8.172104141327249e-07,0.0
1655,9.847794639686721e-06,5.567139688927065e-08,9.579241212317617e-07,0.0
1656,9.860515352296975e-06,5.567139688927065e-08,8.920832336960822e-07,0.0
1657,1.0304687098791224e-05,5.567139688927065e-08,9.432651211227494e-07,0.0
1658,1.1296236412558106e-05,5.567139688927065e-08,9.644962273926337e-07,0.0
1659,1.3708842483798175e-05,0.0,7.826407884944533e-07,0.0
1660,1.3389551830706686e-05,0.0,9.477894106372073e-07,0.0
1661,1.335439349402025e-05,0.0,9.06306224481211e-07,0.0
1662,1.4843233202554984e-05,0.0,6.738940458360178e-07,0.0
1663,1.527137380565234e-05,0.0,6.489743619957673e-07,0.0
1664,1.6498990264933256e-05,0.0,7.064671113507107e-07,0.0
1665,1.477164323659963e-05,0.0,6.433274596214947e-07,0.0
1666,1.2189929618346338e-05,0.0,6.267227011643886e-07,0.0
1667,1.2525924700769662e-05,0.0,4.1865061664988647e-07,0.0
1668,1.2891703201083665e-05,0.0,5.061570484648265e-07,0.0
1669,1.1882862184263234e-05,0.0,6.259734176085528e-07,0.0
1670,1.2087883468276622e-05,0.0,8.308226122315838e-07,0.0
1671,1.0037766514869872e-05,0.0,7.125280875795527e-07,0.0
1672,9.970596043526062e-06,0.0,8.65241282050582e-07,0.0
1673,1.0523219706166337e-05,0.0,8.348302275505506e-07,0.0
1674,1.2478179347194132e-05,0.0,9.325000088925403e-07,0.0
1675,1.2584670002979692e-05,0.0,9.136305761460659e-07,0.0
1676,1.2448261389051498e-05,0.0,9.656002483942366e-07,0.0
1677,1.183764529092254e-05,0.0,9.973318689000216e-07,0.0
1678,1.1662448936736577e-05,0.0,1.07846005497387e-06,0.0
1679,1.1247714220579447e-05,0.0,9.508705513131385e-07,0.0
1680,1.0611469146429694e-05,0.0,9.918944588857163e-07,0.0
1681,8.45483334290163e-06,0.0,9.736515949043678e-07,0.0
1682,8.184499165508896e-06,0.0,1.0663028595964924e-06,0.0
1683,8.133056586042845e-06,0.0,1.0269201879964385e-06,0.0
1684,7.94803944310323e-06,0.0,7.830875534052341e-07,0.0
1685,8.711741754398514e-06,0.0,7.247681383302864e-07,0.0
1686,8.810866997269581e-06,0.0,7.108112437695777e-07,0.0
1687,8.687342025431072e-06,0.0,6.203015954854761e-07,0.0
1688,8.755714978698442e-06,0.0,5.550139405841037e-07,0.0
1689,8.386291288583639e-06,0.0,4.2529684662895306e-07,0.0
1690,7.895663072434087e-06,0.0,3.1366376772114434e-07,0.0
1691,7.693865687282856e-06,0.0,4.0201691880221393e-07,0.0
1692,6.808781238630347e-06,0.0,3.483238515400444e-07,0.0
1693,6.682944006440396e-06,0.0,5.125237976244534e-07,0.0
1694,6.392079285433283e-06,0.0,5.856804494084957e-07,0.0
1695,6.235232051819496e-06,0.0,6.631432987498036e-07,0.0
1696,6.153886131089946e-06,0.0,6.788099682353277e-07,0.0
1697,6.753212216738445e-06,0.0,7.168162759236501e-07,0.0
1698,7.286124140851566e-06,0.0,6.322475891400765e-07,0.0
1699,6.7625696829054505e-06,1.3069540370582087e-08,6.894678230245128e-07,0.0
1700,6.208900848443071e-06,2.6067393069492288e-08,5.739922853211153e-07,0.0
1701,6.153570179126941e-06,2.6067393069492288e-08,5.78169708173196e-07,0.0
1702,5.948633673012539e-06,2.6067393069492288e-08,5.380114000022981e-07,0.0
1703,5.6064387600989515e-06,2.6067393069492288e-08,5.791032395206588e-07,0.0
1704,4.711562301703712e-06,2.6067393069492288e-08,5.636354753083392e-07,0.0
1705,4.763664134900734e-06,2.6067393069492288e-08,5.563546819433083e-07,0.0
1706,5.389623603540323e-06,1.29978526989102e-08,6.179290973510174e-07,0.0
1707,5.212514354622856e-06,0.0,5.747085408204709e-07,0.0
1708,4.921571449553344e-06,0.0,5.745414049280433e-07,0.0
1709,4.599566344560506e-06,0.0,5.26720335918591e-07,0.0
1710,4.893654834501961e-06,1.72150233116294e-08,4.55605680420896e-07,0.0
1711,4.797319629038352e-06,1.72150233116294e-08,4.898354757999966e-07,0.0
1712,3.820662186626578e-06,1.72150233116294e-08,5.000691670277644e-07,0.0
1713,3.0379217150766635e-06,2.803303849369903e-08,4.3130056732414754e-07,0.0
1714,3.5764121548709227e-06,2.803303849369903e-08,4.6625440981123187e-07,0.0
1715,3.742432844384374e-06,2.803303849369903e-08,4.34376884429964e-07,0.0
1716,3.6067755705257047e-06,2.803303849369903e-08,4.691414992359049e-07,0.0
1717,3.5731409622842747e-06,1.0818015182069627e-08,4.977749077690013e-07,0.0
1718,4.042832188133616e-06,1.0818015182069627e-08,4.821703295679722e-07,0.0
1719,4.150194692036686e-06,1.0818015182069627e-08,4.89423387404843e-07,0.0
1720,4.3438954305331985e-06,0.0,4.6455027456561636e-07,0.0
1721,3.7819155360401576e-06,0.0,4.564347477753472e-07,0.0
1722,4.255965352837977e-06,0.0,4.884212013881292e-07,0.0
1723,5.059204795543337e-06,0.0,4.916836482087612e-07,0.0
1724,4.832115272230502e-06,0.0,4.986734925945971e-07,0.0
1725,4.692980902681094e-06,0.0,4.735042052418846e-07,0.0
1726,5.4184640053530785e-06,0.0,4.3939561221252787e-07,0.0
1727,5.636368704082477e-06,0.0,3.94277449800029e-07,0.0
1728,6.01696196359366e-06,0.0,3.8443158497817163e-07,0.0
1729,5.407981721613656e-06,6.371976724039996e-09,3.70875485243362e-07,0.0
1730,5.249570741787986e-06,1.4555214684313406e-08,3.786057517020579e-07,0.0
1731,5.308506063426778e-06,1.4555214684313406e-08,3.67567912868643e-07,0.0
1732,5.206416127683562e-06,1.4555214684313406e-08,3.8087133954637207e-07,0.0
1733,4.76108484040846e-06,1.4555214684313406e-08,3.7767020241322567e-07,0.0
1734,4.9493834402320706e-06,1.4555214684313406e-08,5.20636490364268e-07,0.0
1735,4.7605539228763e-06,2.10221407266025e-08,5.010841083016462e-07,0.0
1736,4.808045852249572e-06,1.4650164002562503e-08,5.365861933829105e-07,0.0
1737,4.3093096207615285e-06,6.466926042289092e-09,5.378133534707428e-07,0.0
1738,4.762967267067454e-06,1.195874231387149e-08,5.619147113325848e-07,0.0
1739,4.599135926192892e-06,1.195874231387149e-08,5.958503501395691e-07,0.0
1740,4.674960564443609e-06,1.195874231387149e-08,5.906756155939417e-07,0.0
1741,4.551533753068984e-06,1.195874231387149e-08,4.856933242893189e-07,0.0
1742,4.78733646299848e-06,1.186918855263944e-08,4.78509968664704e-07,0.0
1743,5.006676116993601e-06,1.186918855263944e-08,3.985509035179088e-07,0.0
1744,5.876778914171155e-06,1.186918855263944e-08,4.092366298534346e-07,0.0
1745,5.753923850144409e-06,6.377372281057043e-09,3.8751586625299493e-07,0.0
1746,6.476661383203464e-06,6.377372281057043e-09,3.532918079989551e-07,0.0
1747,7.165346037904133e-06,6.377372281057043e-09,3.7325251461035283e-07,0.0
1748,7.787362327300279e-06,1.001710409858398e-08,4.0253068383273263e-07,0.0
1749,9.086362557094877e-06,3.639731817526938e-09,4.060197897258279e-07,0.0
1750,1.0386395193303802e-05,3.639731817526938e-09,4.5273163047048523e-07,0.0
1751,1.1234153524648199e-05,3.639731817526938e-09,4.2679999978645355e-07,0.0
1752,1.1986095030027042e-05,3.639731817526938e-09,4.566921794386352e-07,0.0
1753,1.301425137561247e-05,3.639731817526938e-09,4.773233440248857e-07,0.0
1754,1.3587173790645985e-05,7.823800528074441e-09,4.818064180004253e-07,0.0
1755,1.5203657832379186e-05,4.184068710547503e-09,4.603862342784331e-07,0.0
1756,1.5221428189501499e-05,4.184068710547503e-09,4.908713232712866e-07,0.0
1757,1.54001691043959e-05,4.184068710547503e-09,4.7666378983584376e-07,0.0
1758,1.4837892324846638e-05,4.184068710547503e-09,4.5546392714511187e-07,0.0
1759,1.5229223988301652e-05,4.184068710547503e-09,4.6140300063208475e-07,0.0
1760,1.5172016251848877e-05,4.184068710547503e-09,4.415580373720981e-07,0.0
1761,1.6049300679047258e-05,2.7755674584081393e-09,4.399009258447352e-07,0.0
1762,1.5518084572769502e-05,2.7755674584081393e-09,4.0960939275334697e-07,0.0
1763,1.607378089829581e-05,2.7755674584081393e-09,3.8422838396659896e-07,0.0
1764,1.649662837215666e-05,1.120760652538268e-08,4.0272828170730334e-07,0.0
1765,1.70984811640145e-05,1.120760652538268e-08,4.121152699099184e-07,0.0
1766,1.7416972436227036e-05,1.120760652538268e-08,4.035250762106963e-07,0.0
1767,1.762864511485012e-05,1.120760652538268e-08,4.177381559397223e-07,0.0
1768,1.7212677838480367e-05,8.43203906697454e-09,4.213288369620776e-07,0.0
1769,1.7359347371633964e-05,8.43203906697454e-09,4.2714767849767146e-07,0.0
1770,1.742551415061046e-05,1.1314960650971834e-08,4.4537439894806343e-07,0.0
1771,1.750353034627291e-05,2.8829215839972935e-09,4.040664894741245e-07,0.0
1772,1.7756299192634678e-05,2.8829215839972935e-09,4.0869561043369427e-07,0.0
1773,1.7985860592619118e-05,2.8829215839972935e-09,3.8398695372572025e-07,0.0
1774,1.8218787382855745e-05,5.5553847236719125e-09,3.6196731148915464e-07,0.0
1775,1.8740115202880198e-05,5.5553847236719125e-09,3.5474856271581044e-07,0.0
1776,2.084803314314091e-05,5.5553847236719125e-09,3.3041973373266434e-07,0.0
1777,2.104369221862206e-05,2.672463139674619e-09,3.0802380430421703e-07,0.0
1778,2.074332067942513e-05,2.672463139674619e-09,3.207818752213955e-07,0.0
1779,2.1400237528723665e-05,5.234148860365297e-09,3.241941369326794e-07,0.0
1780,2.1629767486176987e-05,5.234148860365297e-09,3.2681264932372347e-07,0.0
1781,2.174332231723903e-05,2.5616857206906776e-09,3.2612861186212936e-07,0.0
1782,2.201696224801708e-05,6.8779526835831865e-09,3.3529050012605565e-07,0.0
1783,2.0435456203163733e-05,6.8779526835831865e-09,3.6306955410379616e-07,0.0
1784,2.1236804708938246e-05,6.8779526835831865e-09,3.509028739959571e-07,0.0
1785,2.229480768229613e-05,8.496075081560711e-09,3.609656370632105e-07,0.0
1786,2.2068384298888433e-05,5.934389360870032e-09,3.38466540889775e-07,0.0
1787,2.2134312270541807e-05,5.934389360870032e-09,3.3167626562707095e-07,0.0
1788,2.233536854743891e-05,5.934389360870032e-09,3.248777967915625e-07,0.0
1789,2.254288249657423e-05,1.6181223979775235e-09,3.0383650693823127e-07,0.0
1790,2.238634364662825e-05,1.6181223979775235e-09,2.936303685276341e-07,0.0
1791,2.199311113924653e-05,3.790054873117502e-09,3.0248047469935304e-07,0.0
1792,2.214668087877466e-05,2.1719324751399783e-09,2.964075633826724e-07,0.0
1793,2.2656749154391165e-05,2.1719324751399783e-09,3.0219357784387414e-07,0.0
1794,2.345183799791682e-05,7.1618604380319084e-09,3.05559244192669e-07,0.0
1795,2.384022549709438e-05,8.988404687215734e-09,3.186857619701706e-07,0.0
1796,2.4843082688416223e-05,8.988404687215734e-09,3.212802336552808e-07,0.0
1797,2.633099679120018e-05,8.988404687215734e-09,3.240829633861202e-07,0.0
1798,2.7417731481753954e-05,6.8164722120757554e-09,3.043613564354278e-07,0.0
1799,2.845207304095051e-05,7.417241804879333e-09,3.00107454823514e-07,0.0
1800,2.8897623581412646e-05,7.417241804879333e-09,2.9229813134991544e-07,0.0
1801,2.9705208362429403e-05,2.8916543128230744e-09,3.0257598991413814e-07,0.0
1802,3.107701455259563e-05,2.3674904893665273e-09,2.9324398147829403e-07,0.0
1803,3.205946839963352e-05,3.069490407879373e-09,3.09932190134532e-07,0.0
1804,3.240185417650666e-05,4.289800609973733e-09,3.2463534133902225e-07,0.0
1805,3.300882261620635e-05,4.8091556134214184e-09,3.467628419327541e-07,0.0
1806,3.273459801026287e-05,4.208386020617841e-09,3.5960526036303365e-07,0.0
1807,3.357712713685552e-05,5.0452709311952864e-09,3.715539459595415e-07,0.0
1808,3.3396506686195994e-05,5.051656838870957e-09,3.600877554228126e-07,0.0
1809,3.3018721296684816e-05,4.653900471345602e-09,3.6461922344902374e-07,0.0
1810,3.1539310969362434e-05,4.605713493128454e-09,3.6041326520067483e-07,0.0
1811,3.14114926628203e-05,3.8541711726886825e-09,3.4733116243452447e-07,0.0
1812,3.124332865159626e-05,4.050940979486281e-09,3.3170833343579685e-07,0.0
1813,3.087808883200134e-05,4.826858595358934e-09,3.2241603418827124e-07,0.0
1814,3.0876110810952794e-05,4.1989318212896725e-09,3.0458987103949245e-07,0.0
1815,3.111532039058927e-05,4.307627540381784e-09,2.9734016290409014e-07,0.0
1816,3.130549989042005e-05,3.5931762010221746e-09,2.84545261511734e-07,0.0
1817,3.243802426108492e-05,2.9393632607264765e-09,2.7027938642731897e-07,0.0
1818,3.28669783422291e-05,2.470595379071889e-09,2.5591860922499367e-07,0.0
1819,3.305877310465023e-05,1.9047680099859576e-09,2.5293025324962013e-07,0.0
1820,3.3957201854458875e-05,1.276247330039837e-09,2.525883035429745e-07,0.0
1821,3.4256139770150185e-05,1.4529519650910823e-09,2.5121316176474853e-07,0.0
1822,3.4726126614259556e-05,1.6221432927058084e-09,2.4942777088199364e-07,0.0
1823,3.5218587852016624e-05,2.55567272106865e-09,2.537354829103476e-07,0.0
1824,3.592280128421927e-05,3.0921527877885477e-09,2.477510057425596e-07,0.0
1825,3.57371723761649e-05,3.598620005159806e-09,2.482442827808232e-07,0.0
1826,3.568686276724163e-05,3.922315535856821e-09,2.465691843716351e-07,0.0
1827,3.613834165402555e-05,3.984059812215232e-09,2.325470985299814e-07,0.0
1828,3.663738347573339e-05,3.819055659017221e-09,2.3260646742073732e-07,0.0
1829,3.558982877750948e-05,3.421813610238189e-09,2.2770269530220893e-07,0.0
1830,3.6178601866205486e-05,2.5840251050013308e-09,2.2479993942527342e-07,0.0
1831,3.5630739928040255e-05,2.2333343587175948e-09,2.2377207236396706e-07,0.0
1832,3.6100887882639654e-05,1.8120166002587114e-09,2.1694669019975015e-07,0.0
1833,3.6649565767480195e-05,1.5029801530325975e-09,2.1437235123552716e-07,0.0
1834,3.655179352790583e-05,1.3768991343913024e-09,2.0956488404928158e-07,0.0
1835,3.623842842768811e-05,1.4913741194380999e-09,2.0522205293868216e-07,0.0
1836,3.7288196576160514e-05,1.8155533425862863e-09,2.0686834797548466e-07,0.0
1837,3.6689104100722556e-05,1.761963923969339e-09,2.0160502296156275e-07,0.0
1838,3.6551127517928504e-05,1.7288260981526297e-09,2.0149013429155665e-07,0.0
1839,3.609915334631556e-05,1.9468023859658956e-09,2.0684538729450912e-07,0.0
1840,3.566990043119793e-05,1.8574318273932379e-09,2.079024576622552e-07,0.0
1841,3.528366089865033e-05,1.914326855764362e-09,2.1670965517322266e-07,0.0
1842,3.483538759090672e-05,2.2481630842666587e-09,2.2764788200545028e-07,0.0
1843,3.479142937326937e-05,1.703761544545403e-09,2.1961517810658343e-07,0.0
1844,3.5164143420323466e-05,1.53822017821627e-09,2.2031367003754504e-07,0.0
1845,3.5354842111701146e-05,2.2531726405285367e-09,2.1943418663080854e-07,0.0
1846,3.5497883280705924e-05,2.0804878930746895e-09,2.2827874244870016e-07,0.0
1847,3.548654214163045e-05,2.6109565620657804e-09,2.3385267411413224e-07,0.0
1848,3.5510288788438107e-05,3.0178781061453363e-09,2.3454199395343623e-07,5.4687675023399966e-11
1849,3.586992222283568e-05,3.208740860318114e-09,2.3119568278876352e-07,5.4687675023399966e-11
1850,3.560364815971947e-05,3.5522908741520656e-09,2.375149879948627e-07,5.4687675023399966e-11
1851,3.521837477040078e-05,3.717650988642264e-09,2.423669006442911e-07,5.4687675023399966e-11
1852,3.492104484134221e-05,3.5579089912347276e-09,2.4808148728945003e-07,5.4687675023399966e-11
1853,3.48397199039547e-05,4.006580115297911e-09,2.4595360668757037e-07,5.4687675023399966e-11
1854,3.475218441703224e-05,3.7540385086235315e-09,2.393156190042386e-07,5.4687675023399966e-11
1855,3.4635047735978984e-05,3.627175734369611e-09,2.389010437095099e-07,0.0
1856,3.443104911379383e-05,3.3637288192928897e-09,2.4273662242129443e-07,0.0
1857,3.4315118162859494e-05,3.5629089202769494e-09,2.478354567918879e-07,0.0
1858,3.41184417525905e-05,3.906801104847091e-09,2.47478201994714e-07,5.7603513229206473e-11
1859,3.404115549139013e-05,3.930091807546887e-09,2.5401616556207175e-07,5.7603513229206473e-11
1860,3.400017262070573e-05,3.899936564165176e-09,2.4660471556866727e-07,5.7603513229206473e-11
1861,3.398415667886313e-05,4.111290355776223e-09,2.479847560315258e-07,5.7603513229206473e-11
1862,3.415209565511239e-05,4.025585991535812e-09,2.458891564011927e-07,5.7603513229206473e-11
1863,3.402646429354458e-05,3.6678897221063623e-09,2.3516847339318962e-07,5.7603513229206473e-11
1864,3.398093810704138e-05,3.5120568834098467e-09,2.3354766450925775e-07,5.7603513229206473e-11
1865,3.3818893695882123e-05,3.643646543213411e-09,2.3506130933778229e-07,0.0
1866,3.352942128133561e-05,3.5760882033386565e-09,2.2369980813761815e-07,0.0
1867,3.3154198068327135e-05,3.372830982760279e-09,2.2430752518890325e-07,0.0
1868,3.294124741972025e-05,3.4801396209260815e-09,2.2231732340774864e-07,4.4811698003093574e-11
1869,3.228877877908027e-05,3.858375952070503e-09,2.2136589856407746e-07,4.4811698003093574e-11
1870,3.1981710500466374e-05,4.126524074824342e-09,2.211428064161477e-07,4.4811698003093574e-11
1871,3.1862880080422785e-05,4.906911734080057e-09,2.1604478612451722e-07,4.4811698003093574e-11
1872,3.1914907335054264e-05,4.608804036822432e-09,2.1363453583944647e-07,4.4811698003093574e-11
1873,3.184117537914842e-05,4.335297232316293e-09,2.1606352618164237e-07,4.4811698003093574e-11
1874,3.1691469432969044e-05,4.665189726590516e-09,2.096796976047699e-07,4.4811698003093574e-11
1875,3.1542401692214685e-05,4.514509654995891e-09,2.0790916315555868e-07,0.0
