ngram,window,wndow,windw,winow
1919,3.3997300696293155e-05,6.811347160898659e-10,3.782450900110693e-10,2.282250658299948e-09
1920,3.4430983630175304e-05,6.112700385545772e-10,3.4964925201195843e-10,1.9871288265654083e-09
1921,3.463169819692017e-05,8.485366536398991e-10,2.9118329374672973e-10,1.947803521648187e-09
1922,3.522570841596462e-05,9.697795542797293e-10,3.317597327808944e-10,2.0622931140579226e-09
1923,3.576904314936006e-05,9.380768503256372e-10,3.2065917183426203e-10,1.6994494383177588e-09
1924,3.601645637120653e-05,9.310569735822481e-10,2.927277031883335e-10,1.5177468646955715e-09
1925,3.6252886015323126e-05,9.051661245936974e-10,3.2722744751951486e-10,1.3537929031772121e-09
1926,3.645202325839948e-05,8.951579081159114e-10,3.2819629157211846e-10,1.2269100259563815e-09
1927,3.6302835464344495e-05,8.701031482617947e-10,3.9641142352791244e-10,1.1099752069857312e-09
1928,3.620070440644797e-05,6.802250112387348e-10,4.420303964128688e-10,1.0394466240118812e-09
1929,3.584447456108007e-05,5.617375374379816e-10,3.6957651225070064e-10,9.772032706832435e-10
1930,3.518498799946558e-05,5.425319915541849e-10,3.7492440897933324e-10,1.0124525107180204e-09
1931,3.462265885900706e-05,4.936889310057171e-10,4.0115741879136786e-10,9.220123077722877e-10
1932,3.4052092295106764e-05,4.476785807140869e-10,2.7916776212150954e-09,9.49483983500191e-10
1933,3.326821700154271e-05,3.33552158116035e-10,2.7697314382489425e-09,1.0897079191377453e-09
1934,3.287386633538907e-05,3.100022659209754e-10,2.723984181076032e-09,1.268909913651076e-09
1935,3.231411704161603e-05,2.6320898635237965e-10,2.700587541291734e-09,1.1975456895970841e-09
1936,3.160779981824037e-05,2.3357482416473477e-10,2.909961868691191e-09,1.137472965024549e-09
1937,3.121122089006738e-05,1.7912003824616107e-10,2.855507082772617e-09,1.2081027289667645e-09
1938,3.052452094769771e-05,2.0087228904040544e-10,2.8945308253433157e-09,1.277188696072581e-09
1939,2.9977413630279314e-05,2.0087228904040544e-10,6.111421250018115e-10,1.3357321994509975e-09
1940,2.899355916140069e-05,2.0612449643956206e-10,5.958532754503563e-10,1.3130328015341165e-09
1941,2.8320258154833156e-05,1.9387801483298058e-10,6.009639710472367e-10,1.5296111758164192e-09
1942,2.795638907368162e-05,2.2415748820606548e-10,6.036496838105318e-10,1.7423041105096055e-09
1943,2.8383563143766617e-05,2.6758003352738465e-10,4.5863533407583136e-10,2.0038711483800445e-09
1944,2.8469082410863068e-05,2.8655135605618453e-10,5.724632652835484e-10,2.0899303240387977e-09
1945,2.873253132357994e-05,3.2110736490422095e-10,5.635147725430961e-10,2.0472982594935527e-09
1946,2.8806284847502995e-05,3.542035732178357e-10,4.801992989752638e-10,2.088021699986342e-09
1947,2.9373837605817243e-05,3.5228797458573627e-10,4.690474179693181e-10,1.9386672267529548e-09
1948,2.997262968814799e-05,3.82630837728445e-10,6.124688553940264e-10,1.7539100965231163e-09
1949,3.0273016039115775e-05,3.929375059457436e-10,6.89597783638212e-10,1.651185600946649e-09
1950,2.9992490194022787e-05,3.6241747896388025e-10,6.590777566563486e-10,1.4589987630740454e-09
1951,2.9859669666620903e-05,3.599952548362571e-10,5.948971196608913e-10,1.3257930388453433e-09
1952,2.9615620795604108e-05,3.8210674208061235e-10,6.013246567349029e-10,1.4610342301070644e-09
1953,2.9403871719426077e-05,4.745244266968207e-10,4.854879276372515e-10,1.4002246346527564e-09
1954,2.8961879382092904e-05,5.55497107638089e-10,4.773238471145191e-10,1.5351790870278747e-09
1955,2.819523693428242e-05,5.714568649633251e-10,3.353123433675569e-10,1.4091273624141009e-09
1956,2.7541850483560536e-05,5.268300746049828e-10,2.871473911822012e-10,1.3496633255449808e-09
1957,2.7086139847857078e-05,5.312213000834604e-10,3.042823433694965e-10,1.2274771992488403e-09
1958,2.6633876197073342e-05,5.384758175067514e-10,3.3794770751668525e-10,1.2855133386351675e-09
1959,2.6295907186327634e-05,5.165257646203411e-10,3.429755467727296e-10,1.1657074115513565e-09
1960,2.5884267805460176e-05,4.2277545551718173e-10,3.959148505071143e-10,1.120565251699901e-09
1961,2.559047295237958e-05,3.4840969197004664e-10,4.729178576523552e-10,9.928704683811622e-10
1962,2.5123263445233795e-05,2.571516868491283e-10,4.949381341276141e-10,1.158273128203697e-09
1963,2.4880165645819424e-05,3.058823769671751e-10,5.103931087292932e-10,1.1947341846000166e-09
1964,2.4559743646282834e-05,2.8563782093561837e-10,4.95391446118733e-10,1.2149402991593457e-09
1965,2.4461570449472803e-05,3.147246947181921e-10,4.737843569849584e-10,1.1655526781823816e-09
1966,2.4227158064604737e-05,3.1980650270847985e-10,4.323999353017527e-10,1.150627545623958e-09
1967,2.431392827669957e-05,3.5880035054169923e-10,4.059946684398241e-10,1.2659946900330154e-09
1968,2.3950308916807573e-05,3.290921305306885e-10,3.1521054615663806e-10,1.2910851752780316e-09
1969,2.3815221149041982e-05,3.7275168665981285e-10,2.8215553702994253e-10,1.1837488449779293e-09
1970,2.350934326906489e-05,2.923864880369617e-10,2.479065762196951e-10,1.2136789509905758e-09
1971,2.3339011022471823e-05,2.923016689804214e-10,2.477369381066146e-10,1.275699117770606e-09
1972,2.302710683060078e-05,3.350610800716731e-10,2.121177043536347e-10,1.3085667153031215e-09
1973,2.2951853419986685e-05,3.477964483871483e-10,2.2700897312726605e-10,1.2922279992087583e-09
1974,2.2711788655474914e-05,3.585140497966829e-10,2.493599553034441e-10,1.1565504982285241e-09
1975,2.2940278150989407e-05,3.6438242700942425e-10,2.699532482473645e-10,1.1873864589974558e-09
1976,2.3146093683733072e-05,3.58739702626438e-10,3.08254493359377e-10,1.0551268747605036e-09
1977,2.3669997712464203e-05,3.901022501061137e-10,3.2133492295598794e-10,9.555422167803078e-10
1978,2.4245488800391157e-05,4.945993812923075e-10,3.263309622525412e-10,8.891812603677757e-10
1979,2.4891559795443235e-05,4.6397108774013217e-10,3.327554303529061e-10,7.965493661491304e-10
1980,2.563219303348368e-05,4.837261504052139e-10,3.149954305329114e-10,8.377285531935286e-10
1981,2.6526777998827e-05,4.556597083776077e-10,3.0425940338625017e-10,8.365573789248515e-10
1982,2.7689519681319196e-05,5.788630963454722e-10,2.986753622202798e-10,7.424668459408781e-10
1983,2.903992286259641e-05,6.120720715977309e-10,2.942378840575799e-10,8.3426194127537e-10
1984,3.0269617907054324e-05,7.410036671563956e-10,3.122347578900429e-10,8.087476759716899e-10
1985,3.149509913263111e-05,7.343499340363633e-10,3.5824401778405957e-10,8.011680961507648e-10
1986,3.29836301326785e-05,7.315053206026687e-10,3.6027598761455085e-10,8.511536356678054e-10
1987,3.479257273803731e-05,6.775881919044277e-10,3.835777766842645e-10,7.612917637559288e-10
1988,3.6512116431757545e-05,6.657680597297957e-10,4.771255731775678e-10,6.655438422598081e-10
1989,3.850090173987805e-05,5.566907530190385e-10,4.510936723362795e-10,6.868355051370401e-10
1990,4.020244419474953e-05,6.217273640363175e-10,4.725082210420086e-10,6.652771785845399e-10
1991,4.1916146853639346e-05,5.97187612852831e-10,4.457684915637472e-10,6.346308201177209e-10
1992,4.3501067141603145e-05,6.723127967043854e-10,3.6532193639241383e-10,6.134490812151735e-10
1993,4.48919521919119e-05,8.935556302816902e-10,3.7586867844354085e-10,5.788069269905906e-10
1994,4.611966557734247e-05,1.2891405165582626e-09,3.745783138030058e-10,5.964729464315508e-10
1995,4.740452433387483e-05,1.6946512407641938e-09,2.812043147940432e-10,6.570785899511528e-10
1996,4.8293518505358535e-05,1.9757932115790513e-09,2.857564928729747e-10,7.666656040175976e-10
1997,4.966834551721279e-05,2.0824401092411904e-09,2.412870290473863e-10,7.782343975597833e-10
1998,5.140969473619147e-05,2.2903612340030577e-09,2.9431601897674954e-10,7.521947469652751e-10
1999,5.340575340336987e-05,2.4682714443764145e-09,3.096466495909413e-10,7.751318277713994e-10
2000,5.5476858895937244e-05,2.543129246872817e-09,4.77446728977934e-10,7.408205834494705e-10
2001,5.7641268150681367e-05,2.4471584599997496e-09,4.826321207764193e-10,7.019164614620519e-10
2002,5.917777369696913e-05,2.33827815839963e-09,7.449483371438756e-10,6.909877749348783e-10
2003,6.078208285284096e-05,2.2323720173998497e-09,7.484011981568577e-10,5.443355964386751e-10
2004,6.26329004132588e-05,2.297193356172654e-09,7.398247589948273e-10,4.617870252854317e-10
2005,6.448489459996511e-05,2.1087119193653946e-09,6.67254533372384e-10,4.2550191247421003e-10
2006,6.746284738515637e-05,1.832569627792578e-09,6.507081287489478e-10,3.4193987026785525e-10
2007,7.120177074934222e-05,1.5225964457497655e-09,4.700215003911839e-10,3.010993646872835e-10
2008,7.526590759100924e-05,1.2040218603871976e-09,4.616428375482849e-10,2.977914313949194e-10
2009,7.880164256286142e-05,9.031410916745689e-10,1.6930119013063612e-10,2.563101645607675e-10
2010,8.172892038211492e-05,7.181862465843736e-10,1.4441167606975876e-10,2.44766579028864e-10
2011,8.532358125583934e-05,4.4203541025934964e-10,1.2886788907809762e-10,2.0318176208971346e-10
2012,8.826423540345527e-05,3.101109666677918e-10,1.677319498571972e-10,2.1994386272578785e-10
2013,8.844242048715907e-05,2.228236875765978e-10,2.2679764812215198e-10,1.8412230817380478e-10
2014,8.897236174172056e-05,1.90106489578179e-10,2.2057343253477158e-10,1.8343666417191303e-10
2015,8.810723686890145e-05,1.9609552820828594e-10,2.0539815285111222e-10,1.6283071270297078e-10
2016,8.794470237002574e-05,1.8379135862032848e-10,2.2839322348049736e-10,1.380805068499199e-10
2017,8.865087511367165e-05,1.7143734059680652e-10,2.473539122369954e-10,1.3243665134462143e-10
2018,8.767190010985359e-05,1.472306047911598e-10,2.9032533876982567e-10,1.3942591456372887e-10
2019,8.662943037052173e-05,1.2796975198264837e-10,2.601144126479493e-10,1.2755863986607663e-10
