ngram,fruit,frit,friut,fuit
1838,5.2369125374493054e-05,9.317791338503412e-08,4.711255671300104e-10,1.6910481040862839e-06
1839,5.19930176129232e-05,1.0112276882523474e-07,6.226884404928309e-10,1.7250147915806987e-06
1840,5.243375198915601e-05,9.833666173416791e-08,6.98274406550427e-10,1.6994004486800155e-06
1841,5.294720904203132e-05,9.838141273072714e-08,6.021316302705162e-10,1.699194984082299e-06
1842,5.279518154566176e-05,1.0769746694450077e-07,7.237625102415482e-10,1.682681808493466e-06
1843,5.215348106243515e-05,1.0443755067106914e-07,7.047892111192563e-10,1.7712725528846413e-06
1844,5.39881397604144e-05,9.408788871821474e-08,5.499063902649124e-10,1.6999776529961049e-06
1845,5.448826466038424e-05,8.746853755578091e-08,1.2172940592033603e-09,1.6914868540750052e-06
1846,5.5179547676483966e-05,7.826086800832854e-08,1.4570541915860856e-09,1.7048728458186296e-06
1847,5.629900936453071e-05,7.990410669630624e-08,1.745101031934228e-09,1.7290582101330593e-06
1848,5.6173840545982656e-05,8.444479553710543e-08,1.6751234209268416e-09,1.7360881981533436e-06
1849,5.6306646521469315e-05,8.26687432160205e-08,1.5534925409558094e-09,1.671171568367364e-06
1850,5.700415567844175e-05,9.417635534906107e-08,1.4698133900457678e-09,1.6013645693289748e-06
1851,5.6298368040838144e-05,1.0101250731103001e-07,1.6555277704277671e-09,1.5849802983731415e-06
1852,5.6990656178511146e-05,1.0339942743290262e-07,1.0387016722925223e-09,1.63171755827664e-06
1853,5.62907823353141e-05,1.0555580282860838e-07,6.956380075148364e-10,1.6226108690326718e-06
1854,5.627935336503599e-05,1.0532288590476518e-07,4.835107869638477e-10,1.619164273896396e-06
1855,5.633306136587635e-05,1.0204639266930826e-07,4.835107869638477e-10,1.6820072070394026e-06
1856,5.728029178239272e-05,9.795084362654702e-08,5.829083961548877e-10,1.6970179785857908e-06
1857,5.8090303355129436e-05,9.173306584183852e-08,7.279753942514487e-10,1.631173209456652e-06
1858,5.744900512841663e-05,8.933796737307733e-08,5.99864527098656e-10,1.6459168169343944e-06
1859,5.784936417642582e-05,9.586306199642941e-08,5.49302956295453e-10,1.6331971437466564e-06
1860,5.8540156585097846e-05,9.964293009748612e-08,6.230340330949855e-10,1.6120660900144555e-06
1861,5.752017126984096e-05,1.0305558260727463e-07,5.845018080652409e-10,1.5715608826992269e-06
1862,5.826521633675189e-05,1.0179170370098031e-07,9.188114356652375e-10,1.4399357074320766e-06
1863,5.743463199386107e-05,1.0261453553539468e-07,9.148895886910782e-10,1.3705327838969034e-06
1864,5.760139902122319e-05,1.0636649250272967e-07,7.69447803091897e-10,1.3241095107982152e-06
1865,5.856423220913192e-05,1.0008992238194228e-07,8.887504938342212e-10,1.2792585429061937e-06
1866,5.8085026726725376e-05,9.157983324062765e-08,9.77229733642052e-10,1.2258547030796763e-06
1867,5.7731196907947636e-05,8.481383925332661e-08,1.5034261534120829e-09,1.1801529516170767e-06
1868,5.874273587583697e-05,8.090546036295823e-08,1.569699584599452e-09,1.169986343744053e-06
1869,5.792588542265419e-05,8.098508581204961e-08,1.3541476115034153e-09,1.1897840132795473e-06
1870,5.8341766686810714e-05,8.335564416483976e-08,1.3853812303692742e-09,1.2608593514024896e-06
1871,5.841443791203866e-05,7.710988520719703e-08,1.3382861089158586e-09,1.2786129478367262e-06
1872,5.8244508961381924e-05,7.994398336969815e-08,1.2432833254979618e-09,1.2763081908165726e-06
1873,5.773653642141393e-05,8.093494484130912e-08,1.2328215908447809e-09,1.2978106432066333e-06
1874,5.675488552826989e-05,8.314248337423383e-08,6.641161826819492e-10,1.3047926391404223e-06
1875,5.6551323983252845e-05,8.551468409580463e-08,6.052144817049663e-10,1.2894677995843397e-06
1876,5.701463305740617e-05,8.3338163798479e-08,8.697766792512393e-10,1.2472319700204286e-06
1877,5.7092894296926844e-05,8.137700798930122e-08,7.780189706771015e-10,1.1927822924917564e-06
1878,5.723923043530833e-05,8.36270116012981e-08,9.231604092274637e-10,1.1696340931978609e-06
1879,5.659466062622544e-05,8.378342235865993e-08,8.761708025772919e-10,1.1657616596494336e-06
1880,5.69204478649356e-05,8.13761908651551e-08,8.968133458076011e-10,1.0921636593203793e-06
1881,5.7951343998346215e-05,7.942666562550065e-08,9.751598893460921e-10,1.0518774534570445e-06
1882,5.8496996643953025e-05,7.841323374740178e-08,9.52043531311984e-10,1.0347288983731623e-06
1883,5.928897111776418e-05,7.794064568348144e-08,8.899499629296973e-10,1.0329028116627472e-06
1884,6.054264408053963e-05,7.851283965822273e-08,1.0380637262473259e-09,1.0330129417265458e-06
1885,6.222669877128542e-05,7.504221599674565e-08,9.799921231655263e-10,1.0237659548043406e-06
1886,6.546934881563564e-05,7.24774429678681e-08,1.0278441589913915e-09,1.0061426922090635e-06
1887,6.71917550789658e-05,7.60205358980264e-08,1.0673539512546476e-09,9.841477565584813e-07
1888,6.981244847078674e-05,7.402690727076333e-08,9.905345036261996e-10,9.939852329158124e-07
1889,7.139834945389469e-05,7.422476195577993e-08,1.521407277937925e-09,1.0011157038596657e-06
1890,7.228199475710946e-05,7.700255163659417e-08,1.2760680686721822e-09,9.680296183692657e-07
1891,7.302184946768518e-05,7.730171753499754e-08,1.374658188866919e-09,9.237230805021162e-07
1892,7.216430510327752e-05,7.67070957863325e-08,1.6920768278591174e-09,8.967997554723947e-07
1893,7.118714919280527e-05,8.004539507412898e-08,1.8399277101899258e-09,8.70739865734192e-07
1894,7.105619234997513e-05,7.80145644593436e-08,1.8564002795302364e-09,8.54574726158067e-07
1895,6.944607282223712e-05,8.748695380843077e-08,2.0294462459753096e-09,8.469003855030419e-07
1896,6.854147587936106e-05,8.342430492445731e-08,1.595148997018165e-09,8.034867846617999e-07
1897,6.812026133827333e-05,8.944174315469614e-08,2.429522932041144e-09,7.847453876560653e-07
1898,6.680526400616924e-05,9.123920412840952e-08,2.7611651060815187e-09,7.551018289372482e-07
1899,6.730585092944758e-05,1.0736069100403256e-07,3.0670190197059e-09,7.29691407741484e-07
1900,6.708383755592098e-05,1.1140722883900317e-07,3.3965910084532425e-09,7.105676900209801e-07
1901,6.642082839139871e-05,1.2054712276007455e-07,3.876006039936288e-09,6.886701921108138e-07
1902,6.75122085210335e-05,1.1411913496723563e-07,4.448429481916451e-09,6.575823395646044e-07
1903,6.784635999273243e-05,1.1984297084869207e-07,5.00376502137507e-09,6.273796446164072e-07
1904,6.860112937699472e-05,1.1757172708420122e-07,4.648384915079922e-09,6.295714781247495e-07
1905,6.91383590622406e-05,1.2011908775580844e-07,4.538233630161212e-09,6.575336085136639e-07
1906,6.896224658703431e-05,1.0701271487992667e-07,4.510550631410735e-09,6.624421189371787e-07
1907,6.895606202306226e-05,1.1733194225728636e-07,4.712170939161606e-09,6.293336290192591e-07
1908,6.96581877751409e-05,1.1157326745043455e-07,4.736887295107652e-09,5.976413522798143e-07
1909,6.863727529499946e-05,1.18204234971537e-07,4.585678789073963e-09,6.080267098695913e-07
1910,6.819333170174755e-05,1.232190172117953e-07,4.497685684207957e-09,5.919458487824159e-07
1911,6.793610061452325e-05,1.298726530762906e-07,5.438443441617226e-09,5.814934890427789e-07
1912,6.761845205411581e-05,1.2805608966865683e-07,5.180336826171583e-09,5.285305186524576e-07
1913,6.68294565652364e-05,1.3016226725020325e-07,4.78363580493278e-09,4.965058784429337e-07
1914,6.618651657065908e-05,1.2124417837964886e-07,4.7088017612091045e-09,4.723388014684003e-07
1915,6.49342624196184e-05,1.2270627434775504e-07,4.464434758385696e-09,4.605327075881048e-07
1916,6.410428665861088e-05,1.2459805986964057e-07,4.617017783965187e-09,3.9094563776741e-07
1917,6.299688331117588e-05,1.355869544892942e-07,4.472603271870363e-09,3.77989654306735e-07
1918,6.153409101118865e-05,1.468288814976404e-07,3.494653233460099e-09,3.4074721457143043e-07
1919,6.0511119435042406e-05,1.5201012359966626e-07,4.016723715543386e-09,3.086022530851551e-07
1920,6.120026695758238e-05,1.5336929339225337e-07,4.798041519649132e-09,3.432615045539933e-07
1921,6.305361447240492e-05,1.5447310732140197e-07,4.588963875562513e-09,3.6162283022024765e-07
1922,6.463809092695425e-05,1.6128107103798227e-07,4.874944638442815e-09,3.8956807811376037e-07
1923,6.57741111353971e-05,1.6094426972098779e-07,4.759142096284157e-09,4.656787991409926e-07
1924,6.765538013756409e-05,1.5880045672085024e-07,4.828526657872447e-09,4.918685111273849e-07
1925,6.93076622805425e-05,1.6708626000243904e-07,4.793946699927736e-09,5.112498797643639e-07
1926,7.119643123587593e-05,1.8645943912685781e-07,4.829140071953881e-09,5.549508159674588e-07
1927,7.17056287352794e-05,2.0296664209646614e-07,4.398538485820122e-09,5.404676081915178e-07
1928,7.031710473321644e-05,2.128898241185847e-07,4.445259335231608e-09,5.567009436292989e-07
1929,6.93679103278555e-05,2.2153826405104026e-07,4.301159301738673e-09,5.574758574766747e-07
1930,6.925320797433545e-05,2.2778413365033755e-07,4.0519750729320745e-09,5.188574212817392e-07
1931,6.849029887234792e-05,2.317307498905003e-07,3.7544214404050535e-09,5.67328892689797e-07
1932,6.772402827794264e-05,2.2274972520465652e-07,3.6968912058605544e-09,5.65396484424647e-07
1933,6.67230217784111e-05,2.1447302093032965e-07,3.635936599418902e-09,5.817597720384324e-07
1934,6.497460500603276e-05,2.269380965052343e-07,3.2688765028154876e-09,6.192376369134373e-07
1935,6.388096413242497e-05,2.63806691285546e-07,3.1664826316557537e-09,6.220209667974684e-07
1936,6.250550567139206e-05,2.8727197941082393e-07,3.1126934680563475e-09,5.964844222359846e-07
1937,6.121618519370844e-05,2.9907161344259035e-07,2.8966943764276364e-09,5.806753011126733e-07
1938,6.000971968335632e-05,2.951815137716299e-07,2.890910526837891e-09,4.904945001271699e-07
1939,5.911613074463925e-05,2.957525810286045e-07,2.81384845582774e-09,4.864926016320428e-07
1940,5.803849697778267e-05,2.93848318376279e-07,2.4851915763386093e-09,4.2315810284370467e-07
1941,5.6885519110697457e-05,2.958012471156378e-07,2.684412787295238e-09,3.5140426137201886e-07
1942,5.5645720359669735e-05,2.6199580206918783e-07,2.884889597051402e-09,3.119812756072601e-07
1943,5.492919496776137e-05,2.4902693951389665e-07,3.068897643946197e-09,3.0167946566247596e-07
1944,5.3497696561472754e-05,2.5302863093656924e-07,3.3721994086022278e-09,2.7906086026112984e-07
1945,5.2713204890356534e-05,2.699755542932637e-07,3.746349896971424e-09,2.8493546113038194e-07
1946,5.160998158057087e-05,2.8064342976514514e-07,4.374171659802885e-09,2.740855588204535e-07
1947,5.0222809867201636e-05,2.901274111114357e-07,4.425074782789449e-09,2.8910026068323144e-07
1948,4.9403771949333274e-05,3.128645634628161e-07,4.349539078114211e-09,2.8750533585610226e-07
1949,4.900758878128337e-05,3.3884461864935087e-07,4.543133742223355e-09,3.1543353072395674e-07
1950,4.828656165045686e-05,3.4887214285715474e-07,4.364226599154872e-09,3.180008353150957e-07
1951,4.748693494808062e-05,3.6040635872528324e-07,4.1119420249710205e-09,3.355131314362682e-07
1952,4.60934783664665e-05,3.676680364606e-07,4.035318365172966e-09,3.5755064686782134e-07
1953,4.4733911636285484e-05,3.71338489100838e-07,3.7179281875410197e-09,3.4839240470319055e-07
1954,4.3325578839617916e-05,3.8185232499797296e-07,3.776907294853313e-09,3.4999295702878695e-07
1955,4.260559528899778e-05,3.577739521785718e-07,3.83292911695524e-09,3.6348961884868913e-07
1956,4.1107421046555305e-05,3.49212456285386e-07,3.3398654635569916e-09,3.8109238127097864e-07
1957,3.998062155525466e-05,3.457384179585331e-07,3.3802464002466846e-09,3.8849165256189213e-07
1958,3.959696602708261e-05,3.326655116455056e-07,3.796471074021415e-09,4.024284651547662e-07
1959,3.869281863444485e-05,3.300798100878767e-07,3.803449809071578e-09,3.915188285321035e-07
1960,3.801756143470162e-05,3.2559513231587645e-07,3.663307054527617e-09,4.1311067531881106e-07
1961,3.755551266034932e-05,3.1937355109740953e-07,3.444632991543374e-09,4.4244773838337484e-07
1962,3.641739905495862e-05,3.137843041908387e-07,3.4441884265236565e-09,4.5551635707852256e-07
1963,3.5724978390914786e-05,2.9681200836811125e-07,3.6755722592524923e-09,4.3297670718597405e-07
1964,3.4838524048349685e-05,2.8314338708566667e-07,3.577257569529836e-09,4.5838738823736745e-07
1965,3.365001768023441e-05,2.8030962896861767e-07,3.2245674701820396e-09,4.823976667012175e-07
1966,3.300579763682825e-05,2.6047603845264735e-07,3.032970858589985e-09,4.866029347080517e-07
1967,3.224320763755324e-05,2.521648525544151e-07,3.0448464067538747e-09,4.7399615661041547e-07
1968,3.160143023706041e-05,2.436539493341375e-07,3.059781539249684e-09,4.3868186594409053e-07
1969,3.101552283624187e-05,2.3619652519560726e-07,2.969979722473275e-09,4.187862714388757e-07
1970,3.0481933208648115e-05,2.3752923945201993e-07,2.7836831252768336e-09,3.965080728513775e-07
1971,2.999552270921413e-05,2.3532248454622667e-07,2.7278572416784233e-09,3.5869633815569356e-07
1972,2.9391828970152085e-05,2.3235090549990544e-07,2.5403477892688945e-09,3.0256992796954106e-07
1973,2.90381301186114e-05,2.40367886103091e-07,2.433552962318889e-09,2.792782883683945e-07
1974,2.8593644726372857e-05,2.443776452309976e-07,2.1065597996131456e-09,2.573559397335755e-07
1975,2.8429243944369125e-05,2.483501211664978e-07,2.0228998000502786e-09,2.4939951767269773e-07
1976,2.8023749369562472e-05,2.551410846405945e-07,1.816516556222122e-09,2.3461605077760135e-07
1977,2.778274574666284e-05,2.5718651792366085e-07,1.5766197553850653e-09,2.2384798877997776e-07
1978,2.788677297108474e-05,2.6280707337329137e-07,1.4112581262334549e-09,2.319196527521074e-07
1979,2.8101968252615605e-05,2.652729936666479e-07,1.456797143235227e-09,2.3314158527552665e-07
1980,2.8008706067339517e-05,2.647511954429709e-07,1.3794981030506343e-09,2.3995349351935147e-07
1981,2.7936761658306102e-05,2.6519308400046224e-07,1.3970746940269611e-09,2.4387103232064486e-07
1982,2.7761039486254697e-05,2.604861667318151e-07,1.2953061004746961e-09,2.3350944746068437e-07
1983,2.780434546626306e-05,2.56659557099478e-07,1.409104103241735e-09,2.2930474585791671e-07
1984,2.785556924728943e-05,2.5294422658004934e-07,1.6188088330133204e-09,2.2204416641865725e-07
1985,2.763821664432596e-05,2.4752230436726155e-07,1.6001190055498731e-09,2.0795038478484328e-07
1986,2.762153417279478e-05,2.480953591137742e-07,1.4981165197269775e-09,2.01881872742758e-07
1987,2.767386285995599e-05,2.403962245775152e-07,1.4202715194398608e-09,1.8513513769643657e-07
1988,2.7661243231185445e-05,2.4137828802395234e-07,1.3307041421154305e-09,1.9138312877333063e-07
1989,2.7765476780976834e-05,2.3681984576536967e-07,1.5099417827180162e-09,1.920804594744498e-07
1990,2.7991056413156912e-05,2.383144378979653e-07,1.4165456030390544e-09,1.9415278984524775e-07
1991,2.802449905305236e-05,2.391606354227146e-07,1.3214812339639487e-09,2.0163728363188837e-07
1992,2.8292309382647674e-05,2.355501201074211e-07,1.226215295968558e-09,1.962008744677795e-07
1993,2.829658608659104e-05,2.272565800305009e-07,1.256921130668839e-09,2.0103630455586036e-07
1994,2.852291410298286e-05,2.2563370854251324e-07,1.363787598724591e-09,2.0804246097278728e-07
1995,2.894249025432925e-05,2.10723594510195e-07,1.442866144023875e-09,2.003217665398032e-07
1996,2.9230164987633805e-05,2.0882763099702322e-07,1.3003766634917773e-09,2.017711092808635e-07
1997,2.936063693986008e-05,2.0321969681650183e-07,1.2250755648019712e-09,2.0099172916486297e-07
1998,2.9511018770530688e-05,1.9382246664788128e-07,1.1322350993278211e-09,1.9611739787706028e-07
1999,2.9576377398500752e-05,1.8485860867453345e-07,1.0882150418873542e-09,1.992347802927595e-07
2000,2.987240649028016e-05,1.783936807799234e-07,1.0127577823989701e-09,1.987050361711746e-07
2001,2.986684531996226e-05,1.7438819099879765e-07,8.634151092503015e-10,2.003477703738099e-07
2002,2.9921834668909598e-05,1.697179702172694e-07,7.063253156961277e-10,2.0802684730369947e-07
2003,2.9966279855995837e-05,1.6171955102046403e-07,6.135423121936664e-10,2.3024331190819275e-07
2004,3.0195036223241395e-05,1.4670618497802934e-07,6.166803179219471e-10,2.3920733229130876e-07
2005,3.090650378518538e-05,1.433797466786148e-07,5.459553444252054e-10,2.5909483675994646e-07
2006,3.1407807130433086e-05,1.5918341692408182e-07,5.732380364038242e-10,2.622648074585803e-07
2007,3.1945852242643014e-05,1.464732710993693e-07,5.86418604152174e-10,2.6848429562115985e-07
2008,3.260219429129003e-05,1.3261121876796877e-07,5.533473401708733e-10,2.6300267563783564e-07
2009,3.285210940313326e-05,1.269627146273576e-07,5.660406667194553e-10,2.6134241742121436e-07
2010,3.277428420135818e-05,1.270520846625394e-07,5.296075681179449e-10,2.422108796703729e-07
2011,3.2593343868419265e-05,1.2202791615274172e-07,4.5188863167273345e-10,2.5371130618623283e-07
2012,3.220865151628719e-05,1.1072281326716751e-07,4.3646942607785833e-10,2.365326139397439e-07
2013,3.160960321630617e-05,8.52804115579277e-08,3.7079069378379414e-10,2.4009799558046196e-07
2014,3.121243051802074e-05,8.330686388343825e-08,3.10894867389904e-10,2.468616721833834e-07
2015,3.123368826761309e-05,9.040511577446913e-08,2.798463484752846e-10,2.9728485628766066e-07
2016,3.135169910300257e-05,8.709773017098346e-08,2.385014249587211e-10,3.0497067525305154e-07
2017,3.1637982525959764e-05,7.995389772474937e-08,2.304895394914889e-10,3.187834778373144e-07
2018,3.187727488693781e-05,8.007325007497456e-08,2.440906671230536e-10,3.13952472197343e-07
2019,3.208334874216234e-05,8.537358020532793e-08,1.9297632589121427e-10,3.4347409538781903e-07
