ngram,communication,communcation,comunication,communicaton
1702,6.999191880043197e-06,0.0,0.0,7.347074821544603e-09
1703,6.1502441894845106e-06,0.0,0.0,7.347074821544603e-09
1704,6.223012795609455e-06,0.0,0.0,0.0
1705,4.939534002395314e-06,0.0,9.157804673317775e-09,0.0
1706,5.063327924809917e-06,0.0,9.157804673317775e-09,0.0
1707,4.736162249433359e-06,0.0,9.157804673317775e-09,0.0
1708,4.6098885247504636e-06,0.0,9.157804673317775e-09,0.0
1709,4.888018306051631e-06,0.0,9.157804673317775e-09,0.0
1710,4.648799339130554e-06,0.0,9.157804673317775e-09,0.0
1711,3.947171015689881e-06,0.0,9.157804673317775e-09,0.0
1712,3.307463170390942e-06,0.0,0.0,0.0
1713,2.975982364919868e-06,1.0818015182069627e-08,0.0,0.0
1714,4.738561626384451e-06,1.0818015182069627e-08,0.0,0.0
1715,4.945692645768369e-06,1.0818015182069627e-08,0.0,0.0
1716,4.501210209387604e-06,1.0818015182069627e-08,0.0,0.0
1717,4.418387399190189e-06,1.0818015182069627e-08,0.0,0.0
1718,4.739034693557187e-06,1.0818015182069627e-08,0.0,0.0
1719,4.683445890155521e-06,1.0818015182069627e-08,0.0,6.584871061120014e-09
1720,5.238388244574058e-06,0.0,0.0,6.584871061120014e-09
1721,3.896549060300458e-06,0.0,8.760058075755036e-09,6.584871061120014e-09
1722,4.166991370116843e-06,0.0,8.760058075755036e-09,6.584871061120014e-09
1723,4.693396411831989e-06,0.0,8.760058075755036e-09,6.584871061120014e-09
1724,4.8237745236942175e-06,0.0,8.760058075755036e-09,6.584871061120014e-09
1725,4.860756527185524e-06,0.0,8.760058075755036e-09,6.584871061120014e-09
1726,5.279639741015022e-06,0.0,8.760058075755036e-09,0.0
1727,5.1746871057340674e-06,0.0,8.760058075755036e-09,0.0
1728,5.934787882974238e-06,0.0,0.0,0.0
1729,5.661754617644224e-06,0.0,0.0,0.0
1730,5.464390304561155e-06,0.0,0.0,0.0
1731,5.684344322227324e-06,0.0,0.0,0.0
1732,5.476645810631453e-06,0.0,0.0,0.0
1733,5.2536171811620335e-06,0.0,0.0,0.0
1734,5.491002574282382e-06,0.0,0.0,0.0
1735,5.0614564770512516e-06,0.0,0.0,0.0
1736,5.310325507577675e-06,0.0,0.0,0.0
1737,7.0889427661313675e-06,0.0,6.921628222958784e-09,0.0
1738,7.23785192998808e-06,0.0,6.921628222958784e-09,0.0
1739,8.325379829849616e-06,0.0,2.3076211164152483e-08,0.0
1740,8.867352919748686e-06,0.0,2.3076211164152483e-08,0.0
1741,8.382981702327794e-06,0.0,2.3076211164152483e-08,0.0
1742,8.631020851420804e-06,0.0,2.3076211164152483e-08,0.0
1743,8.899546498599062e-06,0.0,2.3076211164152483e-08,0.0
1744,7.258638301469286e-06,0.0,1.61545829411937e-08,0.0
1745,8.157845903562183e-06,0.0,1.61545829411937e-08,0.0
1746,7.981812684322773e-06,0.0,0.0,0.0
1747,8.575627556898066e-06,0.0,0.0,0.0
1748,9.690614076264734e-06,0.0,0.0,0.0
1749,9.82037233500575e-06,0.0,0.0,0.0
1750,1.0863920903960076e-05,0.0,0.0,0.0
1751,1.2972828309492407e-05,0.0,3.569138635433384e-09,0.0
1752,1.2909090790864347e-05,0.0,3.569138635433384e-09,0.0
1753,1.4201701950306805e-05,0.0,3.569138635433384e-09,0.0
1754,1.4843288746695699e-05,0.0,3.569138635433384e-09,0.0
1755,1.6132837637477288e-05,0.0,7.4224464035361444e-09,0.0
1756,1.819990575313568e-05,3.035470541590257e-09,7.4224464035361444e-09,0.0
1757,1.888921308688753e-05,3.035470541590257e-09,7.4224464035361444e-09,0.0
1758,1.8601105434104932e-05,6.1430553342591205e-09,3.85330776810276e-09,3.1075847926688637e-09
1759,2.0294346021338633e-05,6.1430553342591205e-09,3.85330776810276e-09,3.1075847926688637e-09
1760,2.072154919525409e-05,8.804422334053795e-09,3.85330776810276e-09,3.1075847926688637e-09
1761,2.1870466038568077e-05,8.804422334053795e-09,6.6288752265109e-09,3.1075847926688637e-09
1762,2.1384024096602972e-05,1.1487004363581427e-08,5.458149487935771e-09,3.1075847926688637e-09
1763,2.1222240580495315e-05,8.45153382199117e-09,5.458149487935771e-09,3.1075847926688637e-09
1764,2.184648188371544e-05,1.1262213510982683e-08,1.389018855491031e-08,3.1075847926688637e-09
1765,2.2853702051049497e-05,8.154628718313818e-09,1.389018855491031e-08,0.0
1766,2.3136470710077056e-05,8.154628718313818e-09,1.389018855491031e-08,0.0
1767,2.298982404421882e-05,5.493261718519144e-09,1.389018855491031e-08,0.0
1768,2.2960454901164796e-05,5.493261718519144e-09,1.111462109650217e-08,2.682212547305036e-09
1769,2.3867187857311884e-05,2.810679688991513e-09,8.43203906697454e-09,2.682212547305036e-09
1770,2.4981693318945224e-05,2.810679688991513e-09,8.43203906697454e-09,2.682212547305036e-09
1771,2.686979054747748e-05,0.0,0.0,2.682212547305036e-09
1772,2.803207982131945e-05,0.0,5.272163658024251e-09,2.682212547305036e-09
1773,2.947127878932016e-05,0.0,5.272163658024251e-09,2.682212547305036e-09
1774,3.12774557512187e-05,5.344926279349238e-09,5.272163658024251e-09,5.354675686979655e-09
1775,3.1631293105809686e-05,1.4010993762017928e-08,5.272163658024251e-09,2.672463139674619e-09
1776,3.36931264298203e-05,1.4010993762017928e-08,5.272163658024251e-09,2.672463139674619e-09
1777,3.466553217939301e-05,1.4010993762017928e-08,5.272163658024251e-09,2.672463139674619e-09
1778,3.389631430244273e-05,1.4010993762017928e-08,5.272163658024251e-09,2.672463139674619e-09
1779,3.3575026204094426e-05,1.4010993762017928e-08,2.5616857206906776e-09,2.672463139674619e-09
1780,3.377728639212104e-05,1.4010993762017928e-08,7.259966342384619e-09,2.672463139674619e-09
1781,3.3173313308257745e-05,8.66606748266869e-09,9.172483217412264e-09,0.0
1782,3.464000370253676e-05,0.0,9.172483217412264e-09,0.0
1783,3.391913404422147e-05,0.0,9.172483217412264e-09,0.0
1784,3.3454340674714853e-05,0.0,1.083695533310447e-08,0.0
1785,3.394433484312945e-05,0.0,1.2455077731081993e-08,0.0
1786,9.985863809041413e-05,0.0,1.1233490328420106e-08,1.3400983180287896e-09
1787,9.924090928896996e-05,0.0,9.113492944428409e-09,2.6292399368799124e-09
1788,0.00010035128486509035,0.0,1.242718436092868e-08,2.6292399368799124e-09
1789,0.00010030981190668951,0.0,1.242718436092868e-08,2.6292399368799124e-09
1790,0.00010076848047901876,0.0,1.242718436092868e-08,2.6292399368799124e-09
1791,0.00010201917705541876,0.0,1.6192543306203788e-08,2.6292399368799124e-09
1792,0.00010312622024295186,0.0,1.4574420908226265e-08,2.6292399368799124e-09
1793,3.7868867886053135e-05,0.0,1.4220344711292552e-08,1.2891416188511228e-09
1794,3.933794973168655e-05,9.979855672018596e-10,1.6631989436482238e-08,0.0
1795,3.9761058620310254e-05,9.979855672018596e-10,1.2319053269546235e-08,0.0
1796,4.104614760892998e-05,9.979855672018596e-10,1.5163538044252585e-08,0.0
1797,4.1680836667572816e-05,9.979855672018596e-10,1.629738534601545e-08,0.0
1798,4.107817949261516e-05,9.979855672018596e-10,1.3182180997566612e-08,0.0
1799,4.178138312584322e-05,2.1995247528090137e-09,1.3182180997566612e-08,0.0
1800,4.2654661228880286e-05,2.1995247528090137e-09,1.3431150667843537e-08,4.116639093102289e-10
1801,4.256394095136784e-05,1.6658796564428258e-09,8.905563175787279e-09,4.116639093102289e-10
1802,4.4036499145607066e-05,2.1000064544450326e-09,1.4070066032902316e-08,4.116639093102289e-10
1803,4.3385372659291276e-05,2.1000064544450326e-09,1.4384580923224429e-08,4.116639093102289e-10
1804,4.395295815941479e-05,3.0152391060158023e-09,1.6606586613779735e-08,4.116639093102289e-10
1805,4.507378876691551e-05,3.0152391060158023e-09,1.740808998538869e-08,1.4503739162056002e-09
1806,4.611058310339493e-05,2.3308001243346357e-09,2.0510691082061986e-08,2.4845743240575757e-09
1807,4.586153071224024e-05,2.9584638231280482e-09,2.011258420126743e-08,2.282131642391708e-09
1808,4.588063062068873e-05,3.2002128883387317e-09,2.2001875686429784e-08,2.282131642391708e-09
1809,4.664893900293724e-05,3.4897853495863274e-09,1.9180747466508918e-08,4.272304621188994e-09
1810,4.775583823045183e-05,3.7077230016383365e-09,1.6675560741776152e-08,4.708179925293012e-09
1811,4.9098131317545525e-05,3.261258231722154e-09,1.472601139442174e-08,4.708179925293012e-09
1812,5.078422483555707e-05,5.887049118033108e-09,1.6384046373575856e-08,4.1468864374140574e-09
1813,4.9319657721623245e-05,6.727804710163607e-09,1.4445321637270224e-08,3.500644837498409e-09
1814,5.16362909235925e-05,6.727015436755071e-09,1.4235311152077657e-08,3.500381746362231e-09
1815,5.393279882680092e-05,8.53175503261789e-09,1.3619945615772622e-08,4.272944585461045e-09
1816,5.323774426610076e-05,1.0280301165899175e-08,1.0933817026373812e-08,2.4729443255060754e-09
1817,5.429529171254087e-05,1.1775839224372118e-08,1.1993479796603066e-08,2.722459305612038e-09
1818,5.4093614640545896e-05,1.202321080790674e-08,1.2198489900734039e-08,2.722459305612038e-09
1819,5.318089149243731e-05,1.1351286704248359e-08,8.626704366727317e-09,2.545637668914326e-09
1820,5.403539658540727e-05,1.0288224780044937e-08,8.199812701852644e-09,2.5998696528972687e-09
1821,5.340264397091232e-05,1.056123014439184e-08,8.344263819586623e-09,2.7765742879485143e-09
1822,5.285381692894069e-05,9.422858969289547e-09,7.47937971874129e-09,2.6278559804384015e-09
1823,5.310819064366764e-05,7.23153911355975e-09,7.75163818847854e-09,3.2804599037206117e-09
1824,5.290475227021878e-05,5.786303436394746e-09,1.475596356215192e-08,2.8633096528705794e-09
1825,5.376221348082514e-05,5.1967807755483514e-09,1.3904350623253744e-08,2.989926457213394e-09
1826,5.446245631901547e-05,4.190899936608515e-09,1.566442727910352e-08,2.9263280608228725e-09
1827,5.5167457633485484e-05,4.209817883182865e-09,1.6914284132038152e-08,2.5887078750460748e-09
1828,5.588855648446562e-05,3.640926028923376e-09,1.746691033080846e-08,2.423703721848065e-09
1829,5.581696314038709e-05,4.025325081194861e-09,1.8139562169799158e-08,2.853973383018119e-09
1830,5.626244040156182e-05,4.5068358806814905e-09,1.8726353610633495e-08,2.392414909037553e-09
1831,5.757746008125001e-05,4.424385167757703e-09,1.158776179772352e-08,2.217069535895685e-09
1832,5.761816178814375e-05,4.723515673837093e-09,1.1849854494475461e-08,2.6013494850271204e-09
1833,5.856282171277728e-05,5.095181927166388e-09,1.0207050506392891e-08,3.2716138687050034e-09
1834,6.00273789521972e-05,5.196771076957216e-09,1.1044255478408007e-08,3.74846464978873e-09
1835,6.158027723098971e-05,5.2847001378150284e-09,1.0977054757229813e-08,3.862939634835527e-09
1836,6.281412061071023e-05,4.0532714010562845e-09,1.4685302941939784e-08,4.009804313983725e-09
1837,6.364396800303698e-05,4.375014794888443e-09,1.403014897911297e-08,4.945090131031853e-09
1838,6.319061503745615e-05,4.876157192309652e-09,1.3061545686302419e-08,5.310149970532458e-09
1839,6.322494456461365e-05,4.75353562861309e-09,1.4085850961821831e-08,5.329723265897915e-09
1840,6.287671775291008e-05,3.6606413297438476e-09,1.631873912190583e-08,4.7248062605222324e-09
1841,6.189831817339706e-05,4.015094082606854e-09,1.4264446322544342e-08,4.633228150347739e-09
1842,6.0619941775387686e-05,3.961069710329517e-09,1.3980742341601626e-08,4.419725426910556e-09
1843,6.0349194037761276e-05,4.091386737340283e-09,1.1546164849615285e-08,3.28432108493664e-09
1844,6.014149870939686e-05,4.476429845848681e-09,1.2574887924594286e-08,3.103125708773088e-09
1845,5.9870357030636766e-05,4.256669477215829e-09,1.2898624644565513e-08,2.9788650435236264e-09
1846,5.969514573475213e-05,4.866630733322909e-09,1.228737683029684e-08,2.7092769932275066e-09
1847,5.927036389558842e-05,4.882294695513727e-09,9.462102085982288e-09,2.528144059178926e-09
1848,5.92745621231318e-05,4.932856091853312e-09,9.457975799368309e-09,2.147676132174021e-09
1849,5.950756063352206e-05,5.266577459853547e-09,1.127938472781206e-08,2.241003398723811e-09
1850,5.9525658018953565e-05,6.462158617738721e-09,9.314138222598395e-09,2.4127784056407873e-09
1851,5.9521773697010106e-05,5.317935932883497e-09,9.46100207700949e-09,1.7417557396370853e-09
1852,6.009602397430821e-05,5.356380291691007e-09,9.99294488427235e-09,1.7114313299870787e-09
1853,6.086151084413619e-05,4.732849350525774e-09,1.1453654278982737e-08,1.6918460283526266e-09
1854,6.153030907236306e-05,5.045947945195703e-09,1.1988935177953408e-08,1.7221406840255732e-09
1855,6.240298586947444e-05,4.5406433216551736e-09,1.2273342723087159e-08,1.9277758278590795e-09
1856,6.261344034490841e-05,4.388716152397316e-09,1.1317742552664965e-08,2.3589021371149344e-09
1857,6.236401636020414e-05,2.970597736050097e-09,1.1474102937622125e-08,2.169686827028069e-09
1858,6.301025548184822e-05,2.8760116351936713e-09,1.0733775646087906e-08,1.9358149369200615e-09
1859,6.327574582038713e-05,2.9187604555502844e-09,1.0242360356674648e-08,1.8761630661755036e-09
1860,6.30948509621833e-05,4.032094134766493e-09,8.322723335904162e-09,2.610789711405508e-09
1861,6.348257011268288e-05,3.815493746347645e-09,8.246397088994075e-09,3.7019911422068017e-09
1862,6.336671815785979e-05,4.837721762867326e-09,8.533600619793041e-09,4.055599903526488e-09
1863,6.349020571048771e-05,4.434248587362585e-09,7.935929754613165e-09,3.4572533288582517e-09
1864,6.353914691966825e-05,4.660372246842062e-09,8.80891588244432e-09,3.785880073722428e-09
1865,6.300546790173809e-05,4.827997160791345e-09,8.970265165584936e-09,3.9535049876717105e-09
1866,6.15118161866641e-05,4.943226954751927e-09,9.234104274875271e-09,4.550340203841279e-09
1867,6.0570162271947735e-05,3.842824423751421e-09,9.38170480984419e-09,3.7472666913895836e-09
1868,5.861555785356488e-05,3.8175862312631435e-09,1.0077575853171896e-08,3.1767351328846972e-09
1869,5.714222321070598e-05,2.678277155609976e-09,9.25495385090918e-09,3.1414900561862626e-09
1870,5.5658940774654706e-05,2.8307187229158005e-09,9.787700269317919e-09,3.38940738967405e-09
1871,5.451634258081738e-05,2.8611800706457302e-09,8.837144825436991e-09,3.337254916857546e-09
1872,5.2977938009592306e-05,2.995513345308406e-09,9.390852127668024e-09,3.3487330686199357e-09
1873,5.278247980251243e-05,2.7610153052748387e-09,9.36141408836022e-09,2.5861978035303578e-09
1874,5.168592438816891e-05,2.975157374431246e-09,8.913482364901272e-09,2.492829403217505e-09
1875,5.140270046207921e-05,3.544006183758037e-09,7.71334656463856e-09,2.5026094530034015e-09
1876,5.0876279731580454e-05,4.34270835165356e-09,8.195361659143633e-09,2.1758911497978974e-09
1877,5.029043989322547e-05,5.060651612051206e-09,7.749593918962968e-09,1.9850909487623927e-09
1878,4.981169019759234e-05,5.241707226996287e-09,8.158902823193363e-09,1.9870506827248035e-09
1879,4.963794188889941e-05,5.686921758904109e-09,7.07210398179622e-09,1.7521026375786975e-09
1880,4.841761152160221e-05,5.882672444406418e-09,6.652113082594724e-09,1.7727451808090068e-09
1881,4.808687143460182e-05,5.587002336961331e-09,8.186112676611401e-09,1.8510917243474978e-09
1882,4.753685529327153e-05,5.4823015175184e-09,9.31909356032585e-09,1.3635936824130113e-09
1883,4.675252577206785e-05,4.806896198544004e-09,9.735857580445945e-09,1.1211830630575292e-09
1884,4.6184938712810564e-05,4.189939522320734e-09,9.597619334199083e-09,1.3824589211492671e-09
1885,4.5328026837004085e-05,4.334905593214192e-09,9.445015436426729e-09,1.1429605238445971e-09
1886,4.456723659781606e-05,3.826325304220493e-09,9.903748932060807e-09,1.5201637924646049e-09
1887,4.44134628716191e-05,3.6159878742075033e-09,9.915853661977638e-09,1.946549148059061e-09
1888,4.3987200894792166e-05,3.881079870181127e-09,9.650466584584398e-09,2.2477694983091823e-09
1889,4.3588631732356066e-05,4.045402203699057e-09,9.45812571119729e-09,2.3673627859631198e-09
1890,4.316587105027533e-05,4.255385409125876e-09,9.638358555719151e-09,2.5307787373688282e-09
1891,4.242824278272954e-05,4.6012901425537424e-09,9.575055415211864e-09,2.574328694660011e-09
1892,4.2288434737461754e-05,4.169736556036696e-09,1.0047998116086937e-08,2.644559936117373e-09
