ngram,west,wet,westt,west
1530,1.818161594461084e-05,6.71665059469108e-05,0.0,1.818161594461084e-05
1531,2.3926464174499934e-05,5.226162362045475e-06,0.0,2.3926464174499934e-05
1532,2.6181047230368548e-05,2.1910076611675322e-05,0.0,2.6181047230368548e-05
1533,2.6181047230368548e-05,2.1910076611675322e-05,0.0,2.6181047230368548e-05
1534,2.6181047230368548e-05,2.331454730405572e-05,0.0,2.6181047230368548e-05
1535,1.0586857050449388e-05,1.8088384942010244e-05,0.0,1.0586857050449388e-05
1536,1.1928650175312733e-05,1.8088384942010244e-05,0.0,1.1928650175312733e-05
1537,1.0470753165593902e-05,1.8088384942010244e-05,0.0,1.0470753165593902e-05
1538,4.72590493570481e-06,1.8088384942010244e-05,0.0,4.72590493570481e-06
1539,2.4713218798361984e-06,1.3026027253155397e-05,0.0,2.4713218798361984e-06
1540,2.4713218798361984e-06,1.3026027253155397e-05,0.0,2.4713218798361984e-06
1541,2.4713218798361984e-06,1.1621556560774999e-05,0.0,2.4713218798361984e-06
1542,4.351085798199554e-06,1.3126202897443104e-05,0.0,4.351085798199554e-06
1543,3.009292673336209e-06,1.3126202897443104e-05,0.0,3.009292673336209e-06
1544,5.374076343806726e-06,1.340441274675998e-05,0.0,5.374076343806726e-06
1545,2.707560530065426e-05,1.3672332849117602e-05,0.0,2.707560530065426e-05
1546,5.280857606391821e-05,3.729013461192413e-06,0.0,5.280857606391821e-05
1547,5.608571726562721e-05,3.729013461192413e-06,0.0,5.608571726562721e-05
1548,6.946160387347586e-05,5.215223170905249e-06,0.0,6.946160387347586e-05
1549,6.645231120013964e-05,7.348549924505018e-06,0.0,6.645231120013964e-05
1550,7.509784258477989e-05,7.888895636045032e-06,0.0,7.509784258477989e-05
1551,7.273305891430937e-05,7.610685786728157e-06,0.0,7.273305891430937e-05
1552,6.184819514081547e-05,1.3832764482555962e-05,0.0,6.184819514081547e-05
1553,3.6115224377551514e-05,1.2154527309706151e-05,0.0,3.6115224377551514e-05
1554,3.2838083175842515e-05,1.2154527309706151e-05,0.0,3.2838083175842515e-05
1555,2.006318157197841e-05,1.1870287607962382e-05,0.0,2.006318157197841e-05
1556,2.006318157197841e-05,8.232314517694509e-06,0.0,2.006318157197841e-05
1557,1.1417650187338171e-05,7.691968806154495e-06,0.0,1.1417650187338171e-05
1558,1.3463796156949165e-05,8.374017462691491e-06,0.0,1.3463796156949165e-05
1559,6.085577557054681e-06,1.2199357895172267e-05,0.0,6.085577557054681e-06
1560,9.226409409685793e-06,1.4442808995746808e-05,0.0,9.226409409685793e-06
1561,9.226409409685793e-06,1.4442808995746808e-05,0.0,9.226409409685793e-06
1562,8.62542440570126e-06,1.5018553572839924e-05,0.0,8.62542440570126e-06
1563,1.2717019671981689e-05,1.5018553572839924e-05,0.0,1.2717019671981689e-05
1564,1.9078666420162854e-05,1.5018553572839924e-05,0.0,1.9078666420162854e-05
1565,1.9056121735567494e-05,1.4336504916302926e-05,0.0,1.9056121735567494e-05
1566,3.084703920259406e-05,4.021165685636723e-06,0.0,3.084703920259406e-05
1567,2.8388604667790268e-05,1.7777145850621828e-06,0.0,2.8388604667790268e-05
1568,2.8388604667790268e-05,1.7777145850621828e-06,0.0,2.8388604667790268e-05
1569,2.9131309994616978e-05,0.0,0.0,2.9131309994616978e-05
1570,2.503971472833655e-05,0.0,0.0,2.503971472833655e-05
1571,2.1129919657271656e-05,4.9037033542325455e-06,0.0,2.1129919657271656e-05
1572,1.9626279156779803e-05,4.9037033542325455e-06,0.0,1.9626279156779803e-05
1573,4.396915106294078e-06,6.162112705559204e-06,0.0,4.396915106294078e-06
1574,3.7145177884667646e-06,7.796247310969712e-06,0.0,3.7145177884667646e-06
1575,3.7145177884667646e-06,7.796247310969712e-06,0.0,3.7145177884667646e-06
1576,3.873173357403305e-06,7.796247310969712e-06,0.0,3.873173357403305e-06
1577,3.873173357403305e-06,7.796247310969712e-06,0.0,3.873173357403305e-06
1578,2.625887256207144e-06,5.783501235003184e-06,0.0,2.625887256207144e-06
1579,2.105926471683363e-06,5.783501235003184e-06,0.0,2.105926471683363e-06
1580,2.105926471683363e-06,4.525091883676526e-06,0.0,2.105926471683363e-06
1581,7.445693037360408e-06,2.890957278266017e-06,0.0,7.445693037360408e-06
1582,7.445693037360408e-06,4.566882775439548e-06,0.0,7.445693037360408e-06
1583,8.46682256191603e-06,7.931240881069762e-06,0.0,8.46682256191603e-06
1584,9.365934147353983e-06,9.729464051945666e-06,0.0,9.365934147353983e-06
1585,8.916240923489177e-06,7.970815334244565e-06,0.0,8.916240923489177e-06
1586,8.916240923489177e-06,9.408603026323753e-06,0.0,8.916240923489177e-06
1587,8.916240923489177e-06,1.2177239503736409e-05,0.0,8.916240923489177e-06
1588,4.245980172916981e-06,1.2177239503736409e-05,0.0,4.245980172916981e-06
1589,5.366339012523115e-06,1.1434946372901322e-05,0.0,5.366339012523115e-06
1590,5.263678108998907e-06,1.0930320513580227e-05,0.0,5.263678108998907e-06
1591,6.763367634578442e-06,1.0997831655653759e-05,0.0,6.763367634578442e-06
1592,7.20243886982124e-06,1.105946668238695e-05,0.0,7.20243886982124e-06
1593,1.1891249934186427e-05,1.207772291828795e-05,0.0,1.1891249934186427e-05
1594,1.256177626731057e-05,1.0650139107123583e-05,0.0,1.256177626731057e-05
1595,1.1892270452205724e-05,1.1551733288277838e-05,0.0,1.1892270452205724e-05
1596,1.0982329838173297e-05,1.3353537724469788e-05,0.0,1.0982329838173297e-05
1597,1.8363218974367817e-05,1.339929570219413e-05,0.0,1.8363218974367817e-05
1598,2.1891762701540885e-05,1.2241304050673665e-05,0.0,2.1891762701540885e-05
1599,2.1169463707337854e-05,1.2462294242660782e-05,0.0,2.1169463707337854e-05
1600,1.8184749998389244e-05,1.2029865891755825e-05,0.0,1.8184749998389244e-05
1601,2.2983291793415056e-05,1.2251404119264667e-05,0.0,2.2983291793415056e-05
1602,2.7054919753157136e-05,1.6047842239329058e-05,0.0,2.7054919753157136e-05
1603,2.6844501527583426e-05,1.537295598349634e-05,0.0,2.6844501527583426e-05
1604,1.7814053194342705e-05,1.3489087645471695e-05,0.0,1.7814053194342705e-05
1605,1.3460824886481402e-05,1.5142519779536607e-05,0.0,1.3460824886481402e-05
1606,7.288910005952078e-05,1.6610469823977576e-05,0.0,7.288910005952078e-05
1607,7.267799685450882e-05,1.7572842547711582e-05,0.0,7.267799685450882e-05
1608,7.220086865800113e-05,1.6609284427561632e-05,0.0,7.220086865800113e-05
1609,6.944995849218165e-05,1.3986665895312658e-05,0.0,6.944995849218165e-05
1610,7.518513021815514e-05,1.358294275632943e-05,0.0,7.518513021815514e-05
1611,8.0135473581322e-05,1.2766145427381811e-05,0.0,8.0135473581322e-05
1612,7.9099358507457e-05,1.2556976457744895e-05,0.0,7.9099358507457e-05
1613,2.319470084850244e-05,1.1432007909206732e-05,0.0,2.319470084850244e-05
1614,2.2690535973067328e-05,8.775629355893346e-06,0.0,2.2690535973067328e-05
1615,1.88414257666279e-05,1.084319944766321e-05,0.0,1.88414257666279e-05
1616,1.7520707972705297e-05,1.0569908373067197e-05,0.0,1.7520707972705297e-05
1617,1.4997610898197828e-05,1.2001614274075629e-05,0.0,1.4997610898197828e-05
1618,1.1354154334445152e-05,1.189526685558511e-05,0.0,1.1354154334445152e-05
1619,1.295430839880802e-05,1.2894226992037667e-05,0.0,1.295430839880802e-05
1620,1.0973824568541854e-05,1.5568824055987663e-05,0.0,1.0973824568541854e-05
1621,1.2661265308062347e-05,1.773706614877873e-05,0.0,1.2661265308062347e-05
1622,1.5950385074704953e-05,1.5492553732851127e-05,0.0,1.5950385074704953e-05
1623,2.8074023248336744e-05,1.4229259420517337e-05,0.0,2.8074023248336744e-05
1624,2.5459277367190225e-05,1.263404807007516e-05,0.0,2.5459277367190225e-05
1625,7.132899249232391e-05,1.3781541253722804e-05,0.0,7.132899249232391e-05
1626,7.03389460535878e-05,1.1549062557086082e-05,0.0,7.03389460535878e-05
1627,7.008165247108471e-05,8.71426358831481e-06,0.0,7.008165247108471e-05
1628,7.00258474353177e-05,1.2112458015118527e-05,0.0,7.00258474353177e-05
1629,6.691436744534127e-05,1.2103014276882667e-05,0.0,6.691436744534127e-05
1630,5.5825717221783376e-05,1.3030418813286815e-05,0.0,5.5825717221783376e-05
1631,5.8402467792412995e-05,1.369093635210967e-05,0.0,5.8402467792412995e-05
1632,1.545364999141644e-05,1.3819358043422523e-05,0.0,1.545364999141644e-05
1633,1.649902567026272e-05,1.7287840299624285e-05,0.0,1.649902567026272e-05
1634,1.795041316654533e-05,2.0626853256544564e-05,0.0,1.795041316654533e-05
1635,1.7223301646091776e-05,1.6212561864189672e-05,0.0,1.7223301646091776e-05
1636,2.1895096194514607e-05,2.05763578508465e-05,0.0,2.1895096194514607e-05
1637,2.2103830425684074e-05,2.152440902136732e-05,0.0,2.2103830425684074e-05
1638,1.980510653863478e-05,2.0313260068048423e-05,0.0,1.980510653863478e-05
1639,1.7353807834297186e-05,2.213154760154014e-05,0.0,1.7353807834297186e-05
1640,1.6085595559291376e-05,1.9183890864431824e-05,0.0,1.6085595559291376e-05
1641,1.3712832566982667e-05,1.5142995835049078e-05,0.0,1.3712832566982667e-05
1642,1.2575127974352135e-05,1.441688982595224e-05,0.0,1.2575127974352135e-05
1643,6.673186370725099e-06,9.911414476196764e-06,0.0,6.673186370725099e-06
1644,9.004261439063807e-06,9.147036800121506e-06,0.0,9.004261439063807e-06
1645,9.847995061461137e-06,9.628734362974814e-06,0.0,9.847995061461137e-06
1646,1.2232991082328226e-05,7.544177313840399e-06,0.0,1.2232991082328226e-05
1647,1.3908857332418328e-05,7.457456734170721e-06,0.0,1.3908857332418328e-05
1648,1.4127280540573598e-05,7.845403972948719e-06,0.0,1.4127280540573598e-05
1649,1.5092642773392331e-05,9.280132774490215e-06,0.0,1.5092642773392331e-05
1650,1.658344529330082e-05,1.3796460215027245e-05,0.0,1.658344529330082e-05
1651,1.3610649213140797e-05,1.3522556400857866e-05,0.0,1.3610649213140797e-05
1652,1.2615288272042693e-05,1.2988910644448229e-05,0.0,1.2615288272042693e-05
1653,9.564924766891636e-06,1.3388303679156316e-05,0.0,9.564924766891636e-06
1654,8.042348846564501e-06,1.3197240670186667e-05,0.0,8.042348846564501e-06
1655,1.0009174729930237e-05,1.4644305208223938e-05,0.0,1.0009174729930237e-05
1656,9.194310223392677e-06,1.3405381521027135e-05,0.0,9.194310223392677e-06
1657,8.419513830761258e-06,9.229784219704535e-06,0.0,8.419513830761258e-06
1658,8.35366901290919e-06,1.6056973761026582e-05,0.0,8.35366901290919e-06
1659,1.1039662500219752e-05,1.6131246996207794e-05,0.0,1.1039662500219752e-05
1660,1.007897344607045e-05,1.606687789847326e-05,0.0,1.007897344607045e-05
1661,9.94100634800686e-06,1.6249056833268177e-05,0.0,9.94100634800686e-06
1662,7.812845004601903e-06,1.562940639944697e-05,0.0,7.812845004601903e-06
1663,9.600192437834007e-06,1.625463190586223e-05,0.0,9.600192437834007e-06
1664,1.126995175582124e-05,1.8158325214504396e-05,0.0,1.126995175582124e-05
1665,1.1703811001747713e-05,1.1277881640125997e-05,0.0,1.1703811001747713e-05
1666,1.496547156421002e-05,1.1910801991429512e-05,0.0,1.496547156421002e-05
1667,1.542362796109436e-05,1.3291006975383165e-05,0.0,1.542362796109436e-05
1668,1.5708122256390717e-05,1.3566167841158208e-05,0.0,1.5708122256390717e-05
1669,1.8199737691507574e-05,1.3461899340784709e-05,0.0,1.8199737691507574e-05
1670,1.705221042617008e-05,1.3199291580739165e-05,0.0,1.705221042617008e-05
1671,1.6101419987535337e-05,1.185720650807655e-05,0.0,1.6101419987535337e-05
1672,1.5574215207639748e-05,1.1690686213634243e-05,0.0,1.5574215207639748e-05
1673,9.595633400749648e-06,1.1255665153190161e-05,0.0,9.595633400749648e-06
1674,9.987876702715376e-06,9.99377893354644e-06,0.0,9.987876702715376e-06
1675,1.0101208187864228e-05,9.33582792380808e-06,0.0,1.0101208187864228e-05
1676,7.145860893485535e-06,9.132657201657171e-06,0.0,7.145860893485535e-06
1677,6.1708595109978755e-06,8.456723207928007e-06,0.0,6.1708595109978755e-06
1678,5.502060633131935e-06,9.036251802691758e-06,0.0,5.502060633131935e-06
1679,6.835776080801484e-06,8.756750763235946e-06,0.0,6.835776080801484e-06
1680,6.993766354363677e-06,8.77046126593736e-06,0.0,6.993766354363677e-06
1681,7.4113526612304014e-06,1.0095480450088092e-05,0.0,7.4113526612304014e-06
1682,7.020499716808055e-06,1.0303902399755316e-05,0.0,7.020499716808055e-06
1683,7.076513644018892e-06,1.0751006227240265e-05,0.0,7.076513644018892e-06
1684,8.317286139052677e-06,1.1369396361260442e-05,0.0,8.317286139052677e-06
1685,7.885110042999649e-06,1.097035270244565e-05,0.0,7.885110042999649e-06
1686,7.213752106898548e-06,1.1143535305434074e-05,0.0,7.213752106898548e-06
1687,6.857362515282668e-06,1.0790911736486513e-05,0.0,6.857362515282668e-06
1688,6.247100470448329e-06,9.115808422523384e-06,0.0,6.247100470448329e-06
1689,5.5205300993423275e-06,8.672605417814339e-06,0.0,5.5205300993423275e-06
1690,7.423634412719236e-06,7.564114184788195e-06,0.0,7.423634412719236e-06
1691,1.1165690596369262e-05,8.48506501175247e-06,0.0,1.1165690596369262e-05
1692,1.1262065104996769e-05,8.62236116258178e-06,0.0,1.1262065104996769e-05
1693,1.1097432596735806e-05,9.390820585914688e-06,0.0,1.1097432596735806e-05
1694,1.1261441386523074e-05,1.1127301539610407e-05,0.0,1.1261441386523074e-05
1695,1.1352987680116452e-05,1.1063423958798271e-05,0.0,1.1352987680116452e-05
1696,1.2076746218424108e-05,1.3817141085123044e-05,0.0,1.2076746218424108e-05
1697,1.0775529939824732e-05,1.4195619509596977e-05,0.0,1.0775529939824732e-05
1698,9.463585651506687e-06,1.2837471201367276e-05,0.0,9.463585651506687e-06
1699,9.400322564293414e-06,1.2653338412097323e-05,0.0,9.400322564293414e-06
1700,9.148672916126088e-06,1.2628672785857426e-05,0.0,9.148672916126088e-06
1701,9.427938721273676e-06,1.1769539664133585e-05,0.0,9.427938721273676e-06
1702,8.753479538167344e-06,1.1592834133417845e-05,0.0,8.753479538167344e-06
1703,8.316618472495715e-06,9.791244013155978e-06,0.0,8.316618472495715e-06
1704,7.896207469977007e-06,9.275164497272012e-06,0.0,7.896207469977007e-06
1705,4.7899255020768446e-06,1.0397288666094287e-05,0.0,4.7899255020768446e-06
1706,5.09669303028204e-06,1.054120983618694e-05,0.0,5.09669303028204e-06
1707,4.663008374856352e-06,1.0303020189894596e-05,0.0,4.663008374856352e-06
1708,4.33302238889155e-06,9.672361816878297e-06,0.0,4.33302238889155e-06
1709,4.286237591648907e-06,1.0312916011961143e-05,0.0,4.286237591648907e-06
1710,4.5874480422623624e-06,1.0166789187288877e-05,0.0,4.5874480422623624e-06
1711,5.480956880481764e-06,9.850179594650399e-06,0.0,5.480956880481764e-06
1712,5.572955517761459e-06,9.038520667153144e-06,0.0,5.572955517761459e-06
1713,5.793193492666303e-06,9.307709920644161e-06,0.0,5.793193492666303e-06
1714,6.112288636878864e-06,8.728500233701197e-06,0.0,6.112288636878864e-06
1715,6.274518974740724e-06,9.72979965549062e-06,0.0,6.274518974740724e-06
1716,6.828999240886853e-06,1.0535851158368001e-05,0.0,6.828999240886853e-06
1717,6.623564136784158e-06,1.0875858346740383e-05,7.641405476631137e-09,6.623564136784158e-06
1718,5.527604636362022e-06,1.1883147700635683e-05,7.641405476631137e-09,5.527604636362022e-06
1719,4.938770676484897e-06,1.205057164302811e-05,7.641405476631137e-09,4.938770676484897e-06
1720,5.521906457163693e-06,1.1508453813543643e-05,7.641405476631137e-09,5.521906457163693e-06
1721,5.534533686711386e-06,1.1793597877840512e-05,7.641405476631137e-09,5.534533686711386e-06
1722,5.7305620170414584e-06,1.1359855566947122e-05,7.641405476631137e-09,5.7305620170414584e-06
1723,5.982114284311787e-06,1.0930858609624141e-05,1.3816581656556082e-08,5.982114284311787e-06
1724,6.082953664840066e-06,1.1242696408381952e-05,6.175176179924944e-09,6.082953664840066e-06
1725,6.824332623572056e-06,1.053990035870811e-05,6.175176179924944e-09,6.824332623572056e-06
1726,7.380062275582791e-06,1.0826780323571126e-05,6.175176179924944e-09,7.380062275582791e-06
1727,7.030490451143123e-06,1.0558914904582447e-05,6.175176179924944e-09,7.030490451143123e-06
1728,7.156318133638706e-06,1.1144141093869361e-05,6.175176179924944e-09,7.156318133638706e-06
1729,6.904031189541067e-06,1.1156234644918836e-05,6.175176179924944e-09,6.904031189541067e-06
1730,6.649429386535692e-06,1.2048327594779299e-05,0.0,6.649429386535692e-06
1731,7.16409847102893e-06,1.313174626765041e-05,0.0,7.16409847102893e-06
1732,6.753046688702723e-06,1.5205774226550212e-05,0.0,6.753046688702723e-06
1733,6.415606419198282e-06,1.5047702878031746e-05,0.0,6.415606419198282e-06
1734,1.0008336825454275e-05,1.65842824831738e-05,0.0,1.0008336825454275e-05
1735,1.0317359543218377e-05,1.594692314808656e-05,0.0,1.0317359543218377e-05
1736,1.1069976673232823e-05,1.6347166170557364e-05,0.0,1.1069976673232823e-05
1737,1.1125005195416244e-05,1.4754089404180246e-05,0.0,1.1125005195416244e-05
1738,1.0839434513140337e-05,1.2283001979085384e-05,0.0,1.0839434513140337e-05
1739,1.1950842690566787e-05,1.0195293076061976e-05,0.0,1.1950842690566787e-05
1740,1.3736830104400205e-05,1.1232579579102873e-05,0.0,1.3736830104400205e-05
1741,1.0815445940742003e-05,1.459061851554517e-05,0.0,1.0815445940742003e-05
1742,2.4283061455727356e-05,1.6404177845938e-05,0.0,2.4283061455727356e-05
1743,2.5320945366859504e-05,1.6665127467214396e-05,0.0,2.5320945366859504e-05
1744,2.712008582810605e-05,1.715440066618612e-05,0.0,2.712008582810605e-05
1745,3.0074407862100217e-05,1.7601467789063463e-05,0.0,3.0074407862100217e-05
1746,3.167764108573985e-05,2.0102105996297075e-05,0.0,3.167764108573985e-05
1747,3.177551285002015e-05,2.2688001341261304e-05,0.0,3.177551285002015e-05
1748,3.1473086372508465e-05,1.8706807298128426e-05,0.0,3.1473086372508465e-05
1749,1.8604073245244634e-05,1.7423236126238146e-05,0.0,1.8604073245244634e-05
1750,1.9481110419811947e-05,1.630584236928761e-05,0.0,1.9481110419811947e-05
1751,1.908598590359491e-05,1.622091804165393e-05,0.0,1.908598590359491e-05
1752,1.9147326903683798e-05,1.6552568013139535e-05,0.0,1.9147326903683798e-05
1753,2.0204504835419357e-05,1.4953939950958426e-05,0.0,2.0204504835419357e-05
1754,2.0764854135839933e-05,1.3712232560335127e-05,0.0,2.0764854135839933e-05
1755,2.4198790794928626e-05,1.6108098861877806e-05,0.0,2.4198790794928626e-05
1756,3.260457352942987e-05,1.6812349193579784e-05,0.0,3.260457352942987e-05
1757,4.073393990568418e-05,1.73478383658221e-05,0.0,4.073393990568418e-05
1758,4.40989102311765e-05,1.6983005350214497e-05,0.0,4.40989102311765e-05
1759,4.580268016850043e-05,1.6736874515897527e-05,0.0,4.580268016850043e-05
1760,4.563526817946695e-05,1.6202548327523152e-05,0.0,4.563526817946695e-05
1761,4.858184027917949e-05,1.537322948154594e-05,0.0,4.858184027917949e-05
1762,5.1249260390509986e-05,1.3997394489706494e-05,0.0,5.1249260390509986e-05
1763,4.751644259418494e-05,1.3773684258922003e-05,0.0,4.751644259418494e-05
1764,4.51321539003402e-05,1.4624258255935274e-05,2.810679688991513e-09,4.51321539003402e-05
1765,4.368172501147326e-05,1.556977128659907e-05,2.810679688991513e-09,4.368172501147326e-05
1766,5.1517255737313204e-05,1.728141225092778e-05,2.810679688991513e-09,5.1517255737313204e-05
1767,5.232389594311826e-05,1.985389306875212e-05,2.810679688991513e-09,5.232389594311826e-05
1768,5.5887626721024776e-05,2.0987541055157116e-05,5.492892236296549e-09,5.5887626721024776e-05
1769,5.10384608268006e-05,2.290226153231093e-05,5.492892236296549e-09,5.10384608268006e-05
1770,5.5717518989695236e-05,2.3043530745781027e-05,8.375813820293843e-09,5.5717518989695236e-05
1771,5.214875272940844e-05,2.273529831394886e-05,5.5651341313023295e-09,5.214875272940844e-05
1772,5.257514463404992e-05,2.340207772379342e-05,5.5651341313023295e-09,5.257514463404992e-05
1773,4.677093238569796e-05,2.3019012587610632e-05,5.5651341313023295e-09,4.677093238569796e-05
1774,4.7481885433496374e-05,2.2956244460406845e-05,5.5651341313023295e-09,4.7481885433496374e-05
1775,4.29855400787866e-05,2.1955530818169272e-05,2.8829215839972935e-09,4.29855400787866e-05
1776,4.6170598839775524e-05,1.913661747364261e-05,2.8829215839972935e-09,4.6170598839775524e-05
1777,4.1401974158361554e-05,1.9445520852709057e-05,0.0,4.1401974158361554e-05
1778,4.255814409199437e-05,1.872542751308564e-05,0.0,4.255814409199437e-05
1779,4.216932705146194e-05,1.6780130408733385e-05,0.0,4.216932705146194e-05
1780,4.18048878470602e-05,1.6095932876071727e-05,0.0,4.18048878470602e-05
1781,4.2579951436242224e-05,1.4924742247655689e-05,0.0,4.2579951436242224e-05
1782,4.34132860911112e-05,1.4588983828746547e-05,0.0,4.34132860911112e-05
1783,4.2869102669231195e-05,1.5398332769629114e-05,0.0,4.2869102669231195e-05
1784,4.2459355037343425e-05,1.4962038286674734e-05,1.664472115692206e-09,4.2459355037343425e-05
1785,4.178288898921372e-05,1.5513719193092713e-05,1.664472115692206e-09,4.178288898921372e-05
1786,4.220881965011358e-05,1.665322166185693e-05,1.664472115692206e-09,4.220881965011358e-05
1787,4.165689201077579e-05,1.7323973224847578e-05,2.9536137345433288e-09,4.165689201077579e-05
1788,4.2588726500980556e-05,1.7416529122523832e-05,4.260165807425307e-09,4.2588726500980556e-05
1789,4.4052230805391446e-05,1.7626414773985744e-05,4.260165807425307e-09,4.4052230805391446e-05
1790,4.748726340559577e-05,1.749400273963277e-05,4.260165807425307e-09,4.748726340559577e-05
1791,4.808957705141178e-05,1.8955824218989748e-05,2.5956936917331016e-09,4.808957705141178e-05
1792,4.950586870628675e-05,1.927691300807055e-05,3.683955743635384e-09,4.950586870628675e-05
1793,5.175360170791724e-05,2.0289873126395313e-05,3.683955743635384e-09,5.175360170791724e-05
1794,5.3687044523290493e-05,2.0380324193476035e-05,2.3948141247842614e-09,5.3687044523290493e-05
1795,5.6251777485678236e-05,2.0746077227938387e-05,1.0882620519022827e-09,5.6251777485678236e-05
1796,5.882869507851345e-05,2.1116375916920204e-05,2.0364236646181713e-09,5.882869507851345e-05
1797,5.87242331156241e-05,2.180242518079467e-05,2.0364236646181713e-09,5.87242331156241e-05
1798,6.268121692950704e-05,2.1026783672693584e-05,2.0364236646181713e-09,6.268121692950704e-05
1799,6.6599076879876e-05,2.1750168473642718e-05,2.149700798323043e-09,6.6599076879876e-05
1800,6.780950155059275e-05,2.1214956047645372e-05,2.561364707633272e-09,6.780950155059275e-05
1801,6.840416140870989e-05,2.1430894776131026e-05,3.0257051784689436e-09,6.840416140870989e-05
1802,6.847585037965993e-05,2.1564201233559288e-05,3.4598319764711505e-09,6.847585037965993e-05
1803,6.755576188360075e-05,2.085309097310528e-05,2.5116703637552617e-09,6.755576188360075e-05
1804,6.940034083007569e-05,2.1001798034246478e-05,2.8167479142788513e-09,6.940034083007569e-05
1805,6.911471271970575e-05,2.0772674750852665e-05,2.8167479142788513e-09,6.911471271970575e-05
1806,6.797132924215734e-05,2.0461712275781402e-05,1.6152087286716972e-09,6.797132924215734e-05
1807,7.054328515161095e-05,2.0468094849742817e-05,1.2035448193614684e-09,7.054328515161095e-05
1808,7.104794765057574e-05,1.9675014560302122e-05,1.9160203265248097e-09,7.104794765057574e-05
1809,6.931405732757412e-05,1.8311505430444542e-05,1.6628183433350534e-09,6.931405732757412e-05
1810,7.195723810582422e-05,1.873018533972624e-05,1.8807559953870623e-09,7.195723810582422e-05
1811,7.337099720773819e-05,1.7708303078377086e-05,1.8100623856907662e-09,7.337099720773819e-05
1812,7.587152867927216e-05,1.7442323431688627e-05,2.287478904707184e-09,7.587152867927216e-05
1813,7.321533744938538e-05,1.6518472096192583e-05,2.287478904707184e-09,7.321533744938538e-05
1814,7.234130784386903e-05,1.5887888236777924e-05,2.4964370412153667e-09,7.234130784386903e-05
1815,7.445810323198592e-05,1.6098261247472173e-05,1.705902482765761e-09,7.445810323198592e-05
1816,7.976538472576067e-05,1.686983978288481e-05,1.7151503867956259e-09,7.976538472576067e-05
1817,7.835455575592018e-05,1.619565396790027e-05,1.497212734743617e-09,7.835455575592018e-05
1818,7.60455649080021e-05,1.6091982745690204e-05,1.262828793916323e-09,7.60455649080021e-05
1819,7.805799188125613e-05,1.6085019134542173e-05,1.3866020395373165e-09,7.805799188125613e-05
1820,8.002602407941595e-05,1.6416655593535063e-05,1.9761897832434474e-09,8.002602407941595e-05
1821,8.044814291809286e-05,1.719307484953398e-05,1.7672316467352645e-09,8.044814291809286e-05
1822,7.79150816794884e-05,1.7263596808853826e-05,1.505719128745499e-09,7.79150816794884e-05
1823,7.423587209944214e-05,1.663904614750728e-05,1.3155464099031837e-09,7.423587209944214e-05
1824,7.584543345728889e-05,1.6481204641292735e-05,1.4496664265831578e-09,7.584543345728889e-05
1825,7.723135058768094e-05,1.633466932357156e-05,1.4496664265831578e-09,7.723135058768094e-05
1826,7.738796661474876e-05,1.6423546185251325e-05,1.4409678609058778e-09,7.738796661474876e-05
