ngram,science,scince,sciece,sceince
1629,1.5304810988579576e-05,0.0,0.0,0.0
1630,1.604905037311255e-05,0.0,0.0,0.0
1631,7.028060606119522e-06,0.0,0.0,0.0
1632,1.0234975304358937e-05,0.0,0.0,0.0
1633,1.0046515788937021e-05,0.0,0.0,0.0
1634,1.1469185925047246e-05,0.0,0.0,0.0
1635,1.113342334844804e-05,0.0,0.0,0.0
1636,1.1246158140108622e-05,0.0,0.0,0.0
1637,1.0644757821864914e-05,0.0,0.0,0.0
1638,1.0790523836996207e-05,0.0,0.0,0.0
1639,7.972960280052835e-06,0.0,0.0,0.0
1640,8.452623498149997e-06,0.0,0.0,0.0
1641,7.485260506915178e-06,0.0,0.0,0.0
1642,7.648383318935106e-06,0.0,0.0,0.0
1643,8.034019336784176e-06,0.0,0.0,0.0
1644,7.816229396796968e-06,0.0,0.0,0.0
1645,7.12626566772607e-06,0.0,0.0,0.0
1646,7.341344956200503e-06,0.0,0.0,0.0
1647,6.942487678835667e-06,0.0,0.0,0.0
1648,8.164182548041157e-06,0.0,0.0,0.0
1649,8.627362863730273e-06,0.0,0.0,0.0
1650,8.556138839464569e-06,0.0,0.0,0.0
1651,9.241849836273883e-06,0.0,0.0,0.0
1652,1.0378261257366311e-05,0.0,0.0,0.0
1653,1.2713486090173579e-05,0.0,0.0,0.0
1654,1.2959009317065856e-05,0.0,0.0,0.0
1655,1.1819520685613888e-05,0.0,0.0,0.0
1656,1.0988362971277508e-05,0.0,0.0,0.0
1657,1.1428457323095895e-05,0.0,0.0,0.0
1658,1.086730474396193e-05,0.0,0.0,0.0
1659,9.495330427203694e-06,0.0,0.0,0.0
1660,7.357423198430167e-06,0.0,0.0,0.0
1661,7.012040181767329e-06,0.0,0.0,0.0
1662,6.16286843069247e-06,0.0,0.0,0.0
1663,6.44602297532921e-06,0.0,0.0,0.0
1664,7.24526976877574e-06,0.0,0.0,0.0
1665,6.696060933921087e-06,0.0,0.0,0.0
1666,6.941447866535912e-06,0.0,0.0,0.0
1667,8.151743389005008e-06,0.0,0.0,0.0
1668,8.348731301209358e-06,0.0,0.0,0.0
1669,8.370752539121895e-06,0.0,0.0,0.0
1670,7.3081155603306665e-06,0.0,0.0,0.0
1671,6.00687576479686e-06,0.0,0.0,0.0
1672,7.518678915273215e-06,0.0,0.0,0.0
1673,7.290595996372369e-06,0.0,0.0,0.0
1674,6.970139695892742e-06,0.0,0.0,0.0
1675,6.553244540035459e-06,0.0,0.0,0.0
1676,6.344650565941785e-06,0.0,0.0,0.0
1677,6.134361228760099e-06,0.0,0.0,0.0
1678,5.6723084266455515e-06,0.0,0.0,0.0
1679,4.244084038873552e-06,0.0,0.0,0.0
1680,4.5427123690647675e-06,0.0,0.0,0.0
1681,3.298642046242354e-06,0.0,0.0,0.0
1682,2.9005300997856206e-06,0.0,0.0,0.0
1683,2.99711463672533e-06,0.0,0.0,0.0
1684,2.8322175142290817e-06,0.0,0.0,0.0
1685,3.3633143467730927e-06,0.0,0.0,0.0
1686,3.6894536573787003e-06,0.0,0.0,0.0
1687,3.6376835948561037e-06,0.0,0.0,0.0
1688,4.121998228713762e-06,0.0,0.0,0.0
1689,3.988848724085463e-06,0.0,0.0,0.0
1690,4.235517654446344e-06,0.0,0.0,0.0
1691,4.324559215872016e-06,0.0,0.0,0.0
1692,3.6791075217479374e-06,0.0,0.0,0.0
1693,3.3683136604979935e-06,0.0,0.0,0.0
1694,2.9941678414096325e-06,0.0,0.0,0.0
1695,2.51203359117166e-06,0.0,0.0,0.0
1696,2.842222784238402e-06,0.0,0.0,0.0
1697,3.5942879159327797e-06,0.0,0.0,0.0
1698,3.6429472142377302e-06,0.0,0.0,0.0
1699,3.5419042368240687e-06,0.0,0.0,0.0
1700,3.6022613910193158e-06,0.0,0.0,0.0
1701,3.532407553003785e-06,0.0,0.0,0.0
1702,3.2505024754365356e-06,0.0,0.0,0.0
1703,3.2719055492894507e-06,0.0,0.0,0.0
1704,2.4996085780263196e-06,0.0,0.0,0.0
1705,3.338713489548744e-06,0.0,0.0,0.0
1706,4.340805925754207e-06,0.0,0.0,0.0
1707,4.310371569512686e-06,0.0,0.0,0.0
1708,4.6283091218616135e-06,0.0,0.0,0.0
1709,5.145942818022117e-06,0.0,0.0,0.0
1710,6.550221217236997e-06,0.0,0.0,0.0
1711,6.101035929922156e-06,0.0,0.0,0.0
1712,5.397669562106395e-06,0.0,0.0,0.0
1713,4.7643223329682116e-06,0.0,0.0,0.0
1714,1.0194231192274725e-05,0.0,0.0,0.0
1715,1.0007995521326457e-05,0.0,0.0,0.0
1716,9.588218339169024e-06,0.0,0.0,0.0
1717,8.154894804387628e-06,0.0,0.0,0.0
1718,8.653965681202993e-06,0.0,0.0,0.0
1719,8.669840553920949e-06,0.0,0.0,0.0
1720,1.0600870804669934e-05,0.0,0.0,0.0
1721,5.381717918291022e-06,0.0,0.0,0.0
1722,5.887410972198788e-06,0.0,0.0,0.0
1723,6.2084039719983205e-06,0.0,0.0,0.0
1724,6.160232487673056e-06,0.0,0.0,0.0
1725,6.552877851260876e-06,0.0,0.0,0.0
1726,7.240699622863238e-06,0.0,0.0,0.0
1727,5.975953951877143e-06,0.0,0.0,0.0
1728,6.26724587553846e-06,0.0,0.0,0.0
1729,6.717500712381609e-06,0.0,0.0,0.0
1730,6.60548676023609e-06,0.0,0.0,0.0
1731,7.381763745278087e-06,0.0,0.0,0.0
1732,6.766199313850458e-06,0.0,0.0,0.0
1733,7.417977128300533e-06,0.0,0.0,0.0
1734,7.980771150479476e-06,0.0,0.0,0.0
1735,8.043608464244503e-06,0.0,0.0,0.0
1736,7.294603262510334e-06,0.0,0.0,0.0
1737,8.148928080637624e-06,0.0,0.0,0.0
1738,7.633768193824966e-06,0.0,0.0,0.0
1739,7.771181247205408e-06,3.2309164867326346e-09,0.0,0.0
1740,6.73885512826798e-06,3.2309164867326346e-09,0.0,0.0
1741,5.991852763794928e-06,3.2309164867326346e-09,0.0,0.0
1742,5.588952197805546e-06,3.2309164867326346e-09,0.0,0.0
1743,6.029813903296599e-06,3.2309164867326346e-09,0.0,0.0
1744,5.5311764819115135e-06,3.2309164867326346e-09,0.0,0.0
1745,6.781780029996298e-06,3.2309164867326346e-09,0.0,0.0
1746,8.403975048817561e-06,0.0,0.0,0.0
1747,9.299770161825499e-06,0.0,0.0,0.0
1748,1.0566285774465151e-05,0.0,0.0,0.0
1749,1.2464274082698726e-05,0.0,0.0,0.0
1750,1.5604491961442234e-05,0.0,0.0,0.0
1751,1.9385504076905947e-05,0.0,0.0,0.0
1752,2.0450880973450175e-05,3.898590149122226e-09,0.0,0.0
1753,2.192214508665659e-05,3.898590149122226e-09,0.0,0.0
1754,2.3116402579554623e-05,3.898590149122226e-09,0.0,0.0
1755,2.4734905829453574e-05,3.898590149122226e-09,0.0,0.0
1756,2.622908842957778e-05,3.898590149122226e-09,0.0,0.0
1757,2.6657370783920798e-05,3.898590149122226e-09,0.0,0.0
1758,2.5594905309844762e-05,3.898590149122226e-09,0.0,0.0
1759,2.7292123767048387e-05,0.0,0.0,0.0
1760,2.7416392705552945e-05,0.0,0.0,0.0
1761,2.9493466822064613e-05,0.0,0.0,0.0
1762,2.9794354434540893e-05,0.0,0.0,0.0
1763,2.877196415543689e-05,0.0,0.0,0.0
1764,2.994158213758575e-05,0.0,0.0,0.0
1765,3.0790253471682914e-05,0.0,0.0,0.0
1766,3.033405950450937e-05,0.0,0.0,0.0
1767,3.1457401616665137e-05,0.0,0.0,0.0
1768,3.210837115018096e-05,0.0,0.0,1.0728850189220144e-08
1769,3.458130179621678e-05,0.0,0.0,1.0728850189220144e-08
1770,3.924602450362207e-05,0.0,0.0,1.0728850189220144e-08
1771,4.2794977811614186e-05,0.0,0.0,1.0728850189220144e-08
1772,4.550168497579372e-05,0.0,0.0,1.0728850189220144e-08
1773,5.048459154620234e-05,0.0,0.0,1.0728850189220144e-08
1774,5.37252141969345e-05,0.0,0.0,1.0728850189220144e-08
1775,5.426755316355931e-05,0.0,0.0,0.0
1776,5.497697722083623e-05,0.0,0.0,0.0
1777,5.369559637204345e-05,0.0,0.0,0.0
1778,5.094342538671169e-05,0.0,0.0,0.0
1779,5.1088755883808646e-05,0.0,0.0,0.0
1780,4.885490177132722e-05,0.0,0.0,0.0
1781,4.64189075241198e-05,0.0,0.0,0.0
1782,4.716551900076281e-05,0.0,4.316266962892509e-09,0.0
1783,4.8655398131813854e-05,0.0,4.316266962892509e-09,0.0
1784,4.9458368136713814e-05,0.0,4.316266962892509e-09,0.0
1785,5.174989200895652e-05,0.0,4.316266962892509e-09,0.0
1786,5.241494207958957e-05,1.3400983180287896e-09,4.316266962892509e-09,0.0
1787,5.317553690734452e-05,1.3400983180287896e-09,4.316266962892509e-09,0.0
1788,5.594485264737159e-05,1.3400983180287896e-09,4.316266962892509e-09,0.0
1789,5.740256736836662e-05,1.3400983180287896e-09,0.0,0.0
1790,5.49286965646648e-05,1.3400983180287896e-09,0.0,0.0
1791,5.564312855962531e-05,1.3400983180287896e-09,0.0,0.0
1792,5.5062162573449314e-05,1.3400983180287896e-09,0.0,0.0
1793,5.384065973755371e-05,0.0,0.0,0.0
1794,5.3623798261729204e-05,0.0,0.0,0.0
1795,5.358039665484934e-05,0.0,0.0,0.0
1796,5.5225187160041446e-05,0.0,0.0,0.0
1797,5.655300057177166e-05,0.0,0.0,4.535389207051464e-09
1798,5.7622091844677925e-05,0.0,0.0,4.535389207051464e-09
1799,5.7468031237866466e-05,6.00769592803577e-10,0.0,4.535389207051464e-09
1800,5.853601292723657e-05,1.012433502113806e-09,0.0,4.535389207051464e-09
1801,6.083132393541746e-05,1.012433502113806e-09,0.0,4.535389207051464e-09
1802,6.126303560449742e-05,1.012433502113806e-09,0.0,4.535389207051464e-09
1803,6.0031555871579e-05,1.012433502113806e-09,7.019999185128459e-10,4.535389207051464e-09
1804,6.10545217309014e-05,1.9276661536845754e-09,3.1426203227015647e-09,0.0
1805,5.882549989369831e-05,2.447021157132261e-09,3.1426203227015647e-09,0.0
1806,5.818159063762453e-05,2.363351768254672e-09,3.1426203227015647e-09,0.0
1807,5.858765091813568e-05,2.160909086588804e-09,3.1426203227015647e-09,0.0
1808,5.595575359101141e-05,2.631635465100146e-09,3.3779835119572356e-09,0.0
1809,5.2937402610301175e-05,2.812560279912597e-09,4.28260757015916e-09,0.0
1810,5.156175133639148e-05,3.2484355840166147e-09,3.5806076516463138e-09,0.0
1811,5.157925832983372e-05,2.567586873273139e-09,2.5462908924213578e-09,2.343839408272938e-10
1812,5.3133032841807494e-05,2.0482318698254532e-09,1.161720430964408e-08,2.343839408272938e-10
1813,5.307221675008934e-05,1.5311316658994656e-09,1.2005163117580407e-08,2.343839408272938e-10
1814,5.4069333210853597e-05,1.3219104382551044e-09,1.2005163117580407e-08,2.343839408272938e-10
1815,5.651605637727438e-05,1.044324769518466e-09,1.1769799928324737e-08,2.343839408272938e-10
1816,5.99272882807002e-05,1.2437453923906462e-09,1.0865175870122812e-08,2.343839408272938e-10
1817,6.040588829949099e-05,8.078700882866282e-10,1.0865175870122812e-08,2.343839408272938e-10
1818,5.979444852398176e-05,5.734861474593345e-10,9.458872225159049e-09,0.0
1819,5.9776976870905075e-05,1.0243784867977217e-09,3.8795880793632675e-10,0.0
1820,6.0995399378173586e-05,1.319172358650787e-09,0.0,0.0
1821,6.106054726322847e-05,2.6047149516626534e-09,0.0,0.0
1822,6.0245646246975025e-05,2.5363431434475915e-09,0.0,0.0
1823,5.9872371951184634e-05,2.155997705762961e-09,0.0,2.809255368012893e-10
1824,6.124275023466907e-05,2.155997705762961e-09,0.0,2.809255368012893e-10
1825,6.257688801269978e-05,2.282614510105775e-09,0.0,2.809255368012893e-10
1826,6.536483748017677e-05,2.068718656695572e-09,0.0,2.809255368012893e-10
1827,6.685714262338089e-05,1.7739247848425066e-09,0.0,2.809255368012893e-10
1828,6.811264341065128e-05,4.883821918306402e-10,0.0,2.809255368012893e-10
1829,6.709662089373783e-05,5.744361256506839e-10,0.0,3.511998152611844e-10
1830,6.91703696377642e-05,5.744361256506839e-10,0.0,1.6557882049588509e-10
1831,7.07931950663416e-05,5.744361256506839e-10,0.0,1.6557882049588509e-10
1832,7.255614608376553e-05,4.478193213078693e-10,0.0,2.507282794082601e-10
1833,7.253572662843258e-05,7.056924092704467e-10,8.247826231512688e-11,2.507282794082601e-10
1834,7.31362082920636e-05,1.2040535711323385e-09,8.247826231512688e-11,2.507282794082601e-10
1835,7.353390901698731e-05,1.2040535711323385e-09,1.662616631671808e-10,2.507282794082601e-10
1836,7.633687138357865e-05,1.0682919152468377e-09,1.662616631671808e-10,2.555151804425496e-10
1837,7.508585362562112e-05,1.0682919152468377e-09,1.662616631671808e-10,1.6021063840655969e-10
1838,7.418038876494393e-05,1.0682919152468377e-09,1.662616631671808e-10,1.6021063840655969e-10
1839,7.300171897181176e-05,1.5229805194749702e-09,1.662616631671808e-10,7.506117949418467e-11
1840,7.222888650306101e-05,3.5224478730658657e-09,8.37834008520539e-11,7.506117949418467e-11
1841,7.090698220833604e-05,4.003773265307384e-09,8.37834008520539e-11,1.4503879050157106e-10
1842,6.97605438680122e-05,8.808193238277592e-09,2.432617599420642e-10,1.4503879050157106e-10
1843,6.926082486253498e-05,8.733132058783407e-09,2.432617599420642e-10,1.355521409404251e-10
1844,7.02373030695266e-05,8.799914915805625e-09,3.7682747398650104e-10,1.355521409404251e-10
1845,7.094006806645276e-05,9.000131203798896e-09,3.7682747398650104e-10,1.355521409404251e-10
1846,7.162644760683179e-05,8.675883598842558e-09,3.7682747398650104e-10,1.355521409404251e-10
1847,7.281690445129893e-05,6.3633630745637706e-09,3.7682747398650104e-10,1.355521409404251e-10
1848,7.490232279191591e-05,5.875865603601125e-09,3.7682747398650104e-10,6.557452993303871e-11
1849,7.626958332756268e-05,1.178924703891328e-09,1.3356571404443685e-10,6.557452993303871e-11
1850,7.651620606858549e-05,2.270732617810316e-09,1.3356571404443685e-10,4.746990895603582e-11
1851,7.715472020208836e-05,2.807521493064513e-09,0.0,4.746990895603582e-11
1852,7.781341056605535e-05,2.708428346677648e-09,0.0,9.80314797592387e-11
1853,7.844003786366167e-05,2.6745060293415737e-09,0.0,9.80314797592387e-11
1854,7.842526766970488e-05,3.098711969557704e-09,5.05018606298892e-11,9.80314797592387e-11
1855,7.885796055364023e-05,2.6590246353969907e-09,5.05018606298892e-11,8.330559654799532e-10
1856,7.879405789675989e-05,2.55154556213658e-09,5.05018606298892e-11,8.330559654799532e-10
1857,7.942744663783483e-05,1.892945689085934e-09,5.05018606298892e-11,7.855860565239173e-10
1858,7.870655619106921e-05,1.5197880097263449e-09,1.0810537385909567e-10,1.0736036345651963e-09
1859,7.751507135773344e-05,1.7233118107132635e-09,1.0810537385909567e-10,1.1449008407993233e-09
1860,7.69390441876437e-05,1.748783546544936e-09,1.0810537385909567e-10,2.5477905816830214e-09
1861,7.573909221849005e-05,1.1427612031259367e-09,5.7603513229206473e-11,4.2423909781977696e-09
1862,7.433198542068047e-05,1.0902594541458858e-09,1.1332178449587258e-10,3.507366492477055e-09
1863,7.349469316458064e-05,1.3766867487266916e-09,3.042733089296336e-10,3.507366492477055e-09
1864,7.340774235282359e-05,1.1318591936720119e-09,3.5136843038304933e-10,3.507366492477055e-09
1865,7.424771943728306e-05,9.456716917480686e-10,2.9376491715384287e-10,3.219348914435776e-09
1866,7.535409219729315e-05,8.179832287704057e-10,3.822441569616737e-10,3.495646724463849e-09
1867,7.588723279435985e-05,7.824177258467354e-10,4.2545661438353477e-10,2.2223943558457346e-09
1868,7.719891228979188e-05,1.9475219294383196e-09,4.2545661438353477e-10,6.174173553371734e-10
1869,7.893444749892556e-05,2.0266937017510145e-09,4.0932422927321607e-10,6.965891276498683e-10
1870,8.127688800284107e-05,2.035921621766436e-09,2.1837270483945507e-10,7.388255880107814e-10
1871,8.312577015853353e-05,2.050421451674619e-09,1.712775833860393e-10,7.388255880107814e-10
1872,8.379445145172732e-05,2.2109534599959855e-09,1.712775833860393e-10,7.797772982875983e-10
1873,8.41317804380586e-05,2.112012485534974e-09,1.9982460527526565e-10,4.986469729192525e-10
1874,8.384184184251353e-05,2.224291148092813e-09,1.5661214785340453e-10,3.6900960065366917e-10
1875,8.347372308240406e-05,1.5405673086427945e-09,1.5661214785340453e-10,2.79386204647482e-10
1876,8.21389413821245e-05,1.5380595051541134e-09,1.170262616970571e-10,2.0021443233478716e-10
1877,7.992750033736229e-05,1.3123076355750892e-09,1.170262616970571e-10,6.473013791641336e-10
1878,7.754116398116042e-05,1.1457126794908338e-09,1.170262616970571e-10,6.835867388017241e-10
1879,7.548056185312037e-05,1.0456955579218885e-09,1.170262616970571e-10,7.822902841387552e-10
1880,7.508089661964082e-05,9.676780527672386e-10,0.0,7.639240708266572e-10
1881,7.504079154127144e-05,1.021499238370741e-09,1.578279729130827e-10,7.639240708266572e-10
1882,7.411569822579622e-05,7.345763402317423e-10,1.9023755190187127e-10,7.963336498154458e-10
1883,7.362809161090158e-05,9.148933951700197e-10,1.9023755190187127e-10,8.927015317437639e-10
1884,7.307126569295568e-05,9.060118647382812e-10,2.2074845919460373e-10,4.949108424666195e-10
1885,7.24573598875265e-05,1.0728894518839483e-09,2.4977173702327756e-10,7.778815329968175e-10
1886,7.210368598212622e-05,1.6578634100459867e-09,2.4977173702327756e-10,6.934035092141601e-10
1887,7.11862968663419e-05,1.8236672251679765e-09,2.4977173702327756e-10,7.881812345646364e-10
1888,7.033363674833839e-05,1.706156668327249e-09,9.194376411019484e-11,8.151840769870284e-10
1889,7.018557205031226e-05,1.9566044260978443e-09,5.953418512140627e-11,8.351162876309357e-10
1890,7.015088236325287e-05,1.8008061629183813e-09,5.953418512140627e-11,7.893397859940318e-10
1891,7.083516954610656e-05,1.919019705048137e-09,5.462832963765152e-11,7.234121198898943e-10
1892,7.096898791912411e-05,2.2327031334867797e-09,4.8076633943746774e-11,1.5052635923432485e-09
1893,7.130105846694537e-05,1.7736044696395732e-09,2.325700227639211e-10,1.6807030925721937e-09
1894,7.114583630547193e-05,1.6961677459395981e-09,2.325700227639211e-10,1.5756324102587728e-09
1895,7.079757051542401e-05,1.6670095779959736e-09,2.325700227639211e-10,1.6121431907688078e-09
1896,7.012338028289378e-05,1.4546694642498486e-09,2.519504485995075e-10,1.9280294840820898e-09
1897,6.915342653103705e-05,1.4649472349478491e-09,2.519504485995075e-10,2.0632056638555542e-09
1898,6.815892681645761e-05,1.57432256913432e-09,2.2634539679052982e-10,2.127791450970814e-09
1899,6.738561309508182e-05,1.093904007059316e-09,2.2208772122920906e-10,1.2088229940841545e-09
1900,6.631466489385016e-05,1.0982051379393454e-09,3.759433240903474e-11,1.0685592886718253e-09
1901,6.52231797825412e-05,1.2326149704097337e-09,1.2327776894543215e-10,1.014465571071353e-09
1902,6.413574841904588e-05,1.4366881573302237e-09,1.2327776894543215e-10,1.0198251092814153e-09
1903,6.331595743956444e-05,1.411331932274099e-09,1.0389734310984572e-10,7.312927525442753e-10
1904,6.198432726835432e-05,1.3949938426627284e-09,1.5145856394457472e-10,6.882088510185014e-10
1905,6.049810742427196e-05,1.228358050196578e-09,1.5145856394457472e-10,9.182021135486654e-10
1906,5.922445935928928e-05,1.3625950843833478e-09,1.487596434923688e-10,9.687878396328183e-10
1907,5.857145775475406e-05,1.24487861289221e-09,2.513108649753499e-10,1.0835372559509742e-09
1908,5.756446522095108e-05,1.159346222198313e-09,1.9307633666468656e-10,1.1453350648845832e-09
1909,5.7031340215222114e-05,1.2628472711995187e-09,2.2063835480867766e-10,1.627702290412409e-09
1910,5.654223267421392e-05,1.138281722847166e-09,2.481861343423779e-10,1.6581976823383725e-09
1911,5.637904126030792e-05,1.2807841216171718e-09,2.5653664113635596e-10,1.5993816192074105e-09
1912,5.610661641445144e-05,1.2020515456028541e-09,2.5653664113635596e-10,1.509823242619644e-09
1913,5.572316721164887e-05,1.1028762902931533e-09,2.55319574014669e-10,1.5773547468178606e-09
1914,5.5536538379133814e-05,1.2195387319050406e-09,1.9661782023933887e-10,1.606116136912813e-09
1915,5.546456876410437e-05,1.2416814322767168e-09,1.691689120136048e-10,1.7491257886526057e-09
1916,5.538293823649708e-05,1.0690809586806032e-09,1.5665875640375708e-10,1.6945968675915628e-09
1917,5.530809981532262e-05,1.447306869588922e-09,1.4307671119302105e-10,1.7659602986291085e-09
1918,5.526725830610043e-05,1.4829065832420797e-09,1.1592546169035347e-10,2.156640596265699e-09
1919,5.539714142547122e-05,1.5391044867157128e-09,1.3013120838837163e-10,2.0822780801209107e-09
1920,5.5783730723695566e-05,1.8388413728206591e-09,1.1583328938881619e-10,2.0836433055139635e-09
1921,5.568701349797526e-05,1.7174239728769335e-09,1.0009542996046252e-10,1.990337513849535e-09
1922,5.697140607350905e-05,1.8237009918082541e-09,1.2424672600287933e-10,1.8961644476789274e-09
1923,5.769501097217601e-05,1.7547453093743774e-09,1.3374830806370649e-10,1.66954087063179e-09
