ngram,coat,cot,cot,coat
1551,5.594123909499363e-07,0.0,0.0,5.594123909499363e-07
1552,2.001634389411525e-06,0.0,0.0,2.001634389411525e-06
1553,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1554,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1555,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1556,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1557,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1558,1.4422219984615886e-06,0.0,0.0,1.4422219984615886e-06
1559,6.8768931669183075e-06,0.0,0.0,6.8768931669183075e-06
1560,1.7196768437445697e-05,0.0,0.0,1.7196768437445697e-05
1561,1.7196768437445697e-05,0.0,0.0,1.7196768437445697e-05
1562,1.7196768437445697e-05,0.0,0.0,1.7196768437445697e-05
1563,2.0833742122964134e-05,0.0,0.0,2.0833742122964134e-05
1564,2.0833742122964134e-05,0.0,0.0,2.0833742122964134e-05
1565,2.2857343407979768e-05,0.0,0.0,2.2857343407979768e-05
1566,1.7884120747372174e-05,0.0,0.0,1.7884120747372174e-05
1567,7.564245476844787e-06,0.0,0.0,7.564245476844787e-06
1568,7.564245476844787e-06,0.0,0.0,7.564245476844787e-06
1569,8.306950803671498e-06,0.0,0.0,8.306950803671498e-06
1570,4.669977118153058e-06,0.0,0.0,4.669977118153058e-06
1571,3.654404944037586e-05,0.0,0.0,3.654404944037586e-05
1572,3.9720055870670225e-05,0.0,0.0,3.9720055870670225e-05
1573,3.781638536435951e-05,0.0,0.0,3.781638536435951e-05
1574,3.8361096910323666e-05,0.0,0.0,3.8361096910323666e-05
1575,3.8361096910323666e-05,0.0,0.0,3.8361096910323666e-05
1576,3.987179385538704e-05,0.0,0.0,3.987179385538704e-05
1577,4.752622183851989e-05,0.0,0.0,4.752622183851989e-05
1578,1.6133975740168743e-05,4.81826223871654e-07,4.81826223871654e-07,1.6133975740168743e-05
1579,1.2227877635138742e-05,4.81826223871654e-07,4.81826223871654e-07,1.2227877635138742e-05
1580,1.2227877635138742e-05,1.4722870673722355e-06,1.4722870673722355e-06,1.2227877635138742e-05
1581,1.2869780838237993e-05,1.4722870673722355e-06,1.4722870673722355e-06,1.2869780838237993e-05
1582,1.2869780838237993e-05,1.8912684416656184e-06,1.8912684416656184e-06,1.2869780838237993e-05
1583,1.4701670774489425e-05,1.8912684416656184e-06,1.8912684416656184e-06,1.4701670774489425e-05
1584,8.845465962232474e-06,1.8912684416656184e-06,1.8912684416656184e-06,8.845465962232474e-06
1585,1.1005693003036348e-05,1.4094422177939642e-06,1.4094422177939642e-06,1.1005693003036348e-05
1586,2.2652272361613412e-05,1.4094422177939642e-06,1.4094422177939642e-06,2.2652272361613412e-05
1587,2.4728749719672904e-05,4.189813742933828e-07,4.189813742933828e-07,2.4728749719672904e-05
1588,2.4211640785714345e-05,4.189813742933828e-07,4.189813742933828e-07,2.4211640785714345e-05
1589,2.6452358464926613e-05,0.0,0.0,2.6452358464926613e-05
1590,2.3926920091201153e-05,0.0,0.0,2.3926920091201153e-05
1591,2.532709848830044e-05,5.330669279958653e-07,5.330669279958653e-07,2.532709848830044e-05
1592,2.268504522362491e-05,5.330669279958653e-07,5.330669279958653e-07,2.268504522362491e-05
1593,1.220100018274804e-05,9.79620381258428e-07,9.79620381258428e-07,1.220100018274804e-05
1594,1.2974259724225184e-05,1.8177782814226312e-06,1.8177782814226312e-06,1.2974259724225184e-05
1595,1.3206348090274592e-05,1.8177782814226312e-06,1.8177782814226312e-06,1.3206348090274592e-05
1596,1.8330268436069934e-05,1.8177782814226312e-06,1.8177782814226312e-06,1.8330268436069934e-05
1597,2.0039091006245663e-05,1.8177782814226312e-06,1.8177782814226312e-06,2.0039091006245663e-05
1598,1.945049046168736e-05,1.3289452697660766e-06,1.3289452697660766e-06,1.945049046168736e-05
1599,2.110124647255621e-05,1.6826787145873823e-06,1.6826787145873823e-06,2.110124647255621e-05
1600,2.013628766560162e-05,1.3426313460383556e-06,1.3426313460383556e-06,2.013628766560162e-05
1601,2.119302800045781e-05,5.044734458741524e-07,5.044734458741524e-07,2.119302800045781e-05
1602,2.1335440968479296e-05,6.088741640399218e-07,6.088741640399218e-07,2.1335440968479296e-05
1603,1.4795023162150756e-05,6.088741640399218e-07,6.088741640399218e-07,1.4795023162150756e-05
1604,1.2037157700563381e-05,7.791444837883838e-07,7.791444837883838e-07,1.2037157700563381e-05
1605,1.043928867667481e-05,8.473474589923821e-07,8.473474589923821e-07,1.043928867667481e-05
1606,9.509253621737506e-06,8.139344426386483e-07,8.139344426386483e-07,9.509253621737506e-06
1607,8.018168500711909e-06,7.074283579251122e-07,7.074283579251122e-07,8.018168500711909e-06
1608,5.908789652104522e-06,7.074283579251122e-07,7.074283579251122e-07,5.908789652104522e-06
1609,5.430804451732131e-06,6.030276397593428e-07,6.030276397593428e-07,5.430804451732131e-06
1610,4.86148076106474e-06,6.030276397593428e-07,6.030276397593428e-07,4.86148076106474e-06
1611,4.862731218833817e-06,4.3275732001088076e-07,4.3275732001088076e-07,4.862731218833817e-06
1612,4.388800675769744e-06,3.203204284675719e-07,3.203204284675719e-07,4.388800675769744e-06
1613,6.864289405582115e-06,3.196209620780012e-07,3.196209620780012e-07,6.864289405582115e-06
1614,7.853118680551624e-06,3.196209620780012e-07,3.196209620780012e-07,7.853118680551624e-06
1615,6.056020294766183e-06,3.196209620780012e-07,3.196209620780012e-07,6.056020294766183e-06
1616,5.4899983459628336e-06,3.196209620780012e-07,3.196209620780012e-07,5.4899983459628336e-06
1617,5.852808466702949e-06,3.196209620780012e-07,3.196209620780012e-07,5.852808466702949e-06
1618,5.439224204500144e-06,5.165752392193619e-07,5.165752392193619e-07,5.439224204500144e-06
1619,7.71458531646983e-06,5.165752392193619e-07,5.165752392193619e-07,7.71458531646983e-06
1620,5.122809113800031e-06,1.9695427714136064e-07,1.9695427714136064e-07,5.122809113800031e-06
1621,5.561323803249252e-06,7.322082800393608e-07,7.322082800393608e-07,5.561323803249252e-06
1622,6.264807885664985e-06,8.025566882809341e-07,8.025566882809341e-07,6.264807885664985e-06
1623,8.150707255286502e-06,8.025566882809341e-07,8.025566882809341e-07,8.150707255286502e-06
1624,7.980997168033355e-06,9.518888808608088e-07,9.518888808608088e-07,7.980997168033355e-06
1625,7.882520029462675e-06,7.549346037194482e-07,7.549346037194482e-07,7.882520029462675e-06
1626,5.528401093865146e-06,7.549346037194482e-07,7.549346037194482e-07,5.528401093865146e-06
1627,5.403281647886615e-06,7.549346037194482e-07,7.549346037194482e-07,5.403281647886615e-06
1628,4.434519074233581e-06,5.472387231618216e-07,5.472387231618216e-07,4.434519074233581e-06
1629,5.216563230143427e-06,4.768903149202483e-07,4.768903149202483e-07,5.216563230143427e-06
1630,4.1069048555592806e-06,8.218863091055287e-07,8.218863091055287e-07,4.1069048555592806e-06
1631,4.509108098968032e-06,7.292341024367488e-07,7.292341024367488e-07,4.509108098968032e-06
1632,4.875612635909679e-06,7.292341024367488e-07,7.292341024367488e-07,4.875612635909679e-06
1633,4.827647379508042e-06,7.292341024367488e-07,7.292341024367488e-07,4.827647379508042e-06
1634,4.595169668521391e-06,7.292341024367488e-07,7.292341024367488e-07,4.595169668521391e-06
1635,1.0557525765112327e-05,1.3071928118993777e-06,1.3071928118993777e-06,1.0557525765112327e-05
1636,9.766752798766123e-06,1.6545704478890651e-06,1.6545704478890651e-06,9.766752798766123e-06
1637,1.0673194716608642e-05,2.2606561255348164e-06,2.2606561255348164e-06,1.0673194716608642e-05
1638,1.0900355505327752e-05,2.4733162880303487e-06,2.4733162880303487e-06,1.0900355505327752e-05
1639,1.1857644933245734e-05,2.4733162880303487e-06,2.4733162880303487e-06,1.1857644933245734e-05
1640,1.1651982666600296e-05,2.7817404608348236e-06,2.7817404608348236e-06,1.1651982666600296e-05
1641,1.1644034689847363e-05,3.3789613261043475e-06,3.3789613261043475e-06,1.1644034689847363e-05
1642,6.0866958782363715e-06,2.689344163237755e-06,2.689344163237755e-06,6.0866958782363715e-06
1643,5.93387530248687e-06,2.612933875363004e-06,2.612933875363004e-06,5.93387530248687e-06
1644,4.801161172248872e-06,1.7535136700124504e-06,1.7535136700124504e-06,4.801161172248872e-06
1645,4.65702035918574e-06,1.8279913303688642e-06,1.8279913303688642e-06,4.65702035918574e-06
1646,4.5420872538670665e-06,2.0294681511196747e-06,2.0294681511196747e-06,4.5420872538670665e-06
1647,4.440516696441981e-06,1.8250895306794388e-06,1.8250895306794388e-06,4.440516696441981e-06
1648,5.1186130625475405e-06,1.502964080048384e-06,1.502964080048384e-06,5.1186130625475405e-06
1649,4.646153269862095e-06,1.8346588279070732e-06,1.8346588279070732e-06,4.646153269862095e-06
1650,5.553583093842462e-06,1.7832921587666663e-06,1.7832921587666663e-06,5.553583093842462e-06
1651,5.562615350689677e-06,1.90663109833622e-06,1.90663109833622e-06,5.562615350689677e-06
1652,5.575809325364389e-06,1.6184846864624497e-06,1.6184846864624497e-06,5.575809325364389e-06
1653,4.969954691854842e-06,1.4923836439655652e-06,1.4923836439655652e-06,4.969954691854842e-06
1654,5.8200224170182735e-06,1.6372372004168158e-06,1.6372372004168158e-06,5.8200224170182735e-06
1655,6.471819915532251e-06,1.5364509278827297e-06,1.5364509278827297e-06,6.471819915532251e-06
1656,6.8962129781929046e-06,1.034163842307732e-06,1.034163842307732e-06,6.8962129781929046e-06
1657,6.698047984952739e-06,9.535853239737792e-07,9.535853239737792e-07,6.698047984952739e-06
1658,8.122825355323065e-06,1.06027871587295e-06,1.06027871587295e-06,8.122825355323065e-06
1659,1.0393130131498246e-05,1.2941119881101519e-06,1.2941119881101519e-06,1.0393130131498246e-05
1660,1.083239632342676e-05,1.379085810120679e-06,1.379085810120679e-06,1.083239632342676e-05
1661,1.108762035073596e-05,1.2645575192696664e-06,1.2645575192696664e-06,1.108762035073596e-05
1662,1.09398331785217e-05,1.1308482368934034e-06,1.1308482368934034e-06,1.09398331785217e-05
1663,1.6562408940704438e-05,1.479710777273015e-06,1.479710777273015e-06,1.6562408940704438e-05
1664,1.641169293569484e-05,1.576506495634281e-06,1.576506495634281e-06,1.641169293569484e-05
1665,1.5177471985745277e-05,1.5634540123496014e-06,1.5634540123496014e-06,1.5177471985745277e-05
1666,1.3398895719417072e-05,1.59353652406935e-06,1.59353652406935e-06,1.3398895719417072e-05
1667,1.3232835824185582e-05,1.4980915555692524e-06,1.4980915555692524e-06,1.3232835824185582e-05
1668,1.3073575701127993e-05,1.4949803853271857e-06,1.4949803853271857e-06,1.3073575701127993e-05
1669,1.246134115717723e-05,1.6341050752544106e-06,1.6341050752544106e-06,1.246134115717723e-05
1670,6.564321795719609e-06,1.4718302046341186e-06,1.4718302046341186e-06,6.564321795719609e-06
1671,6.050491135413592e-06,1.5880040556177327e-06,1.5880040556177327e-06,6.050491135413592e-06
1672,5.842146915061416e-06,1.5991705717104715e-06,1.5991705717104715e-06,5.842146915061416e-06
1673,5.072062159732533e-06,1.5764978432538816e-06,1.5764978432538816e-06,5.072062159732533e-06
1674,4.651276965107952e-06,1.6417153087136934e-06,1.6417153087136934e-06,4.651276965107952e-06
1675,4.699391768424123e-06,1.5790926600597492e-06,1.5790926600597492e-06,4.699391768424123e-06
1676,4.491882431726221e-06,1.4423146207523781e-06,1.4423146207523781e-06,4.491882431726221e-06
1677,4.3538284769186116e-06,1.2775920156725209e-06,1.2775920156725209e-06,4.3538284769186116e-06
1678,4.125709892832674e-06,1.1247859918382476e-06,1.1247859918382476e-06,4.125709892832674e-06
1679,4.5765826988437245e-06,9.895523151369292e-07,9.895523151369292e-07,4.5765826988437245e-06
1680,4.361073414267074e-06,9.098610088845557e-07,9.098610088845557e-07,4.361073414267074e-06
1681,4.2860354889333915e-06,9.587456913452895e-07,9.587456913452895e-07,4.2860354889333915e-06
1682,3.893479645609789e-06,1.0110748900972664e-06,1.0110748900972664e-06,3.893479645609789e-06
1683,3.865976395900361e-06,1.0563972929438542e-06,1.0563972929438542e-06,3.865976395900361e-06
1684,3.9304872773625125e-06,1.135332800978566e-06,1.135332800978566e-06,3.9304872773625125e-06
1685,3.854834631056292e-06,1.1584112452770308e-06,1.1584112452770308e-06,3.854834631056292e-06
1686,3.4705911145595436e-06,1.1672415293365442e-06,1.1672415293365442e-06,3.4705911145595436e-06
1687,3.26524341939408e-06,1.0736186482063204e-06,1.0736186482063204e-06,3.26524341939408e-06
1688,3.210995048773059e-06,9.412034468628658e-07,9.412034468628658e-07,3.210995048773059e-06
1689,2.7263570895489205e-06,9.78093096039499e-07,9.78093096039499e-07,2.7263570895489205e-06
1690,2.484933832290283e-06,1.0975270957455256e-06,1.0975270957455256e-06,2.484933832290283e-06
1691,2.408845408094099e-06,1.0982155020298836e-06,1.0982155020298836e-06,2.408845408094099e-06
1692,2.3626442141124116e-06,1.1126317888608485e-06,1.1126317888608485e-06,2.3626442141124116e-06
1693,1.817504072830291e-06,1.0446321263251385e-06,1.0446321263251385e-06,1.817504072830291e-06
1694,1.814159048763031e-06,1.0673451648861892e-06,1.0673451648861892e-06,1.814159048763031e-06
1695,1.7826472661194463e-06,1.129301210767153e-06,1.129301210767153e-06,1.7826472661194463e-06
1696,1.6718707058771543e-06,1.113158881642968e-06,1.113158881642968e-06,1.6718707058771543e-06
1697,2.1991537997629555e-06,1.0670916107561164e-06,1.0670916107561164e-06,2.1991537997629555e-06
1698,2.6996261916727756e-06,1.0966069063605183e-06,1.0966069063605183e-06,2.6996261916727756e-06
1699,2.5413629966156544e-06,1.160525901663537e-06,1.160525901663537e-06,2.5413629966156544e-06
1700,3.1025575383734705e-06,1.2560846179050195e-06,1.2560846179050195e-06,3.1025575383734705e-06
1701,2.9940366630398785e-06,1.3127732602567579e-06,1.3127732602567579e-06,2.9940366630398785e-06
1702,3.0349918915817398e-06,1.6237062254731427e-06,1.6237062254731427e-06,3.0349918915817398e-06
1703,3.0241411569217495e-06,1.7138581175199112e-06,1.7138581175199112e-06,3.0241411569217495e-06
1704,2.363754049383715e-06,1.7601048674415715e-06,1.7601048674415715e-06,2.363754049383715e-06
1705,1.7557167585177273e-06,1.7303181363916207e-06,1.7303181363916207e-06,1.7557167585177273e-06
1706,2.3528978415145374e-06,1.7619801805527198e-06,1.7619801805527198e-06,2.3528978415145374e-06
1707,2.0571171392345733e-06,1.7719132919020403e-06,1.7719132919020403e-06,2.0571171392345733e-06
1708,2.1436374514191163e-06,1.8679332275236708e-06,1.8679332275236708e-06,2.1436374514191163e-06
1709,1.928303130885719e-06,1.6528779107310193e-06,1.6528779107310193e-06,1.928303130885719e-06
1710,2.156017688191371e-06,1.5415176660228878e-06,1.5415176660228878e-06,2.156017688191371e-06
1711,2.07310499230776e-06,1.4693278720707376e-06,1.4693278720707376e-06,2.07310499230776e-06
1712,2.2020230078721525e-06,1.540071390796324e-06,1.540071390796324e-06,2.2020230078721525e-06
1713,1.8185110824171197e-06,1.4782602956334552e-06,1.4782602956334552e-06,1.8185110824171197e-06
1714,1.8541160459660335e-06,1.3909378578448793e-06,1.3909378578448793e-06,1.8541160459660335e-06
1715,1.8473858176548674e-06,1.2391065687162545e-06,1.2391065687162545e-06,1.8473858176548674e-06
1716,2.143318681646633e-06,1.2383453378918472e-06,1.2383453378918472e-06,2.143318681646633e-06
1717,2.290000363050889e-06,1.3623651479325157e-06,1.3623651479325157e-06,2.290000363050889e-06
1718,2.91690102065851e-06,1.366024158804586e-06,1.366024158804586e-06,2.91690102065851e-06
1719,2.9650320324695452e-06,1.2870380520065998e-06,1.2870380520065998e-06,2.9650320324695452e-06
1720,3.298163473378476e-06,1.1162600799252687e-06,1.1162600799252687e-06,3.298163473378476e-06
1721,3.6264868705464844e-06,1.1040867856796207e-06,1.1040867856796207e-06,3.6264868705464844e-06
1722,3.913655291398754e-06,1.0496272336370436e-06,1.0496272336370436e-06,3.913655291398754e-06
1723,4.26319411417353e-06,9.509411873815614e-07,9.509411873815614e-07,4.26319411417353e-06
1724,4.212133197662686e-06,8.355764456220121e-07,8.355764456220121e-07,4.212133197662686e-06
1725,4.285102412333279e-06,8.212250414934325e-07,8.212250414934325e-07,4.285102412333279e-06
1726,4.430973766440209e-06,8.42630210432357e-07,8.42630210432357e-07,4.430973766440209e-06
1727,4.236847027121777e-06,8.182276717759253e-07,8.182276717759253e-07,4.236847027121777e-06
1728,3.978932974340361e-06,1.0950390755429647e-06,1.0950390755429647e-06,3.978932974340361e-06
1729,4.050117760406076e-06,1.1616074613942016e-06,1.1616074613942016e-06,4.050117760406076e-06
1730,4.560980999355836e-06,1.2202942230032932e-06,1.2202942230032932e-06,4.560980999355836e-06
1731,4.605046342476271e-06,1.3071029099722052e-06,1.3071029099722052e-06,4.605046342476271e-06
1732,4.377169781426866e-06,1.3385658072755696e-06,1.3385658072755696e-06,4.377169781426866e-06
1733,4.149695022143922e-06,1.3544975883762942e-06,1.3544975883762942e-06,4.149695022143922e-06
1734,4.761273722968846e-06,1.439241389432157e-06,1.439241389432157e-06,4.761273722968846e-06
1735,5.122575105685558e-06,1.1862353436039745e-06,1.1862353436039745e-06,5.122575105685558e-06
1736,5.1113543447302486e-06,1.1592317150643794e-06,1.1592317150643794e-06,5.1113543447302486e-06
1737,4.983759514029121e-06,1.1270778941252502e-06,1.1270778941252502e-06,4.983759514029121e-06
1738,5.3517440262242284e-06,9.934862207826103e-07,9.934862207826103e-07,5.3517440262242284e-06
1739,5.387009683285474e-06,1.072880024821643e-06,1.072880024821643e-06,5.387009683285474e-06
1740,5.7414254115428776e-06,1.1143918641209893e-06,1.1143918641209893e-06,5.7414254115428776e-06
1741,5.239418539661399e-06,1.2455043929548992e-06,1.2455043929548992e-06,5.239418539661399e-06
1742,5.642932559827127e-06,1.3326383054845792e-06,1.3326383054845792e-06,5.642932559827127e-06
1743,6.506121638137431e-06,1.3448134187196307e-06,1.3448134187196307e-06,6.506121638137431e-06
1744,6.388329341332012e-06,1.4543617469696204e-06,1.4543617469696204e-06,6.388329341332012e-06
1745,6.961054785798686e-06,1.5487086264848976e-06,1.5487086264848976e-06,6.961054785798686e-06
1746,7.522246473204827e-06,1.5418386770501717e-06,1.5418386770501717e-06,7.522246473204827e-06
1747,7.703506558495324e-06,1.5700975544470047e-06,1.5700975544470047e-06,7.703506558495324e-06
1748,8.014540851166072e-06,1.431840083958897e-06,1.431840083958897e-06,8.014540851166072e-06
1749,8.20307338601976e-06,1.3877111574142224e-06,1.3877111574142224e-06,8.20307338601976e-06
1750,8.146600651213833e-06,1.454359059087957e-06,1.454359059087957e-06,8.146600651213833e-06
1751,8.607302593840619e-06,1.38818758646916e-06,1.38818758646916e-06,8.607302593840619e-06
1752,9.277769614917425e-06,1.4063929743965024e-06,1.4063929743965024e-06,9.277769614917425e-06
1753,1.1035182199391005e-05,1.368521403881979e-06,1.368521403881979e-06,1.1035182199391005e-05
1754,1.1680826381572323e-05,1.3658074392099349e-06,1.3658074392099349e-06,1.1680826381572323e-05
1755,1.2990834875381552e-05,1.4711103273969326e-06,1.4711103273969326e-06,1.2990834875381552e-05
1756,1.3454993417586333e-05,1.5703752101866745e-06,1.5703752101866745e-06,1.3454993417586333e-05
1757,1.4336366023469185e-05,1.69421995061774e-06,1.69421995061774e-06,1.4336366023469185e-05
1758,1.4348537141423939e-05,1.7586161870245372e-06,1.7586161870245372e-06,1.4348537141423939e-05
1759,1.3843003866246103e-05,1.8315538779591276e-06,1.8315538779591276e-06,1.3843003866246103e-05
1760,1.2622737163578027e-05,1.949157048589508e-06,1.949157048589508e-06,1.2622737163578027e-05
1761,1.3049385935508845e-05,1.9979156442267206e-06,1.9979156442267206e-06,1.3049385935508845e-05
1762,1.290229933407058e-05,2.0267802938178647e-06,2.0267802938178647e-06,1.290229933407058e-05
1763,1.3165474878665659e-05,2.0074942962570016e-06,2.0074942962570016e-06,1.3165474878665659e-05
1764,1.3621813325568968e-05,1.987326868402306e-06,1.987326868402306e-06,1.3621813325568968e-05
1765,1.4997360267443582e-05,2.0781525823362505e-06,2.0781525823362505e-06,1.4997360267443582e-05
1766,1.5200294261116401e-05,2.1980053069065823e-06,2.1980053069065823e-06,1.5200294261116401e-05
1767,1.543942835269263e-05,2.2661830436326066e-06,2.2661830436326066e-06,1.543942835269263e-05
1768,1.76015047535267e-05,2.3609870822838275e-06,2.3609870822838275e-06,1.76015047535267e-05
1769,1.7298883514221025e-05,2.494334629383437e-06,2.494334629383437e-06,1.7298883514221025e-05
1770,1.7954558643396012e-05,2.5995731058563772e-06,2.5995731058563772e-06,1.7954558643396012e-05
1771,1.8099027459226947e-05,2.7033673372248553e-06,2.7033673372248553e-06,1.8099027459226947e-05
1772,1.7705234703108935e-05,2.7344007906192147e-06,2.7344007906192147e-06,1.7705234703108935e-05
1773,1.8532861888940844e-05,2.741149858463489e-06,2.741149858463489e-06,1.8532861888940844e-05
1774,1.872582860024912e-05,2.7437433150875483e-06,2.7437433150875483e-06,1.872582860024912e-05
1775,1.715026779233345e-05,2.634818851480044e-06,2.634818851480044e-06,1.715026779233345e-05
1776,1.8202174422705347e-05,2.6240028156670244e-06,2.6240028156670244e-06,1.8202174422705347e-05
1777,1.8907084527849554e-05,2.739560841291677e-06,2.739560841291677e-06,1.8907084527849554e-05
1778,1.7991607169928363e-05,2.735360892204751e-06,2.735360892204751e-06,1.7991607169928363e-05
1779,1.7962438635419987e-05,2.8430061839961648e-06,2.8430061839961648e-06,1.7962438635419987e-05
1780,1.7783774897647424e-05,2.9019212693778433e-06,2.9019212693778433e-06,1.7783774897647424e-05
1781,1.9462453305355405e-05,2.933622649184794e-06,2.933622649184794e-06,1.9462453305355405e-05
1782,1.9860381144098938e-05,3.0361399824739365e-06,3.0361399824739365e-06,1.9860381144098938e-05
1783,2.014961371189981e-05,3.0701903922038454e-06,3.0701903922038454e-06,2.014961371189981e-05
1784,1.8856338751252872e-05,2.90909162816076e-06,2.90909162816076e-06,1.8856338751252872e-05
1785,1.9517749283945056e-05,2.863633134048931e-06,2.863633134048931e-06,1.9517749283945056e-05
1786,1.8870225306142985e-05,2.7740924711646845e-06,2.7740924711646845e-06,1.8870225306142985e-05
1787,1.8794728670660072e-05,2.8286301910286838e-06,2.8286301910286838e-06,1.8794728670660072e-05
1788,1.7532033000731773e-05,2.919155057108063e-06,2.919155057108063e-06,1.7532033000731773e-05
1789,1.695220232379922e-05,3.0267818017039516e-06,3.0267818017039516e-06,1.695220232379922e-05
1790,1.6605943918485927e-05,3.159894471796828e-06,3.159894471796828e-06,1.6605943918485927e-05
1791,1.705077335957737e-05,3.348700244844492e-06,3.348700244844492e-06,1.705077335957737e-05
1792,1.6984984410685555e-05,3.554370713183224e-06,3.554370713183224e-06,1.6984984410685555e-05
1793,1.8449445113739265e-05,3.603056484280387e-06,3.603056484280387e-06,1.8449445113739265e-05
1794,1.8735310992009806e-05,3.5342483377982196e-06,3.5342483377982196e-06,1.8735310992009806e-05
1795,1.898094082467391e-05,3.5138267386563323e-06,3.5138267386563323e-06,1.898094082467391e-05
1796,1.9004937452596744e-05,3.6199176715204625e-06,3.6199176715204625e-06,1.9004937452596744e-05
1797,1.9478500429873486e-05,3.5222372909109775e-06,3.5222372909109775e-06,1.9478500429873486e-05
1798,1.9914377844543196e-05,3.423170970303805e-06,3.423170970303805e-06,1.9914377844543196e-05
1799,1.993394783182469e-05,3.3778465941785337e-06,3.3778465941785337e-06,1.993394783182469e-05
1800,1.917273922507385e-05,3.324938818747926e-06,3.324938818747926e-06,1.917273922507385e-05
1801,1.9259556730893174e-05,3.3492369441643987e-06,3.3492369441643987e-06,1.9259556730893174e-05
1802,1.9015271910965176e-05,3.374568515417715e-06,3.374568515417715e-06,1.9015271910965176e-05
1803,1.933118879346044e-05,3.2840022998113582e-06,3.2840022998113582e-06,1.933118879346044e-05
