ngram,bet,bet,bet,bet
1799,3.331600055389572e-06,3.331600055389572e-06,3.331600055389572e-06,3.331600055389572e-06
1800,3.404096949972362e-06,3.404096949972362e-06,3.404096949972362e-06,3.404096949972362e-06
1801,3.3597558675475218e-06,3.3597558675475218e-06,3.3597558675475218e-06,3.3597558675475218e-06
1802,3.2865825037983347e-06,3.2865825037983347e-06,3.2865825037983347e-06,3.2865825037983347e-06
1803,3.292483045567808e-06,3.292483045567808e-06,3.292483045567808e-06,3.292483045567808e-06
1804,3.2524602764689396e-06,3.2524602764689396e-06,3.2524602764689396e-06,3.2524602764689396e-06
1805,3.274696155131096e-06,3.274696155131096e-06,3.274696155131096e-06,3.274696155131096e-06
1806,3.134362584335447e-06,3.134362584335447e-06,3.134362584335447e-06,3.134362584335447e-06
1807,3.0822352528048214e-06,3.0822352528048214e-06,3.0822352528048214e-06,3.0822352528048214e-06
1808,3.0526598493452184e-06,3.0526598493452184e-06,3.0526598493452184e-06,3.0526598493452184e-06
1809,2.968152070284954e-06,2.968152070284954e-06,2.968152070284954e-06,2.968152070284954e-06
1810,2.9234427074698033e-06,2.9234427074698033e-06,2.9234427074698033e-06,2.9234427074698033e-06
1811,3.019091146987713e-06,3.019091146987713e-06,3.019091146987713e-06,3.019091146987713e-06
1812,2.860693744618662e-06,2.860693744618662e-06,2.860693744618662e-06,2.860693744618662e-06
1813,2.856351979322166e-06,2.856351979322166e-06,2.856351979322166e-06,2.856351979322166e-06
1814,2.770525887691682e-06,2.770525887691682e-06,2.770525887691682e-06,2.770525887691682e-06
1815,2.658049749827894e-06,2.658049749827894e-06,2.658049749827894e-06,2.658049749827894e-06
1816,2.634630716004592e-06,2.634630716004592e-06,2.634630716004592e-06,2.634630716004592e-06
1817,2.6114059242640257e-06,2.6114059242640257e-06,2.6114059242640257e-06,2.6114059242640257e-06
1818,2.4015599657494543e-06,2.4015599657494543e-06,2.4015599657494543e-06,2.4015599657494543e-06
1819,2.527747126025913e-06,2.527747126025913e-06,2.527747126025913e-06,2.527747126025913e-06
1820,2.581242727371448e-06,2.581242727371448e-06,2.581242727371448e-06,2.581242727371448e-06
1821,2.5712587817646896e-06,2.5712587817646896e-06,2.5712587817646896e-06,2.5712587817646896e-06
1822,2.704828732800836e-06,2.704828732800836e-06,2.704828732800836e-06,2.704828732800836e-06
1823,2.785562108848743e-06,2.785562108848743e-06,2.785562108848743e-06,2.785562108848743e-06
1824,2.735453075989166e-06,2.735453075989166e-06,2.735453075989166e-06,2.735453075989166e-06
1825,2.7254481470403595e-06,2.7254481470403595e-06,2.7254481470403595e-06,2.7254481470403595e-06
1826,2.5708089716707557e-06,2.5708089716707557e-06,2.5708089716707557e-06,2.5708089716707557e-06
1827,2.511090315238107e-06,2.511090315238107e-06,2.511090315238107e-06,2.511090315238107e-06
1828,2.4668989421375694e-06,2.4668989421375694e-06,2.4668989421375694e-06,2.4668989421375694e-06
1829,2.4016313610835434e-06,2.4016313610835434e-06,2.4016313610835434e-06,2.4016313610835434e-06
1830,2.4138049801487275e-06,2.4138049801487275e-06,2.4138049801487275e-06,2.4138049801487275e-06
1831,2.4417230244060713e-06,2.4417230244060713e-06,2.4417230244060713e-06,2.4417230244060713e-06
1832,2.4211648386491495e-06,2.4211648386491495e-06,2.4211648386491495e-06,2.4211648386491495e-06
1833,2.4034768232793013e-06,2.4034768232793013e-06,2.4034768232793013e-06,2.4034768232793013e-06
1834,2.417147405659697e-06,2.417147405659697e-06,2.417147405659697e-06,2.417147405659697e-06
1835,2.4339577261603803e-06,2.4339577261603803e-06,2.4339577261603803e-06,2.4339577261603803e-06
1836,2.464781378616213e-06,2.464781378616213e-06,2.464781378616213e-06,2.464781378616213e-06
1837,2.433625338328836e-06,2.433625338328836e-06,2.433625338328836e-06,2.433625338328836e-06
1838,2.4940126682590095e-06,2.4940126682590095e-06,2.4940126682590095e-06,2.4940126682590095e-06
1839,2.539565749819823e-06,2.539565749819823e-06,2.539565749819823e-06,2.539565749819823e-06
1840,2.652524666960484e-06,2.652524666960484e-06,2.652524666960484e-06,2.652524666960484e-06
1841,2.715985114524041e-06,2.715985114524041e-06,2.715985114524041e-06,2.715985114524041e-06
1842,2.784696789603913e-06,2.784696789603913e-06,2.784696789603913e-06,2.784696789603913e-06
1843,2.734719146246789e-06,2.734719146246789e-06,2.734719146246789e-06,2.734719146246789e-06
1844,2.7523071496813955e-06,2.7523071496813955e-06,2.7523071496813955e-06,2.7523071496813955e-06
1845,2.6647732543746576e-06,2.6647732543746576e-06,2.6647732543746576e-06,2.6647732543746576e-06
1846,2.6086417424916623e-06,2.6086417424916623e-06,2.6086417424916623e-06,2.6086417424916623e-06
1847,2.696216662505841e-06,2.696216662505841e-06,2.696216662505841e-06,2.696216662505841e-06
1848,2.768660676468114e-06,2.768660676468114e-06,2.768660676468114e-06,2.768660676468114e-06
1849,2.770570095630579e-06,2.770570095630579e-06,2.770570095630579e-06,2.770570095630579e-06
1850,3.222764105105723e-06,3.222764105105723e-06,3.222764105105723e-06,3.222764105105723e-06
1851,3.1962844592011867e-06,3.1962844592011867e-06,3.1962844592011867e-06,3.1962844592011867e-06
1852,3.2731134069763357e-06,3.2731134069763357e-06,3.2731134069763357e-06,3.2731134069763357e-06
1853,3.364021657554466e-06,3.364021657554466e-06,3.364021657554466e-06,3.364021657554466e-06
1854,3.3649846500338754e-06,3.3649846500338754e-06,3.3649846500338754e-06,3.3649846500338754e-06
1855,3.3500013094973317e-06,3.3500013094973317e-06,3.3500013094973317e-06,3.3500013094973317e-06
1856,3.4582120471376195e-06,3.4582120471376195e-06,3.4582120471376195e-06,3.4582120471376195e-06
1857,3.2706594928250913e-06,3.2706594928250913e-06,3.2706594928250913e-06,3.2706594928250913e-06
1858,3.340708092634616e-06,3.340708092634616e-06,3.340708092634616e-06,3.340708092634616e-06
1859,3.458807798649234e-06,3.458807798649234e-06,3.458807798649234e-06,3.458807798649234e-06
1860,3.4789199422188436e-06,3.4789199422188436e-06,3.4789199422188436e-06,3.4789199422188436e-06
1861,3.472458047326654e-06,3.472458047326654e-06,3.472458047326654e-06,3.472458047326654e-06
1862,3.6195240876882702e-06,3.6195240876882702e-06,3.6195240876882702e-06,3.6195240876882702e-06
1863,3.727583199568991e-06,3.727583199568991e-06,3.727583199568991e-06,3.727583199568991e-06
1864,3.61702642034548e-06,3.61702642034548e-06,3.61702642034548e-06,3.61702642034548e-06
1865,3.947757120061267e-06,3.947757120061267e-06,3.947757120061267e-06,3.947757120061267e-06
1866,3.986446147661939e-06,3.986446147661939e-06,3.986446147661939e-06,3.986446147661939e-06
1867,4.160903699812479e-06,4.160903699812479e-06,4.160903699812479e-06,4.160903699812479e-06
1868,4.253202048078362e-06,4.253202048078362e-06,4.253202048078362e-06,4.253202048078362e-06
1869,4.229039437372453e-06,4.229039437372453e-06,4.229039437372453e-06,4.229039437372453e-06
1870,4.30016588584944e-06,4.30016588584944e-06,4.30016588584944e-06,4.30016588584944e-06
1871,4.424521648616064e-06,4.424521648616064e-06,4.424521648616064e-06,4.424521648616064e-06
1872,4.2129535618836855e-06,4.2129535618836855e-06,4.2129535618836855e-06,4.2129535618836855e-06
1873,4.261477248032211e-06,4.261477248032211e-06,4.261477248032211e-06,4.261477248032211e-06
1874,4.188831293764192e-06,4.188831293764192e-06,4.188831293764192e-06,4.188831293764192e-06
1875,4.131051290252279e-06,4.131051290252279e-06,4.131051290252279e-06,4.131051290252279e-06
1876,4.274980320977713e-06,4.274980320977713e-06,4.274980320977713e-06,4.274980320977713e-06
1877,4.107273883034525e-06,4.107273883034525e-06,4.107273883034525e-06,4.107273883034525e-06
1878,4.117811288649266e-06,4.117811288649266e-06,4.117811288649266e-06,4.117811288649266e-06
1879,4.123539026425403e-06,4.123539026425403e-06,4.123539026425403e-06,4.123539026425403e-06
1880,4.193355802531837e-06,4.193355802531837e-06,4.193355802531837e-06,4.193355802531837e-06
1881,4.2533539336935585e-06,4.2533539336935585e-06,4.2533539336935585e-06,4.2533539336935585e-06
1882,4.234555652666521e-06,4.234555652666521e-06,4.234555652666521e-06,4.234555652666521e-06
1883,4.065835550396254e-06,4.065835550396254e-06,4.065835550396254e-06,4.065835550396254e-06
1884,4.122983227716759e-06,4.122983227716759e-06,4.122983227716759e-06,4.122983227716759e-06
1885,4.11364512079412e-06,4.11364512079412e-06,4.11364512079412e-06,4.11364512079412e-06
1886,4.138395330041281e-06,4.138395330041281e-06,4.138395330041281e-06,4.138395330041281e-06
1887,4.043811583999611e-06,4.043811583999611e-06,4.043811583999611e-06,4.043811583999611e-06
1888,4.008591401673454e-06,4.008591401673454e-06,4.008591401673454e-06,4.008591401673454e-06
1889,4.082393843418686e-06,4.082393843418686e-06,4.082393843418686e-06,4.082393843418686e-06
1890,4.055406439614931e-06,4.055406439614931e-06,4.055406439614931e-06,4.055406439614931e-06
1891,4.055849818282045e-06,4.055849818282045e-06,4.055849818282045e-06,4.055849818282045e-06
1892,3.988804402459729e-06,3.988804402459729e-06,3.988804402459729e-06,3.988804402459729e-06
1893,3.986426788417573e-06,3.986426788417573e-06,3.986426788417573e-06,3.986426788417573e-06
1894,4.0085682420405126e-06,4.0085682420405126e-06,4.0085682420405126e-06,4.0085682420405126e-06
1895,4.0292569078051855e-06,4.0292569078051855e-06,4.0292569078051855e-06,4.0292569078051855e-06
1896,4.133018299918538e-06,4.133018299918538e-06,4.133018299918538e-06,4.133018299918538e-06
1897,4.157430599402037e-06,4.157430599402037e-06,4.157430599402037e-06,4.157430599402037e-06
1898,4.207545446531315e-06,4.207545446531315e-06,4.207545446531315e-06,4.207545446531315e-06
1899,4.247715034060613e-06,4.247715034060613e-06,4.247715034060613e-06,4.247715034060613e-06
1900,4.329805441167471e-06,4.329805441167471e-06,4.329805441167471e-06,4.329805441167471e-06
1901,4.330053603293241e-06,4.330053603293241e-06,4.330053603293241e-06,4.330053603293241e-06
1902,4.353751851989987e-06,4.353751851989987e-06,4.353751851989987e-06,4.353751851989987e-06
1903,4.240678078661274e-06,4.240678078661274e-06,4.240678078661274e-06,4.240678078661274e-06
1904,4.353874893630356e-06,4.353874893630356e-06,4.353874893630356e-06,4.353874893630356e-06
1905,4.28542645230274e-06,4.28542645230274e-06,4.28542645230274e-06,4.28542645230274e-06
1906,4.288345345620266e-06,4.288345345620266e-06,4.288345345620266e-06,4.288345345620266e-06
1907,4.224013991915854e-06,4.224013991915854e-06,4.224013991915854e-06,4.224013991915854e-06
1908,4.210785261550752e-06,4.210785261550752e-06,4.210785261550752e-06,4.210785261550752e-06
1909,4.267907180682025e-06,4.267907180682025e-06,4.267907180682025e-06,4.267907180682025e-06
1910,4.275921777921862e-06,4.275921777921862e-06,4.275921777921862e-06,4.275921777921862e-06
1911,4.2042966015287675e-06,4.2042966015287675e-06,4.2042966015287675e-06,4.2042966015287675e-06
1912,4.2266065065632574e-06,4.2266065065632574e-06,4.2266065065632574e-06,4.2266065065632574e-06
1913,4.243513558321865e-06,4.243513558321865e-06,4.243513558321865e-06,4.243513558321865e-06
1914,4.209288493127263e-06,4.209288493127263e-06,4.209288493127263e-06,4.209288493127263e-06
1915,4.2439291974005755e-06,4.2439291974005755e-06,4.2439291974005755e-06,4.2439291974005755e-06
1916,4.222751613269793e-06,4.222751613269793e-06,4.222751613269793e-06,4.222751613269793e-06
1917,4.281858764443314e-06,4.281858764443314e-06,4.281858764443314e-06,4.281858764443314e-06
1918,4.2949325558895775e-06,4.2949325558895775e-06,4.2949325558895775e-06,4.2949325558895775e-06
1919,4.414684878741225e-06,4.414684878741225e-06,4.414684878741225e-06,4.414684878741225e-06
1920,4.465799585367287e-06,4.465799585367287e-06,4.465799585367287e-06,4.465799585367287e-06
1921,4.47341173120159e-06,4.47341173120159e-06,4.47341173120159e-06,4.47341173120159e-06
1922,4.485798139545036e-06,4.485798139545036e-06,4.485798139545036e-06,4.485798139545036e-06
1923,4.45769455836853e-06,4.45769455836853e-06,4.45769455836853e-06,4.45769455836853e-06
1924,4.431019338621159e-06,4.431019338621159e-06,4.431019338621159e-06,4.431019338621159e-06
1925,4.434576112544164e-06,4.434576112544164e-06,4.434576112544164e-06,4.434576112544164e-06
1926,4.374677181268842e-06,4.374677181268842e-06,4.374677181268842e-06,4.374677181268842e-06
1927,4.314999906845125e-06,4.314999906845125e-06,4.314999906845125e-06,4.314999906845125e-06
1928,4.305567277437408e-06,4.305567277437408e-06,4.305567277437408e-06,4.305567277437408e-06
1929,4.283183053693003e-06,4.283183053693003e-06,4.283183053693003e-06,4.283183053693003e-06
1930,4.341915103265949e-06,4.341915103265949e-06,4.341915103265949e-06,4.341915103265949e-06
1931,4.325422261380092e-06,4.325422261380092e-06,4.325422261380092e-06,4.325422261380092e-06
1932,4.337184561466399e-06,4.337184561466399e-06,4.337184561466399e-06,4.337184561466399e-06
1933,4.374542900872516e-06,4.374542900872516e-06,4.374542900872516e-06,4.374542900872516e-06
1934,4.421382982400246e-06,4.421382982400246e-06,4.421382982400246e-06,4.421382982400246e-06
1935,4.497491577889637e-06,4.497491577889637e-06,4.497491577889637e-06,4.497491577889637e-06
1936,4.519146776666665e-06,4.519146776666665e-06,4.519146776666665e-06,4.519146776666665e-06
1937,4.520287088130967e-06,4.520287088130967e-06,4.520287088130967e-06,4.520287088130967e-06
1938,4.557121688516677e-06,4.557121688516677e-06,4.557121688516677e-06,4.557121688516677e-06
1939,4.594207049584449e-06,4.594207049584449e-06,4.594207049584449e-06,4.594207049584449e-06
1940,4.5498926998074495e-06,4.5498926998074495e-06,4.5498926998074495e-06,4.5498926998074495e-06
1941,4.64828885274723e-06,4.64828885274723e-06,4.64828885274723e-06,4.64828885274723e-06
1942,4.706202746872025e-06,4.706202746872025e-06,4.706202746872025e-06,4.706202746872025e-06
1943,4.801224934323857e-06,4.801224934323857e-06,4.801224934323857e-06,4.801224934323857e-06
1944,4.808193352801027e-06,4.808193352801027e-06,4.808193352801027e-06,4.808193352801027e-06
1945,4.828560382260808e-06,4.828560382260808e-06,4.828560382260808e-06,4.828560382260808e-06
1946,4.857219924555725e-06,4.857219924555725e-06,4.857219924555725e-06,4.857219924555725e-06
1947,4.948201032155859e-06,4.948201032155859e-06,4.948201032155859e-06,4.948201032155859e-06
1948,4.920809780222564e-06,4.920809780222564e-06,4.920809780222564e-06,4.920809780222564e-06
1949,4.89635606624818e-06,4.89635606624818e-06,4.89635606624818e-06,4.89635606624818e-06
1950,4.831708728098809e-06,4.831708728098809e-06,4.831708728098809e-06,4.831708728098809e-06
1951,4.795442496937799e-06,4.795442496937799e-06,4.795442496937799e-06,4.795442496937799e-06
1952,4.769825669167663e-06,4.769825669167663e-06,4.769825669167663e-06,4.769825669167663e-06
1953,4.6982858553487205e-06,4.6982858553487205e-06,4.6982858553487205e-06,4.6982858553487205e-06
1954,4.578964568021807e-06,4.578964568021807e-06,4.578964568021807e-06,4.578964568021807e-06
1955,4.4403328242229434e-06,4.4403328242229434e-06,4.4403328242229434e-06,4.4403328242229434e-06
1956,4.3292885883212354e-06,4.3292885883212354e-06,4.3292885883212354e-06,4.3292885883212354e-06
1957,4.2619195223129025e-06,4.2619195223129025e-06,4.2619195223129025e-06,4.2619195223129025e-06
1958,4.2386562719392325e-06,4.2386562719392325e-06,4.2386562719392325e-06,4.2386562719392325e-06
1959,4.156551053061516e-06,4.156551053061516e-06,4.156551053061516e-06,4.156551053061516e-06
1960,4.082141588566758e-06,4.082141588566758e-06,4.082141588566758e-06,4.082141588566758e-06
1961,4.006435964194159e-06,4.006435964194159e-06,4.006435964194159e-06,4.006435964194159e-06
1962,3.962281523074905e-06,3.962281523074905e-06,3.962281523074905e-06,3.962281523074905e-06
1963,3.948962752734328e-06,3.948962752734328e-06,3.948962752734328e-06,3.948962752734328e-06
1964,3.901349438300323e-06,3.901349438300323e-06,3.901349438300323e-06,3.901349438300323e-06
1965,3.873490511198595e-06,3.873490511198595e-06,3.873490511198595e-06,3.873490511198595e-06
1966,3.873314004262543e-06,3.873314004262543e-06,3.873314004262543e-06,3.873314004262543e-06
1967,3.879073054641984e-06,3.879073054641984e-06,3.879073054641984e-06,3.879073054641984e-06
1968,3.889778132101388e-06,3.889778132101388e-06,3.889778132101388e-06,3.889778132101388e-06
1969,3.914197187831243e-06,3.914197187831243e-06,3.914197187831243e-06,3.914197187831243e-06
1970,3.922701028256727e-06,3.922701028256727e-06,3.922701028256727e-06,3.922701028256727e-06
1971,3.939776174125395e-06,3.939776174125395e-06,3.939776174125395e-06,3.939776174125395e-06
1972,3.906875073360945e-06,3.906875073360945e-06,3.906875073360945e-06,3.906875073360945e-06
1973,3.940464206867286e-06,3.940464206867286e-06,3.940464206867286e-06,3.940464206867286e-06
1974,3.931178330926091e-06,3.931178330926091e-06,3.931178330926091e-06,3.931178330926091e-06
1975,3.94522963428504e-06,3.94522963428504e-06,3.94522963428504e-06,3.94522963428504e-06
1976,3.9665885976449185e-06,3.9665885976449185e-06,3.9665885976449185e-06,3.9665885976449185e-06
1977,3.998718511866173e-06,3.998718511866173e-06,3.998718511866173e-06,3.998718511866173e-06
1978,4.05292082307694e-06,4.05292082307694e-06,4.05292082307694e-06,4.05292082307694e-06
1979,4.121531609208822e-06,4.121531609208822e-06,4.121531609208822e-06,4.121531609208822e-06
1980,4.1579434894499305e-06,4.1579434894499305e-06,4.1579434894499305e-06,4.1579434894499305e-06
1981,4.263663348475737e-06,4.263663348475737e-06,4.263663348475737e-06,4.263663348475737e-06
1982,4.403229078369415e-06,4.403229078369415e-06,4.403229078369415e-06,4.403229078369415e-06
1983,4.5327524276217446e-06,4.5327524276217446e-06,4.5327524276217446e-06,4.5327524276217446e-06
1984,4.6834849984276976e-06,4.6834849984276976e-06,4.6834849984276976e-06,4.6834849984276976e-06
1985,4.836216508660332e-06,4.836216508660332e-06,4.836216508660332e-06,4.836216508660332e-06
1986,4.994765017077693e-06,4.994765017077693e-06,4.994765017077693e-06,4.994765017077693e-06
1987,5.1730693095513355e-06,5.1730693095513355e-06,5.1730693095513355e-06,5.1730693095513355e-06
1988,5.354605036700377e-06,5.354605036700377e-06,5.354605036700377e-06,5.354605036700377e-06
1989,5.522361724225837e-06,5.522361724225837e-06,5.522361724225837e-06,5.522361724225837e-06
1990,5.6517624216212425e-06,5.6517624216212425e-06,5.6517624216212425e-06,5.6517624216212425e-06
1991,5.788812424205909e-06,5.788812424205909e-06,5.788812424205909e-06,5.788812424205909e-06
1992,5.875039602999875e-06,5.875039602999875e-06,5.875039602999875e-06,5.875039602999875e-06
1993,6.0578846127360265e-06,6.0578846127360265e-06,6.0578846127360265e-06,6.0578846127360265e-06
1994,6.230233988649811e-06,6.230233988649811e-06,6.230233988649811e-06,6.230233988649811e-06
1995,6.36495990745191e-06,6.36495990745191e-06,6.36495990745191e-06,6.36495990745191e-06
1996,6.5690287556208204e-06,6.5690287556208204e-06,6.5690287556208204e-06,6.5690287556208204e-06
1997,6.981715744456908e-06,6.981715744456908e-06,6.981715744456908e-06,6.981715744456908e-06
1998,7.350237930430532e-06,7.350237930430532e-06,7.350237930430532e-06,7.350237930430532e-06
1999,7.79195007843165e-06,7.79195007843165e-06,7.79195007843165e-06,7.79195007843165e-06
2000,8.178586865272206e-06,8.178586865272206e-06,8.178586865272206e-06,8.178586865272206e-06
2001,8.615238259933125e-06,8.615238259933125e-06,8.615238259933125e-06,8.615238259933125e-06
2002,9.187174522854288e-06,9.187174522854288e-06,9.187174522854288e-06,9.187174522854288e-06
2003,9.619889559482025e-06,9.619889559482025e-06,9.619889559482025e-06,9.619889559482025e-06
2004,9.956015024467238e-06,9.956015024467238e-06,9.956015024467238e-06,9.956015024467238e-06
2005,1.0389850103820208e-05,1.0389850103820208e-05,1.0389850103820208e-05,1.0389850103820208e-05
2006,1.1007316451079013e-05,1.1007316451079013e-05,1.1007316451079013e-05,1.1007316451079013e-05
2007,1.1763957835293176e-05,1.1763957835293176e-05,1.1763957835293176e-05,1.1763957835293176e-05
2008,1.2708935303505444e-05,1.2708935303505444e-05,1.2708935303505444e-05,1.2708935303505444e-05
2009,1.3310732096475217e-05,1.3310732096475217e-05,1.3310732096475217e-05,1.3310732096475217e-05
2010,1.381438869429985e-05,1.381438869429985e-05,1.381438869429985e-05,1.381438869429985e-05
2011,1.4814277424842917e-05,1.4814277424842917e-05,1.4814277424842917e-05,1.4814277424842917e-05
2012,1.541134536507473e-05,1.541134536507473e-05,1.541134536507473e-05,1.541134536507473e-05
2013,1.566862504530166e-05,1.566862504530166e-05,1.566862504530166e-05,1.566862504530166e-05
2014,1.5775244589479242e-05,1.5775244589479242e-05,1.5775244589479242e-05,1.5775244589479242e-05
2015,1.5458402491016648e-05,1.5458402491016648e-05,1.5458402491016648e-05,1.5458402491016648e-05
2016,1.5413220483294155e-05,1.5413220483294155e-05,1.5413220483294155e-05,1.5413220483294155e-05
2017,1.564376695265916e-05,1.564376695265916e-05,1.564376695265916e-05,1.564376695265916e-05
2018,1.5141928088269196e-05,1.5141928088269196e-05,1.5141928088269196e-05,1.5141928088269196e-05
2019,1.4918689430487575e-05,1.4918689430487575e-05,1.4918689430487575e-05,1.4918689430487575e-05
