ngram,fee,f,fe,fee
1537,0.00010296159601758908,0.00036385731774706595,0.00032679876816083767,0.00010296159601758908
1538,0.00010296159601758908,0.00017610141860911557,0.00033315164530124875,0.00010296159601758908
1539,0.00010251067942590453,0.00018245541962512237,0.00033315164530124875,0.00010251067942590453
1540,7.856546549841628e-05,0.00016649194367346354,0.0003171881693495899,7.856546549841628e-05
1541,0.0001753052222608988,0.00015145468257417503,4.091935401057916e-05,0.0001753052222608988
1542,0.0001591139185360849,7.200420181366749e-05,4.091935401057916e-05,0.0001591139185360849
1543,0.0001508427772673063,9.34793939190318e-05,4.047208962479739e-05,0.0001508427772673063
1544,0.00011972213607285604,0.00011406692179402203,4.1167614264330564e-05,0.00011972213607285604
1545,0.0001861663223670413,9.795541206715695e-05,3.69580979427805e-05,0.0001861663223670413
1546,0.0002672811176255761,9.023172788147349e-05,3.69580979427805e-05,0.0002672811176255761
1547,0.00027055825882728513,0.00010661743389001848,4.67895215479075e-05,0.00027055825882728513
1548,0.00017890132858155994,8.11182375660532e-05,1.2670309063521148e-05,0.00017890132858155994
1549,0.00017739668224489184,7.602032149277096e-05,1.2670309063521148e-05,0.00017739668224489184
1550,0.00017463372101441825,6.292955887537184e-05,1.2670309063521148e-05,0.00017463372101441825
1551,0.0001843495468035274,6.595400191145018e-05,1.4335981567065964e-05,0.0001843495468035274
1552,0.0001193475825078037,0.00011276353766983707,1.2192620748204977e-05,0.0001193475825078037
1553,3.8232787249268896e-05,0.00011052588810603734,1.2192620748204977e-05,3.8232787249268896e-05
1554,8.123865687334078e-05,0.00013116659075811704,8.567061247179351e-05,8.123865687334078e-05
1555,7.11389325910464e-05,0.0001267534696255877,8.567061247179351e-05,7.11389325910464e-05
1556,7.11389325910464e-05,0.00014410480356933216,8.567061247179351e-05,7.11389325910464e-05
1557,9.052842675113684e-05,0.00015306859729337572,8.567061247179351e-05,9.052842675113684e-05
1558,7.772534068603168e-05,0.00013968735662014557,8.330941532871552e-05,7.772534068603168e-05
1559,7.62831186875701e-05,9.164992297883146e-05,8.330941532871552e-05,7.62831186875701e-05
1560,8.121871152460309e-05,0.00010600801085404652,8.869369828192118e-05,8.121871152460309e-05
1561,3.4935700698822204e-05,6.898160219342182e-05,5.384282953205652e-06,3.4935700698822204e-05
1562,3.6112430279899854e-05,7.721870887118192e-05,7.161997538267835e-06,3.6112430279899854e-05
1563,6.611746292557135e-05,5.8351302868686616e-05,8.071240959647444e-06,6.611746292557135e-05
1564,4.4444084129021834e-05,4.602293327999567e-05,8.071240959647444e-06,4.4444084129021834e-05
1565,4.5103588100963475e-05,8.638223568725931e-05,5.56258729765042e-05,4.5103588100963475e-05
1566,6.604396457987605e-05,0.00010560338887444232,6.324055500174706e-05,6.604396457987605e-05
1567,7.066193380264199e-05,0.00010762283714679402,5.9221066684196035e-05,7.066193380264199e-05
1568,7.066193380264199e-05,0.00013115148794895504,5.9221066684196035e-05,7.066193380264199e-05
1569,7.185504052488665e-05,0.00013059077147253056,5.818605742596057e-05,7.185504052488665e-05
1570,5.84711430877048e-05,0.00013270355261088947,5.8787826284450216e-05,5.84711430877048e-05
1571,5.210949633952363e-05,0.00013369746089405714,5.8787826284450216e-05,5.210949633952363e-05
1572,8.12835423857905e-05,8.622719308602558e-05,1.1233194267593457e-05,8.12835423857905e-05
1573,6.537680331218456e-05,9.423023090805925e-05,9.910558739128256e-06,6.537680331218456e-05
1574,6.453862598781208e-05,9.52834642313454e-05,1.9439995152684526e-05,6.453862598781208e-05
1575,0.00015883459595248235,8.181305046101832e-05,2.4469113668601494e-05,0.00015883459595248235
1576,0.00016532806382331598,7.804201309876848e-05,2.7782532275263554e-05,0.00016532806382331598
1577,0.00014870692861482633,9.543179580110259e-05,3.137447181091245e-05,0.00014870692861482633
1578,0.00016292080181301571,0.00010253102716108385,3.595182092145218e-05,0.00016292080181301571
1579,0.0001368971929228532,0.0001104060938814655,3.6598575726592184e-05,0.0001368971929228532
1580,0.00018435798067782474,9.929097515331315e-05,4.417298064903922e-05,0.00018435798067782474
1581,0.00018928866588144695,0.00011627203431479367,3.327874959982832e-05,0.00018928866588144695
1582,0.00011426583867952493,0.0001229730519948394,3.285842636354833e-05,0.00011426583867952493
1583,0.00010864653034202223,0.00012110889812382604,2.8802302430059562e-05,0.00010864653034202223
1584,0.00011044475351289813,0.00010609176024445333,2.459846219997936e-05,0.00011044475351289813
1585,0.00014529758521218485,0.00011069750066131487,2.6814964192973484e-05,0.00014529758521218485
1586,0.0001458746975393816,0.00010761050154022607,2.7605997079912674e-05,0.0001458746975393816
1587,0.00011587544408290082,0.0001067401047164042,1.5123863899394305e-05,0.00011587544408290082
1588,0.00012365356022720725,8.772691009133788e-05,1.6462875529604e-05,0.00012365356022720725
1589,0.00011931853532587411,8.515886708794693e-05,1.2787712616305466e-05,0.00011931853532587411
1590,0.00014095116824007294,9.086965344197649e-05,1.5647444862614585e-05,0.00014095116824007294
1591,0.00018206483426703407,0.00010413232718877095,1.7413667787228144e-05,0.00018206483426703407
1592,0.00016165277546471252,0.00011133856034056018,1.71865066736895e-05,0.00016165277546471252
1593,0.0001864905363098452,0.0001112454135311834,1.6865102679730626e-05,0.0001864905363098452
1594,0.00017992036529384286,0.00011574435744218395,1.8330521340560934e-05,0.00017992036529384286
1595,0.00020177270198473707,0.0001264919540387512,2.4204263159585287e-05,0.00020177270198473707
1596,0.0001937783854373265,0.00012808210937821838,2.3901885469967965e-05,0.0001937783854373265
1597,0.00019239212841577164,0.0001295611213468614,2.3221270826720035e-05,0.00019239212841577164
1598,0.00015412480050664662,0.0001321360578003805,2.0954041571842807e-05,0.00015412480050664662
1599,0.00017876599512029706,0.00012508881471668637,1.804259727578028e-05,0.00017876599512029706
1600,0.00016031877748901024,0.00013697775492411374,1.9482359610784833e-05,0.00016031877748901024
1601,0.00017623156704108363,0.00013759250889831622,2.483622490347313e-05,0.00017623156704108363
1602,0.00013598266507740066,0.00011917193166612248,1.9815886649407082e-05,0.00013598266507740066
1603,0.00015417758004332427,0.00012688083994102532,2.412995328476037e-05,0.00015417758004332427
1604,0.000145240282238644,0.0001238294374031414,2.5696782683683394e-05,0.000145240282238644
1605,0.0001869197182843761,0.00012103680845549596,2.9009094890040744e-05,0.0001869197182843761
1606,0.00014811837718298193,0.00012592140410561115,3.0719216218650604e-05,0.00014811837718298193
1607,0.00017927351213334726,0.000132345176617881,3.264205250681178e-05,0.00017927351213334726
1608,0.00016680444787198212,0.00011806100623549096,2.603587108751526e-05,0.00016680444787198212
1609,0.00019547405619440333,0.00013335357860861613,2.7994283430286616e-05,0.00019547405619440333
1610,0.0001804037528927438,0.00012847074997677867,2.636261693364109e-05,0.0001804037528927438
1611,0.00019412995711068755,0.00014675969889919673,2.9375880200989612e-05,0.00019412995711068755
1612,0.0001962260898186027,0.00016813215500276004,4.2343508409560726e-05,0.0001962260898186027
1613,0.00020905918271247565,0.00017966577849750008,4.40098024877703e-05,0.00020905918271247565
1614,0.00018586854795492918,0.00016573394116546427,4.381574698137618e-05,0.00018586854795492918
1615,0.0002228794214066251,0.0001827078272721597,4.831341824943333e-05,0.0002228794214066251
1616,0.0002935427588194476,0.0001881631386433063,4.9929383229547443e-05,0.0002935427588194476
1617,0.0003253548576529803,0.00019710540904530456,6.329380838516434e-05,0.0003253548576529803
1618,0.00033133550147925107,0.00018595890183600465,6.03752066256545e-05,0.00033133550147925107
1619,0.00032477820475053577,0.0001651651255087927,4.651052352398567e-05,0.00032477820475053577
1620,0.00033522770432422737,0.00014514192090635852,4.370989673978849e-05,0.00033522770432422737
1621,0.00038095775068671046,0.00018094080067904933,5.20926480801011e-05,0.00038095775068671046
1622,0.00034054724008975815,0.00016919394381277795,4.726382732249996e-05,0.00034054724008975815
1623,0.0002885671253482412,0.0001660453396782811,4.553824770222751e-05,0.0002885671253482412
1624,0.00027655305166263133,0.00018329528185339377,4.2598729643421916e-05,0.00027655305166263133
1625,0.00030066807604660947,0.00020106884351532374,4.789523752281509e-05,0.00030066807604660947
1626,0.00029164116339026284,0.00021924924554436335,5.151128581409077e-05,0.00029164116339026284
1627,0.0003379037932193439,0.0002338314973582913,5.54285896734135e-05,0.0003379037932193439
1628,0.00030888508730900606,0.00023588794075684355,4.977065535578211e-05,0.00030888508730900606
1629,0.0003444968377672402,0.0002614146900928712,5.832537603315099e-05,0.0003444968377672402
1630,0.00033870711714761067,0.0002729180809443018,6.05803397775162e-05,0.00033870711714761067
1631,0.0003511239504275311,0.00025056369694149386,5.250977639142158e-05,0.0003511239504275311
1632,0.0003527128948397668,0.0002641895573885579,6.911960476177878e-05,0.0003527128948397668
1633,0.0003699158468017621,0.0002512562496121973,6.858518411588323e-05,0.0003699158468017621
1634,0.0003700473129616252,0.00026697102501722317,6.57438270406731e-05,0.0003700473129616252
1635,0.00039694523521965105,0.00027454394148662686,7.215219635067374e-05,0.00039694523521965105
1636,0.0004071107707984213,0.00026570352409700196,6.823662416926319e-05,0.0004071107707984213
1637,0.0004293883976060897,0.00025952929406360326,6.91833000538671e-05,0.0004293883976060897
1638,0.00044965937766911726,0.00027923575336379666,7.112416070802803e-05,0.00044965937766911726
1639,0.0004247590674952205,0.0002592751261545345,5.129535358199584e-05,0.0004247590674952205
1640,0.0004152265693327146,0.00028929235330516737,5.516712865625907e-05,0.0004152265693327146
1641,0.00035799004295508245,0.00028357375828948406,6.0072624494621e-05,0.00035799004295508245
1642,0.00033810221897770783,0.00028467466888417093,5.6477945950713805e-05,0.00033810221897770783
1643,0.0003039945129005771,0.0002754770768141108,5.5811228126653335e-05,0.0003039945129005771
1644,0.00026691613103529174,0.0002792876953857818,5.461803240385572e-05,0.00026691613103529174
1645,0.00028329262360265214,0.0002790817358930196,5.491698279261722e-05,0.00028329262360265214
1646,0.000277950320326324,0.0002837606381425368,5.333059691890542e-05,0.000277950320326324
1647,0.0002733396624015378,0.0002725528445028301,5.074297483328597e-05,0.0002733396624015378
1648,0.000299085773544253,0.00027380758962993113,4.9562796838082636e-05,0.000299085773544253
1649,0.0003109563154534304,0.00026233245651902895,4.9517834538294536e-05,0.0003109563154534304
1650,0.0003261397796450183,0.000274154482342835,5.0208350980288484e-05,0.0003261397796450183
1651,0.00034218789161449034,0.0002816578510516722,5.2156709508770814e-05,0.00034218789161449034
1652,0.00030924171941088777,0.0002732262572473181,5.209856681176461e-05,0.00030924171941088777
1653,0.0003114064165856689,0.0002907597829887111,5.5982774938456714e-05,0.0003114064165856689
1654,0.0003232993310250874,0.0002801662589523143,5.560687402196761e-05,0.0003232993310250874
1655,0.0003192508052701929,0.00026980368004712673,5.354694024260555e-05,0.0003192508052701929
1656,0.000311850245842444,0.0002812724019999483,5.029272350449381e-05,0.000311850245842444
1657,0.0003068699443247169,0.00027867011834002497,5.1481439835957386e-05,0.0003068699443247169
1658,0.0003034418249236686,0.0002901032088889873,4.879137226713023e-05,0.0003034418249236686
1659,0.00028235465496046733,0.0002849283170819815,4.515560665043138e-05,0.00028235465496046733
1660,0.0003009390431023868,0.0002602860206804637,4.247170805423853e-05,0.0003009390431023868
1661,0.0003038082109664434,0.0002573662662013833,4.5074422554794834e-05,0.0003038082109664434
1662,0.0002813628733357681,0.00024459167408557344,4.114704695114467e-05,0.0002813628733357681
1663,0.00026177396440678943,0.00020255989823324074,3.9155744681400915e-05,0.00026177396440678943
1664,0.0002595013294402244,0.0002013709256841269,3.620392583668165e-05,0.0002595013294402244
1665,0.00025536288532228876,0.00018077391619694287,3.5481506399394546e-05,0.00025536288532228876
1666,0.0002790427367602076,0.0001876691125549509,3.749955534918367e-05,0.0002790427367602076
1667,0.0002762604355146842,0.00020085288997506723,3.761419689648652e-05,0.0002762604355146842
1668,0.00026134901314175555,0.0001997746533431512,3.363363897993362e-05,0.00026134901314175555
1669,0.00027389274535900246,0.00021857723705969484,3.601034014926492e-05,0.00027389274535900246
1670,0.0002858043132748987,0.0002375638931490747,3.6810971973214433e-05,0.0002858043132748987
1671,0.00030569336792853264,0.00025830877088342926,4.0232233524355774e-05,0.00030569336792853264
1672,0.0003052575671712735,0.00026206110279807556,4.332209261649821e-05,0.0003052575671712735
1673,0.00030195976640763026,0.00026495537895243615,4.30531742625005e-05,0.00030195976640763026
1674,0.00030741114668282013,0.00025275456677523574,4.261135524887193e-05,0.00030741114668282013
1675,0.00033354102301278284,0.00025670220618069706,4.367215296952054e-05,0.00033354102301278284
1676,0.0003499536999567811,0.0002503387866974143,4.331815060660509e-05,0.0003499536999567811
1677,0.00035490989518750993,0.00023730270290148577,4.282097818629284e-05,0.00035490989518750993
1678,0.00033626116263414066,0.00021559116222696112,4.184656635126365e-05,0.00033626116263414066
1679,0.000330518270077716,0.00021006619707415148,3.927004010100583e-05,0.000330518270077716
1680,0.00032649311469867826,0.0002078878668336464,3.8773790687888064e-05,0.00032649311469867826
1681,0.00031146290296289535,0.0002101716714345717,4.034878864851115e-05,0.00031146290296289535
1682,0.00028877969764705213,0.00021626842291360454,3.920526588834556e-05,0.00028877969764705213
1683,0.00028430273440400403,0.0002146033283289788,3.9168905329591196e-05,0.00028430273440400403
1684,0.00027873060649393925,0.00023486351087090692,3.880339448057514e-05,0.00027873060649393925
1685,0.00027709944073909095,0.00023247267485463193,4.0070703107630834e-05,0.00027709944073909095
1686,0.0002800404451720949,0.0002390997563322474,3.9530661264767074e-05,0.0002800404451720949
1687,0.000275948629548241,0.0002381281997908705,3.818388774691682e-05,0.000275948629548241
1688,0.00029487219788799327,0.0002301284299132281,3.6855220449589456e-05,0.00029487219788799327
1689,0.00030133106130441386,0.00021884661483844475,3.6942787638898676e-05,0.00030133106130441386
1690,0.00028098932982954593,0.00021462404609857394,3.623168023685659e-05,0.00028098932982954593
1691,0.0002928040880111179,0.00019861496028689935,3.6311464230363655e-05,0.0002928040880111179
1692,0.00030590854502016943,0.00020908257075851516,3.288078213310135e-05,0.00030590854502016943
1693,0.0003207858119692121,0.00020042381532091116,3.186464761841178e-05,0.0003207858119692121
1694,0.00032261582756681103,0.00020426673498669906,3.0841603542545014e-05,0.00032261582756681103
1695,0.00030455540815767435,0.00020525687848151262,2.973229389421509e-05,0.00030455540815767435
1696,0.00029587497868176015,0.00020252739653057818,2.7892128595600036e-05,0.00029587497868176015
1697,0.00030158041045069695,0.00023506070595301156,2.7289528069169527e-05,0.00030158041045069695
1698,0.00029137084909182576,0.00023965969116293957,2.8474154792742672e-05,0.00029137084909182576
1699,0.00027789222492304234,0.00023705541181178496,2.7919285587683718e-05,0.00027789222492304234
1700,0.00027053609041364064,0.00024363067807696228,2.895184505697606e-05,0.00027053609041364064
1701,0.0002759720207125481,0.00023619685089215636,3.0166254873620346e-05,0.0002759720207125481
1702,0.00027672872030442316,0.00024709213383695375,3.029481480812787e-05,0.00027672872030442316
1703,0.00028301669850147197,0.0002593981334939599,3.154078902818063e-05,0.00028301669850147197
1704,0.0002854968562522637,0.0002316346882642912,3.1790258227764366e-05,0.0002854968562522637
1705,0.0002840351329983345,0.00023569810894384448,2.9525753624121925e-05,0.0002840351329983345
1706,0.0003036221522571785,0.00023862008155057474,2.9607093113424655e-05,0.0003036221522571785
1707,0.00030696699728391,0.00024471572084751515,3.4121883540397645e-05,0.00030696699728391
1708,0.00030543374097240824,0.00025942535181197206,3.576200885748092e-05,0.00030543374097240824
1709,0.0003077083092648536,0.00025778173585422337,3.494714889841687e-05,0.0003077083092648536
1710,0.00031571518879250756,0.0002606054975850774,3.398447915969882e-05,0.00031571518879250756
1711,0.00031735059954891246,0.00027290261017956903,3.423355311887073e-05,0.00031735059954891246
1712,0.0003145838106450226,0.0002905067231040448,3.510811308972604e-05,0.0003145838106450226
1713,0.00029306855451847823,0.0002982064615935087,3.593524966813025e-05,0.00029306855451847823
1714,0.00028253584085697573,0.00029383626783133617,3.0348424323684802e-05,0.00028253584085697573
1715,0.00027806873549707234,0.0002906956776444401,2.8971155188628472e-05,0.00027806873549707234
1716,0.00027695843683821816,0.0003005063959530422,2.9052342662388192e-05,0.00027695843683821816
1717,0.00026952319811763506,0.0003026051937402891,2.8701650340475942e-05,0.00026952319811763506
1718,0.00027759323295738014,0.0002922780279602323,2.8379590730764903e-05,0.00027759323295738014
1719,0.00027758135027917367,0.00027895520075357387,2.8544859690425384e-05,0.00027758135027917367
1720,0.0002811220765579492,0.00027245338008339914,2.7420478675464566e-05,0.0002811220765579492
1721,0.000283484546733754,0.0002637719236580389,2.6983289769434903e-05,0.000283484546733754
1722,0.0002827516499175025,0.00025320123157663535,2.7037883358259152e-05,0.0002827516499175025
1723,0.00028463793153475436,0.00024903094371049,2.775956818368286e-05,0.00028463793153475436
1724,0.00027783471991174987,0.00023656422438632165,2.8029494517665755e-05,0.00027783471991174987
1725,0.0002678397119910057,0.0002361536005212526,2.7914809054761592e-05,0.0002678397119910057
1726,0.0002664641194444682,0.00023499163009026752,2.684064617954261e-05,0.0002664641194444682
1727,0.00028221630990239125,0.0002300406070259799,2.7342727532543775e-05,0.00028221630990239125
1728,0.0002771307626971975,0.00023033977361462479,2.7697914837127818e-05,0.0002771307626971975
1729,0.00027788410287549984,0.00023184600078301237,2.6331542488021243e-05,0.00027788410287549984
1730,0.0002776209709866505,0.00022233379006917988,2.5228192888399853e-05,0.0002776209709866505
1731,0.00027711969908393385,0.00022435707381061678,2.4730846364816118e-05,0.00027711969908393385
1732,0.0002761935902526602,0.0002361806816354926,2.516967340073149e-05,0.0002761935902526602
1733,0.0002757032239709848,0.00023897798382677138,2.5737318147938432e-05,0.0002757032239709848
1734,0.0002564300749717014,0.0002465043300097542,2.694010514200532e-05,0.0002564300749717014
1735,0.00026402973162475973,0.0002484785592449563,2.7502523932655875e-05,0.00026402973162475973
1736,0.00025997813125806194,0.0002461275393475911,2.8567247032437342e-05,0.00025997813125806194
1737,0.0002547634856974972,0.00024858085505132167,2.8686776983834405e-05,0.0002547634856974972
1738,0.00025683884658584636,0.0002499171595055876,2.993873334032417e-05,0.00025683884658584636
1739,0.0002514722208226366,0.0002381614426017872,2.8767242578656544e-05,0.0002514722208226366
1740,0.00024907778216792006,0.00023138278837515308,2.751095494854131e-05,0.00024907778216792006
1741,0.0002475761637989698,0.0002245390954028283,2.5389070287928917e-05,0.0002475761637989698
1742,0.00024780329009185413,0.00022643903711078956,2.4122204454865175e-05,0.00024780329009185413
1743,0.00025485989837242026,0.00022491856777508344,2.3599429758698015e-05,0.00025485989837242026
1744,0.000258093375513064,0.00023392229299393615,2.38433346696963e-05,0.000258093375513064
1745,0.0002513648567920817,0.00024595145285794776,2.3165106800401452e-05,0.0002513648567920817
1746,0.00025542273734962303,0.00024281292904301414,2.2901041769988035e-05,0.00025542273734962303
1747,0.00025765430265372354,0.00023627350622388934,2.3389030632513042e-05,0.00025765430265372354
1748,0.0002597420971142128,0.00023231077648233622,2.3996263865098755e-05,0.0002597420971142128
1749,0.0002543348548767556,0.0002361428050789982,2.471846762221373e-05,0.0002543348548767556
1750,0.00024455575787994476,0.00023872971152221517,2.4324955510175122e-05,0.00024455575787994476
1751,0.00023462442290370485,0.00023534952197223902,2.4161255298947382e-05,0.00023462442290370485
1752,0.00023758486661660884,0.00023152022705679492,2.3660641090827994e-05,0.00023758486661660884
1753,0.0002324943821544626,0.0002685448375164664,2.419732455954155e-05,0.0002324943821544626
1754,0.00023053875442461243,0.000277788719228868,2.4091187827122796e-05,0.00023053875442461243
1755,0.00022829948076313094,0.0002899017126765102,2.3112133671280128e-05,0.00022829948076313094
1756,0.0002252753100557519,0.0002934699004981667,2.327930815226864e-05,0.0002252753100557519
1757,0.00022514836746267974,0.0003094316551661385,2.3400762854310286e-05,0.00022514836746267974
1758,0.00022408696116014783,0.0003118786678117301,2.3394762527979246e-05,0.00022408696116014783
1759,0.00021268622159758315,0.0003069560168244477,2.3393854072699988e-05,0.00021268622159758315
1760,0.00020812779673308666,0.00028470406375293223,2.3127069393272643e-05,0.00020812779673308666
1761,0.0002037255887574117,0.00028379310138656626,2.3108797125002767e-05,0.0002037255887574117
1762,0.000211632573544713,0.0002793741296045482,2.356667885448717e-05,0.000211632573544713
1763,0.0002157692506443709,0.00027585713957835523,2.3176758207098048e-05,0.0002157692506443709
1764,0.00021541469738752182,0.00026522879072997185,2.3118415161401833e-05,0.00021541469738752182
1765,0.00022531756258103997,0.000265945730331753,2.3542659878980237e-05,0.00022531756258103997
1766,0.00023657513208620782,0.00026076595947545556,2.367146797561353e-05,0.00023657513208620782
1767,0.0002408257340513436,0.00025050368276424706,2.3916722576749244e-05,0.0002408257340513436
1768,0.0002439627527824736,0.0002442313832164343,2.3981051137005644e-05,0.0002439627527824736
1769,0.0002388916556291016,0.000240590627072379,2.3368729931202586e-05,0.0002388916556291016
1770,0.0002311873187344255,0.00024181095899880996,2.3199759847817143e-05,0.0002311873187344255
1771,0.00022439373840045716,0.00023658282381282852,2.225573059279538e-05,0.00022439373840045716
1772,0.00021581157177154507,0.000233458070267391,2.1211311052736293e-05,0.00021581157177154507
1773,0.0002079161848606808,0.00023319808782876601,2.0081843623691903e-05,0.0002079161848606808
1774,0.0002096975679575865,0.00023765822905781015,1.996957715683883e-05,0.0002096975679575865
1775,0.00021573188132606447,0.0002419827485157709,2.0638682794274894e-05,0.00021573188132606447
1776,0.00021183119679335505,0.00024362971557171216,2.100880452157331e-05,0.00021183119679335505
1777,0.00021342121804731766,0.0002379723300691694,2.0310586738300378e-05,0.00021342121804731766
1778,0.00022142219781276902,0.00023887756313862546,2.072862818230143e-05,0.00022142219781276902
1779,0.00021980412670278123,0.0002445188583806157,2.0917512561676892e-05,0.00021980412670278123
1780,0.00022162835687465434,0.00024239295869067843,2.190292148692866e-05,0.00022162835687465434
1781,0.00022550550264505937,0.00023962196012559746,2.1356618682537893e-05,0.00022550550264505937
1782,0.00021511176601052284,0.0002371683346739571,2.0552583529414342e-05,0.00021511176601052284
1783,0.000214688982980858,0.0002441830874886364,2.081754895958251e-05,0.000214688982980858
1784,0.0002119145855041487,0.00024293860146177134,2.095690433634445e-05,0.0002119145855041487
1785,0.00020629580623270677,0.00023878129182516465,2.1156140064704232e-05,0.00020629580623270677
1786,0.00019902490229079767,0.0002201453275379858,1.987584346352378e-05,0.00019902490229079767
1787,0.00020332871437338845,0.00022060048234249865,2.0052000893753886e-05,0.00020332871437338845
1788,0.00019787420751526952,0.000217915911759649,1.9982715587372824e-05,0.00019787420751526952
1789,0.00020114626386202872,0.00021634618834858493,1.952345636319868e-05,0.00020114626386202872
1790,0.0002033136094853814,0.00020819167548324913,1.99767082449398e-05,0.0002033136094853814
1791,0.0002073509489751554,0.00021609359204636088,2.0446494480503524e-05,0.0002073509489751554
1792,0.00020878368689279472,0.00021633872737376287,1.9765248388076933e-05,0.00020878368689279472
1793,0.00020731320754358812,0.00022268228349275887,2.0104124424895936e-05,0.00020731320754358812
1794,0.00019768479770781205,0.00022239514094378267,1.9171504391124472e-05,0.00019768479770781205
1795,0.00018949677178170532,0.00021871668078737066,1.8684690076042898e-05,0.00018949677178170532
1796,0.00017902173567563295,0.00021346098427394672,1.7830689752632418e-05,0.00017902173567563295
1797,0.00016083874548452774,0.00020365345907131477,1.5438858619225876e-05,0.00016083874548452774
1798,0.00014240189089572856,0.00019554310087447187,1.3882193083450797e-05,0.00014240189089572856
1799,0.00012606662598305514,0.0001945247599256358,1.2767922791161774e-05,0.00012606662598305514
1800,0.00011384757401953851,0.00018810771871358156,1.1598701868414147e-05,0.00011384757401953851
1801,9.850767673924565e-05,0.00018538346505790417,9.775139590471684e-06,9.850767673924565e-05
1802,8.381354720248575e-05,0.00018355820793658495,8.491627470773113e-06,8.381354720248575e-05
1803,7.072538366108867e-05,0.00018461533597603972,7.4976668916601085e-06,7.072538366108867e-05
1804,6.306435430555471e-05,0.00018710396294149438,6.921055176332759e-06,6.306435430555471e-05
1805,5.550042104524826e-05,0.00018108423267092024,6.022543987325792e-06,5.550042104524826e-05
1806,4.941577000343906e-05,0.00017607766286736087,5.193600730178462e-06,4.941577000343906e-05
1807,4.428071354465958e-05,0.00017539888462384364,4.6302198240612465e-06,4.428071354465958e-05
1808,4.1837132552505606e-05,0.00017310012481175363,4.3892363074909165e-06,4.1837132552505606e-05
1809,3.850119381760513e-05,0.00017056993757640676,3.918134195503496e-06,3.850119381760513e-05
1810,3.448744947880706e-05,0.00016610931197647005,3.485952057807091e-06,3.448744947880706e-05
