ngram,mountain,mountan,mountin
1982,1.8913387456060654e-05,1.9690343641290806e-09,5.51885064632123e-09
1983,1.899471135402564e-05,2.0566167181966323e-09,5.530526259178714e-09
1984,1.90902163532363e-05,2.0791775126990532e-09,5.384707854208923e-09
1985,1.9118285438578043e-05,2.076054439470454e-09,5.433446074018125e-09
1986,1.9300191914745873e-05,2.223979064400591e-09,5.352982628587759e-09
1987,1.9452246176245224e-05,2.0155213054096066e-09,5.170128452342786e-09
1988,1.95486333853166e-05,1.7684692282011432e-09,4.761837337140053e-09
1989,1.970759253059181e-05,1.7346591464826945e-09,5.007071202101088e-09
1990,1.9994444820830332e-05,1.4629056934088526e-09,5.151613929094927e-09
1991,2.0044068670748466e-05,1.5476995320261112e-09,4.91159370317819e-09
1992,2.0357128180746387e-05,1.7902494328251147e-09,4.895538609415797e-09
1993,2.078596740570252e-05,1.6371280759613122e-09,5.029276519051353e-09
1994,2.1196889325178097e-05,1.6028203764228977e-09,4.622549676369658e-09
1995,2.1783668281776564e-05,1.5631206091397993e-09,4.418640627993195e-09
1996,2.2276568935402402e-05,1.5732774210392669e-09,4.210691097382226e-09
1997,2.296456062010423e-05,1.5924086255963183e-09,3.9924777135118865e-09
1998,2.3687128954666798e-05,1.5591664388152943e-09,3.883490989104692e-09
1999,2.4076629415503703e-05,1.3707842400861076e-09,3.5774401536364006e-09
2000,2.4551097469936523e-05,1.4398594935397365e-09,3.124765271930333e-09
2001,2.5073401567559423e-05,1.3354945165617543e-09,3.167136584737916e-09
2002,2.5401246343140622e-05,1.366771354823929e-09,3.1773830233561284e-09
2003,2.5842976226288427e-05,1.35537464585056e-09,3.1764718157388317e-09
2004,2.603293614811264e-05,1.3643698710501845e-09,3.256459705066764e-09
2005,2.6582912011820425e-05,1.603656350569947e-09,3.4489415767779974e-09
2006,2.7285461848285714e-05,1.5879962424390571e-09,3.390228478902405e-09
2007,2.8140578381550896e-05,1.4469765227279448e-09,3.6785816615036993e-09
2008,2.884067829914524e-05,1.4434455535600981e-09,3.741402838335668e-09
2009,2.909330838260108e-05,1.4044095648329297e-09,3.788285843750064e-09
2010,2.919162813798591e-05,1.3253209878756017e-09,3.5765705000808825e-09
2011,2.9658617807269495e-05,1.323289612807445e-09,3.3133098804276936e-09
2012,2.9857120482899647e-05,9.054143466715101e-10,3.2641138680844506e-09
2013,2.9746513454093864e-05,8.434157182181577e-10,3.241990485593403e-09
2014,2.9851552296479766e-05,8.079559402470896e-10,3.4318223183861717e-09
2015,3.0143945488297114e-05,7.415449603571339e-10,3.4839357430728667e-09
2016,3.1617110705285866e-05,6.525966275309056e-10,3.5931673509586356e-09
2017,3.2273037504637614e-05,6.610622789911721e-10,3.704854941351717e-09
2018,3.269581393396948e-05,5.982940587401231e-10,3.945375537384166e-09
2019,3.323054579595919e-05,6.357305654125511e-10,4.0439681048276555e-09
