ngram,stomach,stomch,stomch
1750,8.132688565508164e-06,0.0,0.0
1751,8.153312267365567e-06,0.0,0.0
1752,8.77008155189937e-06,0.0,0.0
1753,1.1702050609788525e-05,0.0,0.0
1754,1.3567102541856002e-05,0.0,0.0
1755,1.4581011263154714e-05,0.0,0.0
1756,1.5569683065613e-05,0.0,0.0
1757,1.6677410972728728e-05,0.0,0.0
1758,1.6302673559818815e-05,0.0,0.0
1759,1.6839268287835045e-05,0.0,0.0
1760,1.4458206091408751e-05,0.0,0.0
1761,1.57141265455201e-05,0.0,0.0
1762,1.9555016219133643e-05,0.0,0.0
1763,1.8846512830350548e-05,0.0,0.0
1764,1.9541975104532738e-05,0.0,0.0
1765,2.5948970817678075e-05,0.0,0.0
1766,2.7328474061505403e-05,0.0,0.0
1767,2.8540482162497938e-05,0.0,0.0
1768,2.990178498813683e-05,0.0,0.0
1769,2.948782561621296e-05,0.0,0.0
1770,3.305934946443553e-05,0.0,0.0
1771,3.5952733794277136e-05,0.0,0.0
1772,3.3168504939697285e-05,0.0,0.0
1773,3.3645759945751964e-05,0.0,0.0
1774,3.40649120127117e-05,0.0,0.0
1775,3.0581248211092316e-05,0.0,0.0
1776,2.8281425069768113e-05,0.0,0.0
1777,2.7361520031783065e-05,0.0,0.0
1778,2.84922121604073e-05,0.0,0.0
1779,2.5398297241606216e-05,0.0,0.0
1780,2.600898915261496e-05,0.0,0.0
1781,3.0711316867382266e-05,0.0,0.0
1782,3.404279206214207e-05,0.0,0.0
1783,3.466963140194171e-05,0.0,0.0
1784,3.32596342299699e-05,0.0,0.0
1785,3.0337973449994543e-05,0.0,0.0
1786,3.13594830783716e-05,0.0,0.0
1787,3.055811118559047e-05,0.0,0.0
1788,2.7477962378595423e-05,0.0,0.0
1789,2.5856162340330358e-05,0.0,0.0
1790,2.5085931546137935e-05,0.0,0.0
1791,2.5608726770899792e-05,0.0,0.0
1792,2.3868438022743377e-05,0.0,0.0
1793,2.5799652316241657e-05,0.0,0.0
1794,2.5828839300499696e-05,0.0,0.0
1795,2.4763509177968706e-05,0.0,0.0
1796,2.4211680023914335e-05,0.0,0.0
1797,2.5075985571934973e-05,0.0,0.0
1798,2.6658780500708546e-05,0.0,0.0
1799,2.7680489178497476e-05,0.0,0.0
1800,2.6368801107829703e-05,0.0,0.0
1801,2.582388697192073e-05,0.0,0.0
1802,2.5608957262842784e-05,0.0,0.0
1803,2.5816928817740908e-05,0.0,0.0
1804,2.665817373781465e-05,0.0,0.0
1805,2.556691080306856e-05,0.0,0.0
1806,2.7351763232478072e-05,0.0,0.0
1807,2.7944132463224897e-05,0.0,0.0
1808,2.769403311374065e-05,0.0,0.0
1809,2.6634594438032116e-05,0.0,0.0
1810,2.6647704674230355e-05,0.0,0.0
1811,2.5503196281663675e-05,0.0,0.0
1812,2.478653914295137e-05,0.0,0.0
1813,2.2301831579950105e-05,0.0,0.0
1814,2.2348732142875504e-05,0.0,0.0
1815,2.3446839934747133e-05,0.0,0.0
1816,2.52121888999162e-05,0.0,0.0
1817,2.468000872925456e-05,0.0,0.0
1818,2.4799902738387963e-05,0.0,0.0
1819,2.521285075220346e-05,0.0,0.0
1820,2.626610980119689e-05,4.421907919192693e-10,4.421907919192693e-10
1821,2.637218390840904e-05,4.421907919192693e-10,4.421907919192693e-10
1822,2.6308367003886296e-05,8.16497504528359e-10,8.16497504528359e-10
1823,2.637992318860987e-05,8.16497504528359e-10,8.16497504528359e-10
1824,2.7868500962670494e-05,9.506175212083333e-10,9.506175212083333e-10
1825,2.846481766027864e-05,1.2038511298939625e-09,1.2038511298939625e-09
1826,2.9604638517152386e-05,1.2038511298939625e-09,1.2038511298939625e-09
1827,2.964911644604789e-05,7.616603379746931e-10,7.616603379746931e-10
1828,3.028585238748097e-05,7.616603379746931e-10,7.616603379746931e-10
1829,2.971563688853556e-05,3.8735362536560357e-10,3.8735362536560357e-10
1830,3.0012327312890973e-05,3.8735362536560357e-10,3.8735362536560357e-10
1831,2.9998799228841172e-05,2.532336086856292e-10,2.532336086856292e-10
1832,3.02980474121536e-05,0.0,0.0
1833,3.0191390708621058e-05,0.0,0.0
1834,3.0394280266981305e-05,2.4918058093094583e-10,2.4918058093094583e-10
1835,2.9856273873260113e-05,2.4918058093094583e-10,2.4918058093094583e-10
1836,3.0708158062355195e-05,2.4918058093094583e-10,2.4918058093094583e-10
1837,2.9783281206618994e-05,2.4918058093094583e-10,2.4918058093094583e-10
1838,2.8673748082448064e-05,2.4918058093094583e-10,2.4918058093094583e-10
1839,2.7952864651784432e-05,2.4918058093094583e-10,2.4918058093094583e-10
1840,2.709251722470591e-05,3.247665469885419e-10,3.247665469885419e-10
1841,2.643426887516398e-05,7.558596605759606e-11,7.558596605759606e-11
1842,2.650570240803063e-05,7.558596605759606e-11,7.558596605759606e-11
1843,2.575569513802683e-05,1.4116049599063477e-10,1.4116049599063477e-10
1844,2.6022866742485868e-05,3.4150905912712556e-10,3.4150905912712556e-10
1845,2.6757837206657443e-05,3.4150905912712556e-10,3.4150905912712556e-10
1846,2.6473420283374643e-05,3.4150905912712556e-10,3.4150905912712556e-10
1847,2.6147505715406233e-05,2.6592309306952954e-10,2.6592309306952954e-10
1848,2.606682314113381e-05,2.6592309306952954e-10,2.6592309306952954e-10
1849,2.5397123213874045e-05,2.6592309306952954e-10,2.6592309306952954e-10
1850,2.525950497199249e-05,2.0034856313649081e-10,2.0034856313649081e-10
1851,2.5137419600339073e-05,0.0,0.0
1852,2.479406897951516e-05,1.0112314160640575e-10,1.0112314160640575e-10
1853,2.5396999522594603e-05,1.0112314160640575e-10,1.0112314160640575e-10
1854,2.56531940457145e-05,1.5162500223629494e-10,1.5162500223629494e-10
1855,2.6120659770510558e-05,2.5662850019639704e-10,2.5662850019639704e-10
1856,2.701254509572339e-05,2.5662850019639704e-10,2.5662850019639704e-10
1857,2.7348640547383445e-05,3.5289695372269543e-10,3.5289695372269543e-10
1858,2.70718898848697e-05,4.105004669519019e-10,4.105004669519019e-10
1859,2.6115098340337033e-05,3.093773253454961e-10,3.093773253454961e-10
1860,2.4580650590775933e-05,3.093773253454961e-10,3.093773253454961e-10
1861,2.422231617466813e-05,2.5887546471560693e-10,2.5887546471560693e-10
1862,2.3258451619767584e-05,1.538719667555049e-10,1.538719667555049e-10
1863,2.222292278020177e-05,1.538719667555049e-10,1.538719667555049e-10
1864,2.2274381210861194e-05,1.0469863468262223e-10,1.0469863468262223e-10
1865,2.2242664272198454e-05,4.709512145341575e-11,4.709512145341575e-11
1866,2.2589284136691795e-05,4.709512145341575e-11,4.709512145341575e-11
1867,2.3183869935954654e-05,4.709512145341575e-11,4.709512145341575e-11
1868,2.3014361431705765e-05,4.709512145341575e-11,4.709512145341575e-11
1869,2.2892923360424383e-05,4.709512145341575e-11,4.709512145341575e-11
1870,2.292214438576983e-05,4.709512145341575e-11,4.709512145341575e-11
1871,2.2483645287658354e-05,0.0,0.0
1872,2.224754072293373e-05,0.0,0.0
1873,2.20934821949673e-05,3.900875257732496e-11,3.900875257732496e-11
1874,2.161827225271346e-05,3.900875257732496e-11,3.900875257732496e-11
1875,2.165837525223781e-05,3.900875257732496e-11,3.900875257732496e-11
1876,2.2470032750529105e-05,7.734073698933181e-11,7.734073698933181e-11
1877,2.2495571621610516e-05,7.734073698933181e-11,7.734073698933181e-11
1878,2.266439982382248e-05,1.1362609662692234e-10,1.1362609662692234e-10
1879,2.2801741319459063e-05,1.4853991053038433e-10,1.4853991053038433e-10
1880,2.3207402201868327e-05,1.0953115795305938e-10,1.0953115795305938e-10
1881,2.3958041960473304e-05,1.0953115795305938e-10,1.0953115795305938e-10
1882,2.435187317522442e-05,1.4194073694184794e-10,1.4194073694184794e-10
1883,2.412550306222069e-05,1.0360875252984109e-10,1.0360875252984109e-10
1884,2.4116118636032168e-05,1.0360875252984109e-10,1.0360875252984109e-10
1885,2.4051612594381106e-05,9.634667072092436e-11,9.634667072092436e-11
1886,2.3912795898338247e-05,6.143285681746237e-11,6.143285681746237e-11
1887,2.399947594052979e-05,1.167007938697649e-10,1.167007938697649e-10
1888,2.3459543756741497e-05,1.167007938697649e-10,1.167007938697649e-10
1889,2.3232268306726057e-05,1.3663300451367226e-10,1.3663300451367226e-10
1890,2.285796810091207e-05,1.619286946593793e-10,1.619286946593793e-10
1891,2.286130516690069e-05,1.619286946593793e-10,1.619286946593793e-10
1892,2.300893174833618e-05,1.329054168307055e-10,1.329054168307055e-10
1893,2.326074978295115e-05,1.5596709043322728e-10,1.5596709043322728e-10
1894,2.3277184612067814e-05,1.0069915338092476e-10,1.0069915338092476e-10
1895,2.4220369596150704e-05,1.4304156866920944e-10,1.4304156866920944e-10
1896,2.414756766354133e-05,1.2946063070768636e-10,1.2946063070768636e-10
1897,2.5127763884873794e-05,1.2274169577545076e-10,1.2274169577545076e-10
1898,2.579009430649291e-05,1.7685620230205908e-10,1.7685620230205908e-10
1899,2.6491577695456465e-05,1.950701088755074e-10,1.950701088755074e-10
1900,2.740487330551592e-05,1.720084352729856e-10,1.720084352729856e-10
1901,2.7961367387823494e-05,2.57691871809383e-10,2.57691871809383e-10
1902,2.815601094750621e-05,3.186591982348322e-10,3.186591982348322e-10
1903,2.8719023248413578e-05,4.0741150532573403e-10,4.0741150532573403e-10
1904,2.8365832934338998e-05,4.3639597094699157e-10,4.3639597094699157e-10
1905,2.783865290569208e-05,4.5851577693386703e-10,4.5851577693386703e-10
1906,2.711026692330571e-05,4.868468287241459e-10,4.868468287241459e-10
1907,2.6375902182605516e-05,5.454475244486596e-10,5.454475244486596e-10
1908,2.566173653966481e-05,5.421108125894644e-10,5.421108125894644e-10
1909,2.4806753572192974e-05,4.939251071637127e-10,4.939251071637127e-10
1910,2.4454737805561827e-05,4.628291797434006e-10,4.628291797434006e-10
1911,2.4123990962315084e-05,4.432238227230252e-10,4.432238227230252e-10
1912,2.3843005952325518e-05,4.3906005022163544e-10,4.3906005022163544e-10
1913,2.374287604262853e-05,4.926005238635258e-10,4.926005238635258e-10
1914,2.3142440373443867e-05,5.947812163422026e-10,5.947812163422026e-10
1915,2.255433511371458e-05,5.761893819210075e-10,5.761893819210075e-10
1916,2.1662376509214353e-05,6.264283813894878e-10,6.264283813894878e-10
1917,2.092989884009252e-05,6.975999658883783e-10,6.975999658883783e-10
1918,2.0609696418562506e-05,7.559255364521431e-10,7.559255364521431e-10
1919,2.034455246757716e-05,7.548837269563283e-10,7.548837269563283e-10
1920,1.926373183128557e-05,7.012016047168248e-10,7.012016047168248e-10
1921,1.8280707341286222e-05,5.404202165136342e-10,5.404202165136342e-10
1922,1.7475918217054902e-05,5.00816622300044e-10,5.00816622300044e-10
1923,1.7145686147809363e-05,4.69113918345952e-10,4.69113918345952e-10
1924,1.6469423176853786e-05,3.5036816305376664e-10,3.5036816305376664e-10
1925,1.5631217918001183e-05,3.7911260638726473e-10,3.7911260638726473e-10
1926,1.4947477211535443e-05,3.997757283943518e-10,3.997757283943518e-10
1927,1.4805947622725008e-05,3.761107972685299e-10,3.761107972685299e-10
1928,1.4765525000776896e-05,3.989202837110081e-10,3.989202837110081e-10
1929,1.47659370018768e-05,4.2534058219967363e-10,4.2534058219967363e-10
1930,1.4624419496353117e-05,3.7890764335658997e-10,3.7890764335658997e-10
1931,1.4736964138657121e-05,4.0876361422676714e-10,4.0876361422676714e-10
1932,1.4670190207003283e-05,4.119539669706589e-10,4.119539669706589e-10
1933,1.457610259032143e-05,4.360979077855376e-10,4.360979077855376e-10
1934,1.4581590091568484e-05,4.3582740392812877e-10,4.3582740392812877e-10
1935,1.4576990646933804e-05,4.352402505863091e-10,4.352402505863091e-10
1936,1.4484415130157555e-05,4.265435207421017e-10,4.265435207421017e-10
1937,1.469972149996985e-05,4.442009617276556e-10,4.442009617276556e-10
1938,1.4417907810379152e-05,4.742631842802325e-10,4.742631842802325e-10
1939,1.4455439928237216e-05,4.3072903180682177e-10,4.3072903180682177e-10
1940,1.4357088210610008e-05,3.9227302358771764e-10,3.9227302358771764e-10
1941,1.4276535953935568e-05,4.801194303238887e-10,4.801194303238887e-10
1942,1.4060996493623992e-05,5.575292806790446e-10,5.575292806790446e-10
1943,1.404493507704631e-05,5.5856106644698e-10,5.5856106644698e-10
1944,1.3610643821136494e-05,5.895615226173387e-10,5.895615226173387e-10
1945,1.347289812006888e-05,4.808002686461168e-10,4.808002686461168e-10
1946,1.310947040370333e-05,4.226662948208266e-10,4.226662948208266e-10
1947,1.2892176268256403e-05,4.77742317928076e-10,4.77742317928076e-10
1948,1.259382900440999e-05,4.3582803635874457e-10,4.3582803635874457e-10
1949,1.2566819740251439e-05,4.722451517137825e-10,4.722451517137825e-10
1950,1.2528617194870354e-05,5.308583572727343e-10,5.308583572727343e-10
1951,1.2430908100213856e-05,5.708167589395836e-10,5.708167589395836e-10
1952,1.2434377952428934e-05,6.649204520314811e-10,6.649204520314811e-10
1953,1.2264230333260326e-05,7.895754764294541e-10,7.895754764294541e-10
1954,1.2241469448781572e-05,7.732473153839895e-10,7.732473153839895e-10
1955,1.2392344095652724e-05,7.338358194917762e-10,7.338358194917762e-10
1956,1.2364311260171235e-05,6.920625600370656e-10,6.920625600370656e-10
1957,1.208966360926362e-05,6.670050563460452e-10,6.670050563460452e-10
1958,1.2073390020564797e-05,5.987685962129317e-10,5.987685962129317e-10
1959,1.1782578310106015e-05,5.498406591142313e-10,5.498406591142313e-10
1960,1.1788306957376854e-05,7.686248086415302e-10,7.686248086415302e-10
1961,1.1580569532400529e-05,6.975194370508118e-10,6.975194370508118e-10
1962,1.1253741701823725e-05,7.195397135260708e-10,7.195397135260708e-10
1963,1.1005292305656309e-05,6.549752446754248e-10,6.549752446754248e-10
1964,1.097138907165832e-05,6.59452686901929e-10,6.59452686901929e-10
1965,1.0800159543578047e-05,7.26441518050791e-10,7.26441518050791e-10
1966,1.0763099453470204e-05,7.428172640481076e-10,7.428172640481076e-10
1967,1.0502924461824087e-05,4.712767755408822e-10,4.712767755408822e-10
1968,1.0343385708568218e-05,4.5282412343615267e-10,4.5282412343615267e-10
1969,1.0329184598439106e-05,6.890756854005531e-10,6.890756854005531e-10
1970,1.0255645065626595e-05,7.382896952520415e-10,7.382896952520415e-10
1971,1.0168891744147654e-05,7.379080085063399e-10,7.379080085063399e-10
1972,1.0148491128347814e-05,7.102663972841888e-10,7.102663972841888e-10
1973,1.0167747339957195e-05,7.23001765599664e-10,7.23001765599664e-10
1974,1.0386044258276733e-05,6.752924925595189e-10,6.752924925595189e-10
1975,1.0500833273649082e-05,7.541463723345235e-10,7.541463723345235e-10
1976,1.053534015227342e-05,5.552867689471799e-10,5.552867689471799e-10
1977,1.0684130367215922e-05,5.88730937017041e-10,5.88730937017041e-10
1978,1.0838043505957882e-05,5.816121869831445e-10,5.816121869831445e-10
1979,1.105436760034146e-05,5.759347443401452e-10,5.759347443401452e-10
1980,1.118205753820283e-05,5.956898070052269e-10,5.956898070052269e-10
1981,1.1289704551537788e-05,6.236204806521681e-10,6.236204806521681e-10
1982,1.150689123668209e-05,5.700774416020746e-10,5.700774416020746e-10
1983,1.1745580065637893e-05,5.482992512398762e-10,5.482992512398762e-10
1984,1.1960373870221832e-05,5.094354343133339e-10,5.094354343133339e-10
1985,1.2172082149066097e-05,5.734434950697777e-10,5.734434950697777e-10
1986,1.2367558805895637e-05,5.543434798495537e-10,5.543434798495537e-10
1987,1.246422496998483e-05,5.071138191909646e-10,5.071138191909646e-10
1988,1.2542721248922004e-05,5.28553954572329e-10,5.28553954572329e-10
1989,1.2494665627725357e-05,5.298895845916109e-10,5.298895845916109e-10
1990,1.2445010205348289e-05,4.965543452607944e-10,4.965543452607944e-10
1991,1.2432348479965835e-05,4.427562185930053e-10,4.427562185930053e-10
1992,1.2319833850986989e-05,3.3075818473005114e-10,3.3075818473005114e-10
1993,1.228863337538704e-05,3.072293471216371e-10,3.072293471216371e-10
1994,1.2519631777000281e-05,3.1244211384784393e-10,3.1244211384784393e-10
1995,1.2786306797352154e-05,2.734308394782202e-10,2.734308394782202e-10
1996,1.3122325721529446e-05,2.328188237437396e-10,2.328188237437396e-10
1997,1.3719766554588983e-05,2.225416121223337e-10,2.225416121223337e-10
1998,1.422856478581837e-05,2.7794504198208614e-10,2.7794504198208614e-10
1999,1.4944165091687214e-05,2.7961187928518937e-10,2.7961187928518937e-10
2000,1.5547395118379166e-05,2.565410106569743e-10,2.565410106569743e-10
2001,1.6150716354396926e-05,2.3494035288657804e-10,2.3494035288657804e-10
2002,1.6884591657019753e-05,1.9994896314054093e-10,1.9994896314054093e-10
2003,1.76844623638317e-05,3.420890069232614e-10,3.420890069232614e-10
2004,1.8266605496007416e-05,3.6954437030286714e-10,3.6954437030286714e-10
2005,1.917083968042529e-05,3.1430750958254857e-10,3.1430750958254857e-10
2006,2.046129286879607e-05,3.798295894078382e-10,3.798295894078382e-10
