ngram,reception,recepton,receptin,recepton
1929,1.3223692154237402e-05,4.909844158224835e-10,1.8617609438236522e-10,4.909844158224835e-10
1930,1.2942532911048537e-05,5.262336558572603e-10,1.8617609438236522e-10,5.262336558572603e-10
1931,1.2751363101415336e-05,4.285475347603247e-10,1.373330338338974e-10,4.285475347603247e-10
1932,1.2563457208411169e-05,4.061804305597962e-10,9.132268354226726e-11,4.061804305597962e-10
1933,1.2421069186530076e-05,4.0691301915275954e-10,4.547675728058412e-11,4.0691301915275954e-10
1934,1.2271078568509048e-05,3.378863776072803e-10,0.0,3.378863776072803e-10
1935,1.2133134207813003e-05,4.250142460193729e-10,0.0,4.250142460193729e-10
1936,1.2185472249776857e-05,4.4595167836281036e-10,0.0,4.4595167836281036e-10
1937,1.226472938599597e-05,4.043693614080064e-10,0.0,4.043693614080064e-10
1938,1.2036360073709926e-05,4.913783645849839e-10,0.0,4.913783645849839e-10
1939,1.1991939313052821e-05,5.922052431772684e-10,0.0,5.922052431772684e-10
1940,1.1787239600380417e-05,5.484970295415487e-10,0.0,5.484970295415487e-10
1941,1.1705622195482387e-05,5.086719775552037e-10,0.0,5.086719775552037e-10
1942,1.1556450902259843e-05,4.2783978740753726e-10,0.0,4.2783978740753726e-10
1943,1.1518341255266154e-05,4.712623327288565e-10,4.2906650454810347e-11,4.712623327288565e-10
1944,1.148045391476314e-05,4.608490434503716e-10,4.2906650454810347e-11,4.608490434503716e-10
1945,1.1718165426697982e-05,5.615342496545495e-10,4.2906650454810347e-11,5.615342496545495e-10
1946,1.1692917334065506e-05,5.032565415983927e-10,5.94547546116177e-11,5.032565415983927e-10
1947,1.1956016351177823e-05,5.271342053335206e-10,5.94547546116177e-11,5.271342053335206e-10
1948,1.2017656834879225e-05,6.021556348783414e-10,9.365475458647917e-11,6.021556348783414e-10
1949,1.2159160438126751e-05,6.464746357285175e-10,9.365475458647917e-11,6.464746357285175e-10
1950,1.2138528680744848e-05,5.990346334052075e-10,5.074810413166883e-11,5.990346334052075e-10
1951,1.2244290701346472e-05,5.752188646037024e-10,8.384630093402227e-11,5.752188646037024e-10
1952,1.2214261654922406e-05,4.502604519388395e-10,1.30898147479971e-10,4.502604519388395e-10
1953,1.2376415205445873e-05,3.9975727192783795e-10,1.6141775416311788e-10,3.9975727192783795e-10
1954,1.2276661826555418e-05,3.9363421351832986e-10,2.0496562185596494e-10,3.9363421351832986e-10
1955,1.226433921276891e-05,3.3451697067128043e-10,1.9975412593861312e-10,3.3451697067128043e-10
1956,1.2328710909059737e-05,2.4240984120809424e-10,2.401581433719713e-10,2.4240984120809424e-10
1957,1.2331053247700246e-05,2.7646476873683616e-10,2.401581433719713e-10,2.7646476873683616e-10
1958,1.2211059454005277e-05,3.3858103523235327e-10,2.1896175448185166e-10,3.3858103523235327e-10
1959,1.2179000285479041e-05,3.7749069247456594e-10,1.719099079359029e-10,3.7749069247456594e-10
1960,1.2153090990198376e-05,3.829771777486002e-10,1.2484219709594869e-10,3.829771777486002e-10
1961,1.2200860900130855e-05,4.1821829332988614e-10,9.254989830065341e-11,4.1821829332988614e-10
1962,1.2409894614912836e-05,4.359460728916734e-10,6.356139424314376e-11,4.359460728916734e-10
1963,1.2499035489911745e-05,5.080486249951579e-10,6.277280282875251e-11,5.080486249951579e-10
1964,1.2468527529563289e-05,4.930469623845976e-10,7.176611289365959e-11,4.930469623845976e-10
1965,1.2628776987964687e-05,4.595380683124008e-10,5.986430498142577e-11,4.595380683124008e-10
1966,1.2660576041006217e-05,4.45823324685917e-10,8.624351927055685e-11,4.45823324685917e-10
1967,1.2606443046284507e-05,5.130943923705087e-10,8.624351927055685e-11,5.130943923705087e-10
1968,1.25105033086064e-05,4.963011985508509e-10,7.498795037300506e-11,4.963011985508509e-10
1969,1.2168507445104687e-05,4.709982047236747e-10,8.39648360760416e-11,4.709982047236747e-10
1970,1.181202190179777e-05,4.684242398728905e-10,4.434941005707468e-11,4.684242398728905e-10
1971,1.1553516612496293e-05,4.86156404815625e-10,4.430700052880456e-11,4.86156404815625e-10
1972,1.1167568897820144e-05,5.287961774807265e-10,4.430700052880456e-11,5.287961774807265e-10
1973,1.084841395433094e-05,6.472178943577639e-10,3.4435979861286676e-11,6.472178943577639e-10
1974,1.0545776863831893e-05,6.402461378523278e-10,5.073098588040789e-11,6.402461378523278e-10
1975,1.0380970836974615e-05,6.512358469950336e-10,5.884048605496263e-11,6.512358469950336e-10
1976,1.0224469536167038e-05,7.117654798882711e-10,6.593646263906651e-11,7.117654798882711e-10
1977,1.012367985302782e-05,7.196442251635103e-10,7.39628735242042e-11,7.196442251635103e-10
1978,1.003567883474586e-05,7.067384614042485e-10,6.501197298756724e-11,7.067384614042485e-10
1979,1.0116271109187177e-05,7.64947137378767e-10,1.1377817834715539e-10,7.64947137378767e-10
1980,1.0177364207005926e-05,7.466785761118494e-10,1.2078046796830984e-10,7.466785761118494e-10
1981,1.0261026805632614e-05,1.0314338906778987e-09,1.0448546194918862e-10,1.0314338906778987e-09
1982,1.0340824181704583e-05,1.106678296621969e-09,9.637596177463387e-11,1.106678296621969e-09
1983,1.0433433479712611e-05,1.2175112743381282e-09,8.030309948749346e-11,1.2175112743381282e-09
1984,1.0469923706425885e-05,1.333685725349706e-09,1.0167906199549342e-10,1.333685725349706e-09
1985,1.0557313284412625e-05,1.5026742548686555e-09,1.0891313694170814e-10,1.5026742548686555e-09
1986,1.0531038112406219e-05,1.4782913306175617e-09,8.087259681377468e-11,1.4782913306175617e-09
1987,1.0511074054063232e-05,1.4640816178460421e-09,1.3092425407701391e-10,1.4640816178460421e-09
1988,1.0477930118213408e-05,1.2226166428470314e-09,1.447870736994071e-10,1.2226166428470314e-09
1989,1.0427468493747125e-05,1.2074269758624974e-09,1.6474310853989823e-10,1.2074269758624974e-09
1990,1.0358257246220351e-05,1.1000187586215508e-09,2.446326558983422e-10,1.1000187586215508e-09
1991,1.038519518000872e-05,1.037163402780753e-09,2.1523028250520452e-10,1.037163402780753e-09
1992,1.0388749355375434e-05,1.0118832755828017e-09,2.143585537247742e-10,1.0118832755828017e-09
1993,1.0427703793019255e-05,9.445671387910336e-10,1.9363288849311948e-10,9.445671387910336e-10
1994,1.0542814899443848e-05,8.552336775277272e-10,1.2657387786694863e-10,8.552336775277272e-10
1995,1.0714678475259071e-05,7.815653560846617e-10,1.1909818964372931e-10,7.815653560846617e-10
1996,1.0853152681582806e-05,7.493577464894636e-10,1.0544419405083311e-10,7.493577464894636e-10
1997,1.1149260379690012e-05,7.242786251701208e-10,3.705969559009148e-11,7.242786251701208e-10
1998,1.1306726394520541e-05,7.110608808107749e-10,4.283748306474092e-11,7.110608808107749e-10
1999,1.1528863199470965e-05,5.916317673866039e-10,4.73216252889446e-11,5.916317673866039e-10
2000,1.1687641355300521e-05,5.778935346129848e-10,4.73216252889446e-11,5.778935346129848e-10
2001,1.1902863272033365e-05,5.592723347927883e-10,4.58892254552788e-11,5.592723347927883e-10
2002,1.2126094069182208e-05,5.61860823739784e-10,6.097630931924312e-11,5.61860823739784e-10
2003,1.2320722557238436e-05,5.074514300825886e-10,5.4674270071648174e-11,5.074514300825886e-10
2004,1.2509403859439772e-05,4.88180622910355e-10,5.326231321069384e-11,4.88180622910355e-10
2005,1.2775768872026155e-05,3.7354749055878196e-10,7.23274927053438e-11,3.7354749055878196e-10
2006,1.2970935651018018e-05,3.7022742807987386e-10,6.148100431535575e-11,3.7022742807987386e-10
2007,1.3190436480467074e-05,3.2384502619236295e-10,6.148100431535575e-11,3.2384502619236295e-10
2008,1.3320829436582113e-05,2.843809315018169e-10,5.641027426918553e-11,2.843809315018169e-10
2009,1.3328284434724732e-05,2.597361452900364e-10,3.9084738174107894e-11,2.597361452900364e-10
2010,1.348911155218957e-05,2.2559459954869203e-10,3.9084738174107894e-11,2.2559459954869203e-10
2011,1.3653869245899841e-05,1.8400978260954152e-10,2.8991646137359924e-11,1.8400978260954152e-10
2012,1.3790018783765845e-05,1.6487793570916865e-10,9.488536692470184e-12,1.6487793570916865e-10
2013,1.3990271716985652e-05,1.0847009054848478e-10,9.488536692470184e-12,1.0847009054848478e-10
2014,1.4204617920248503e-05,1.1332301813208164e-10,9.488536692470184e-12,1.1332301813208164e-10
2015,1.434977522356868e-05,1.140209776793823e-10,9.488536692470184e-12,1.140209776793823e-10
2016,1.4587982669971617e-05,1.2253113850938365e-10,5.339857524409654e-12,1.2253113850938365e-10
2017,1.4697591571651477e-05,1.28624358270805e-10,6.2298337784779294e-12,1.28624358270805e-10
2018,1.4722506239195355e-05,1.348511628751492e-10,7.475800534173515e-12,1.348511628751492e-10
2019,1.4780266383240814e-05,1.498744522585027e-10,0.0,1.498744522585027e-10
