ngram,army,amy,ary,arm
1808,0.00022380134240458055,3.551310945632784e-07,1.1512725482784196e-06,4.681601421907544e-05
1809,0.0002269235805475286,3.6139999792794697e-07,1.1688206638739627e-06,4.4877798895218545e-05
1810,0.00023083382360969802,3.6615959483502334e-07,1.146909231205687e-06,4.3507163354661316e-05
1811,0.00024011447593303665,3.413170718756321e-07,1.10696315199935e-06,4.2734473806506556e-05
1812,0.00025009816454257816,3.4918128173038507e-07,1.1080896586333568e-06,4.293144697190395e-05
1813,0.00025067615830006877,3.5211315970887623e-07,1.1177772551361289e-06,4.156119030085392e-05
1814,0.0002504787511757708,3.648027789690137e-07,1.1180144221205929e-06,4.113280738238245e-05
1815,0.0002391914209251159,3.62418400560013e-07,1.0937642238267081e-06,4.149371203051747e-05
1816,0.0002159212703450716,3.8483722570552867e-07,1.0635723940920018e-06,4.31635115611633e-05
1817,0.00020988210495228747,3.767652328536185e-07,1.014298244886699e-06,4.4628657113727445e-05
1818,0.0001914657768793404,3.88292773680275e-07,9.876147666026164e-07,4.659989021352625e-05
1819,0.00017749869896631156,3.9418962062752273e-07,9.454162019600127e-07,4.781014078097152e-05
1820,0.00017371145700703243,3.724244176542665e-07,8.990331902428547e-07,4.933635448521402e-05
1821,0.0001633584054486294,3.734208624856754e-07,8.836152980100971e-07,5.0236815565897685e-05
1822,0.00016454456324156906,3.7556626710154107e-07,8.841993560184034e-07,5.169175554848542e-05
1823,0.00017024258392796452,3.5998284277281657e-07,8.826806135532803e-07,5.2273869057119426e-05
1824,0.0001730321902349325,3.743096499420062e-07,8.901651134302873e-07,5.25798111214369e-05
1825,0.00017904100033255027,3.6203686753261924e-07,8.791491187106917e-07,5.226468575918781e-05
1826,0.00018065655188235854,3.445283474385568e-07,9.026387033372885e-07,5.1884086652924975e-05
1827,0.0001757151060571362,3.358961220913313e-07,9.003762459412558e-07,5.211418309564968e-05
1828,0.00017577625736261586,3.207086811991238e-07,8.900950092538551e-07,5.276156350321669e-05
1829,0.00016745614474140375,3.2396719364312177e-07,9.044223929777218e-07,5.1224535647114476e-05
1830,0.00016124553699877912,3.0378226613590543e-07,8.844589436713639e-07,5.143443195265718e-05
1831,0.00015265315492537672,2.9428835140216894e-07,9.01183357525172e-07,5.1066772617299906e-05
1832,0.00014619049553792656,2.882814799574719e-07,9.07570990550864e-07,5.090105436725675e-05
1833,0.00014393124209683656,2.907299330802614e-07,9.208421342269244e-07,5.098528397086609e-05
1834,0.00014163081920872043,2.9617720542773895e-07,9.402429230119327e-07,5.082954313755701e-05
1835,0.00014628297919573794,2.903568940837431e-07,9.647368090424737e-07,5.0475314180533003e-05
1836,0.00015033662410652532,2.7339466766664244e-07,9.306240096001212e-07,5.191568301857582e-05
1837,0.00015245160778119628,2.765905264823232e-07,9.261073452242792e-07,5.1773195861772236e-05
1838,0.00015186857906103666,2.927884362894214e-07,9.280271910938609e-07,5.229023788290631e-05
1839,0.00015056035564547137,2.932192525609675e-07,9.241529547970069e-07,5.2862652020329346e-05
1840,0.00014558571690161313,3.105663657671747e-07,9.267008879630469e-07,5.273171544623827e-05
1841,0.00014514594347149665,3.1369111346586056e-07,9.141758060390462e-07,5.3228879551170394e-05
1842,0.0001423824391427583,3.284263730815188e-07,9.090950600563832e-07,5.349897816943537e-05
1843,0.00014153012099476264,3.418496865898695e-07,9.226054495619402e-07,5.345367234050562e-05
1844,0.00014190784297950034,3.35980483815287e-07,9.252044118771405e-07,5.3349757633571115e-05
1845,0.0001427580032863521,3.142895021060862e-07,9.169277096329356e-07,5.343209860646831e-05
1846,0.0001449414121452719,3.3045344391017094e-07,9.349704116954984e-07,5.286839431002071e-05
1847,0.00014526240244906927,3.035233037605524e-07,9.39962352016924e-07,5.3190247334506626e-05
1848,0.00014381101313379725,3.029911275526891e-07,9.63338266046776e-07,5.287290748258654e-05
1849,0.0001435042649973184,2.8434915780703053e-07,9.698352739308445e-07,5.370811309798488e-05
1850,0.00014299257184445326,2.6725107561885254e-07,9.734109036279342e-07,5.3677210546863664e-05
1851,0.00014171915245242417,2.6156102502942045e-07,9.979074369376967e-07,5.4158330125833997e-05
1852,0.00014570266025007835,2.5554145517097435e-07,1.013038367351068e-06,5.40503128182276e-05
1853,0.00014810288017283061,2.2465472276118297e-07,1.0185290193476249e-06,5.47645499214663e-05
1854,0.00015006893123167435,2.254005145070031e-07,1.0121376427767764e-06,5.556376449281483e-05
1855,0.00015151783424828733,2.0554308020694278e-07,1.0306139139564557e-06,5.619201276983533e-05
1856,0.00015019848277526244,2.0050439835423666e-07,1.072105484516734e-06,5.59505980553305e-05
1857,0.00015060324013964937,2.0138934278942804e-07,1.080226411431795e-06,5.660286426843543e-05
1858,0.00015038588441841836,1.9848660924383565e-07,1.063196326153307e-06,5.652930017926597e-05
1859,0.00014895903794760152,2.0094274840890387e-07,1.0605517266932502e-06,5.707888132227319e-05
1860,0.00015174973772705665,2.044131223653624e-07,1.057617047146258e-06,5.7785518687783875e-05
1861,0.00015708809535551284,2.0740135247316565e-07,1.0613448223141729e-06,5.801085873307394e-05
1862,0.00016023137141019106,2.168508461051845e-07,1.058266231471602e-06,5.881608220598926e-05
1863,0.00016702471267698065,2.1823969526784432e-07,1.0446388176075873e-06,5.9589182845749224e-05
1864,0.00016665405460766384,2.1757084717981862e-07,1.0538264681209902e-06,5.998073798504525e-05
1865,0.0001652044863606404,2.2988802632945798e-07,1.1017147341720244e-06,6.080935989822527e-05
1866,0.00015725525840285366,2.273043528638092e-07,1.1174611082814018e-06,6.0629444695743064e-05
1867,0.00014780908739859506,2.3370271914505532e-07,1.1442416182814798e-06,6.0347150013382945e-05
1868,0.00013814242993248627,2.2224592198329317e-07,1.1638456953733112e-06,5.965533793122242e-05
1869,0.00012734515517617444,2.1271887362672715e-07,1.1734731677799054e-06,5.94591697985639e-05
1870,0.00011384287686918729,2.0952112679749136e-07,1.1829581418559037e-06,5.910810224512326e-05
1871,0.00010626939599335725,1.9922059785975372e-07,1.1953835772666416e-06,5.864394864017543e-05
1872,0.00010079973955206307,1.8867739421628877e-07,1.1875736650576333e-06,5.808490875226978e-05
1873,9.909769973351754e-05,1.9018480860008173e-07,1.2069035619788337e-06,5.8036324065012324e-05
1874,9.717161966753858e-05,1.7689393213718825e-07,1.2098688720081036e-06,5.7411278248764575e-05
1875,9.435968448607517e-05,1.7926292628089868e-07,1.2363723434256307e-06,5.6947457778733224e-05
1876,9.579484113990995e-05,1.822653266409751e-07,1.242879242064581e-06,5.659937232849188e-05
1877,9.777793145206357e-05,1.8000015903193605e-07,1.25690155527991e-06,5.599054306263237e-05
1878,9.945019493378433e-05,1.8001169418572056e-07,1.2827819741037923e-06,5.551363054629681e-05
1879,9.901649484943067e-05,1.776721023004159e-07,1.2845140905223422e-06,5.562792076878915e-05
1880,9.707491595431097e-05,1.6914937767913735e-07,1.2906029951409437e-06,5.533063605461004e-05
1881,9.431422014521169e-05,1.738275321778409e-07,1.307808897113968e-06,5.554111807474068e-05
1882,9.402040970079335e-05,1.7337309543563606e-07,1.2972426637653761e-06,5.634232314020794e-05
1883,9.291378955822438e-05,1.6568603809576287e-07,1.3158804189775504e-06,5.543656516238116e-05
1884,9.071479663751754e-05,1.6234558789359914e-07,1.318402610195335e-06,5.537610091518478e-05
1885,9.10708840820007e-05,1.5880091552844533e-07,1.3119546987841853e-06,5.587509544316812e-05
1886,9.044234840465444e-05,1.5802523632503706e-07,1.335209422645026e-06,5.5868244609363114e-05
1887,9.067286945147706e-05,1.577454854993578e-07,1.3538366699451996e-06,5.6192224292317405e-05
1888,9.169145986171705e-05,1.505816291975342e-07,1.3809384914306326e-06,5.5804053512734496e-05
1889,8.998215863747256e-05,1.449329200145907e-07,1.40776135789825e-06,5.5552787151620055e-05
1890,8.840564883679949e-05,1.4124386029022518e-07,1.4022625691723078e-06,5.738500996293234e-05
1891,8.774310637298706e-05,1.3914230022140016e-07,1.3977087454415077e-06,5.762385158699804e-05
1892,8.553693104269249e-05,1.4106430005053232e-07,1.4301881492428947e-06,5.7890464501854565e-05
1893,8.388590192355747e-05,1.399239256524457e-07,1.4283254716117102e-06,5.805997404552597e-05
1894,8.293277330397229e-05,1.3777177900107874e-07,1.4318621716873686e-06,5.870409066639175e-05
1895,8.396703612691323e-05,1.3845416394328174e-07,1.4201840485839057e-06,5.961846233861122e-05
1896,8.782299430874576e-05,1.3653206666828866e-07,1.411446175682483e-06,6.0737854385349366e-05
1897,9.027762280311435e-05,1.3591924284485556e-07,1.414958384365101e-06,6.026623824644568e-05
1898,9.083723749167152e-05,1.355589185030632e-07,1.4281167263366764e-06,6.0319243077953744e-05
1899,9.046940769102158e-05,1.3267886751171837e-07,1.4094285591324609e-06,5.9795631386805326e-05
1900,9.034274782087388e-05,1.327388048366629e-07,1.4123372368755684e-06,5.9846157715323246e-05
1901,9.058251245213407e-05,1.3105516164354673e-07,1.399636175847263e-06,5.949597678928902e-05
1902,8.705016391884004e-05,1.250057611709313e-07,1.3965081149893064e-06,5.8731281439707216e-05
1903,8.085691037454776e-05,1.250761495644578e-07,1.3907287471478673e-06,5.652267282130197e-05
1904,7.706871006770857e-05,1.2822743501926327e-07,1.3949532363507648e-06,5.5510476938382324e-05
1905,7.398267397158114e-05,1.2657580076133206e-07,1.379421827810542e-06,5.51230030915966e-05
1906,7.16373511490279e-05,1.4053796957926223e-07,1.3591788631726689e-06,5.482086167571002e-05
1907,7.043355643483145e-05,1.3939336440671468e-07,1.3426376069349187e-06,5.4202183361797195e-05
1908,6.751886498282797e-05,1.3855814273711076e-07,1.340161410163481e-06,5.30534764818315e-05
1909,6.472770941659942e-05,1.3531354068975686e-07,1.3281333102505805e-06,5.2495731194669914e-05
1910,6.325411387868891e-05,1.3598583389498993e-07,1.3314084169126415e-06,5.22584149231469e-05
1911,6.27318446017203e-05,1.3092051988548648e-07,1.3213208213918343e-06,5.174110888869369e-05
1912,6.372201927920937e-05,1.299703466120913e-07,1.3243001149021438e-06,5.1190456101072156e-05
1913,6.464936814154498e-05,1.1148694158334496e-07,1.3340133721482874e-06,5.091762899870186e-05
1914,6.706035648156623e-05,1.0601878435474126e-07,1.3458121657095035e-06,5.045858259628793e-05
1915,7.216120814389017e-05,1.0468414452751468e-07,1.3549329033984186e-06,5.0258164264960214e-05
1916,7.644632569281384e-05,1.0951935130216433e-07,1.3719968754750361e-06,4.895639150553117e-05
1917,7.820218888809904e-05,1.0570644702413898e-07,1.374312871251147e-06,4.792157051269896e-05
1918,7.627609271107108e-05,1.175019264110233e-07,1.3870211270321825e-06,4.656835777236016e-05
1919,7.380880716872136e-05,1.1750568416703442e-07,1.3935480832775023e-06,4.546673985065094e-05
1920,7.078384701994114e-05,1.2084258165551936e-07,1.3863026099768052e-06,4.393169261415356e-05
1921,6.536826185765676e-05,1.3170754442626276e-07,1.3556129780616693e-06,4.23607619138368e-05
1922,5.7616455056371964e-05,1.37239753022251e-07,1.3252758240664013e-06,4.094615152488197e-05
1923,5.3575615830985566e-05,1.4390359025030973e-07,1.2867696698646926e-06,4.067829598040719e-05
1924,5.131656923497628e-05,1.455604672985698e-07,1.2563776538497353e-06,4.052022268297151e-05
1925,5.1430453562975996e-05,1.6137866509779997e-07,1.226117969313886e-06,3.996705501257176e-05
1926,5.055348654942853e-05,1.6306047407559682e-07,1.2008454015293474e-06,3.928291334887035e-05
1927,5.037254283836644e-05,1.625714521732594e-07,1.1921218856514315e-06,3.8675734166255484e-05
1928,5.043796461125437e-05,1.52306157019666e-07,1.1950788965415477e-06,3.81394124165776e-05
1929,5.106333836530601e-05,1.4928440350558958e-07,1.1923604980828323e-06,3.7465566752611524e-05
1930,4.932369847665541e-05,1.3895653998880724e-07,1.20375497252618e-06,3.677244032067912e-05
1931,4.917980498118725e-05,1.4113085658859097e-07,1.2033792700094637e-06,3.620143044307562e-05
1932,4.784666764732849e-05,1.3041940657590852e-07,1.2206676761447203e-06,3.597581962822005e-05
1933,4.728233138199097e-05,1.290603656960749e-07,1.2173002395294524e-06,3.5422588033335547e-05
1934,4.7599855731407714e-05,1.4021593740056103e-07,1.2103700035887805e-06,3.507482116609546e-05
1935,4.7368349312039625e-05,1.5087702515919383e-07,1.2190048599742504e-06,3.479021013065774e-05
1936,4.696677777766516e-05,1.4938253960800856e-07,1.224031036274807e-06,3.4643076755206236e-05
1937,4.7953772861676824e-05,1.5759015172177116e-07,1.2263825835491713e-06,3.499545190217239e-05
1938,4.958541934943891e-05,1.6923366327351426e-07,1.246430039308117e-06,3.529625558128048e-05
1939,5.3442553637848634e-05,1.5962258613301727e-07,1.2629955433242555e-06,3.584979900291988e-05
1940,5.678706552966365e-05,1.5940883762206276e-07,1.2858990723023972e-06,3.621581241272257e-05
1941,5.774481594146762e-05,1.5315484347411257e-07,1.3184022041709146e-06,3.667660244640761e-05
1942,5.8593504945747554e-05,1.4685308055309827e-07,1.3532022811497363e-06,3.673806246037462e-05
1943,5.915120449831842e-05,1.5877281762349022e-07,1.3777302326291517e-06,3.677410287699396e-05
1944,5.822427712181317e-05,1.5712434629579418e-07,1.400980457739414e-06,3.623836684190402e-05
1945,5.517894065373444e-05,1.5459187453968427e-07,1.3843594745464673e-06,3.582591515234006e-05
1946,5.032612430763298e-05,1.5681370513220827e-07,1.3484718855189776e-06,3.5094391413232575e-05
1947,4.672891425018731e-05,1.576889262975913e-07,1.330827737027513e-06,3.499621327916559e-05
1948,4.473407066793048e-05,1.5573779218617085e-07,1.312516149352762e-06,3.4682906906320045e-05
1949,4.394956912230035e-05,1.544763920589633e-07,1.2729879017570056e-06,3.512930717468927e-05
1950,4.222306233714335e-05,1.5389680234940378e-07,1.2487956837503589e-06,3.5298438888275996e-05
1951,4.141091527084687e-05,1.5165939869023403e-07,1.2094379988931386e-06,3.552324155212513e-05
1952,4.0852552046999335e-05,1.5513079988847623e-07,1.2074719149625577e-06,3.561270101012529e-05
1953,4.092841429935236e-05,1.522255895939192e-07,1.2124943558384466e-06,3.56375463265327e-05
1954,3.96670657210052e-05,1.5332797025686367e-07,1.2043442114060911e-06,3.511825603449584e-05
1955,3.8977599095752726e-05,1.5376926804882324e-07,1.1868511689629356e-06,3.477497271627986e-05
1956,3.768557819837172e-05,1.6209323153556658e-07,1.19296623779519e-06,3.39380484157508e-05
1957,3.721930469120187e-05,1.633483321938911e-07,1.190228415128201e-06,3.3381468840941254e-05
1958,3.7458061602332494e-05,1.7247337171154088e-07,1.206888246737695e-06,3.278239507510859e-05
1959,3.842961450573057e-05,1.889496376504342e-07,1.213670235041978e-06,3.21921449670169e-05
1960,3.8784141777016756e-05,1.8952693129189617e-07,1.2229325453258103e-06,3.1495990697294474e-05
1961,3.955471090323824e-05,1.8666906242970072e-07,1.2188588048697317e-06,3.105449624334662e-05
1962,4.027510502575231e-05,1.8740543440896674e-07,1.2276165729677553e-06,3.0596672461667496e-05
1963,4.1016796395914366e-05,1.8362022505665925e-07,1.21498088187114e-06,3.0156121283653192e-05
1964,4.254042089866873e-05,1.7857073686400327e-07,1.2165921004582612e-06,2.9742189456426005e-05
1965,4.37924344233969e-05,1.6882137186615053e-07,1.2136819123043097e-06,2.9456476373265366e-05
1966,4.465320151731638e-05,1.43187034292883e-07,1.199953219708862e-06,2.900865443474946e-05
1967,4.57305962169942e-05,1.4601254199370877e-07,1.1872514440775767e-06,2.8709366493525783e-05
1968,4.690060710085423e-05,1.4939281202584554e-07,1.1953540349298107e-06,2.8258010518454413e-05
1969,4.664123220469004e-05,1.5384876357010008e-07,1.1871501815871203e-06,2.7730882201077683e-05
1970,4.598074363976983e-05,1.518556790155604e-07,1.2077423597085207e-06,2.7125656613082227e-05
1971,4.437650568434037e-05,1.4851240085330834e-07,1.2117653146300915e-06,2.6652643490316613e-05
1972,4.223953198691431e-05,1.533683818674295e-07,1.2211852435939363e-06,2.6159359029926626e-05
1973,4.026608231859947e-05,1.5665799172178856e-07,1.242954389064315e-06,2.5865128139100436e-05
1974,3.824902004063395e-05,1.503075606836189e-07,1.244772371527298e-06,2.5641088931089534e-05
1975,3.582790980414886e-05,1.6298886659374796e-07,1.2388603473872145e-06,2.5626024060849367e-05
1976,3.427965410602545e-05,1.591162746957967e-07,1.2444564682872233e-06,2.555718570615032e-05
1977,3.3514733201757607e-05,1.6006478834437336e-07,1.2181239656326528e-06,2.587286092291054e-05
1978,3.3074390168102195e-05,1.574045792754727e-07,1.2222125665825194e-06,2.6304412520922987e-05
1979,3.280155267150674e-05,1.5169934946308266e-07,1.2021392227065268e-06,2.6828857049362602e-05
1980,3.2446299883304164e-05,1.4491474027116575e-07,1.1887017957893216e-06,2.7464439491658205e-05
1981,3.2569161183866004e-05,1.446320153166068e-07,1.1857735963920796e-06,2.813092994204323e-05
1982,3.356322953810117e-05,1.2668422450750378e-07,1.1997127882880574e-06,2.8851870800800888e-05
1983,3.3685969226228606e-05,1.235083400631863e-07,1.203352992108973e-06,2.963045907173572e-05
1984,3.369942351127975e-05,1.1807533338372065e-07,1.2196851782521532e-06,3.0459717371351352e-05
1985,3.406652987385834e-05,1.1831863336705542e-07,1.207856793631176e-06,3.102166452403513e-05
1986,3.433855246320101e-05,1.1908062954749507e-07,1.2031547222639866e-06,3.147862220690253e-05
1987,3.5183491231042095e-05,1.169856836164789e-07,1.194910250238276e-06,3.183374013003361e-05
1988,3.559093082523239e-05,1.16735903483394e-07,1.1872698938272412e-06,3.221580742060074e-05
1989,3.54651253603931e-05,1.1739793239127851e-07,1.1670937770499483e-06,3.2436612985163394e-05
1990,3.595211403860178e-05,1.1417196077445624e-07,1.1333432407159956e-06,3.284878662920424e-05
1991,3.629639728127846e-05,1.1058673672031156e-07,1.1236861447676866e-06,3.2935349216651435e-05
1992,3.618653291986058e-05,1.0565748859952301e-07,1.1182080308052328e-06,3.305212833635908e-05
1993,3.632189119733604e-05,1.0036193032192386e-07,1.090897317875975e-06,3.330624011661192e-05
1994,3.61270311779143e-05,9.65490037125554e-08,1.0673424120406189e-06,3.3596329428421867e-05
1995,3.643980484672024e-05,9.081326725533603e-08,1.0452099396778586e-06,3.401275015286436e-05
1996,3.695583135205587e-05,8.857809977566181e-08,1.017461264447255e-06,3.46154670946167e-05
1997,3.7795119299387026e-05,9.333630807922028e-08,1.0055389744983195e-06,3.595335043168494e-05
1998,3.878938462418903e-05,9.23251885101958e-08,9.67323891083132e-07,3.731241408136806e-05
1999,4.0314240322913975e-05,8.86292344911713e-08,9.226430636642493e-07,3.8786105765861324e-05
2000,4.142193211009726e-05,8.561752094595119e-08,9.191987422647279e-07,4.0253382134583914e-05
2001,4.2841381530576784e-05,8.887652873974211e-08,9.014683217044097e-07,4.189941578910553e-05
2002,4.375715278521446e-05,9.03105014263669e-08,8.818991058693168e-07,4.368271506142004e-05
2003,4.504817999466988e-05,8.834522446932169e-08,8.70787175699661e-07,4.5512993632915565e-05
2004,4.625545365602842e-05,7.90472347895437e-08,8.501736244527689e-07,4.6992527391661755e-05
2005,4.7756948333699256e-05,8.320617134976211e-08,8.267046171437999e-07,4.947258275933564e-05
2006,4.917361625952513e-05,9.178632508012794e-08,8.169223682281361e-07,5.308407812013424e-05
2007,5.082395312326428e-05,9.457215607458888e-08,7.835512779560563e-07,5.7437765333036494e-05
2008,5.183532318499472e-05,8.978317010490042e-08,7.584126413868424e-07,6.323114264107841e-05
2009,5.183265290855031e-05,9.258797259040616e-08,7.546621694538252e-07,6.838470965573964e-05
2010,5.198350793632146e-05,9.531124638734972e-08,7.516048218089313e-07,7.302597233709613e-05
2011,5.287713897165044e-05,9.891345444300117e-08,7.289055637167101e-07,8.021493600348808e-05
2012,5.3542055476490145e-05,9.450552645213455e-08,6.889797410687086e-07,8.569697196695156e-05
2013,5.3272867392349455e-05,8.618591960742248e-08,6.478968990515048e-07,8.855379876747196e-05
2014,5.2960875369275785e-05,8.512101601354516e-08,6.29794446435231e-07,9.229575100887035e-05
2015,5.319840576183716e-05,8.454646709716534e-08,6.99001154608985e-07,9.338701264433829e-05
2016,5.434997936910284e-05,7.546336837955486e-08,6.53080491019864e-07,9.451303776586428e-05
2017,5.4925044726890825e-05,7.290000366329726e-08,6.229920046507686e-07,9.655814574216492e-05
2018,5.4544395970879124e-05,6.871636415439752e-08,6.256949802718736e-07,9.510487871011719e-05
2019,5.3805866627953947e-05,6.628082349635633e-08,6.70645192712982e-07,9.423621486348566e-05
