ngram,metal,mtal,metl,metl
1555,3.085925449600576e-05,0.0,0.0,0.0
1556,0.00011204760760717493,0.0,0.0,0.0
1557,0.00010826518752894896,0.0,0.0,0.0
1558,0.00010627098786894098,0.0,0.0,0.0
1559,8.391654773731716e-05,0.0,0.0,0.0
1560,8.391654773731716e-05,0.0,0.0,0.0
1561,8.391654773731716e-05,0.0,0.0,0.0
1562,8.391654773731716e-05,0.0,0.0,0.0
1563,2.7281946261479917e-06,0.0,0.0,0.0
1564,2.7281946261479917e-06,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,1.9036705063107156e-06,0.0,0.0,0.0
1567,1.9036705063107156e-06,0.0,0.0,0.0
1568,1.9036705063107156e-06,0.0,0.0,0.0
1569,2.6463758331374265e-06,0.0,0.0,0.0
1570,2.6463758331374265e-06,0.0,0.0,0.0
1571,5.098227510253699e-06,0.0,0.0,0.0
1572,6.65810992878895e-06,0.0,0.0,0.0
1573,6.012848773804892e-06,0.0,0.0,0.0
1574,6.012848773804892e-06,0.0,0.0,0.0
1575,7.270128402784134e-06,0.0,0.0,0.0
1576,9.231505698283269e-06,0.0,0.0,0.0
1577,9.231505698283269e-06,0.0,0.0,0.0
1578,6.779654021166996e-06,0.0,0.0,0.0
1579,5.866526407771744e-06,0.0,0.0,0.0
1580,4.608117056445085e-06,0.0,0.0,0.0
1581,4.608117056445085e-06,0.0,0.0,0.0
1582,5.026762924639375e-06,0.0,0.0,0.0
1583,2.562991604853388e-06,0.0,0.0,0.0
1584,2.562991604853388e-06,0.0,0.0,0.0
1585,2.562991604853388e-06,0.0,0.0,0.0
1586,1.9162367997133904e-06,0.0,0.0,0.0
1587,5.377032526407025e-06,0.0,0.0,0.0
1588,5.377032526407025e-06,0.0,0.0,0.0
1589,4.261286449036561e-06,0.0,0.0,0.0
1590,4.540926446290021e-06,0.0,0.0,0.0
1591,4.8074599102879545e-06,0.0,0.0,0.0
1592,6.00140349758606e-06,0.0,0.0,0.0
1593,6.224680224217341e-06,0.0,0.0,0.0
1594,2.763884497523707e-06,0.0,0.0,0.0
1595,2.763884497523707e-06,0.0,0.0,0.0
1596,3.887050882310307e-06,0.0,0.0,0.0
1597,7.725334788639365e-06,0.0,0.0,0.0
1598,1.626135047315204e-05,0.0,0.0,0.0
1599,1.5421140330675242e-05,0.0,0.0,0.0
1600,1.5304369688757496e-05,0.0,0.0,0.0
1601,1.589034127391642e-05,0.0,0.0,0.0
1602,1.766515353145743e-05,1.0440071816576944e-07,0.0,0.0
1603,1.5981807726867764e-05,1.0440071816576944e-07,0.0,0.0
1604,1.2304653799739234e-05,1.0440071816576944e-07,0.0,0.0
1605,3.6145415427719333e-06,1.0440071816576944e-07,0.0,0.0
1606,5.503051129705584e-06,1.0440071816576944e-07,0.0,0.0
1607,5.396545044992049e-06,1.0440071816576944e-07,0.0,0.0
1608,4.810573459833124e-06,1.0440071816576944e-07,0.0,0.0
1609,3.0357612022921136e-06,0.0,0.0,0.0
1610,3.0357612022921136e-06,0.0,0.0,0.0
1611,2.457092201828865e-06,0.0,0.0,0.0
1612,2.344655310285556e-06,0.0,0.0,0.0
1613,4.220332406086007e-07,0.0,0.0,0.0
1614,7.516429881044522e-07,0.0,0.0,0.0
1615,1.1325862406660496e-06,0.0,0.0,0.0
1616,1.1325862406660496e-06,0.0,0.0,0.0
1617,1.3796689099113531e-06,0.0,0.0,0.0
1618,1.375733769951434e-06,0.0,0.0,0.0
1619,1.8258717692073593e-06,0.0,0.0,0.0
1620,1.7077286348207314e-06,0.0,0.0,0.0
1621,1.37811888732488e-06,0.0,0.0,0.0
1622,1.7006597171790157e-06,0.0,0.0,0.0
1623,2.2394880992188907e-06,0.0,0.0,0.0
1624,2.7390664091139376e-06,0.0,0.0,0.0
1625,2.6405892705432573e-06,0.0,0.0,0.0
1626,2.1904512712873318e-06,0.0,0.0,0.0
1627,1.9889734435959587e-06,0.0,0.0,0.0
1628,2.2510199479646483e-06,0.0,0.0,0.0
1629,1.6300652094157288e-06,0.0,0.0,0.0
1630,4.10995186582243e-06,0.0,0.0,0.0
1631,3.590010830326459e-06,0.0,0.0,0.0
1632,3.590010830326459e-06,0.0,0.0,0.0
1633,3.590010830326459e-06,0.0,0.0,0.0
1634,3.836847156435397e-06,0.0,0.0,0.0
1635,3.7394400789837945e-06,0.0,0.0,0.0
1636,3.6569107351169805e-06,0.0,0.0,0.0
1637,7.113558240234852e-07,0.0,0.0,0.0
1638,5.519709174807628e-07,0.0,0.0,0.0
1639,5.519709174807628e-07,0.0,0.0,0.0
1640,6.547789723754249e-07,0.0,0.0,0.0
1641,4.0794264626648715e-07,0.0,0.0,0.0
1642,9.989520849882995e-07,0.0,0.0,0.0
1643,9.989520849882995e-07,0.0,0.0,0.0
1644,1.0174534241156965e-06,0.0,0.0,0.0
1645,1.146585710947485e-06,0.0,0.0,0.0
1646,1.2832241379458407e-05,0.0,0.0,0.0
1647,1.2937524429292222e-05,0.0,0.0,0.0
1648,1.3075072136611457e-05,0.0,0.0,0.0
1649,1.2710562154032751e-05,0.0,0.0,0.0
1650,1.3720725316293933e-05,0.0,0.0,0.0
1651,1.3973064499493506e-05,0.0,0.0,0.0
1652,1.5224053445958166e-05,0.0,0.0,0.0
1653,3.6137735557011704e-06,0.0,0.0,0.0
1654,3.820514320653144e-06,0.0,0.0,0.0
1655,4.5545122588919185e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1656,4.5258320255925355e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1657,3.932735361494062e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1658,4.6610474149539575e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1659,3.5674301882084236e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1660,3.7325788103511774e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1661,3.855230212528633e-06,0.0,5.81030446612983e-08,5.81030446612983e-08
1662,3.836281605020174e-06,0.0,0.0,0.0
1663,4.262162698458789e-06,0.0,0.0,0.0
1664,5.967457176276574e-06,0.0,0.0,0.0
1665,5.2478774088220755e-06,0.0,0.0,0.0
1666,5.413367538104856e-06,0.0,0.0,0.0
1667,6.0490556604366115e-06,0.0,0.0,0.0
1668,7.917999222887115e-06,0.0,0.0,0.0
1669,7.874162682648083e-06,0.0,0.0,0.0
1670,7.549612941407499e-06,0.0,0.0,0.0
1671,5.779243695412463e-06,0.0,0.0,0.0
1672,6.0169252265040996e-06,0.0,0.0,0.0
1673,5.695539016414841e-06,0.0,0.0,0.0
1674,5.50246751832414e-06,0.0,0.0,0.0
1675,3.47354419513327e-06,0.0,0.0,0.0
1676,3.0513022823340308e-06,0.0,0.0,0.0
1677,2.8226156700839056e-06,0.0,0.0,0.0
1678,2.6498910788827094e-06,0.0,0.0,0.0
1679,2.2209789969045753e-06,0.0,0.0,0.0
1680,3.398782674984042e-06,0.0,0.0,0.0
1681,3.297413708683702e-06,0.0,0.0,0.0
1682,3.202164667267685e-06,0.0,0.0,0.0
1683,4.404486552240476e-06,0.0,0.0,0.0
1684,6.214893785129659e-06,0.0,0.0,0.0
1685,6.9044773941381465e-06,0.0,0.0,0.0
1686,6.964008662180277e-06,0.0,0.0,0.0
1687,5.835462551268782e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1688,5.579831525080538e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1689,5.423861734600775e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1690,3.980413298774822e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1691,2.008300831286241e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1692,1.4708027151755232e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1693,1.5005786134939366e-06,0.0,4.1200089689092627e-08,4.1200089689092627e-08
1694,1.5947757918053997e-06,0.0,0.0,0.0
1695,1.578770828863136e-06,0.0,0.0,0.0
1696,1.8618807351750938e-06,0.0,0.0,0.0
1697,2.576096449047327e-06,0.0,0.0,0.0
1698,4.307299361374005e-06,0.0,0.0,0.0
1699,4.067433516346293e-06,0.0,0.0,0.0
1700,3.829621817885709e-06,0.0,1.29978526989102e-08,1.29978526989102e-08
1701,4.406566245864139e-06,0.0,2.2664612028425576e-08,2.2664612028425576e-08
1702,4.120400496227765e-06,0.0,2.2664612028425576e-08,2.2664612028425576e-08
1703,3.84350043296828e-06,0.0,2.2664612028425576e-08,2.2664612028425576e-08
1704,3.0098779839298525e-06,0.0,2.2664612028425576e-08,2.2664612028425576e-08
1705,1.3243283762319282e-06,0.0,2.2664612028425576e-08,2.2664612028425576e-08
1706,1.5318769186478676e-06,0.0,3.373999492493697e-08,3.373999492493697e-08
1707,1.6160986900461336e-06,0.0,3.289459523817381e-08,3.289459523817381e-08
1708,7.652776271730286e-07,0.0,2.3227835908658434e-08,2.3227835908658434e-08
1709,7.894073722322251e-07,0.0,2.3227835908658434e-08,2.3227835908658434e-08
1710,9.495682361050837e-07,0.0,2.3227835908658434e-08,2.3227835908658434e-08
1711,9.720445827302423e-07,0.0,2.3227835908658434e-08,2.3227835908658434e-08
1712,9.0731022136684e-07,0.0,2.3227835908658434e-08,2.3227835908658434e-08
1713,7.164550481775223e-07,0.0,1.2152453012147037e-08,1.2152453012147037e-08
1714,2.887707243611918e-06,0.0,0.0,0.0
1715,2.933409701557009e-06,0.0,0.0,0.0
1716,3.035843921647289e-06,8.854958163543155e-09,0.0,0.0
1717,3.056486170700217e-06,8.854958163543155e-09,0.0,0.0
1718,3.4802716584181326e-06,8.854958163543155e-09,0.0,0.0
1719,3.4852184001010755e-06,8.854958163543155e-09,0.0,0.0
1720,3.893522550210296e-06,8.854958163543155e-09,0.0,0.0
1721,1.7214113695120301e-06,8.854958163543155e-09,0.0,0.0
1722,7.063864046585877e-06,8.854958163543155e-09,0.0,0.0
1723,7.296190684006173e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1724,7.247084434019209e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1725,7.061602474323081e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1726,7.136476093754547e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1727,7.879051557730626e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1728,8.145546270757872e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1729,2.9001453023218867e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1730,4.072099613949831e-06,0.0,0.0,0.0
1731,3.891509103531072e-06,0.0,0.0,0.0
1732,5.75767614106683e-06,0.0,0.0,0.0
1733,5.946678088873471e-06,0.0,0.0,0.0
1734,5.663185601991115e-06,0.0,0.0,0.0
1735,6.406174593718918e-06,0.0,0.0,0.0
1736,6.807767436254965e-06,5.512325072589062e-09,0.0,0.0
1737,6.339647849732241e-06,5.512325072589062e-09,0.0,0.0
1738,6.931540383448009e-06,5.512325072589062e-09,0.0,0.0
1739,5.15016355555937e-06,5.512325072589062e-09,0.0,0.0
1740,5.148977119720907e-06,5.512325072589062e-09,0.0,0.0
1741,4.6368351961843605e-06,5.512325072589062e-09,0.0,0.0
1742,4.277143424198064e-06,5.512325072589062e-09,0.0,0.0
1743,4.743991407199896e-06,0.0,0.0,0.0
1744,4.809023331680302e-06,0.0,0.0,0.0
1745,4.834114861296257e-06,6.311576023725658e-09,0.0,0.0
1746,5.358595347258545e-06,6.311576023725658e-09,0.0,0.0
1747,5.747857358073816e-06,6.311576023725658e-09,0.0,0.0
1748,6.33631446232487e-06,6.311576023725658e-09,3.639731817526938e-09,3.639731817526938e-09
1749,6.358230361261771e-06,6.311576023725658e-09,3.639731817526938e-09,3.639731817526938e-09
1750,6.150379379375538e-06,6.311576023725658e-09,3.639731817526938e-09,3.639731817526938e-09
1751,6.162190987067463e-06,6.311576023725658e-09,3.639731817526938e-09,3.639731817526938e-09
1752,7.352422276848561e-06,7.797180298244451e-09,7.538321966649164e-09,7.538321966649164e-09
1753,8.759829857548798e-06,7.797180298244451e-09,7.538321966649164e-09,7.538321966649164e-09
1754,1.1450262783390436e-05,7.797180298244451e-09,7.538321966649164e-09,7.538321966649164e-09
1755,1.3488733137429726e-05,7.797180298244451e-09,3.898590149122226e-09,3.898590149122226e-09
1756,1.4089661817706656e-05,7.797180298244451e-09,6.934060690712483e-09,6.934060690712483e-09
1757,1.6239558915133656e-05,7.797180298244451e-09,6.934060690712483e-09,6.934060690712483e-09
1758,1.6875311303010676e-05,7.797180298244451e-09,1.0041645483381347e-08,1.0041645483381347e-08
1759,1.62333824066861e-05,0.0,6.1430553342591205e-09,6.1430553342591205e-09
1760,1.7605286822280114e-05,0.0,6.1430553342591205e-09,6.1430553342591205e-09
1761,1.6573973620584832e-05,0.0,6.1430553342591205e-09,6.1430553342591205e-09
1762,1.645055648883239e-05,0.0,6.1430553342591205e-09,6.1430553342591205e-09
1763,1.6693926487018223e-05,0.0,3.1075847926688637e-09,3.1075847926688637e-09
1764,1.7312994584374663e-05,2.810679688991513e-09,1.1539623859643403e-08,1.1539623859643403e-08
1765,1.7388254751235115e-05,2.810679688991513e-09,1.1379447479547317e-08,1.1379447479547317e-08
1766,1.882279749614619e-05,2.810679688991513e-09,1.1379447479547317e-08,1.1379447479547317e-08
1767,1.7703277600438533e-05,2.810679688991513e-09,1.1379447479547317e-08,1.1379447479547317e-08
1768,1.9267748809527673e-05,2.810679688991513e-09,1.1379447479547317e-08,1.1379447479547317e-08
1769,1.8689080726679614e-05,5.8569393144937615e-09,1.1379447479547317e-08,1.1379447479547317e-08
1770,2.2637869343660505e-05,5.8569393144937615e-09,1.1379447479547317e-08,1.1379447479547317e-08
1771,2.3670981785731522e-05,3.046259625502249e-09,2.9474084125727782e-09,2.9474084125727782e-09
1772,2.703432489527456e-05,3.046259625502249e-09,0.0,0.0
1773,3.025235907573785e-05,5.641450481367169e-09,0.0,0.0
1774,3.225308085218005e-05,5.641450481367169e-09,0.0,0.0
1775,3.164604485001681e-05,8.530139642256732e-09,0.0,0.0
1776,3.308221831892817e-05,5.483880016754483e-09,2.712369503602271e-09,2.712369503602271e-09
1777,3.1098592184467376e-05,5.483880016754483e-09,2.712369503602271e-09,2.712369503602271e-09
1778,2.9437628005065824e-05,5.483880016754483e-09,2.712369503602271e-09,2.712369503602271e-09
1779,2.7335236414468716e-05,5.483880016754483e-09,2.712369503602271e-09,2.712369503602271e-09
1780,2.4499400231953977e-05,7.586969782583504e-09,5.0615098144492416e-09,5.0615098144492416e-09
1781,2.3980173604546246e-05,7.586969782583504e-09,1.0799060185766912e-08,1.0799060185766912e-08
1782,2.3904710750295116e-05,6.856414103140196e-09,1.0799060185766912e-08,1.0799060185766912e-08
1783,2.455559427159772e-05,6.856414103140196e-09,8.086690682164642e-09,8.086690682164642e-09
1784,2.374441724636459e-05,6.856414103140196e-09,1.9737995872657976e-08,1.9737995872657976e-08
1785,2.6853795913796474e-05,6.856414103140196e-09,1.9737995872657976e-08,1.9737995872657976e-08
1786,2.6232317135769074e-05,6.856414103140196e-09,2.2418192508715558e-08,2.2418192508715558e-08
1787,2.742859136820438e-05,2.1581334814462546e-09,2.2647335435570833e-08,2.2647335435570833e-08
1788,2.5829294307706213e-05,2.1581334814462546e-09,1.690978506425316e-08,1.690978506425316e-08
1789,2.4332534979164067e-05,1.163384817053676e-09,1.807316988130684e-08,1.807316988130684e-08
1790,2.2050334467037048e-05,2.2682332202959644e-09,2.0282866687791412e-08,2.0282866687791412e-08
1791,2.1566682854816982e-05,4.440165695435943e-09,8.631561497298077e-09,8.631561497298077e-09
1792,1.8180128141206558e-05,5.528427747338225e-09,8.631561497298077e-09,8.631561497298077e-09
1793,1.9904026755414505e-05,8.486494047182142e-09,5.951364861240498e-09,5.951364861240498e-09
1794,2.032068057035628e-05,8.486494047182142e-09,5.369052757941972e-09,5.369052757941972e-09
1795,2.3124836453851977e-05,1.122631029407525e-08,5.369052757941972e-09,5.369052757941972e-09
1796,2.568057945089614e-05,1.1011087089737463e-08,5.153829553604185e-09,5.153829553604185e-09
1797,2.6913375092720215e-05,9.906238686495174e-09,3.5110563980010413e-09,3.5110563980010413e-09
1798,2.8258272712784155e-05,7.734306211355196e-09,4.668369754260279e-09,4.668369754260279e-09
1799,2.9537211958086118e-05,6.646044159452913e-09,5.869908939867433e-09,5.869908939867433e-09
1800,2.8851125015145434e-05,3.687977859608996e-09,7.104900731239436e-09,7.104900731239436e-09
1801,3.070583937057693e-05,3.687977859608996e-09,6.501951041063389e-09,6.501951041063389e-09
1802,2.974414772844674e-05,2.2505420384431675e-09,7.804331466790667e-09,7.804331466790667e-09
1803,3.0061493297190672e-05,2.0043803442401244e-09,8.962169546172e-09,8.962169546172e-09
1804,3.2164494249237964e-05,2.3094578947637144e-09,1.053078868551438e-08,1.053078868551438e-08
1805,3.185064036058195e-05,2.5691353964875573e-09,9.892830332702829e-09,9.892830332702829e-09
1806,3.3995562262134627e-05,2.827685498450551e-09,8.949841249058669e-09,8.949841249058669e-09
1807,3.5143253106590624e-05,3.0369067260949123e-09,1.0434725337761717e-08,1.0434725337761717e-08
1808,3.1435047016462446e-05,3.272269915350583e-09,1.2572151700648452e-08,1.2572151700648452e-08
1809,2.9847079921247704e-05,1.9698894896233045e-09,1.4164568311920383e-08,1.4164568311920383e-08
1810,2.8887642006988506e-05,1.4858272231624677e-09,1.2494443923927179e-08,1.2494443923927179e-08
1811,2.7007610437327196e-05,1.4151336134661717e-09,1.4577812068594653e-08,1.4577812068594653e-08
1812,2.724393483991402e-05,1.1554561117423289e-09,1.4297165324655176e-08,1.4297165324655176e-08
1813,2.390553787076247e-05,1.0908854137474983e-09,1.539647101874867e-08,1.539647101874867e-08
1814,2.2756000752061872e-05,8.816641861031371e-10,1.3721385805354203e-08,1.3721385805354203e-08
1815,2.3916201826068573e-05,1.0325824163968734e-09,1.096350083733861e-08,1.096350083733861e-08
1816,2.621228928286915e-05,1.4129278540815043e-09,8.0687038003394e-09,8.0687038003394e-09
1817,2.5118787691878553e-05,1.1949902020294952e-09,8.318218780445363e-09,8.318218780445363e-09
1818,2.5112183980776797e-05,1.3186759937968061e-09,4.278342711851378e-09,4.278342711851378e-09
1819,2.5007232709737893e-05,1.3186759937968061e-09,4.490526791681557e-09,4.490526791681557e-09
1820,2.6187466314045844e-05,1.2720935257551754e-09,3.1326709956250707e-09,3.1326709956250707e-09
1821,2.61905874400067e-05,1.4006477802982635e-09,2.4735431005039133e-09,2.4735431005039133e-09
1822,2.5992432451208254e-05,1.0143663607488561e-09,2.449593686623278e-09,2.449593686623278e-09
1823,2.4322395152661818e-05,9.149464598655146e-10,2.730519223424567e-09,2.730519223424567e-09
1824,2.4902274162741378e-05,1.3173065099054376e-09,2.9839690559744068e-09,2.9839690559744068e-09
1825,2.4649394098170368e-05,1.0858535816536475e-09,3.0581677983627334e-09,3.0581677983627334e-09
1826,2.4711113188199567e-05,1.3228500675818315e-09,3.4367631756333186e-09,3.4367631756333186e-09
1827,2.4211114058354205e-05,1.3845943439402424e-09,4.168757450351279e-09,4.168757450351279e-09
1828,2.4990414333712708e-05,1.3663693985778634e-09,4.003753297153269e-09,4.003753297153269e-09
1829,2.5076611304289793e-05,1.4366436770377585e-09,4.028156950854265e-09,4.028156950854265e-09
1830,2.484771591428268e-05,1.1557181402364692e-09,5.272104086628815e-09,5.272104086628815e-09
1831,2.4916699528278385e-05,9.391474106327076e-10,4.983526607255888e-09,4.983526607255888e-09
1832,2.474952011003292e-05,1.1531284419393932e-09,5.4114886698692595e-09,5.4114886698692595e-09
1833,2.4467830631432923e-05,1.16356674295659e-09,4.911914002520794e-09,4.911914002520794e-09
1834,2.4420058772583226e-05,1.037485724315295e-09,5.093581889603627e-09,5.093581889603627e-09
1835,2.3033890881509122e-05,1.0109398159866397e-09,5.8783241131875135e-09,5.8783241131875135e-09
1836,2.252707729764682e-05,1.0157267170209293e-09,6.156163578907581e-09,6.156163578907581e-09
1837,2.3270981338490465e-05,1.0157267170209293e-09,5.018497966397766e-09,5.018497966397766e-09
1838,2.3652279196539894e-05,9.06263143894494e-10,4.520886823630324e-09,4.520886823630324e-09
1839,2.4945187241038574e-05,7.172281816078144e-10,4.21859834366854e-09,4.21859834366854e-09
1840,2.550667003171319e-05,6.965512928352219e-10,4.191029158638417e-09,4.191029158638417e-09
1841,2.5633995392126963e-05,6.834687101989597e-10,3.977143106911488e-09,3.977143106911488e-09
1842,2.6581947167869657e-05,8.429470692889701e-10,3.154188576992567e-09,3.154188576992567e-09
1843,2.6973660819099416e-05,1.1613330693930175e-09,2.3656301520854785e-09,2.3656301520854785e-09
1844,2.6740810166562108e-05,1.2948987834374544e-09,2.445903083244819e-09,2.445903083244819e-09
1845,2.6697735198208e-05,1.352050566743352e-09,2.827161711087862e-09,2.827161711087862e-09
1846,2.6228881064785776e-05,1.4613696919241193e-09,2.57869551902244e-09,2.57869551902244e-09
1847,2.6439605530218353e-05,1.4164281969542003e-09,2.639984461197794e-09,2.639984461197794e-09
1848,2.768426176252043e-05,1.6745766202268847e-09,2.5417728001718233e-09,2.5417728001718233e-09
1849,2.8989313120421555e-05,1.7000125592961775e-09,2.9504613752173725e-09,2.9504613752173725e-09
1850,2.9644667717678074e-05,1.686324651346232e-09,3.0679225271335042e-09,3.0679225271335042e-09
1851,3.1218078220263124e-05,1.97061630505654e-09,2.6468711310036396e-09,2.6468711310036396e-09
1852,3.235463996783697e-05,2.292192927530071e-09,2.315207291753956e-09,2.315207291753956e-09
1853,3.4002866024301124e-05,2.610423052321461e-09,2.860397081892531e-09,2.860397081892531e-09
1854,3.568989995983429e-05,2.8326215341577056e-09,2.7997754471962922e-09,2.7997754471962922e-09
1855,3.62360655604529e-05,2.924509491718043e-09,2.6182249899888076e-09,2.6182249899888076e-09
1856,3.6216329005713176e-05,3.2521974637132546e-09,2.2258853212989547e-09,2.2258853212989547e-09
1857,3.7215220280424024e-05,3.49818310826525e-09,2.1830656369927125e-09,2.1830656369927125e-09
1858,3.815655561213914e-05,3.425946827815908e-09,2.6550686569949887e-09,2.6550686569949887e-09
1859,3.948909891602982e-05,3.397398394357408e-09,3.001186902170819e-09,3.001186902170819e-09
1860,4.031168698150266e-05,3.306247942092e-09,2.752522574946324e-09,2.752522574946324e-09
1861,4.0586247840630154e-05,3.3541265003529067e-09,3.014378223222179e-09,3.014378223222179e-09
1862,4.070679694580447e-05,3.0455490510458307e-09,3.4301382845214334e-09,3.4301382845214334e-09
1863,4.0772247822522854e-05,2.8788043060501423e-09,4.233838549591187e-09,4.233838549591187e-09
1864,4.1178255612196934e-05,2.6298203614771865e-09,4.4149452982367166e-09,4.4149452982367166e-09
1865,4.06864497303364e-05,2.7264647999609385e-09,4.383005736130485e-09,4.383005736130485e-09
1866,4.02027414695892e-05,2.9193137431247708e-09,4.630954381872649e-09,4.630954381872649e-09
1867,3.9308409343772966e-05,2.647414351234342e-09,4.895387238436553e-09,4.895387238436553e-09
1868,3.818500044872053e-05,2.55401449195907e-09,4.86826081034865e-09,4.86826081034865e-09
1869,3.887194179696962e-05,2.640507384172557e-09,4.5471032653462575e-09,4.5471032653462575e-09
1870,3.898205717892519e-05,2.717703982492635e-09,4.2626275842394534e-09,4.2626275842394534e-09
1871,3.8863234554550476e-05,2.990160008486953e-09,4.7589828268611106e-09,4.7589828268611106e-09
1872,3.87469538379394e-05,2.916459883119314e-09,5.255331820513171e-09,5.255331820513171e-09
1873,3.928117543442308e-05,2.765210267113056e-09,5.707298728856764e-09,5.707298728856764e-09
1874,3.9965106095353675e-05,3.026036548321136e-09,5.969676530881429e-09,5.969676530881429e-09
1875,4.2040302235233996e-05,3.429728517063373e-09,6.073776624506065e-09,6.073776624506065e-09
1876,4.208118480164558e-05,3.6151189343667868e-09,6.287467816231843e-09,6.287467816231843e-09
1877,4.257264975292076e-05,3.6675081701734567e-09,6.7927565794434486e-09,6.7927565794434486e-09
1878,4.266959721072843e-05,3.635142314146427e-09,6.758059699153916e-09,6.758059699153916e-09
1879,4.282505272255678e-05,4.0346808433915675e-09,7.24159881266522e-09,7.24159881266522e-09
1880,4.252544645818749e-05,3.928329312634966e-09,7.96651976133132e-09,7.96651976133132e-09
1881,4.220033952151425e-05,4.398408589726241e-09,8.527891282028577e-09,8.527891282028577e-09
1882,4.138908531915929e-05,3.992728401870847e-09,1.0802912976868941e-08,1.0802912976868941e-08
1883,4.060254338712964e-05,3.93063483348856e-09,1.1295265167632351e-08,1.1295265167632351e-08
1884,4.069845921808987e-05,3.890093485432138e-09,1.1597502006363162e-08,1.1597502006363162e-08
1885,4.0793105394446426e-05,3.592498394005312e-09,1.1807751728757206e-08,1.1807751728757206e-08
