ngram,degree,degre,degee,dgree
1569,2.079588128773529e-05,0.0,0.0,0.0
1570,2.094302843553513e-05,0.0,0.0,0.0
1571,2.5846731789767675e-05,0.0,0.0,0.0
1572,2.7954695984330362e-05,0.0,0.0,0.0
1573,2.9180992377015563e-05,0.0,0.0,0.0
1574,3.5166787841132775e-05,0.0,0.0,0.0
1575,4.899686362997662e-05,2.5145592579584834e-06,0.0,0.0
1576,4.567650687801818e-05,2.5145592579584834e-06,0.0,0.0
1577,5.1819922581281776e-05,2.5145592579584834e-06,0.0,0.0
1578,5.46254388089957e-05,2.5145592579584834e-06,0.0,0.0
1579,6.120699617895298e-05,2.5145592579584834e-06,0.0,0.0
1580,6.50875065600433e-05,4.495480944959647e-06,0.0,0.0
1581,5.815204401317585e-05,4.495480944959647e-06,0.0,0.0
1582,4.934974484578041e-05,1.980921687001163e-06,0.0,0.0
1583,5.784891930358883e-05,3.1824782646643664e-06,0.0,0.0
1584,5.7387384003959596e-05,3.1824782646643664e-06,0.0,0.0
1585,6.269971293347356e-05,3.1824782646643664e-06,0.0,0.0
1586,5.5155072264564554e-05,3.1824782646643664e-06,0.0,0.0
1587,5.869978888638018e-05,1.2015565776632035e-06,0.0,0.0
1588,6.227591321865995e-05,1.2015565776632035e-06,0.0,0.0
1589,6.228975157033087e-05,1.2015565776632035e-06,0.0,0.0
1590,5.5626674890975535e-05,0.0,0.0,0.0
1591,5.616325285830369e-05,0.0,0.0,0.0
1592,4.970839433683848e-05,0.0,0.0,0.0
1593,5.983193269847626e-05,0.0,0.0,0.0
1594,5.4078331491577304e-05,0.0,0.0,0.0
1595,5.86398205736519e-05,0.0,0.0,0.0
1596,6.117326172118607e-05,0.0,0.0,0.0
1597,5.9490705877708804e-05,0.0,0.0,0.0
1598,5.875019425210277e-05,0.0,0.0,0.0
1599,7.293586583857956e-05,1.768667191624575e-06,0.0,0.0
1600,7.716408903693914e-05,1.8751732763381109e-06,1.0650608471353604e-07,0.0
1601,7.846710442598643e-05,1.8751732763381109e-06,1.0650608471353604e-07,0.0
1602,7.53356154226432e-05,1.8751732763381109e-06,1.0650608471353604e-07,0.0
1603,7.270588061406411e-05,1.8751732763381109e-06,1.0650608471353604e-07,0.0
1604,7.114076340388107e-05,2.2157139158350347e-06,1.0650608471353604e-07,0.0
1605,7.056070743211811e-05,2.2157139158350347e-06,1.0650608471353604e-07,0.0
1606,5.885739821159015e-05,6.07206938444246e-07,1.0650608471353604e-07,0.0
1607,6.175787971837312e-05,5.007008537307099e-07,0.0,0.0
1608,5.714412015679825e-05,5.007008537307099e-07,0.0,0.0
1609,5.903707642573863e-05,5.007008537307099e-07,0.0,0.0
1610,7.002278860974391e-05,6.281491177365492e-07,0.0,0.0
1611,7.352231269968408e-05,2.876084782396252e-07,1.0241227853059951e-07,0.0
1612,7.868044122005813e-05,2.876084782396252e-07,1.0241227853059951e-07,0.0
1613,8.017888103495352e-05,1.2744826400583926e-07,1.0241227853059951e-07,0.0
1614,6.835098039508531e-05,4.5705801150169076e-07,1.0241227853059951e-07,0.0
1615,8.057513488373453e-05,4.5705801150169076e-07,1.0241227853059951e-07,0.0
1616,8.126716940231355e-05,4.5705801150169076e-07,1.0241227853059951e-07,0.0
1617,7.188382681176466e-05,3.296097474958515e-07,1.0241227853059951e-07,0.0
1618,7.492127198409955e-05,4.280868860665318e-07,0.0,0.0
1619,7.55079667474742e-05,4.280868860665318e-07,0.0,0.0
1620,6.878855336773475e-05,4.280868860665318e-07,0.0,0.0
1621,7.262628111805367e-05,9.847713857068032e-08,0.0,0.0
1622,6.495697795928988e-05,9.847713857068032e-08,0.0,0.0
1623,6.286012389214843e-05,9.847713857068032e-08,0.0,0.0
1624,6.825900865286323e-05,9.847713857068032e-08,0.0,0.0
1625,7.492153547770743e-05,8.306469031335187e-07,0.0,0.0
1626,7.493776502087712e-05,8.306469031335187e-07,0.0,0.0
1627,8.069596619212202e-05,8.306469031335187e-07,0.0,0.0
1628,8.061072626982682e-05,1.0271817895305243e-06,0.0,0.0
1629,8.231728965516336e-05,1.0271817895305243e-06,0.0,0.0
1630,8.478924324403383e-05,1.0271817895305243e-06,0.0,0.0
1631,8.202482526290364e-05,1.0271817895305243e-06,0.0,0.0
1632,7.376862569279703e-05,1.965348863970056e-07,0.0,0.0
1633,7.544504270689296e-05,3.3362768395558564e-07,0.0,0.0
1634,7.63493070345638e-05,4.5704584701005455e-07,0.0,0.0
1635,7.835158924405863e-05,2.605109606130489e-07,0.0,0.0
1636,8.033280651683786e-05,2.605109606130489e-07,0.0,0.0
1637,7.782952213476944e-05,2.605109606130489e-07,0.0,0.0
1638,7.881495496673909e-05,2.605109606130489e-07,0.0,0.0
1639,7.964676322964286e-05,2.605109606130489e-07,0.0,0.0
1640,7.196887340147182e-05,1.2341816305446889e-07,0.0,0.0
1641,6.798803639997329e-05,0.0,0.0,0.0
1642,6.566312575679538e-05,3.238494952841263e-07,0.0,0.0
1643,5.781951741872555e-05,4.1417194194894235e-07,0.0,0.0
1644,5.9651149838048567e-05,5.058334084294205e-07,0.0,0.0
1645,6.068219668772404e-05,5.058334084294205e-07,0.0,0.0
1646,5.651997993741783e-05,5.058334084294205e-07,0.0,0.0
1647,5.9715596112904935e-05,5.058334084294205e-07,0.0,0.0
1648,6.292592687324421e-05,5.058334084294205e-07,0.0,0.0
1649,6.716945972584654e-05,2.6021168813323517e-07,0.0,0.0
1650,7.255522567512733e-05,1.6988924146841911e-07,0.0,0.0
1651,7.238175749080256e-05,7.822777498794104e-08,0.0,0.0
1652,7.315247057704255e-05,7.822777498794104e-08,0.0,5.567139688927065e-08
1653,7.079517048883385e-05,7.822777498794104e-08,0.0,5.567139688927065e-08
1654,7.470569107681513e-05,1.197109611439373e-07,0.0,5.567139688927065e-08
1655,7.66643653540606e-05,1.197109611439373e-07,0.0,5.567139688927065e-08
1656,8.256847338218774e-05,1.3209784859619894e-07,4.530733122010133e-08,5.567139688927065e-08
1657,8.275925834563427e-05,1.3209784859619894e-07,7.311176375424111e-08,5.567139688927065e-08
1658,8.206143372392814e-05,1.3209784859619894e-07,7.311176375424111e-08,5.567139688927065e-08
1659,7.935623268297474e-05,1.3209784859619894e-07,7.311176375424111e-08,0.0
1660,8.337201558918293e-05,1.3209784859619894e-07,7.311176375424111e-08,0.0
1661,8.19220274154629e-05,9.061466244020266e-08,7.311176375424111e-08,0.0
1662,8.083987839719546e-05,9.061466244020266e-08,1.1371162348236144e-07,0.0
1663,7.157214505631211e-05,0.0,6.840429226226011e-08,0.0
1664,7.367852231254801e-05,0.0,4.059985972812033e-08,0.0
1665,7.345591283020829e-05,4.4091616960681024e-08,4.059985972812033e-08,0.0
1666,7.501777924647155e-05,8.404001456645866e-08,4.059985972812033e-08,0.0
1667,7.858200375007332e-05,1.164923304486365e-07,4.059985972812033e-08,0.0
1668,7.699562463260788e-05,1.602455463561065e-07,4.059985972812033e-08,0.0
1669,7.532538074883632e-05,1.602455463561065e-07,0.0,0.0
1670,7.417905882383431e-05,1.602455463561065e-07,0.0,0.0
1671,7.783823249545614e-05,1.602455463561065e-07,0.0,0.0
1672,8.424900131233568e-05,1.1615392939542549e-07,0.0,0.0
1673,8.374076216049226e-05,1.0094840214540974e-07,0.0,0.0
1674,8.465279409262751e-05,1.0102661056927381e-07,0.0,0.0
1675,8.639169807013656e-05,9.159189419603666e-08,0.0,0.0
1676,8.867441751395486e-05,9.159189419603666e-08,0.0,0.0
1677,8.699822189685489e-05,1.2517809214581836e-07,0.0,0.0
1678,8.156292148799236e-05,1.4509666357298556e-07,0.0,0.0
1679,7.53159043337551e-05,1.681684328299785e-07,0.0,0.0
1680,7.375946162418196e-05,1.434255624742166e-07,0.0,0.0
1681,6.756468584561455e-05,1.5564673308940007e-07,0.0,0.0
1682,6.554707942996174e-05,1.4148926652524096e-07,0.0,0.0
1683,6.532752013299614e-05,1.4148926652524096e-07,0.0,0.0
1684,6.376919295040093e-05,1.0790306857545926e-07,0.0,0.0
1685,6.239365133556671e-05,1.0819032882279447e-07,0.0,0.0
1686,6.59917293108135e-05,8.511855956580153e-08,0.0,0.0
1687,6.662401626402113e-05,8.511855956580153e-08,0.0,0.0
1688,6.896201583523569e-05,4.036686464457619e-08,0.0,0.0
1689,6.733725448222165e-05,5.1777001479942035e-08,0.0,0.0
1690,6.523745988878156e-05,5.1777001479942035e-08,0.0,0.0
1691,6.621723410457239e-05,5.1777001479942035e-08,0.0,0.0
1692,6.821169881732203e-05,3.157116980543963e-08,0.0,0.0
1693,6.44638410968972e-05,3.157116980543963e-08,0.0,0.0
1694,6.29955242662358e-05,3.157116980543963e-08,0.0,0.0
1695,6.136594986725998e-05,4.707797326578397e-08,0.0,0.0
1696,6.362818281299301e-05,3.12527492139582e-08,0.0,0.0
1697,6.57958454602132e-05,9.737642463798174e-08,0.0,0.0
1698,6.513643425673113e-05,1.3886150692802142e-07,0.0,4.1485082290039695e-08
1699,6.153491059584277e-05,1.3886150692802142e-07,0.0,5.455462266062179e-08
1700,6.04682115538578e-05,1.3886150692802142e-07,0.0,5.455462266062179e-08
1701,6.162966175387348e-05,1.3886150692802142e-07,0.0,5.455462266062179e-08
1702,6.065458416872259e-05,1.2335470346767708e-07,0.0,5.455462266062179e-08
1703,5.7609750261430494e-05,1.1864996756522877e-07,0.0,5.455462266062179e-08
1704,6.091361189776633e-05,6.984982547919572e-08,0.0,5.455462266062179e-08
1705,6.367888272507116e-05,2.8364743189156017e-08,9.157804673317775e-09,1.3069540370582087e-08
1706,6.378357492004787e-05,2.8364743189156017e-08,9.157804673317775e-09,0.0
1707,6.271320151946773e-05,2.228039913835086e-07,9.157804673317775e-09,0.0
1708,5.9626176932527286e-05,2.228039913835086e-07,9.157804673317775e-09,0.0
1709,5.8920709956769966e-05,2.228039913835086e-07,9.157804673317775e-09,0.0
1710,5.7961875946992745e-05,2.2897780484397246e-07,9.157804673317775e-09,0.0
1711,5.1732530534666565e-05,2.11654271505982e-07,9.157804673317775e-09,0.0
1712,4.750291451013514e-05,2.11654271505982e-07,0.0,0.0
1713,4.627339252952619e-05,2.11654271505982e-07,0.0,0.0
1714,5.281114655580106e-05,2.678663386339914e-08,0.0,0.0
1715,5.451061692188627e-05,3.810898720400603e-08,0.0,0.0
1716,5.281761332298629e-05,4.696394536754919e-08,0.0,0.0
1717,5.520291077638311e-05,3.739032753255092e-08,0.0,0.0
1718,5.417797936908235e-05,3.739032753255092e-08,0.0,0.0
1719,5.2763838279393637e-05,3.739032753255092e-08,0.0,0.0
1720,5.357714222295077e-05,4.645145576124118e-08,0.0,0.0
1721,4.805855184843365e-05,3.687984520947144e-08,0.0,0.0
1722,4.9702003577424746e-05,6.419542535646932e-08,0.0,0.0
1723,5.136336663521693e-05,1.0474187663232572e-07,0.0,6.175176179924944e-09
1724,5.0087362199389774e-05,9.710047115569459e-08,0.0,6.175176179924944e-09
1725,5.2627504503886614e-05,1.3386523534109074e-07,0.0,6.175176179924944e-09
1726,5.931370261740605e-05,1.3386523534109074e-07,0.0,6.175176179924944e-09
1727,6.188512790166507e-05,1.3164682296665626e-07,0.0,6.175176179924944e-09
1728,6.407986646601265e-05,1.5108550195057952e-07,0.0,6.175176179924944e-09
1729,6.314822374926215e-05,1.1881954518701474e-07,0.0,6.175176179924944e-09
1730,6.512854971723365e-05,6.941813574761519e-08,0.0,0.0
1731,6.412093976645597e-05,6.941813574761519e-08,0.0,0.0
1732,6.0100277810956216e-05,3.891189542010969e-08,0.0,0.0
1733,5.607710720921334e-05,1.6535775009580383e-07,0.0,0.0
1734,5.587440838488484e-05,1.8948542392292567e-07,0.0,0.0
1735,5.521649498924879e-05,1.7651367098129152e-07,0.0,0.0
1736,5.518421988069479e-05,1.8116634440242967e-07,0.0,0.0
1737,5.364328379593124e-05,1.8116634440242967e-07,6.921628222958784e-09,0.0
1738,5.4719167175270354e-05,2.1411724203192405e-07,6.921628222958784e-09,5.491816271582398e-09
1739,5.6921264851033424e-05,2.1108963466076602e-07,6.921628222958784e-09,5.491816271582398e-09
1740,5.799165748093011e-05,8.464377998507189e-08,6.921628222958784e-09,5.491816271582398e-09
1741,5.78673202003951e-05,6.555609185657626e-08,6.921628222958784e-09,5.491816271582398e-09
1742,5.90900589096626e-05,7.184391037640125e-08,6.921628222958784e-09,5.491816271582398e-09
1743,5.7607402725677404e-05,8.008204740609212e-08,6.921628222958784e-09,5.491816271582398e-09
1744,5.655203182998646e-05,8.008204740609212e-08,0.0,5.491816271582398e-09
1745,6.298846970561758e-05,4.713114977659773e-08,0.0,0.0
1746,6.578296233783476e-05,8.870202756432783e-08,0.0,4.977977141606971e-09
1747,6.774514778434033e-05,1.0533863457697277e-07,0.0,4.977977141606971e-09
1748,7.167709346893909e-05,1.0073539665914463e-07,0.0,4.977977141606971e-09
1749,7.665896139639829e-05,9.789121285003993e-08,0.0,4.977977141606971e-09
1750,8.41552485196319e-05,8.19271571219003e-08,0.0,4.977977141606971e-09
1751,9.431686235724815e-05,9.263457328196572e-08,0.0,4.977977141606971e-09
1752,9.534519423531102e-05,1.0043175358021017e-07,0.0,4.977977141606971e-09
1753,0.00010286809473265228,7.071801658550417e-08,0.0,5.029352426585579e-09
1754,0.00011124562609308799,5.8265478283406735e-08,0.0,5.029352426585579e-09
1755,0.00012144768282139142,7.410586125696942e-08,0.0,5.029352426585579e-09
1756,0.00012442319296366935,6.723077104555029e-08,0.0,5.029352426585579e-09
1757,0.00012877051631221548,6.697716286347649e-08,0.0,5.029352426585579e-09
1758,0.00012899838891046654,7.180767092052065e-08,3.1075847926688637e-09,5.029352426585579e-09
1759,0.00013414495749332543,9.879843965165946e-08,3.1075847926688637e-09,5.029352426585579e-09
1760,0.00013379561590097313,8.903311637149208e-08,5.768951792463537e-09,0.0
1761,0.00013647836957326426,9.872688520675053e-08,5.768951792463537e-09,0.0
1762,0.0001319406832668132,9.438511178976633e-08,8.45153382199117e-09,0.0
1763,0.00013303692893324687,9.986566443639536e-08,1.1290208387241104e-08,0.0
1764,0.0001408441104493769,1.586554943295531e-07,1.4100888076232617e-08,5.621359377983026e-09
1765,0.00015025052458180914,1.6669683741302572e-07,1.0993303283563754e-08,5.621359377983026e-09
1766,0.0001544306640945641,1.4211204454487154e-07,1.0993303283563754e-08,5.621359377983026e-09
1767,0.00015818785842774169,1.662343334731174e-07,8.33193628376908e-09,5.621359377983026e-09
1768,0.00016381725436076522,1.6308534611653158e-07,1.1014148831074116e-08,5.621359377983026e-09
1769,0.00017598723310844174,1.8390864957902003e-07,1.1377826427048734e-08,8.667619003485275e-09
1770,0.00018364730307699313,1.8980723431078722e-07,1.1422073445796092e-08,8.667619003485275e-09
1771,0.00018746797910093198,1.5166607576182806e-07,8.611393756804579e-09,5.678903442734346e-09
1772,0.00019217578353293772,1.966249324628474e-07,8.611393756804579e-09,5.678903442734346e-09
1773,0.0001984260868214603,2.0199292143680786e-07,1.1206584612669498e-08,5.678903442734346e-09
1774,0.00020885102484109147,2.0996238297194785e-07,1.3879047752344117e-08,5.678903442734346e-09
1775,0.00021013793593738228,2.1945435690895465e-07,1.9862902687707773e-08,5.678903442734346e-09
1776,0.00021103534007644548,1.9612719727644746e-07,1.6816643062205524e-08,2.6326438172320975e-09
1777,0.00021561676944007298,2.1089309346474954e-07,1.393372147820823e-08,2.6326438172320975e-09
1778,0.00021611157613473812,2.1501073531128766e-07,1.6714865174500508e-08,0.0
1779,0.0002109395115569766,1.951446384802174e-07,2.1838236615881864e-08,2.5616857206906776e-09
1780,0.00021246037795208395,1.9366833470257916e-07,2.3941326381710885e-08,2.5616857206906776e-09
1781,0.0002143600078332903,2.0789180459652406e-07,2.318138011706391e-08,4.474202595718322e-09
1782,0.00022061573898619308,2.2867551661777596e-07,1.6673446115841476e-08,4.474202595718322e-09
1783,0.0002215268156890358,2.3197269172214874e-07,1.6673446115841476e-08,4.474202595718322e-09
1784,0.00022578908205364963,2.3774610318534023e-07,2.1666862336035464e-08,4.474202595718322e-09
1785,0.00023197040510629968,2.3906086913224757e-07,1.8885718639743184e-08,4.474202595718322e-09
1786,0.0002303126176619636,2.091502194291804e-07,1.5102445516390617e-08,1.9125168750276445e-09
1787,0.00022800831564901664,2.0923593625963933e-07,1.4271589624367413e-08,3.2016584938787673e-09
1788,0.0002264632348669693,1.8111591921459486e-07,1.2359072749339767e-08,1.2891416188511228e-09
1789,0.00022323685698211193,1.5058184642059912e-07,1.136432408494719e-08,1.2891416188511228e-09
1790,0.00022150529132756804,1.6968014701238383e-07,1.5783717697916344e-08,2.393990022093411e-09
1791,0.00021765919310772524,1.4558589356283846e-07,1.0790301477722356e-08,2.393990022093411e-09
1792,0.00021093558669755503,1.3931319386983887e-07,1.1878563529624638e-08,2.393990022093411e-09
1793,0.00021602021505324437,1.432303246165897e-07,1.0538465211595849e-08,2.393990022093411e-09
1794,0.00021700335076145296,1.4701350689197819e-07,9.66499705664806e-09,3.100819537646008e-09
1795,0.00021822829148732126,1.7463880754218864e-07,1.0578269181239972e-08,4.927363786829833e-09
1796,0.00021958232017433538,1.736499604427471e-07,9.414884364186297e-09,5.875525399545722e-09
1797,0.00021722775792503462,1.5028720667942252e-07,7.2631853547428756e-09,5.3376006471848674e-09
1798,0.00021754550730942616,1.9034933274042487e-07,9.57781206726135e-09,5.916257325314486e-09
1799,0.00021925667117881988,1.891235348645231e-07,9.090319608162645e-09,7.11779651092164e-09
1800,0.00021905723302292505,1.8332324661482095e-07,1.4030286773650654e-08,7.11779651092164e-09
1801,0.00021979225441879992,1.913625727719851e-07,1.196501114059905e-08,7.443527825858252e-09
1802,0.00021834643017168025,1.6062329422084076e-07,1.191999261201155e-08,6.0511103746766335e-09
1803,0.0002153140729725627,1.8764567296817143e-07,1.2621992530524397e-08,5.80494868047359e-09
1804,0.0002184876731397318,1.9033831019247112e-07,1.2184763230140204e-08,6.763412845651422e-09
1805,0.00021290105567978962,1.7005846635648985e-07,1.09088465245171e-08,7.742821209585519e-09
1806,0.00021257168555166572,1.7531997238100822e-07,1.1342277339565499e-08,6.541282023978365e-09
1807,0.0002109569198052798,2.599140438113474e-07,7.239195084654934e-09,6.541282023978365e-09
1808,0.00020477087985325073,2.52975395044684e-07,7.95805643605263e-09,4.219579574638033e-09
1809,0.00020047372007476433,2.685754724650126e-07,9.984599877047425e-09,4.509152035885628e-09
1810,0.00020049735654278526,2.549549305643138e-07,1.2769602391366724e-08,4.2430274214768e-09
1811,0.00019739612512889186,2.5664360439999913e-07,1.1173521029052478e-08,3.4207914278994167e-09
1812,0.00020209199906925539,2.5345310916691233e-07,1.1089644060189942e-08,1.8627263858357016e-09
1813,0.00019680916115508547,2.4828959104589945e-07,1.121932001270563e-08,2.0567057898038652e-09
1814,0.0001985220587812364,1.902805938211064e-07,1.1427225768808772e-08,2.0567057898038652e-09
1815,0.00020287913711009814,1.8589487029073227e-07,1.1517949895432724e-08,2.636127887407318e-09
1816,0.00020473506551102867,1.670063787579628e-07,1.0144534609172036e-08,2.2927740658421467e-09
1817,0.00020110283471045217,1.5440377966667385e-07,7.000227318444883e-09,2.3709414748956145e-09
1818,0.00019889369806540863,1.474270052069317e-07,7.123913110212194e-09,1.667789652413733e-09
1819,0.00019460971608558402,1.4823147560199296e-07,8.423541578547348e-09,1.667789652413733e-09
1820,0.00019525365288635449,1.421298583587876e-07,9.02842838585676e-09,1.4738102484455696e-09
1821,0.000193373449811978,1.2463452390777873e-07,8.369300490735604e-09,1.7309187575317457e-09
1822,0.00018924684263765812,1.3303807630141558e-07,7.878723134220017e-09,1.4010344630475758e-09
1823,0.00018648346511846676,1.2842371737471175e-07,6.778729704543756e-09,1.1611517937635897e-09
1824,0.00018711000822284923,1.636095510499607e-07,6.8383946124786885e-09,9.153491139660527e-10
1825,0.0001869029095230092,1.6495254076939352e-07,7.493259314626601e-09,1.168582722651682e-09
1826,0.00018694141596954848,1.5755231126084774e-07,5.831289007218743e-09,1.168582722651682e-09
1827,0.00018673751869105866,1.6273778718251769e-07,5.003661263103254e-09,1.3777239349366255e-09
1828,0.00018403690358224724,1.5894601850569806e-07,5.390303632018296e-09,1.1206154258504496e-09
1829,0.0001800602933924113,1.4549134773135718e-07,4.423711682680473e-09,1.0819004581108516e-09
1830,0.0001785656890466011,1.42806529522334e-07,5.24128239222575e-09,1.1320467737821867e-09
1831,0.00017623892095538655,1.1907719153571503e-07,5.21050098305815e-09,8.638067404222381e-10
1832,0.00017570805877247558,1.1822089212338532e-07,4.708463301789883e-09,9.51170967386109e-10
1833,0.00017378287157043815,1.281295932845491e-07,4.858276479526223e-09,9.51170967386109e-10
1834,0.00016976876525274877,1.1928070924633565e-07,4.249381830539229e-09,7.420297551011653e-10
1835,0.0001680808698958052,1.1578821710957397e-07,4.23112728980308e-09,9.095965568052731e-10
1836,0.00016958953554941609,1.2567654802556456e-07,4.700641939184688e-09,1.2992631573790651e-09
1837,0.0001663087563689,1.374663329199523e-07,4.15865561035186e-09,1.1086540733070853e-09
1838,0.00016349001296995475,1.3023087522664616e-07,3.939728464098989e-09,1.1849798206168112e-09
1839,0.00016100000565139844,1.4007026700418074e-07,4.262427506190087e-09,9.201634216487215e-10
1840,0.0001594045295080702,1.368191665359778e-07,3.973638925839193e-09,1.0713353537639136e-09
1841,0.00015729449764226696,1.4347254457496611e-07,4.201219039323689e-09,1.2112905757786864e-09
1842,0.00015538058401684144,1.456485411007894e-07,4.055322855300858e-09,1.0437237740745786e-09
1843,0.00015242549956643155,1.5511657583796738e-07,4.157179981209172e-09,4.4323433812110125e-10
1844,0.00015122421609703451,1.544134572587349e-07,4.061252968843933e-09,5.768000521655381e-10
1845,0.00014999400757785355,1.6093427542987877e-07,5.5770706465706004e-09,1.1011231688356255e-09
1846,0.00014666348163570677,1.5511493042400355e-07,5.3304593437632414e-09,1.155782731426009e-09
1847,0.0001434794643760792,1.396015219613998e-07,5.482998182466352e-09,1.0652162644017186e-09
1848,0.00014269646115800633,1.3416720585317827e-07,5.6341170459209675e-09,1.19869942543411e-09
1849,0.00014085722588268773,1.3007424623115833e-07,5.72457662225848e-09,1.2524389620643156e-09
1850,0.0001397334147311215,1.1219826287093123e-07,6.106325413566895e-09,1.3473787799763874e-09
1851,0.00013846298263940428,1.0137023309653159e-07,6.1552800317039265e-09,1.30667025612295e-09
1852,0.00013685979190216,9.551599435196425e-08,5.346357578872585e-09,1.2621986551180392e-09
1853,0.00013568707592120127,9.364425222559345e-08,5.4832631768420015e-09,1.2765356866799899e-09
1854,0.0001343586274223136,1.264395217097964e-07,5.331725283497235e-09,1.417937664108645e-09
1855,0.0001325934156609167,1.3667557193944697e-07,5.670820511584549e-09,1.1970010300415318e-09
1856,0.00013119400994453047,1.3029588582672398e-07,5.568592190538116e-09,1.1929602980068461e-09
1857,0.00012963663903065026,1.4084832957093697e-07,4.863851004494839e-09,1.2424231603842222e-09
1858,0.00012709137289285927,1.5358431681988804e-07,4.847489362295018e-09,1.4375835482345017e-09
1859,0.00012425873345429345,1.53404475408284e-07,4.292589585373565e-09,1.0641944508155937e-09
1860,0.00012208476359124428,1.677016773068577e-07,5.032584507854868e-09,9.804116288655455e-10
1861,0.00011929125529215006,1.3663278914626581e-07,6.046721409295028e-09,8.348908667584912e-10
1862,0.00011672410307385559,1.3115829286139809e-07,5.609587397767005e-09,8.381073890451063e-10
1863,0.00011400934142459716,1.5127574824548772e-07,6.111172964498987e-09,9.793601088833474e-10
1864,0.00011187241346176182,1.406827000291092e-07,6.570694052346734e-09,9.291476715007312e-10
