ngram,Qi,Q,Qii,Qi
1529,6.356494850479066e-07,5.227915906808838e-05,0.0,6.356494850479066e-07
1530,6.356494850479066e-07,5.614970853327707e-05,0.0,6.356494850479066e-07
1531,6.356494850479066e-07,3.343824963459545e-05,0.0,6.356494850479066e-07
1532,6.356494850479066e-07,4.6514830371182014e-05,0.0,6.356494850479066e-07
1533,0.0,2.236014993936156e-05,0.0,0.0
1534,0.0,2.236014993936156e-05,0.0,0.0
1535,0.0,1.8555729768974872e-05,0.0,0.0
1536,0.0,1.989752289383822e-05,0.0,0.0
1537,0.0,1.4794883424786218e-05,0.0,0.0
1538,0.0,1.797132199499174e-05,0.0,0.0
1539,0.0,6.5549635499857165e-06,0.0,0.0
1540,0.0,6.5549635499857165e-06,0.0,0.0
1541,0.0,6.5549635499857165e-06,0.0,0.0
1542,0.0,6.1784539866494015e-06,0.0,0.0
1543,0.0,4.836660861786056e-06,0.0,0.0
1544,0.0,5.532185501319223e-06,0.0,0.0
1545,0.0,6.642468568835673e-06,0.0,0.0
1546,0.0,7.779308361932635e-06,0.0,0.0
1547,0.0,7.779308361932635e-06,0.0,0.0
1548,0.0,9.860001877573918e-06,0.0,0.0
1549,0.0,9.860001877573918e-06,0.0,0.0
1550,0.0,1.3642421955799883e-05,0.0,0.0
1551,0.0,1.53080944593447e-05,0.0,0.0
1552,0.0,1.1021372821622727e-05,0.0,0.0
1553,0.0,8.224310736945231e-06,0.0,0.0
1554,0.0,8.224310736945231e-06,0.0,0.0
1555,0.0,6.14361722130395e-06,0.0,0.0
1556,0.0,1.7593256416148506e-05,0.0,0.0
1557,0.0,1.381083633792254e-05,0.0,0.0
1558,0.0,2.372651527236615e-05,0.0,0.0
1559,0.0,2.372651527236615e-05,0.0,0.0
1560,0.0,2.7316037241169916e-05,0.0,0.0
1561,0.0,2.7316037241169916e-05,0.0,0.0
1562,0.0,2.90937518262321e-05,0.0,0.0
1563,0.0,1.7644112631387543e-05,0.0,0.0
1564,0.0,1.7644112631387543e-05,0.0,0.0
1565,0.0,6.379037196373767e-06,0.0,0.0
1566,0.0,6.379037196373767e-06,0.0,0.0
1567,0.0,3.471912545397312e-06,0.0,0.0
1568,0.0,1.5236237946477818e-05,0.0,0.0
1569,0.0,1.3458523361415636e-05,0.0,0.0
1570,0.0,1.4969535641284892e-05,0.0,0.0
1571,0.0,1.7421387318401166e-05,0.0,0.0
1572,0.0,1.692954746041713e-05,0.0,0.0
1573,0.0,2.1963184865723762e-05,0.0,0.0
1574,0.0,2.1825499093860605e-05,0.0,0.0
1575,0.0,1.257573295073858e-05,0.0,0.0
1576,0.0,1.3477093846501833e-05,0.0,0.0
1577,0.0,1.1966081566632575e-05,0.0,0.0
1578,0.0,1.1441534785002919e-05,0.0,0.0
1579,0.0,1.2215083610759134e-05,0.0,0.0
1580,0.0,9.162367892453663e-06,0.0,0.0
1581,0.0,8.617656346489508e-06,0.0,0.0
1582,0.0,6.941059837117791e-06,0.0,0.0
1583,0.0,6.520321546434259e-06,0.0,0.0
1584,0.0,6.520321546434259e-06,0.0,0.0
1585,1.887180880138268e-07,5.3478890030029495e-06,0.0,1.887180880138268e-07
1586,1.887180880138268e-07,9.086636444927925e-06,0.0,1.887180880138268e-07
1587,1.887180880138268e-07,8.143953436956508e-06,0.0,1.887180880138268e-07
1588,1.887180880138268e-07,8.813459252061356e-06,0.0,1.887180880138268e-07
1589,1.887180880138268e-07,8.348949450009968e-06,0.0,1.887180880138268e-07
1590,1.887180880138268e-07,8.388278144723569e-06,0.0,1.887180880138268e-07
1591,2.5875191990313136e-06,8.921345072719436e-06,0.0,2.5875191990313136e-06
1592,2.3988011110174867e-06,8.166472720664128e-06,0.0,2.3988011110174867e-06
1593,2.622077837648768e-06,3.3574923950904382e-06,0.0,2.622077837648768e-06
1594,5.974709438305581e-06,1.3718201314207232e-05,0.0,5.974709438305581e-06
1595,8.228694826227314e-06,1.8007463300559072e-05,0.0,8.228694826227314e-06
1596,8.228694826227314e-06,1.99486109652623e-05,0.0,8.228694826227314e-06
1597,8.228694826227314e-06,2.0639280527185682e-05,0.0,8.228694826227314e-06
1598,5.8741276315491376e-06,2.3954564247625448e-05,0.0,5.8741276315491376e-06
1599,5.8741276315491376e-06,2.536949802691067e-05,0.0,5.8741276315491376e-06
1600,6.502899582626144e-06,2.6104776095183168e-05,0.0,6.502899582626144e-06
1601,1.2135165101361573e-05,1.9198277056732748e-05,0.0,1.2135165101361573e-05
1602,9.881179713439841e-06,1.7789133770358084e-05,0.0,9.881179713439841e-06
1603,9.881179713439841e-06,1.8771414033835754e-05,0.0,9.881179713439841e-06
1604,9.881179713439841e-06,1.7901333811615977e-05,0.0,9.881179713439841e-06
1605,1.0174256463609968e-05,2.1361381154097865e-05,0.0,1.0174256463609968e-05
1606,1.0174256463609968e-05,2.379029264635132e-05,0.0,1.0174256463609968e-05
1607,9.32220778590168e-06,2.357823492664985e-05,0.0,9.32220778590168e-06
1608,3.373106665094383e-07,1.9285463963569782e-05,0.0,3.373106665094383e-07
1609,3.373106665094383e-07,1.6490535358570924e-05,0.0,3.373106665094383e-07
1610,3.373106665094383e-07,1.3448551011866325e-05,0.0,3.373106665094383e-07
1611,3.373106665094383e-07,1.5873141917057054e-05,0.0,3.373106665094383e-07
1612,0.0,9.371746110835894e-06,0.0,0.0
1613,0.0,1.4637098339725136e-05,0.0,0.0
1614,0.0,2.081240579952594e-05,0.0,0.0
1615,0.0,2.0993671455471485e-05,0.0,0.0
1616,0.0,2.0959824610145006e-05,0.0,0.0
1617,0.0,2.638782932860652e-05,0.0,0.0
1618,9.847713857068032e-08,2.401660633820159e-05,0.0,9.847713857068032e-08
1619,9.847713857068032e-08,2.433494910292211e-05,0.0,9.847713857068032e-08
1620,1.9921605241636696e-07,1.7341268760771656e-05,0.0,1.9921605241636696e-07
1621,3.7763404796870806e-07,1.2738898151708003e-05,0.0,3.7763404796870806e-07
1622,4.479824562102814e-07,1.2498651715629552e-05,0.0,4.479824562102814e-07
1623,4.479824562102814e-07,1.33942878619564e-05,0.0,4.479824562102814e-07
1624,4.479824562102814e-07,2.0404623130941347e-05,0.0,4.479824562102814e-07
1625,3.495053176396011e-07,2.0841361479792147e-05,0.0,3.495053176396011e-07
1626,3.495053176396011e-07,2.0864125612466262e-05,0.0,3.495053176396011e-07
1627,4.085377440787852e-07,2.0186550500511657e-05,0.0,4.085377440787852e-07
1628,2.9563137461861645e-07,2.0487581553295187e-05,6.55116260921724e-08,2.9563137461861645e-07
1629,2.2528296637704314e-07,2.2327589054579482e-05,6.55116260921724e-08,2.2528296637704314e-07
1630,2.2528296637704314e-07,2.57997947820903e-05,6.55116260921724e-08,2.2528296637704314e-07
1631,2.2528296637704314e-07,1.4523557898168552e-05,6.55116260921724e-08,2.2528296637704314e-07
1632,7.750397717895144e-07,1.506730300856621e-05,6.55116260921724e-08,7.750397717895144e-07
1633,9.121325693480944e-07,1.570140024601382e-05,6.55116260921724e-08,9.121325693480944e-07
1634,8.757793921176926e-07,1.981727564270841e-05,6.55116260921724e-08,8.757793921176926e-07
1635,8.102677660255202e-07,1.8760885203456773e-05,0.0,8.102677660255202e-07
1636,8.102677660255202e-07,1.7561780558545642e-05,0.0,8.102677660255202e-07
1637,8.102677660255202e-07,1.3643651657600588e-05,0.0,8.102677660255202e-07
1638,8.102677660255202e-07,1.3573352784338308e-05,0.0,8.102677660255202e-07
1639,2.605109606130489e-07,1.4379327240021667e-05,0.0,2.605109606130489e-07
1640,5.346503826331173e-07,1.4858898079442692e-05,0.0,5.346503826331173e-07
1641,8.890089182906584e-07,1.276896162900292e-05,0.0,8.890089182906584e-07
1642,8.890089182906584e-07,1.2392335325525242e-05,0.0,8.890089182906584e-07
1643,9.793313649554745e-07,1.7210727362128508e-05,0.0,9.793313649554745e-07
1644,9.793313649554745e-07,1.998160847246514e-05,0.0,9.793313649554745e-07
1645,1.0284481959388359e-06,2.2564254322787747e-05,0.0,1.0284481959388359e-06
1646,1.0284481959388359e-06,2.5017854828287716e-05,0.0,1.0284481959388359e-06
1647,9.29352641573392e-07,2.5981489670812152e-05,0.0,9.29352641573392e-07
1648,6.349728859536949e-07,2.3709688840816462e-05,0.0,6.349728859536949e-07
1649,6.349728859536949e-07,2.3695657286485323e-05,0.0,6.349728859536949e-07
1650,5.885705758958335e-07,2.1170075212596983e-05,0.0,5.885705758958335e-07
1651,6.315706571058399e-07,1.998063726205146e-05,0.0,6.315706571058399e-07
1652,5.824538261224786e-07,1.8166803783969954e-05,0.0,5.824538261224786e-07
1653,5.824538261224786e-07,1.6773995282294762e-05,0.0,5.824538261224786e-07
1654,2.7031716090927406e-07,1.6950204423795056e-05,0.0,2.7031716090927406e-07
1655,8.692021781696115e-08,1.814034918165167e-05,0.0,8.692021781696115e-08
1656,2.6814954269736647e-07,2.099928510038548e-05,0.0,2.6814954269736647e-07
1657,3.0764270572295314e-07,1.9509728060386677e-05,2.7804432534139778e-08,3.0764270572295314e-07
1658,3.1825825885789527e-07,1.8527038784148836e-05,2.7804432534139778e-08,3.1825825885789527e-07
1659,3.1825825885789527e-07,2.052892536344838e-05,2.7804432534139778e-08,3.1825825885789527e-07
1660,3.1825825885789527e-07,1.8490388876151493e-05,2.7804432534139778e-08,3.1825825885789527e-07
1661,4.526290768223719e-07,1.6701217516258892e-05,2.7804432534139778e-08,4.526290768223719e-07
1662,4.526290768223719e-07,1.5090389946895552e-05,2.7804432534139778e-08,4.526290768223719e-07
1663,2.7139975194196655e-07,2.2094794011146795e-05,2.7804432534139778e-08,2.7139975194196655e-07
1664,6.596222103131108e-07,2.1964151723555654e-05,0.0,6.596222103131108e-07
1665,7.382814227899612e-07,2.3016699287836673e-05,0.0,7.382814227899612e-07
1666,8.181782180015164e-07,2.209517145144803e-05,0.0,8.181782180015164e-07
1667,9.80439803502772e-07,2.5241159879182567e-05,0.0,9.80439803502772e-07
1668,8.898222014457653e-07,2.494130662203783e-05,0.0,8.898222014457653e-07
1669,9.497303860176284e-07,2.5637659746280406e-05,0.0,9.497303860176284e-07
1670,9.497303860176284e-07,1.8156626668184928e-05,0.0,9.497303860176284e-07
1671,5.954252100894207e-07,2.061343561113712e-05,0.0,5.954252100894207e-07
1672,5.123515661255494e-07,2.1703067691955118e-05,0.0,5.123515661255494e-07
1673,4.819405116255179e-07,2.056085408444882e-05,0.0,4.819405116255179e-07
1674,3.522094504303043e-07,1.8131544623299434e-05,0.0,3.522094504303043e-07
1675,3.4277473405706716e-07,1.8878058134370284e-05,0.0,3.4277473405706716e-07
1676,3.258130598331783e-07,1.8827542459933155e-05,0.0,3.258130598331783e-07
1677,3.258130598331783e-07,1.950367979069207e-05,0.0,3.258130598331783e-07
1678,2.68238192039202e-07,1.7425169062335044e-05,1.991857142716721e-08,2.68238192039202e-07
1679,2.882522969522532e-07,1.5174840882536955e-05,1.991857142716721e-08,2.882522969522532e-07
1680,3.111742716198153e-07,1.6089898833472815e-05,1.991857142716721e-08,3.111742716198153e-07
1681,3.2339544223499874e-07,1.638580683252907e-05,1.991857142716721e-08,3.2339544223499874e-07
1682,3.2939900864091343e-07,1.771375043192945e-05,1.991857142716721e-08,3.2939900864091343e-07
1683,2.864524982929392e-07,1.7664683842407874e-05,1.991857142716721e-08,2.864524982929392e-07
1684,3.741172390294066e-07,1.696863403464834e-05,4.914015099594897e-08,3.741172390294066e-07
1685,3.749790218015343e-07,1.7581031248222905e-05,2.9221579568781764e-08,3.749790218015343e-07
1686,3.333929206356905e-07,1.7411841067119633e-05,2.9221579568781764e-08,3.333929206356905e-07
1687,3.4338538463478993e-07,1.8027532600431835e-05,7.042166925787439e-08,3.4338538463478993e-07
1688,3.452252680550113e-07,1.8048719409437452e-05,7.042166925787439e-08,3.452252680550113e-07
1689,8.731842707935097e-07,2.0123478212294037e-05,7.042166925787439e-08,8.731842707935097e-07
1690,9.354951414154909e-07,2.0188460049601936e-05,7.042166925787439e-08,9.354951414154909e-07
1691,8.722964537355438e-07,1.8316340564134797e-05,4.1200089689092627e-08,8.722964537355438e-07
1692,1.048359393962528e-06,2.1291417267223422e-05,4.1200089689092627e-08,1.048359393962528e-06
1693,1.1461349629371398e-06,2.199402375221585e-05,4.1200089689092627e-08,1.1461349629371398e-06
1694,1.0881203341536353e-06,1.9970291240107535e-05,0.0,1.0881203341536353e-06
1695,1.0725423627328773e-06,1.9455150712539243e-05,0.0,1.0725423627328773e-06
1696,6.144829163596504e-07,1.6685894999162493e-05,0.0,6.144829163596504e-07
1697,6.329898667445377e-07,1.8118104110596634e-05,0.0,6.329898667445377e-07
1698,6.811227097257091e-07,2.043698038635609e-05,1.0371270572509924e-08,6.811227097257091e-07
1699,5.097899742980059e-07,1.8036061711817248e-05,1.0371270572509924e-08,5.097899742980059e-07
1700,6.053486905394883e-07,1.9389891869130743e-05,1.0371270572509924e-08,6.053486905394883e-07
1701,8.806326791597842e-07,2.201492329082352e-05,2.00380299020253e-08,8.806326791597842e-07
1702,9.095448701503171e-07,2.3961126966501718e-05,2.00380299020253e-08,9.095448701503171e-07
1703,1.2078479991422292e-06,2.559672455910394e-05,2.00380299020253e-08,1.2078479991422292e-06
1704,1.2136478468554351e-06,2.4264498149152913e-05,2.00380299020253e-08,1.2136478468554351e-06
1705,1.3608362710978587e-06,2.331316357283088e-05,9.666759329515377e-09,1.3608362710978587e-06
1706,1.317639335037971e-06,2.2741759494238067e-05,9.666759329515377e-09,1.317639335037971e-06
1707,1.230352822290115e-06,2.1781818239625344e-05,9.666759329515377e-09,1.230352822290115e-06
1708,1.0367878258778416e-06,1.9515639126309126e-05,1.9291734685923856e-08,1.0367878258778416e-06
1709,1.0490121289714288e-06,1.8385458653418546e-05,1.9291734685923856e-08,1.0490121289714288e-06
1710,6.749174242973563e-07,1.6656772978811724e-05,3.650675799755325e-08,6.749174242973563e-07
1711,6.852230468114482e-07,1.750795308907982e-05,3.650675799755325e-08,6.852230468114482e-07
1712,5.088894060431162e-07,1.76271114469273e-05,3.650675799755325e-08,5.088894060431162e-07
1713,5.732827617066505e-07,1.8057043884514963e-05,3.650675799755325e-08,5.732827617066505e-07
1714,4.6832061327352547e-07,1.7373321757726705e-05,3.650675799755325e-08,4.6832061327352547e-07
1715,4.4147254080988727e-07,1.8918434242160792e-05,1.72150233116294e-08,4.4147254080988727e-07
1716,5.729864816268153e-07,2.0711230458151215e-05,2.6069981475172555e-08,5.729864816268153e-07
1717,6.531775186756152e-07,1.9915133504712556e-05,1.6496363640174294e-08,6.531775186756152e-07
1718,6.104465220297633e-07,2.0070116858862874e-05,1.6496363640174294e-08,6.104465220297633e-07
1719,6.262566825755909e-07,1.8638376526983586e-05,2.3081234701294306e-08,6.262566825755909e-07
1720,6.031404577048047e-07,1.962082491705327e-05,3.214236292998456e-08,6.031404577048047e-07
1721,6.88306382049372e-07,1.9546926523617003e-05,3.214236292998456e-08,6.88306382049372e-07
1722,7.095085387780793e-07,2.000017294838991e-05,4.759753632502647e-08,7.095085387780793e-07
1723,7.713770782759508e-07,1.8381000570246086e-05,4.4917754341408256e-08,7.713770782759508e-07
1724,7.389488741539805e-07,1.8485677823524122e-05,4.314726861512749e-08,7.389488741539805e-07
1725,7.435802038863975e-07,1.8461091583178912e-05,5.050022165521893e-08,7.435802038863975e-07
1726,7.673538391372858e-07,1.904832710611767e-05,5.030284861667107e-08,7.673538391372858e-07
1727,7.586676693855614e-07,1.7679035279018406e-05,4.80844362422366e-08,7.586676693855614e-07
1728,6.771847154141142e-07,1.7908683340855142e-05,6.104355624155947e-08,6.771847154141142e-07
1729,6.085859719665418e-07,1.5889645900253007e-05,4.558838284651756e-08,6.085859719665418e-07
1730,4.330690046572272e-07,1.7237629565767876e-05,3.941320666659262e-08,4.330690046572272e-07
1731,3.9267656250428574e-07,1.926578845866191e-05,3.354228691624225e-08,3.9267656250428574e-07
1732,3.65145556965477e-07,2.055626087634924e-05,2.6189333876150807e-08,3.65145556965477e-07
1733,3.312814677818616e-07,2.1544991016396254e-05,2.6826605444999326e-08,3.312814677818616e-07
1734,6.533461568583984e-07,2.16815635992264e-05,3.030735281786942e-08,6.533461568583984e-07
1735,6.856176152528601e-07,2.264111779887961e-05,1.734823281854655e-08,6.856176152528601e-07
1736,9.40398629316925e-07,2.5273399972190547e-05,1.734823281854655e-08,9.40398629316925e-07
1737,8.919127846443839e-07,2.3256394342752174e-05,2.4269861041505336e-08,8.919127846443839e-07
1738,8.940468774198962e-07,2.145101123980047e-05,2.976167731308773e-08,8.940468774198962e-07
1739,1.0178382418806514e-06,2.0014090685955515e-05,3.2992593799820365e-08,1.0178382418806514e-06
1740,1.088461313461916e-06,2.2110314343340826e-05,3.345510281503396e-08,1.088461313461916e-06
1741,9.314848828775471e-07,2.254873002779537e-05,2.3131639587908078e-08,9.314848828775471e-07
1742,9.497214656611115e-07,2.2462266965054107e-05,2.950901186896512e-08,9.497214656611115e-07
1743,7.401317166763224e-07,2.1697010587169124e-05,2.950901186896512e-08,7.401317166763224e-07
1744,7.92347212349601e-07,2.3159417781114045e-05,2.2587383646006335e-08,7.92347212349601e-07
1745,1.7708879990355593e-06,2.667745372621409e-05,1.7095567374423937e-08,1.7708879990355593e-06
1746,1.695451650058593e-06,2.6972409614245407e-05,1.3864650887691304e-08,1.695451650058593e-06
1747,1.6754748344283144e-06,2.455536248037658e-05,6.377372281057043e-09,1.6754748344283144e-06
1748,2.1872309535605642e-06,2.4867296555644964e-05,1.001710409858398e-08,2.1872309535605642e-06
1749,2.540389784501583e-06,2.5189324462969254e-05,3.639731817526938e-09,2.540389784501583e-06
1750,2.582092966869303e-06,2.4369216719475973e-05,6.938463264256305e-09,2.582092966869303e-06
1751,2.5311773664985334e-06,2.2842232023581994e-05,6.938463264256305e-09,2.5311773664985334e-06
1752,1.5710794920258714e-06,1.9415567814056495e-05,1.4735643562500757e-08,1.5710794920258714e-06
1753,1.5316666771728445e-06,1.989066601838983e-05,1.4735643562500757e-08,1.5316666771728445e-06
1754,1.7456522008225356e-06,1.927668719352888e-05,1.891971227304826e-08,1.7456522008225356e-06
1755,1.052599174045099e-06,1.7405659491487313e-05,2.2986595991726843e-08,1.052599174045099e-06
1756,6.499246763626485e-07,1.6715012861823197e-05,2.2986595991726843e-08,6.499246763626485e-07
1757,6.621106466907025e-07,1.651899206730637e-05,2.2732987809653034e-08,6.621106466907025e-07
1758,6.907554340581815e-07,1.6614448343586575e-05,2.5840572602321898e-08,6.907554340581815e-07
1759,7.918813460199609e-07,1.5616787745135037e-05,2.152218720701577e-08,7.918813460199609e-07
1760,8.847148750744184e-07,1.3865044041137611e-05,2.152218720701577e-08,8.847148750744184e-07
1761,6.069920845318068e-07,1.3753438906860538e-05,2.0113685954876407e-08,6.069920845318068e-07
1762,6.301583925148537e-07,1.402266492992307e-05,1.508965244819852e-08,6.301583925148537e-07
1763,6.535417104000121e-07,1.3379475084158393e-05,1.508965244819852e-08,6.535417104000121e-07
1764,1.4810431667098913e-06,1.3541593034460675e-05,1.4855208872534474e-08,1.4810431667098913e-06
1765,1.4744116997787517e-06,1.284822103895879e-05,1.174762407986561e-08,1.4744116997787517e-06
1766,1.4027367529122005e-06,1.3640509028586426e-05,1.1669881315258733e-08,1.4027367529122005e-06
1767,1.3315029515784512e-06,1.3755632997864658e-05,1.4614383608042253e-08,1.3315029515784512e-06
1768,1.5153620073046374e-06,1.3258908178873493e-05,1.988545379154922e-08,1.5153620073046374e-06
1769,1.4993565165306272e-06,1.2905642116883037e-05,2.3295391013026086e-08,1.4993565165306272e-06
1770,1.4915926880933381e-06,1.2318652157513757e-05,2.3295391013026086e-08,1.4915926880933381e-06
1771,6.410893230882461e-07,1.052039624482859e-05,2.0484711324034573e-08,6.410893230882461e-07
1772,6.52692713336884e-07,1.0580309857946954e-05,2.31207931530467e-08,6.52692713336884e-07
1773,7.165757592377174e-07,1.0818706739103487e-05,1.971974101471525e-08,7.165757592377174e-07
1774,1.8092453412269345e-06,1.1380152110567515e-05,1.677523872193173e-08,1.8092453412269345e-06
1775,1.6239681802484744e-06,1.0674372853307951e-05,8.728601080016624e-09,1.6239681802484744e-06
1776,2.5710015246919023e-06,1.2832097321994037e-05,8.060820836216668e-09,2.5710015246919023e-06
1777,2.574516766376941e-06,1.3198527930009213e-05,8.060820836216668e-09,2.574516766376941e-06
1778,2.5222012465876887e-06,1.3895444226363907e-05,1.0841964532508947e-08,2.5222012465876887e-06
1779,2.4688100422411352e-06,1.4134047692745558e-05,1.3329254144878178e-08,2.4688100422411352e-06
1780,2.357732256541567e-06,1.331650082647684e-05,1.3329254144878178e-08,2.357732256541567e-06
1781,1.7004824997002288e-06,1.2419994488612116e-05,2.0979321644988757e-08,1.7004824997002288e-06
1782,1.7197715668057105e-06,1.2550471702914884e-05,2.745372208932752e-08,1.7197715668057105e-06
1783,7.683617094958858e-07,1.007918945106212e-05,2.6378181163165338e-08,7.683617094958858e-07
1784,7.657709651149551e-07,9.453215105687767e-06,3.4700541868509e-08,7.657709651149551e-07
1785,7.376561736042017e-07,9.1345993626289e-06,3.353752057019424e-08,7.376561736042017e-07
1786,8.834533876519604e-07,8.345180374038006e-06,2.841414912881289e-08,8.834533876519604e-07
1787,9.26481350558918e-07,8.81543603879566e-06,3.0992432366515136e-08,9.26481350558918e-07
1788,4.814890611929254e-07,8.764596324389068e-06,2.5955469012168512e-08,4.814890611929254e-07
1789,4.81051423711116e-07,8.83672549077476e-06,2.297122301899078e-08,4.81051423711116e-07
1790,4.949764615957974e-07,8.9927313768255e-06,2.4146266827277226e-08,4.949764615957974e-07
1791,6.394302585834209e-07,1.0654117366876953e-05,1.9081804961526165e-08,6.394302585834209e-07
1792,1.0211087158040755e-06,1.3024450514162059e-05,1.746368256354864e-08,1.0211087158040755e-06
1793,8.788789277299916e-07,1.348977366433246e-05,2.140777104792895e-08,8.788789277299916e-07
1794,8.381226186721895e-07,1.2699587906744065e-05,2.1823444384949653e-08,8.381226186721895e-07
1795,9.319840797518606e-07,1.398843791581125e-05,2.012361236377761e-08,9.319840797518606e-07
1796,9.050169061148543e-07,1.3981269538427504e-05,1.9477942687322932e-08,9.050169061148543e-07
1797,9.036322329133586e-07,1.4354627507730453e-05,1.565447175063842e-08,9.036322329133586e-07
1798,7.381771069958631e-07,1.3047853177080729e-05,1.3553886267305058e-08,7.381771069958631e-07
1799,4.5395064164819943e-07,1.1286502480548474e-05,1.3553886267305058e-08,4.5395064164819943e-07
1800,5.302440208814525e-07,1.152871508176239e-05,1.0021461692234977e-08,5.302440208814525e-07
1801,5.000549561730492e-07,1.1562535681670333e-05,8.420526561739702e-09,5.000549561730492e-07
1802,3.8345203482289693e-07,1.1264707479443001e-05,8.809634862875067e-09,3.8345203482289693e-07
1803,4.074475035460117e-07,1.2083231792660496e-05,7.720149916171489e-09,4.074475035460117e-07
1804,3.728096434737641e-07,1.1803942860361921e-05,7.544766779586456e-09,3.728096434737641e-07
1805,3.6205423522720335e-07,1.556373691918062e-05,7.68584097952742e-09,3.6205423522720335e-07
1806,2.5855382140045027e-07,1.5530987833959182e-05,8.202941183453407e-09,2.5855382140045027e-07
1807,1.6756345542847028e-07,1.5614176455918433e-05,8.00049850178754e-09,1.6756345542847028e-07
1808,1.6332144728689206e-07,1.5861140127526596e-05,7.54892981458255e-09,1.6332144728689206e-07
1809,1.4393261389094342e-07,1.5234468654463334e-05,6.7893238491529524e-09,1.4393261389094342e-07
1810,1.0711869131390423e-07,1.4303717892159642e-05,5.252261673202188e-09,1.0711869131390423e-07
1811,1.0360252896849228e-07,1.4385589955574168e-05,4.898793561279393e-09,1.0360252896849228e-07
1812,9.616697533536872e-08,1.0519095147693796e-05,4.077822524095609e-09,9.616697533536872e-08
1813,8.654005918223057e-08,9.709879252893319e-06,3.754701724137785e-09,8.654005918223057e-08
1814,8.589818837175958e-08,1.0323358245451736e-05,4.381313042526155e-09,8.589818837175958e-08
1815,8.404667844225904e-08,1.0256728533672036e-05,3.633000995278175e-09,8.404667844225904e-08
1816,8.247266184266014e-08,1.0951588072722579e-05,3.660744707367769e-09,8.247266184266014e-08
1817,7.576784000207226e-08,1.1258563712804712e-05,3.9568497684732455e-09,7.576784000207226e-08
1818,6.865778904138356e-08,1.1064370093143744e-05,3.680104411683617e-09,6.865778904138356e-08
1819,6.783554898756197e-08,1.1528246691990976e-05,3.3529853338265525e-09,6.783554898756197e-08
1820,6.410963696420627e-08,1.1806670434972538e-05,3.4537998017114546e-09,6.410963696420627e-08
1821,5.9510718638681026e-08,1.0689867719650334e-05,2.746521510221811e-09,5.9510718638681026e-08
1822,6.173917656480756e-08,1.0458680662850384e-05,3.052456406685674e-09,6.173917656480756e-08
1823,7.382943069598826e-08,1.0208155669845706e-05,2.903326555360662e-09,7.382943069598826e-08
1824,7.243722117371882e-08,9.758179203345207e-06,2.657523875563125e-09,7.243722117371882e-08
1825,6.992115432678605e-08,9.374020594675261e-06,2.015583136901914e-09,6.992115432678605e-08
1826,6.497844903411273e-08,8.554522212632167e-06,2.102282181670745e-09,6.497844903411273e-08
1827,6.35641365574559e-08,8.401791546930326e-06,2.3303413405300385e-09,6.35641365574559e-08
1828,6.371973272832423e-08,8.244245236710412e-06,3.1947508924038257e-09,6.371973272832423e-08
1829,5.782568937969959e-08,1.4960914800862416e-05,2.906498121544944e-09,5.782568937969959e-08
1830,4.203819413208164e-08,1.404504239742112e-05,3.056937084419279e-09,4.203819413208164e-08
1831,4.337225283685646e-08,1.4123420312119248e-05,3.160275691931653e-09,4.337225283685646e-08
1832,4.3595706346520405e-08,1.418175660156911e-05,3.247639918895524e-09,4.3595706346520405e-08
1833,4.4887128426905424e-08,1.4289982443317837e-05,3.3405564822278475e-09,4.4887128426905424e-08
