ngram,Join,Jin,Jon,Jon
1528,0.0,2.064678093509948e-06,5.271481183756675e-05,5.271481183756675e-05
1529,0.0,2.064678093509948e-06,5.271481183756675e-05,5.271481183756675e-05
1530,0.0,2.064678093509948e-06,5.271481183756675e-05,5.271481183756675e-05
1531,0.0,0.0,5.271481183756675e-05,5.271481183756675e-05
1532,0.0,0.0,0.0,0.0
1533,0.0,0.0,0.0,0.0
1534,0.0,0.0,0.0,0.0
1535,0.0,0.0,3.7650956333631515e-07,3.7650956333631515e-07
1536,0.0,0.0,3.7650956333631515e-07,3.7650956333631515e-07
1537,0.0,0.00010671599635056086,3.7650956333631515e-07,3.7650956333631515e-07
1538,0.0,0.00010671599635056086,3.7650956333631515e-07,3.7650956333631515e-07
1539,8.301111457902672e-07,0.00010671599635056086,3.7650956333631515e-07,3.7650956333631515e-07
1540,8.301111457902672e-07,0.00010671599635056086,3.7650956333631515e-07,3.7650956333631515e-07
1541,8.301111457902672e-07,0.00010671599635056086,3.7650956333631515e-07,3.7650956333631515e-07
1542,8.301111457902672e-07,0.00010671599635056086,0.0,0.0
1543,8.301111457902672e-07,0.00010671599635056086,0.0,0.0
1544,8.301111457902672e-07,0.0,2.782098493168762e-07,2.782098493168762e-07
1545,8.301111457902672e-07,0.0,2.782098493168762e-07,2.782098493168762e-07
1546,0.0,0.0,2.782098493168762e-07,2.782098493168762e-07
1547,0.0,3.277141201708998e-06,2.782098493168762e-07,2.782098493168762e-07
1548,0.0,3.277141201708998e-06,2.782098493168762e-07,2.782098493168762e-07
1549,0.0,3.277141201708998e-06,2.782098493168762e-07,2.782098493168762e-07
1550,1.0806914360728115e-05,3.277141201708998e-06,8.185555608568913e-07,8.185555608568913e-07
1551,1.0806914360728115e-05,3.277141201708998e-06,5.40345711540015e-07,5.40345711540015e-07
1552,1.0806914360728115e-05,3.277141201708998e-06,5.40345711540015e-07,5.40345711540015e-07
1553,1.0806914360728115e-05,3.277141201708998e-06,5.40345711540015e-07,5.40345711540015e-07
1554,1.0806914360728115e-05,0.0,5.40345711540015e-07,5.40345711540015e-07
1555,1.0806914360728115e-05,0.0,5.40345711540015e-07,5.40345711540015e-07
1556,1.0806914360728115e-05,0.0,5.40345711540015e-07,5.40345711540015e-07
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,3.4384465834591538e-06,0.0,0.0,0.0
1560,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1561,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1562,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1563,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1564,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1565,3.4384465834591538e-06,1.7947609844018838e-06,0.0,0.0
1566,0.0,1.7947609844018838e-06,0.0,0.0
1567,0.0,6.823973178273133e-07,0.0,0.0
1568,0.0,3.62347866809744e-06,0.0,0.0
1569,0.0,3.62347866809744e-06,0.0,0.0
1570,0.0,3.62347866809744e-06,0.0,0.0
1571,0.0,6.075330345213713e-06,0.0,0.0
1572,0.0,6.075330345213713e-06,1.0399215690475622e-06,1.0399215690475622e-06
1573,0.0,6.075330345213713e-06,1.0399215690475622e-06,1.0399215690475622e-06
1574,0.0,5.3929330273864e-06,1.5846331150117164e-06,1.5846331150117164e-06
1575,0.0,2.4518516771162728e-06,3.301662448913183e-05,3.301662448913183e-05
1576,0.0,2.4518516771162728e-06,3.391798538489509e-05,3.391798538489509e-05
1577,0.0,2.4518516771162728e-06,3.391798538489509e-05,3.391798538489509e-05
1578,4.81826223871654e-07,4.81826223871654e-07,3.415889849683091e-05,3.415889849683091e-05
1579,4.81826223871654e-07,4.81826223871654e-07,3.311897692778335e-05,3.311897692778335e-05
1580,4.81826223871654e-07,4.81826223871654e-07,3.410943777128393e-05,3.410943777128393e-05
1581,4.81826223871654e-07,4.81826223871654e-07,3.3564726225319775e-05,3.3564726225319775e-05
1582,4.81826223871654e-07,4.81826223871654e-07,2.1327348511996595e-06,2.1327348511996595e-06
1583,4.81826223871654e-07,4.81826223871654e-07,1.2313739554364084e-06,1.2313739554364084e-06
1584,4.81826223871654e-07,4.81826223871654e-07,1.2313739554364084e-06,1.2313739554364084e-06
1585,3.774361760276536e-07,0.0,9.904608435005815e-07,9.904608435005815e-07
1586,3.774361760276536e-07,0.0,1.709354689540175e-06,1.709354689540175e-06
1587,3.774361760276536e-07,0.0,1.0649734057161758e-06,1.0649734057161758e-06
1588,3.774361760276536e-07,0.0,1.0649734057161758e-06,1.0649734057161758e-06
1589,3.774361760276536e-07,0.0,1.0649734057161758e-06,1.0649734057161758e-06
1590,3.774361760276536e-07,0.0,1.0649734057161758e-06,1.0649734057161758e-06
1591,3.774361760276536e-07,0.0,3.996841574657342e-06,3.996841574657342e-06
1592,0.0,0.0,4.593813368306396e-06,4.593813368306396e-06
1593,0.0,2.2327672663128135e-07,3.874919522266802e-06,3.874919522266802e-06
1594,0.0,3.909083099123174e-07,3.6964715458712557e-06,3.6964715458712557e-06
1595,0.0,3.909083099123174e-07,3.6964715458712557e-06,3.6964715458712557e-06
1596,0.0,3.909083099123174e-07,3.906889771444964e-06,3.906889771444964e-06
1597,1.2106209266806089e-07,3.909083099123174e-07,4.027951864113025e-06,4.027951864113025e-06
1598,1.6529600900737152e-07,3.909083099123174e-07,1.1403176115111689e-06,1.1403176115111689e-06
1599,4.011183055549087e-07,5.088194581860859e-07,1.722457365563709e-06,1.722457365563709e-06
1600,4.011183055549087e-07,6.050609856954127e-07,1.722457365563709e-06,1.722457365563709e-06
1601,4.011183055549087e-07,4.374294024143767e-07,2.5314450908808794e-06,2.5314450908808794e-06
1602,5.055190237206781e-07,4.374294024143767e-07,2.5314450908808794e-06,2.5314450908808794e-06
1603,5.055190237206781e-07,4.374294024143767e-07,2.321026865307171e-06,2.321026865307171e-06
1604,3.8445693105261724e-07,4.374294024143767e-07,2.1999647726391103e-06,2.1999647726391103e-06
1605,3.402230147133066e-07,5.498662939576857e-07,2.1557308562997993e-06,2.1557308562997993e-06
1606,1.844808252826624e-07,4.3195514568391704e-07,1.1367795228319925e-06,1.1367795228319925e-06
1607,1.844808252826624e-07,1.1243689154330891e-07,1.883276598034302e-06,1.883276598034302e-06
1608,1.844808252826624e-07,1.1243689154330891e-07,9.066572894360953e-07,9.066572894360953e-07
1609,8.008010711689297e-08,1.1243689154330891e-07,9.066572894360953e-07,9.066572894360953e-07
1610,8.008010711689297e-08,2.3988515554914815e-07,9.066572894360953e-07,9.066572894360953e-07
1611,8.008010711689297e-08,3.4229743407974767e-07,1.0090695679666948e-06,1.0090695679666948e-06
1612,8.008010711689297e-08,2.2986054253643878e-07,1.2780702961988157e-06,1.2780702961988157e-06
1613,0.0,3.896710235754394e-07,1.1179100819650297e-06,1.1179100819650297e-06
1614,0.0,3.896710235754394e-07,3.7141300676272036e-07,3.7141300676272036e-07
1615,0.0,3.896710235754394e-07,3.7141300676272036e-07,3.7141300676272036e-07
1616,0.0,3.896710235754394e-07,3.7141300676272036e-07,3.7141300676272036e-07
1617,0.0,2.6222275956960015e-07,3.7141300676272036e-07,3.7141300676272036e-07
1618,0.0,1.598104810390006e-07,2.6900072823212084e-07,2.6900072823212084e-07
1619,0.0,1.598104810390006e-07,1.1253449981398132e-07,1.1253449981398132e-07
1620,0.0,1.0073891384568664e-07,2.1327341365966796e-07,2.1327341365966796e-07
1621,0.0,2.7915690939802775e-07,2.1327341365966796e-07,2.1327341365966796e-07
1622,0.0,3.495053176396011e-07,2.1327341365966796e-07,2.1327341365966796e-07
1623,0.0,3.495053176396011e-07,2.1327341365966796e-07,2.1327341365966796e-07
1624,0.0,4.988375102194758e-07,3.6260560623954265e-07,3.6260560623954265e-07
1625,0.0,4.988375102194758e-07,3.6260560623954265e-07,3.6260560623954265e-07
1626,0.0,7.28459326637676e-07,4.796929228437616e-07,4.796929228437616e-07
1627,0.0,6.277204127919893e-07,3.789540089980749e-07,3.789540089980749e-07
1628,0.0,6.458373036366538e-07,1.0340702536788221e-06,1.0340702536788221e-06
1629,8.252934386681382e-08,6.580182392618943e-07,1.1991289414124497e-06,1.1991289414124497e-06
1630,1.6877834241313394e-07,8.305162363545346e-07,1.2853779399587699e-06,1.2853779399587699e-06
1631,1.6877834241313394e-07,7.945440155968495e-07,1.3060857051121794e-06,1.3060857051121794e-06
1632,1.6877834241313394e-07,8.861701498322613e-07,1.9474686447600627e-06,1.9474686447600627e-06
1633,3.05871139971714e-07,6.565483334140611e-07,1.8549396259004425e-06,1.8549396259004425e-06
1634,3.05871139971714e-07,7.7996649646853e-07,1.9783577889549112e-06,1.9783577889549112e-06
1635,3.05871139971714e-07,9.950301936052192e-07,1.570200684649795e-06,1.570200684649795e-06
1636,3.9703061409974385e-07,9.99345258735827e-07,1.7525196329058547e-06,1.7525196329058547e-06
1637,3.1078161555342376e-07,9.000073889962681e-07,1.8125908890656968e-06,1.8125908890656968e-06
1638,5.801217639600509e-07,1.2579926890664086e-06,1.777221005535726e-06,1.777221005535726e-06
1639,6.579919938433574e-07,1.3221070145976097e-06,1.291578525654456e-06,1.291578525654456e-06
1640,7.265153060741016e-07,1.4249150694922719e-06,1.3601018378852001e-06,1.3601018378852001e-06
1641,8.459594807521041e-07,1.600107339072565e-06,1.3561278495087339e-06,1.3561278495087339e-06
1642,8.459594807521041e-07,2.0521074312845097e-06,1.1091687091331032e-06,1.1091687091331032e-06
1643,1.0335604494165246e-06,1.965263022287088e-06,8.521135198082317e-07,8.521135198082317e-07
1644,1.0335604494165246e-06,2.1670872862549525e-06,7.974547315825475e-07,7.974547315825475e-07
1645,8.133371319932589e-07,1.9413261773999172e-06,8.592519813126793e-07,8.592519813126793e-07
1646,8.362053124853576e-07,1.8863241280087095e-06,8.042499319214715e-07,8.042499319214715e-07
1647,8.386803074245108e-07,2.199698282571002e-06,5.986338221321473e-07,5.986338221321473e-07
1648,9.026330758388212e-07,4.056001979993848e-06,7.542850620926142e-07,7.542850620926142e-07
1649,9.808608508267623e-07,3.7399977210433074e-06,7.542850620926142e-07,7.542850620926142e-07
1650,6.634912007744528e-07,4.486640055542271e-06,8.835632944023278e-07,8.835632944023278e-07
1651,7.064912819844591e-07,4.684656573772372e-06,1.0069022339718816e-06,1.0069022339718816e-06
1652,7.130458478903685e-07,4.717429403301919e-06,9.217777038169775e-07,9.217777038169775e-07
1653,6.123074375149631e-07,4.918194105942218e-06,1.5747970597398568e-06,1.5747970597398568e-06
1654,4.0421633278648575e-07,4.584978268797256e-06,1.7407298043638418e-06,1.7407298043638418e-06
1655,2.7892243435547114e-07,2.8948884960300347e-06,1.5237374343866707e-06,1.5237374343866707e-06
1656,2.006946593675301e-07,2.4379087416751384e-06,1.750274082366689e-06,1.750274082366689e-06
1657,1.8457895529471508e-07,3.081488046063896e-06,1.6140867030247006e-06,1.6140867030247006e-06
1658,4.0965704986969544e-07,2.7693340354874507e-06,1.774395749570041e-06,1.774395749570041e-06
1659,4.5048720664908615e-07,2.490977042920609e-06,1.952557624917972e-06,1.952557624917972e-06
1660,4.5048720664908615e-07,2.349823530169358e-06,1.5996738755217978e-06,1.5996738755217978e-06
1661,4.5048720664908615e-07,2.6699696036303067e-06,1.4337411308978126e-06,1.4337411308978126e-06
1662,4.735838814440285e-07,2.286344965796161e-06,1.4974376654208754e-06,1.4974376654208754e-06
1663,4.735838814440285e-07,2.6555951535556233e-06,1.5993759104406178e-06,1.5993759104406178e-06
1664,4.850824300969439e-07,1.3046764958549569e-06,1.633871550308998e-06,1.633871550308998e-06
1665,2.6109587127263823e-07,1.71702063767043e-06,1.479020186577275e-06,1.479020186577275e-06
1666,2.844395063610656e-07,2.3961433847879173e-06,1.3493091078739132e-06,1.3493091078739132e-06
1667,3.168918222432434e-07,2.560316955525975e-06,1.17560130417717e-06,1.17560130417717e-06
1668,3.6064503815071346e-07,2.2447109415679734e-06,1.30686095189958e-06,1.30686095189958e-06
1669,3.3935350326633594e-07,2.253373496939405e-06,1.3647859223705642e-06,1.3647859223705642e-06
1670,3.3935350326633594e-07,2.0640528199627236e-06,1.1909077021040763e-06,1.1909077021040763e-06
1671,5.347116862302366e-07,2.2985211915381243e-06,1.2685497219016334e-06,1.2685497219016334e-06
1672,5.644218776166911e-07,3.0291620061819103e-06,1.31869825281683e-06,1.31869825281683e-06
1673,4.445766888596024e-07,2.8696395263848118e-06,1.5300477197602698e-06,1.5300477197602698e-06
1674,4.1212437297742456e-07,2.642707930330549e-06,1.6281867455550777e-06,1.6281867455550777e-06
1675,4.3700815613842027e-07,3.2758899724935224e-06,1.7714750941065307e-06,1.7714750941065307e-06
1676,4.200464819145314e-07,3.7443323240690267e-06,1.7205900754951081e-06,1.7205900754951081e-06
1677,4.536326798643131e-07,3.9104087201329615e-06,1.935441584269678e-06,1.935441584269678e-06
1678,4.579943728393638e-07,4.5728102122666314e-06,1.8793206290216143e-06,1.8793206290216143e-06
1679,4.53407872263207e-07,3.407408972374729e-06,1.7932881632987119e-06,1.7932881632987119e-06
1680,5.620194453318358e-07,3.2136434323807147e-06,1.8203875323966453e-06,1.8203875323966453e-06
1681,6.515228351742865e-07,3.921582349773546e-06,1.5845856832389212e-06,1.5845856832389212e-06
1682,6.836909968959455e-07,3.4226652425266887e-06,1.4914869796354781e-06,1.4914869796354781e-06
1683,7.290133997425333e-07,3.129167355707198e-06,1.4509163617861174e-06,1.4509163617861174e-06
1684,7.83091942529219e-07,2.9847625942888304e-06,1.3152408168285286e-06,1.3152408168285286e-06
1685,6.046865824568418e-07,2.2708538998423526e-06,1.8021915723563455e-06,1.8021915723563455e-06
1686,6.736173158320266e-07,2.2429401107209353e-06,1.8386510711414822e-06,1.8386510711414822e-06
1687,6.886060077704315e-07,2.329106288405975e-06,1.6876091746910658e-06,1.6876091746910658e-06
1688,5.991026179279808e-07,1.7099421094306827e-06,1.6912889415315085e-06,1.6912889415315085e-06
1689,6.245821363596146e-07,1.6144554219213854e-06,1.6361243280828473e-06,1.6361243280828473e-06
1690,5.986240937870337e-07,1.4742704235816615e-06,2.046342379864135e-06,2.046342379864135e-06
1691,7.311538346194928e-07,1.3533169830485088e-06,1.8859678984231972e-06,1.8859678984231972e-06
1692,7.652085157263043e-07,1.4150693833211595e-06,1.5199356328464222e-06,1.5199356328464222e-06
1693,1.0346280013046844e-06,1.6180645080307192e-06,1.5497115311648355e-06,1.5497115311648355e-06
1694,1.0817265904604158e-06,1.3767624571820697e-06,1.6195231751225947e-06,1.6195231751225947e-06
1695,1.2057810181431705e-06,1.4695186061024806e-06,1.6348876426621115e-06,1.6348876426621115e-06
1696,1.347177422823214e-06,1.5479312196475803e-06,1.650316481313244e-06,1.650316481313244e-06
1697,1.49793171593566e-06,1.8127044378551155e-06,1.4677537397541788e-06,1.4677537397541788e-06
1698,1.4747913772745441e-06,1.8073823996798768e-06,1.529182100057369e-06,1.529182100057369e-06
1699,1.6545795590770597e-06,1.810895745230872e-06,1.3995290097617335e-06,1.3995290097617335e-06
1700,1.558962497126361e-06,1.7573408480789761e-06,1.3046936909891623e-06,1.3046936909891623e-06
1701,1.5622653108948725e-06,2.108646997710041e-06,1.2293505002552202e-06,1.2293505002552202e-06
1702,1.7737953612595447e-06,2.7403966669226065e-06,1.3724912264478917e-06,1.3724912264478917e-06
1703,1.7048560526486005e-06,2.9331829247374638e-06,1.550972789183496e-06,1.550972789183496e-06
1704,1.6130556202499844e-06,2.7949791956416448e-06,1.3649750647865794e-06,1.3649750647865794e-06
1705,1.8097870874303875e-06,2.8121949558875973e-06,1.3858312237451692e-06,1.3858312237451692e-06
1706,2.033718942584528e-06,2.7350973336329583e-06,1.4101911866808742e-06,1.4101911866808742e-06
1707,2.086344060054606e-06,2.80325650692248e-06,1.5215709124406982e-06,1.5215709124406982e-06
1708,2.288531228649455e-06,2.3873560459313533e-06,1.5499862229262362e-06,1.5499862229262362e-06
1709,2.193447065630088e-06,1.7650843184518244e-06,1.4185480300251844e-06,1.4185480300251844e-06
1710,2.2012855781992713e-06,1.625826111454184e-06,1.322148250437749e-06,1.322148250437749e-06
1711,2.3901753658200116e-06,1.58786610882089e-06,1.3182220267741026e-06,1.3182220267741026e-06
1712,2.365746045792808e-06,1.643705250639219e-06,1.5210322154806427e-06,1.5210322154806427e-06
1713,2.2676204025628977e-06,1.7145413591736412e-06,1.625609213208788e-06,1.625609213208788e-06
1714,2.1040506388609562e-06,1.8267192152572015e-06,1.5401158504703614e-06,1.5401158504703614e-06
1715,1.9429865168214226e-06,1.9810287962432734e-06,1.4964786194988328e-06,1.4964786194988328e-06
1716,1.9327151059249966e-06,1.9049473881490745e-06,1.650732152873908e-06,1.650732152873908e-06
1717,1.9477355733345447e-06,2.021150911397334e-06,1.6103305792317509e-06,1.6103305792317509e-06
1718,1.8543502327312517e-06,1.970496571500137e-06,1.6778742194998943e-06,1.6778742194998943e-06
1719,1.7022946881947324e-06,1.9356323426628867e-06,1.4905880009661944e-06,1.4905880009661944e-06
1720,1.5194951856756234e-06,1.8174642621358674e-06,1.4212393222935913e-06,1.4212393222935913e-06
1721,1.6075732836335582e-06,1.5260911660724169e-06,1.4934204110821675e-06,1.4934204110821675e-06
1722,1.5006347829122596e-06,1.536142576696875e-06,3.6625252245617697e-06,3.6625252245617697e-06
1723,1.4247852797260357e-06,1.8176376832863234e-06,3.610327878180085e-06,3.610327878180085e-06
1724,1.7844055589323813e-06,1.6721746923004893e-06,3.743963832546017e-06,3.743963832546017e-06
1725,1.766166113676653e-06,1.8478336544701181e-06,3.837185090560524e-06,3.837185090560524e-06
1726,1.9959902439430673e-06,2.0141775231812583e-06,3.915090863821595e-06,3.915090863821595e-06
1727,1.9906473685945717e-06,2.2342692968127916e-06,4.101156540465516e-06,4.101156540465516e-06
1728,1.870034014115975e-06,2.3574898315408584e-06,4.099817699300599e-06,4.099817699300599e-06
1729,1.8637994279353215e-06,2.4629709157254964e-06,2.0483525499262863e-06,2.0483525499262863e-06
1730,1.9631003981755512e-06,2.2226371843966523e-06,1.9978942061373217e-06,1.9978942061373217e-06
1731,1.681449150834981e-06,2.244473924812545e-06,2.1197691272131384e-06,2.1197691272131384e-06
1732,1.6769336558094698e-06,2.8763092814187985e-06,2.0207596662658034e-06,2.0207596662658034e-06
1733,1.3843537089996971e-06,2.9273205979864414e-06,1.9964398753862563e-06,1.9964398753862563e-06
1734,1.3374049266141291e-06,2.9002880117851807e-06,1.857530167269163e-06,1.857530167269163e-06
1735,1.3629441387560552e-06,2.983827422602709e-06,1.8311697301344663e-06,1.8311697301344663e-06
1736,1.431874596034634e-06,2.9716942435698e-06,1.6138664834995455e-06,1.6138664834995455e-06
1737,1.3304700457540873e-06,3.0225655141943468e-06,1.6358240730239361e-06,1.6358240730239361e-06
1738,1.1297529535373281e-06,3.035370078967909e-06,1.3616739644411219e-06,1.3616739644411219e-06
1739,1.1134391196979517e-06,2.2720775275177274e-06,1.5067026554658826e-06,1.5067026554658826e-06
1740,1.1909998209245844e-06,2.2174679900542415e-06,1.6038629999976756e-06,1.6038629999976756e-06
1741,1.3050678993360115e-06,2.497033018958713e-06,1.5387225208282222e-06,1.5387225208282222e-06
1742,1.2641170558578909e-06,2.5367491584152698e-06,1.516456027924765e-06,1.516456027924765e-06
1743,1.468859336130533e-06,2.4522461217202363e-06,1.6400887748854335e-06,1.6400887748854335e-06
1744,1.6469239767502586e-06,2.460178702027146e-06,1.6873424491287942e-06,1.6873424491287942e-06
1745,1.8131574799034361e-06,2.74567862236706e-06,1.8949709458736055e-06,1.8949709458736055e-06
1746,1.7897743711208541e-06,2.8574905042790178e-06,1.835975272764959e-06,1.835975272764959e-06
1747,1.7739446320774732e-06,2.8441417530952355e-06,1.659592612668348e-06,1.659592612668348e-06
1748,1.8004386025235623e-06,2.6488247775497646e-06,1.611044321439944e-06,1.611044321439944e-06
1749,2.0091171433835242e-06,2.5755209337928264e-06,1.5258951374822312e-06,1.5258951374822312e-06
1750,1.9171836973847737e-06,2.629382411864104e-06,1.5657672715211187e-06,1.5657672715211187e-06
1751,1.7974224095139237e-06,2.6309823754542905e-06,1.4853192494358934e-06,1.4853192494358934e-06
1752,1.7116713511963359e-06,2.456139944635132e-06,1.3078657730147825e-06,1.3078657730147825e-06
1753,1.8440271430465925e-06,2.459427962873763e-06,1.2956033645293376e-06,1.2956033645293376e-06
1754,1.8076662107497604e-06,2.3067353660215824e-06,1.3927090419331632e-06,1.3927090419331632e-06
1755,1.679180903530713e-06,2.0358733568822833e-06,1.4539169309760576e-06,1.4539169309760576e-06
1756,1.493502720352678e-06,2.029469052493888e-06,1.6719274234284448e-06,1.6719274234284448e-06
1757,1.4473314097683345e-06,2.076937594860543e-06,1.5856623219536102e-06,1.5856623219536102e-06
1758,1.3983466422879637e-06,2.166839424587254e-06,1.6052910041253199e-06,1.6052910041253199e-06
1759,1.4973150947688346e-06,1.980429682849457e-06,1.5703860591591884e-06,1.5703860591591884e-06
1760,1.412905898437852e-06,2.033803866652306e-06,1.4738644884865998e-06,1.4738644884865998e-06
1761,1.4356073571824318e-06,2.1549343987966755e-06,1.3893958501804654e-06,1.3893958501804654e-06
1762,1.505152746566247e-06,2.2858380361867603e-06,1.4217262267785763e-06,1.4217262267785763e-06
1763,1.5533507524066538e-06,2.3562088569763418e-06,1.2664641774660725e-06,1.2664641774660725e-06
1764,1.7571078387845773e-06,2.281932503527579e-06,1.3069700506613508e-06,1.3069700506613508e-06
1765,1.7988846171387455e-06,2.181529550528337e-06,1.3330487068482659e-06,1.3330487068482659e-06
1766,1.6804304680460649e-06,2.282764041540629e-06,1.2512483392258998e-06,1.2512483392258998e-06
1767,1.6577812240419526e-06,2.375687180184676e-06,1.2953032556392178e-06,1.2953032556392178e-06
1768,1.707292783846372e-06,2.3380358860387266e-06,1.3007108675213073e-06,1.3007108675213073e-06
1769,1.649363330865786e-06,2.5676358745840844e-06,1.2448734797284748e-06,1.2448734797284748e-06
1770,1.6326783907061326e-06,2.7005020066488735e-06,1.2621199029386583e-06,1.2621199029386583e-06
1771,1.4520334324125933e-06,2.6442391052634254e-06,1.1781820359958926e-06,1.1781820359958926e-06
1772,1.467457033348702e-06,2.5278178554799524e-06,1.2328355540245996e-06,1.2328355540245996e-06
1773,1.5671266737626866e-06,2.44374851782985e-06,1.3492506728393243e-06,1.3492506728393243e-06
1774,1.55053227704879e-06,2.2909232971609787e-06,1.3326083490028395e-06,1.3326083490028395e-06
1775,1.5294994325034037e-06,2.301255059527258e-06,1.3654242496029058e-06,1.3654242496029058e-06
1776,1.7257877971132984e-06,2.0288809992052848e-06,1.3423033351500635e-06,1.3423033351500635e-06
1777,1.7720878174389197e-06,1.900973854519959e-06,1.353481366095366e-06,1.353481366095366e-06
1778,1.7951327403612334e-06,1.895613325229663e-06,1.4960347536024138e-06,1.4960347536024138e-06
1779,1.9119187949659785e-06,2.0312239062799823e-06,1.4015722302117086e-06,1.4015722302117086e-06
1780,1.8685206149322248e-06,1.957755679476187e-06,1.564002250883537e-06,1.564002250883537e-06
1781,1.9330898664650576e-06,1.8202690869527162e-06,1.5054610896316132e-06,1.5054610896316132e-06
1782,1.9242824821828563e-06,1.7910732026393816e-06,1.5183691743914096e-06,1.5183691743914096e-06
1783,1.7283161436612967e-06,1.8900323490405363e-06,1.5909744287715251e-06,1.5909744287715251e-06
1784,1.6358995610841833e-06,1.707072629285124e-06,1.7420652592850923e-06,1.7420652592850923e-06
1785,1.4881451794021165e-06,1.705050351574755e-06,1.7107651615333452e-06,1.7107651615333452e-06
1786,1.2718330871004063e-06,1.529688777931629e-06,1.8310366109679826e-06,1.8310366109679826e-06
1787,1.274866251930819e-06,1.675302379615979e-06,1.7150367495690131e-06,1.7150367495690131e-06
1788,1.1818516116233826e-06,1.7901059793855114e-06,1.8855871855651328e-06,1.8855871855651328e-06
1789,1.0840460374441006e-06,1.7503522095856688e-06,1.9636042907222873e-06,1.9636042907222873e-06
1790,1.1335031737352047e-06,1.6743494727831733e-06,2.1846639128852985e-06,2.1846639128852985e-06
1791,1.2804637776753225e-06,1.6845696758796943e-06,2.134059790088421e-06,2.134059790088421e-06
1792,1.3828708834548057e-06,1.6627685032030319e-06,2.147339906904173e-06,2.147339906904173e-06
1793,1.379952745342702e-06,1.7115760816263252e-06,2.1198827003640223e-06,2.1198827003640223e-06
1794,1.382351472654721e-06,1.643987600021189e-06,2.0594486126615915e-06,2.0594486126615915e-06
1795,1.4952733603682385e-06,1.5494999843213009e-06,2.047269081880846e-06,2.047269081880846e-06
1796,1.5765422582652327e-06,1.525761766580607e-06,2.008331372443146e-06,2.008331372443146e-06
1797,1.5006020979464146e-06,1.4220104438728803e-06,1.80367203483911e-06,1.80367203483911e-06
1798,1.3634700784288206e-06,1.3796428512640496e-06,1.6973515032857125e-06,1.6973515032857125e-06
1799,1.2555076978060242e-06,1.3515726940178347e-06,1.5894538591965102e-06,1.5894538591965102e-06
1800,1.3581622917107389e-06,1.2986133372448551e-06,1.527728711282959e-06,1.527728711282959e-06
1801,1.2949496002485311e-06,1.1995493959407862e-06,1.5175062669316373e-06,1.5175062669316373e-06
1802,1.195924223143915e-06,1.123358978410189e-06,1.3828472122310944e-06,1.3828472122310944e-06
1803,1.1849781295885414e-06,1.0151175372032282e-06,1.3836388461641036e-06,1.3836388461641036e-06
1804,1.1677930323068203e-06,9.498957313423619e-07,1.5098873323690247e-06,1.5098873323690247e-06
1805,1.1551736146689758e-06,8.565615498160437e-07,1.4975232066457726e-06,1.4975232066457726e-06
1806,1.2218217924393166e-06,7.213711918601413e-07,1.5253264109560405e-06,1.5253264109560405e-06
