ngram,Engine,Engne,Engin,Engine
1868,4.852986096791158e-06,2.6723992066887293e-10,3.6910623383131936e-08,4.852986096791158e-06
1869,4.881308086623903e-06,3.068258068252204e-10,4.0210634821846725e-08,4.881308086623903e-06
1870,4.868599067516957e-06,3.490622671861335e-10,4.5277588662478204e-08,4.868599067516957e-06
1871,5.2463885497542965e-06,3.831192704354233e-10,4.1977568849509746e-08,5.2463885497542965e-06
1872,5.5540090215799864e-06,3.356178787264749e-10,4.430043532011041e-08,5.5540090215799864e-06
1873,5.877484454686055e-06,3.2515614407329403e-10,4.6229668981823124e-08,5.877484454686055e-06
1874,5.987635956574065e-06,3.216844013387288e-10,4.660676873007625e-08,5.987635956574065e-06
1875,6.3436076353744804e-06,3.216844013387288e-10,4.610030249604538e-08,6.3436076353744804e-06
1876,6.544771622429835e-06,3.9709446445331965e-10,4.4551789305355017e-08,6.544771622429835e-06
1877,6.664234141291152e-06,4.2476134910960997e-10,4.330314595790696e-08,6.664234141291152e-06
1878,6.535376152377077e-06,4.161799436820855e-10,4.315270375952553e-08,6.535376152377077e-06
1879,6.4631001025970495e-06,3.7522823340526857e-10,1.1049670689544655e-07,6.4631001025970495e-06
1880,6.294325950355935e-06,3.300974117064521e-10,1.1182764225736719e-07,6.294325950355935e-06
1881,6.3549805418006144e-06,3.2192229239478923e-10,1.1019625339209987e-07,6.3549805418006144e-06
1882,6.2316691712892085e-06,3.8674145037236636e-10,1.102704117223701e-07,6.2316691712892085e-06
1883,6.1092778196325526e-06,3.0386812907171444e-10,1.1190451486088802e-07,6.1092778196325526e-06
1884,6.2153686875327755e-06,2.33964784054511e-10,1.1615666600001922e-07,6.2153686875327755e-06
1885,6.161964457922815e-06,2.1944062043667755e-10,1.4292965084499493e-07,6.161964457922815e-06
1886,6.271066467888886e-06,2.746178522678682e-10,9.522876100374691e-08,6.271066467888886e-06
1887,6.504382716749595e-06,2.69365137338186e-10,9.468522220247775e-08,6.504382716749595e-06
1888,6.648587779117017e-06,2.3779954196255307e-10,1.254683260145027e-07,6.648587779117017e-06
1889,6.789256726083945e-06,1.9915127880132388e-10,1.4419035565538252e-07,6.789256726083945e-06
1890,7.01851130153435e-06,1.9232434097674452e-10,1.7103929193597522e-07,7.01851130153435e-06
1891,7.301260016642378e-06,2.1792939278572224e-10,1.8737870937408324e-07,7.301260016642378e-06
1892,7.44851493956438e-06,1.823544192631437e-10,2.002427607854835e-07,7.44851493956438e-06
1893,7.5395614658191334e-06,1.2717718743195305e-10,2.2934520669894353e-07,7.5395614658191334e-06
1894,7.625865042168048e-06,1.8791031032781647e-10,3.7306927375928875e-07,7.625865042168048e-06
1895,7.678386412278218e-06,2.514239332602435e-10,3.8806844112774084e-07,7.678386412278218e-06
1896,7.701336081871496e-06,2.44633464279482e-10,4.2188620292498466e-07,7.701336081871496e-06
1897,7.731981960595086e-06,2.564912845607178e-10,4.469925158900878e-07,7.731981960595086e-06
1898,7.722559855340347e-06,4.1126791060021514e-10,4.825070456198384e-07,7.722559855340347e-06
1899,7.99005452531024e-06,4.798658613326876e-10,5.081711549337342e-07,7.99005452531024e-06
1900,8.223990464882394e-06,6.063600891234192e-10,5.326102033060514e-07,8.223990464882394e-06
1901,8.419778688611196e-06,5.694030564511771e-10,4.6095848103634906e-07,8.419778688611196e-06
1902,8.761708158999681e-06,5.575443043756171e-10,4.750358755245543e-07,8.761708158999681e-06
1903,9.14046242022388e-06,7.294336087529782e-10,4.6328276377088126e-07,9.14046242022388e-06
1904,9.359175627261201e-06,6.922800983260353e-10,4.6628617919200875e-07,9.359175627261201e-06
1905,9.679886976040766e-06,5.728858696953307e-10,4.6593013637772985e-07,9.679886976040766e-06
1906,9.887743025111767e-06,5.283612951918165e-10,4.6721125711103794e-07,9.887743025111767e-06
1907,1.0056145323947671e-05,5.04418288884066e-10,4.6807157413500787e-07,1.0056145323947671e-05
1908,1.0178652181431452e-05,5.079060465857615e-10,4.6804566977698414e-07,1.0178652181431452e-05
1909,1.0318420468787995e-05,5.527182402241339e-10,4.805415057619809e-07,1.0318420468787995e-05
1910,1.0414547302519037e-05,5.129612964552674e-10,4.93092922429891e-07,1.0414547302519037e-05
1911,1.0545563912143865e-05,5.688730240839744e-10,5.133997222271449e-07,1.0545563912143865e-05
1912,1.0609322349150066e-05,8.826523638966982e-10,5.191295429085585e-07,1.0609322349150066e-05
1913,1.0645272465938302e-05,1.0505761974651966e-09,5.196620845384002e-07,1.0645272465938302e-05
1914,1.0972456948366016e-05,1.0357239113975174e-09,5.014868845267171e-07,1.0972456948366016e-05
1915,1.118335421779193e-05,1.044580985202056e-09,5.032243198651745e-07,1.118335421779193e-05
1916,1.130138727083769e-05,1.0083213708433902e-09,4.6479165608356456e-07,1.130138727083769e-05
1917,1.1409153427978578e-05,9.406029923196358e-10,4.664970033120751e-07,1.1409153427978578e-05
1918,1.1515449581825773e-05,9.565924639711098e-10,4.530498318087796e-07,1.1515449581825773e-05
1919,1.1452289462405524e-05,6.386486617326881e-10,4.507333203816545e-07,1.1452289462405524e-05
1920,1.1313041925729652e-05,4.4738152468351954e-10,4.432444882240816e-07,1.1313041925729652e-05
1921,1.0773646603671036e-05,3.596825892682176e-10,4.44540717126074e-07,1.0773646603671036e-05
1922,1.0363930284386567e-05,3.2007899505462744e-10,4.512895169942307e-07,1.0363930284386567e-05
1923,9.82298804176805e-06,3.580853232979361e-10,4.567370573178258e-07,9.82298804176805e-06
1924,9.235922464410709e-06,2.987124456518434e-10,5.737467785950554e-07,9.235922464410709e-06
1925,8.799589262967597e-06,3.4183712408327894e-10,5.911205310634873e-07,8.799589262967597e-06
1926,8.409459691652696e-06,4.683978423379389e-10,5.972640378461489e-07,8.409459691652696e-06
1927,8.106305293560062e-06,4.90672944735466e-10,6.146499345049961e-07,8.106305293560062e-06
1928,7.893107327358198e-06,6.047203749653158e-10,6.44483723785275e-07,7.893107327358198e-06
1929,7.614208503322775e-06,5.80569078922899e-10,6.49767376411806e-07,7.614208503322775e-06
1930,7.386204288195586e-06,5.095826935023037e-10,7.058863583811867e-07,7.386204288195586e-06
1931,7.208165957958304e-06,5.37627182852139e-10,6.50725196140099e-07,7.208165957958304e-06
1932,7.003505028738541e-06,4.462445512316242e-10,6.744077641737281e-07,7.003505028738541e-06
1933,7.0361308124639824e-06,2.860280048525407e-10,6.828167735355757e-07,7.0361308124639824e-06
1934,6.94365793866122e-06,3.079548699380652e-10,7.03558847752512e-07,6.94365793866122e-06
1935,6.862209050138647e-06,2.1612977280887387e-10,8.186294248194567e-07,6.862209050138647e-06
1936,6.8329455383978455e-06,2.1612977280887387e-10,8.753727830220928e-07,6.8329455383978455e-06
1937,6.9631271669225366e-06,2.562296347319304e-10,1.0195453877973444e-06,6.9631271669225366e-06
1938,7.0900109676586e-06,2.0376361510786112e-10,1.0000238717111642e-06,7.0900109676586e-06
1939,7.37350286986579e-06,2.299084196831304e-10,1.0083056330196477e-06,7.37350286986579e-06
1940,7.613378459479593e-06,2.325345233827087e-10,1.0527750516432986e-06,7.613378459479593e-06
1941,8.191730492918786e-06,1.9270947139636363e-10,1.0842575436851933e-06,8.191730492918786e-06
1942,8.611787052359432e-06,2.9502736563293194e-10,9.962798555664319e-07,8.611787052359432e-06
1943,8.937684664748044e-06,3.593873432976886e-10,9.529009210902066e-07,8.937684664748044e-06
1944,9.189047757120403e-06,3.489740540192037e-10,8.186932356173722e-07,9.189047757120403e-06
1945,9.300773594337183e-06,4.0528231366148455e-10,8.664856311822535e-07,9.300773594337183e-06
1946,9.398932369159801e-06,3.72042367151921e-10,9.142923269272225e-07,9.398932369159801e-06
1947,9.251970628351306e-06,4.1247700889788877e-10,9.644863082160425e-07,9.251970628351306e-06
1948,8.942733594657121e-06,5.216984384175711e-10,9.423425808563479e-07,8.942733594657121e-06
1949,8.745632840145845e-06,4.311705357830574e-10,9.05232923287258e-07,8.745632840145845e-06
1950,8.721665056197838e-06,3.6681055811830076e-10,8.830949777153105e-07,8.721665056197838e-06
1951,8.677286392152642e-06,3.5954388672670186e-10,8.472177666720069e-07,8.677286392152642e-06
1952,8.672207903665757e-06,3.816553739710571e-10,7.847696110729885e-07,8.672207903665757e-06
1953,8.581550641143362e-06,4.1217498065420395e-10,7.204789897384347e-07,8.581550641143362e-06
1954,8.434614366186516e-06,5.201385473123971e-10,6.275154841465078e-07,8.434614366186516e-06
1955,8.307581992994528e-06,4.413155555279705e-10,5.846244529753417e-07,8.307581992994528e-06
1956,8.157487302794055e-06,4.881112656919737e-10,5.477733720584053e-07,8.157487302794055e-06
1957,7.845737660058408e-06,5.773173447235333e-10,5.325657517525022e-07,7.845737660058408e-06
1958,7.434337866080958e-06,5.752772821602089e-10,5.185722134878493e-07,7.434337866080958e-06
1959,7.175395239755744e-06,6.097969232740244e-10,4.94629509668292e-07,7.175395239755744e-06
1960,6.734666125599428e-06,6.050806562145944e-10,4.661631050696867e-07,6.734666125599428e-06
1961,6.4285293644518656e-06,5.547004403424641e-10,4.422948417673719e-07,6.4285293644518656e-06
1962,6.022916360442261e-06,5.171269444405522e-10,4.3530491211640765e-07,6.022916360442261e-06
1963,5.761473728073595e-06,4.759343355928028e-10,4.265457594751102e-07,5.761473728073595e-06
1964,5.524603693629615e-06,4.227014968208717e-10,3.9437133279664393e-07,5.524603693629615e-06
1965,5.374825897368802e-06,4.191696751603453e-10,3.682812226608283e-07,5.374825897368802e-06
1966,5.124396271379997e-06,3.8536792804474574e-10,3.3664898881267747e-07,5.124396271379997e-06
1967,5.041738404543139e-06,4.491526317540462e-10,3.0464387837777653e-07,5.041738404543139e-06
1968,5.021582247926355e-06,3.6076754282378584e-10,2.794959844517767e-07,5.021582247926355e-06
1969,5.1319062939520725e-06,3.9422534284635647e-10,2.862656377341669e-07,5.1319062939520725e-06
1970,5.1090838886531335e-06,5.12461077541358e-10,3.212015055201586e-07,5.1090838886531335e-06
1971,5.138987424808354e-06,6.018004467771882e-10,3.380702691759195e-07,5.138987424808354e-06
1972,5.253681657839999e-06,7.055476005022956e-10,3.593930435792052e-07,5.253681657839999e-06
1973,5.38029261016553e-06,6.924427341038961e-10,4.024333252670788e-07,5.38029261016553e-06
1974,5.4380644931890335e-06,6.270441031487804e-10,4.119748463641112e-07,5.4380644931890335e-06
1975,5.492561675574896e-06,6.727129409078714e-10,4.2847672229332344e-07,5.492561675574896e-06
1976,5.534140849964128e-06,7.152888043775769e-10,4.037823211027509e-07,5.534140849964128e-06
1977,5.654140750266379e-06,6.457281614175819e-10,3.736080438037399e-07,5.654140750266379e-06
1978,5.85305646641895e-06,5.938549096917711e-10,3.6685407930495527e-07,5.85305646641895e-06
1979,5.8893703810878965e-06,5.679478554121431e-10,3.5454261088878933e-07,5.8893703810878965e-06
1980,6.016843209571172e-06,6.351411460262365e-10,3.035251085391012e-07,6.016843209571172e-06
1981,6.112511722936428e-06,7.92778390553853e-10,2.7518499174610564e-07,6.112511722936428e-06
1982,6.125027604347062e-06,8.599132913670157e-10,2.462318958253361e-07,6.125027604347062e-06
1983,6.0467929350644615e-06,8.81916206729727e-10,2.257066975224526e-07,6.0467929350644615e-06
1984,5.977068212814629e-06,9.185857788704002e-10,2.1172620888267245e-07,5.977068212814629e-06
1985,5.764603364306302e-06,9.536575418245263e-10,1.9606042656050704e-07,5.764603364306302e-06
1986,5.8353074824221296e-06,1.087358576195336e-09,2.0034298131577088e-07,5.8353074824221296e-06
1987,5.7096407804887605e-06,1.0276946516007968e-09,1.9584685974548067e-07,5.7096407804887605e-06
1988,5.675337758605435e-06,9.332910396889611e-10,2.0160835033168822e-07,5.675337758605435e-06
1989,5.6373368611925145e-06,9.047973481557392e-10,2.0243049699989308e-07,5.6373368611925145e-06
1990,5.5796854862169965e-06,1.0526557324221285e-09,1.9746860045545744e-07,5.5796854862169965e-06
1991,5.466907363630266e-06,1.0919273501259446e-09,1.9537776146145397e-07,5.466907363630266e-06
1992,5.405537194747012e-06,1.1488372237649408e-09,1.8398457208539704e-07,5.405537194747012e-06
1993,5.085677912575193e-06,1.0735787417789515e-09,1.5492898342017725e-07,5.085677912575193e-06
1994,4.903415953906785e-06,1.1560917223540912e-09,1.5157138071637227e-07,4.903415953906785e-06
1995,4.7128101609164986e-06,1.1223790151250667e-09,1.3919605176429935e-07,4.7128101609164986e-06
1996,4.535361962812853e-06,1.1349856292903431e-09,1.3350715935952655e-07,4.535361962812853e-06
1997,4.478529327960652e-06,9.952426898480432e-10,1.32215419057502e-07,4.478529327960652e-06
1998,4.338161553667825e-06,9.234555818439714e-10,1.2397240262933857e-07,4.338161553667825e-06
1999,4.3151997358238854e-06,8.50229735822288e-10,1.1949469020627085e-07,4.3151997358238854e-06
2000,4.362478713509128e-06,7.841051221012054e-10,1.157826444244035e-07,4.362478713509128e-06
2001,4.316552219409329e-06,7.091616817587822e-10,1.1165575537168998e-07,4.316552219409329e-06
2002,4.206441709746807e-06,7.355372105039797e-10,1.0904325823243458e-07,4.206441709746807e-06
2003,4.060330378966423e-06,6.805664444696293e-10,1.0692502578584546e-07,4.060330378966423e-06
2004,3.939080735498075e-06,7.508262027983952e-10,1.0367201294262226e-07,3.939080735498075e-06
2005,3.844752589949556e-06,7.229733200997401e-10,1.0027880798751149e-07,3.844752589949556e-06
2006,3.719505489893241e-06,6.719507490109728e-10,1.0094843259724127e-07,3.719505489893241e-06
2007,3.514137753362385e-06,5.95287430460445e-10,9.55016454489461e-08,3.514137753362385e-06
2008,3.455388098570568e-06,5.194468293001631e-10,9.40026570869382e-08,3.455388098570568e-06
2009,3.382207036598369e-06,4.3111021696962126e-10,9.556382301363036e-08,3.382207036598369e-06
2010,3.2846850055128537e-06,3.701137402508817e-10,9.55012221684878e-08,3.2846850055128537e-06
2011,3.104705716136128e-06,1.7329844602993154e-10,9.054984368666347e-08,3.104705716136128e-06
2012,3.033895544441683e-06,1.0870672913419556e-10,9.111196318047274e-08,3.033895544441683e-06
2013,2.8655252403301086e-06,6.753415188187617e-11,8.896339766449404e-08,2.8655252403301086e-06
2014,2.744040784818935e-06,2.996402233477826e-11,9.50029378340592e-08,2.744040784818935e-06
2015,2.5512889091520004e-06,2.4672942756336677e-11,9.822561253258755e-08,2.5512889091520004e-06
2016,2.4408208056619126e-06,2.8892556006418093e-11,1.0014324556907792e-07,2.4408208056619126e-06
2017,2.4084038159344345e-06,1.4603133517236227e-11,1.0132064905595446e-07,2.4084038159344345e-06
2018,2.392526403127704e-06,1.752376022068347e-11,1.0753317098988191e-07,2.392526403127704e-06
2019,2.2841387590233353e-06,2.190470027585434e-11,1.0951270290604498e-07,2.2841387590233353e-06
