ngram,X2,X,X,X
1801,2.8953042756947004e-08,1.4515821021632291e-05,1.4515821021632291e-05,1.4515821021632291e-05
1802,2.8727949923685562e-08,1.3743759284677384e-05,1.3743759284677384e-05,1.3743759284677384e-05
1803,3.3149626028310715e-08,1.3839068872454976e-05,1.3839068872454976e-05,1.3839068872454976e-05
1804,3.2580245041507235e-08,1.3448144662626354e-05,1.3448144662626354e-05,1.3448144662626354e-05
1805,3.222443492997432e-08,1.2725182906641358e-05,1.2725182906641358e-05,1.2725182906641358e-05
1806,3.1212860613598943e-08,1.291270304396416e-05,1.291270304396416e-05,1.291270304396416e-05
1807,3.333218704223587e-08,1.2438197440392937e-05,1.2438197440392937e-05,1.2438197440392937e-05
1808,2.9668550536955862e-08,1.1686165895038617e-05,1.1686165895038617e-05,1.1686165895038617e-05
1809,2.695560600126815e-08,1.1205693486512505e-05,1.1205693486512505e-05,1.1205693486512505e-05
1810,2.3252858432394012e-08,1.0488469602673181e-05,1.0488469602673181e-05,1.0488469602673181e-05
1811,2.2802609324555434e-08,1.0198795670086319e-05,1.0198795670086319e-05,1.0198795670086319e-05
1812,2.61316022788703e-08,9.666043427257267e-06,9.666043427257267e-06,9.666043427257267e-06
1813,2.4064003107631445e-08,8.6860000010347e-06,8.6860000010347e-06,8.6860000010347e-06
1814,2.4059267594062865e-08,8.444524480312663e-06,8.444524480312663e-06,8.444524480312663e-06
1815,2.3383707922367388e-08,9.521579808538913e-06,9.521579808538913e-06,9.521579808538913e-06
1816,2.4798148042951392e-08,9.842269979084709e-06,9.842269979084709e-06,9.842269979084709e-06
1817,2.355367685018856e-08,9.85454322030169e-06,9.85454322030169e-06,9.85454322030169e-06
1818,2.0933092085125996e-08,9.686851366755686e-06,9.686851366755686e-06,9.686851366755686e-06
1819,1.629153840403725e-08,9.706449288517303e-06,9.706449288517303e-06,9.706449288517303e-06
1820,1.7206518241964985e-08,9.684189730510947e-06,9.684189730510947e-06,9.684189730510947e-06
1821,1.614491105885106e-08,9.598293412896705e-06,9.598293412896705e-06,9.598293412896705e-06
1822,1.4676655446521636e-08,8.277653705590637e-06,8.277653705590637e-06,8.277653705590637e-06
1823,1.7392865687375954e-08,8.346354856517532e-06,8.346354856517532e-06,8.346354856517532e-06
1824,1.789976535247563e-08,8.199468993552728e-06,8.199468993552728e-06,8.199468993552728e-06
1825,1.789090862759833e-08,8.159200725848287e-06,8.159200725848287e-06,8.159200725848287e-06
1826,1.7864812930566487e-08,8.034074458659493e-06,8.034074458659493e-06,8.034074458659493e-06
1827,1.713177491932275e-08,8.1096890036341e-06,8.1096890036341e-06,8.1096890036341e-06
1828,1.6197404497018753e-08,8.08935692475643e-06,8.08935692475643e-06,8.08935692475643e-06
1829,1.7948574119027886e-08,1.0861560830172884e-05,1.0861560830172884e-05,1.0861560830172884e-05
1830,1.3142645765335764e-08,1.0405538757497976e-05,1.0405538757497976e-05,1.0405538757497976e-05
1831,1.312285867273642e-08,1.0314990894195425e-05,1.0314990894195425e-05,1.0314990894195425e-05
1832,2.0325739694523496e-08,1.0504288054237674e-05,1.0504288054237674e-05,1.0504288054237674e-05
1833,2.0857657315584025e-08,1.0521543117647525e-05,1.0521543117647525e-05,1.0521543117647525e-05
1834,2.0009166641037675e-08,1.0441131377904509e-05,1.0441131377904509e-05,1.0441131377904509e-05
1835,1.95006487148573e-08,1.0346491048299608e-05,1.0346491048299608e-05,1.0346491048299608e-05
1836,1.822919643806082e-08,7.3743699431361165e-06,7.3743699431361165e-06,7.3743699431361165e-06
1837,1.8360330779541656e-08,7.222349527832453e-06,7.222349527832453e-06,7.222349527832453e-06
1838,1.9402815988809963e-08,7.192802188780791e-06,7.192802188780791e-06,7.192802188780791e-06
1839,1.5708940814818106e-08,7.1774807111069094e-06,7.1774807111069094e-06,7.1774807111069094e-06
1840,1.574271443364036e-08,7.149405324266159e-06,7.149405324266159e-06,7.149405324266159e-06
1841,1.7300480793989792e-08,7.0368758835164565e-06,7.0368758835164565e-06,7.0368758835164565e-06
1842,1.896287076570096e-08,7.520868231430151e-06,7.520868231430151e-06,7.520868231430151e-06
1843,1.8959542634279713e-08,7.628053871095679e-06,7.628053871095679e-06,7.628053871095679e-06
1844,1.9945631432197582e-08,7.938722904197806e-06,7.938722904197806e-06,7.938722904197806e-06
1845,1.9314371054893594e-08,7.88500067626176e-06,7.88500067626176e-06,7.88500067626176e-06
1846,1.72669855556608e-08,7.727877995681151e-06,7.727877995681151e-06,7.727877995681151e-06
1847,1.8863175910155405e-08,7.939772461083652e-06,7.939772461083652e-06,7.939772461083652e-06
1848,1.7503586643588927e-08,8.44060150484438e-06,8.44060150484438e-06,8.44060150484438e-06
1849,1.8399952799492373e-08,8.298386676740068e-06,8.298386676740068e-06,8.298386676740068e-06
1850,2.066879949731109e-08,8.522815538266773e-06,8.522815538266773e-06,8.522815538266773e-06
1851,2.3473533212430605e-08,8.672360373956118e-06,8.672360373956118e-06,8.672360373956118e-06
1852,2.4592040404058935e-08,8.997569044108136e-06,8.997569044108136e-06,8.997569044108136e-06
1853,2.4898366289351414e-08,9.514604633815387e-06,9.514604633815387e-06,9.514604633815387e-06
1854,2.545367649986474e-08,9.913262277093185e-06,9.913262277093185e-06,9.913262277093185e-06
1855,2.700690921691213e-08,9.830073395278305e-06,9.830073395278305e-06,9.830073395278305e-06
1856,2.8360077714799966e-08,9.943474391807935e-06,9.943474391807935e-06,9.943474391807935e-06
1857,2.8373060853173878e-08,1.0278192088922619e-05,1.0278192088922619e-05,1.0278192088922619e-05
1858,2.6896665973806322e-08,1.0383554321638907e-05,1.0383554321638907e-05,1.0383554321638907e-05
1859,2.7286662834009283e-08,1.0736395129892376e-05,1.0736395129892376e-05,1.0736395129892376e-05
1860,2.981699179624034e-08,1.0813705297810624e-05,1.0813705297810624e-05,1.0813705297810624e-05
1861,2.9897747515812105e-08,1.0938629332356089e-05,1.0938629332356089e-05,1.0938629332356089e-05
1862,3.02739763416834e-08,1.0990938270489486e-05,1.0990938270489486e-05,1.0990938270489486e-05
1863,2.9544923460126223e-08,1.1209620424779132e-05,1.1209620424779132e-05,1.1209620424779132e-05
1864,2.8791033049710028e-08,1.1107535101473331e-05,1.1107535101473331e-05,1.1107535101473331e-05
1865,2.8753643529658542e-08,1.1217020853239643e-05,1.1217020853239643e-05,1.1217020853239643e-05
1866,3.041749480863538e-08,1.148629507952137e-05,1.148629507952137e-05,1.148629507952137e-05
1867,2.8257774025470487e-08,1.1596911073346356e-05,1.1596911073346356e-05,1.1596911073346356e-05
1868,2.753615874999988e-08,1.1496807409067905e-05,1.1496807409067905e-05,1.1496807409067905e-05
1869,2.9210168759975985e-08,1.189597969641909e-05,1.189597969641909e-05,1.189597969641909e-05
1870,2.9458793246054223e-08,1.2275150766072329e-05,1.2275150766072329e-05,1.2275150766072329e-05
1871,4.157598151469496e-08,1.2780909855791833e-05,1.2780909855791833e-05,1.2780909855791833e-05
1872,4.7715560518619375e-08,1.2972832727038102e-05,1.2972832727038102e-05,1.2972832727038102e-05
1873,5.003682902936037e-08,1.29206238333219e-05,1.29206238333219e-05,1.29206238333219e-05
1874,5.8377801640371474e-08,1.344813621731841e-05,1.344813621731841e-05,1.344813621731841e-05
1875,5.901687925659514e-08,1.3851879365185077e-05,1.3851879365185077e-05,1.3851879365185077e-05
1876,6.240871489434799e-08,1.4352504487240886e-05,1.4352504487240886e-05,1.4352504487240886e-05
1877,6.292826678791893e-08,1.4599695792380121e-05,1.4599695792380121e-05,1.4599695792380121e-05
1878,5.716322754827681e-08,1.4839184456962227e-05,1.4839184456962227e-05,1.4839184456962227e-05
1879,5.380726213794722e-08,1.5538721137480544e-05,1.5538721137480544e-05,1.5538721137480544e-05
1880,5.3180930389576786e-08,1.594342289276288e-05,1.594342289276288e-05,1.594342289276288e-05
1881,5.961808113852385e-08,1.6272117915962425e-05,1.6272117915962425e-05,1.6272117915962425e-05
1882,6.215807601961387e-08,1.647890816717076e-05,1.647890816717076e-05,1.647890816717076e-05
1883,6.226560143675539e-08,1.6282862556441353e-05,1.6282862556441353e-05,1.6282862556441353e-05
1884,6.514319293517343e-08,1.647989574848907e-05,1.647989574848907e-05,1.647989574848907e-05
1885,6.213030597937827e-08,1.654320905280266e-05,1.654320905280266e-05,1.654320905280266e-05
1886,6.489659704860579e-08,1.66901792389191e-05,1.66901792389191e-05,1.66901792389191e-05
1887,6.84821672385689e-08,1.7200313258009764e-05,1.7200313258009764e-05,1.7200313258009764e-05
1888,6.237140226517113e-08,1.7245076508385993e-05,1.7245076508385993e-05,1.7245076508385993e-05
1889,6.67752045403956e-08,1.7762913687745042e-05,1.7762913687745042e-05,1.7762913687745042e-05
1890,6.772890109069912e-08,1.8625412849360146e-05,1.8625412849360146e-05,1.8625412849360146e-05
1891,7.178030512834863e-08,1.9089137692519997e-05,1.9089137692519997e-05,1.9089137692519997e-05
1892,7.533141907093263e-08,1.9879751302401667e-05,1.9879751302401667e-05,1.9879751302401667e-05
1893,7.76513319676399e-08,2.1133800795983655e-05,2.1133800795983655e-05,2.1133800795983655e-05
1894,7.874845055409554e-08,2.2493692865412284e-05,2.2493692865412284e-05,2.2493692865412284e-05
1895,7.751479712071938e-08,2.3657847642815405e-05,2.3657847642815405e-05,2.3657847642815405e-05
1896,8.055529475216514e-08,2.457876299948631e-05,2.457876299948631e-05,2.457876299948631e-05
1897,8.278858233877275e-08,2.5669332899269648e-05,2.5669332899269648e-05,2.5669332899269648e-05
1898,8.315223811093477e-08,2.660727399675774e-05,2.660727399675774e-05,2.660727399675774e-05
1899,9.108622529246141e-08,2.784711302540797e-05,2.784711302540797e-05,2.784711302540797e-05
1900,9.467308562502044e-08,2.886936869929611e-05,2.886936869929611e-05,2.886936869929611e-05
1901,9.642624324409813e-08,2.9149192934190588e-05,2.9149192934190588e-05,2.9149192934190588e-05
1902,1.0845475425672443e-07,3.0352373869391158e-05,3.0352373869391158e-05,3.0352373869391158e-05
1903,1.1248292253185355e-07,3.13592328374008e-05,3.13592328374008e-05,3.13592328374008e-05
1904,1.19247235578054e-07,3.1830745034052855e-05,3.1830745034052855e-05,3.1830745034052855e-05
1905,1.256528940578911e-07,3.301272330905444e-05,3.301272330905444e-05,3.301272330905444e-05
1906,1.2350845679520717e-07,3.3696945528000856e-05,3.3696945528000856e-05,3.3696945528000856e-05
1907,1.2899570224687652e-07,3.379152258276008e-05,3.379152258276008e-05,3.379152258276008e-05
1908,1.4690734267170618e-07,3.415105259461727e-05,3.415105259461727e-05,3.415105259461727e-05
1909,1.525472939079009e-07,3.4375351138545997e-05,3.4375351138545997e-05,3.4375351138545997e-05
1910,1.6446846931980223e-07,3.544150968082249e-05,3.544150968082249e-05,3.544150968082249e-05
1911,1.8462327793551075e-07,3.654517682402262e-05,3.654517682402262e-05,3.654517682402262e-05
1912,1.9777414499750584e-07,3.772608033614233e-05,3.772608033614233e-05,3.772608033614233e-05
1913,2.095204121945114e-07,3.877388787389334e-05,3.877388787389334e-05,3.877388787389334e-05
1914,2.184336328322648e-07,4.00087093502017e-05,4.00087093502017e-05,4.00087093502017e-05
1915,2.19687872718818e-07,4.172125149385205e-05,4.172125149385205e-05,4.172125149385205e-05
1916,2.1675765131996221e-07,4.272011522386622e-05,4.272011522386622e-05,4.272011522386622e-05
1917,2.1609210827071885e-07,4.364198009300578e-05,4.364198009300578e-05,4.364198009300578e-05
1918,2.072222916435099e-07,4.5156427014652376e-05,4.5156427014652376e-05,4.5156427014652376e-05
1919,2.0857723167669713e-07,4.632189198413731e-05,4.632189198413731e-05,4.632189198413731e-05
1920,2.2115081118759656e-07,4.7639689000789076e-05,4.7639689000789076e-05,4.7639689000789076e-05
1921,2.3019234975306192e-07,4.831327844710488e-05,4.831327844710488e-05,4.831327844710488e-05
1922,2.3244944153637854e-07,4.897837217348362e-05,4.897837217348362e-05,4.897837217348362e-05
1923,2.6406929366982824e-07,5.013574835694661e-05,5.013574835694661e-05,5.013574835694661e-05
1924,2.731873901698886e-07,5.1109209120373377e-05,5.1109209120373377e-05,5.1109209120373377e-05
1925,2.892752978108807e-07,5.205569998776939e-05,5.205569998776939e-05,5.205569998776939e-05
1926,2.990731664859985e-07,5.2756115889808696e-05,5.2756115889808696e-05,5.2756115889808696e-05
1927,3.222736982674438e-07,5.3815396053583496e-05,5.3815396053583496e-05,5.3815396053583496e-05
1928,3.290169152998195e-07,5.5556165274798074e-05,5.5556165274798074e-05,5.5556165274798074e-05
1929,3.518250204186708e-07,5.781553772976622e-05,5.781553772976622e-05,5.781553772976622e-05
1930,3.558888010957162e-07,6.021058704521108e-05,6.021058704521108e-05,6.021058704521108e-05
1931,3.942397037397833e-07,6.197792910305517e-05,6.197792910305517e-05,6.197792910305517e-05
1932,4.149346100997978e-07,6.270488613933724e-05,6.270488613933724e-05,6.270488613933724e-05
1933,4.43450346665486e-07,6.337755673614862e-05,6.337755673614862e-05,6.337755673614862e-05
1934,4.4599382168338965e-07,6.43095128387878e-05,6.43095128387878e-05,6.43095128387878e-05
1935,4.939689485386875e-07,6.495520626361082e-05,6.495520626361082e-05,6.495520626361082e-05
1936,5.033538335348047e-07,6.462825902937246e-05,6.462825902937246e-05,6.462825902937246e-05
1937,5.071299865124144e-07,6.565442786917888e-05,6.565442786917888e-05,6.565442786917888e-05
1938,5.338975199720153e-07,6.622486814324345e-05,6.622486814324345e-05,6.622486814324345e-05
1939,5.369679943864217e-07,6.740441936666944e-05,6.740441936666944e-05,6.740441936666944e-05
1940,5.341362745119633e-07,6.848908794511641e-05,6.848908794511641e-05,6.848908794511641e-05
1941,5.381466792186984e-07,6.957103219714813e-05,6.957103219714813e-05,6.957103219714813e-05
1942,5.014357092087656e-07,7.06830812435198e-05,7.06830812435198e-05,7.06830812435198e-05
1943,4.988220000866152e-07,7.199460378615186e-05,7.199460378615186e-05,7.199460378615186e-05
1944,5.006598818064438e-07,7.155194284028507e-05,7.155194284028507e-05,7.155194284028507e-05
1945,4.5980270004162905e-07,7.168022109129067e-05,7.168022109129067e-05,7.168022109129067e-05
1946,4.623805409664783e-07,7.295537527949949e-05,7.295537527949949e-05,7.295537527949949e-05
1947,4.820665619068418e-07,7.440815742094336e-05,7.440815742094336e-05,7.440815742094336e-05
1948,5.032736558925015e-07,7.48133918802653e-05,7.48133918802653e-05,7.48133918802653e-05
1949,5.670528854092741e-07,7.572460058976762e-05,7.572460058976762e-05,7.572460058976762e-05
1950,8.049229458200508e-07,7.698824317360829e-05,7.698824317360829e-05,7.698824317360829e-05
1951,8.580949903651864e-07,7.889826312228771e-05,7.889826312228771e-05,7.889826312228771e-05
1952,9.297895725727098e-07,8.12396829132922e-05,8.12396829132922e-05,8.12396829132922e-05
1953,1.0971895757653068e-06,8.305655189490478e-05,8.305655189490478e-05,8.305655189490478e-05
1954,1.1125439982606622e-06,8.460420836594753e-05,8.460420836594753e-05,8.460420836594753e-05
1955,1.1550282254445068e-06,8.748214895604178e-05,8.748214895604178e-05,8.748214895604178e-05
1956,1.1724092457500644e-06,9.017259123668606e-05,9.017259123668606e-05,9.017259123668606e-05
1957,1.0060549259703424e-06,9.317197691416368e-05,9.317197691416368e-05,9.317197691416368e-05
1958,1.0522162889563852e-06,9.59434941510803e-05,9.59434941510803e-05,9.59434941510803e-05
1959,1.0891734762351137e-06,9.959838124424485e-05,9.959838124424485e-05,9.959838124424485e-05
1960,1.0130121625349732e-06,0.00010210998984153516,0.00010210998984153516,0.00010210998984153516
1961,1.084901157355489e-06,0.00010556637529849208,0.00010556637529849208,0.00010556637529849208
1962,1.1391231363891815e-06,0.00010806957080993535,0.00010806957080993535,0.00010806957080993535
1963,1.1779050298952955e-06,0.00011070368886326573,0.00011070368886326573,0.00011070368886326573
1964,1.2254581633897033e-06,0.00011192852980457246,0.00011192852980457246,0.00011192852980457246
1965,1.2441299272073332e-06,0.0001127904823598718,0.0001127904823598718,0.0001127904823598718
1966,1.2763194945364376e-06,0.00011231409111392818,0.00011231409111392818,0.00011231409111392818
1967,1.3336742767933174e-06,0.00011318244235423793,0.00011318244235423793,0.00011318244235423793
1968,1.3609403920002348e-06,0.00011333615215595014,0.00011333615215595014,0.00011333615215595014
1969,1.3698687553187483e-06,0.00011401914110008095,0.00011401914110008095,0.00011401914110008095
1970,1.3934287445798482e-06,0.00011440672304680837,0.00011440672304680837,0.00011440672304680837
1971,1.4024713956522255e-06,0.0001153002678100685,0.0001153002678100685,0.0001153002678100685
1972,1.4292536596778e-06,0.00011682151671266183,0.00011682151671266183,0.00011682151671266183
1973,1.4200686726845951e-06,0.00011789625984550054,0.00011789625984550054,0.00011789625984550054
1974,1.3957218243376701e-06,0.0001187430981579902,0.0001187430981579902,0.0001187430981579902
1975,1.386709024180683e-06,0.00011857670532273395,0.00011857670532273395,0.00011857670532273395
1976,1.3930094675223309e-06,0.0001188357938579949,0.0001188357938579949,0.0001188357938579949
1977,1.3874230262445053e-06,0.000118671048507427,0.000118671048507427,0.000118671048507427
1978,1.4181721488577231e-06,0.00011950696352869272,0.00011950696352869272,0.00011950696352869272
1979,1.4179422415898962e-06,0.0001185461993113027,0.0001185461993113027,0.0001185461993113027
1980,1.4565027705819894e-06,0.00011884266444082771,0.00011884266444082771,0.00011884266444082771
1981,1.4507834943547744e-06,0.00011874641599466227,0.00011874641599466227,0.00011874641599466227
1982,1.4538823539364136e-06,0.00011921811632678978,0.00011921811632678978,0.00011921811632678978
1983,1.4401747908518052e-06,0.00011867728712136991,0.00011867728712136991,0.00011867728712136991
1984,1.4582622530464765e-06,0.0001183302270614409,0.0001183302270614409,0.0001183302270614409
1985,1.431384151016703e-06,0.00011642357484171433,0.00011642357484171433,0.00011642357484171433
1986,1.3922584360313652e-06,0.00011639357502904854,0.00011639357502904854,0.00011639357502904854
1987,1.3413286491673456e-06,0.0001149421586887911,0.0001149421586887911,0.0001149421586887911
1988,1.3323360527855194e-06,0.00011275880491926468,0.00011275880491926468,0.00011275880491926468
1989,1.3126363163402338e-06,0.00011059180438418739,0.00011059180438418739,0.00011059180438418739
1990,1.2922736557032164e-06,0.00010814217031500968,0.00010814217031500968,0.00010814217031500968
1991,1.2544501584800725e-06,0.00010640921183429393,0.00010640921183429393,0.00010640921183429393
1992,1.2301981574377611e-06,0.00010568396412833993,0.00010568396412833993,0.00010568396412833993
1993,1.220838888522329e-06,0.00010320844947792856,0.00010320844947792856,0.00010320844947792856
1994,1.2146657906799061e-06,0.00010122423451061227,0.00010122423451061227,0.00010122423451061227
1995,1.194134158920081e-06,9.949016072953652e-05,9.949016072953652e-05,9.949016072953652e-05
1996,1.1639182275757776e-06,9.743500621490446e-05,9.743500621490446e-05,9.743500621490446e-05
1997,1.1422884621684456e-06,9.552046062058903e-05,9.552046062058903e-05,9.552046062058903e-05
1998,1.1168564404735143e-06,9.2880662123207e-05,9.2880662123207e-05,9.2880662123207e-05
1999,1.078966493293722e-06,9.039642152077119e-05,9.039642152077119e-05,9.039642152077119e-05
2000,1.0862230591815854e-06,8.957769335081269e-05,8.957769335081269e-05,8.957769335081269e-05
2001,1.0726326909856913e-06,8.786670202555667e-05,8.786670202555667e-05,8.786670202555667e-05
2002,1.0563481721094701e-06,8.625769052222105e-05,8.625769052222105e-05,8.625769052222105e-05
2003,1.0623212135994566e-06,8.587622557700212e-05,8.587622557700212e-05,8.587622557700212e-05
2004,1.079687170399016e-06,8.486339668577005e-05,8.486339668577005e-05,8.486339668577005e-05
2005,1.059920285635079e-06,8.289536760587777e-05,8.289536760587777e-05,8.289536760587777e-05
2006,1.0635311014084436e-06,8.0673885739608e-05,8.0673885739608e-05,8.0673885739608e-05
2007,1.0256054890435604e-06,7.759307585989259e-05,7.759307585989259e-05,7.759307585989259e-05
2008,1.0308962795794026e-06,7.701941753371752e-05,7.701941753371752e-05,7.701941753371752e-05
2009,1.0657168851529214e-06,7.997682197518381e-05,7.997682197518381e-05,7.997682197518381e-05
2010,1.0834247307554636e-06,8.12051844799758e-05,8.12051844799758e-05,8.12051844799758e-05
2011,1.0435762273378453e-06,8.098359207256831e-05,8.098359207256831e-05,8.098359207256831e-05
2012,1.0229943053933051e-06,8.085487310641579e-05,8.085487310641579e-05,8.085487310641579e-05
2013,1.0260266906568307e-06,8.220086809680132e-05,8.220086809680132e-05,8.220086809680132e-05
2014,1.0177667734621667e-06,8.372291215761964e-05,8.372291215761964e-05,8.372291215761964e-05
2015,9.78524367058396e-07,8.646119905668976e-05,8.646119905668976e-05,8.646119905668976e-05
2016,9.129296277673607e-07,8.406591223319992e-05,8.406591223319992e-05,8.406591223319992e-05
2017,8.656538265465011e-07,8.242586166791928e-05,8.242586166791928e-05,8.242586166791928e-05
2018,8.633084803477687e-07,8.345708047272638e-05,8.345708047272638e-05,8.345708047272638e-05
2019,8.889699216751978e-07,8.666769645060413e-05,8.666769645060413e-05,8.666769645060413e-05
