ngram,Queue,Queu,Quee,Que
1873,4.5343777494671096e-08,5.767141446939255e-10,1.9875545273099045e-08,1.1476764305890747e-06
1874,4.693658642703927e-08,4.902892298502032e-10,2.1365676212375158e-08,1.1683689373447642e-06
1875,4.727977349310615e-08,5.304042601953337e-10,2.335811125472479e-08,1.1674406437123253e-06
1876,5.070760928609681e-08,6.812243864245155e-10,2.4201590699744558e-08,1.1845780899680643e-06
1877,5.166099776537132e-08,6.59370018902499e-10,2.264442436735895e-08,1.1295677576786796e-06
1878,4.902058390955842e-08,4.159136527245469e-10,2.324766093916456e-08,1.1376792161042561e-06
1879,4.9881331319414e-08,4.4478957025465403e-10,2.4799078980817868e-08,1.0992948854696545e-06
1880,5.21890548554893e-08,5.434496186396132e-10,2.4769726967934147e-08,1.2189165902652479e-06
1881,5.1539373657760734e-08,6.065808093908792e-10,2.4408213735885705e-08,1.2625527412118181e-06
1882,5.032055787929883e-08,5.664657790457487e-10,2.6688698869950907e-08,1.3498472363997799e-06
1883,4.340100444112847e-08,3.685965084741584e-10,2.5165102255998917e-08,1.4332206806752116e-06
1884,4.0942324070718835e-08,4.162960353421801e-10,2.4146333694423968e-08,1.5600121027351373e-06
1885,4.439514254629882e-08,4.743425909995277e-10,2.5379459930466704e-08,1.5618148674028426e-06
1886,4.310980829456769e-08,4.3210357910819907e-10,2.273571794323256e-08,1.6254612416690049e-06
1887,4.114232053455323e-08,4.992473458452298e-10,2.2988079884100898e-08,1.6230949313467136e-06
1888,4.071125811070228e-08,4.6311899751635567e-10,2.5320728244285614e-08,1.6453608233340283e-06
1889,3.959453362004492e-08,4.6311899751635567e-10,2.4362245173595705e-08,1.6911086666888359e-06
1890,3.899972865286015e-08,4.5629205969177633e-10,2.6776116308318317e-08,1.669770134477793e-06
1891,4.12225458847258e-08,3.2934257107200947e-10,2.8240853465279414e-08,1.596316516432645e-06
1892,4.254633673943837e-08,2.9376759754943093e-10,3.2094082566150716e-08,1.595283509102176e-06
1893,4.256213413457642e-08,3.353640044239421e-10,3.3882470670424225e-08,1.622586020338141e-06
1894,4.10948382624708e-08,2.137437350129596e-10,3.433854546740024e-08,1.6139666903265088e-06
1895,4.0135278719536216e-08,2.2908330787885234e-10,3.018733047659745e-08,1.6192192496029229e-06
1896,4.1826849031930835e-08,2.6784415955002517e-10,2.7753696230092828e-08,1.7436882607008947e-06
1897,5.461995833400124e-08,3.168554902582039e-10,3.103590527432841e-08,1.8089317401453236e-06
1898,5.410777426106961e-08,3.634031111746491e-10,3.2352917297576566e-08,1.950569363933547e-06
1899,5.192097850072384e-08,3.9557324876022497e-10,2.7803027689645077e-08,2.0795596356038004e-06
1900,5.1373150051452806e-08,9.950005660667012e-10,2.656559467644521e-08,2.1396907154017493e-06
1901,5.305937632117873e-08,9.850903941772365e-10,2.7289895295926466e-08,2.2465132230666185e-06
1902,5.191055560008603e-08,9.944028497458186e-10,2.975143306319491e-08,2.4861578172671476e-06
1903,4.877004171938941e-08,1.06721601000892e-09,3.5325622046603455e-08,2.697587433431181e-06
1904,3.873355503003495e-08,1.0721776918679434e-09,3.444251436438403e-08,2.8854271931777475e-06
1905,3.506843678938562e-08,1.0610124683602911e-09,3.8124197640091295e-08,3.0036032967473147e-06
1906,3.1540169333408944e-08,1.0218857347611886e-09,3.940847267561562e-08,3.145210874728426e-06
1907,3.2974877939295766e-08,4.1187409038911937e-10,4.128919707722746e-08,3.379658145214697e-06
1908,3.251436402657808e-08,4.3249853301904496e-10,3.960607359536945e-08,3.808055063408184e-06
1909,3.430421153487779e-08,5.048727428188674e-10,3.75789004993164e-08,4.0907691852355906e-06
1910,3.7762675526258656e-08,8.47837106077165e-10,3.4823918732789546e-08,4.343484566301673e-06
1911,3.6293669530047216e-08,8.105022010683274e-10,3.100202101385159e-08,4.803565811276453e-06
1912,3.838347138542174e-08,8.792417191142274e-10,2.5801189248600816e-08,5.2729831492927455e-06
1913,3.972588911795226e-08,9.209184089912067e-10,2.350586036925506e-08,5.519860808687684e-06
1914,3.8878938417903034e-08,9.06167180974344e-10,2.0103281198454885e-08,5.6556023732160355e-06
1915,4.3732928897303025e-08,8.831468096508794e-10,1.9270598196539723e-08,5.704553067127043e-06
1916,4.5242318589901383e-08,7.741695915283334e-10,1.9362614242116446e-08,5.551650831746104e-06
1917,4.2612236786762226e-08,3.754941536276186e-10,1.7049101305336275e-08,5.5154814617708325e-06
1918,4.2674406230958084e-08,3.6232083404958663e-10,1.66530031669205e-08,5.383389504588974e-06
1919,4.086525353029304e-08,3.0362259730219524e-10,1.5494948181680812e-08,5.2421284116072845e-06
1920,3.773011338280087e-08,2.928342310700874e-10,1.866772806177356e-08,5.317347911061786e-06
1921,3.580332754081285e-08,2.7709637164173376e-10,2.4298092680753924e-08,5.449036962090759e-06
1922,2.9407804953101343e-08,2.6937022255614703e-10,2.4753245802295558e-08,5.668195691604134e-06
1923,2.657562525598678e-08,3.525321384018858e-10,2.5681018200884864e-08,5.84004991261671e-06
1924,2.7371481081672755e-08,2.9666920111002884e-10,2.4492524579906265e-08,5.837770264146716e-06
1925,2.532616859087154e-08,2.9091389812980443e-10,2.398033479725622e-08,5.966212094270824e-06
1926,2.5816921679831595e-08,3.1157702013689155e-10,2.424637570084899e-08,5.792548953260328e-06
1927,2.664812548403006e-08,2.8791208901106964e-10,2.1990331460537097e-08,5.880619937670417e-06
1928,2.6631428237270223e-08,3.0541945361672873e-10,1.6950056723276574e-08,5.9685572913232524e-06
1929,2.5862625564952524e-08,3.065539548398531e-10,1.6737060626326183e-08,6.187194230733439e-06
1930,2.461256671486873e-08,2.0834017645997094e-10,1.493857000005911e-08,6.261917340972494e-06
1931,2.2664546303222518e-08,2.0834017645997094e-10,1.6414125931467945e-08,6.2666367089799934e-06
1932,2.265802707362192e-08,3.74480970042969e-10,1.7244760667064644e-08,6.305471093323181e-06
1933,2.209768266782573e-08,3.059562761872517e-10,1.6878268814325892e-08,6.413548167724262e-06
1934,2.6143825644047477e-08,2.832178975469597e-10,1.630874343508789e-08,6.227823243014947e-06
1935,2.8483271360560788e-08,2.375989246620033e-10,1.938513844684004e-08,5.980526761309843e-06
1936,2.921932207300415e-08,2.1231312739646213e-10,2.006594293898648e-08,5.337576957182526e-06
1937,3.090998898106331e-08,2.1231312739646213e-10,2.066697111859282e-08,5.07316320051489e-06
1938,3.139147608521853e-08,2.340653781907065e-10,1.9162567913407917e-08,4.896214574858147e-06
1939,3.422274121232606e-08,4.491940946189337e-11,1.8331788150963542e-08,4.510206768567773e-06
1940,3.571526262037748e-08,7.333877552869898e-11,1.7884850045390976e-08,4.432637524587335e-06
1941,3.254902430122846e-08,1.0091734590846256e-10,1.811396277417998e-08,4.40118141601228e-06
1942,3.1177992505198356e-08,1.507334376363697e-10,1.531585207865354e-08,4.310147297863816e-06
1943,3.38605151536545e-08,1.7218676286377488e-10,1.5237903764183817e-08,4.468803061692077e-06
1944,3.6148025271489e-08,2.1012940792137462e-10,1.577550420453885e-08,4.406352770404608e-06
1945,3.802888112350697e-08,2.446854167694111e-10,1.685757527220793e-08,4.415325195493226e-06
1946,3.472676216428486e-08,2.7778162508302577e-10,1.7489430982818377e-08,4.318694696589123e-06
1947,3.5812347119547535e-08,2.261951003485712e-10,1.8103136767422257e-08,4.378428554576073e-06
1948,3.482254002611691e-08,1.986165299688076e-10,1.8136950988686555e-08,4.248854728367795e-06
1949,3.465144260417219e-08,4.549113526351535e-10,2.1938426694337717e-08,4.449320093564373e-06
1950,3.2343025781398996e-08,4.672979780906417e-10,2.0861731897525715e-08,4.320916332289926e-06
1951,3.002600276350417e-08,4.4590443143421865e-10,1.9905052970971482e-08,4.642006453130827e-06
1952,2.882962262568916e-08,4.3664801833788655e-10,2.0085530825854547e-08,4.6334531102080035e-06
1953,3.2219705253006784e-08,4.3493028325672766e-10,1.987997208122546e-08,5.020397566113388e-06
1954,3.457683637821317e-08,4.3493028325672766e-10,2.0110680485986776e-08,4.9645444570549965e-06
1955,3.952148525903405e-08,4.784130403342627e-10,2.0320109150873122e-08,5.267205779091455e-06
1956,4.2188161535656425e-08,2.531101608067259e-10,1.6721429954965776e-08,5.077681895012834e-06
1957,4.424788687832201e-08,2.575013862852035e-10,1.745534650154923e-08,5.343688566686719e-06
1958,5.096642422383216e-08,6.099083282069223e-10,1.7322962366149242e-08,5.0432409547543756e-06
1959,5.680467601061017e-08,6.419140516752567e-10,1.6480718250428643e-08,5.035521423581356e-06
1960,6.250154171993927e-08,6.952384660038494e-10,1.7191170645755197e-08,4.647277299747137e-06
1961,6.906376118617377e-08,7.965385850905449e-10,1.7091550777844792e-08,4.628120872699323e-06
1962,7.412073748420361e-08,1.0591085032794568e-09,1.6355917255493424e-08,4.3837970744269635e-06
1963,7.93648499300811e-08,9.98108181422224e-10,1.6118472651831846e-08,4.270019806946428e-06
1964,8.914283000649448e-08,1.121756594359345e-09,1.6162058865834946e-08,3.7726163100160193e-06
1965,9.437495711901128e-08,8.409513740132673e-10,1.6672240730843313e-08,3.6650777539242493e-06
1966,1.0143829903037321e-07,7.970660897178255e-10,1.7361632639481935e-08,3.4554485150043287e-06
1967,1.057159469805161e-07,7.212078811142624e-10,1.8272744079743982e-08,3.368811966148704e-06
1968,1.062907496621587e-07,6.641904704800844e-10,1.7943860492713222e-08,3.1064444101502886e-06
1969,1.2094411415221528e-07,4.658604196849936e-10,1.76213827022106e-08,2.8568727949667457e-06
1970,1.3264492793041427e-07,5.512868138181557e-10,1.684897199538682e-08,2.777833092945262e-06
1971,1.6219823249587405e-07,4.87867131613941e-10,1.559275235913609e-08,2.761147373218721e-06
1972,1.7511129511506495e-07,5.475388753506394e-10,1.5205731784817544e-08,2.7107085186019375e-06
1973,1.9163525369744354e-07,8.01259975036217e-10,1.4109509624152646e-08,2.6677196923888654e-06
1974,1.9801153935564537e-07,8.331528126134405e-10,1.162131305473427e-08,2.6447036621643098e-06
1975,2.108914673369457e-07,8.61855602758104e-10,1.0984155934019263e-08,2.638571459101513e-06
1976,2.1254613662741966e-07,8.425337173965732e-10,1.1408972052809726e-08,2.631917011188177e-06
1977,2.1532797234158352e-07,8.898014150890024e-10,1.1892357321130476e-08,2.6366597986842474e-06
1978,2.0142845309172636e-07,8.647808659643732e-10,1.2952696058578437e-08,2.5469599417452367e-06
1979,2.022220379720758e-07,8.307461147565626e-10,1.3034391344035612e-08,2.5056544278153784e-06
1980,1.9904718076954202e-07,5.96710522263574e-10,1.2870808799699977e-08,2.458215379062624e-06
1981,2.1233167655866835e-07,5.788624024560818e-10,1.325636426027391e-08,2.440855886171838e-06
1982,2.257979149687474e-07,7.875137129710805e-10,1.3495016025290494e-08,2.5155959195087363e-06
1983,2.443211164810626e-07,8.027480505720267e-10,1.3773691774434025e-08,2.471788970329466e-06
1984,2.6445817979947606e-07,7.311027735593509e-10,1.3084030113321075e-08,2.4008727775383576e-06
1985,2.855293733513723e-07,7.734086149291386e-10,1.2606670374282203e-08,2.4277556544153152e-06
1986,4.7406550152118143e-07,6.941635758269829e-10,1.2570911042278761e-08,2.395571138030001e-06
1987,5.13360203870304e-07,7.529927316594711e-10,1.2746258524844376e-08,2.301106633240124e-06
1988,5.562812646076054e-07,7.716917937994339e-10,1.27998043909981e-08,2.2117638828993743e-06
1989,5.885239805333445e-07,6.896153370572478e-10,1.3449789345746207e-08,1.979594929122998e-06
1990,6.066736943921569e-07,6.858421965270724e-10,1.412438445567789e-08,1.8567306077394669e-06
1991,6.464433600480593e-07,6.181242055901061e-10,1.4933020661292825e-08,1.7223622015600476e-06
1992,6.734102514980935e-07,5.723648172481102e-10,1.678685825266614e-08,1.5666409711099862e-06
1993,5.244736972339783e-07,6.022356373512418e-10,2.0825471506010932e-08,1.4648319555427797e-06
1994,5.337854612922197e-07,5.795925039512159e-10,2.3310630758999196e-08,1.4445943341862794e-06
1995,5.7472155796339e-07,6.465852763918153e-10,2.3595967592525213e-08,1.3416265574051067e-06
1996,6.010947036624462e-07,5.35253475470692e-10,2.3418161378328606e-08,1.2953497779173112e-06
1997,6.248292265809141e-07,5.044218287112276e-10,2.3191272902067794e-08,1.2765473067182548e-06
1998,6.299144225912252e-07,5.548389525600328e-10,2.268472597068337e-08,1.2087244515766673e-06
1999,6.770988859118785e-07,6.258574928149788e-10,2.1097633608389643e-08,1.177028447533043e-06
2000,7.118847114335429e-07,5.9779090407933e-10,1.7275962755596604e-08,1.1408999236144673e-06
2001,7.206125068088503e-07,5.929494990246959e-10,1.4824686494258848e-08,1.0516775432733994e-06
2002,7.000985533522908e-07,5.380538078573035e-10,1.499958709619672e-08,1.034182080924698e-06
2003,6.816395057285263e-07,5.32355453370619e-10,1.6330650355809795e-08,9.987338021996299e-07
2004,6.670192159877583e-07,5.087440786104886e-10,1.700268446670959e-08,9.390563734866321e-07
2005,6.485543784557584e-07,5.197173168016076e-10,1.745402425764756e-08,9.26565340770529e-07
2006,6.026933192515571e-07,4.353252599667964e-10,1.691215002961956e-08,9.079468311158832e-07
2007,5.898369132799936e-07,4.902199915842889e-10,1.593701881574816e-08,8.790999329124003e-07
2008,5.795191343947539e-07,4.4105513685721576e-10,1.5992533519693097e-08,9.128075687060897e-07
2009,5.497320054408712e-07,4.33005068308948e-10,1.7545497499327212e-08,8.811242569858482e-07
2010,5.29567626829573e-07,3.79132144329957e-10,2.1843470524426526e-08,8.795105291678087e-07
2011,5.080956709337312e-07,3.569252155737652e-10,2.1172854200049836e-08,8.828610020827909e-07
2012,4.808014547766756e-07,2.930760316972274e-10,2.042643616156121e-08,8.786594370186711e-07
2013,4.472207949999886e-07,2.8997396547428677e-10,2.0886200451692664e-08,8.701244870020933e-07
2014,4.0286103545180853e-07,2.662769766586288e-10,2.1857494100377802e-08,1.001141973639668e-06
2015,3.737784075903099e-07,2.3467009238609116e-10,2.127333572790998e-08,1.1097044258739125e-06
2016,3.53491040121818e-07,2.2658553555257984e-10,1.9490629808517823e-08,1.2031003312326253e-06
2017,3.4031406907312583e-07,2.3091630633094903e-10,1.3554412111223732e-08,1.2617157949534885e-06
2018,3.3259439078392463e-07,2.4460278733040577e-10,1.2703647556122632e-08,1.3346962305149645e-06
2019,3.3587340197982485e-07,2.870639828275734e-10,1.3281718835855827e-08,1.453095265446791e-06
