ngram,Chubb,Chub,Chub,Chub
1863,3.907650604365439e-07,1.193646715437678e-07,1.193646715437678e-07,1.193646715437678e-07
1864,4.116107033626447e-07,1.119238456835449e-07,1.119238456835449e-07,1.119238456835449e-07
1865,3.8848699140154555e-07,1.104016134385282e-07,1.104016134385282e-07,1.104016134385282e-07
1866,3.8895739911432816e-07,1.1377938489788773e-07,1.1377938489788773e-07,1.1377938489788773e-07
1867,3.98226871668937e-07,1.169974167071684e-07,1.169974167071684e-07,1.169974167071684e-07
1868,4.123455547804562e-07,9.645945553415913e-08,9.645945553415913e-08,9.645945553415913e-08
1869,4.0455937875906655e-07,9.274861665988152e-08,9.274861665988152e-08,9.274861665988152e-08
1870,3.795448638551794e-07,9.952170186368545e-08,9.952170186368545e-08,9.952170186368545e-08
1871,3.7942492830162724e-07,9.001334179613098e-08,9.001334179613098e-08,9.001334179613098e-08
1872,4.416284298258688e-07,1.0389785133822573e-07,1.0389785133822573e-07,1.0389785133822573e-07
1873,4.35036976601363e-07,1.1007742222497135e-07,1.1007742222497135e-07,1.1007742222497135e-07
1874,4.216936702050589e-07,1.0937281150599379e-07,1.0937281150599379e-07,1.0937281150599379e-07
1875,4.4026537742476126e-07,1.2432256722507062e-07,1.2432256722507062e-07,1.2432256722507062e-07
1876,4.6936647127690125e-07,1.4378552545427477e-07,1.4378552545427477e-07,1.4378552545427477e-07
1877,4.5602366429063424e-07,1.4532613233443824e-07,1.4532613233443824e-07,1.4532613233443824e-07
1878,4.571309416080892e-07,1.4745869845812975e-07,1.4745869845812975e-07,1.4745869845812975e-07
1879,4.17982428351544e-07,1.6440729666555853e-07,1.6440729666555853e-07,1.6440729666555853e-07
1880,4.0711300032723686e-07,1.7007065013428602e-07,1.7007065013428602e-07,1.7007065013428602e-07
1881,4.388786131975004e-07,1.7450283909933466e-07,1.7450283909933466e-07,1.7450283909933466e-07
1882,4.07550077495346e-07,1.6507454400230666e-07,1.6507454400230666e-07,1.6507454400230666e-07
1883,4.6977808259336076e-07,1.4786261967206622e-07,1.4786261967206622e-07,1.4786261967206622e-07
1884,4.965186885133985e-07,1.3450973109943982e-07,1.3450973109943982e-07,1.3450973109943982e-07
1885,5.105995545103983e-07,1.412625638051525e-07,1.412625638051525e-07,1.412625638051525e-07
1886,5.033723888508186e-07,1.2503005259694483e-07,1.2503005259694483e-07,1.2503005259694483e-07
1887,5.130755969925563e-07,1.1981866622688487e-07,1.1981866622688487e-07,1.1981866622688487e-07
1888,5.038065791852984e-07,1.0970438069080046e-07,1.0970438069080046e-07,1.0970438069080046e-07
1889,5.089009675884881e-07,1.1351503457847554e-07,1.1351503457847554e-07,1.1351503457847554e-07
1890,4.3198635678111585e-07,1.1011723139680335e-07,1.1011723139680335e-07,1.1011723139680335e-07
1891,4.346297625293768e-07,1.1600931567759939e-07,1.1600931567759939e-07,1.1600931567759939e-07
1892,4.1776356088770885e-07,1.182835112396268e-07,1.182835112396268e-07,1.182835112396268e-07
1893,4.2426058907299845e-07,1.1803605153610469e-07,1.1803605153610469e-07,1.1803605153610469e-07
1894,4.125843377421136e-07,1.1375470774867478e-07,1.1375470774867478e-07,1.1375470774867478e-07
1895,3.813573203258004e-07,1.1197339132097892e-07,1.1197339132097892e-07,1.1197339132097892e-07
1896,3.7521886854717324e-07,1.2428518760186436e-07,1.2428518760186436e-07,1.2428518760186436e-07
1897,3.743776306107195e-07,1.2699162153597043e-07,1.2699162153597043e-07,1.2699162153597043e-07
1898,3.4942190398266705e-07,1.3384633896456372e-07,1.3384633896456372e-07,1.3384633896456372e-07
1899,3.374431238561166e-07,1.2727668113094686e-07,1.2727668113094686e-07,1.2727668113094686e-07
1900,3.3378612280492756e-07,1.1826034450125786e-07,1.1826034450125786e-07,1.1826034450125786e-07
1901,3.4440137142155436e-07,1.1515061158563964e-07,1.1515061158563964e-07,1.1515061158563964e-07
1902,3.514857058105138e-07,1.2451598507823292e-07,1.2451598507823292e-07,1.2451598507823292e-07
1903,3.625448893477109e-07,1.3130606341909307e-07,1.3130606341909307e-07,1.3130606341909307e-07
1904,3.8525893890956855e-07,1.6724131159305345e-07,1.6724131159305345e-07,1.6724131159305345e-07
1905,4.0274359288819793e-07,2.193796098432748e-07,2.193796098432748e-07,2.193796098432748e-07
1906,4.2166222767394045e-07,2.791474744055579e-07,2.791474744055579e-07,2.791474744055579e-07
1907,4.3549571517230235e-07,2.7778785392586413e-07,2.7778785392586413e-07,2.7778785392586413e-07
1908,4.346270381055157e-07,2.7981978689695097e-07,2.7981978689695097e-07,2.7981978689695097e-07
1909,4.484060208856785e-07,2.7150479451977715e-07,2.7150479451977715e-07,2.7150479451977715e-07
1910,4.666477886010918e-07,2.591242715003058e-07,2.591242715003058e-07,2.591242715003058e-07
1911,4.597453206705333e-07,2.206199088813524e-07,2.206199088813524e-07,2.206199088813524e-07
1912,4.777356740045693e-07,1.5609938839946024e-07,1.5609938839946024e-07,1.5609938839946024e-07
1913,5.000900387130969e-07,8.68881611739068e-08,8.68881611739068e-08,8.68881611739068e-08
1914,5.143380852652106e-07,8.310356390341309e-08,8.310356390341309e-08,8.310356390341309e-08
1915,5.432836920655453e-07,7.779114444669436e-08,7.779114444669436e-08,7.779114444669436e-08
1916,5.657370617687516e-07,7.725943212173142e-08,7.725943212173142e-08,7.725943212173142e-08
1917,5.709785528194646e-07,7.103943541356525e-08,7.103943541356525e-08,7.103943541356525e-08
1918,5.865587857962444e-07,6.787915753290821e-08,6.787915753290821e-08,6.787915753290821e-08
1919,5.729503738751061e-07,6.636767782960565e-08,6.636767782960565e-08,6.636767782960565e-08
1920,5.56757750505962e-07,6.664051710458807e-08,6.664051710458807e-08,6.664051710458807e-08
1921,5.29906722184543e-07,6.61612661799284e-08,6.61612661799284e-08,6.61612661799284e-08
1922,5.034660262026591e-07,8.480992416285257e-08,8.480992416285257e-08,8.480992416285257e-08
1923,4.917580278223406e-07,8.882995367847408e-08,8.882995367847408e-08,8.882995367847408e-08
1924,4.727861266928812e-07,8.579619503734648e-08,8.579619503734648e-08,8.579619503734648e-08
1925,4.538644061215434e-07,8.982941121108265e-08,8.982941121108265e-08,8.982941121108265e-08
1926,4.436603059535368e-07,9.590659999503259e-08,9.590659999503259e-08,9.590659999503259e-08
1927,4.4648908215094707e-07,9.847626358805428e-08,9.847626358805428e-08,9.847626358805428e-08
1928,4.635301463297635e-07,1.0372206864823446e-07,1.0372206864823446e-07,1.0372206864823446e-07
1929,4.7185311099643255e-07,1.0063999614625832e-07,1.0063999614625832e-07,1.0063999614625832e-07
1930,4.595443670041277e-07,1.0279572494807456e-07,1.0279572494807456e-07,1.0279572494807456e-07
1931,4.5868831729681657e-07,9.964722279067115e-08,9.964722279067115e-08,9.964722279067115e-08
1932,4.59593767995362e-07,9.690022397178057e-08,9.690022397178057e-08,9.690022397178057e-08
1933,4.57691523284406e-07,1.0090347757341078e-07,1.0090347757341078e-07,1.0090347757341078e-07
1934,4.413701617522747e-07,1.0303854785271532e-07,1.0303854785271532e-07,1.0303854785271532e-07
1935,4.2535524715146623e-07,1.0545356892472618e-07,1.0545356892472618e-07,1.0545356892472618e-07
1936,4.187663762422744e-07,9.590674007345764e-08,9.590674007345764e-08,9.590674007345764e-08
1937,4.0733694715657164e-07,9.759304678677186e-08,9.759304678677186e-08,9.759304678677186e-08
1938,4.032655494613989e-07,1.0057857987736238e-07,1.0057857987736238e-07,1.0057857987736238e-07
1939,3.960839559827686e-07,1.0727036275121854e-07,1.0727036275121854e-07,1.0727036275121854e-07
1940,3.8791262519615497e-07,9.647770937704081e-08,9.647770937704081e-08,9.647770937704081e-08
1941,3.874840501794097e-07,9.791361677002897e-08,9.791361677002897e-08,9.791361677002897e-08
1942,3.805723248920653e-07,9.101181776470315e-08,9.101181776470315e-08,9.101181776470315e-08
1943,3.755012057484107e-07,9.488673313740037e-08,9.488673313740037e-08,9.488673313740037e-08
1944,3.801418171990788e-07,8.61253331509358e-08,8.61253331509358e-08,8.61253331509358e-08
1945,3.7527984935487826e-07,8.556335779579577e-08,8.556335779579577e-08,8.556335779579577e-08
1946,3.802615862826185e-07,7.930751116142736e-08,7.930751116142736e-08,7.930751116142736e-08
1947,3.936571561423209e-07,8.008679738428068e-08,8.008679738428068e-08,8.008679738428068e-08
1948,3.9096217311193217e-07,7.858186990006288e-08,7.858186990006288e-08,7.858186990006288e-08
1949,3.935279794729597e-07,7.934559066922833e-08,7.934559066922833e-08,7.934559066922833e-08
1950,3.870820494609818e-07,7.456777950665128e-08,7.456777950665128e-08,7.456777950665128e-08
1951,3.813234457084036e-07,7.558717080818106e-08,7.558717080818106e-08,7.558717080818106e-08
1952,3.7760656417568886e-07,7.448639597181942e-08,7.448639597181942e-08,7.448639597181942e-08
1953,3.709664164424404e-07,7.192981651574623e-08,7.192981651574623e-08,7.192981651574623e-08
1954,3.7126691511600386e-07,7.333030436841779e-08,7.333030436841779e-08,7.333030436841779e-08
1955,3.8343057034191066e-07,7.225118890476421e-08,7.225118890476421e-08,7.225118890476421e-08
1956,3.9018356038208625e-07,7.382891250732168e-08,7.382891250732168e-08,7.382891250732168e-08
1957,4.0570209388793697e-07,7.198018689028426e-08,7.198018689028426e-08,7.198018689028426e-08
1958,4.061315865198724e-07,6.964317579770198e-08,6.964317579770198e-08,6.964317579770198e-08
1959,4.0163447221987424e-07,6.723031985091308e-08,6.723031985091308e-08,6.723031985091308e-08
1960,3.9805276839745473e-07,6.974477122818306e-08,6.974477122818306e-08,6.974477122818306e-08
1961,3.8735262413475926e-07,7.307576816677803e-08,7.307576816677803e-08,7.307576816677803e-08
1962,3.666754244997199e-07,7.355255147802251e-08,7.355255147802251e-08,7.355255147802251e-08
1963,3.594885608241124e-07,7.313483659946282e-08,7.313483659946282e-08,7.313483659946282e-08
1964,3.6505010468447706e-07,7.249155485413081e-08,7.249155485413081e-08,7.249155485413081e-08
1965,3.7215850008059146e-07,7.47948669348781e-08,7.47948669348781e-08,7.47948669348781e-08
1966,3.8228801356256425e-07,7.516846218485235e-08,7.516846218485235e-08,7.516846218485235e-08
1967,3.7993931251938715e-07,7.399972799605945e-08,7.399972799605945e-08,7.399972799605945e-08
1968,3.7603028805019025e-07,6.906617804653642e-08,6.906617804653642e-08,6.906617804653642e-08
1969,3.7471448471088866e-07,6.768212403228193e-08,6.768212403228193e-08,6.768212403228193e-08
1970,3.670248085135037e-07,6.879312154848907e-08,6.879312154848907e-08,6.879312154848907e-08
1971,3.484153856853871e-07,7.00738342272546e-08,7.00738342272546e-08,7.00738342272546e-08
1972,3.387572218928524e-07,6.958879339435953e-08,6.958879339435953e-08,6.958879339435953e-08
1973,3.265557779741357e-07,7.302213386343023e-08,7.302213386343023e-08,7.302213386343023e-08
1974,3.2400895731500766e-07,7.556129588692784e-08,7.556129588692784e-08,7.556129588692784e-08
1975,3.203791030565688e-07,7.971196883512935e-08,7.971196883512935e-08,7.971196883512935e-08
1976,3.260612767722445e-07,8.380685098278004e-08,8.380685098278004e-08,8.380685098278004e-08
1977,3.292375367891509e-07,8.389243585530234e-08,8.389243585530234e-08,8.389243585530234e-08
1978,3.270944952354122e-07,8.642231210030462e-08,8.642231210030462e-08,8.642231210030462e-08
1979,3.362171493595919e-07,8.836217294369167e-08,8.836217294369167e-08,8.836217294369167e-08
1980,3.471966709054998e-07,8.678806498859818e-08,8.678806498859818e-08,8.678806498859818e-08
1981,3.640908354490031e-07,8.461291197850837e-08,8.461291197850837e-08,8.461291197850837e-08
1982,3.7088234096570106e-07,8.513344848129886e-08,8.513344848129886e-08,8.513344848129886e-08
1983,3.83237741224158e-07,8.407078411210023e-08,8.407078411210023e-08,8.407078411210023e-08
1984,3.909924747144292e-07,9.450944763297489e-08,9.450944763297489e-08,9.450944763297489e-08
1985,4.095482779575832e-07,9.296002494758276e-08,9.296002494758276e-08,9.296002494758276e-08
1986,4.210181754972707e-07,9.342900954477176e-08,9.342900954477176e-08,9.342900954477176e-08
1987,4.3235701241428615e-07,9.63876577283632e-08,9.63876577283632e-08,9.63876577283632e-08
1988,4.4909128860126657e-07,9.861039274028371e-08,9.861039274028371e-08,9.861039274028371e-08
1989,4.6910168245111503e-07,9.867672596491112e-08,9.867672596491112e-08,9.867672596491112e-08
1990,4.937218501968996e-07,9.521472829224617e-08,9.521472829224617e-08,9.521472829224617e-08
1991,5.202318139449094e-07,8.601871976614867e-08,8.601871976614867e-08,8.601871976614867e-08
1992,5.321698941835556e-07,8.626282367783591e-08,8.626282367783591e-08,8.626282367783591e-08
1993,5.446766887676599e-07,8.58096851987154e-08,8.58096851987154e-08,8.58096851987154e-08
1994,5.491710745835527e-07,9.111642031354807e-08,9.111642031354807e-08,9.111642031354807e-08
1995,5.305060791930114e-07,9.535594967603953e-08,9.535594967603953e-08,9.535594967603953e-08
1996,5.306630725954165e-07,9.476909212935425e-08,9.476909212935425e-08,9.476909212935425e-08
1997,5.061763813176055e-07,1.0322743751852873e-07,1.0322743751852873e-07,1.0322743751852873e-07
1998,4.825802518228426e-07,1.0614932932639931e-07,1.0614932932639931e-07,1.0614932932639931e-07
1999,4.5908231933416186e-07,1.1068720137278173e-07,1.1068720137278173e-07,1.1068720137278173e-07
2000,4.39470324766132e-07,1.1184785872079114e-07,1.1184785872079114e-07,1.1184785872079114e-07
2001,4.2260742004275797e-07,1.0623779798736774e-07,1.0623779798736774e-07,1.0623779798736774e-07
2002,4.139785606379779e-07,1.031261232599588e-07,1.031261232599588e-07,1.031261232599588e-07
2003,3.918309557450682e-07,1.0395273213654426e-07,1.0395273213654426e-07,1.0395273213654426e-07
2004,3.768823018747623e-07,9.97209223133463e-08,9.97209223133463e-08,9.97209223133463e-08
2005,3.59230702835183e-07,9.79879836953452e-08,9.79879836953452e-08,9.79879836953452e-08
2006,3.5012617364113143e-07,9.371967024662808e-08,9.371967024662808e-08,9.371967024662808e-08
2007,3.367583758517867e-07,1.0217773547895246e-07,1.0217773547895246e-07,1.0217773547895246e-07
2008,3.1764558830868085e-07,1.0036633162664138e-07,1.0036633162664138e-07,1.0036633162664138e-07
2009,3.004208102603505e-07,1.0077324219537331e-07,1.0077324219537331e-07,1.0077324219537331e-07
2010,2.825441295531813e-07,1.0158829663201427e-07,1.0158829663201427e-07,1.0158829663201427e-07
2011,2.6735839193341757e-07,1.0018689420933566e-07,1.0018689420933566e-07,1.0018689420933566e-07
2012,2.568825477413027e-07,9.541321637535865e-08,9.541321637535865e-08,9.541321637535865e-08
2013,2.406441613597313e-07,9.386089975090986e-08,9.386089975090986e-08,9.386089975090986e-08
2014,2.2604963183831777e-07,8.574870743619353e-08,8.574870743619353e-08,8.574870743619353e-08
2015,2.3171300256308314e-07,8.222750531266293e-08,8.222750531266293e-08,8.222750531266293e-08
2016,2.2811945703844166e-07,8.46379981973249e-08,8.46379981973249e-08,8.46379981973249e-08
2017,2.2767175522631078e-07,8.198460340243703e-08,8.198460340243703e-08,8.198460340243703e-08
2018,2.3196769234345992e-07,8.176916992397309e-08,8.176916992397309e-08,8.176916992397309e-08
2019,2.3235857327108533e-07,8.554977171115752e-08,8.554977171115752e-08,8.554977171115752e-08
