ngram,SAP,SAP,SP,SP
1991,1.3618092030550803e-06,1.3618092030550803e-06,9.349989730773295e-06,9.349989730773295e-06
1992,1.4043734251702387e-06,1.4043734251702387e-06,9.300010268426767e-06,9.300010268426767e-06
1993,1.471333965647708e-06,1.471333965647708e-06,9.375681137108976e-06,9.375681137108976e-06
1994,1.5389476370078877e-06,1.5389476370078877e-06,9.271927930447938e-06,9.271927930447938e-06
1995,1.7399245604922596e-06,1.7399245604922596e-06,8.923468093209002e-06,8.923468093209002e-06
1996,1.8562726121932168e-06,1.8562726121932168e-06,8.45414173714484e-06,8.45414173714484e-06
1997,1.951804067955111e-06,1.951804067955111e-06,8.465578892875264e-06,8.465578892875264e-06
1998,2.0445452751768504e-06,2.0445452751768504e-06,7.755985864475536e-06,7.755985864475536e-06
1999,2.2078217430784467e-06,2.2078217430784467e-06,7.412584376912232e-06,7.412584376912232e-06
2000,2.289340760138917e-06,2.289340760138917e-06,7.0312944444594905e-06,7.0312944444594905e-06
2001,2.3997516953906076e-06,2.3997516953906076e-06,6.768768863756642e-06,6.768768863756642e-06
2002,2.3528657818263e-06,2.3528657818263e-06,6.706860209046031e-06,6.706860209046031e-06
2003,2.432331582115564e-06,2.432331582115564e-06,6.586957884532499e-06,6.586957884532499e-06
2004,2.40599047174328e-06,2.40599047174328e-06,6.1557600149951345e-06,6.1557600149951345e-06
2005,2.456767885762799e-06,2.456767885762799e-06,5.951331396707766e-06,5.951331396707766e-06
2006,2.4295560966233358e-06,2.4295560966233358e-06,5.5509147906767405e-06,5.5509147906767405e-06
2007,2.4393165663890874e-06,2.4393165663890874e-06,5.257948097486016e-06,5.257948097486016e-06
2008,2.380905341072191e-06,2.380905341072191e-06,5.137951250487406e-06,5.137951250487406e-06
2009,2.2788166558841894e-06,2.2788166558841894e-06,4.981911128457536e-06,4.981911128457536e-06
2010,2.0938665394559005e-06,2.0938665394559005e-06,4.8608844736008905e-06,4.8608844736008905e-06
2011,2.0680647919237216e-06,2.0680647919237216e-06,4.579947829240284e-06,4.579947829240284e-06
2012,2.039082151635999e-06,2.039082151635999e-06,4.564941556444475e-06,4.564941556444475e-06
2013,1.9372038520616897e-06,1.9372038520616897e-06,4.574799634480899e-06,4.574799634480899e-06
2014,1.8275542613212435e-06,1.8275542613212435e-06,4.528178611248482e-06,4.528178611248482e-06
2015,1.720297648587023e-06,1.720297648587023e-06,4.440779873350818e-06,4.440779873350818e-06
2016,1.6610390015817496e-06,1.6610390015817496e-06,4.199030139976198e-06,4.199030139976198e-06
2017,1.666246096950393e-06,1.666246096950393e-06,4.132252987195291e-06,4.132252987195291e-06
2018,1.6111002878460567e-06,1.6111002878460567e-06,4.214735326968366e-06,4.214735326968366e-06
2019,1.4566292065865127e-06,1.4566292065865127e-06,4.160290586696647e-06,4.160290586696647e-06
