ngram,VINCI,VICI,VICI
2010,2.7731370977335246e-08,6.3671456044086685e-09,6.3671456044086685e-09
2011,2.2165243355029166e-08,5.47485891542822e-09,5.47485891542822e-09
2012,2.0035313598652593e-08,4.836256538100412e-09,4.836256538100412e-09
2013,1.910877449924036e-08,4.7175044188512464e-09,4.7175044188512464e-09
2014,1.813726261242924e-08,4.2607703397225444e-09,4.2607703397225444e-09
2015,1.744342765468738e-08,4.3068947773252015e-09,4.3068947773252015e-09
2016,1.7134443070736845e-08,4.486884958814536e-09,4.486884958814536e-09
2017,1.6613401469337912e-08,4.551700794053204e-09,4.551700794053204e-09
2018,1.701787102348362e-08,4.5846278773353785e-09,4.5846278773353785e-09
2019,1.6104691580309805e-08,4.796309793775322e-09,4.796309793775322e-09
