ngram,Oracle,Orcle,Orale,Orcle
1923,2.716009593736349e-07,4.848427611773129e-10,1.6424745294000127e-09,4.848427611773129e-10
1924,3.0138805381544185e-07,4.778228844339236e-10,1.6179789809532353e-09,4.778228844339236e-10
1925,3.1467718843357163e-07,4.720675814536993e-10,2.2534829161432614e-09,4.720675814536993e-10
1926,3.3577157004011884e-07,5.069364471849929e-10,2.080754108695666e-09,5.069364471849929e-10
1927,3.440831335410621e-07,5.060098946994631e-10,1.93876451401057e-09,5.060098946994631e-10
1928,3.583525857006212e-07,5.007077728626439e-10,2.038506569895e-09,5.007077728626439e-10
1929,3.5776417511052774e-07,5.546828750281816e-10,1.6347415643380714e-09,5.546828750281816e-10
1930,3.603643311375241e-07,3.582553182684174e-10,1.81682354874876e-09,3.582553182684174e-10
1931,3.381228127961679e-07,3.0941225771994954e-10,2.032122065858439e-09,3.0941225771994954e-10
1932,3.3432831157499875e-07,3.100503286652361e-10,1.4614591838300684e-09,3.100503286652361e-10
1933,3.1541111411570455e-07,2.878599521448168e-10,1.5085260897583298e-09,2.878599521448168e-10
1934,3.1875004781665795e-07,2.6485106964711594e-10,1.5069030705789593e-09,2.6485106964711594e-10
1935,3.1403679859717417e-07,2.642639163052962e-10,1.3214914242252819e-09,2.642639163052962e-10
1936,3.1257708802253805e-07,2.0064722502536166e-10,1.2325889356798063e-09,2.0064722502536166e-10
1937,3.16011863787935e-07,2.4553205897020243e-10,1.125499423818407e-09,2.4553205897020243e-10
1938,3.307479801151203e-07,2.4553205897020243e-10,1.0762110726401731e-09,2.4553205897020243e-10
1939,3.24004612853709e-07,2.4678283821228623e-10,9.853904279845592e-10,2.4678283821228623e-10
1940,3.154204059845662e-07,1.7728136220933928e-10,1.4370064344808903e-09,1.7728136220933928e-10
1941,2.9072760859045435e-07,1.823920578062196e-10,1.5504063271316276e-09,1.823920578062196e-10
1942,2.772130126719016e-07,1.6016972470556112e-10,1.5389268431016084e-09,1.6016972470556112e-10
1943,2.801223319335934e-07,1.1881075488519499e-10,1.6906477963628065e-09,1.1881075488519499e-10
1944,2.692533789578582e-07,1.1186856599795395e-10,1.595551785931499e-09,1.1186856599795395e-10
1945,2.4938934879108796e-07,1.4940740708116858e-10,1.5815100657639342e-09,1.4940740708116858e-10
1946,2.4694495997274704e-07,1.4106148590479047e-10,1.8377900709179836e-09,1.4106148590479047e-10
1947,2.552864454433542e-07,1.4106148590479047e-10,1.3862371012989578e-09,1.4106148590479047e-10
1948,2.634088827692592e-07,1.6478291548731912e-10,1.462929975572434e-09,1.6478291548731912e-10
1949,2.6177521509193215e-07,1.9879524019003218e-10,1.7544395143025732e-09,1.9879524019003218e-10
1950,2.563491940626201e-07,1.77341914962627e-10,1.8613858073937957e-09,1.77341914962627e-10
1951,2.5361493222979856e-07,2.0559566350973413e-10,1.9578517061548594e-09,2.0559566350973413e-10
1952,2.6476448462225175e-07,2.464765693131556e-10,2.077665547542803e-09,2.464765693131556e-10
1953,2.769200477814593e-07,3.554423580861713e-10,2.0447989492110098e-09,3.554423580861713e-10
1954,2.874847341770094e-07,4.715700052670968e-10,2.1756713732200085e-09,4.715700052670968e-10
1955,2.9603772385858716e-07,5.217297665322767e-10,2.111667904028788e-09,5.217297665322767e-10
1956,3.078813343953308e-07,5.415894637523471e-10,1.9764182830022445e-09,5.415894637523471e-10
1957,3.151218135956567e-07,6.56282996201542e-10,2.597974422892589e-09,6.56282996201542e-10
1958,3.225522350801059e-07,7.567119193157318e-10,2.552068683365454e-09,7.567119193157318e-10
1959,3.230151151001337e-07,7.347618664293216e-10,3.1783005433843367e-09,7.347618664293216e-10
1960,3.16809234846005e-07,7.257144448872107e-10,3.4095980959238302e-09,7.257144448872107e-10
1961,3.1804021156338944e-07,7.5590919634827e-10,3.568027318046063e-09,7.5590919634827e-10
1962,3.159683379700644e-07,7.666687483278065e-10,3.725402764054309e-09,7.666687483278065e-10
1963,3.13074346130244e-07,7.425082969105188e-10,4.251915343621095e-09,7.425082969105188e-10
1964,3.311538746077401e-07,6.817746248507664e-10,3.911431448574579e-09,6.817746248507664e-10
1965,3.3937082223798954e-07,6.033001281086874e-10,4.66112951410683e-09,6.033001281086874e-10
1966,3.4010005021757805e-07,7.666572257988438e-10,4.366917303956695e-09,7.666572257988438e-10
1967,3.512208926232623e-07,8.270843335608394e-10,4.571632596293642e-09,8.270843335608394e-10
1968,3.390581671932783e-07,1.1501586468945897e-09,5.016660071482144e-09,1.1501586468945897e-09
1969,3.3888444152450704e-07,1.5406449251274624e-09,5.962874765381392e-09,1.5406449251274624e-09
1970,3.332904887949033e-07,1.896791747478334e-09,6.794059727509096e-09,1.896791747478334e-09
1971,3.098878258762332e-07,2.3261805180498284e-09,7.0597452962926715e-09,2.3261805180498284e-09
1972,2.9444390747812577e-07,2.7684518487193698e-09,7.290297001004222e-09,2.7684518487193698e-09
1973,2.9427023053228497e-07,2.8457725382529428e-09,8.23928760139227e-09,2.8457725382529428e-09
1974,2.8100736975440146e-07,2.978484062562562e-09,8.816927315231332e-09,2.978484062562562e-09
1975,2.852586890510013e-07,2.8983433431051253e-09,1.069149143820677e-08,2.8983433431051253e-09
1976,2.8298846846804994e-07,2.7412042794391513e-09,1.1247711777835029e-08,2.7412042794391513e-09
1977,2.924292467858842e-07,2.7325872041318787e-09,1.1432038109810655e-08,2.7325872041318787e-09
1978,3.046993656750731e-07,2.6082754369026263e-09,1.2481383926399303e-08,2.6082754369026263e-09
1979,3.21285463249816e-07,2.3054289112676786e-09,1.3468899646389737e-08,2.3054289112676786e-09
1980,3.353070050187463e-07,3.3953999136114378e-09,1.3433718518537522e-08,3.3953999136114378e-09
1981,3.5895275069768626e-07,3.4901741338292223e-09,1.4212535275654708e-08,3.4901741338292223e-09
1982,3.7746802052294826e-07,3.93841710038296e-09,1.317015258755256e-08,3.93841710038296e-09
1983,4.2627902985259425e-07,3.9777808824581484e-09,1.3381367125475663e-08,3.9777808824581484e-09
1984,4.657664070301897e-07,3.8872126945881695e-09,1.3766577465292227e-08,3.8872126945881695e-09
1985,5.209264689450979e-07,3.7958366132835005e-09,1.3317511537991322e-08,3.7958366132835005e-09
1986,5.928937736955829e-07,4.721989656429417e-09,1.294363968388065e-08,4.721989656429417e-09
1987,6.570038765728116e-07,3.6959944311425782e-09,1.3392441314660379e-08,3.6959944311425782e-09
1988,7.359491576153232e-07,4.2204240102705626e-09,1.290996363780193e-08,4.2204240102705626e-09
1989,8.03783401741904e-07,4.580287133697831e-09,1.2890557193096747e-08,4.580287133697831e-09
1990,8.604021591703972e-07,4.401738148577092e-09,1.282910641212506e-08,4.401738148577092e-09
1991,9.711998002005982e-07,4.430389896218198e-09,1.2754715252226236e-08,4.430389896218198e-09
1992,1.1406896598081012e-06,4.506295812691162e-09,1.3023118456650146e-08,4.506295812691162e-09
1993,1.323901114704183e-06,3.4942770581786978e-09,1.2901647496375647e-08,3.4942770581786978e-09
1994,1.6309931782286315e-06,3.289228920978969e-09,1.279339948264838e-08,3.289228920978969e-09
1995,1.884842293163404e-06,2.5009369020168037e-09,1.2992870525506208e-08,2.5009369020168037e-09
1996,2.314927022390683e-06,1.410709485735343e-09,1.3062928389777945e-08,1.410709485735343e-09
1997,2.718784571698052e-06,1.307873603068848e-09,1.24938665127924e-08,1.307873603068848e-09
1998,3.135811734214907e-06,1.0849933253430167e-09,1.207802302616301e-08,1.0849933253430167e-09
1999,3.854501950887165e-06,8.932774599377882e-10,1.2363972702798622e-08,8.932774599377882e-10
2000,4.236786838061692e-06,8.4503127511277e-10,1.28233077489881e-08,8.4503127511277e-10
2001,4.599687534729517e-06,7.802292938714167e-10,1.2935382289112698e-08,7.802292938714167e-10
2002,4.8690127576784496e-06,7.41714935502204e-10,1.2652493402194004e-08,7.41714935502204e-10
2003,5.146844939320415e-06,7.532174249393262e-10,1.225539009957239e-08,7.532174249393262e-10
2004,5.205719649633725e-06,7.203236261434296e-10,1.208626938214203e-08,7.203236261434296e-10
2005,5.228464098243941e-06,6.427848075236347e-10,1.1580871499867434e-08,6.427848075236347e-10
2006,4.905061619605736e-06,7.688488714733107e-10,1.0880670459861058e-08,7.688488714733107e-10
2007,4.871102061900144e-06,7.558925608457707e-10,9.503351692887106e-09,7.558925608457707e-10
2008,4.880060389820885e-06,6.752015801628605e-10,8.375204276132666e-09,6.752015801628605e-10
2009,4.715307341029984e-06,5.814964130252636e-10,7.941637569786053e-09,5.814964130252636e-10
2010,4.4490541962919195e-06,4.874226344962564e-10,7.567745668219622e-09,4.874226344962564e-10
2011,4.2944421108716464e-06,4.306981819801603e-10,7.563183095677622e-09,4.306981819801603e-10
2012,4.077751587569115e-06,4.1579240100556424e-10,7.2834650691585725e-09,4.1579240100556424e-10
2013,3.7728206215043817e-06,1.3787750356113778e-10,6.7902045256370715e-09,1.3787750356113778e-10
2014,3.4387340487488212e-06,6.776158552918815e-11,6.823188871050791e-09,6.776158552918815e-11
2015,2.8829523444073857e-06,5.717942637230498e-11,7.026550452593483e-09,5.717942637230498e-11
2016,2.6677529051864568e-06,6.765752541548764e-11,6.780343461291036e-09,6.765752541548764e-11
2017,2.4445445395334295e-06,5.0276506337783765e-11,6.787990836087943e-09,5.0276506337783765e-11
2018,2.2975759520704742e-06,4.083374055552369e-11,6.286773146513269e-09,4.083374055552369e-11
2019,2.135622281684846e-06,5.104217569440461e-11,6.269858854324184e-09,5.104217569440461e-11
