ngram,MS,MS
1554,3.902796996564055e-06,3.902796996564055e-06
1555,2.6442985732241402e-05,2.6442985732241402e-05
1556,2.6442985732241402e-05,2.6442985732241402e-05
1557,2.6442985732241402e-05,2.6442985732241402e-05
1558,2.6442985732241402e-05,2.6442985732241402e-05
1559,2.4556653962853098e-05,2.4556653962853098e-05
1560,3.8017361605722855e-05,3.8017361605722855e-05
1561,3.8017361605722855e-05,3.8017361605722855e-05
1562,1.5179930934599334e-05,1.5179930934599334e-05
1563,2.1999256724874222e-05,2.1999256724874222e-05
1564,2.1999256724874222e-05,2.1999256724874222e-05
1565,4.223527061445306e-05,4.223527061445306e-05
1566,4.051604732272348e-05,4.051604732272348e-05
1567,3.1149723716745416e-05,3.1149723716745416e-05
1568,3.1149723716745416e-05,3.1149723716745416e-05
1569,3.263513437039884e-05,3.263513437039884e-05
1570,2.732682085999321e-05,2.732682085999321e-05
1571,2.977867253710948e-05,2.977867253710948e-05
1572,1.4222305643280769e-05,1.4222305643280769e-05
1573,1.4222305643280769e-05,1.4222305643280769e-05
1574,1.2851479368691798e-05,1.2851479368691798e-05
1575,1.2851479368691798e-05,1.2851479368691798e-05
1576,1.2718110026201299e-05,1.2718110026201299e-05
1577,1.6310049561850193e-05,1.6310049561850193e-05
1578,1.482185033247723e-05,1.482185033247723e-05
1579,1.1435712947007102e-05,1.1435712947007102e-05
1580,1.1435712947007102e-05,1.1435712947007102e-05
1581,1.2271999561822408e-05,1.2271999561822408e-05
1582,1.5204869214358041e-05,1.5204869214358041e-05
1583,5.6387926438869075e-05,5.6387926438869075e-05
1584,5.128497462335092e-05,5.128497462335092e-05
1585,5.0510040263621446e-05,5.0510040263621446e-05
1586,7.006445257827312e-05,7.006445257827312e-05
1587,7.525564616831357e-05,7.525564616831357e-05
1588,7.303481342140523e-05,7.303481342140523e-05
1589,7.850463487102388e-05,7.850463487102388e-05
1590,3.9869171051317866e-05,3.9869171051317866e-05
1591,6.039224849376167e-05,6.039224849376167e-05
1592,6.139747399304594e-05,6.139747399304594e-05
1593,4.0996105521376845e-05,4.0996105521376845e-05
1594,6.111728037337474e-05,6.111728037337474e-05
1595,6.022906583374217e-05,6.022906583374217e-05
1596,6.697648697289489e-05,6.697648697289489e-05
1597,6.791933570379374e-05,6.791933570379374e-05
1598,5.075803600058342e-05,5.075803600058342e-05
1599,4.979991470983285e-05,4.979991470983285e-05
1600,5.031191605147407e-05,5.031191605147407e-05
1601,3.222653075291808e-05,3.222653075291808e-05
1602,4.733144104258307e-05,4.733144104258307e-05
1603,3.2181328801276064e-05,3.2181328801276064e-05
1604,2.8701007912396953e-05,2.8701007912396953e-05
1605,2.612628843832811e-05,2.612628843832811e-05
1606,2.7812388777549912e-05,2.7812388777549912e-05
1607,2.685383398264613e-05,2.685383398264613e-05
1608,1.9826528435779827e-05,1.9826528435779827e-05
1609,6.53490885075111e-06,6.53490885075111e-06
1610,7.299598418545169e-06,7.299598418545169e-06
1611,6.961558662104446e-06,6.961558662104446e-06
1612,6.174500396939818e-06,6.174500396939818e-06
1613,5.690872041798554e-06,5.690872041798554e-06
1614,5.690872041798554e-06,5.690872041798554e-06
1615,6.253080950305698e-06,6.253080950305698e-06
1616,6.5119649791865545e-06,6.5119649791865545e-06
1617,5.7472754113924954e-06,5.7472754113924954e-06
1618,4.920106886986884e-06,4.920106886986884e-06
1619,5.37024488624281e-06,5.37024488624281e-06
1620,5.1408175717629745e-06,5.1408175717629745e-06
1621,2.8335156831157553e-05,2.8335156831157553e-05
1622,3.010581289280318e-05,3.010581289280318e-05
1623,2.866049783278868e-05,2.866049783278868e-05
1624,3.1049812914066676e-05,3.1049812914066676e-05
1625,3.0852858636925316e-05,3.0852858636925316e-05
1626,3.5224778912379406e-05,3.5224778912379406e-05
1627,3.4175683286516036e-05,3.4175683286516036e-05
1628,2.5655948531623706e-05,2.5655948531623706e-05
1629,2.312340596485488e-05,2.312340596485488e-05
1630,2.3166986222479735e-05,2.3166986222479735e-05
1631,2.2591430690356772e-05,2.2591430690356772e-05
1632,2.543184085165454e-05,2.543184085165454e-05
1633,2.1021060953379284e-05,2.1021060953379284e-05
1634,2.0861289613094414e-05,2.0861289613094414e-05
1635,6.598283692125863e-06,6.598283692125863e-06
1636,6.771972510120707e-06,6.771972510120707e-06
1637,6.016536141422486e-06,6.016536141422486e-06
1638,4.8761269714045085e-06,4.8761269714045085e-06
1639,3.7488618188165546e-06,3.7488618188165546e-06
1640,4.982512320696385e-06,4.982512320696385e-06
1641,5.1616785867736326e-06,5.1616785867736326e-06
1642,1.781201007945908e-05,1.781201007945908e-05
1643,1.7638321261464235e-05,1.7638321261464235e-05
1644,2.7996912097348415e-05,2.7996912097348415e-05
1645,2.7520029042144805e-05,2.7520029042144805e-05
1646,2.580688403343499e-05,2.580688403343499e-05
1647,2.4370046259848876e-05,2.4370046259848876e-05
1648,2.4236729229544706e-05,2.4236729229544706e-05
1649,1.2191760203807331e-05,1.2191760203807331e-05
1650,1.2279600477021241e-05,1.2279600477021241e-05
1651,1.6412091505506915e-06,1.6412091505506915e-06
1652,3.281897867119759e-06,3.281897867119759e-06
1653,5.16629228286547e-06,5.16629228286547e-06
1654,5.082650732544737e-06,5.082650732544737e-06
1655,9.859354016888184e-06,9.859354016888184e-06
1656,9.02362229128682e-06,9.02362229128682e-06
1657,9.71430610466736e-06,9.71430610466736e-06
1658,9.896384118032334e-06,9.896384118032334e-06
1659,9.21724675403571e-06,9.21724675403571e-06
1660,7.653551538818906e-06,7.653551538818906e-06
1661,7.529101984411162e-06,7.529101984411162e-06
1662,4.533543200782983e-06,4.533543200782983e-06
1663,5.206348630183909e-06,5.206348630183909e-06
1664,5.292490121584186e-06,5.292490121584186e-06
1665,5.200778413641924e-06,5.200778413641924e-06
1666,4.202553327559144e-06,4.202553327559144e-06
1667,3.946758758794593e-06,3.946758758794593e-06
1668,4.078018406517003e-06,4.078018406517003e-06
1669,2.9699228686500386e-06,2.9699228686500386e-06
1670,2.27048478710198e-06,2.27048478710198e-06
1671,1.4449294017789986e-06,1.4449294017789986e-06
1672,2.4739923998952562e-06,2.4739923998952562e-06
1673,2.437913159220833e-06,2.437913159220833e-06
1674,4.292309479784048e-06,4.292309479784048e-06
1675,4.3326423297328025e-06,4.3326423297328025e-06
1676,3.7855301725033186e-06,3.7855301725033186e-06
1677,4.772864254424089e-06,4.772864254424089e-06
1678,5.152044057662611e-06,5.152044057662611e-06
1679,4.223475822787545e-06,4.223475822787545e-06
1680,4.660921263166529e-06,4.660921263166529e-06
1681,3.390519899377458e-06,3.390519899377458e-06
1682,6.222921358909973e-06,6.222921358909973e-06
1683,6.492479899731864e-06,6.492479899731864e-06
1684,5.555100204089415e-06,5.555100204089415e-06
1685,5.601544330602337e-06,5.601544330602337e-06
1686,7.258727610600804e-06,7.258727610600804e-06
1687,7.5627696755223695e-06,7.5627696755223695e-06
1688,7.19341955703255e-06,7.19341955703255e-06
1689,4.378852622721752e-06,4.378852622721752e-06
1690,4.415224745051611e-06,4.415224745051611e-06
1691,4.626596592061105e-06,4.626596592061105e-06
1692,5.155920364684009e-06,5.155920364684009e-06
1693,5.102947495418318e-06,5.102947495418318e-06
1694,1.0212205422379026e-05,1.0212205422379026e-05
1695,1.0428873663061364e-05,1.0428873663061364e-05
1696,1.6915727623459782e-05,1.6915727623459782e-05
1697,1.7371089402981204e-05,1.7371089402981204e-05
1698,1.8770138792336055e-05,1.8770138792336055e-05
1699,2.0272363209577244e-05,2.0272363209577244e-05
1700,1.8846216400041677e-05,1.8846216400041677e-05
1701,1.4437771629413224e-05,1.4437771629413224e-05
1702,1.637454137640556e-05,1.637454137640556e-05
1703,1.2005873226631333e-05,1.2005873226631333e-05
1704,1.1445250720498734e-05,1.1445250720498734e-05
1705,1.0985633545195534e-05,1.0985633545195534e-05
1706,9.408607996062659e-06,9.408607996062659e-06
1707,1.1991796424938781e-05,1.1991796424938781e-05
1708,1.290476929430692e-05,1.290476929430692e-05
1709,1.0928732438385072e-05,1.0928732438385072e-05
1710,9.085925220071139e-06,9.085925220071139e-06
1711,1.0070395319417003e-05,1.0070395319417003e-05
1712,9.855699350477412e-06,9.855699350477412e-06
1713,1.6541507355733692e-05,1.6541507355733692e-05
1714,1.4843419551522987e-05,1.4843419551522987e-05
1715,1.4606257634243644e-05,1.4606257634243644e-05
1716,1.4795718958079565e-05,1.4795718958079565e-05
1717,1.8151616131945048e-05,1.8151616131945048e-05
1718,1.7251453690343105e-05,1.7251453690343105e-05
1719,1.9976113760224378e-05,1.9976113760224378e-05
1720,1.3340589703147998e-05,1.3340589703147998e-05
1721,1.6914957021591753e-05,1.6914957021591753e-05
1722,2.1967972900581246e-05,2.1967972900581246e-05
1723,2.211815867017971e-05,2.211815867017971e-05
1724,1.9054804527383696e-05,1.9054804527383696e-05
1725,2.148775138266501e-05,2.148775138266501e-05
1726,1.9755856491039075e-05,1.9755856491039075e-05
1727,2.0435410273681294e-05,2.0435410273681294e-05
1728,1.639575806880852e-05,1.639575806880852e-05
1729,9.680766132597845e-06,9.680766132597845e-06
1730,9.710675450540812e-06,9.710675450540812e-06
1731,1.0277007342145744e-05,1.0277007342145744e-05
1732,7.944305447641195e-06,7.944305447641195e-06
1733,7.321206599694311e-06,7.321206599694311e-06
1734,7.473556446971738e-06,7.473556446971738e-06
1735,8.319018174266343e-06,8.319018174266343e-06
1736,9.271594600639738e-06,9.271594600639738e-06
1737,9.607921128917951e-06,9.607921128917951e-06
1738,1.2282282893595817e-05,1.2282282893595817e-05
1739,1.231330108047197e-05,1.231330108047197e-05
1740,1.1521754329026277e-05,1.1521754329026277e-05
1741,1.2055260932746542e-05,1.2055260932746542e-05
1742,1.1349060839295686e-05,1.1349060839295686e-05
1743,1.0298204188075033e-05,1.0298204188075033e-05
1744,9.434462689179262e-06,9.434462689179262e-06
1745,5.991839056410494e-06,5.991839056410494e-06
1746,7.031610818687893e-06,7.031610818687893e-06
1747,7.760216898792091e-06,7.760216898792091e-06
1748,6.44075115425429e-06,6.44075115425429e-06
1749,6.46240252016079e-06,6.46240252016079e-06
1750,8.131605779583748e-06,8.131605779583748e-06
1751,8.58560198529241e-06,8.58560198529241e-06
1752,8.595478902861942e-06,8.595478902861942e-06
1753,8.642454693991957e-06,8.642454693991957e-06
1754,8.295479996637109e-06,8.295479996637109e-06
1755,7.757804951324943e-06,7.757804951324943e-06
1756,1.083521384056699e-05,1.083521384056699e-05
1757,9.689331591289374e-06,9.689331591289374e-06
1758,9.874733970199096e-06,9.874733970199096e-06
1759,1.0753138310194896e-05,1.0753138310194896e-05
1760,1.0789622950012148e-05,1.0789622950012148e-05
1761,1.0449718339649345e-05,1.0449718339649345e-05
1762,1.1294421061133367e-05,1.1294421061133367e-05
1763,8.166378652926401e-06,8.166378652926401e-06
1764,8.178953976312187e-06,8.178953976312187e-06
1765,8.204265928465507e-06,8.204265928465507e-06
1766,8.049564777528368e-06,8.049564777528368e-06
1767,9.265141086091586e-06,9.265141086091586e-06
1768,9.902068346231577e-06,9.902068346231577e-06
1769,1.0456051443595373e-05,1.0456051443595373e-05
1770,1.1186369712439565e-05,1.1186369712439565e-05
1771,1.2411916161779248e-05,1.2411916161779248e-05
1772,1.3643969785854487e-05,1.3643969785854487e-05
1773,1.4143057472080858e-05,1.4143057472080858e-05
1774,1.322858692479453e-05,1.322858692479453e-05
1775,1.3110843480847376e-05,1.3110843480847376e-05
1776,1.3510025642712467e-05,1.3510025642712467e-05
1777,1.39336182525897e-05,1.39336182525897e-05
1778,1.353728514784182e-05,1.353728514784182e-05
1779,1.3900552923067672e-05,1.3900552923067672e-05
1780,1.4078696949582081e-05,1.4078696949582081e-05
1781,1.566186386168868e-05,1.566186386168868e-05
1782,1.6659005398521132e-05,1.6659005398521132e-05
1783,1.6399180562335198e-05,1.6399180562335198e-05
1784,1.663378679950256e-05,1.663378679950256e-05
1785,1.6665747482745375e-05,1.6665747482745375e-05
1786,1.6077908185252454e-05,1.6077908185252454e-05
1787,1.6380566843768713e-05,1.6380566843768713e-05
1788,1.4504457664900525e-05,1.4504457664900525e-05
1789,1.4975541619475865e-05,1.4975541619475865e-05
1790,1.585770561567707e-05,1.585770561567707e-05
1791,1.675509884080384e-05,1.675509884080384e-05
1792,1.6466409631123368e-05,1.6466409631123368e-05
1793,2.3311149171994267e-05,2.3311149171994267e-05
1794,2.2796718699932432e-05,2.2796718699932432e-05
1795,2.2987861484580208e-05,2.2987861484580208e-05
1796,2.1603403053761993e-05,2.1603403053761993e-05
1797,2.0067136314797347e-05,2.0067136314797347e-05
1798,1.838403984168378e-05,1.838403984168378e-05
1799,1.8794050967179438e-05,1.8794050967179438e-05
1800,1.1920257098349144e-05,1.1920257098349144e-05
1801,1.3173331613610831e-05,1.3173331613610831e-05
1802,1.3480720164287569e-05,1.3480720164287569e-05
1803,1.4346464402998599e-05,1.4346464402998599e-05
1804,1.5318251956029728e-05,1.5318251956029728e-05
1805,1.6448722038018915e-05,1.6448722038018915e-05
1806,1.5881644685578067e-05,1.5881644685578067e-05
1807,1.6744861698368497e-05,1.6744861698368497e-05
1808,1.5950919337878338e-05,1.5950919337878338e-05
1809,1.7815533932922074e-05,1.7815533932922074e-05
1810,1.895259824128256e-05,1.895259824128256e-05
1811,1.996653151893822e-05,1.996653151893822e-05
1812,2.0477234102145303e-05,2.0477234102145303e-05
1813,2.1690810431859324e-05,2.1690810431859324e-05
1814,2.1748507476461653e-05,2.1748507476461653e-05
1815,2.1703693684165565e-05,2.1703693684165565e-05
1816,2.0446711459953804e-05,2.0446711459953804e-05
1817,1.941402907894891e-05,1.941402907894891e-05
1818,1.8913391223967274e-05,1.8913391223967274e-05
1819,1.782988056220347e-05,1.782988056220347e-05
1820,1.7764782049718114e-05,1.7764782049718114e-05
1821,1.7405360397658243e-05,1.7405360397658243e-05
1822,1.75969614377079e-05,1.75969614377079e-05
1823,1.884620022402877e-05,1.884620022402877e-05
1824,1.99211437055575e-05,1.99211437055575e-05
1825,1.9901536818776678e-05,1.9901536818776678e-05
1826,2.02577757590916e-05,2.02577757590916e-05
1827,1.9395972360923353e-05,1.9395972360923353e-05
1828,1.872448839484215e-05,1.872448839484215e-05
1829,1.7615976373365682e-05,1.7615976373365682e-05
1830,1.5564466853642705e-05,1.5564466853642705e-05
1831,1.473543982553695e-05,1.473543982553695e-05
1832,1.4053638941342278e-05,1.4053638941342278e-05
1833,1.3762486560153775e-05,1.3762486560153775e-05
1834,1.451687551577509e-05,1.451687551577509e-05
1835,1.540290538417009e-05,1.540290538417009e-05
1836,1.686615230158038e-05,1.686615230158038e-05
1837,1.8013520405345063e-05,1.8013520405345063e-05
1838,1.7909036354727243e-05,1.7909036354727243e-05
1839,1.9697273403705496e-05,1.9697273403705496e-05
1840,2.097997198039333e-05,2.097997198039333e-05
1841,2.115642590589622e-05,2.115642590589622e-05
1842,2.1263703404526624e-05,2.1263703404526624e-05
1843,2.123432646580373e-05,2.123432646580373e-05
1844,2.1154153208564302e-05,2.1154153208564302e-05
1845,2.1625721534032243e-05,2.1625721534032243e-05
1846,2.051649763805991e-05,2.051649763805991e-05
1847,1.9755492758122273e-05,1.9755492758122273e-05
1848,1.951725477868292e-05,1.951725477868292e-05
1849,1.8613380754166947e-05,1.8613380754166947e-05
1850,1.854280942227758e-05,1.854280942227758e-05
1851,1.7772521719702388e-05,1.7772521719702388e-05
1852,1.716380445161901e-05,1.716380445161901e-05
1853,1.713956563824987e-05,1.713956563824987e-05
1854,1.736614285618998e-05,1.736614285618998e-05
1855,1.874450026662089e-05,1.874450026662089e-05
1856,1.9806495921719553e-05,1.9806495921719553e-05
1857,2.0070768836636228e-05,2.0070768836636228e-05
1858,2.1321445664008415e-05,2.1321445664008415e-05
1859,2.2251831978792325e-05,2.2251831978792325e-05
1860,2.2002573522123775e-05,2.2002573522123775e-05
1861,2.265852864573909e-05,2.265852864573909e-05
1862,2.2061667290732396e-05,2.2061667290732396e-05
1863,2.1756381102022715e-05,2.1756381102022715e-05
1864,2.237992573230128e-05,2.237992573230128e-05
1865,2.1974674382363446e-05,2.1974674382363446e-05
1866,2.154629588143767e-05,2.154629588143767e-05
1867,2.163455506628712e-05,2.163455506628712e-05
1868,2.121029475737097e-05,2.121029475737097e-05
1869,2.0826876477388267e-05,2.0826876477388267e-05
1870,2.1138118297260788e-05,2.1138118297260788e-05
1871,2.037191032806212e-05,2.037191032806212e-05
1872,1.9881473625511198e-05,1.9881473625511198e-05
1873,1.9473210288976717e-05,1.9473210288976717e-05
1874,1.9270075426902622e-05,1.9270075426902622e-05
1875,1.8295000180452397e-05,1.8295000180452397e-05
1876,1.786563474784738e-05,1.786563474784738e-05
1877,1.7453207744568188e-05,1.7453207744568188e-05
1878,1.7094467174112132e-05,1.7094467174112132e-05
1879,1.663631779332978e-05,1.663631779332978e-05
1880,1.6416632726239705e-05,1.6416632726239705e-05
1881,1.6844607931229154e-05,1.6844607931229154e-05
1882,1.784526700378462e-05,1.784526700378462e-05
1883,2.1817186279804446e-05,2.1817186279804446e-05
1884,2.1775598725071177e-05,2.1775598725071177e-05
1885,2.2122589663402842e-05,2.2122589663402842e-05
1886,2.255980091701661e-05,2.255980091701661e-05
1887,2.30717832891969e-05,2.30717832891969e-05
1888,2.269003250278599e-05,2.269003250278599e-05
1889,2.224351400010554e-05,2.224351400010554e-05
1890,1.7815821593103465e-05,1.7815821593103465e-05
1891,1.7757885481322383e-05,1.7757885481322383e-05
1892,1.748763406794751e-05,1.748763406794751e-05
1893,1.6658876769984738e-05,1.6658876769984738e-05
1894,1.5785442103931147e-05,1.5785442103931147e-05
1895,1.549790717295504e-05,1.549790717295504e-05
1896,1.4458209859315372e-05,1.4458209859315372e-05
1897,1.4699602226236103e-05,1.4699602226236103e-05
1898,1.3783890478537484e-05,1.3783890478537484e-05
1899,1.3485097302431573e-05,1.3485097302431573e-05
1900,1.3306734997188738e-05,1.3306734997188738e-05
1901,1.3200845127617608e-05,1.3200845127617608e-05
1902,1.2655205864575692e-05,1.2655205864575692e-05
1903,1.3908810615248512e-05,1.3908810615248512e-05
1904,1.3438919008227198e-05,1.3438919008227198e-05
1905,1.3509957950321092e-05,1.3509957950321092e-05
1906,1.2709180867074923e-05,1.2709180867074923e-05
1907,1.2602331870376865e-05,1.2602331870376865e-05
1908,1.2193343926420702e-05,1.2193343926420702e-05
1909,1.2095983168234983e-05,1.2095983168234983e-05
1910,1.0210213726428005e-05,1.0210213726428005e-05
1911,9.60914426936402e-06,9.60914426936402e-06
1912,8.983820212701435e-06,8.983820212701435e-06
1913,8.616632060563592e-06,8.616632060563592e-06
1914,7.899937372712884e-06,7.899937372712884e-06
1915,7.289745229042767e-06,7.289745229042767e-06
1916,6.451448111225286e-06,6.451448111225286e-06
1917,6.139171351346054e-06,6.139171351346054e-06
1918,6.031070435191006e-06,6.031070435191006e-06
1919,6.154825444225155e-06,6.154825444225155e-06
1920,6.474061527634538e-06,6.474061527634538e-06
1921,6.69850857905528e-06,6.69850857905528e-06
1922,7.431964409728867e-06,7.431964409728867e-06
1923,8.243348669826186e-06,8.243348669826186e-06
1924,8.81602844466605e-06,8.81602844466605e-06
1925,9.014005627250299e-06,9.014005627250299e-06
1926,9.138271707342938e-06,9.138271707342938e-06
1927,8.986858119897079e-06,8.986858119897079e-06
1928,9.143164788838476e-06,9.143164788838476e-06
1929,9.060333598297024e-06,9.060333598297024e-06
1930,9.17757513109661e-06,9.17757513109661e-06
1931,9.340935191305886e-06,9.340935191305886e-06
1932,9.723071733398164e-06,9.723071733398164e-06
1933,9.865234720304475e-06,9.865234720304475e-06
1934,1.0256557678595918e-05,1.0256557678595918e-05
1935,1.0304755830605114e-05,1.0304755830605114e-05
1936,1.0702547245143381e-05,1.0702547245143381e-05
1937,1.1226133990151408e-05,1.1226133990151408e-05
1938,1.0956961757204096e-05,1.0956961757204096e-05
1939,1.0435411695652874e-05,1.0435411695652874e-05
1940,9.917746800575905e-06,9.917746800575905e-06
1941,9.364545803691726e-06,9.364545803691726e-06
1942,8.973976751544147e-06,8.973976751544147e-06
1943,8.115785476547899e-06,8.115785476547899e-06
1944,6.918278099224803e-06,6.918278099224803e-06
1945,6.664844282308227e-06,6.664844282308227e-06
1946,6.9222916343798194e-06,6.9222916343798194e-06
1947,7.821772799486229e-06,7.821772799486229e-06
1948,8.16935978166709e-06,8.16935978166709e-06
1949,8.860233720042743e-06,8.860233720042743e-06
1950,9.24150494289019e-06,9.24150494289019e-06
1951,9.91726275450284e-06,9.91726275450284e-06
1952,1.028790796096603e-05,1.028790796096603e-05
1953,1.0322582706326752e-05,1.0322582706326752e-05
1954,9.947150959175946e-06,9.947150959175946e-06
1955,1.0247412059730518e-05,1.0247412059730518e-05
1956,1.0186719529363991e-05,1.0186719529363991e-05
1957,1.037062858293731e-05,1.037062858293731e-05
1958,1.022915577258183e-05,1.022915577258183e-05
1959,1.0826780323571126e-05,1.0826780323571126e-05
1960,1.1629028839316951e-05,1.1629028839316951e-05
1961,1.2471587329595682e-05,1.2471587329595682e-05
1962,1.3562769189385498e-05,1.3562769189385498e-05
1963,1.4489800248286753e-05,1.4489800248286753e-05
1964,1.5488789358641952e-05,1.5488789358641952e-05
1965,1.6266943540748408e-05,1.6266943540748408e-05
1966,1.6192341977979856e-05,1.6192341977979856e-05
1967,1.5999722823575473e-05,1.5999722823575473e-05
1968,1.5605256651594702e-05,1.5605256651594702e-05
1969,1.4752467125487914e-05,1.4752467125487914e-05
1970,1.4407171875063796e-05,1.4407171875063796e-05
1971,1.3937370827729215e-05,1.3937370827729215e-05
1972,1.371933649352286e-05,1.371933649352286e-05
1973,1.4064428796700668e-05,1.4064428796700668e-05
1974,1.4246046313408961e-05,1.4246046313408961e-05
1975,1.473898503588446e-05,1.473898503588446e-05
1976,1.5530320004992454e-05,1.5530320004992454e-05
1977,1.6537628653168213e-05,1.6537628653168213e-05
1978,1.722642277205263e-05,1.722642277205263e-05
1979,1.8300163511802176e-05,1.8300163511802176e-05
1980,1.9151152758110713e-05,1.9151152758110713e-05
1981,2.0128495504780274e-05,2.0128495504780274e-05
1982,2.112332887398744e-05,2.112332887398744e-05
1983,2.230704142545749e-05,2.230704142545749e-05
1984,2.281871197088289e-05,2.281871197088289e-05
1985,2.4005965315154754e-05,2.4005965315154754e-05
1986,2.5005186346658904e-05,2.5005186346658904e-05
1987,2.579126677509131e-05,2.579126677509131e-05
1988,2.6634158400286522e-05,2.6634158400286522e-05
1989,2.7089733911062857e-05,2.7089733911062857e-05
1990,2.716231626566566e-05,2.716231626566566e-05
1991,2.742832709502961e-05,2.742832709502961e-05
1992,2.7396656150813214e-05,2.7396656150813214e-05
1993,2.7076014573270057e-05,2.7076014573270057e-05
1994,2.6789884941536002e-05,2.6789884941536002e-05
1995,2.6261034041194114e-05,2.6261034041194114e-05
1996,2.6072491891682148e-05,2.6072491891682148e-05
1997,2.5447365000478124e-05,2.5447365000478124e-05
1998,2.4922635410413413e-05,2.4922635410413413e-05
1999,2.4131500789995437e-05,2.4131500789995437e-05
2000,2.3913065368625602e-05,2.3913065368625602e-05
2001,2.3784707341941873e-05,2.3784707341941873e-05
2002,2.3694635404223974e-05,2.3694635404223974e-05
2003,2.3569199713944856e-05,2.3569199713944856e-05
2004,2.4167451816278378e-05,2.4167451816278378e-05
2005,2.379749457759317e-05,2.379749457759317e-05
2006,2.3344407444320886e-05,2.3344407444320886e-05
2007,2.2365690581084762e-05,2.2365690581084762e-05
2008,2.206062656893794e-05,2.206062656893794e-05
2009,2.1638575292724583e-05,2.1638575292724583e-05
2010,2.071844002265217e-05,2.071844002265217e-05
2011,1.912980743717136e-05,1.912980743717136e-05
2012,1.8222598165656173e-05,1.8222598165656173e-05
2013,1.813984740043192e-05,1.813984740043192e-05
2014,1.7783712142513002e-05,1.7783712142513002e-05
2015,1.6855453265764352e-05,1.6855453265764352e-05
2016,1.642000513259388e-05,1.642000513259388e-05
2017,1.6168172805919312e-05,1.6168172805919312e-05
2018,1.6164556291187183e-05,1.6164556291187183e-05
2019,1.6605938526481623e-05,1.6605938526481623e-05
