ngram,M,M,M,M
1797,6.352721123091345e-05,6.352721123091345e-05,6.352721123091345e-05,6.352721123091345e-05
1798,6.192799732421658e-05,6.192799732421658e-05,6.192799732421658e-05,6.192799732421658e-05
1799,6.031275864058573e-05,6.031275864058573e-05,6.031275864058573e-05,6.031275864058573e-05
1800,5.651870950324727e-05,5.651870950324727e-05,5.651870950324727e-05,5.651870950324727e-05
1801,5.51058941969781e-05,5.51058941969781e-05,5.51058941969781e-05,5.51058941969781e-05
1802,5.235713459634488e-05,5.235713459634488e-05,5.235713459634488e-05,5.235713459634488e-05
1803,5.1458853184677924e-05,5.1458853184677924e-05,5.1458853184677924e-05,5.1458853184677924e-05
1804,5.101976369457718e-05,5.101976369457718e-05,5.101976369457718e-05,5.101976369457718e-05
1805,4.929371061734855e-05,4.929371061734855e-05,4.929371061734855e-05,4.929371061734855e-05
1806,4.814922535193286e-05,4.814922535193286e-05,4.814922535193286e-05,4.814922535193286e-05
1807,4.6239882067311555e-05,4.6239882067311555e-05,4.6239882067311555e-05,4.6239882067311555e-05
1808,4.622670322922724e-05,4.622670322922724e-05,4.622670322922724e-05,4.622670322922724e-05
1809,4.5374911029024846e-05,4.5374911029024846e-05,4.5374911029024846e-05,4.5374911029024846e-05
1810,4.5174090960894576e-05,4.5174090960894576e-05,4.5174090960894576e-05,4.5174090960894576e-05
1811,4.463460988647837e-05,4.463460988647837e-05,4.463460988647837e-05,4.463460988647837e-05
1812,4.475546873956253e-05,4.475546873956253e-05,4.475546873956253e-05,4.475546873956253e-05
1813,4.4576332064545045e-05,4.4576332064545045e-05,4.4576332064545045e-05,4.4576332064545045e-05
1814,4.471197826205753e-05,4.471197826205753e-05,4.471197826205753e-05,4.471197826205753e-05
1815,4.373931837367958e-05,4.373931837367958e-05,4.373931837367958e-05,4.373931837367958e-05
1816,4.4796319603587366e-05,4.4796319603587366e-05,4.4796319603587366e-05,4.4796319603587366e-05
1817,4.3778266574788305e-05,4.3778266574788305e-05,4.3778266574788305e-05,4.3778266574788305e-05
1818,4.3333776765004064e-05,4.3333776765004064e-05,4.3333776765004064e-05,4.3333776765004064e-05
1819,4.309238543750585e-05,4.309238543750585e-05,4.309238543750585e-05,4.309238543750585e-05
1820,4.3006428833385666e-05,4.3006428833385666e-05,4.3006428833385666e-05,4.3006428833385666e-05
1821,4.2227225224321175e-05,4.2227225224321175e-05,4.2227225224321175e-05,4.2227225224321175e-05
1822,4.237115613899992e-05,4.237115613899992e-05,4.237115613899992e-05,4.237115613899992e-05
1823,4.0888204239308834e-05,4.0888204239308834e-05,4.0888204239308834e-05,4.0888204239308834e-05
1824,4.0210814144562134e-05,4.0210814144562134e-05,4.0210814144562134e-05,4.0210814144562134e-05
1825,3.911735828816225e-05,3.911735828816225e-05,3.911735828816225e-05,3.911735828816225e-05
1826,3.858451600535773e-05,3.858451600535773e-05,3.858451600535773e-05,3.858451600535773e-05
1827,3.758992118361805e-05,3.758992118361805e-05,3.758992118361805e-05,3.758992118361805e-05
1828,3.804826493641096e-05,3.804826493641096e-05,3.804826493641096e-05,3.804826493641096e-05
1829,3.7137123789372186e-05,3.7137123789372186e-05,3.7137123789372186e-05,3.7137123789372186e-05
1830,3.634033003306415e-05,3.634033003306415e-05,3.634033003306415e-05,3.634033003306415e-05
1831,3.649273328067336e-05,3.649273328067336e-05,3.649273328067336e-05,3.649273328067336e-05
1832,3.7080891031239715e-05,3.7080891031239715e-05,3.7080891031239715e-05,3.7080891031239715e-05
1833,3.7113285153671836e-05,3.7113285153671836e-05,3.7113285153671836e-05,3.7113285153671836e-05
1834,3.7815851101186126e-05,3.7815851101186126e-05,3.7815851101186126e-05,3.7815851101186126e-05
1835,3.7338097172323614e-05,3.7338097172323614e-05,3.7338097172323614e-05,3.7338097172323614e-05
1836,3.7400419906979164e-05,3.7400419906979164e-05,3.7400419906979164e-05,3.7400419906979164e-05
1837,3.741455865175729e-05,3.741455865175729e-05,3.741455865175729e-05,3.741455865175729e-05
1838,3.712424534439508e-05,3.712424534439508e-05,3.712424534439508e-05,3.712424534439508e-05
1839,3.670426511754548e-05,3.670426511754548e-05,3.670426511754548e-05,3.670426511754548e-05
1840,3.672827941565109e-05,3.672827941565109e-05,3.672827941565109e-05,3.672827941565109e-05
1841,3.5841253910413275e-05,3.5841253910413275e-05,3.5841253910413275e-05,3.5841253910413275e-05
1842,3.654333132934491e-05,3.654333132934491e-05,3.654333132934491e-05,3.654333132934491e-05
1843,3.7206774972478994e-05,3.7206774972478994e-05,3.7206774972478994e-05,3.7206774972478994e-05
1844,3.794592963198998e-05,3.794592963198998e-05,3.794592963198998e-05,3.794592963198998e-05
1845,3.832988815182554e-05,3.832988815182554e-05,3.832988815182554e-05,3.832988815182554e-05
1846,3.8601167034357786e-05,3.8601167034357786e-05,3.8601167034357786e-05,3.8601167034357786e-05
1847,3.879187975793944e-05,3.879187975793944e-05,3.879187975793944e-05,3.879187975793944e-05
1848,3.9664113761058874e-05,3.9664113761058874e-05,3.9664113761058874e-05,3.9664113761058874e-05
1849,3.9293548200345996e-05,3.9293548200345996e-05,3.9293548200345996e-05,3.9293548200345996e-05
1850,3.930002692089017e-05,3.930002692089017e-05,3.930002692089017e-05,3.930002692089017e-05
1851,3.9800272913583156e-05,3.9800272913583156e-05,3.9800272913583156e-05,3.9800272913583156e-05
1852,4.06689993854213e-05,4.06689993854213e-05,4.06689993854213e-05,4.06689993854213e-05
1853,4.149638334638439e-05,4.149638334638439e-05,4.149638334638439e-05,4.149638334638439e-05
1854,4.291130556209412e-05,4.291130556209412e-05,4.291130556209412e-05,4.291130556209412e-05
1855,4.373657066025771e-05,4.373657066025771e-05,4.373657066025771e-05,4.373657066025771e-05
1856,4.444239051995932e-05,4.444239051995932e-05,4.444239051995932e-05,4.444239051995932e-05
1857,4.5899303846194274e-05,4.5899303846194274e-05,4.5899303846194274e-05,4.5899303846194274e-05
1858,4.6464767365250736e-05,4.6464767365250736e-05,4.6464767365250736e-05,4.6464767365250736e-05
1859,4.631572768890432e-05,4.631572768890432e-05,4.631572768890432e-05,4.631572768890432e-05
1860,4.7784290862702096e-05,4.7784290862702096e-05,4.7784290862702096e-05,4.7784290862702096e-05
1861,4.7729509658113655e-05,4.7729509658113655e-05,4.7729509658113655e-05,4.7729509658113655e-05
1862,4.8122703966717904e-05,4.8122703966717904e-05,4.8122703966717904e-05,4.8122703966717904e-05
1863,4.877440161570641e-05,4.877440161570641e-05,4.877440161570641e-05,4.877440161570641e-05
1864,4.9100671146464136e-05,4.9100671146464136e-05,4.9100671146464136e-05,4.9100671146464136e-05
1865,4.981247600101467e-05,4.981247600101467e-05,4.981247600101467e-05,4.981247600101467e-05
1866,5.062469790573232e-05,5.062469790573232e-05,5.062469790573232e-05,5.062469790573232e-05
1867,5.014958930717382e-05,5.014958930717382e-05,5.014958930717382e-05,5.014958930717382e-05
1868,5.0478770780110995e-05,5.0478770780110995e-05,5.0478770780110995e-05,5.0478770780110995e-05
1869,5.078820062668196e-05,5.078820062668196e-05,5.078820062668196e-05,5.078820062668196e-05
1870,5.104928797144177e-05,5.104928797144177e-05,5.104928797144177e-05,5.104928797144177e-05
1871,5.087649385261882e-05,5.087649385261882e-05,5.087649385261882e-05,5.087649385261882e-05
1872,5.086774607272153e-05,5.086774607272153e-05,5.086774607272153e-05,5.086774607272153e-05
1873,5.141539492927093e-05,5.141539492927093e-05,5.141539492927093e-05,5.141539492927093e-05
1874,5.2432827942539006e-05,5.2432827942539006e-05,5.2432827942539006e-05,5.2432827942539006e-05
1875,5.385541122190521e-05,5.385541122190521e-05,5.385541122190521e-05,5.385541122190521e-05
1876,5.5079233529145964e-05,5.5079233529145964e-05,5.5079233529145964e-05,5.5079233529145964e-05
1877,5.589583036323477e-05,5.589583036323477e-05,5.589583036323477e-05,5.589583036323477e-05
1878,5.651862115233338e-05,5.651862115233338e-05,5.651862115233338e-05,5.651862115233338e-05
1879,5.685405111372737e-05,5.685405111372737e-05,5.685405111372737e-05,5.685405111372737e-05
1880,5.7241214692891974e-05,5.7241214692891974e-05,5.7241214692891974e-05,5.7241214692891974e-05
1881,5.798588868596458e-05,5.798588868596458e-05,5.798588868596458e-05,5.798588868596458e-05
1882,5.7553420317292747e-05,5.7553420317292747e-05,5.7553420317292747e-05,5.7553420317292747e-05
1883,5.819929668047864e-05,5.819929668047864e-05,5.819929668047864e-05,5.819929668047864e-05
1884,5.913528054536853e-05,5.913528054536853e-05,5.913528054536853e-05,5.913528054536853e-05
1885,5.981754241344918e-05,5.981754241344918e-05,5.981754241344918e-05,5.981754241344918e-05
1886,6.0427543628195834e-05,6.0427543628195834e-05,6.0427543628195834e-05,6.0427543628195834e-05
1887,6.084392277573768e-05,6.084392277573768e-05,6.084392277573768e-05,6.084392277573768e-05
1888,6.0153654236013866e-05,6.0153654236013866e-05,6.0153654236013866e-05,6.0153654236013866e-05
1889,6.016721766042922e-05,6.016721766042922e-05,6.016721766042922e-05,6.016721766042922e-05
1890,5.990174083438303e-05,5.990174083438303e-05,5.990174083438303e-05,5.990174083438303e-05
1891,5.940664569996963e-05,5.940664569996963e-05,5.940664569996963e-05,5.940664569996963e-05
1892,5.9665649522295485e-05,5.9665649522295485e-05,5.9665649522295485e-05,5.9665649522295485e-05
1893,6.044361777769934e-05,6.044361777769934e-05,6.044361777769934e-05,6.044361777769934e-05
1894,6.065479673062717e-05,6.065479673062717e-05,6.065479673062717e-05,6.065479673062717e-05
1895,6.057516968992006e-05,6.057516968992006e-05,6.057516968992006e-05,6.057516968992006e-05
1896,6.038728679413907e-05,6.038728679413907e-05,6.038728679413907e-05,6.038728679413907e-05
1897,5.9746173064922914e-05,5.9746173064922914e-05,5.9746173064922914e-05,5.9746173064922914e-05
1898,5.9835770246406484e-05,5.9835770246406484e-05,5.9835770246406484e-05,5.9835770246406484e-05
1899,5.947753847327216e-05,5.947753847327216e-05,5.947753847327216e-05,5.947753847327216e-05
1900,5.915111510798202e-05,5.915111510798202e-05,5.915111510798202e-05,5.915111510798202e-05
1901,5.945383860047774e-05,5.945383860047774e-05,5.945383860047774e-05,5.945383860047774e-05
1902,6.017848603992856e-05,6.017848603992856e-05,6.017848603992856e-05,6.017848603992856e-05
1903,6.114930095334006e-05,6.114930095334006e-05,6.114930095334006e-05,6.114930095334006e-05
1904,6.160392877063714e-05,6.160392877063714e-05,6.160392877063714e-05,6.160392877063714e-05
1905,6.168701241092225e-05,6.168701241092225e-05,6.168701241092225e-05,6.168701241092225e-05
1906,6.189635366484123e-05,6.189635366484123e-05,6.189635366484123e-05,6.189635366484123e-05
1907,6.155310984468088e-05,6.155310984468088e-05,6.155310984468088e-05,6.155310984468088e-05
1908,6.099892457963766e-05,6.099892457963766e-05,6.099892457963766e-05,6.099892457963766e-05
1909,6.027952570418295e-05,6.027952570418295e-05,6.027952570418295e-05,6.027952570418295e-05
1910,5.980395508231595e-05,5.980395508231595e-05,5.980395508231595e-05,5.980395508231595e-05
1911,5.9842592496092296e-05,5.9842592496092296e-05,5.9842592496092296e-05,5.9842592496092296e-05
1912,6.054248037149331e-05,6.054248037149331e-05,6.054248037149331e-05,6.054248037149331e-05
1913,6.107535955379717e-05,6.107535955379717e-05,6.107535955379717e-05,6.107535955379717e-05
1914,6.192967807042546e-05,6.192967807042546e-05,6.192967807042546e-05,6.192967807042546e-05
1915,6.282294894585252e-05,6.282294894585252e-05,6.282294894585252e-05,6.282294894585252e-05
1916,6.357108161734817e-05,6.357108161734817e-05,6.357108161734817e-05,6.357108161734817e-05
1917,6.419948684716863e-05,6.419948684716863e-05,6.419948684716863e-05,6.419948684716863e-05
1918,6.467471809758405e-05,6.467471809758405e-05,6.467471809758405e-05,6.467471809758405e-05
1919,6.493934051832184e-05,6.493934051832184e-05,6.493934051832184e-05,6.493934051832184e-05
1920,6.559466627160353e-05,6.559466627160353e-05,6.559466627160353e-05,6.559466627160353e-05
1921,6.593947806062975e-05,6.593947806062975e-05,6.593947806062975e-05,6.593947806062975e-05
1922,6.607673588275378e-05,6.607673588275378e-05,6.607673588275378e-05,6.607673588275378e-05
1923,6.617881652865825e-05,6.617881652865825e-05,6.617881652865825e-05,6.617881652865825e-05
1924,6.705447802752522e-05,6.705447802752522e-05,6.705447802752522e-05,6.705447802752522e-05
1925,6.74901987492506e-05,6.74901987492506e-05,6.74901987492506e-05,6.74901987492506e-05
1926,6.760581995227508e-05,6.760581995227508e-05,6.760581995227508e-05,6.760581995227508e-05
1927,6.763290002709255e-05,6.763290002709255e-05,6.763290002709255e-05,6.763290002709255e-05
1928,6.80446797299997e-05,6.80446797299997e-05,6.80446797299997e-05,6.80446797299997e-05
1929,6.954488032663773e-05,6.954488032663773e-05,6.954488032663773e-05,6.954488032663773e-05
1930,6.956403480476833e-05,6.956403480476833e-05,6.956403480476833e-05,6.956403480476833e-05
1931,7.024086620991252e-05,7.024086620991252e-05,7.024086620991252e-05,7.024086620991252e-05
1932,7.029384245730139e-05,7.029384245730139e-05,7.029384245730139e-05,7.029384245730139e-05
1933,7.119768685827564e-05,7.119768685827564e-05,7.119768685827564e-05,7.119768685827564e-05
1934,7.07357217574359e-05,7.07357217574359e-05,7.07357217574359e-05,7.07357217574359e-05
1935,7.050856220303103e-05,7.050856220303103e-05,7.050856220303103e-05,7.050856220303103e-05
1936,7.000081989515041e-05,7.000081989515041e-05,7.000081989515041e-05,7.000081989515041e-05
1937,7.192430140483859e-05,7.192430140483859e-05,7.192430140483859e-05,7.192430140483859e-05
1938,7.221646124630102e-05,7.221646124630102e-05,7.221646124630102e-05,7.221646124630102e-05
1939,7.43326943068366e-05,7.43326943068366e-05,7.43326943068366e-05,7.43326943068366e-05
1940,7.693679279847336e-05,7.693679279847336e-05,7.693679279847336e-05,7.693679279847336e-05
1941,7.956845677524273e-05,7.956845677524273e-05,7.956845677524273e-05,7.956845677524273e-05
1942,8.128838505529399e-05,8.128838505529399e-05,8.128838505529399e-05,8.128838505529399e-05
1943,8.194394883633192e-05,8.194394883633192e-05,8.194394883633192e-05,8.194394883633192e-05
1944,8.124858348829938e-05,8.124858348829938e-05,8.124858348829938e-05,8.124858348829938e-05
1945,8.210026966740511e-05,8.210026966740511e-05,8.210026966740511e-05,8.210026966740511e-05
1946,8.095380430209584e-05,8.095380430209584e-05,8.095380430209584e-05,8.095380430209584e-05
1947,7.88838993425348e-05,7.88838993425348e-05,7.88838993425348e-05,7.88838993425348e-05
1948,7.840051486190143e-05,7.840051486190143e-05,7.840051486190143e-05,7.840051486190143e-05
1949,7.813474699755066e-05,7.813474699755066e-05,7.813474699755066e-05,7.813474699755066e-05
1950,7.882845446666969e-05,7.882845446666969e-05,7.882845446666969e-05,7.882845446666969e-05
1951,7.998193905223161e-05,7.998193905223161e-05,7.998193905223161e-05,7.998193905223161e-05
1952,8.020453242352232e-05,8.020453242352232e-05,8.020453242352232e-05,8.020453242352232e-05
1953,8.220025067982663e-05,8.220025067982663e-05,8.220025067982663e-05,8.220025067982663e-05
1954,8.317585161421448e-05,8.317585161421448e-05,8.317585161421448e-05,8.317585161421448e-05
1955,8.417285529763571e-05,8.417285529763571e-05,8.417285529763571e-05,8.417285529763571e-05
1956,8.589948785291719e-05,8.589948785291719e-05,8.589948785291719e-05,8.589948785291719e-05
1957,8.743224628103365e-05,8.743224628103365e-05,8.743224628103365e-05,8.743224628103365e-05
1958,8.918742761514815e-05,8.918742761514815e-05,8.918742761514815e-05,8.918742761514815e-05
1959,9.045754268299788e-05,9.045754268299788e-05,9.045754268299788e-05,9.045754268299788e-05
1960,9.11822436527083e-05,9.11822436527083e-05,9.11822436527083e-05,9.11822436527083e-05
1961,9.281791426474229e-05,9.281791426474229e-05,9.281791426474229e-05,9.281791426474229e-05
1962,9.405777486140973e-05,9.405777486140973e-05,9.405777486140973e-05,9.405777486140973e-05
1963,9.531783039814659e-05,9.531783039814659e-05,9.531783039814659e-05,9.531783039814659e-05
1964,9.624400991015136e-05,9.624400991015136e-05,9.624400991015136e-05,9.624400991015136e-05
1965,9.708057872817985e-05,9.708057872817985e-05,9.708057872817985e-05,9.708057872817985e-05
1966,9.81000516081362e-05,9.81000516081362e-05,9.81000516081362e-05,9.81000516081362e-05
1967,9.944140037987381e-05,9.944140037987381e-05,9.944140037987381e-05,9.944140037987381e-05
1968,0.00010057415576219293,0.00010057415576219293,0.00010057415576219293,0.00010057415576219293
1969,0.00010225209968796532,0.00010225209968796532,0.00010225209968796532,0.00010225209968796532
1970,0.0001040292325862018,0.0001040292325862018,0.0001040292325862018,0.0001040292325862018
1971,0.00010594330108558227,0.00010594330108558227,0.00010594330108558227,0.00010594330108558227
1972,0.00010839491317580854,0.00010839491317580854,0.00010839491317580854,0.00010839491317580854
1973,0.00011043622881905841,0.00011043622881905841,0.00011043622881905841,0.00011043622881905841
1974,0.00011309747683948704,0.00011309747683948704,0.00011309747683948704,0.00011309747683948704
1975,0.00011597067662348439,0.00011597067662348439,0.00011597067662348439,0.00011597067662348439
1976,0.00011906028729364542,0.00011906028729364542,0.00011906028729364542,0.00011906028729364542
1977,0.0001207417922809587,0.0001207417922809587,0.0001207417922809587,0.0001207417922809587
1978,0.00012367487943265587,0.00012367487943265587,0.00012367487943265587,0.00012367487943265587
1979,0.00012632186449731568,0.00012632186449731568,0.00012632186449731568,0.00012632186449731568
1980,0.000129469736878361,0.000129469736878361,0.000129469736878361,0.000129469736878361
1981,0.00013125545436715974,0.00013125545436715974,0.00013125545436715974,0.00013125545436715974
1982,0.00013410237858936722,0.00013410237858936722,0.00013410237858936722,0.00013410237858936722
1983,0.00013632076193711588,0.00013632076193711588,0.00013632076193711588,0.00013632076193711588
1984,0.00014045388836945807,0.00014045388836945807,0.00014045388836945807,0.00014045388836945807
1985,0.00014433979439283057,0.00014433979439283057,0.00014433979439283057,0.00014433979439283057
1986,0.0001464888794414167,0.0001464888794414167,0.0001464888794414167,0.0001464888794414167
1987,0.00014889797603245825,0.00014889797603245825,0.00014889797603245825,0.00014889797603245825
1988,0.00015082639791736647,0.00015082639791736647,0.00015082639791736647,0.00015082639791736647
1989,0.00015105016271783306,0.00015105016271783306,0.00015105016271783306,0.00015105016271783306
1990,0.00015269624626463546,0.00015269624626463546,0.00015269624626463546,0.00015269624626463546
1991,0.00015230168771397854,0.00015230168771397854,0.00015230168771397854,0.00015230168771397854
1992,0.00015052188246045262,0.00015052188246045262,0.00015052188246045262,0.00015052188246045262
1993,0.00014951716002542526,0.00014951716002542526,0.00014951716002542526,0.00014951716002542526
1994,0.00014672244391736707,0.00014672244391736707,0.00014672244391736707,0.00014672244391736707
1995,0.00014327727175051614,0.00014327727175051614,0.00014327727175051614,0.00014327727175051614
1996,0.00014078496730819876,0.00014078496730819876,0.00014078496730819876,0.00014078496730819876
1997,0.00013548289695920954,0.00013548289695920954,0.00013548289695920954,0.00013548289695920954
1998,0.0001310303248049292,0.0001310303248049292,0.0001310303248049292,0.0001310303248049292
1999,0.00012768601612021615,0.00012768601612021615,0.00012768601612021615,0.00012768601612021615
2000,0.0001237252280199235,0.0001237252280199235,0.0001237252280199235,0.0001237252280199235
2001,0.00012117047299398109,0.00012117047299398109,0.00012117047299398109,0.00012117047299398109
2002,0.0001202287437211323,0.0001202287437211323,0.0001202287437211323,0.0001202287437211323
2003,0.00011855828883458994,0.00011855828883458994,0.00011855828883458994,0.00011855828883458994
2004,0.00011784897963350107,0.00011784897963350107,0.00011784897963350107,0.00011784897963350107
2005,0.00011554512976934867,0.00011554512976934867,0.00011554512976934867,0.00011554512976934867
2006,0.00011105514568043873,0.00011105514568043873,0.00011105514568043873,0.00011105514568043873
2007,0.00010873323585006542,0.00010873323585006542,0.00010873323585006542,0.00010873323585006542
2008,0.00010849717364180833,0.00010849717364180833,0.00010849717364180833,0.00010849717364180833
2009,0.00011107839860155114,0.00011107839860155114,0.00011107839860155114,0.00011107839860155114
2010,0.00011028422886738554,0.00011028422886738554,0.00011028422886738554,0.00011028422886738554
2011,0.00010819116453473856,0.00010819116453473856,0.00010819116453473856,0.00010819116453473856
2012,0.00010643949333046163,0.00010643949333046163,0.00010643949333046163,0.00010643949333046163
2013,0.0001079201725328208,0.0001079201725328208,0.0001079201725328208,0.0001079201725328208
2014,0.00010862504755745508,0.00010862504755745508,0.00010862504755745508,0.00010862504755745508
2015,0.00010779078833625786,0.00010779078833625786,0.00010779078833625786,0.00010779078833625786
2016,0.00010492735184795623,0.00010492735184795623,0.00010492735184795623,0.00010492735184795623
2017,0.00010383865446783602,0.00010383865446783602,0.00010383865446783602,0.00010383865446783602
2018,0.00010447496897540987,0.00010447496897540987,0.00010447496897540987,0.00010447496897540987
2019,0.0001078982932085637,0.0001078982932085637,0.0001078982932085637,0.0001078982932085637
