ngram,Procter,Procter,Proter,Proter
2005,1.0401840719558614e-06,1.0401840719558614e-06,1.418153229769205e-09,1.418153229769205e-09
2006,1.0135328563722266e-06,1.0135328563722266e-06,1.3472641811697527e-09,1.3472641811697527e-09
2007,9.989383167002025e-07,9.989383167002025e-07,1.2528015846946516e-09,1.2528015846946516e-09
2008,9.602882999258457e-07,9.602882999258457e-07,1.1408021432275056e-09,1.1408021432275056e-09
2009,9.114699131324804e-07,9.114699131324804e-07,1.0751706747136325e-09,1.0751706747136325e-09
2010,8.591433372982595e-07,8.591433372982595e-07,1.0831181586544248e-09,1.0831181586544248e-09
2011,7.914306771843777e-07,7.914306771843777e-07,1.0074093384889897e-09,1.0074093384889897e-09
2012,7.489441762637788e-07,7.489441762637788e-07,8.66661496536279e-10,8.66661496536279e-10
2013,7.145188517045296e-07,7.145188517045296e-07,8.227957521660706e-10,8.227957521660706e-10
2014,6.769079001449947e-07,6.769079001449947e-07,8.238776407130745e-10,8.238776407130745e-10
2015,6.292351883985248e-07,6.292351883985248e-07,7.670716799841009e-10,7.670716799841009e-10
2016,5.934552120834269e-07,5.934552120834269e-07,6.367074843551177e-10,6.367074843551177e-10
2017,5.794547585461866e-07,5.794547585461866e-07,5.470007086172402e-10,5.470007086172402e-10
2018,5.762385114849167e-07,5.762385114849167e-07,4.939169573336955e-10,4.939169573336955e-10
2019,5.442150055046113e-07,5.442150055046113e-07,5.332934441271142e-10,5.332934441271142e-10
