ngram,Bug,Bugn,Byug,Boug,Brug
1876,4.0270333556691185e-07,4.721000098787239e-10,7.950499227225651e-10,1.8910697262088305e-08,6.565877289485148e-08
1877,4.257962749371862e-07,4.721000098787239e-10,9.552387055958685e-10,1.93446103580186e-08,7.412382682251259e-08
1878,4.3994975840178085e-07,4.315239475273712e-10,1.019228019443525e-09,1.855146918623112e-08,7.270042701179591e-08
1879,4.22931435650753e-07,4.2548605115401625e-10,1.1817212922490432e-09,1.7500367758113304e-08,7.071554871832372e-08
1880,4.2697992950836904e-07,2.572068946715689e-10,1.1572330157630768e-09,1.7470308755207498e-08,6.647976899135496e-08
1881,4.1761630395090575e-07,2.1746617998427301e-10,1.2040139678910172e-09,1.4528591789948159e-08,6.31810784008329e-08
1882,4.4242433513578104e-07,1.7735114963914255e-10,1.2781263428581928e-09,1.1572781717055541e-08,6.460014085567828e-08
1883,4.7154538102794117e-07,1.0068718081512884e-10,1.2149569287142219e-09,1.024680857624511e-08,6.224688777121758e-08
1884,5.005147605580922e-07,1.0068718081512884e-10,1.0313170397045569e-09,9.768509651968721e-09,5.240337383075452e-08
1885,5.474340736912251e-07,1.2971045864380264e-10,9.442221568115424e-10,8.90479781975476e-09,4.9332440608753e-08
1886,5.92126208890217e-07,1.2238526065593598e-10,8.377685489779907e-10,8.441121738097682e-09,4.877316531600887e-08
1887,6.093417661239593e-07,8.42458622704204e-11,8.720256302766468e-10,7.439220953539152e-09,4.748328054558572e-08
1888,6.394913936804057e-07,8.42458622704204e-11,9.077802993433843e-10,7.234270801451512e-09,4.9891253541188366e-08
1889,6.404379096888338e-07,1.6275855068454652e-10,8.180064126062092e-10,7.141748747940824e-09,4.699898324491057e-08
1890,6.366453330234176e-07,1.6275855068454652e-10,8.412900495294703e-10,7.867275466009817e-09,4.995951893452652e-08
1891,6.303792474682268e-07,1.8836360249352424e-10,8.314783385619608e-10,7.622585483448217e-09,4.99176014808914e-08
1892,5.847988445241623e-07,1.818119067996195e-10,8.633181114436894e-10,7.847361681103036e-09,4.790886620753554e-08
1893,5.580443200869922e-07,1.5422329088402416e-10,8.637450714983024e-10,7.78697316152131e-09,4.446319020904152e-08
1894,5.451176800111821e-07,1.265893223578729e-10,9.40950757786853e-10,7.736246246789084e-09,4.271393575347052e-08
1895,5.456668524012847e-07,1.4776053000201524e-10,9.90645783659007e-10,8.57320449552747e-09,3.9411976666363964e-08
1896,5.487030380533855e-07,6.924784158788912e-11,9.828643335715474e-10,8.842255689549866e-09,3.700010989656935e-08
1897,5.682510350522665e-07,8.782459680136055e-11,9.611274672963584e-10,8.605911729274242e-09,3.35414086346678e-08
1898,5.65104280829993e-07,8.025771317373857e-11,1.0181463767316196e-09,9.282571727149097e-09,3.297702250953145e-08
1899,5.945676499712655e-07,7.600003761241782e-11,9.829017679128883e-10,9.654424244181265e-09,3.250419692132514e-08
1900,6.253990493730401e-07,7.600003761241782e-11,8.806729314057651e-10,9.429136265432753e-09,3.340856404219851e-08
1901,6.388917605753315e-07,1.7882015511196314e-10,7.062101776383096e-10,9.060600714150269e-09,3.246028335013307e-08
1902,6.280736621582556e-07,1.748672377534431e-10,5.805895526249977e-10,8.592215891159834e-09,3.363855048478724e-08
1903,6.183194370480903e-07,2.386238171344804e-10,5.47444002828103e-10,8.378496055680022e-09,3.545201947880676e-08
1904,6.087343048680591e-07,2.2004706192100898e-10,5.44236639881441e-10,8.548527980727677e-09,3.161884620794808e-08
1905,6.121809000043348e-07,5.374398783151792e-10,5.88476251855192e-10,8.512478087498363e-09,3.0361836727316975e-08
1906,6.030930340524979e-07,5.657709301054581e-10,6.11409462741059e-10,8.15018985633742e-09,2.9131944602665627e-08
1907,5.693438782015749e-07,6.683221515884392e-10,6.485191193585291e-10,8.065585786555727e-09,2.8995148377524467e-08
1908,5.805860772462828e-07,6.890221171396149e-10,6.074212799411782e-10,7.953510738900604e-09,2.9046544725019885e-08
1909,5.885927164074798e-07,6.718038268539926e-10,6.04015884927581e-10,7.688872015267277e-09,2.845959861425789e-08
1910,5.911247334162389e-07,8.559772573286345e-10,6.366765368883063e-10,8.0963201857084e-09,2.5960116849838803e-08
1911,5.982124256271553e-07,8.699551892358112e-10,5.797362748590932e-10,8.61447319826831e-09,2.8549124207545773e-08
1912,6.513868535356388e-07,5.633524202686147e-10,4.56095865440455e-10,8.357138473310703e-09,2.764905840787638e-08
1913,6.656409254901519e-07,5.739991379031092e-10,4.6430844684903454e-10,9.399352153747844e-09,2.7412640538467973e-08
1914,6.707524237624187e-07,5.445303612778523e-10,4.641400260161989e-10,9.090149077906062e-09,2.5384786336449646e-08
1915,6.505441011280968e-07,4.688264459191365e-10,5.163847345755559e-10,8.778496405982748e-09,2.79572449000755e-08
1916,6.607085733126691e-07,5.440857605723945e-10,4.638024032293282e-10,8.521461695007052e-09,3.104910690459357e-08
1917,6.875149551888171e-07,5.894361665426118e-10,5.070425210648314e-10,7.58103922495122e-09,3.0500570196474134e-08
1918,6.80328655887154e-07,6.042187127614745e-10,4.802935807005479e-10,6.493679498882037e-09,2.8843248805238934e-08
1919,6.393703171982322e-07,6.038019905491814e-10,5.224940956084976e-10,5.967478955426486e-09,3.2196333472305535e-08
1920,6.359176966595572e-07,6.162152792001305e-10,5.29513203125934e-10,5.5720786714833335e-09,3.821570437878563e-08
1921,6.332862605112106e-07,7.1180248401819e-10,4.564307582682099e-10,5.658733545236114e-09,4.030636497580937e-08
1922,6.30331206658801e-07,8.088940846505212e-10,3.767371414831189e-10,5.809964826702136e-09,4.083906292505292e-08
1923,6.254038485816896e-07,7.336347699972632e-10,3.9574030560477324e-10,5.45257915009399e-09,4.098970407540037e-08
1924,6.084552524043829e-07,5.136189469766097e-10,2.805044867017413e-10,5.87417283069515e-09,4.562040624632248e-08
1925,6.127975617736021e-07,5.078636439963852e-10,2.6036894465849715e-10,6.6735184997160755e-09,4.5916010549262865e-08
1926,6.075287371589054e-07,5.482210380103325e-10,2.3518614040390114e-10,7.0015440429520885e-09,4.7055393232702565e-08
1927,5.936546309775232e-07,4.786160733611616e-10,1.8785627815225732e-10,6.606227120897756e-09,4.5352634409872346e-08
1928,5.832609498871275e-07,3.5556539657033426e-10,1.8785627815225732e-10,6.713974201996312e-09,4.6783143200660304e-08
1929,5.852782416176134e-07,2.3594342551153906e-10,1.8785627815225732e-10,6.573277668207668e-09,4.659427992643421e-08
1930,5.688198874460275e-07,2.631708184708259e-10,1.3874938896231625e-10,6.6838853816721306e-09,4.7644184978220694e-08
1931,5.705230624438887e-07,2.1613923547761767e-10,1.6679387831215157e-10,6.926423054157535e-09,5.263100380911315e-08
1932,5.881171643652903e-07,2.404205525140059e-10,1.6743194925743817e-10,1.0393615936164582e-08,5.2212271078084475e-08
1933,5.69830311698232e-07,1.948188237716713e-10,1.67920340331053e-10,1.033290551534703e-08,5.187413749346044e-08
1934,5.608295379845783e-07,1.948188237716713e-10,1.4491145783335213e-10,9.64480311489118e-09,5.198978695172432e-08
1935,5.612883699411344e-07,2.1586684820614924e-10,1.4491145783335213e-10,9.422490280083399e-09,5.3052896932724384e-08
1936,5.504982790885801e-07,2.533933459883794e-10,1.4491145783335213e-10,9.732529766231274e-09,5.1682987286686255e-08
1937,5.590844044231094e-07,2.486083700015129e-10,1.673538748057725e-10,9.891784280569027e-09,4.876332962818911e-08
1938,5.636983766115528e-07,2.441276109837227e-10,1.1488785518170325e-10,8.805966241912496e-09,4.5880647598599874e-08
1939,5.522128227702134e-07,3.4620527476571436e-10,9.124460909060161e-11,1.5087981150177906e-08,4.764046173428531e-08
1940,5.883429951479359e-07,5.551774714554877e-10,4.4910291755303635e-11,1.4839330145629707e-08,4.851880268980884e-08
1941,6.239915088761856e-07,6.379131786296962e-10,2.2442416972420378e-11,1.4869029753482112e-08,5.5412571039629e-08
1942,6.445155317383719e-07,6.708783647660762e-10,4.735046283637396e-11,1.4797467124643454e-08,5.581486054292587e-08
1943,6.698927726184982e-07,6.295193949457101e-10,4.735046283637396e-11,1.4241442564915424e-08,5.6873334740105615e-08
1944,6.584104507315455e-07,6.260483005020895e-10,2.490804586395358e-11,1.3816413124700944e-08,5.560207659373516e-08
1945,6.367413496783618e-07,6.793737318742745e-10,2.490804586395358e-11,1.450666092012958e-08,5.150157050033093e-08
1946,6.302444229991774e-07,6.127500966941162e-10,9.110046249118296e-11,4.214638828413188e-09,5.271751517860983e-08
1947,5.956205524983358e-07,3.9716771736499265e-10,1.242144145477805e-10,4.112697959968159e-09,4.944225777998261e-08
1948,5.484075212994607e-07,3.315320101782149e-10,1.4131441453521124e-10,4.050405122413281e-09,4.322775864246913e-08
1949,5.551497516924948e-07,2.9992447612782666e-10,1.1640636867125766e-10,3.783630995814389e-09,3.825095618026353e-08
1950,5.321799514084497e-07,3.123111015833148e-10,1.1640636867125766e-10,3.786630564661664e-09,3.861864275985941e-08
1951,5.331585271051154e-07,3.0988887745569167e-10,1.1640636867125766e-10,4.220532145993161e-09,4.363656179253082e-08
1952,5.230306823835105e-07,2.504951444683355e-10,1.1640636867125766e-10,3.727639213175442e-09,4.233501904593595e-08
1953,5.091935731473183e-07,2.305115701492103e-10,6.590318866025616e-11,3.981073566044253e-09,4.025815592001436e-08
1954,4.990060062937118e-07,2.575024618137586e-10,4.7305192501274313e-11,3.9590799844851125e-09,4.8653449269409066e-08
1955,5.032311776176357e-07,3.8534498013133497e-10,7.36879495913786e-11,4.019173057859657e-09,4.735106503720285e-08
1956,4.726291779531623e-07,3.7119235264869236e-10,7.36879495913786e-11,4.117102309868821e-09,4.956998316580601e-08
1957,4.6418220530800423e-07,3.755835781271699e-10,7.36879495913786e-11,4.008304830906338e-09,5.121840983081581e-08
1958,4.592756031992654e-07,3.590344797259932e-10,1.0939337233680949e-10,3.868547545796527e-09,4.8389792490460034e-08
1959,4.670831401654141e-07,3.7723234853308847e-10,1.2068731133510876e-10,4.021709631985004e-09,4.890991180315853e-08
1960,4.5689716492753565e-07,3.25063263013308e-10,1.1558593566401193e-10,3.839505665784568e-09,5.0495795989036196e-08
1961,4.654106687342262e-07,3.715599465008752e-10,1.0106997976639625e-10,3.762730793610558e-09,4.3363120332579845e-08
1962,4.552776431410166e-07,2.3681918430242174e-10,5.758722268886121e-11,3.904051843710883e-09,4.166457705829478e-08
1963,4.4802074837337257e-07,2.720818699310433e-10,6.749107919360294e-11,3.757511952378374e-09,4.20049275362544e-08
1964,4.381641604465715e-07,2.608306239643936e-10,1.0346431945323126e-10,3.6929894380628117e-09,4.0856339771672926e-08
1965,4.3981271703939585e-07,3.6661160317847623e-10,1.0301922311249458e-10,3.4615139326327996e-09,3.913353044790061e-08
1966,4.296754119487949e-07,3.8548821377057e-10,9.17252841141953e-11,3.6506003299661772e-09,4.1113304506877416e-08
1967,4.365866378261022e-07,4.2796842657035125e-10,9.882678108403503e-11,3.647559841470281e-09,3.8995961253769044e-08
1968,4.2602037605580077e-07,3.9106312236089226e-10,1.1653986406853382e-10,3.837226758562906e-09,3.859961493292628e-08
1969,4.23536468880619e-07,3.898382519573751e-10,1.2551674977157035e-10,3.7935177221726235e-09,3.984906982168468e-08
1970,4.2212542439301615e-07,3.533205979772929e-10,1.2438240219538243e-10,4.0534184897467185e-09,3.944306367234926e-08
1971,4.327931476057399e-07,4.1584967116640014e-10,1.0631096300902802e-10,4.544700203469785e-09,3.728174797450785e-08
1972,4.215097249016253e-07,3.9702314352796364e-10,7.974608176189842e-11,4.269398850326971e-09,3.8391627908497735e-08
1973,4.2381282534214346e-07,4.68076168103071e-10,7.974608176189842e-11,3.6398705161033718e-09,3.642626416373267e-08
1974,4.1032159206874243e-07,4.720406159207182e-10,7.020422685648825e-11,3.053374362872928e-09,3.947239639907301e-08
1975,4.11477900895209e-07,5.081058698785945e-10,5.249114387198947e-11,2.8242745126710086e-09,3.863245824829521e-08
1976,4.1830283846268556e-07,5.634204333241196e-10,4.3514258168952935e-11,2.534363084473666e-09,3.734353677080955e-08
1977,4.189164063258691e-07,6.552787796503574e-10,3.4744749240399135e-11,2.594863641418905e-09,3.729602125547769e-08
1978,4.188702088673121e-07,6.718488503627234e-10,1.6842948167125218e-11,2.075420851050629e-09,3.6979511262659667e-08
1979,4.3455212659994557e-07,6.661714077197242e-10,8.147503009560607e-12,2.1307908136338126e-09,3.670478245153065e-08
1980,4.399474684240496e-07,6.677491932410057e-10,8.147503009560607e-12,2.174799594380415e-09,3.5391441904104274e-08
1981,4.437015174322109e-07,6.641252627202578e-10,1.5259597157297425e-11,2.1683156064306833e-09,3.299955661110029e-08
1982,4.507389316391449e-07,7.379736504426709e-10,1.5259597157297425e-11,2.1297604473653156e-09,3.334397291610003e-08
1983,4.618731525494825e-07,7.699147787563833e-10,3.7467114728200506e-11,2.133379520660331e-09,3.462750441940443e-08
1984,4.7426436416182174e-07,6.695429409310703e-10,5.216830142476933e-11,1.7392427498208463e-09,3.556320089208904e-08
1985,4.7467827763674517e-07,5.779320167273053e-10,5.216830142476933e-11,1.9205022175735766e-09,3.800652059737786e-08
1986,4.7275007578459085e-07,5.242892281035313e-10,7.980252173364225e-11,1.890023566224792e-09,3.783706529044853e-08
1987,4.834094633159631e-07,4.122749245169136e-10,9.986492387005695e-11,1.81865735169952e-09,4.1013740213559554e-08
1988,4.954981623736135e-07,3.865919727198884e-10,1.0539955614634927e-10,1.6839571007462188e-09,4.067058512191579e-08
1989,4.971697161896113e-07,2.701031660239701e-10,1.1870357970376689e-10,1.779389841820895e-09,4.288146117557647e-08
1990,4.999368213378017e-07,2.005004376811773e-10,1.0315352441273414e-10,1.7059181210500795e-09,4.0987678521072924e-08
1991,4.996610008285123e-07,1.629661440516461e-10,1.1472941148703088e-10,1.7914933029114115e-09,4.3494422539782004e-08
1992,5.196285347405397e-07,1.7394737882235412e-10,1.274541038185996e-10,2.001528974306309e-09,4.203197079277743e-08
1993,5.539529865927761e-07,1.5275451786414936e-10,1.3202668026306748e-10,2.9431703106398898e-09,4.2788822136279643e-08
1994,5.782740523890035e-07,1.6539210229546012e-10,1.184674080064888e-10,3.243655962873301e-09,4.246815419963111e-08
1995,6.31499347036879e-07,1.5044072584902146e-10,1.9348015203868307e-10,3.585551236870036e-09,4.4674091473747724e-08
1996,7.061572659949888e-07,1.984072335988899e-10,2.2429040420570067e-10,3.5554485546183757e-09,4.45005886108772e-08
1997,7.555243866720827e-07,1.9478748227481317e-10,2.2913799082353263e-10,3.72724686035854e-09,4.6810487422784975e-08
1998,7.890807134052531e-07,2.691072394684595e-10,2.0286091705266707e-10,5.012131662088645e-09,4.68487907515477e-08
1999,8.27010532183132e-07,2.8162056317900964e-10,1.9555946891609237e-10,4.780245786508073e-09,4.7682974521226895e-08
2000,8.514812991831735e-07,2.907564913041354e-10,2.1008453657267445e-10,3.946281745825786e-09,4.713141267740996e-08
2001,8.789882112328737e-07,2.850268919694722e-10,2.1372286678517886e-10,3.793215202258742e-09,4.596799081062792e-08
2002,8.865345567496011e-07,2.829897368026936e-10,1.2328444713517938e-10,3.5133681678242314e-09,4.550529908442513e-08
2003,8.6148153448968e-07,2.142498341438172e-10,9.980272065129065e-11,3.5822561425139352e-09,4.364298586015788e-08
2004,8.70297266633965e-07,2.0133282838516057e-10,9.839076379033632e-11,3.4132372008142754e-09,4.4749818073341885e-08
2005,8.915237279844794e-07,1.2541239624178476e-10,1.629824806860723e-10,2.420463464579216e-09,4.384190940446128e-08
2006,9.002439307031247e-07,9.774283218117702e-11,1.7299895345633332e-10,2.258652439682659e-09,4.5655578365507865e-08
2007,8.974657735702099e-07,9.289986686668504e-11,1.6383721859350838e-10,2.3700640180582664e-09,4.846813134966916e-08
2008,9.045294210149482e-07,8.849018591296419e-11,1.8015115589774056e-10,2.289367647837334e-09,5.2339097627347135e-08
2009,8.951936040700405e-07,8.605043661751616e-11,1.7478260208195603e-10,2.154917569782303e-09,5.3946007280306474e-08
2010,8.839960839525572e-07,8.891702255439275e-11,1.5824394894646344e-10,2.025071562819899e-09,5.7389721165788746e-08
2011,8.915074951281505e-07,7.882393051764477e-11,1.527932539915503e-10,2.0272678060072126e-09,5.916219691926017e-08
2012,9.012736411152998e-07,7.385533702465783e-11,8.82015370958143e-11,1.8396067447135067e-09,6.082198719273687e-08
2013,9.102521159677832e-07,7.426423811225063e-11,7.811284283089557e-11,2.5051427678311556e-09,6.43020240228712e-08
2014,9.338113825054149e-07,6.352991595094868e-11,4.054271328379766e-11,2.5965447649132857e-09,6.571199356082097e-08
2015,9.295031223440933e-07,6.394869009329618e-11,1.9517987176872633e-11,2.581522479910043e-09,6.862385555044576e-08
2016,9.18581430856388e-07,6.190981755027636e-11,4.4551930349277595e-11,3.379169325309509e-09,6.821534473796678e-08
2017,9.435277850874021e-07,3.879463532826163e-11,4.7201039951594304e-11,3.6605677008102098e-09,6.948287989416713e-08
2018,9.338405106973369e-07,4.655356239391395e-11,5.014189202734443e-11,4.022217958699059e-09,6.992578960307583e-08
2019,9.29364603052818e-07,5.819195299239244e-11,6.267736503418053e-11,4.373639922450323e-09,7.164264204106985e-08
