ngram,Wipro,Wi,Wi,Wip
1880,0.0,1.0658863922279643e-06,1.0658863922279643e-06,1.4534786850285895e-08
1881,0.0,1.064949726371976e-06,1.064949726371976e-06,1.3216534041785418e-08
1882,0.0,1.0726367918323376e-06,1.0726367918323376e-06,9.944333499513545e-09
1883,0.0,1.0997095257282905e-06,1.0997095257282905e-06,1.0240629312794982e-08
1884,0.0,1.0859203192532213e-06,1.0859203192532213e-06,9.500480037592598e-09
1885,0.0,1.0818393028395285e-06,1.0818393028395285e-06,9.12300205221531e-09
1886,2.7588615915595328e-11,1.0788027761269144e-06,1.0788027761269144e-06,9.357125693324316e-09
1887,5.5222584441746594e-11,1.0682030863660787e-06,1.0682030863660787e-06,9.45852653342984e-09
1888,5.5222584441746594e-11,1.0810501050530417e-06,1.0810501050530417e-06,9.105621209418554e-09
1889,5.5222584441746594e-11,1.0534580740438417e-06,1.0534580740438417e-06,1.483932170793472e-08
1890,5.5222584441746594e-11,1.0213407303386442e-06,1.0213407303386442e-06,1.086531493348681e-08
1891,5.5222584441746594e-11,1.0369009666127177e-06,1.0369009666127177e-06,1.0435407902877257e-08
1892,5.5222584441746594e-11,1.0280874594822568e-06,1.0280874594822568e-06,1.0560929591158746e-08
1893,2.7633968526151266e-11,1.0372398508349891e-06,1.0372398508349891e-06,1.005613455998652e-08
1894,0.0,1.0400583911567601e-06,1.0400583911567601e-06,1.0409371872402825e-08
1895,0.0,1.013246503589471e-06,1.013246503589471e-06,1.0513959195331983e-08
1896,0.0,1.0165885636784618e-06,1.0165885636784618e-06,4.227989450608252e-09
1897,7.244934810809614e-10,9.97896677290555e-07,9.97896677290555e-07,3.450940739518111e-09
1898,7.244934810809614e-10,1.013900730738117e-06,1.013900730738117e-06,4.272517831590708e-09
1899,7.244934810809614e-10,1.0071651347841128e-06,1.0071651347841128e-06,3.927403894162954e-09
1900,7.244934810809614e-10,9.822443384369502e-07,9.822443384369502e-07,6.766896186251512e-09
1901,7.244934810809614e-10,9.671341802329283e-07,9.671341802329283e-07,6.7846553771947325e-09
1902,7.244934810809614e-10,9.719562074548906e-07,9.719562074548906e-07,7.067448087078836e-09
1903,7.244934810809614e-10,9.399458593049661e-07,9.399458593049661e-07,7.652127407910468e-09
1904,0.0,9.518807522519117e-07,9.518807522519117e-07,8.279862287860088e-09
1905,0.0,8.884114046330589e-07,8.884114046330589e-07,7.643812852517077e-09
1906,0.0,8.873720714421194e-07,8.873720714421194e-07,7.659312612722552e-09
1907,0.0,8.825027992185954e-07,8.825027992185954e-07,5.449218219512529e-09
1908,0.0,8.623057965451153e-07,8.623057965451153e-07,5.885743765381741e-09
1909,0.0,8.349959931105591e-07,8.349959931105591e-07,5.441760565970201e-09
1910,0.0,8.321828204316262e-07,8.321828204316262e-07,5.695348890912198e-09
1911,0.0,7.931426791531391e-07,7.931426791531391e-07,6.6386485515173325e-09
1912,0.0,7.688100172994641e-07,7.688100172994641e-07,6.956273462017342e-09
1913,0.0,7.500095112586028e-07,7.500095112586028e-07,7.336835202867828e-09
1914,0.0,7.400868915803065e-07,7.400868915803065e-07,6.7646026240859265e-09
1915,0.0,7.352262839179145e-07,7.352262839179145e-07,6.167389487998776e-09
1916,0.0,7.329502734267277e-07,7.329502734267277e-07,6.081486013189062e-09
1917,0.0,7.408367131184994e-07,7.408367131184994e-07,5.6795881965752775e-09
1918,0.0,7.422333640403979e-07,7.422333640403979e-07,4.855095849163961e-09
1919,0.0,7.609264928630312e-07,7.609264928630312e-07,4.402632766290335e-09
1920,0.0,7.69518984660473e-07,7.69518984660473e-07,4.8405407618698095e-09
1921,0.0,7.900374774700529e-07,7.900374774700529e-07,5.0227441888190634e-09
1922,2.4151296042416804e-11,8.104758860229464e-07,8.104758860229464e-07,5.253669118790835e-09
1923,4.870474063738734e-11,8.367176178580849e-07,8.367176178580849e-07,5.759697607743419e-09
1924,4.870474063738734e-11,8.486204023938626e-07,8.486204023938626e-07,5.839315887966125e-09
1925,4.870474063738734e-11,8.652616624463658e-07,8.652616624463658e-07,5.89093719836699e-09
1926,9.455066689907049e-11,8.859142245195731e-07,8.859142245195731e-07,6.6535302347046715e-09
1927,9.455066689907049e-11,8.933455757999451e-07,8.933455757999451e-07,6.651251676410246e-09
1928,1.6297912820904615e-10,8.753881957090925e-07,8.753881957090925e-07,7.275112766182344e-09
1929,2.1468522396325288e-10,8.762351139271882e-07,8.762351139271882e-07,7.66541795117957e-09
1930,4.35178317984405e-10,8.484510739695647e-07,8.484510739695647e-07,7.415745795213979e-09
1931,5.401103572325436e-10,8.46613789105634e-07,8.46613789105634e-07,7.299139451585493e-09
1932,5.637536033236452e-10,8.362908455897664e-07,8.362908455897664e-07,9.290880192176182e-09
1933,5.17907677061962e-10,8.45778385740102e-07,8.45778385740102e-07,9.581095789761612e-09
1934,5.17907677061962e-10,8.479726147925248e-07,8.479726147925248e-07,9.476346564594808e-09
1935,4.939238819533034e-10,8.635639931396457e-07,8.635639931396457e-07,1.0356930297510708e-08
1936,4.390039225001173e-10,8.684531768007478e-07,8.684531768007478e-07,1.024065524443277e-08
1937,2.1639980085641497e-10,9.034579875333293e-07,9.034579875333293e-07,1.1081269806518484e-08
1938,1.3322001240252083e-10,9.082773187531399e-07,9.082773187531399e-07,1.1142617305028222e-08
1939,1.095767663114192e-10,9.431585356521412e-07,9.431585356521412e-07,9.038611446600596e-09
1940,1.095767663114192e-10,9.386632119198371e-07,9.386632119198371e-07,8.324459026860204e-09
1941,1.3715533669118278e-10,9.502555583042392e-07,9.502555583042392e-07,8.860890243767017e-09
1942,1.176187163538194e-10,1.0389239102031361e-06,1.0389239102031361e-06,7.915075261877291e-09
1943,3.1121453231935144e-10,1.0661293978435943e-06,1.0661293978435943e-06,8.284123101783995e-09
1944,3.077434378757309e-10,1.0711337462713085e-06,1.0711337462713085e-06,8.272273405956249e-09
1945,2.8599118708148655e-10,1.0835023220222086e-06,1.0835023220222086e-06,8.38117607062015e-09
1946,2.8599118708148655e-10,1.081544488507851e-06,1.081544488507851e-06,9.950515015130383e-09
1947,3.025481631097853e-10,1.096548682458628e-06,1.096548682458628e-06,1.1629065139422729e-08
1948,2.7496959273002174e-10,1.1089580149408512e-06,1.1089580149408512e-06,1.2905072375803326e-08
1949,2.5006154686606814e-10,1.0479609337770462e-06,1.0479609337770462e-06,1.6852046805634506e-08
1950,3.552829855709863e-11,1.0353671119186662e-06,1.0353671119186662e-06,1.8430962978044363e-08
1951,4.965517283065221e-11,1.2801143124566546e-06,1.2801143124566546e-06,1.8830530468250117e-08
1952,4.965517283065221e-11,1.3075745885414238e-06,1.3075745885414238e-06,2.0100410859567675e-08
1953,4.965517283065221e-11,1.3271003516430419e-06,1.3271003516430419e-06,2.0879838683437616e-08
1954,3.309819680235344e-11,1.323426626445975e-06,1.323426626445975e-06,2.1179044930517777e-08
1955,9.107520491737274e-11,1.3389511000890967e-06,1.3389511000890967e-06,2.200374473103141e-08
1956,9.107520491737274e-11,1.3579652886619442e-06,1.3579652886619442e-06,1.9198533175922095e-08
1957,1.1656265635246703e-10,1.3637168032281416e-06,1.3637168032281416e-06,1.9376885239198926e-08
1958,8.34644595501136e-11,1.125405658188226e-06,1.125405658188226e-06,2.0237565528142502e-08
1959,9.475839854841287e-11,1.1150329198374363e-06,1.1150329198374363e-06,2.031440818736233e-08
1960,1.265219823750766e-10,1.1161874096744993e-06,1.1161874096744993e-06,1.8374914669193132e-08
1961,1.6028869005900249e-10,1.1540088767755411e-06,1.1540088767755411e-06,1.7115659746634393e-08
1962,1.023116819439832e-10,1.1599401302321764e-06,1.1599401302321764e-06,1.516897604350983e-08
1963,1.617348229549747e-10,1.1503641254811164e-06,1.1503641254811164e-06,1.546154607520326e-08
1964,1.362473715198804e-10,1.1627826097537763e-06,1.1627826097537763e-06,1.656917384248605e-08
1965,1.4506245312105393e-10,1.178377082006981e-06,1.178377082006981e-06,1.596720432063746e-08
1966,1.3376851412275466e-10,1.1718638493870718e-06,1.1718638493870718e-06,1.7795984495551564e-08
1967,4.292580437928858e-10,1.1647955976254058e-06,1.1647955976254058e-06,1.8660752689113125e-08
1968,4.132044190934587e-10,1.1403684376481188e-06,1.1403684376481188e-06,1.8451099188203964e-08
1969,4.132044190934587e-10,1.128657491530508e-06,1.128657491530508e-06,1.7943362097737137e-08
1970,3.537812780824672e-10,1.1959504523214752e-06,1.1959504523214752e-06,1.721222504207682e-08
1971,3.89584880229015e-10,1.261754391634895e-06,1.261754391634895e-06,1.4596277075895614e-08
1972,4.2424702441566456e-10,1.252322281938437e-06,1.252322281938437e-06,1.4044760909825982e-08
1973,4.6551750747842695e-10,1.3639867607448001e-06,1.3639867607448001e-06,1.0960287534698767e-08
1974,2.523294371067511e-10,1.4082898392838876e-06,1.4082898392838876e-06,1.059790388779902e-08
1975,5.427773746331204e-10,1.4912759849851552e-06,1.4912759849851552e-06,1.18564612096504e-08
1976,6.552874076692916e-10,1.5821471249312578e-06,1.5821471249312578e-06,1.1652982578880255e-08
1977,7.355515204857507e-10,1.5576330919689748e-06,1.5576330919689748e-06,1.1442233319566445e-08
1978,8.058269924353973e-10,1.5396391128368642e-06,1.5396391128368642e-06,1.1923426944195268e-08
1979,1.6807799874118956e-09,1.6251263852089842e-06,1.6251263852089842e-06,1.1962421910181677e-08
1980,3.003117524499491e-09,1.6672419665805397e-06,1.6672419665805397e-06,1.2998747728991994e-08
1981,3.5375853912889e-09,1.7403715284152504e-06,1.7403715284152504e-06,1.2689966030369045e-08
1982,5.126767098152994e-09,1.7479108659504812e-06,1.7479108659504812e-06,1.1349131158665062e-08
1983,7.819806635556148e-09,1.8365324032337021e-06,1.8365324032337021e-06,1.1364016648331341e-08
1984,1.103260840621242e-08,1.923834669729071e-06,1.923834669729071e-06,1.1213476115910583e-08
1985,1.4095054076282817e-08,2.0297937908253516e-06,2.0297937908253516e-06,1.06010389038553e-08
1986,1.7687910437911925e-08,2.2691527874485473e-06,2.2691527874485473e-06,1.0106876224824646e-08
1987,2.269745915027345e-08,2.4749033887668962e-06,2.4749033887668962e-06,9.540335251959472e-09
1988,3.0269578335914305e-08,2.676568539884881e-06,2.676568539884881e-06,9.6966130363236e-09
1989,3.876267763912113e-08,2.8420670982346304e-06,2.8420670982346304e-06,9.738541401865014e-09
1990,4.525760261791285e-08,3.0057943019658395e-06,3.0057943019658395e-06,9.397451007840476e-09
1991,5.127975910568239e-08,3.2034907755067773e-06,3.2034907755067773e-06,9.038319997196303e-09
1992,5.72030265694983e-08,3.282515048600284e-06,3.282515048600284e-06,8.497222100548437e-09
1993,6.196085625528472e-08,3.275652228954381e-06,3.275652228954381e-06,8.281595916973369e-09
1994,6.432790604955179e-08,3.520732889228384e-06,3.520732889228384e-06,7.999135512700865e-09
1995,6.494704406025318e-08,3.69197245423233e-06,3.69197245423233e-06,7.4181437500645384e-09
1996,6.727411719761481e-08,3.439434132295511e-06,3.439434132295511e-06,7.4122169354698795e-09
1997,7.01689941706718e-08,3.6507208278635517e-06,3.6507208278635517e-06,8.062957666611835e-09
1998,7.878224701179143e-08,3.704556677673411e-06,3.704556677673411e-06,8.733101353186612e-09
1999,8.397528006298671e-08,3.86408425713723e-06,3.86408425713723e-06,9.06384687939164e-09
2000,9.340929502903756e-08,4.032332429103137e-06,4.032332429103137e-06,9.783933536360628e-09
2001,1.0591544707949652e-07,3.5960133573098574e-06,3.5960133573098574e-06,9.66897013248464e-09
2002,1.2352115216377309e-07,3.1990388963874594e-06,3.1990388963874594e-06,9.83865649268572e-09
2003,1.40725992382938e-07,3.302156187601213e-06,3.302156187601213e-06,9.927933142250822e-09
2004,1.8299801293356461e-07,2.868991470807357e-06,2.868991470807357e-06,1.0123470950418323e-08
2005,1.9156704667011581e-07,2.6677723943586377e-06,2.6677723943586377e-06,9.408000600785726e-09
2006,1.9893899759283939e-07,2.473880532046938e-06,2.473880532046938e-06,9.170655853755046e-09
2007,1.9809777792748458e-07,2.3058174097708876e-06,2.3058174097708876e-06,9.399367633428873e-09
2008,1.9399451746591823e-07,2.553527679083345e-06,2.553527679083345e-06,9.178219834942475e-09
2009,1.795552993907482e-07,2.777290368222956e-06,2.777290368222956e-06,1.0701351677815701e-08
2010,1.5956064203237474e-07,2.7892998722174004e-06,2.7892998722174004e-06,1.038526337942309e-08
2011,1.1250717792319977e-07,2.8642355118790874e-06,2.8642355118790874e-06,9.445733719003004e-09
2012,9.705783402377424e-08,2.9365474217359278e-06,2.9365474217359278e-06,8.953448205062386e-09
2013,8.629038918326972e-08,2.9910856937931385e-06,2.9910856937931385e-06,8.84140754260037e-09
2014,7.76925003062193e-08,2.9222286944527047e-06,2.9222286944527047e-06,7.621390122177933e-09
2015,6.796769927827232e-08,2.7498873090995142e-06,2.7498873090995142e-06,7.232389702999902e-09
2016,6.536792592929227e-08,2.761132918749354e-06,2.761132918749354e-06,5.247815039664618e-09
2017,6.468026588398364e-08,2.8921690879239272e-06,2.8921690879239272e-06,5.004817264323928e-09
2018,6.723684791154483e-08,2.9753779926977588e-06,2.9753779926977588e-06,5.01787860152092e-09
2019,6.471177105282777e-08,2.987771495099878e-06,2.987771495099878e-06,5.2818047158176284e-09
