ngram,DBS,DB,DBS,DB
1875,1.785524046076554e-08,4.0473027037738317e-07,1.785524046076554e-08,4.0473027037738317e-07
1876,1.7832131200228625e-08,3.9244782458678985e-07,1.7832131200228625e-08,3.9244782458678985e-07
1877,1.637702862211654e-08,4.1393168511863874e-07,1.637702862211654e-08,4.1393168511863874e-07
1878,1.6544469540389983e-08,4.529650011266183e-07,1.6544469540389983e-08,4.529650011266183e-07
1879,3.3871424395418414e-08,4.791627158543374e-07,3.3871424395418414e-08,4.791627158543374e-07
1880,3.2165558343828186e-08,4.800369716966608e-07,3.2165558343828186e-08,4.800369716966608e-07
1881,3.46760525055905e-08,4.770593307057425e-07,3.46760525055905e-08,4.770593307057425e-07
1882,3.7233934284992235e-08,4.768312911502497e-07,3.7233934284992235e-08,4.768312911502497e-07
1883,3.968601269832561e-08,4.7565587075431335e-07,3.968601269832561e-08,4.7565587075431335e-07
1884,4.0871917025445525e-08,4.6117590711349165e-07,4.0871917025445525e-08,4.6117590711349165e-07
1885,4.1909092196590336e-08,4.247422477224713e-07,4.1909092196590336e-08,4.247422477224713e-07
1886,2.4912347359621175e-08,3.983619600538597e-07,2.4912347359621175e-08,3.983619600538597e-07
1887,2.6410521008252933e-08,4.0660286312491477e-07,2.6410521008252933e-08,4.0660286312491477e-07
1888,2.4506791009214013e-08,4.0768478421731355e-07,2.4506791009214013e-08,4.0768478421731355e-07
1889,2.2621381085790356e-08,4.1543443834208507e-07,2.2621381085790356e-08,4.1543443834208507e-07
1890,2.065579402759405e-08,4.172826452629254e-07,2.065579402759405e-08,4.172826452629254e-07
1891,2.103470439099705e-08,4.20099606149701e-07,2.103470439099705e-08,4.20099606149701e-07
1892,2.0874888611339363e-08,4.2011888012893905e-07,2.0874888611339363e-08,4.2011888012893905e-07
1893,2.0473271585988836e-08,4.194280945414773e-07,2.0473271585988836e-08,4.194280945414773e-07
1894,2.0073155328402337e-08,4.037411421060304e-07,2.0073155328402337e-08,4.037411421060304e-07
1895,2.1612944323123884e-08,4.0245278195730603e-07,2.1612944323123884e-08,4.0245278195730603e-07
1896,2.1602448845620918e-08,4.025351237097701e-07,2.1602448845620918e-08,4.025351237097701e-07
1897,2.2487444033864838e-08,4.3103379100882323e-07,2.2487444033864838e-08,4.3103379100882323e-07
1898,2.209610424789129e-08,4.381880793451793e-07,2.209610424789129e-08,4.381880793451793e-07
1899,2.1701566004545773e-08,4.381720819830142e-07,2.1701566004545773e-08,4.381720819830142e-07
1900,2.2721593749354596e-08,4.4213177423963703e-07,2.2721593749354596e-08,4.4213177423963703e-07
1901,2.2720575643120355e-08,4.567083026683706e-07,2.2720575643120355e-08,4.567083026683706e-07
1902,2.162401584777334e-08,4.6292886882578645e-07,2.162401584777334e-08,4.6292886882578645e-07
1903,2.1465367642089665e-08,4.5503792226294794e-07,2.1465367642089665e-08,4.5503792226294794e-07
1904,2.069802665768553e-08,4.1917927871639093e-07,2.069802665768553e-08,4.1917927871639093e-07
1905,2.0373392623745142e-08,4.4352441364026163e-07,2.0373392623745142e-08,4.4352441364026163e-07
1906,2.027817558314382e-08,4.499582441245106e-07,2.027817558314382e-08,4.499582441245106e-07
1907,1.9368979563085176e-08,4.773167704895189e-07,1.9368979563085176e-08,4.773167704895189e-07
1908,1.895040797299836e-08,4.824045406946555e-07,1.895040797299836e-08,4.824045406946555e-07
1909,1.8204231011509364e-08,4.894216049576374e-07,1.8204231011509364e-08,4.894216049576374e-07
1910,1.8483510341330397e-08,5.060223234717601e-07,1.8483510341330397e-08,5.060223234717601e-07
1911,1.7444426347879016e-08,5.335464387761541e-07,1.7444426347879016e-08,5.335464387761541e-07
1912,1.684327217381971e-08,4.781653249860288e-07,1.684327217381971e-08,4.781653249860288e-07
1913,1.5712784470370674e-08,4.599731531535716e-07,1.5712784470370674e-08,4.599731531535716e-07
1914,1.557530764679476e-08,4.1952912153776977e-07,1.557530764679476e-08,4.1952912153776977e-07
1915,1.5679019479567354e-08,3.936802386306226e-07,1.5679019479567354e-08,3.936802386306226e-07
1916,1.561162094836683e-08,3.660848538597098e-07,1.561162094836683e-08,3.660848538597098e-07
1917,1.5220313390581656e-08,3.3781260607871187e-07,1.5220313390581656e-08,3.3781260607871187e-07
1918,1.5881308205020365e-08,3.005911740469206e-07,1.5881308205020365e-08,3.005911740469206e-07
1919,1.583876534689515e-08,3.00371900558665e-07,1.583876534689515e-08,3.00371900558665e-07
1920,1.8863431324892384e-08,3.059402331473393e-07,1.8863431324892384e-08,3.059402331473393e-07
1921,1.9655312425267572e-08,2.9774915739315997e-07,1.9655312425267572e-08,2.9774915739315997e-07
1922,2.1712720129788262e-08,3.2287253962489816e-07,2.1712720129788262e-08,3.2287253962489816e-07
1923,2.3903065558629677e-08,3.5874018473285627e-07,2.3903065558629677e-08,3.5874018473285627e-07
1924,2.518846249038071e-08,4.308375147437411e-07,2.518846249038071e-08,4.308375147437411e-07
1925,2.7048707273991113e-08,4.584177345025507e-07,2.7048707273991113e-08,4.584177345025507e-07
1926,2.9302910827969494e-08,4.777002402533981e-07,2.9302910827969494e-08,4.777002402533981e-07
1927,2.8141552072773786e-08,4.890113700639631e-07,2.8141552072773786e-08,4.890113700639631e-07
1928,3.1934038905287055e-08,5.173293727368998e-07,3.1934038905287055e-08,5.173293727368998e-07
1929,3.097477601394465e-08,4.959789074681404e-07,3.097477601394465e-08,4.959789074681404e-07
1930,3.2852705444952335e-08,5.475035688310267e-07,3.2852705444952335e-08,5.475035688310267e-07
1931,3.597389560841943e-08,5.406980473513354e-07,3.597389560841943e-08,5.406980473513354e-07
1932,3.870932019367501e-08,5.323676849197259e-07,3.870932019367501e-08,5.323676849197259e-07
1933,3.921710676836808e-08,5.502409083289552e-07,3.921710676836808e-08,5.502409083289552e-07
1934,4.2186414615587505e-08,5.525626940133017e-07,4.2186414615587505e-08,5.525626940133017e-07
1935,3.9472225615051163e-08,5.728814228080279e-07,3.9472225615051163e-08,5.728814228080279e-07
1936,3.9719475962231495e-08,6.009511293671364e-07,3.9719475962231495e-08,6.009511293671364e-07
1937,3.770209490637301e-08,5.727421523715748e-07,3.770209490637301e-08,5.727421523715748e-07
1938,4.2074307974157166e-08,6.229913204996202e-07,4.2074307974157166e-08,6.229913204996202e-07
1939,3.899540474654779e-08,6.345977315699461e-07,3.899540474654779e-08,6.345977315699461e-07
1940,3.903580569897258e-08,6.384997155756926e-07,3.903580569897258e-08,6.384997155756926e-07
1941,3.625547557411275e-08,6.508850398339356e-07,3.625547557411275e-08,6.508850398339356e-07
1942,3.774791729987166e-08,6.303426484269689e-07,3.774791729987166e-08,6.303426484269689e-07
1943,3.776476680578915e-08,6.381783350661863e-07,3.776476680578915e-08,6.381783350661863e-07
1944,4.426253446305444e-08,6.4811918524096e-07,4.426253446305444e-08,6.4811918524096e-07
1945,4.619362720908222e-08,5.72651491178736e-07,4.619362720908222e-08,5.72651491178736e-07
1946,5.562375576013372e-08,6.063646732660086e-07,5.562375576013372e-08,6.063646732660086e-07
1947,5.6085922192242576e-08,6.766172841058246e-07,5.6085922192242576e-08,6.766172841058246e-07
1948,6.673067228949289e-08,7.133932789266899e-07,6.673067228949289e-08,7.133932789266899e-07
1949,7.473610200544759e-08,1.131851807453391e-06,7.473610200544759e-08,1.131851807453391e-06
1950,8.632212049925719e-08,1.1837025551488165e-06,8.632212049925719e-08,1.1837025551488165e-06
1951,9.407171067518253e-08,1.2440136824157629e-06,9.407171067518253e-08,1.2440136824157629e-06
1952,1.0501157581594661e-07,1.294670848242926e-06,1.0501157581594661e-07,1.294670848242926e-06
1953,1.1266319635946534e-07,1.4792758845162877e-06,1.1266319635946534e-07,1.4792758845162877e-06
1954,1.2860157941726618e-07,1.7493131768528007e-06,1.2860157941726618e-07,1.7493131768528007e-06
1955,1.4130616473754083e-07,1.7271586898459645e-06,1.4130616473754083e-07,1.7271586898459645e-06
1956,1.6123451323275211e-07,1.3962608704787272e-06,1.6123451323275211e-07,1.3962608704787272e-06
1957,1.8331396185138666e-07,1.3862793122955606e-06,1.8331396185138666e-07,1.3862793122955606e-06
1958,1.94764841207221e-07,1.3682414175621358e-06,1.94764841207221e-07,1.3682414175621358e-06
1959,2.1267772914208243e-07,1.3857943892097474e-06,2.1267772914208243e-07,1.3857943892097474e-06
1960,2.250659747460304e-07,1.2223819437297477e-06,2.250659747460304e-07,1.2223819437297477e-06
1961,2.4164015956427776e-07,9.225778805037927e-07,2.4164015956427776e-07,9.225778805037927e-07
1962,2.5908212616546476e-07,9.426980471159498e-07,2.5908212616546476e-07,9.426980471159498e-07
1963,2.8169771886561126e-07,8.920565619519039e-07,2.8169771886561126e-07,8.920565619519039e-07
1964,3.044457770329245e-07,8.93340248759549e-07,3.044457770329245e-07,8.93340248759549e-07
1965,3.521956232686664e-07,8.893602674626371e-07,3.521956232686664e-07,8.893602674626371e-07
1966,3.7899061615982124e-07,9.477828939452593e-07,3.7899061615982124e-07,9.477828939452593e-07
1967,4.1644174026649647e-07,9.749019714685607e-07,4.1644174026649647e-07,9.749019714685607e-07
1968,4.4834154420771354e-07,1.0037024529602995e-06,4.4834154420771354e-07,1.0037024529602995e-06
1969,4.899885815185761e-07,1.0730584075905166e-06,4.899885815185761e-07,1.0730584075905166e-06
1970,4.5933029671882e-07,1.184988369524425e-06,4.5933029671882e-07,1.184988369524425e-06
1971,4.2231004572710974e-07,1.2570710298729994e-06,4.2231004572710974e-07,1.2570710298729994e-06
1972,3.8899403266766187e-07,1.3416483365550188e-06,3.8899403266766187e-07,1.3416483365550188e-06
1973,3.540456471487882e-07,1.385969832361817e-06,3.540456471487882e-07,1.385969832361817e-06
1974,3.1858084322980827e-07,1.44928614125612e-06,3.1858084322980827e-07,1.44928614125612e-06
1975,2.806861739860064e-07,1.5083397134471203e-06,2.806861739860064e-07,1.5083397134471203e-06
1976,2.2280383201892358e-07,1.6633050076312169e-06,2.2280383201892358e-07,1.6633050076312169e-06
1977,2.741466614354847e-07,1.6756006776371838e-06,2.741466614354847e-07,1.6756006776371838e-06
1978,3.8565761022774883e-07,1.7260337829481744e-06,3.8565761022774883e-07,1.7260337829481744e-06
1979,5.30766584461162e-07,1.7999597698040555e-06,5.30766584461162e-07,1.7999597698040555e-06
1980,6.480966833675796e-07,1.8640247552476857e-06,6.480966833675796e-07,1.8640247552476857e-06
1981,7.792266225286377e-07,1.916338922975618e-06,7.792266225286377e-07,1.916338922975618e-06
1982,8.85017223189217e-07,2.0676844282466585e-06,8.85017223189217e-07,2.0676844282466585e-06
1983,9.756034923416986e-07,2.1305473053091972e-06,9.756034923416986e-07,2.1305473053091972e-06
1984,9.99342635818071e-07,2.223899384391968e-06,9.99342635818071e-07,2.223899384391968e-06
1985,9.66863134570823e-07,2.3424169707400973e-06,9.66863134570823e-07,2.3424169707400973e-06
1986,9.037155450641876e-07,2.4885560735908385e-06,9.037155450641876e-07,2.4885560735908385e-06
1987,8.811591263630752e-07,2.5529800658270167e-06,8.811591263630752e-07,2.5529800658270167e-06
1988,8.261209895213792e-07,2.790105359703635e-06,8.261209895213792e-07,2.790105359703635e-06
1989,7.948762816210677e-07,2.896464820878464e-06,7.948762816210677e-07,2.896464820878464e-06
1990,7.750492159175337e-07,2.93860060602518e-06,7.750492159175337e-07,2.93860060602518e-06
1991,7.830793720131624e-07,3.1373208782627316e-06,7.830793720131624e-07,3.1373208782627316e-06
1992,8.190622306106629e-07,3.2245192999523298e-06,8.190622306106629e-07,3.2245192999523298e-06
1993,9.684919421358375e-07,3.2538832458937705e-06,9.684919421358375e-07,3.2538832458937705e-06
1994,1.0134880150352338e-06,3.3373797642915245e-06,1.0134880150352338e-06,3.3373797642915245e-06
1995,1.1312782979595276e-06,3.33699456080337e-06,1.1312782979595276e-06,3.33699456080337e-06
1996,1.1955088358003455e-06,3.385143989882116e-06,1.1955088358003455e-06,3.385143989882116e-06
1997,1.250647325637796e-06,3.387313167227798e-06,1.250647325637796e-06,3.387313167227798e-06
1998,1.3075532641388626e-06,3.395580116765424e-06,1.3075532641388626e-06,3.395580116765424e-06
1999,1.4595830992090799e-06,3.506775296305672e-06,1.4595830992090799e-06,3.506775296305672e-06
2000,1.3693406474755778e-06,3.624158807724598e-06,1.3693406474755778e-06,3.624158807724598e-06
2001,1.4406273294298444e-06,3.6434524060626117e-06,1.4406273294298444e-06,3.6434524060626117e-06
2002,1.4277835914201984e-06,3.63065942110552e-06,1.4277835914201984e-06,3.63065942110552e-06
2003,1.4106585532707477e-06,3.627047980054548e-06,1.4106585532707477e-06,3.627047980054548e-06
2004,1.4370720496767068e-06,3.6857702525594505e-06,1.4370720496767068e-06,3.6857702525594505e-06
2005,1.4429000105207836e-06,3.6238402896872557e-06,1.4429000105207836e-06,3.6238402896872557e-06
2006,1.2649994200078903e-06,3.460337438809802e-06,1.2649994200078903e-06,3.460337438809802e-06
2007,1.2027720117657736e-06,3.306329485245182e-06,1.2027720117657736e-06,3.306329485245182e-06
2008,1.118531055713642e-06,3.3349706752362962e-06,1.118531055713642e-06,3.3349706752362962e-06
2009,1.0100891277683592e-06,3.378607873725871e-06,1.0100891277683592e-06,3.378607873725871e-06
2010,9.686934764171643e-07,3.2597468556819616e-06,9.686934764171643e-07,3.2597468556819616e-06
2011,9.07713992351741e-07,3.0830446706074454e-06,9.07713992351741e-07,3.0830446706074454e-06
2012,8.550705713007898e-07,2.922706211653089e-06,8.550705713007898e-07,2.922706211653089e-06
2013,8.587778990788917e-07,2.827468181619354e-06,8.587778990788917e-07,2.827468181619354e-06
2014,8.124393226743061e-07,2.6773394503314714e-06,8.124393226743061e-07,2.6773394503314714e-06
2015,7.562442760900012e-07,2.482496873718836e-06,7.562442760900012e-07,2.482496873718836e-06
2016,7.38979760431643e-07,2.2721432222689534e-06,7.38979760431643e-07,2.2721432222689534e-06
2017,7.315279807092642e-07,2.1920069457337377e-06,7.315279807092642e-07,2.1920069457337377e-06
2018,7.104556630110892e-07,2.1706178813474254e-06,7.104556630110892e-07,2.1706178813474254e-06
2019,6.799993599315712e-07,2.1746876655015512e-06,6.799993599315712e-07,2.1746876655015512e-06
