ngram,Williams,Wiliams,Willams,Wiliams
1631,6.377894326955616e-06,0.0,0.0,0.0
1632,9.401556756724208e-06,0.0,0.0,0.0
1633,1.2643818576764585e-05,0.0,1.3709279755858006e-07,0.0
1634,1.2868660348885896e-05,0.0,1.3709279755858006e-07,0.0
1635,1.0968823232815339e-05,0.0,1.3709279755858006e-07,0.0
1636,1.3752159507670772e-05,0.0,1.3709279755858006e-07,0.0
1637,1.1151600623244512e-05,0.0,1.3709279755858006e-07,0.0
1638,1.1134136116197624e-05,0.0,1.3709279755858006e-07,0.0
1639,9.200656921036301e-06,0.0,1.3709279755858006e-07,0.0
1640,6.32161590731682e-06,0.0,0.0,0.0
1641,7.010463101713478e-06,0.0,5.972208733900125e-08,0.0
1642,7.226362770649887e-06,0.0,5.972208733900125e-08,0.0
1643,1.0231456436875825e-05,0.0,5.972208733900125e-08,0.0
1644,1.235817144009031e-05,0.0,5.972208733900125e-08,0.0
1645,1.1948623409807624e-05,0.0,5.972208733900125e-08,0.0
1646,1.1664347458203597e-05,0.0,5.972208733900125e-08,0.0
1647,1.219447522414287e-05,0.0,5.972208733900125e-08,0.0
1648,1.1650384051011184e-05,0.0,4.584923577307823e-08,0.0
1649,1.2451445432556543e-05,0.0,4.584923577307823e-08,0.0
1650,7.063607654345105e-06,0.0,4.584923577307823e-08,0.0
1651,4.906732604987545e-06,0.0,4.584923577307823e-08,0.0
1652,5.7123504413019484e-06,0.0,4.584923577307823e-08,0.0
1653,5.5848251869455064e-06,0.0,4.584923577307823e-08,0.0
1654,4.439648916689164e-06,0.0,4.584923577307823e-08,0.0
1655,4.7673358299756984e-06,0.0,0.0,0.0
1656,7.873341896161687e-06,0.0,0.0,0.0
1657,1.0198467959656097e-05,0.0,0.0,0.0
1658,1.0691624230016064e-05,0.0,0.0,0.0
1659,1.0976226430362398e-05,0.0,0.0,0.0
1660,1.3023787638693257e-05,0.0,0.0,0.0
1661,1.3353854975710938e-05,0.0,0.0,0.0
1662,1.591507144179819e-05,0.0,0.0,0.0
1663,1.5996582955527367e-05,0.0,0.0,0.0
1664,1.4563939755264852e-05,0.0,0.0,0.0
1665,1.711419655034011e-05,0.0,0.0,0.0
1666,2.074116189630461e-05,0.0,0.0,0.0
1667,1.8404646458033574e-05,0.0,0.0,0.0
1668,1.852346144914918e-05,0.0,0.0,0.0
1669,1.5764130401813808e-05,0.0,0.0,0.0
1670,1.3762654264480392e-05,0.0,0.0,0.0
1671,1.2739041624497207e-05,0.0,0.0,0.0
1672,1.1522274137730295e-05,0.0,0.0,0.0
1673,6.905535883561242e-06,0.0,0.0,0.0
1674,6.7438217489065466e-06,0.0,0.0,0.0
1675,6.39638996550015e-06,0.0,0.0,0.0
1676,6.288850727287354e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1677,5.261365199008391e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1678,5.5069305874764855e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1679,6.751973744810259e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1680,8.518679123881157e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1681,9.700643788944166e-06,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1682,1.1710296023790892e-05,4.2946510347974254e-08,0.0,4.2946510347974254e-08
1683,1.0900252066546403e-05,0.0,0.0,0.0
1684,1.0601382492885542e-05,0.0,0.0,0.0
1685,1.47926075767048e-05,0.0,0.0,0.0
1686,1.1926581627059412e-05,0.0,0.0,0.0
1687,1.1222564775640162e-05,0.0,0.0,0.0
1688,1.0092435916573908e-05,0.0,0.0,0.0
1689,8.215913567255484e-06,0.0,3.157116980543963e-08,0.0
1690,1.0674608769737201e-05,0.0,3.157116980543963e-08,0.0
1691,1.067873930488921e-05,0.0,3.157116980543963e-08,0.0
1692,6.363317977177628e-06,0.0,3.157116980543963e-08,0.0
1693,7.274649338536879e-06,0.0,3.157116980543963e-08,0.0
1694,7.89027590794181e-06,0.0,3.157116980543963e-08,0.0
1695,8.246505396008225e-06,0.0,3.157116980543963e-08,0.0
1696,9.489325228579609e-06,0.0,0.0,0.0
1697,8.249984343170322e-06,0.0,0.0,0.0
1698,8.593016380992985e-06,0.0,0.0,0.0
1699,9.884043395556677e-06,0.0,0.0,0.0
1700,1.0205804431149903e-05,0.0,0.0,0.0
1701,8.733246366838493e-06,0.0,0.0,0.0
1702,9.248042780589977e-06,0.0,0.0,0.0
1703,7.949668932789272e-06,0.0,0.0,0.0
1704,6.838789464122133e-06,0.0,0.0,0.0
1705,7.043597016880605e-06,0.0,0.0,0.0
1706,5.766525971141943e-06,0.0,1.1075382896511395e-08,0.0
1707,4.916698279495384e-06,0.0,1.1075382896511395e-08,0.0
1708,4.8770284268227575e-06,0.0,1.1075382896511395e-08,0.0
1709,4.219478731621555e-06,0.0,2.3100399053938806e-08,0.0
1710,4.160121826706538e-06,0.0,2.3100399053938806e-08,0.0
1711,5.26543934548889e-06,0.0,2.3100399053938806e-08,0.0
1712,4.162724410759568e-06,0.0,2.3100399053938806e-08,0.0
1713,4.627392887154461e-06,0.0,1.2025016157427411e-08,0.0
1714,4.91433989476978e-06,0.0,5.0311458364506375e-08,0.0
1715,5.57225124404275e-06,0.0,5.0311458364506375e-08,0.0
1716,6.256935064032275e-06,0.0,3.828644220707897e-08,0.0
1717,6.900308140497405e-06,0.0,3.828644220707897e-08,0.0
1718,6.2632443911882414e-06,7.741756442263587e-09,3.828644220707897e-08,7.741756442263587e-09
1719,6.931657350963048e-06,7.741756442263587e-09,3.828644220707897e-08,7.741756442263587e-09
1720,7.538186049974424e-06,2.5864012899644096e-08,3.828644220707897e-08,2.5864012899644096e-08
1721,7.740598903183127e-06,2.5864012899644096e-08,0.0,2.5864012899644096e-08
1722,7.47744804487281e-06,2.5864012899644096e-08,0.0,2.5864012899644096e-08
1723,7.071635601667887e-06,2.5864012899644096e-08,0.0,2.5864012899644096e-08
1724,7.510197844697229e-06,2.5864012899644096e-08,5.870919750350367e-09,2.5864012899644096e-08
1725,7.64662198499926e-06,1.812225645738051e-08,5.870919750350367e-09,1.812225645738051e-08
1726,7.73818107648237e-06,1.812225645738051e-08,5.870919750350367e-09,1.812225645738051e-08
1727,1.021002682526679e-05,6.842715854255792e-09,5.870919750350367e-09,6.842715854255792e-09
1728,1.019026454481978e-05,6.842715854255792e-09,5.870919750350367e-09,6.842715854255792e-09
1729,1.079168506683865e-05,6.842715854255792e-09,5.870919750350367e-09,6.842715854255792e-09
1730,1.124727376528816e-05,6.842715854255792e-09,5.870919750350367e-09,6.842715854255792e-09
1731,1.267371603067399e-05,1.3809455420446933e-08,6.966739566191141e-09,1.3809455420446933e-08
1732,1.378016980067644e-05,1.3809455420446933e-08,1.3225263424081796e-08,1.3809455420446933e-08
1733,1.3972803182176513e-05,1.3809455420446933e-08,1.3225263424081796e-08,1.3809455420446933e-08
1734,1.1103833068253672e-05,6.966739566191141e-09,1.3225263424081796e-08,6.966739566191141e-09
1735,1.0325654232344408e-05,6.966739566191141e-09,1.3225263424081796e-08,6.966739566191141e-09
1736,9.489364304369832e-06,6.966739566191141e-09,1.3225263424081796e-08,6.966739566191141e-09
1737,9.397025645999488e-06,6.966739566191141e-09,1.3225263424081796e-08,6.966739566191141e-09
1738,1.0784769301608321e-05,0.0,6.258523857890655e-09,0.0
1739,1.1804168382566007e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1740,1.1633777538528583e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1741,1.1731954243389606e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1742,1.2550157602423237e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1743,1.3304554158821702e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1744,1.2562244364744402e-05,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1745,9.077492092858717e-06,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1746,6.54050180466064e-06,0.0,0.0,0.0
1747,6.0770531880344995e-06,0.0,4.159151753161236e-09,0.0
1748,6.0222380722864595e-06,0.0,4.159151753161236e-09,0.0
1749,5.6091145909574284e-06,0.0,4.159151753161236e-09,0.0
1750,5.076300567452563e-06,0.0,1.7354077540078705e-08,0.0
1751,6.03973593829973e-06,3.569138635433384e-09,1.7354077540078705e-08,3.569138635433384e-09
1752,6.2174502285675515e-06,3.569138635433384e-09,2.125266768920093e-08,3.569138635433384e-09
1753,6.3586371652490925e-06,3.569138635433384e-09,2.125266768920093e-08,3.569138635433384e-09
1754,6.508941688870047e-06,3.569138635433384e-09,1.7093515936039694e-08,3.569138635433384e-09
1755,5.982372580807091e-06,3.569138635433384e-09,1.7093515936039694e-08,3.569138635433384e-09
1756,6.103878149588127e-06,3.569138635433384e-09,1.7093515936039694e-08,3.569138635433384e-09
1757,6.258203354393897e-06,3.569138635433384e-09,3.898590149122226e-09,3.569138635433384e-09
1758,5.688149615577588e-06,0.0,7.00617494179109e-09,0.0
1759,6.845342730749897e-06,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1760,9.593340629570385e-06,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1761,9.80312298841974e-06,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1762,1.0498422852833755e-05,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1763,1.1706530131050386e-05,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1764,1.1950050065934192e-05,3.4787949029383267e-09,3.1075847926688637e-09,3.4787949029383267e-09
1765,1.2295635964879434e-05,3.4787949029383267e-09,0.0,3.4787949029383267e-09
1766,1.2599609622806643e-05,0.0,0.0,0.0
1767,1.1086941153085458e-05,0.0,0.0,0.0
1768,1.1316003500334254e-05,0.0,0.0,0.0
1769,1.095692596209119e-05,0.0,0.0,0.0
1770,1.0357645221249965e-05,0.0,0.0,0.0
1771,1.0608033919977191e-05,0.0,0.0,0.0
1772,1.1234495689547788e-05,0.0,0.0,0.0
1773,1.0878813879701608e-05,0.0,0.0,0.0
1774,1.087171384434831e-05,0.0,0.0,0.0
1775,1.1515543974383036e-05,0.0,0.0,0.0
1776,1.1531839910665959e-05,0.0,0.0,0.0
1777,1.2279127531655831e-05,0.0,0.0,0.0
1778,1.179875477776347e-05,0.0,0.0,0.0
1779,1.1241918725448028e-05,0.0,0.0,0.0
1780,1.0531085341166804e-05,2.349140310846971e-09,0.0,2.349140310846971e-09
1781,1.0666249246631715e-05,2.349140310846971e-09,0.0,2.349140310846971e-09
1782,1.0072690786598417e-05,2.349140310846971e-09,0.0,2.349140310846971e-09
1783,1.0577257333872175e-05,4.523739351368152e-09,0.0,4.523739351368152e-09
1784,1.0704801232870003e-05,6.188211467060358e-09,0.0,6.188211467060358e-09
1785,1.2092140423192177e-05,6.188211467060358e-09,3.236244795955047e-09,6.188211467060358e-09
1786,1.3976956194840437e-05,7.528309785089147e-09,3.236244795955047e-09,7.528309785089147e-09
1787,1.557701762067154e-05,5.179169474242176e-09,5.814528033657293e-09,5.179169474242176e-09
1788,1.5864960005274042e-05,5.179169474242176e-09,5.814528033657293e-09,5.179169474242176e-09
1789,1.647835116662983e-05,5.179169474242176e-09,5.814528033657293e-09,5.179169474242176e-09
1790,1.6481033136577545e-05,3.0045704337209956e-09,6.919376436899581e-09,3.0045704337209956e-09
1791,1.5992500006437433e-05,1.3400983180287896e-09,6.919376436899581e-09,1.3400983180287896e-09
1792,1.590646960331859e-05,2.428360369931072e-09,3.6831316409445337e-09,2.428360369931072e-09
1793,1.5535728120344823e-05,3.0603062940924376e-09,3.6831316409445337e-09,3.0603062940924376e-09
1794,1.4042983951055379e-05,3.0603062940924376e-09,1.1048484032422883e-09,3.0603062940924376e-09
1795,1.358262943540467e-05,3.973578418684351e-09,2.018120527834201e-09,3.973578418684351e-09
1796,1.3954099553562368e-05,4.921740031400239e-09,2.018120527834201e-09,4.921740031400239e-09
1797,1.465719989417786e-05,6.055587333163106e-09,2.047119426354779e-09,6.055587333163106e-09
1798,1.468814817988979e-05,8.37021404568158e-09,2.047119426354779e-09,8.37021404568158e-09
1799,1.4856282307716486e-05,8.483491179386452e-09,2.647889019158356e-09,8.483491179386452e-09
1800,1.4128290786175057e-05,7.334774755816755e-09,5.529536447771274e-09,7.334774755816755e-09
1801,1.4908341134806896e-05,9.656477205157086e-09,5.529536447771274e-09,9.656477205157086e-09
1802,1.4864228303070246e-05,8.743205080565173e-09,7.221025174633919e-09,8.743205080565173e-09
1803,1.4411000328047002e-05,9.901043159946506e-09,7.221025174633919e-09,9.901043159946506e-09
1804,1.39427567254253e-05,9.07227340870723e-09,6.392255423394642e-09,9.07227340870723e-09
1805,1.538075606991437e-05,9.354421808589158e-09,1.0806773190604905e-08,9.354421808589158e-09
1806,1.553618793488048e-05,9.962733305002303e-09,1.2791504680872582e-08,9.962733305002303e-09
1807,1.5316593947188396e-05,1.039473288396867e-08,1.1792848285198585e-08,1.039473288396867e-08
1808,1.6148942449945025e-05,9.249846412627351e-09,1.1792848285198585e-08,9.249846412627351e-09
1809,1.6845636699664673e-05,1.0335395333222713e-08,9.36901224855648e-09,1.0335395333222713e-08
1810,1.775653202327833e-05,1.1498460406045297e-08,1.0240762856764514e-08,1.1498460406045297e-08
1811,1.8569449951298467e-05,1.4005990145449232e-08,1.0404453187895513e-08,1.4005990145449232e-08
1812,1.7573780366676927e-05,1.2125339843294114e-08,6.228643680193459e-09,1.2125339843294114e-08
1813,1.9602161695989446e-05,1.3225180189075608e-08,5.0009983931786905e-09,1.3225180189075608e-08
1814,2.0978644377984373e-05,1.5940057274121955e-08,3.1180073602397685e-09,1.5940057274121955e-08
1815,2.1392772656067143e-05,1.901233684772511e-08,4.083710940833945e-09,1.901233684772511e-08
1816,2.2958835221028755e-05,1.9828515083832243e-08,5.994685985705977e-09,1.9828515083832243e-08
1817,2.4158132613852752e-05,1.998640173996234e-08,6.151020803812912e-09,1.998640173996234e-08
1818,2.4937011403380893e-05,2.0754491839422177e-08,6.75646208822148e-09,2.0754491839422177e-08
1819,2.5300584249115282e-05,2.0940151707853668e-08,6.517753828713271e-09,2.0940151707853668e-08
1820,2.3640267889797023e-05,1.9651826959383404e-08,6.486470408414594e-09,1.9651826959383404e-08
1821,2.3526018204782823e-05,1.8124153225837096e-08,7.386350198146374e-09,1.8124153225837096e-08
1822,2.2554772190882693e-05,1.6495204567336585e-08,6.794953330161288e-09,1.6495204567336585e-08
1823,2.1821055789977046e-05,1.7121807210125032e-08,5.6862928651416465e-09,1.7121807210125032e-08
1824,2.0491703773067066e-05,1.49019359391949e-08,4.926447472186624e-09,1.49019359391949e-08
1825,2.0475989263754206e-05,1.3600340916955896e-08,6.2579576124274385e-09,1.3600340916955896e-08
1826,2.069456318817434e-05,1.412053521728954e-08,8.15392949985291e-09,1.412053521728954e-08
1827,2.0277618854639252e-05,1.3649445637245857e-08,8.709627971218277e-09,1.3649445637245857e-08
1828,2.032157213501965e-05,1.1979220028633466e-08,8.802711987903372e-09,1.1979220028633466e-08
1829,2.2233690158048246e-05,1.0624010116089266e-08,1.0255536483530899e-08,1.0624010116089266e-08
1830,2.214779462000089e-05,9.525248399557183e-09,1.0606560709090575e-08,9.525248399557183e-09
1831,2.38921056734398e-05,9.432904235495698e-09,1.2939371225278201e-08,9.432904235495698e-09
1832,2.429311488023294e-05,9.537986654452522e-09,1.2577238932871232e-08,9.537986654452522e-09
1833,2.4822986753341475e-05,1.0342920678648885e-08,1.2165875798838703e-08,1.0342920678648885e-08
1834,2.667696337864202e-05,1.151832952826583e-08,1.2360109761086084e-08,1.151832952826583e-08
1835,2.8294728378698763e-05,1.3678443393822753e-08,1.186984637564186e-08,1.3678443393822753e-08
1836,2.8378409167219487e-05,1.4665341702928864e-08,1.0793326930626433e-08,1.4665341702928864e-08
1837,2.97886628166972e-05,1.5946222881828883e-08,1.1317657097212726e-08,1.5946222881828883e-08
1838,3.065625709755945e-05,1.757921376720008e-08,1.0166795722759453e-08,1.757921376720008e-08
1839,3.0990903594231766e-05,1.769581636779094e-08,9.03258591731872e-09,1.769581636779094e-08
1840,3.2498430300620385e-05,1.7434138450361e-08,1.1629619362756621e-08,1.7434138450361e-08
1841,3.2605506411138254e-05,1.7137803557229096e-08,1.0742733877070317e-08,1.7137803557229096e-08
1842,3.167257740902382e-05,1.5300062423356005e-08,1.2064496703244134e-08,1.5300062423356005e-08
1843,3.1888922291857724e-05,1.468759031857709e-08,1.3936866137344493e-08,1.468759031857709e-08
1844,3.1149876511855314e-05,1.4581672504375222e-08,1.3080015229657453e-08,1.4581672504375222e-08
1845,3.0318002245621756e-05,1.4169802347347676e-08,1.2964601392440045e-08,1.4169802347347676e-08
1846,3.021999639583685e-05,1.356040943026723e-08,1.4207500763165269e-08,1.356040943026723e-08
1847,2.9058442773280797e-05,1.3413338249636451e-08,1.1822811618600326e-08,1.3413338249636451e-08
1848,2.9036213163635693e-05,1.2587116491959347e-08,1.200038411498992e-08,1.2587116491959347e-08
1849,2.9536344819851884e-05,1.4071936378050914e-08,1.1250711663888881e-08,1.4071936378050914e-08
1850,2.9024051920194844e-05,1.5043418066795766e-08,9.956887949056994e-09,1.5043418066795766e-08
1851,2.9179890459220458e-05,1.3274601354648245e-08,1.034800296244904e-08,1.3274601354648245e-08
1852,2.972900438180659e-05,1.1697168186434022e-08,1.0277266910512545e-08,1.1697168186434022e-08
1853,3.0468359130151968e-05,1.1736147292091509e-08,9.041917817650561e-09,1.1736147292091509e-08
1854,3.114225676524386e-05,1.254408006039804e-08,1.027407264026741e-08,1.254408006039804e-08
1855,3.082390451579288e-05,1.317851237660404e-08,9.589403556934225e-09,1.317851237660404e-08
1856,3.153481130928932e-05,1.273606325164727e-08,1.0751058963722114e-08,1.273606325164727e-08
1857,3.202603719338575e-05,1.1665513634438542e-08,9.951377975627094e-09,1.1665513634438542e-08
1858,3.3195893463146475e-05,1.330674986072771e-08,9.307365766986209e-09,1.330674986072771e-08
1859,3.25746025607389e-05,1.675245415404853e-08,9.688419939329102e-09,1.675245415404853e-08
1860,3.195057693769091e-05,1.598098948412436e-08,9.625425377381345e-09,1.598098948412436e-08
1861,3.2045045372797176e-05,1.52189532087732e-08,8.108484518741323e-09,1.52189532087732e-08
1862,3.2728529601757016e-05,1.4662912281185721e-08,8.094581037200653e-09,1.4662912281185721e-08
1863,3.258107816301552e-05,1.4817282004539071e-08,6.9083681949625284e-09,1.4817282004539071e-08
1864,3.3032667228586175e-05,1.5725933190578545e-08,7.980125893425338e-09,1.5725933190578545e-08
1865,3.275745205298465e-05,1.5725669020940003e-08,8.160037788331107e-09,1.5725669020940003e-08
1866,3.358244170418142e-05,1.4397116514836788e-08,8.373008381872588e-09,1.4397116514836788e-08
1867,3.441344961174764e-05,1.587416763117387e-08,8.383324574217405e-09,1.587416763117387e-08
1868,3.546071924834645e-05,1.5668140055221817e-08,8.22588505248031e-09,1.5668140055221817e-08
1869,3.6040627102400844e-05,1.6959702340914517e-08,9.615731829829396e-09,1.6959702340914517e-08
1870,3.586634764880208e-05,1.7075762137608308e-08,9.917065200783424e-09,1.7075762137608308e-08
1871,3.567879424995876e-05,1.608755389221577e-08,9.654841053625368e-09,1.608755389221577e-08
1872,3.5561566099724064e-05,1.590416281211609e-08,1.0568910445231592e-08,1.590416281211609e-08
1873,3.577612369554117e-05,1.642234894104279e-08,1.0037143941385044e-08,1.642234894104279e-08
1874,3.6226883821655065e-05,1.621057243994528e-08,1.0683042006576215e-08,1.621057243994528e-08
1875,3.5917950819046905e-05,1.6638521164022028e-08,1.0310845193523782e-08,1.6638521164022028e-08
1876,3.586969354988209e-05,1.770697721781289e-08,9.632330552225961e-09,1.770697721781289e-08
1877,3.6383876119673785e-05,1.690727596021751e-08,9.993395761702978e-09,1.690727596021751e-08
1878,3.718124727518963e-05,1.7696230005169256e-08,1.061379511264298e-08,1.7696230005169256e-08
1879,3.754241073953121e-05,1.7078797297033687e-08,9.504158222333509e-09,1.7078797297033687e-08
1880,3.752132033696398e-05,1.5033389898024196e-08,1.0775908673313746e-08,1.5033389898024196e-08
1881,3.742953101339351e-05,1.4124355018907409e-08,1.1254393988175643e-08,1.4124355018907409e-08
1882,3.7742696024776835e-05,1.3529214066514733e-08,1.2057161427999778e-08,1.3529214066514733e-08
1883,3.830044183164968e-05,1.1718665276256551e-08,1.3022161951933446e-08,1.1718665276256551e-08
1884,3.903601256232443e-05,1.227716290535292e-08,1.3536826199660773e-08,1.227716290535292e-08
1885,3.8575397151622125e-05,1.1188401824061397e-08,1.3376860064084894e-08,1.1188401824061397e-08
1886,3.901657380213562e-05,1.1416153355980896e-08,1.5181822529289742e-08,1.1416153355980896e-08
1887,3.884947935668086e-05,1.1587667587369716e-08,1.3827303112025544e-08,1.1587667587369716e-08
